"ÇàÁ¤±¸¿ª","2020³â06¿ù_°è_ÃÑÀÎ±¸¼ö","2020³â06¿ù_°è_¿¬·É±¸°£ÀÎ±¸¼ö","2020³â06¿ù_°è_0~9¼¼","2020³â06¿ù_°è_10~19¼¼","2020³â06¿ù_°è_20~29¼¼","2020³â06¿ù_°è_30~39¼¼","2020³â06¿ù_°è_40~49¼¼","2020³â06¿ù_°è_50~59¼¼","2020³â06¿ù_°è_60~69¼¼","2020³â06¿ù_°è_70~79¼¼","2020³â06¿ù_°è_80~89¼¼","2020³â06¿ù_°è_90~99¼¼","2020³â06¿ù_°è_100¼¼ ÀÌ»ó","2020³â06¿ù_³²_ÃÑÀÎ±¸¼ö","2020³â06¿ù_³²_¿¬·É±¸°£ÀÎ±¸¼ö","2020³â06¿ù_³²_0~9¼¼","2020³â06¿ù_³²_10~19¼¼","2020³â06¿ù_³²_20~29¼¼","2020³â06¿ù_³²_30~39¼¼","2020³â06¿ù_³²_40~49¼¼","2020³â06¿ù_³²_50~59¼¼","2020³â06¿ù_³²_60~69¼¼","2020³â06¿ù_³²_70~79¼¼","2020³â06¿ù_³²_80~89¼¼","2020³â06¿ù_³²_90~99¼¼","2020³â06¿ù_³²_100¼¼ ÀÌ»ó","2020³â06¿ù_¿©_ÃÑÀÎ±¸¼ö","2020³â06¿ù_¿©_¿¬·É±¸°£ÀÎ±¸¼ö","2020³â06¿ù_¿©_0~9¼¼","2020³â06¿ù_¿©_10~19¼¼","2020³â06¿ù_¿©_20~29¼¼","2020³â06¿ù_¿©_30~39¼¼","2020³â06¿ù_¿©_40~49¼¼","2020³â06¿ù_¿©_50~59¼¼","2020³â06¿ù_¿©_60~69¼¼","2020³â06¿ù_¿©_70~79¼¼","2020³â06¿ù_¿©_80~89¼¼","2020³â06¿ù_¿©_90~99¼¼","2020³â06¿ù_¿©_100¼¼ ÀÌ»ó"
"±¤ÁÖ±¤¿ª½Ã ºÏ±¸ ¿î¾Ï3µ¿(2917060300)","14,178","14,178","950","1,538","2,139","1,682","2,045","2,588","1,923","871","379","59","4","6,847","6,847","473","834","1,146","871","935","1,159","901","395","120","12","1","7,331","7,331","477","704","993","811","1,110","1,429","1,022","476","259","47","3"
"±¤ÁÖ±¤¿ª½Ã ºÏ±¸ µ¿¸²µ¿(2917061500)","23,526","23,526","2,280","2,380","3,108","3,655","3,836","3,811","2,620","1,307","447","79","3","11,630","11,630","1,182","1,275","1,650","1,851","1,933","1,769","1,186","619","146","18","1","11,896","11,896","1,098","1,105","1,458","1,804","1,903","2,042","1,434","688","301","61","2"
"±¤ÁÖ±¤¿ª½Ã ºÏ±¸ ¿ì»êµ¿(2917062000)","10,955","10,955","442","708","1,398","1,037","1,360","1,915","2,073","1,374","554","81","13","5,331","5,331","228","386","722","567","743","952","944","586","186","14","3","5,624","5,624","214","322","676","470","617","963","1,129","788","368","67","10"
"±¤ÁÖ±¤¿ª½Ã ºÏ±¸ Ç³Çâµ¿(2917063500)","6,100","6,100","556","539","751","847","967","937","754","515","199","33","2","3,024","3,024","281","274","394","440","497","497","337","231","69","4","0","3,076","3,076","275","265","357","407","470","440","417","284","130","29","2"
"±¤ÁÖ±¤¿ª½Ã ºÏ±¸ ¹®È­µ¿(2917065000)","19,151","19,151","1,477","1,548","2,419","2,681","2,735","3,224","2,690","1,612","664","92","9","9,405","9,405","719","848","1,269","1,389","1,441","1,550","1,234","718","218","18","1","9,746","9,746","758","700","1,150","1,292","1,294","1,674","1,456","894","446","74","8"
"±¤ÁÖ±¤¿ª½Ã ºÏ±¸ ¹®Èï1µ¿(2917065600)","16,680","16,680","1,168","2,018","2,515","1,737","2,564","3,102","2,094","1,011","413","55","3","8,163","8,163","573","1,049","1,344","875","1,204","1,454","1,035","461","154","13","1","8,517","8,517","595","969","1,171","862","1,360","1,648","1,059","550","259","42","2"
"±¤ÁÖ±¤¿ª½Ã ºÏ±¸ ¹®Èï2µ¿(2917065700)","16,448","16,448","1,217","1,567","2,609","2,106","2,512","2,677","2,000","1,189","502","68","1","7,816","7,816","612","810","1,329","1,099","1,211","1,206","890","455","186","18","0","8,632","8,632","605","757","1,280","1,007","1,301","1,471","1,110","734","316","50","1"
"±¤ÁÖ±¤¿ª½Ã ºÏ±¸ µÎ¾Ï1µ¿(2917066100)","8,096","8,096","346","687","1,131","843","1,082","1,414","1,304","910","327","49","3","4,041","4,041","195","353","601","460","569","688","580","449","133","13","0","4,055","4,055","151","334","530","383","513","726","724","461","194","36","3"
"±¤ÁÖ±¤¿ª½Ã ºÏ±¸ µÎ¾Ï2µ¿(2917066200)","16,786","16,786","1,001","1,470","2,394","1,924","2,293","3,043","2,602","1,454","532","70","3","8,332","8,332","494","774","1,263","1,039","1,184","1,454","1,228","688","195","13","0","8,454","8,454","507","696","1,131","885","1,109","1,589","1,374","766","337","57","3"
"±¤ÁÖ±¤¿ª½Ã ºÏ±¸ µÎ¾Ï3µ¿(2917066300)","14,099","14,099","510","900","1,711","1,348","1,728","2,733","2,677","1,622","769","96","5","6,780","6,780","258","471","890","735","916","1,337","1,296","644","218","15","0","7,319","7,319","252","429","821","613","812","1,396","1,381","978","551","81","5"
"±¤ÁÖ±¤¿ª½Ã ºÏ±¸ »ï°¢µ¿(2917066600)","14,560","14,560","1,083","1,732","2,405","1,779","2,479","2,672","1,420","686","261","43","0","7,480","7,480","573","972","1,319","930","1,197","1,368","710","318","86","7","0","7,080","7,080","510","760","1,086","849","1,282","1,304","710","368","175","36","0"
"±¤ÁÖ±¤¿ª½Ã ºÏ±¸ ÀÏ°îµ¿(2917066900)","30,806","30,806","2,527","4,803","4,834","3,040","5,960","5,577","2,206","1,164","608","84","3","15,080","15,080","1,317","2,608","2,593","1,425","2,592","2,781","1,090","453","196","23","2","15,726","15,726","1,210","2,195","2,241","1,615","3,368","2,796","1,116","711","412","61","1"
"±¤ÁÖ±¤¿ª½Ã ºÏ±¸ ¸Å°îµ¿(2917067300)","14,346","14,346","1,257","1,777","2,063","1,750","2,384","2,469","1,501","738","354","50","3","7,044","7,044","641","974","1,127","876","1,092","1,137","741","334","114","8","0","7,302","7,302","616","803","936","874","1,292","1,332","760","404","240","42","3"
"±¤ÁÖ±¤¿ª½Ã ºÏ±¸ ¿ÀÄ¡1µ¿(2917067600)","11,687","11,687","688","1,130","1,933","1,311","1,761","2,264","1,500","774","278","41","7","5,924","5,924","339","603","1,043","689","898","1,155","750","355","86","6","0","5,763","5,763","349","527","890","622","863","1,109","750","419","192","35","7"
"±¤ÁÖ±¤¿ª½Ã ºÏ±¸ ¿ÀÄ¡2µ¿(2917067700)","12,929","12,929","544","876","2,000","1,472","1,657","2,579","2,072","1,116","541","70","2","6,350","6,350","256","485","1,070","821","852","1,211","1,021","481","145","8","0","6,579","6,579","288","391","930","651","805","1,368","1,051","635","396","62","2"
"±¤ÁÖ±¤¿ª½Ã ºÏ±¸ ¼®°îµ¿(2917068500)","2,704","2,704","78","142","256","226","257","569","549","387","201","36","3","1,405","1,405","36","86","149","132","156","323","281","166","68","8","0","1,299","1,299","42","56","107","94","101","246","268","221","133","28","3"
"±¤ÁÖ±¤¿ª½Ã ºÏ±¸ °Ç±¹µ¿(2917069500)","52,510","52,510","7,524","6,417","5,880","9,183","10,341","6,888","3,670","1,717","762","121","7","26,259","26,259","3,889","3,327","3,102","4,495","5,263","3,430","1,783","736","217","17","0","26,251","26,251","3,635","3,090","2,778","4,688","5,078","3,458","1,887","981","545","104","7"
"±¤ÁÖ±¤¿ª½Ã ºÏ±¸ ¾ç»êµ¿(2917069600)","37,199","37,199","3,877","4,208","5,027","5,863","6,546","5,717","3,442","1,705","716","95","3","18,699","18,699","2,014","2,144","2,618","3,075","3,355","2,826","1,662","740","246","19","0","18,500","18,500","1,863","2,064","2,409","2,788","3,191","2,891","1,780","965","470","76","3"
