"ÇàÁ¤±¸¿ª","2020³â04¿ù_°è_ÃÑÀÎ±¸¼ö","2020³â04¿ù_°è_¿¬·É±¸°£ÀÎ±¸¼ö","2020³â04¿ù_°è_0~9¼¼","2020³â04¿ù_°è_10~19¼¼","2020³â04¿ù_°è_20~29¼¼","2020³â04¿ù_°è_30~39¼¼","2020³â04¿ù_°è_40~49¼¼","2020³â04¿ù_°è_50~59¼¼","2020³â04¿ù_°è_60~69¼¼","2020³â04¿ù_°è_70~79¼¼","2020³â04¿ù_°è_80~89¼¼","2020³â04¿ù_°è_90~99¼¼","2020³â04¿ù_°è_100¼¼ ÀÌ»ó","2020³â04¿ù_³²_ÃÑÀÎ±¸¼ö","2020³â04¿ù_³²_¿¬·É±¸°£ÀÎ±¸¼ö","2020³â04¿ù_³²_0~9¼¼","2020³â04¿ù_³²_10~19¼¼","2020³â04¿ù_³²_20~29¼¼","2020³â04¿ù_³²_30~39¼¼","2020³â04¿ù_³²_40~49¼¼","2020³â04¿ù_³²_50~59¼¼","2020³â04¿ù_³²_60~69¼¼","2020³â04¿ù_³²_70~79¼¼","2020³â04¿ù_³²_80~89¼¼","2020³â04¿ù_³²_90~99¼¼","2020³â04¿ù_³²_100¼¼ ÀÌ»ó","2020³â04¿ù_¿©_ÃÑÀÎ±¸¼ö","2020³â04¿ù_¿©_¿¬·É±¸°£ÀÎ±¸¼ö","2020³â04¿ù_¿©_0~9¼¼","2020³â04¿ù_¿©_10~19¼¼","2020³â04¿ù_¿©_20~29¼¼","2020³â04¿ù_¿©_30~39¼¼","2020³â04¿ù_¿©_40~49¼¼","2020³â04¿ù_¿©_50~59¼¼","2020³â04¿ù_¿©_60~69¼¼","2020³â04¿ù_¿©_70~79¼¼","2020³â04¿ù_¿©_80~89¼¼","2020³â04¿ù_¿©_90~99¼¼","2020³â04¿ù_¿©_100¼¼ ÀÌ»ó"
"±¤ÁÖ±¤¿ª½Ã ºÏ±¸ ¿î¾Ï3µ¿(2917060300)","14,470","14,470","986","1,563","2,197","1,737","2,083","2,671","1,920","862","384","62","5","6,999","6,999","495","846","1,177","901","959","1,189","915","383","121","12","1","7,471","7,471","491","717","1,020","836","1,124","1,482","1,005","479","263","50","4"
"±¤ÁÖ±¤¿ª½Ã ºÏ±¸ µ¿¸²µ¿(2917061500)","23,541","23,541","2,320","2,393","3,114","3,683","3,829","3,805","2,574","1,297","451","72","3","11,636","11,636","1,203","1,290","1,637","1,870","1,924","1,772","1,168","609","145","17","1","11,905","11,905","1,117","1,103","1,477","1,813","1,905","2,033","1,406","688","306","55","2"
"±¤ÁÖ±¤¿ª½Ã ºÏ±¸ ¿ì»êµ¿(2917062000)","11,011","11,011","445","720","1,415","1,051","1,363","1,938","2,065","1,365","555","81","13","5,374","5,374","231","395","741","577","744","962","938","584","185","14","3","5,637","5,637","214","325","674","474","619","976","1,127","781","370","67","10"
"±¤ÁÖ±¤¿ª½Ã ºÏ±¸ Ç³Çâµ¿(2917063500)","6,154","6,154","566","545","766","858","979","950","746","514","196","32","2","3,055","3,055","286","280","393","449","506","506","335","227","69","4","0","3,099","3,099","280","265","373","409","473","444","411","287","127","28","2"
"±¤ÁÖ±¤¿ª½Ã ºÏ±¸ ¹®È­µ¿(2917065000)","19,203","19,203","1,493","1,562","2,444","2,714","2,723","3,261","2,649","1,602","659","87","9","9,422","9,422","733","847","1,277","1,413","1,441","1,555","1,205","719","215","16","1","9,781","9,781","760","715","1,167","1,301","1,282","1,706","1,444","883","444","71","8"
"±¤ÁÖ±¤¿ª½Ã ºÏ±¸ ¹®Èï1µ¿(2917065600)","16,768","16,768","1,179","2,044","2,527","1,769","2,585","3,134","2,055","1,000","414","57","4","8,199","8,199","582","1,059","1,355","886","1,213","1,462","1,019","456","153","13","1","8,569","8,569","597","985","1,172","883","1,372","1,672","1,036","544","261","44","3"
"±¤ÁÖ±¤¿ª½Ã ºÏ±¸ ¹®Èï2µ¿(2917065700)","16,531","16,531","1,242","1,600","2,594","2,105","2,549","2,702","1,984","1,194","496","64","1","7,875","7,875","620","837","1,331","1,092","1,226","1,224","880","465","183","17","0","8,656","8,656","622","763","1,263","1,013","1,323","1,478","1,104","729","313","47","1"
"±¤ÁÖ±¤¿ª½Ã ºÏ±¸ µÎ¾Ï1µ¿(2917066100)","8,115","8,115","360","694","1,123","847","1,092","1,421","1,316","894","320","45","3","4,052","4,052","198","352","606","459","576","686","593","441","129","12","0","4,063","4,063","162","342","517","388","516","735","723","453","191","33","3"
"±¤ÁÖ±¤¿ª½Ã ºÏ±¸ µÎ¾Ï2µ¿(2917066200)","16,863","16,863","1,019","1,496","2,408","1,939","2,320","3,062","2,576","1,436","532","71","4","8,361","8,361","502","788","1,268","1,049","1,190","1,460","1,220","681","190","13","0","8,502","8,502","517","708","1,140","890","1,130","1,602","1,356","755","342","58","4"
"±¤ÁÖ±¤¿ª½Ã ºÏ±¸ µÎ¾Ï3µ¿(2917066300)","14,185","14,185","522","916","1,734","1,381","1,750","2,762","2,661","1,593","770","92","4","6,837","6,837","262","482","902","768","920","1,352","1,294","628","214","15","0","7,348","7,348","260","434","832","613","830","1,410","1,367","965","556","77","4"
"±¤ÁÖ±¤¿ª½Ã ºÏ±¸ »ï°¢µ¿(2917066600)","14,621","14,621","1,120","1,753","2,398","1,809","2,512","2,667","1,387","677","255","43","0","7,534","7,534","592","996","1,319","939","1,214","1,365","702","314","86","7","0","7,087","7,087","528","757","1,079","870","1,298","1,302","685","363","169","36","0"
"±¤ÁÖ±¤¿ª½Ã ºÏ±¸ ÀÏ°îµ¿(2917066900)","30,978","30,978","2,535","4,930","4,817","3,062","6,050","5,564","2,161","1,157","616","84","2","15,172","15,172","1,317","2,677","2,598","1,422","2,625","2,794","1,070","444","199","24","2","15,806","15,806","1,218","2,253","2,219","1,640","3,425","2,770","1,091","713","417","60","0"
"±¤ÁÖ±¤¿ª½Ã ºÏ±¸ ¸Å°îµ¿(2917067300)","14,417","14,417","1,281","1,812","2,056","1,777","2,396","2,480","1,475","735","348","53","4","7,092","7,092","656","997","1,126","886","1,102","1,146","724","334","113","8","0","7,325","7,325","625","815","930","891","1,294","1,334","751","401","235","45","4"
"±¤ÁÖ±¤¿ª½Ã ºÏ±¸ ¿ÀÄ¡1µ¿(2917067600)","11,775","11,775","704","1,144","1,915","1,341","1,780","2,299","1,498","764","281","44","5","5,963","5,963","340","610","1,049","692","909","1,166","756","346","88","7","0","5,812","5,812","364","534","866","649","871","1,133","742","418","193","37","5"
"±¤ÁÖ±¤¿ª½Ã ºÏ±¸ ¿ÀÄ¡2µ¿(2917067700)","12,978","12,978","546","886","2,035","1,474","1,668","2,593","2,068","1,099","536","71","2","6,360","6,360","261","490","1,091","818","846","1,219","1,011","477","139","8","0","6,618","6,618","285","396","944","656","822","1,374","1,057","622","397","63","2"
"±¤ÁÖ±¤¿ª½Ã ºÏ±¸ ¼®°îµ¿(2917068500)","2,714","2,714","82","144","263","228","265","569","542","381","201","36","3","1,411","1,411","40","86","156","133","160","320","274","167","67","8","0","1,303","1,303","42","58","107","95","105","249","268","214","134","28","3"
"±¤ÁÖ±¤¿ª½Ã ºÏ±¸ °Ç±¹µ¿(2917069500)","52,287","52,287","7,556","6,410","5,834","9,212","10,287","6,840","3,587","1,680","755","118","8","26,112","26,112","3,886","3,331","3,052","4,488","5,251","3,412","1,741","714","217","20","0","26,175","26,175","3,670","3,079","2,782","4,724","5,036","3,428","1,846","966","538","98","8"
"±¤ÁÖ±¤¿ª½Ã ºÏ±¸ ¾ç»êµ¿(2917069600)","35,495","35,495","3,556","4,059","4,874","5,373","6,269","5,554","3,338","1,671","702","96","3","17,838","17,838","1,850","2,059","2,542","2,841","3,207","2,748","1,607","725","241","18","0","17,657","17,657","1,706","2,000","2,332","2,532","3,062","2,806","1,731","946","461","78","3"
