카테고리,서울특별시 강동구,서울특별시 강동구 강일동,서울특별시 강동구 상일동,서울특별시 강동구 명일제1동,서울특별시 강동구 명일제2동,서울특별시 강동구 고덕제1동,서울특별시 강동구 고덕제2동,서울특별시 강동구 암사제1동,서울특별시 강동구 암사제2동,서울특별시 강동구 암사제3동,서울특별시 강동구 천호제1동,서울특별시 강동구 천호제2동,서울특별시 강동구 천호제3동,서울특별시 강동구 성내제1동,서울특별시 강동구 성내제2동,서울특별시 강동구 성내제3동,서울특별시 강동구 길동,서울특별시 강동구 둔촌제1동,서울특별시 강동구 둔촌제2동,서울특별시 강동구 상일제1동,서울특별시 강동구 상일제2동
2021년12월_남_20~29세,"29,554","1,810",,"1,541","1,093","1,171","1,170","2,484",888,977,"1,813","2,240","1,907","1,352","1,705","1,798","3,261",9,"1,669","1,983",683
2021년12월_남_30~39세,"35,183","2,187",,"1,955",933,"1,322","1,761","2,563","1,373","1,048","2,068","3,124","2,412","1,523","2,206","1,766","3,778",8,"1,834","2,685",637
2021년12월_남_40~49세,"37,397","2,620",,"1,996","1,380","2,597","2,022","2,769","1,206","1,606","2,029","2,472","1,931","1,590","1,694","1,719","3,444",10,"1,834","3,746",732
2021년12월_남_50~59세,"35,258","2,245",,"1,943","1,335","1,731","1,640","2,902","1,092","1,301","2,158","2,687","2,136","1,416","1,892","1,890","3,527",12,"1,969","2,617",765
2021년12월_남_60~69세,"31,299","2,031",,"1,706","1,237","1,365","1,431","2,450",906,"1,153","2,109","2,398","1,962","1,231","1,779","1,490","3,441",18,"1,774","2,357",461
2021년12월_남_70~79세,"15,181","1,046",,804,550,536,608,"1,235",509,553,"1,076","1,229",973,647,927,804,"1,655",7,842,905,275
2021년12월_남_80~89세,"4,411",304,,225,119,166,165,379,169,161,316,369,288,206,312,232,456,4,240,184,116
2021년12월_남_90~99세,376,40,,19,17,21,18,28,7,12,16,27,16,18,19,18,39,2,28,15,16
2021년12월_남_100세 이상,20,1,,1,0,0,1,2,1,3,0,0,2,1,3,2,2,0,0,1,0
2021년12월_여_총인구수,"235,662","17,054",,"13,267","8,934","11,957","11,008","17,372","7,830","9,135","13,615","16,874","13,640","10,304","11,920","11,753","23,354",58,"12,514","19,680","5,393"
2021년12월_여_연령구간인구수,"235,662","17,054",,"13,267","8,934","11,957","11,008","17,372","7,830","9,135","13,615","16,874","13,640","10,304","11,920","11,753","23,354",58,"12,514","19,680","5,393"
2021년12월_여_0~9세,"16,489","1,416",,"1,061",552,"1,241","1,206",982,643,896,652,767,581,695,463,560,"1,112",1,776,"2,446",439
2021년12월_여_10~19세,"18,359","1,785",,"1,143","1,109","1,523",931,"1,226",517,932,792,821,588,832,565,697,"1,334",3,952,"1,975",634
2021년12월_여_20~29세,"30,913","1,764",,"1,476","1,153","1,000","1,068","2,244",988,937,"1,855","2,674","2,528","1,353","2,038","1,748","3,701",7,"1,673","1,880",826
2021년12월_여_30~39세,"35,914","2,440",,"2,010","1,003","1,535","1,922","2,363","1,424","1,274","1,851","2,968","2,489","1,648","1,998","1,667","3,599",5,"1,777","3,190",751
2021년12월_여_40~49세,"37,457","2,733",,"2,211","1,702","2,683","1,924","2,624","1,192","1,648","1,881","2,332","1,802","1,696","1,567","1,826","3,296",14,"1,832","3,675",819
2021년12월_여_50~59세,"36,508","2,474",,"2,045","1,354","1,622","1,576","3,006","1,161","1,371","2,337","2,641","2,000","1,585","1,859","2,040","3,753",8,"2,129","2,792",755
2021년12월_여_60~69세,"35,283","2,581",,"2,022","1,325","1,425","1,532","2,713","1,086","1,267","2,421","2,587","2,038","1,453","1,947","1,883","3,905",11,"2,002","2,506",579
2021년12월_여_70~79세,"16,337","1,165",,851,465,565,554,"1,494",570,539,"1,217","1,399","1,072",713,997,903,"1,782",6,865,829,351
2021년12월_여_80~89세,"6,882",565,,351,198,267,243,597,212,216,490,585,462,275,417,364,722,0,420,303,195
2021년12월_여_90~99세,"1,460",127,,95,70,93,51,118,36,53,115,98,75,53,63,63,143,2,84,81,40
2021년12월_여_100세 이상,60,4,,2,3,3,1,5,1,2,4,2,5,1,6,2,7,1,4,3,4
