카테고리,광주광역시 남구,광주광역시 남구 양림동,광주광역시 남구 방림1동,광주광역시 남구 방림2동,광주광역시 남구 봉선1동,광주광역시 남구 봉선2동,광주광역시 남구 사직동,광주광역시 남구 월산동,광주광역시 남구 월산4동,광주광역시 남구 월산5동,광주광역시 남구 백운1동,광주광역시 남구 백운2동,광주광역시 남구 주월1동,광주광역시 남구 주월2동,광주광역시 남구 효덕동,광주광역시 남구 송암동,광주광역시 남구 대촌동,광주광역시 남구 진월동
2021년12월_남_0~9세,"8,699",202,259,236,410,"1,424",133,298,160,121,462,237,864,221,795,"1,634",209,"1,034"
2021년12월_남_10~19세,"11,345",373,321,362,631,"2,464",155,285,302,168,543,197,"1,161",277,890,"1,097",201,"1,918"
2021년12월_남_20~29세,"14,094",393,431,605,994,"1,639",343,570,617,473,765,456,"1,573",563,"1,013","1,245",284,"2,130"
2021년12월_남_30~39세,"12,515",309,373,446,764,"1,170",335,646,572,412,672,461,"1,302",489,"1,087","1,833",317,"1,327"
2021년12월_남_40~49세,"16,861",484,531,592,973,"2,536",420,735,634,462,888,481,"1,721",553,"1,342","1,883",456,"2,170"
2021년12월_남_50~59세,"15,697",496,464,684,968,"1,981",458,713,744,546,901,476,"1,660",636,974,"1,252",509,"2,235"
2021년12월_남_60~69세,"13,319",427,403,617,867,"1,326",418,628,731,601,821,418,"1,360",668,937,934,609,"1,554"
2021년12월_남_70~79세,"7,827",364,282,475,455,639,297,473,444,306,475,293,731,426,528,367,354,918
2021년12월_남_80~89세,"2,935",146,95,176,222,253,124,170,149,102,206,113,227,137,152,114,171,378
2021년12월_남_90~99세,244,15,10,14,26,29,6,13,13,6,19,5,8,14,16,9,10,31
2021년12월_남_100세 이상,6,2,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1
2021년12월_여_총인구수,"112,033","3,807","3,472","4,705","7,156","15,339","2,526","4,305","4,112","3,217","6,456","3,236","11,312","4,038","8,399","11,082","3,184","15,687"
2021년12월_여_연령구간인구수,"112,033","3,807","3,472","4,705","7,156","15,339","2,526","4,305","4,112","3,217","6,456","3,236","11,312","4,038","8,399","11,082","3,184","15,687"
2021년12월_여_0~9세,"8,363",214,246,210,380,"1,460",130,286,150,113,421,214,811,227,737,"1,495",168,"1,101"
2021년12월_여_10~19세,"11,394",380,331,364,636,"2,436",129,238,240,160,603,210,"1,093",259,831,"1,101",212,"2,171"
2021년12월_여_20~29세,"13,430",397,393,568,965,"1,505",299,465,524,434,711,538,"1,570",473,"1,094","1,284",226,"1,984"
2021년12월_여_30~39세,"12,706",327,406,395,736,"1,504",274,532,438,319,696,432,"1,305",398,"1,154","1,978",265,"1,547"
2021년12월_여_40~49세,"17,416",516,532,604,"1,016","3,102",323,506,472,347,945,377,"1,783",524,"1,368","1,902",355,"2,744"
2021년12월_여_50~59세,"17,291",607,502,787,"1,163","2,303",376,633,687,586,"1,000",470,"1,893",719,"1,136","1,461",462,"2,506"
2021년12월_여_60~69세,"15,835",587,514,801,"1,095","1,650",423,684,800,657,"1,067",499,"1,540",765,"1,132","1,111",585,"1,925"
2021년12월_여_70~79세,"9,758",499,363,615,672,813,361,601,518,395,665,321,877,458,611,439,460,"1,090"
2021년12월_여_80~89세,"4,925",239,165,307,416,468,188,309,243,176,283,145,372,192,272,248,379,523
2021년12월_여_90~99세,893,40,20,52,74,96,22,50,39,30,64,30,68,22,58,62,70,96
2021년12월_여_100세 이상,22,1,0,2,3,2,1,1,1,0,1,0,0,1,6,1,2,0
