카테고리,광주광역시 광산구,광주광역시 광산구 송정1동,광주광역시 광산구 송정2동,광주광역시 광산구 도산동,광주광역시 광산구 신흥동,광주광역시 광산구 어룡동,광주광역시 광산구 우산동,광주광역시 광산구 월곡1동,광주광역시 광산구 월곡2동,광주광역시 광산구 비아동,광주광역시 광산구 첨단1동,광주광역시 광산구 첨단2동,광주광역시 광산구 신가동,광주광역시 광산구 운남동,광주광역시 광산구 수완동,광주광역시 광산구 하남동,광주광역시 광산구 임곡동,광주광역시 광산구 동곡동,광주광역시 광산구 평동,광주광역시 광산구 삼도동,광주광역시 광산구 본량동,광주광역시 광산구 신창동
2021년12월_남_10~19세,"26,291",547,183,824,205,"1,866","1,091",577,974,412,"1,694","2,810","1,399","1,964","6,821","1,808",60,42,83,68,47,"2,816"
2021년12월_남_20~29세,"31,053",956,534,"1,171",316,"2,218","2,231",984,"1,241",489,"2,608","4,180","1,391","2,348","5,061","1,901",90,79,260,108,76,"2,811"
2021년12월_남_30~39세,"27,065",601,492,"1,048",292,"2,699","2,495",686,874,473,"1,818","3,038","1,130","1,908","4,448","1,979",70,90,272,91,66,"2,495"
2021년12월_남_40~49세,"37,254",915,451,"1,359",363,"3,337","2,212",758,"1,313",772,"1,925","3,665","1,862","2,705","8,500","2,773",109,107,339,115,128,"3,546"
2021년12월_남_50~59세,"34,457",988,564,"1,245",400,"2,400","2,596","1,068","1,549",808,"2,634","3,978","1,629","2,796","5,654","2,004",235,177,422,234,194,"2,882"
2021년12월_남_60~69세,"18,115",659,420,766,307,"1,574","1,914",744,911,407,"1,398","1,659",585,"1,293","1,971","1,098",272,215,444,261,228,989
2021년12월_남_70~79세,"7,507",369,333,443,221,620,702,282,372,183,365,475,269,513,734,317,148,162,274,170,137,418
2021년12월_남_80~89세,"2,502",129,115,149,58,205,219,78,114,63,151,188,71,192,156,71,92,51,102,77,99,122
2021년12월_남_90~99세,215,12,12,12,7,10,12,8,8,6,11,14,7,23,16,7,6,4,12,6,13,9
2021년12월_남_100세 이상,4,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1
2021년12월_여_총인구수,"200,514","5,346","3,291","7,559","2,267","16,144","14,221","5,352","7,737","3,516","13,827","21,470","9,092","15,755","39,292","12,724","1,037",906,"1,798","1,051","1,004","17,125"
2021년12월_여_연령구간인구수,"200,514","5,346","3,291","7,559","2,267","16,144","14,221","5,352","7,737","3,516","13,827","21,470","9,092","15,755","39,292","12,724","1,037",906,"1,798","1,051","1,004","17,125"
2021년12월_여_0~9세,"18,296",310,158,638,142,"1,818","1,116",313,469,330,957,"1,771",955,"1,304","4,595","1,538",34,20,64,27,16,"1,721"
2021년12월_여_10~19세,"24,890",517,174,733,183,"1,833","1,035",499,913,373,"1,661","2,597","1,350","1,773","6,864","1,641",51,27,59,53,42,"2,512"
2021년12월_여_20~29세,"27,318",727,470,941,248,"1,782","2,016",828,"1,149",366,"2,340","3,692","1,238","2,275","4,642","1,609",68,69,161,56,64,"2,577"
2021년12월_여_30~39세,"25,921",547,377,997,239,"2,561","2,101",554,809,417,"1,682","2,745","1,139","1,924","5,226","1,891",51,52,170,53,63,"2,323"
2021년12월_여_40~49세,"37,797",852,375,"1,267",342,"2,850","2,003",782,"1,351",654,"2,285","4,099","1,939","2,890","9,289","2,580",66,59,150,83,77,"3,804"
2021년12월_여_50~59세,"32,013",883,543,"1,220",382,"2,335","2,492","1,108","1,486",619,"2,930","3,869","1,308","2,846","4,956","1,878",156,129,230,133,127,"2,383"
2021년12월_여_60~69세,"17,831",720,516,840,345,"1,644","1,784",752,904,348,"1,170","1,497",629,"1,389","2,185",994,209,202,374,203,165,961
2021년12월_여_70~79세,"9,710",530,443,577,246,785,908,294,417,223,456,681,341,860,"1,009",352,177,182,292,188,208,541
2021년12월_여_80~89세,"5,717",224,201,296,114,456,644,188,208,165,278,450,166,441,435,195,174,146,248,217,208,263
2021년12월_여_90~99세,991,36,33,49,23,77,122,34,30,21,67,66,26,50,88,45,50,20,47,37,33,37
2021년12월_여_100세 이상,30,0,1,1,3,3,0,0,1,0,1,3,1,3,3,1,1,0,3,1,1,3
