카테고리,경기도 시흥시,경기도 시흥시 대야동,경기도 시흥시 신천동,경기도 시흥시 신현동,경기도 시흥시 은행동,경기도 시흥시 매화동,경기도 시흥시 목감동,경기도 시흥시 군자동,경기도 시흥시 월곶동,경기도 시흥시 정왕본동,경기도 시흥시 정왕1동,경기도 시흥시 정왕2동,경기도 시흥시 정왕3동,경기도 시흥시 정왕4동,경기도 시흥시 배곧동,경기도 시흥시 과림동,경기도 시흥시 연성동,경기도 시흥시 장곡동,경기도 시흥시 능곡동,경기도 시흥시 배곧1동,경기도 시흥시 배곧2동
2021년11월_계_총인구수,"512,155","44,870","36,106","9,902","56,469","12,111","42,258","21,805","16,347","20,381","22,292","32,088","23,058","21,020",,"1,925","23,752","32,573","24,250","35,558","35,390"
2021년11월_계_연령구간인구수,"512,155","44,870","36,106","9,902","56,469","12,111","42,258","21,805","16,347","20,381","22,292","32,088","23,058","21,020",,"1,925","23,752","32,573","24,250","35,558","35,390"
2021년11월_계_0~9세,"47,767","3,478","1,534",409,"7,217",632,"5,636","1,431","1,329","1,095","1,240","2,225","1,621","1,572",,45,"1,674","3,734","2,497","5,766","4,632"
2021년11월_계_10~19세,"50,289","3,456","3,056",705,"5,804","1,143","3,483","2,168","1,495","1,114","1,848","3,476","2,105","2,567",,48,"2,725","4,053","2,691","4,395","3,957"
2021년11월_계_20~29세,"69,249","6,568","5,788","1,369","6,594","1,648","4,063","2,802","1,927","3,202","3,690","5,095","3,017","3,500",,158,"3,647","4,069","3,249","3,393","5,470"
2021년11월_계_30~39세,"77,950","6,987","3,980",974,"9,633","1,104","8,049","2,536","2,430","3,990","3,307","4,346","3,105","2,384",,182,"2,616","4,838","3,665","6,629","7,195"
2021년11월_계_40~49세,"92,416","6,553","4,944","1,264","10,096","1,836","7,686","3,780","3,185","4,216","4,486","6,136","4,583","3,704",,165,"3,999","6,381","4,228","7,782","7,392"
2021년11월_계_50~59세,"89,972","8,603","8,046","2,169","8,764","2,528","5,748","4,089","2,830","3,759","4,328","6,316","4,682","4,362",,433,"4,971","5,404","4,164","4,484","4,292"
2021년11월_계_60~69세,"53,198","5,902","5,524","1,819","5,444","1,785","4,791","2,961","1,855","2,027","2,230","2,810","2,559","1,745",,565,"2,380","2,568","2,219","2,232","1,782"
2021년11월_계_70~79세,"20,126","2,077","2,110",756,"1,903",896,"1,861","1,319",862,652,764,"1,033",882,701,,223,"1,062",997,959,612,457
2021년11월_계_80~89세,"9,618","1,054",990,378,862,458,803,629,378,275,342,580,420,435,,83,593,451,484,227,176
2021년11월_계_90~99세,"1,509",187,121,54,149,78,132,88,54,46,55,68,81,49,,22,82,77,92,37,37
2021년11월_계_100세 이상,61,5,13,5,3,3,6,2,2,5,2,3,3,1,,1,3,1,2,1,0
2021년11월_남_총인구수,"267,503","22,730","18,640","5,196","28,210","6,359","21,411","11,412","8,512","12,912","13,181","17,482","12,994","10,422",,"1,187","12,123","16,443","12,033","17,678","18,578"
2021년11월_남_연령구간인구수,"267,503","22,730","18,640","5,196","28,210","6,359","21,411","11,412","8,512","12,912","13,181","17,482","12,994","10,422",,"1,187","12,123","16,443","12,033","17,678","18,578"
2021년11월_남_0~9세,"24,254","1,771",795,205,"3,633",310,"2,849",750,651,554,613,"1,125",820,828,,22,876,"1,905","1,295","2,887","2,365"
2021년11월_남_10~19세,"25,771","1,772","1,594",365,"2,963",597,"1,771","1,117",779,579,945,"1,782","1,103","1,303",,25,"1,413","2,121","1,361","2,230","1,951"
2021년11월_남_20~29세,"37,654","3,474","3,169",760,"3,368",970,"2,093","1,535","1,043","2,118","2,358","2,995","1,728","1,798",,102,"1,942","2,032","1,572","1,663","2,934"
2021년11월_남_30~39세,"41,717","3,621","2,221",566,"4,736",597,"4,029","1,450","1,296","2,735","2,087","2,582","1,817","1,202",,122,"1,366","2,395","1,880","3,128","3,887"
2021년11월_남_40~49세,"49,936","3,412","2,568",665,"5,232",981,"4,147","2,079","1,758","2,884","2,829","3,430","2,813","1,761",,116,"1,971","3,181","2,053","4,065","3,991"
2021년11월_남_50~59세,"47,190","4,217","4,111","1,137","4,329","1,375","2,913","2,151","1,526","2,388","2,609","3,350","2,681","2,155",,273,"2,597","2,823","2,132","2,207","2,216"
2021년11월_남_60~69세,"28,257","3,134","2,943",990,"2,752",957,"2,415","1,501",903,"1,211","1,275","1,563","1,459",941,,356,"1,260","1,372","1,136","1,147",942
2021년11월_남_70~79세,"9,244",967,939,357,909,406,913,592,401,342,341,431,413,265,,128,471,448,429,275,217
2021년11월_남_80~89세,"3,169",327,275,131,261,144,252,223,142,92,116,207,149,156,,37,215,148,156,68,70
2021년11월_남_90~99세,299,35,24,18,27,21,28,13,12,8,7,17,10,13,,6,11,18,18,8,5
2021년11월_남_100세 이상,12,0,1,2,0,1,1,1,1,1,1,0,1,0,,0,1,0,1,0,0
2021년11월_여_총인구수,"244,652","22,140","17,466","4,706","28,259","5,752","20,847","10,393","7,835","7,469","9,111","14,606","10,064","10,598",,738,"11,629","16,130","12,217","17,880","16,812"
2021년11월_여_연령구간인구수,"244,652","22,140","17,466","4,706","28,259","5,752","20,847","10,393","7,835","7,469","9,111","14,606","10,064","10,598",,738,"11,629","16,130","12,217","17,880","16,812"
2021년11월_여_0~9세,"23,513","1,707",739,204,"3,584",322,"2,787",681,678,541,627,"1,100",801,744,,23,798,"1,829","1,202","2,879","2,267"
2021년11월_여_10~19세,"24,518","1,684","1,462",340,"2,841",546,"1,712","1,051",716,535,903,"1,694","1,002","1,264",,23,"1,312","1,932","1,330","2,165","2,006"
2021년11월_여_20~29세,"31,595","3,094","2,619",609,"3,226",678,"1,970","1,267",884,"1,084","1,332","2,100","1,289","1,702",,56,"1,705","2,037","1,677","1,730","2,536"
2021년11월_여_30~39세,"36,233","3,366","1,759",408,"4,897",507,"4,020","1,086","1,134","1,255","1,220","1,764","1,288","1,182",,60,"1,250","2,443","1,785","3,501","3,308"
2021년11월_여_40~49세,"42,480","3,141","2,376",599,"4,864",855,"3,539","1,701","1,427","1,332","1,657","2,706","1,770","1,943",,49,"2,028","3,200","2,175","3,717","3,401"
2021년11월_여_50~59세,"42,782","4,386","3,935","1,032","4,435","1,153","2,835","1,938","1,304","1,371","1,719","2,966","2,001","2,207",,160,"2,374","2,581","2,032","2,277","2,076"
2021년11월_여_60~69세,"24,941","2,768","2,581",829,"2,692",828,"2,376","1,460",952,816,955,"1,247","1,100",804,,209,"1,120","1,196","1,083","1,085",840
2021년11월_여_70~79세,"10,882","1,110","1,171",399,994,490,948,727,461,310,423,602,469,436,,95,591,549,530,337,240
2021년11월_여_80~89세,"6,449",727,715,247,601,314,551,406,236,183,226,373,271,279,,46,378,303,328,159,106
2021년11월_여_90~99세,"1,210",152,97,36,122,57,104,75,42,38,48,51,71,36,,16,71,59,74,29,32
2021년11월_여_100세 이상,49,5,12,3,3,2,5,1,1,4,1,3,2,1,,1,2,1,1,1,0
2021년12월_계_총인구수,"512,030","44,791","36,126","9,908","56,481","12,096","42,209","21,779","16,477","20,280","22,300","32,095","23,025","20,947",,"1,918","23,732","32,584","24,388","35,587","35,307"
2021년12월_계_연령구간인구수,"512,030","44,791","36,126","9,908","56,481","12,096","42,209","21,779","16,477","20,280","22,300","32,095","23,025","20,947",,"1,918","23,732","32,584","24,388","35,587","35,307"
2021년12월_계_0~9세,"47,577","3,481","1,517",414,"7,198",635,"5,582","1,423","1,334","1,076","1,251","2,224","1,614","1,551",,45,"1,660","3,702","2,493","5,756","4,621"
2021년12월_계_10~19세,"50,216","3,436","3,028",700,"5,819","1,122","3,502","2,155","1,505","1,102","1,826","3,461","2,111","2,552",,46,"2,718","4,075","2,686","4,413","3,959"
2021년12월_계_20~29세,"68,964","6,529","5,777","1,362","6,583","1,652","4,037","2,783","1,944","3,159","3,675","5,103","2,971","3,484",,159,"3,644","4,037","3,287","3,387","5,391"
2021년12월_계_30~39세,"77,837","6,954","4,006",982,"9,568","1,117","8,001","2,524","2,488","3,969","3,309","4,359","3,106","2,381",,178,"2,636","4,841","3,684","6,568","7,166"
2021년12월_계_40~49세,"92,511","6,544","4,947","1,250","10,128","1,821","7,733","3,778","3,198","4,224","4,494","6,107","4,569","3,675",,164,"3,990","6,409","4,234","7,833","7,413"
2021년12월_계_50~59세,"90,045","8,589","8,057","2,183","8,767","2,521","5,750","4,082","2,846","3,748","4,342","6,340","4,691","4,367",,430,"4,966","5,395","4,193","4,480","4,298"
2021년12월_계_60~69세,"53,472","5,936","5,562","1,811","5,486","1,793","4,793","2,979","1,863","2,029","2,231","2,821","2,570","1,753",,560,"2,388","2,595","2,251","2,268","1,783"
2021년12월_계_70~79세,"20,154","2,067","2,104",761,"1,913",892,"1,865","1,326",862,657,775,"1,029",887,695,,232,"1,054",996,966,612,461
2021년12월_계_80~89세,"9,691","1,060",998,382,867,463,811,641,381,267,341,577,422,439,,82,597,455,500,232,176
2021년12월_계_90~99세,"1,508",189,120,58,149,78,130,86,54,44,54,71,81,49,,22,77,78,92,37,39
2021년12월_계_100세 이상,55,6,10,5,3,2,5,2,2,5,2,3,3,1,,0,2,1,2,1,0
2021년12월_남_총인구수,"267,423","22,662","18,667","5,193","28,224","6,357","21,385","11,393","8,575","12,850","13,185","17,490","12,984","10,384",,"1,183","12,123","16,450","12,095","17,698","18,525"
2021년12월_남_연령구간인구수,"267,423","22,662","18,667","5,193","28,224","6,357","21,385","11,393","8,575","12,850","13,185","17,490","12,984","10,384",,"1,183","12,123","16,450","12,095","17,698","18,525"
2021년12월_남_0~9세,"24,171","1,771",788,205,"3,624",310,"2,821",750,663,546,618,"1,121",816,809,,22,870,"1,894","1,302","2,879","2,362"
2021년12월_남_10~19세,"25,747","1,771","1,588",363,"2,974",581,"1,784","1,108",781,572,931,"1,777","1,107","1,300",,25,"1,408","2,132","1,357","2,238","1,950"
2021년12월_남_20~29세,"37,460","3,434","3,162",754,"3,369",969,"2,071","1,527","1,052","2,090","2,349","2,980","1,702","1,793",,103,"1,935","2,016","1,587","1,667","2,900"
2021년12월_남_30~39세,"41,656","3,600","2,240",569,"4,694",613,"4,005","1,437","1,324","2,710","2,083","2,600","1,822","1,204",,119,"1,384","2,390","1,892","3,099","3,871"
2021년12월_남_40~49세,"49,973","3,402","2,561",660,"5,251",977,"4,164","2,076","1,762","2,889","2,838","3,422","2,808","1,745",,116,"1,976","3,194","2,052","4,093","3,987"
2021년12월_남_50~59세,"47,257","4,216","4,124","1,140","4,338","1,373","2,920","2,149","1,530","2,387","2,621","3,366","2,687","2,151",,271,"2,590","2,825","2,142","2,203","2,224"
2021년12월_남_60~69세,"28,380","3,138","2,962",991,"2,767",961,"2,418","1,510",904,"1,214","1,271","1,568","1,465",949,,351,"1,263","1,385","1,159","1,166",938
2021년12월_남_70~79세,"9,274",965,938,359,916,405,922,595,403,341,351,430,416,261,,133,472,448,426,274,219
2021년12월_남_80~89세,"3,200",330,280,130,266,147,253,226,144,92,115,209,150,159,,37,214,148,160,71,69
2021년12월_남_90~99세,296,35,23,20,25,21,27,14,11,8,7,17,10,13,,6,11,18,17,8,5
2021년12월_남_100세 이상,9,0,1,2,0,0,0,1,1,1,1,0,1,0,,0,0,0,1,0,0
2021년12월_여_총인구수,"244,607","22,129","17,459","4,715","28,257","5,739","20,824","10,386","7,902","7,430","9,115","14,605","10,041","10,563",,735,"11,609","16,134","12,293","17,889","16,782"
2021년12월_여_연령구간인구수,"244,607","22,129","17,459","4,715","28,257","5,739","20,824","10,386","7,902","7,430","9,115","14,605","10,041","10,563",,735,"11,609","16,134","12,293","17,889","16,782"
2021년12월_여_0~9세,"23,406","1,710",729,209,"3,574",325,"2,761",673,671,530,633,"1,103",798,742,,23,790,"1,808","1,191","2,877","2,259"
2021년12월_여_10~19세,"24,469","1,665","1,440",337,"2,845",541,"1,718","1,047",724,530,895,"1,684","1,004","1,252",,21,"1,310","1,943","1,329","2,175","2,009"
2021년12월_여_20~29세,"31,504","3,095","2,615",608,"3,214",683,"1,966","1,256",892,"1,069","1,326","2,123","1,269","1,691",,56,"1,709","2,021","1,700","1,720","2,491"
2021년12월_여_30~39세,"36,181","3,354","1,766",413,"4,874",504,"3,996","1,087","1,164","1,259","1,226","1,759","1,284","1,177",,59,"1,252","2,451","1,792","3,469","3,295"
2021년12월_여_40~49세,"42,538","3,142","2,386",590,"4,877",844,"3,569","1,702","1,436","1,335","1,656","2,685","1,761","1,930",,48,"2,014","3,215","2,182","3,740","3,426"
2021년12월_여_50~59세,"42,788","4,373","3,933","1,043","4,429","1,148","2,830","1,933","1,316","1,361","1,721","2,974","2,004","2,216",,159,"2,376","2,570","2,051","2,277","2,074"
2021년12월_여_60~69세,"25,092","2,798","2,600",820,"2,719",832,"2,375","1,469",959,815,960,"1,253","1,105",804,,209,"1,125","1,210","1,092","1,102",845
2021년12월_여_70~79세,"10,880","1,102","1,166",402,997,487,943,731,459,316,424,599,471,434,,99,582,548,540,338,242
2021년12월_여_80~89세,"6,491",730,718,252,601,316,558,415,237,175,226,368,272,280,,45,383,307,340,161,107
2021년12월_여_90~99세,"1,212",154,97,38,124,57,103,72,43,36,47,54,71,36,,16,66,60,75,29,34
2021년12월_여_100세 이상,46,6,9,3,3,2,5,1,1,4,1,3,2,1,,0,2,1,1,1,0
