카테고리,전라북도 정읍시,전라북도 정읍시 신태인읍,전라북도 정읍시 북면,전라북도 정읍시 입암면,전라북도 정읍시 소성면,전라북도 정읍시 고부면,전라북도 정읍시 영원면,전라북도 정읍시 덕천면,전라북도 정읍시 이평면,전라북도 정읍시 정우면,전라북도 정읍시 태인면,전라북도 정읍시 감곡면,전라북도 정읍시 옹동면,전라북도 정읍시 칠보면,전라북도 정읍시 산내면,전라북도 정읍시 산외면,전라북도 정읍시 수성동,전라북도 정읍시 장명동,전라북도 정읍시 내장상동,전라북도 정읍시 시기동,전라북도 정읍시 초산동,전라북도 정읍시 연지동,전라북도 정읍시 농소동,전라북도 정읍시 상교동
2020년02월_여_연령구간인구수,"55,579","2,950","2,159","1,501","1,043","1,432",938,933,"1,071","1,344","1,803","1,426",870,"1,175",633,"1,090","8,890","1,560","10,674","1,863","5,259","2,892","2,217","1,856"
2020년02월_여_0~9세,"3,292",139,93,34,25,33,24,30,16,36,44,32,25,53,17,34,766,92,854,99,466,211,98,71
2020년02월_여_10~19세,"4,757",166,135,79,32,61,40,50,39,66,84,36,29,64,22,57,"1,036",149,"1,367",139,572,249,176,109
2020년02월_여_20~29세,"4,919",193,188,92,49,61,48,64,48,73,117,62,50,59,40,55,"1,010",171,"1,192",162,559,273,198,155
2020년02월_여_30~39세,"4,394",192,158,69,46,78,37,37,45,69,61,61,42,46,18,39,993,129,"1,014",139,571,285,150,115
2020년02월_여_40~49세,"7,263",290,223,107,66,87,58,78,63,101,149,88,58,104,35,84,"1,603",231,"1,849",190,923,407,276,193
2020년02월_여_50~59세,"8,784",449,389,247,158,211,124,168,150,187,275,205,133,160,114,159,"1,412",250,"1,661",313,877,461,379,302
2020년02월_여_60~69세,"8,204",518,348,257,201,283,182,157,190,244,350,324,158,210,116,201,933,187,"1,272",321,605,460,384,303
2020년02월_여_70~79세,"7,590",535,318,308,227,318,207,173,248,294,360,308,188,258,156,244,683,197,870,303,427,350,302,316
2020년02월_여_80~89세,"5,428",411,260,262,205,260,180,150,238,240,326,263,158,194,95,192,378,137,495,141,222,157,222,242
2020년02월_여_90~99세,863,49,42,46,34,37,36,25,33,31,36,43,28,24,20,24,65,15,89,43,32,37,29,45
2020년02월_여_100세 이상,85,8,5,0,0,3,2,1,1,3,1,4,1,3,0,1,11,2,11,13,5,2,3,5
2020년03월_계_총인구수,"109,951","5,742","4,349","2,948","2,105","2,861","1,844","1,875","2,138","2,648","3,545","2,826","1,720","2,372","1,273","2,169","17,831","3,078","20,596","3,528","10,466","5,942","4,268","3,827"
2020년03월_계_연령구간인구수,"109,951","5,742","4,349","2,948","2,105","2,861","1,844","1,875","2,138","2,648","3,545","2,826","1,720","2,372","1,273","2,169","17,831","3,078","20,596","3,528","10,466","5,942","4,268","3,827"
2020년03월_계_0~9세,"6,755",275,193,67,63,69,53,62,41,82,97,55,49,103,35,63,"1,566",166,"1,703",183,"1,019",463,199,149
2020년03월_계_10~19세,"10,030",416,290,164,75,113,88,112,95,123,156,78,67,152,51,101,"2,109",311,"2,780",286,"1,333",528,356,246
2020년03월_계_20~29세,"10,825",423,414,232,132,182,116,149,125,182,266,148,100,152,85,128,"2,248",358,"2,444",359,"1,196",591,441,354
2020년03월_계_30~39세,"9,302",432,320,142,117,214,93,101,114,156,166,168,111,118,55,102,"2,050",242,"1,997",278,"1,118",626,309,273
2020년03월_계_40~49세,"15,335",672,493,266,190,266,162,185,196,243,377,245,155,264,101,219,"3,278",487,"3,445",411,"1,752",929,543,456
2020년03월_계_50~59세,"18,804",965,874,585,387,468,292,379,359,465,626,469,298,397,255,381,"2,916",550,"3,337",590,"1,734",968,826,683
2020년03월_계_60~69세,"16,338",982,731,543,386,598,372,337,400,512,686,635,333,427,275,437,"1,851",400,"2,440",598,"1,163",863,722,647
2020년03월_계_70~79세,"13,275",917,581,513,412,541,375,310,416,494,619,577,325,435,255,419,"1,175",341,"1,573",514,753,654,508,568
2020년03월_계_80~89세,"8,063",581,393,380,303,361,249,206,347,345,487,392,240,291,137,285,540,201,750,237,353,271,322,392
2020년03월_계_90~99세,"1,119",71,55,56,40,44,42,33,44,43,63,55,41,30,24,33,81,19,111,57,39,45,39,54
2020년03월_계_100세 이상,105,8,5,0,0,5,2,1,1,3,2,4,1,3,0,1,17,3,16,15,6,4,3,5
2020년03월_남_총인구수,"54,501","2,805","2,193","1,460","1,065","1,438",908,944,"1,065","1,313","1,752","1,402",858,"1,202",644,"1,083","9,001","1,526","9,942","1,700","5,173","2,992","2,076","1,959"
2020년03월_남_연령구간인구수,"54,501","2,805","2,193","1,460","1,065","1,438",908,944,"1,065","1,313","1,752","1,402",858,"1,202",644,"1,083","9,001","1,526","9,942","1,700","5,173","2,992","2,076","1,959"
2020년03월_남_0~9세,"3,474",137,100,34,37,37,29,32,24,47,55,26,25,51,17,30,805,73,849,89,552,243,101,81
2020년03월_남_10~19세,"5,326",250,155,85,43,53,48,62,55,58,75,46,38,89,29,46,"1,092",168,"1,428",153,753,275,188,137
2020년03월_남_20~29세,"5,931",231,234,144,85,123,69,87,77,107,152,87,53,90,48,69,"1,238",187,"1,254",205,638,316,246,191
2020년03월_남_30~39세,"4,926",243,162,77,69,137,57,64,68,90,104,106,70,75,37,63,"1,077",115,981,144,540,329,164,154
2020년03월_남_40~49세,"8,101",387,270,161,125,180,105,109,133,145,231,157,99,159,67,139,"1,680",262,"1,606",224,822,503,274,263
2020년03월_남_50~59세,"10,053",516,481,337,228,264,169,210,213,276,352,267,165,242,139,226,"1,518",297,"1,684",282,859,500,447,381
2020년03월_남_60~69세,"8,097",466,383,293,188,308,186,180,208,269,337,305,174,214,160,231,905,211,"1,161",276,548,409,343,342
2020년03월_남_70~79세,"5,708",378,264,207,187,223,169,136,172,202,257,270,140,177,99,177,500,144,703,213,330,300,206,254
2020년03월_남_80~89세,"2,613",174,134,112,94,103,70,58,105,107,161,129,82,100,44,93,164,64,249,98,122,107,98,145
2020년03월_남_90~99세,252,23,10,10,9,8,6,6,10,12,27,9,12,5,4,9,16,4,22,14,8,8,9,11
2020년03월_남_100세 이상,20,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,6,1,5,2,1,2,0,0
2020년03월_여_총인구수,"55,450","2,937","2,156","1,488","1,040","1,423",936,931,"1,073","1,335","1,793","1,424",862,"1,170",629,"1,086","8,830","1,552","10,654","1,828","5,293","2,950","2,192","1,868"
2020년03월_여_연령구간인구수,"55,450","2,937","2,156","1,488","1,040","1,423",936,931,"1,073","1,335","1,793","1,424",862,"1,170",629,"1,086","8,830","1,552","10,654","1,828","5,293","2,950","2,192","1,868"
2020년03월_여_0~9세,"3,281",138,93,33,26,32,24,30,17,35,42,29,24,52,18,33,761,93,854,94,467,220,98,68
2020년03월_여_10~19세,"4,704",166,135,79,32,60,40,50,40,65,81,32,29,63,22,55,"1,017",143,"1,352",133,580,253,168,109
2020년03월_여_20~29세,"4,894",192,180,88,47,59,47,62,48,75,114,61,47,62,37,59,"1,010",171,"1,190",154,558,275,195,163
2020년03월_여_30~39세,"4,376",189,158,65,48,77,36,37,46,66,62,62,41,43,18,39,973,127,"1,016",134,578,297,145,119
2020년03월_여_40~49세,"7,234",285,223,105,65,86,57,76,63,98,146,88,56,105,34,80,"1,598",225,"1,839",187,930,426,269,193
2020년03월_여_50~59세,"8,751",449,393,248,159,204,123,169,146,189,274,202,133,155,116,155,"1,398",253,"1,653",308,875,468,379,302
2020년03월_여_60~69세,"8,241",516,348,250,198,290,186,157,192,243,349,330,159,213,115,206,946,189,"1,279",322,615,454,379,305
2020년03월_여_70~79세,"7,567",539,317,306,225,318,206,174,244,292,362,307,185,258,156,242,675,197,870,301,423,354,302,314
2020년03월_여_80~89세,"5,450",407,259,268,209,258,179,148,242,238,326,263,158,191,93,192,376,137,501,139,231,164,224,247
2020년03월_여_90~99세,867,48,45,46,31,36,36,27,34,31,36,46,29,25,20,24,65,15,89,43,31,37,30,43
2020년03월_여_100세 이상,85,8,5,0,0,3,2,1,1,3,1,4,1,3,0,1,11,2,11,13,5,2,3,5
2020년04월_계_총인구수,"109,763","5,727","4,342","2,933","2,111","2,847","1,834","1,870","2,127","2,638","3,533","2,823","1,715","2,371","1,272","2,160","17,788","3,065","20,550","3,505","10,452","6,024","4,252","3,824"
2020년04월_계_연령구간인구수,"109,763","5,727","4,342","2,933","2,111","2,847","1,834","1,870","2,127","2,638","3,533","2,823","1,715","2,371","1,272","2,160","17,788","3,065","20,550","3,505","10,452","6,024","4,252","3,824"
2020년04월_계_0~9세,"6,737",277,196,67,62,68,51,62,41,83,95,56,47,103,35,64,"1,548",165,"1,698",179,"1,024",473,199,144
2020년04월_계_10~19세,"9,981",413,292,162,78,111,86,112,89,122,155,76,67,152,51,98,"2,096",311,"2,763",284,"1,329",536,351,247
2020년04월_계_20~29세,"10,768",414,407,222,131,173,113,149,125,177,264,144,99,155,85,124,"2,249",357,"2,440",364,"1,183",597,437,359
2020년04월_계_30~39세,"9,248",425,320,146,116,212,92,96,109,155,159,169,111,117,55,103,"2,030",240,"1,976",274,"1,126",641,310,266
2020년04월_계_40~49세,"15,267",675,480,265,189,266,162,182,192,242,381,239,150,259,100,217,"3,256",483,"3,425",404,"1,748",956,539,457
2020년04월_계_50~59세,"18,797",963,878,579,389,465,293,382,354,465,619,465,301,394,255,377,"2,936",551,"3,343",578,"1,729",972,824,685
2020년04월_계_60~69세,"16,357",984,732,546,389,597,371,338,405,507,689,644,330,434,277,436,"1,845",396,"2,432",603,"1,161",867,723,651
2020년04월_계_70~79세,"13,266",914,584,510,414,537,373,307,418,491,616,578,323,432,249,422,"1,186",340,"1,583",513,751,660,500,565
2020년04월_계_80~89세,"8,101",583,392,379,304,368,248,206,347,350,492,392,244,293,140,284,542,200,758,236,354,272,327,390
2020년04월_계_90~99세,"1,136",71,56,57,39,45,43,35,46,43,61,56,42,30,25,34,83,19,116,55,40,46,39,55
2020년04월_계_100세 이상,105,8,5,0,0,5,2,1,1,3,2,4,1,2,0,1,17,3,16,15,7,4,3,5
2020년04월_남_총인구수,"54,410","2,800","2,190","1,453","1,067","1,433",907,938,"1,059","1,307","1,744","1,398",858,"1,205",639,"1,076","8,977","1,520","9,923","1,685","5,165","3,034","2,071","1,961"
2020년04월_남_연령구간인구수,"54,410","2,800","2,190","1,453","1,067","1,433",907,938,"1,059","1,307","1,744","1,398",858,"1,205",639,"1,076","8,977","1,520","9,923","1,685","5,165","3,034","2,071","1,961"
2020년04월_남_0~9세,"3,462",138,99,35,35,36,29,32,24,46,53,27,23,51,17,30,795,74,850,86,552,249,103,78
2020년04월_남_10~19세,"5,314",250,158,84,45,52,46,62,51,57,76,45,38,89,29,44,"1,098",167,"1,412",151,754,283,184,139
2020년04월_남_20~29세,"5,911",225,233,140,83,119,70,87,80,104,150,82,55,96,48,68,"1,230",185,"1,253",207,633,319,247,197
2020년04월_남_30~39세,"4,898",239,163,78,69,135,57,59,66,90,98,107,70,73,36,63,"1,070",118,972,141,542,335,165,152
2020년04월_남_40~49세,"8,057",388,261,160,123,182,105,108,129,146,237,153,97,154,65,136,"1,667",259,"1,593",221,819,518,272,264
2020년04월_남_50~59세,"10,062",518,484,335,228,265,170,211,214,275,349,266,168,242,140,225,"1,526",297,"1,692",275,857,498,443,384
2020년04월_남_60~69세,"8,093",467,385,294,191,306,185,178,208,265,331,310,172,219,160,230,899,207,"1,163",279,547,414,344,339
2020년04월_남_70~79세,"5,705",376,265,206,188,220,168,135,171,203,260,270,138,174,96,179,506,145,709,211,327,303,203,252
2020년04월_남_80~89세,"2,634",176,132,112,96,108,71,59,106,109,163,128,85,102,44,92,164,63,251,98,124,106,101,144
2020년04월_남_90~99세,254,23,10,9,9,8,6,7,10,12,26,10,12,5,4,9,16,4,23,14,9,7,9,12
2020년04월_남_100세 이상,20,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,6,1,5,2,1,2,0,0
2020년04월_여_총인구수,"55,353","2,927","2,152","1,480","1,044","1,414",927,932,"1,068","1,331","1,789","1,425",857,"1,166",633,"1,084","8,811","1,545","10,627","1,820","5,287","2,990","2,181","1,863"
2020년04월_여_연령구간인구수,"55,353","2,927","2,152","1,480","1,044","1,414",927,932,"1,068","1,331","1,789","1,425",857,"1,166",633,"1,084","8,811","1,545","10,627","1,820","5,287","2,990","2,181","1,863"
2020년04월_여_0~9세,"3,275",139,97,32,27,32,22,30,17,37,42,29,24,52,18,34,753,91,848,93,472,224,96,66
2020년04월_여_10~19세,"4,667",163,134,78,33,59,40,50,38,65,79,31,29,63,22,54,998,144,"1,351",133,575,253,167,108
2020년04월_여_20~29세,"4,857",189,174,82,48,54,43,62,45,73,114,62,44,59,37,56,"1,019",172,"1,187",157,550,278,190,162
2020년04월_여_30~39세,"4,350",186,157,68,47,77,35,37,43,65,61,62,41,44,19,40,960,122,"1,004",133,584,306,145,114
2020년04월_여_40~49세,"7,210",287,219,105,66,84,57,74,63,96,144,86,53,105,35,81,"1,589",224,"1,832",183,929,438,267,193
2020년04월_여_50~59세,"8,735",445,394,244,161,200,123,171,140,190,270,199,133,152,115,152,"1,410",254,"1,651",303,872,474,381,301
2020년04월_여_60~69세,"8,264",517,347,252,198,291,186,160,197,242,358,334,158,215,117,206,946,189,"1,269",324,614,453,379,312
2020년04월_여_70~79세,"7,561",538,319,304,226,317,205,172,247,288,356,308,185,258,153,243,680,195,874,302,424,357,297,313
2020년04월_여_80~89세,"5,467",407,260,267,208,260,177,147,241,241,329,264,159,191,96,192,378,137,507,138,230,166,226,246
2020년04월_여_90~99세,882,48,46,48,30,37,37,28,36,31,35,46,30,25,21,25,67,15,93,41,31,39,30,43
2020년04월_여_100세 이상,85,8,5,0,0,3,2,1,1,3,1,4,1,2,0,1,11,2,11,13,6,2,3,5
2020년05월_계_총인구수,"109,646","5,705","4,328","2,919","2,118","2,847","1,815","1,858","2,118","2,631","3,499","2,827","1,710","2,380","1,266","2,156","17,763","3,057","20,567","3,492","10,461","6,059","4,252","3,818"
2020년05월_계_연령구간인구수,"109,646","5,705","4,328","2,919","2,118","2,847","1,815","1,858","2,118","2,631","3,499","2,827","1,710","2,380","1,266","2,156","17,763","3,057","20,567","3,492","10,461","6,059","4,252","3,818"
2020년05월_계_0~9세,"6,699",275,195,62,63,71,51,60,41,84,92,57,49,101,35,64,"1,539",161,"1,686",176,"1,020",472,204,141
2020년05월_계_10~19세,"9,931",406,287,162,81,112,83,111,87,120,150,74,65,157,50,94,"2,088",313,"2,751",282,"1,330",538,346,244
2020년05월_계_20~29세,"10,749",406,408,217,130,167,112,146,126,175,260,148,94,155,83,124,"2,248",354,"2,452",361,"1,188",600,431,364
2020년05월_계_30~39세,"9,201",419,313,145,117,212,90,95,107,151,155,170,110,119,53,101,"2,012",238,"1,974",266,"1,134",649,312,259
2020년05월_계_40~49세,"15,227",674,476,262,189,268,157,180,187,242,371,237,147,262,100,219,"3,244",484,"3,423",399,"1,746",968,530,462
2020년05월_계_50~59세,"18,767",959,879,577,389,460,291,376,358,465,611,467,300,390,252,372,"2,930",550,"3,349",581,"1,723",974,832,682
2020년05월_계_60~69세,"16,376",985,736,546,389,598,368,339,402,507,688,642,330,436,277,433,"1,853",397,"2,441",608,"1,156",867,725,653
2020년05월_계_70~79세,"13,314",921,581,509,414,538,372,308,419,485,616,579,329,433,250,425,"1,202",340,"1,593",512,757,668,502,561
2020년05월_계_80~89세,"8,145",580,393,379,308,371,247,206,345,356,493,394,243,294,141,289,549,198,770,238,360,273,329,389
2020년05월_계_90~99세,"1,130",72,55,60,38,45,42,36,45,43,61,55,42,31,25,34,81,19,110,54,40,46,38,58
2020년05월_계_100세 이상,107,8,5,0,0,5,2,1,1,3,2,4,1,2,0,1,17,3,18,15,7,4,3,5
2020년05월_남_총인구수,"54,361","2,791","2,180","1,447","1,069","1,435",896,938,"1,055","1,301","1,728","1,404",856,"1,210",635,"1,072","8,973","1,520","9,931","1,675","5,170","3,046","2,072","1,957"
2020년05월_남_연령구간인구수,"54,361","2,791","2,180","1,447","1,069","1,435",896,938,"1,055","1,301","1,728","1,404",856,"1,210",635,"1,072","8,973","1,520","9,931","1,675","5,170","3,046","2,072","1,957"
2020년05월_남_0~9세,"3,430",138,98,31,36,38,29,31,24,47,52,26,23,52,17,30,789,73,838,84,547,246,106,75
2020년05월_남_10~19세,"5,295",243,156,83,45,52,45,61,49,56,74,44,36,93,28,44,"1,102",169,"1,407",149,759,281,183,136
2020년05월_남_20~29세,"5,897",224,229,138,83,118,70,85,81,102,147,84,54,95,47,66,"1,229",182,"1,266",206,634,317,241,199
2020년05월_남_30~39세,"4,881",236,164,80,70,133,56,59,66,88,96,109,69,74,35,61,"1,064",116,971,138,545,337,166,148
2020년05월_남_40~49세,"8,033",386,259,156,122,185,100,110,126,145,234,151,96,152,65,139,"1,656",262,"1,590",217,819,529,267,267
2020년05월_남_50~59세,"10,069",517,483,337,226,263,169,210,217,276,346,268,166,241,139,224,"1,530",297,"1,698",274,856,500,451,381
2020년05월_남_60~69세,"8,103",470,390,293,194,307,183,176,207,261,330,308,174,221,160,229,900,209,"1,165",282,545,412,344,343
2020년05월_남_70~79세,"5,731",380,261,207,187,219,167,138,170,203,260,275,141,173,96,178,517,143,713,210,332,308,205,248
