카테고리,경기도 용인시,경기도 용인시 처인구,경기도 용인시 처인구 포곡읍,경기도 용인시 처인구 모현읍,경기도 용인시 처인구 이동읍,경기도 용인시 처인구 남사면,경기도 용인시 처인구 원삼면,경기도 용인시 처인구 백암면,경기도 용인시 처인구 양지면,경기도 용인시 처인구 중앙동,경기도 용인시 처인구 역삼동,경기도 용인시 처인구 유림동,경기도 용인시 처인구 동부동,경기도 용인시 기흥구,경기도 용인시 기흥구 신갈동,경기도 용인시 기흥구 영덕동,경기도 용인시 기흥구 영덕1동,경기도 용인시 기흥구 영덕2동,경기도 용인시 기흥구 구갈동,경기도 용인시 기흥구 상갈동,경기도 용인시 기흥구 보라동,경기도 용인시 기흥구 기흥동,경기도 용인시 기흥구 서농동,경기도 용인시 기흥구 구성동,경기도 용인시 기흥구 마북동,경기도 용인시 기흥구 동백1동,경기도 용인시 기흥구 동백2동,경기도 용인시 기흥구 동백3동,경기도 용인시 기흥구 동백동,경기도 용인시 기흥구 상하동,경기도 용인시 기흥구 보정동,경기도 용인시 수지구,경기도 용인시 수지구 풍덕천1동,경기도 용인시 수지구 풍덕천2동,경기도 용인시 수지구 신봉동,경기도 용인시 수지구 죽전1동,경기도 용인시 수지구 죽전2동,경기도 용인시 수지구 동천동,경기도 용인시 수지구 상현1동,경기도 용인시 수지구 상현2동,경기도 용인시 수지구 성복동,경기도 용인시 처인구 남사읍,경기도 용인시 처인구 역북동,경기도 용인시 처인구 삼가동,경기도 용인시 수지구 죽전3동,경기도 용인시 수지구 상현3동
2021년02월_계_40~49세,"199,996","43,621","5,964","4,489","3,329",0,"1,094","1,010","3,125","3,892","7,767","6,784","1,962","83,696","6,633",,"5,978","2,763","7,093","2,393","6,520","3,819","4,477","7,747","5,410","7,881","6,288","4,897",,"4,435","7,362","72,679","6,055","8,973","7,955","10,791","3,040","9,642","9,347","6,554","10,322","4,205",,,,
2021년02월_계_50~59세,"166,394","43,449","5,956","4,706","3,721",0,"1,597","1,584","3,385","4,199","6,435","6,185","2,601","67,233","6,205",,"4,839","2,778","6,542","2,272","5,245","3,540","3,204","5,901","5,103","4,711","4,306","2,728",,"4,475","5,384","55,712","5,459","5,817","5,793","8,779","2,893","7,063","7,061","5,101","7,746","3,080",,,,
2021년02월_계_60~69세,"107,954","32,033","3,767","3,657","3,011",0,"1,696","1,841","2,687","3,045","3,891","3,447","2,039","41,696","4,052",,"2,626","1,708","3,587","1,283","3,408","2,708","1,866","4,339","3,736","2,126","1,984","2,039",,"2,734","3,500","34,225","3,717","2,475","3,460","5,249","1,817","4,738","4,130","3,066","5,573","2,952",,,,
2021년02월_계_70~79세,"65,935","16,140","1,941","1,875","1,523",0,951,946,"1,198","1,463","1,903","1,845",979,"26,386","2,402",,"1,175",762,"1,871",901,"2,197","1,460",832,"3,204","2,799","1,497","1,196","1,714",,"1,557","2,819","23,409","2,343","1,738","2,793","3,340","1,046","2,609","2,791","2,466","4,283","1,516",,,,
2021년02월_계_80~89세,"28,355","7,515",925,815,762,0,483,652,606,695,778,812,374,"11,352","1,083",,457,604,671,419,900,589,346,"1,357","1,198",622,550,777,,649,"1,130","9,488","1,000",926,"1,071","1,565",477,913,"1,098",961,"1,477",613,,,,
2021년02월_계_90~99세,"4,255","1,192",129,128,132,0,80,93,113,101,123,110,70,"1,704",138,,84,165,110,46,133,89,42,204,172,89,84,90,,94,164,"1,359",130,108,142,202,92,164,162,141,218,113,,,,
2021년02월_계_100세 이상,215,83,0,8,10,0,5,7,11,13,10,4,8,73,11,,4,3,7,2,7,4,3,7,6,2,4,2,,6,5,59,11,5,1,8,2,9,10,3,10,7,,,,
2021년02월_남_총인구수,"533,604","132,193","17,215","13,848","10,392",0,"4,291","4,560","10,044","12,529","22,400","18,189","6,794","217,511","19,306",,"15,185","8,717","20,910","6,904","16,701","10,649","13,499","19,031","15,772","15,832","13,410","11,430",,"12,207","17,958","183,900","18,314","20,439","18,512","27,371","9,145","24,506","23,453","16,531","25,629","11,931",,,,
2021년02월_남_연령구간인구수,"533,604","132,193","17,215","13,848","10,392",0,"4,291","4,560","10,044","12,529","22,400","18,189","6,794","217,511","19,306",,"15,185","8,717","20,910","6,904","16,701","10,649","13,499","19,031","15,772","15,832","13,410","11,430",,"12,207","17,958","183,900","18,314","20,439","18,512","27,371","9,145","24,506","23,453","16,531","25,629","11,931",,,,
2021년02월_남_0~9세,"51,035","10,730","1,181","1,023",770,0,170,134,667,768,"2,489","1,573",355,"21,592","1,683",,"1,741",954,"2,197",512,"1,564",918,"1,558","1,704","1,391","1,683","1,370","1,547",,"1,023","1,747","18,713","1,418","2,394","1,766","2,502",786,"2,993","2,360","1,726","2,768","1,600",,,,
2021년02월_남_10~19세,"61,966","12,772","1,905","1,243",927,0,288,264,946,"1,137","2,264","2,238",612,"26,006","1,849",,"1,837",630,"1,704",625,"2,241","1,136","1,257","2,484","1,582","2,888","2,428","1,516",,"1,460","2,369","23,188","1,881","2,938","2,728","3,566",825,"2,782","3,110","2,176","3,182",948,,,,
2021년02월_남_20~29세,"71,467","18,673","2,649","1,884","1,224",0,417,517,"1,323","2,311","3,661","2,644","1,035","29,510","2,557",,"1,973","1,306","3,259","1,050","2,071","1,345","3,124","2,244","2,102","1,784","1,651","1,094",,"1,768","2,182","23,284","2,797","2,431","2,094","3,888","1,422","2,786","3,068","1,946","2,852","1,008",,,,
2021년02월_남_30~39세,"71,184","18,030","2,155","1,606","1,300",0,423,445,"1,383","1,757","3,772","2,297",813,"28,755","3,215",,"2,291","1,635","3,897","1,025","1,884","1,380","2,289","2,003","1,975","1,484","1,002","1,432",,"1,361","1,882","24,399","3,281","2,919","1,824","3,240","1,643","3,673","3,170","1,989","2,660","2,079",,,,
2021년02월_남_40~49세,"98,769","22,944","3,115","2,409","1,804",0,599,615,"1,718","2,039","3,942","3,396","1,008","41,021","3,327",,"2,951","1,388","3,637","1,236","3,251","1,923","2,300","3,740","2,620","3,733","2,895","2,415",,"2,130","3,475","34,804","2,957","4,364","3,680","5,163","1,496","4,745","4,447","3,127","4,825","2,299",,,,
2021년02월_남_50~59세,"84,613","22,421","3,132","2,544","1,942",0,847,881,"1,774","2,093","3,154","3,205","1,308","33,944","3,154",,"2,448","1,327","3,300","1,232","2,654","1,731","1,559","2,879","2,483","2,473","2,327","1,387",,"2,217","2,773","28,248","2,748","3,095","3,007","4,347","1,408","3,579","3,569","2,557","3,938","1,541",,,,
2021년02월_남_60~69세,"51,585","16,135","1,891","1,889","1,470",0,875,999,"1,418","1,495","1,915","1,707","1,044","19,513","1,978",,"1,235",822,"1,745",630,"1,600","1,260",913,"1,929","1,739",925,938,863,,"1,303","1,633","15,937","1,732","1,196","1,600","2,469",860,"2,277","1,911","1,388","2,504","1,432",,,,
2021년02월_남_70~79세,"29,982","7,463",837,899,678,0,482,451,579,646,867,800,456,"11,863","1,038",,547,372,879,397,"1,013",690,366,"1,390","1,268",592,544,770,,682,"1,315","10,656","1,042",689,"1,256","1,463",478,"1,234","1,269","1,134","2,091",768,,,,
2021년02월_남_80~89세,"11,821","2,744",324,327,254,0,173,231,206,254,304,301,142,"4,806",457,,147,223,267,184,376,252,124,614,550,240,232,369,,242,529,"4,271",418,377,516,669,199,394,508,445,745,228,,,,
2021년02월_남_90~99세,"1,140",266,26,22,22,0,17,22,29,24,29,28,20,483,45,,14,59,24,12,45,13,8,43,60,30,21,35,,21,53,391,38,34,41,64,28,42,40,43,61,27,,,,
2021년02월_남_100세 이상,42,15,0,2,1,0,0,1,1,5,3,0,1,18,3,,1,1,1,1,2,1,1,1,2,0,2,2,,0,0,9,2,2,0,0,0,1,1,0,3,1,,,,
2021년02월_여_총인구수,"542,314","125,872","16,100","12,650","9,951",0,"3,956","3,870","8,887","12,207","22,296","17,867","6,338","223,138","19,456",,"15,431","8,859","21,053","6,448","17,000","10,850","12,762","20,330","16,507","17,132","13,893","12,066",,"12,732","18,619","193,304","18,451","21,179","19,620","29,339","9,336","25,175","25,098","17,450","27,656","11,750",,,,
2021년02월_여_연령구간인구수,"542,314","125,872","16,100","12,650","9,951",0,"3,956","3,870","8,887","12,207","22,296","17,867","6,338","223,138","19,456",,"15,431","8,859","21,053","6,448","17,000","10,850","12,762","20,330","16,507","17,132","13,893","12,066",,"12,732","18,619","193,304","18,451","21,179","19,620","29,339","9,336","25,175","25,098","17,450","27,656","11,750",,,,
2021년02월_여_0~9세,"48,763","10,275","1,127",930,783,0,169,104,611,763,"2,332","1,548",324,"20,499","1,671",,"1,700",905,"2,090",427,"1,450",900,"1,582","1,596","1,262","1,725","1,271","1,414",,919,"1,587","17,989","1,322","2,291","1,739","2,450",709,"2,748","2,437","1,618","2,675","1,584",,,,
2021년02월_여_10~19세,"58,909","11,863","1,725","1,165",855,0,242,212,822,"1,081","2,174","2,110",509,"24,687","1,739",,"1,706",623,"1,654",635,"2,106","1,053","1,247","2,332","1,491","2,830","2,271","1,447",,"1,344","2,209","22,359","1,783","2,776","2,577","3,486",778,"2,594","3,032","2,054","3,279",968,,,,
2021년02월_여_20~29세,"66,433","15,780","2,105","1,511",929,0,320,331,"1,026","2,098","3,505","2,237",823,"27,446","2,565",,"1,847","1,156","3,411",930,"1,986","1,182","2,155","2,089","1,989","1,775","1,549","1,123",,"1,650","2,039","23,207","2,612","2,520","1,984","3,966","1,355","2,769","3,238","1,943","2,820",895,,,,
2021년02월_여_30~39세,"73,057","15,909","1,786","1,458","1,067",0,312,290,"1,028","1,413","3,592","2,222",628,"30,014","2,959",,"2,358","1,584","3,870",832,"1,989","1,376","2,279","2,150","2,063","1,867","1,349","1,676",,"1,464","2,198","27,134","2,956","3,307","2,205","3,678","1,596","4,198","3,537","2,237","3,420","2,113",,,,
2021년02월_여_40~49세,"101,227","20,677","2,849","2,080","1,525",0,495,395,"1,407","1,853","3,825","3,388",954,"42,675","3,306",,"3,027","1,375","3,456","1,157","3,269","1,896","2,177","4,007","2,790","4,148","3,393","2,482",,"2,305","3,887","37,875","3,098","4,609","4,275","5,628","1,544","4,897","4,900","3,427","5,497","1,906",,,,
2021년02월_여_50~59세,"81,781","21,028","2,824","2,162","1,779",0,750,703,"1,611","2,106","3,281","2,980","1,293","33,289","3,051",,"2,391","1,451","3,242","1,040","2,591","1,809","1,645","3,022","2,620","2,238","1,979","1,341",,"2,258","2,611","27,464","2,711","2,722","2,786","4,432","1,485","3,484","3,492","2,544","3,808","1,539",,,,
2021년02월_여_60~69세,"56,369","15,898","1,876","1,768","1,541",0,821,842,"1,269","1,550","1,976","1,740",995,"22,183","2,074",,"1,391",886,"1,842",653,"1,808","1,448",953,"2,410","1,997","1,201","1,046","1,176",,"1,431","1,867","18,288","1,985","1,279","1,860","2,780",957,"2,461","2,219","1,678","3,069","1,520",,,,
2021년02월_여_70~79세,"35,953","8,677","1,104",976,845,0,469,495,619,817,"1,036","1,045",523,"14,523","1,364",,628,390,992,504,"1,184",770,466,"1,814","1,531",905,652,944,,875,"1,504","12,753","1,301","1,049","1,537","1,877",568,"1,375","1,522","1,332","2,192",748,,,,
2021년02월_여_80~89세,"16,534","4,771",601,488,508,0,310,421,400,441,474,511,232,"6,546",626,,310,381,404,235,524,337,222,743,648,382,318,408,,407,601,"5,217",582,549,555,896,278,519,590,516,732,385,,,,
2021년02월_여_90~99세,"3,115",926,103,106,110,0,63,71,84,77,94,82,50,"1,221",93,,70,106,86,34,88,76,34,161,112,59,63,55,,73,111,968,92,74,101,138,64,122,122,98,157,86,,,,
2021년02월_여_100세 이상,173,68,0,6,9,0,5,6,10,8,7,4,7,55,8,,3,2,6,1,5,3,2,6,4,2,2,0,,6,5,50,9,3,1,8,2,8,9,3,7,6,,,,
2021년03월_계_총인구수,"1,075,421","258,130","33,330","26,592","20,316",,"8,208","8,410","18,921","24,769","44,677","36,152","13,050","440,164","38,625",,"30,590","17,580","41,945","13,295","33,640","21,572","26,262","39,284","32,261","32,966","27,294","23,456",,"24,921","36,473","377,127","36,647","41,467","38,045","56,661","18,432","49,575","48,529","33,811","53,960","23,705",,,,
2021년03월_계_연령구간인구수,"1,075,421","258,130","33,330","26,592","20,316",,"8,208","8,410","18,921","24,769","44,677","36,152","13,050","440,164","38,625",,"30,590","17,580","41,945","13,295","33,640","21,572","26,262","39,284","32,261","32,966","27,294","23,456",,"24,921","36,473","377,127","36,647","41,467","38,045","56,661","18,432","49,575","48,529","33,811","53,960","23,705",,,,
2021년03월_계_0~9세,"99,274","20,967","2,305","1,947","1,551",,342,238,"1,265","1,539","4,801","3,108",667,"41,852","3,332",,"3,420","1,861","4,283",926,"2,971","1,819","3,137","3,276","2,630","3,380","2,619","2,944",,"1,934","3,320","36,455","2,717","4,629","3,472","4,907","1,474","5,688","4,749","3,311","5,508","3,204",,,,
2021년03월_계_10~19세,"120,661","24,645","3,624","2,396","1,784",,511,498,"1,748","2,238","4,439","4,333","1,124","50,505","3,577",,"3,535","1,245","3,340","1,255","4,345","2,177","2,509","4,785","3,069","5,689","4,665","2,960",,"2,798","4,556","45,511","3,637","5,711","5,281","7,035","1,584","5,386","6,137","4,204","6,536","1,950",,,,
2021년03월_계_20~29세,"138,150","34,491","4,756","3,426","2,136",,733,849,"2,345","4,416","7,179","4,927","1,839","57,075","5,102",,"3,843","2,463","6,697","1,977","4,041","2,553","5,277","4,339","4,083","3,596","3,235","2,224",,"3,436","4,209","46,584","5,408","4,959","4,072","7,885","2,788","5,546","6,298","3,873","5,755","1,885",,,,
2021년03월_계_30~39세,"143,848","33,928","3,937","3,087","2,370",,724,741,"2,417","3,180","7,353","4,509","1,420","58,493","6,150",,"4,601","3,221","7,732","1,858","3,862","2,763","4,545","4,131","4,041","3,332","2,340","3,073",,"2,791","4,053","51,427","6,228","6,165","4,038","6,874","3,227","7,821","6,739","4,181","6,154","4,190",,,,
2021년03월_계_40~49세,"199,206","43,478","5,955","4,496","3,315",,"1,068",992,"3,100","3,870","7,741","6,783","1,952","83,226","6,567",,"5,964","2,749","7,053","2,368","6,464","3,827","4,482","7,683","5,372","7,842","6,233","4,899",,"4,381","7,342","72,502","6,029","8,927","7,901","10,741","3,032","9,605","9,317","6,494","10,456","4,206",,,,
2021년03월_계_50~59세,"166,732","43,434","5,974","4,716","3,703",,"1,603","1,564","3,396","4,190","6,434","6,205","2,578","67,400","6,217",,"4,866","2,777","6,550","2,260","5,280","3,540","3,209","5,916","5,112","4,756","4,348","2,704",,"4,485","5,380","55,898","5,437","5,808","5,769","8,808","2,891","7,090","7,079","5,107","7,909","3,071",,,,
2021년03월_계_60~69세,"108,765","32,352","3,806","3,712","3,045",,"1,712","1,853","2,723","3,076","3,926","3,489","2,042","42,010","4,052",,"2,647","1,734","3,643","1,309","3,405","2,737","1,889","4,350","3,762","2,156","2,015","2,053",,"2,760","3,498","34,403","3,727","2,485","3,492","5,295","1,818","4,761","4,148","3,076","5,601","2,968",,,,
2021년03월_계_70~79세,"65,843","16,084","1,927","1,851","1,519",,949,940,"1,192","1,456","1,894","1,867",980,"26,396","2,399",,"1,170",759,"1,868",883,"2,213","1,459",834,"3,195","2,808","1,502","1,205","1,720",,"1,574","2,807","23,363","2,327","1,743","2,786","3,334","1,044","2,587","2,785","2,445","4,312","1,509",,,,
2021년03월_계_80~89세,"28,543","7,522",920,830,756,,484,644,612,696,777,814,377,"11,449","1,091",,454,604,659,416,917,604,338,"1,396","1,206",623,555,788,,661,"1,137","9,572",997,930,"1,086","1,572",483,923,"1,108",974,"1,499",612,,,,
2021년03월_계_90~99세,"4,249","1,185",125,129,131,,81,89,114,101,128,112,68,"1,693",130,,86,164,113,43,134,89,41,206,171,87,78,89,,96,166,"1,371",132,109,147,203,89,163,162,144,222,107,,,,
2021년03월_계_100세 이상,150,44,1,2,6,,1,2,9,7,5,5,3,65,8,,4,3,7,0,8,4,1,7,7,3,1,2,,5,5,41,8,1,1,7,2,5,7,2,8,3,,,,
2021년03월_남_총인구수,"533,356","132,245","17,214","13,903","10,389",,"4,276","4,549","10,050","12,531","22,384","18,235","6,768","217,273","19,229",,"15,202","8,716","20,899","6,882","16,670","10,701","13,479","19,006","15,741","15,836","13,412","11,391",,"12,183","17,926","183,838","18,283","20,361","18,460","27,350","9,124","24,424","23,406","16,454","25,976","11,946",,,,
2021년03월_남_연령구간인구수,"533,356","132,245","17,214","13,903","10,389",,"4,276","4,549","10,050","12,531","22,384","18,235","6,768","217,273","19,229",,"15,202","8,716","20,899","6,882","16,670","10,701","13,479","19,006","15,741","15,836","13,412","11,391",,"12,183","17,926","183,838","18,283","20,361","18,460","27,350","9,124","24,424","23,406","16,454","25,976","11,946",,,,
2021년03월_남_0~9세,"50,761","10,697","1,178","1,021",760,,172,136,664,771,"2,473","1,571",347,"21,492","1,672",,"1,737",950,"2,199",507,"1,546",927,"1,548","1,694","1,376","1,663","1,364","1,538",,"1,020","1,751","18,572","1,410","2,356","1,742","2,480",775,"2,964","2,335","1,707","2,803","1,604",,,,
2021년03월_남_10~19세,"61,825","12,755","1,897","1,234",933,,272,263,935,"1,134","2,257","2,241",615,"25,927","1,849",,"1,839",630,"1,704",620,"2,240","1,132","1,264","2,464","1,582","2,863","2,409","1,513",,"1,456","2,362","23,143","1,865","2,934","2,708","3,558",814,"2,771","3,096","2,173","3,224",974,,,,
2021년03월_남_20~29세,"71,627","18,709","2,655","1,912","1,212",,412,515,"1,322","2,323","3,670","2,659","1,027","29,559","2,538",,"1,985","1,311","3,260","1,055","2,061","1,357","3,111","2,260","2,090","1,812","1,674","1,096",,"1,770","2,179","23,359","2,796","2,439","2,104","3,899","1,432","2,779","3,056","1,946","2,908","1,002",,,,
2021년03월_남_30~39세,"71,049","18,039","2,143","1,615","1,312",,423,448,"1,386","1,756","3,774","2,301",804,"28,640","3,207",,"2,275","1,634","3,885","1,023","1,886","1,385","2,275","1,994","1,967","1,488","1,001","1,408",,"1,336","1,876","24,370","3,291","2,906","1,836","3,231","1,631","3,642","3,183","1,966","2,684","2,077",,,,
2021년03월_남_40~49세,"98,334","22,894","3,104","2,423","1,802",,589,608,"1,705","2,027","3,936","3,400","1,009","40,740","3,289",,"2,950","1,382","3,613","1,227","3,207","1,930","2,307","3,712","2,594","3,706","2,858","2,408",,"2,101","3,456","34,700","2,948","4,341","3,654","5,129","1,491","4,728","4,437","3,091","4,881","2,291",,,,
2021년03월_남_50~59세,"84,780","22,405","3,146","2,543","1,937",,850,874,"1,776","2,089","3,144","3,203","1,301","34,041","3,148",,"2,461","1,327","3,304","1,220","2,671","1,732","1,559","2,899","2,486","2,509","2,353","1,381",,"2,218","2,773","28,334","2,743","3,077","2,987","4,359","1,415","3,591","3,571","2,556","4,035","1,542",,,,
2021년03월_남_60~69세,"52,022","16,303","1,908","1,915","1,482",,883,"1,004","1,444","1,511","1,935","1,731","1,048","19,687","1,991",,"1,251",830,"1,771",649,"1,605","1,277",925,"1,914","1,763",935,947,868,,"1,318","1,643","16,032","1,734","1,207","1,614","2,498",855,"2,289","1,918","1,398","2,519","1,442",,,,
2021년03월_남_70~79세,"29,899","7,436",837,888,678,,485,453,576,641,862,798,456,"11,843","1,035",,539,371,875,387,"1,018",688,363,"1,388","1,266",593,553,770,,693,"1,304","10,620","1,040",688,"1,250","1,456",483,"1,217","1,261","1,121","2,104",762,,,,
2021년03월_남_80~89세,"11,900","2,738",323,328,249,,173,227,211,255,302,303,141,"4,855",459,,149,221,263,184,389,259,120,635,555,237,231,373,,248,532,"4,307",415,379,523,675,199,402,511,450,753,226,,,,
2021년03월_남_90~99세,"1,133",260,23,24,23,,17,21,30,21,29,28,19,476,40,,15,59,24,10,45,13,7,45,60,30,21,34,,23,50,397,40,34,42,65,29,41,37,46,63,25,,,,
2021년03월_남_100세 이상,26,9,0,0,1,,0,0,1,3,2,0,1,13,1,,1,1,1,0,2,1,0,1,2,0,1,2,,0,0,4,1,0,0,0,0,0,1,0,2,1,,,,
2021년03월_여_총인구수,"542,065","125,885","16,116","12,689","9,927",,"3,932","3,861","8,871","12,238","22,293","17,917","6,282","222,891","19,396",,"15,388","8,864","21,046","6,413","16,970","10,871","12,783","20,278","16,520","17,130","13,882","12,065",,"12,738","18,547","193,289","18,364","21,106","19,585","29,311","9,308","25,151","25,123","17,357","27,984","11,759",,,,
2021년03월_여_연령구간인구수,"542,065","125,885","16,116","12,689","9,927",,"3,932","3,861","8,871","12,238","22,293","17,917","6,282","222,891","19,396",,"15,388","8,864","21,046","6,413","16,970","10,871","12,783","20,278","16,520","17,130","13,882","12,065",,"12,738","18,547","193,289","18,364","21,106","19,585","29,311","9,308","25,151","25,123","17,357","27,984","11,759",,,,
2021년03월_여_0~9세,"48,513","10,270","1,127",926,791,,170,102,601,768,"2,328","1,537",320,"20,360","1,660",,"1,683",911,"2,084",419,"1,425",892,"1,589","1,582","1,254","1,717","1,255","1,406",,914,"1,569","17,883","1,307","2,273","1,730","2,427",699,"2,724","2,414","1,604","2,705","1,600",,,,
2021년03월_여_10~19세,"58,836","11,890","1,727","1,162",851,,239,235,813,"1,104","2,182","2,092",509,"24,578","1,728",,"1,696",615,"1,636",635,"2,105","1,045","1,245","2,321","1,487","2,826","2,256","1,447",,"1,342","2,194","22,368","1,772","2,777","2,573","3,477",770,"2,615","3,041","2,031","3,312",976,,,,
2021년03월_여_20~29세,"66,523","15,782","2,101","1,514",924,,321,334,"1,023","2,093","3,509","2,268",812,"27,516","2,564",,"1,858","1,152","3,437",922,"1,980","1,196","2,166","2,079","1,993","1,784","1,561","1,128",,"1,666","2,030","23,225","2,612","2,520","1,968","3,986","1,356","2,767","3,242","1,927","2,847",883,,,,
2021년03월_여_30~39세,"72,799","15,889","1,794","1,472","1,058",,301,293,"1,031","1,424","3,579","2,208",616,"29,853","2,943",,"2,326","1,587","3,847",835,"1,976","1,378","2,270","2,137","2,074","1,844","1,339","1,665",,"1,455","2,177","27,057","2,937","3,259","2,202","3,643","1,596","4,179","3,556","2,215","3,470","2,113",,,,
2021년03월_여_40~49세,"100,872","20,584","2,851","2,073","1,513",,479,384,"1,395","1,843","3,805","3,383",943,"42,486","3,278",,"3,014","1,367","3,440","1,141","3,257","1,897","2,175","3,971","2,778","4,136","3,375","2,491",,"2,280","3,886","37,802","3,081","4,586","4,247","5,612","1,541","4,877","4,880","3,403","5,575","1,915",,,,
