카테고리,울산광역시 울주군,울산광역시 울주군 온산읍,울산광역시 울주군 언양읍,울산광역시 울주군 온양읍,울산광역시 울주군 범서읍,울산광역시 울주군 청량읍,울산광역시 울주군 서생면,울산광역시 울주군 웅촌면,울산광역시 울주군 두동면,울산광역시 울주군 두서면,울산광역시 울주군 상북면,울산광역시 울주군 삼남면,울산광역시 울주군 삼동면,울산광역시 울주군 삼남읍
2021년03월_여_80~89세,"4,443",316,600,483,760,342,249,327,213,240,361,,114,438
2021년03월_여_90~99세,820,59,107,81,116,74,45,53,48,49,68,,21,99
2021년03월_여_100세 이상,20,3,7,1,1,1,0,1,2,0,2,,1,1
2021년04월_계_총인구수,"221,669","20,283","28,271","28,612","70,185","19,285","8,298","7,688","4,162","3,114","7,939",,"1,793","22,039"
2021년04월_계_연령구간인구수,"221,669","20,283","28,271","28,612","70,185","19,285","8,298","7,688","4,162","3,114","7,939",,"1,793","22,039"
2021년04월_계_0~9세,"17,299","1,476","2,364","2,539","6,466","1,741",456,288,128,46,257,,42,"1,496"
2021년04월_계_10~19세,"22,175","1,631","2,756","3,243","9,833","1,547",506,374,189,111,406,,65,"1,514"
2021년04월_계_20~29세,"26,284","2,508","3,424","3,288","9,205","2,258",738,817,288,169,714,,110,"2,765"
2021년04월_계_30~39세,"25,362","2,772","3,184","3,467","7,527","2,842",841,636,278,206,538,,109,"2,962"
2021년04월_계_40~49세,"36,706","3,685","4,512","5,292","13,502","2,920","1,162",756,412,238,898,,144,"3,185"
2021년04월_계_50~59세,"41,799","3,981","5,221","5,207","12,915","3,495","1,577","1,637",878,537,"1,685",,359,"4,307"
2021년04월_계_60~69세,"30,570","2,578","4,016","3,331","6,883","2,727","1,652","1,703","1,081",844,"1,851",,480,"3,424"
2021년04월_계_70~79세,"13,898","1,123","1,782","1,451","2,610","1,160",903,920,543,549,980,,280,"1,597"
2021년04월_계_80~89세,"6,551",460,874,694,"1,098",508,409,481,308,354,523,,178,664
2021년04월_계_90~99세,"1,002",64,130,99,145,86,54,75,55,60,85,,25,124
2021년04월_계_100세 이상,23,5,8,1,1,1,0,1,2,0,2,,1,1
2021년04월_남_총인구수,"114,503","11,638","14,144","14,901","35,336","9,975","4,489","3,991","2,160","1,554","4,036",,941,"11,338"
2021년04월_남_연령구간인구수,"114,503","11,638","14,144","14,901","35,336","9,975","4,489","3,991","2,160","1,554","4,036",,941,"11,338"
2021년04월_남_0~9세,"8,883",777,"1,169","1,304","3,319",884,245,148,66,23,139,,19,790
2021년04월_남_10~19세,"11,533",867,"1,406","1,659","5,145",775,273,213,101,54,221,,34,785
2021년04월_남_20~29세,"14,978","1,570","1,926","1,832","5,117","1,234",456,489,167,96,424,,66,"1,601"
2021년04월_남_30~39세,"13,540","1,741","1,652","1,839","3,661","1,565",452,347,164,123,313,,65,"1,618"
2021년04월_남_40~49세,"18,755","2,258","2,218","2,756","6,272","1,505",727,427,237,138,464,,91,"1,662"
2021년04월_남_50~59세,"22,116","2,381","2,627","2,839","6,647","1,851",917,856,476,297,854,,206,"2,165"
2021년04월_남_60~69세,"15,838","1,375","2,009","1,764","3,577","1,434",839,906,577,442,947,,255,"1,713"
2021년04월_남_70~79세,"6,575",519,844,676,"1,230",545,414,433,270,254,496,,137,757
2021년04월_남_80~89세,"2,101",143,268,212,342,167,157,152,94,117,160,,65,224
2021년04월_남_90~99세,182,5,25,20,26,15,9,20,8,10,18,,3,23
2021년04월_남_100세 이상,2,2,0,0,0,0,0,0,0,0,0,,0,0
2021년04월_여_총인구수,"107,166","8,645","14,127","13,711","34,849","9,310","3,809","3,697","2,002","1,560","3,903",,852,"10,701"
2021년04월_여_연령구간인구수,"107,166","8,645","14,127","13,711","34,849","9,310","3,809","3,697","2,002","1,560","3,903",,852,"10,701"
2021년04월_여_0~9세,"8,416",699,"1,195","1,235","3,147",857,211,140,62,23,118,,23,706
2021년04월_여_10~19세,"10,642",764,"1,350","1,584","4,688",772,233,161,88,57,185,,31,729
2021년04월_여_20~29세,"11,306",938,"1,498","1,456","4,088","1,024",282,328,121,73,290,,44,"1,164"
2021년04월_여_30~39세,"11,822","1,031","1,532","1,628","3,866","1,277",389,289,114,83,225,,44,"1,344"
2021년04월_여_40~49세,"17,951","1,427","2,294","2,536","7,230","1,415",435,329,175,100,434,,53,"1,523"
2021년04월_여_50~59세,"19,683","1,600","2,594","2,368","6,268","1,644",660,781,402,240,831,,153,"2,142"
2021년04월_여_60~69세,"14,732","1,203","2,007","1,567","3,306","1,293",813,797,504,402,904,,225,"1,711"
2021년04월_여_70~79세,"7,323",604,938,775,"1,380",615,489,487,273,295,484,,143,840
2021년04월_여_80~89세,"4,450",317,606,482,756,341,252,329,214,237,363,,113,440
2021년04월_여_90~99세,820,59,105,79,119,71,45,55,47,50,67,,22,101
2021년04월_여_100세 이상,21,3,8,1,1,1,0,1,2,0,2,,1,1
2021년05월_계_총인구수,"221,629","20,266","28,313","28,599","70,056","19,247","8,340","7,692","4,175","3,116","7,933",,"1,784","22,108"
2021년05월_계_연령구간인구수,"221,629","20,266","28,313","28,599","70,056","19,247","8,340","7,692","4,175","3,116","7,933",,"1,784","22,108"
2021년05월_계_0~9세,"17,212","1,453","2,358","2,526","6,417","1,734",470,286,131,45,257,,39,"1,496"
2021년05월_계_10~19세,"22,145","1,630","2,760","3,242","9,809","1,544",501,377,186,115,406,,66,"1,509"
2021년05월_계_20~29세,"26,194","2,485","3,421","3,278","9,182","2,229",744,807,288,167,704,,105,"2,784"
2021년05월_계_30~39세,"25,300","2,766","3,189","3,446","7,453","2,845",854,636,281,201,544,,113,"2,972"
2021년05월_계_40~49세,"36,584","3,676","4,513","5,272","13,426","2,910","1,165",753,416,241,890,,140,"3,182"
2021년05월_계_50~59세,"41,846","3,981","5,213","5,224","12,973","3,481","1,578","1,634",877,533,"1,685",,361,"4,306"
2021년05월_계_60~69세,"30,805","2,609","4,049","3,357","6,917","2,744","1,664","1,712","1,088",853,"1,859",,478,"3,475"
2021년05월_계_70~79세,"13,919","1,125","1,793","1,455","2,622","1,160",900,921,543,543,983,,282,"1,592"
2021년05월_계_80~89세,"6,593",471,876,697,"1,112",511,411,487,309,360,519,,175,665
2021년05월_계_90~99세,"1,008",65,133,101,144,88,53,78,54,58,84,,24,126
2021년05월_계_100세 이상,23,5,8,1,1,1,0,1,2,0,2,,1,1
2021년05월_남_총인구수,"114,508","11,631","14,159","14,890","35,282","9,952","4,509","3,994","2,169","1,559","4,041",,939,"11,383"
2021년05월_남_연령구간인구수,"114,508","11,631","14,159","14,890","35,282","9,952","4,509","3,994","2,169","1,559","4,041",,939,"11,383"
2021년05월_남_0~9세,"8,856",767,"1,169","1,303","3,296",881,252,145,65,23,140,,19,796
2021년05월_남_10~19세,"11,517",865,"1,404","1,656","5,141",773,269,215,99,57,222,,34,782
2021년05월_남_20~29세,"14,936","1,558","1,921","1,817","5,115","1,222",459,488,168,96,419,,62,"1,611"
2021년05월_남_30~39세,"13,502","1,746","1,651","1,826","3,618","1,557",460,351,162,119,317,,70,"1,625"
2021년05월_남_40~49세,"18,703","2,249","2,221","2,752","6,235","1,502",727,423,241,143,466,,89,"1,655"
2021년05월_남_50~59세,"22,125","2,378","2,619","2,848","6,674","1,843",921,855,477,294,846,,206,"2,164"
2021년05월_남_60~69세,"15,973","1,393","2,032","1,779","3,592","1,442",843,908,584,447,956,,253,"1,744"
2021년05월_남_70~79세,"6,579",519,844,676,"1,233",548,414,434,270,252,497,,138,754
2021년05월_남_80~89세,"2,134",149,272,214,353,169,155,155,95,118,161,,65,228
2021년05월_남_90~99세,181,5,26,19,25,15,9,20,8,10,17,,3,24
2021년05월_남_100세 이상,2,2,0,0,0,0,0,0,0,0,0,,0,0
2021년05월_여_총인구수,"107,121","8,635","14,154","13,709","34,774","9,295","3,831","3,698","2,006","1,557","3,892",,845,"10,725"
2021년05월_여_연령구간인구수,"107,121","8,635","14,154","13,709","34,774","9,295","3,831","3,698","2,006","1,557","3,892",,845,"10,725"
2021년05월_여_0~9세,"8,356",686,"1,189","1,223","3,121",853,218,141,66,22,117,,20,700
2021년05월_여_10~19세,"10,628",765,"1,356","1,586","4,668",771,232,162,87,58,184,,32,727
2021년05월_여_20~29세,"11,258",927,"1,500","1,461","4,067","1,007",285,319,120,71,285,,43,"1,173"
2021년05월_여_30~39세,"11,798","1,020","1,538","1,620","3,835","1,288",394,285,119,82,227,,43,"1,347"
2021년05월_여_40~49세,"17,881","1,427","2,292","2,520","7,191","1,408",438,330,175,98,424,,51,"1,527"
2021년05월_여_50~59세,"19,721","1,603","2,594","2,376","6,299","1,638",657,779,400,239,839,,155,"2,142"
2021년05월_여_60~69세,"14,832","1,216","2,017","1,578","3,325","1,302",821,804,504,406,903,,225,"1,731"
2021년05월_여_70~79세,"7,340",606,949,779,"1,389",612,486,487,273,291,486,,144,838
2021년05월_여_80~89세,"4,459",322,604,483,759,342,256,332,214,242,358,,110,437
2021년05월_여_90~99세,827,60,107,82,119,73,44,58,46,48,67,,21,102
2021년05월_여_100세 이상,21,3,8,1,1,1,0,1,2,0,2,,1,1
2021년06월_계_총인구수,"221,614","20,268","28,298","28,604","70,033","19,187","8,362","7,687","4,178","3,119","7,941",,"1,778","22,159"
2021년06월_계_연령구간인구수,"221,614","20,268","28,298","28,604","70,033","19,187","8,362","7,687","4,178","3,119","7,941",,"1,778","22,159"
2021년06월_계_0~9세,"17,126","1,460","2,364","2,513","6,361","1,723",473,290,130,46,255,,38,"1,473"
2021년06월_계_10~19세,"22,114","1,624","2,740","3,243","9,793","1,542",500,371,188,116,408,,65,"1,524"
2021년06월_계_20~29세,"26,204","2,486","3,408","3,274","9,208","2,199",755,808,289,164,697,,102,"2,814"
2021년06월_계_30~39세,"25,186","2,750","3,186","3,422","7,435","2,824",858,627,282,202,540,,111,"2,949"
2021년06월_계_40~49세,"36,526","3,670","4,495","5,279","13,381","2,902","1,168",755,411,239,885,,139,"3,202"
2021년06월_계_50~59세,"41,864","3,982","5,208","5,225","13,010","3,486","1,571","1,630",873,539,"1,682",,359,"4,299"
2021년06월_계_60~69세,"31,007","2,631","4,081","3,389","6,957","2,738","1,667","1,728","1,093",857,"1,881",,481,"3,504"
2021년06월_계_70~79세,"13,937","1,118","1,796","1,464","2,626","1,170",901,915,544,536,987,,284,"1,596"
2021년06월_계_80~89세,"6,624",481,876,692,"1,119",514,415,488,312,362,520,,174,671
2021년06월_계_90~99세,"1,004",61,136,102,142,88,54,74,55,58,84,,24,126
2021년06월_계_100세 이상,22,5,8,1,1,1,0,1,1,0,2,,1,1
2021년06월_남_총인구수,"114,522","11,635","14,163","14,899","35,259","9,920","4,509","3,992","2,172","1,559","4,046",,939,"11,429"
2021년06월_남_연령구간인구수,"114,522","11,635","14,163","14,899","35,259","9,920","4,509","3,992","2,172","1,559","4,046",,939,"11,429"
2021년06월_남_0~9세,"8,821",772,"1,171","1,298","3,268",878,253,148,65,23,140,,18,787
2021년06월_남_10~19세,"11,476",863,"1,392","1,654","5,118",766,268,211,99,58,223,,34,790
2021년06월_남_20~29세,"14,988","1,558","1,921","1,833","5,139","1,213",460,487,166,95,413,,62,"1,641"
2021년06월_남_30~39세,"13,434","1,737","1,655","1,810","3,602","1,545",461,348,165,117,315,,70,"1,609"
2021년06월_남_40~49세,"18,688","2,248","2,219","2,760","6,209","1,492",729,425,240,142,465,,88,"1,671"
2021년06월_남_50~59세,"22,110","2,377","2,621","2,837","6,680","1,845",915,855,474,293,845,,205,"2,163"
2021년06월_남_60~69세,"16,072","1,407","2,037","1,794","3,623","1,438",842,911,589,452,967,,255,"1,757"
2021년06월_남_70~79세,"6,597",516,844,682,"1,235",556,417,431,271,249,497,,141,758
2021년06월_남_80~89세,"2,149",150,275,213,360,171,155,156,95,119,164,,63,228
2021년06월_남_90~99세,185,5,28,18,25,16,9,20,8,11,17,,3,25
2021년06월_남_100세 이상,2,2,0,0,0,0,0,0,0,0,0,,0,0
2021년06월_여_총인구수,"107,092","8,633","14,135","13,705","34,774","9,267","3,853","3,695","2,006","1,560","3,895",,839,"10,730"
2021년06월_여_연령구간인구수,"107,092","8,633","14,135","13,705","34,774","9,267","3,853","3,695","2,006","1,560","3,895",,839,"10,730"
2021년06월_여_0~9세,"8,305",688,"1,193","1,215","3,093",845,220,142,65,23,115,,20,686
2021년06월_여_10~19세,"10,638",761,"1,348","1,589","4,675",776,232,160,89,58,185,,31,734
2021년06월_여_20~29세,"11,216",928,"1,487","1,441","4,069",986,295,321,123,69,284,,40,"1,173"
2021년06월_여_30~39세,"11,752","1,013","1,531","1,612","3,833","1,279",397,279,117,85,225,,41,"1,340"
2021년06월_여_40~49세,"17,838","1,422","2,276","2,519","7,172","1,410",439,330,171,97,420,,51,"1,531"
2021년06월_여_50~59세,"19,754","1,605","2,587","2,388","6,330","1,641",656,775,399,246,837,,154,"2,136"
2021년06월_여_60~69세,"14,935","1,224","2,044","1,595","3,334","1,300",825,817,504,405,914,,226,"1,747"
2021년06월_여_70~79세,"7,340",602,952,782,"1,391",614,484,484,273,287,490,,143,838
2021년06월_여_80~89세,"4,475",331,601,479,759,343,260,332,217,243,356,,111,443
2021년06월_여_90~99세,819,56,108,84,117,72,45,54,47,47,67,,21,101
2021년06월_여_100세 이상,20,3,8,1,1,1,0,1,1,0,2,,1,1
2021년07월_계_총인구수,"221,915","20,353","28,267","28,685","70,042","19,156","8,342","7,698","4,205","3,111","7,956",,"1,786","22,314"
2021년07월_계_연령구간인구수,"221,915","20,353","28,267","28,685","70,042","19,156","8,342","7,698","4,205","3,111","7,956",,"1,786","22,314"
2021년07월_계_0~9세,"17,009","1,437","2,339","2,504","6,314","1,695",469,291,129,45,256,,37,"1,493"
2021년07월_계_10~19세,"22,077","1,631","2,733","3,245","9,765","1,543",488,368,188,115,407,,61,"1,533"
2021년07월_계_20~29세,"26,286","2,516","3,388","3,273","9,228","2,199",763,815,294,159,692,,104,"2,855"
2021년07월_계_30~39세,"25,213","2,753","3,190","3,447","7,427","2,813",855,628,277,199,546,,110,"2,968"
2021년07월_계_40~49세,"36,437","3,670","4,492","5,264","13,320","2,889","1,163",755,411,233,879,,139,"3,222"
2021년07월_계_50~59세,"41,917","4,007","5,186","5,242","13,050","3,464","1,556","1,626",882,541,"1,683",,365,"4,315"
2021년07월_계_60~69세,"31,287","2,660","4,117","3,431","7,026","2,766","1,682","1,741","1,099",864,"1,897",,486,"3,518"
2021년07월_계_70~79세,"13,997","1,124","1,802","1,476","2,647","1,176",895,908,550,537,989,,284,"1,609"
2021년07월_계_80~89세,"6,658",487,875,700,"1,120",521,417,491,319,360,522,,173,673
2021년07월_계_90~99세,"1,012",63,139,102,144,89,54,74,54,58,83,,26,126
2021년07월_계_100세 이상,22,5,6,1,1,1,0,1,2,0,2,,1,2
2021년07월_남_총인구수,"114,680","11,682","14,156","14,923","35,266","9,901","4,493","4,003","2,172","1,558","4,056",,946,"11,524"
2021년07월_남_연령구간인구수,"114,680","11,682","14,156","14,923","35,266","9,901","4,493","4,003","2,172","1,558","4,056",,946,"11,524"
2021년07월_남_0~9세,"8,756",760,"1,155","1,294","3,242",866,250,148,64,22,142,,18,795
2021년07월_남_10~19세,"11,471",863,"1,391","1,662","5,104",770,262,208,99,59,223,,33,797
2021년07월_남_20~29세,"15,049","1,579","1,917","1,825","5,152","1,220",464,486,166,93,411,,63,"1,673"
2021년07월_남_30~39세,"13,458","1,742","1,651","1,820","3,608","1,535",457,353,163,116,320,,70,"1,623"
2021년07월_남_40~49세,"18,633","2,246","2,223","2,749","6,179","1,480",727,430,236,138,458,,88,"1,679"
2021년07월_남_50~59세,"22,131","2,399","2,605","2,839","6,691","1,831",912,853,472,295,847,,207,"2,180"
2021년07월_남_60~69세,"16,204","1,411","2,062","1,814","3,658","1,455",841,918,595,455,975,,259,"1,761"
2021년07월_남_70~79세,"6,628",523,848,688,"1,244",556,416,429,274,249,499,,139,763
2021년07월_남_80~89세,"2,161",152,277,214,361,172,156,158,95,120,164,,65,227
2021년07월_남_90~99세,187,5,27,18,27,16,8,20,8,11,17,,4,26
2021년07월_남_100세 이상,2,2,0,0,0,0,0,0,0,0,0,,0,0
2021년07월_여_총인구수,"107,235","8,671","14,111","13,762","34,776","9,255","3,849","3,695","2,033","1,553","3,900",,840,"10,790"
2021년07월_여_연령구간인구수,"107,235","8,671","14,111","13,762","34,776","9,255","3,849","3,695","2,033","1,553","3,900",,840,"10,790"
2021년07월_여_0~9세,"8,253",677,"1,184","1,210","3,072",829,219,143,65,23,114,,19,698
2021년07월_여_10~19세,"10,606",768,"1,342","1,583","4,661",773,226,160,89,56,184,,28,736
2021년07월_여_20~29세,"11,237",937,"1,471","1,448","4,076",979,299,329,128,66,281,,41,"1,182"
2021년07월_여_30~39세,"11,755","1,011","1,539","1,627","3,819","1,278",398,275,114,83,226,,40,"1,345"
2021년07월_여_40~49세,"17,804","1,424","2,269","2,515","7,141","1,409",436,325,175,95,421,,51,"1,543"
2021년07월_여_50~59세,"19,786","1,608","2,581","2,403","6,359","1,633",644,773,410,246,836,,158,"2,135"
2021년07월_여_60~69세,"15,083","1,249","2,055","1,617","3,368","1,311",841,823,504,409,922,,227,"1,757"
2021년07월_여_70~79세,"7,369",601,954,788,"1,403",620,479,479,276,288,490,,145,846
2021년07월_여_80~89세,"4,497",335,598,486,759,349,261,333,224,240,358,,108,446
2021년07월_여_90~99세,825,58,112,84,117,73,46,54,46,47,66,,22,100
2021년07월_여_100세 이상,20,3,6,1,1,1,0,1,2,0,2,,1,2
2021년08월_계_총인구수,"221,955","20,383","28,344","28,699","69,959","19,155","8,346","7,714","4,228","3,096","7,961",,"1,772","22,298"
2021년08월_계_연령구간인구수,"221,955","20,383","28,344","28,699","69,959","19,155","8,346","7,714","4,228","3,096","7,961",,"1,772","22,298"
2021년08월_계_0~9세,"16,919","1,433","2,348","2,489","6,272","1,683",470,287,130,46,256,,36,"1,469"
2021년08월_계_10~19세,"22,051","1,621","2,740","3,240","9,752","1,550",490,365,190,114,403,,60,"1,526"
2021년08월_계_20~29세,"26,168","2,518","3,407","3,274","9,176","2,177",751,818,294,153,678,,98,"2,824"
2021년08월_계_30~39세,"25,162","2,755","3,185","3,444","7,385","2,811",863,635,284,196,534,,107,"2,963"
2021년08월_계_40~49세,"36,334","3,653","4,493","5,256","13,270","2,878","1,164",755,404,229,869,,139,"3,224"
2021년08월_계_50~59세,"42,046","4,027","5,203","5,270","13,076","3,490","1,552","1,615",884,539,"1,698",,361,"4,331"
2021년08월_계_60~69세,"31,530","2,688","4,139","3,444","7,099","2,779","1,692","1,757","1,120",865,"1,918",,486,"3,543"
2021년08월_계_70~79세,"14,027","1,126","1,804","1,478","2,652","1,177",892,913,547,538,996,,285,"1,619"
2021년08월_계_80~89세,"6,674",493,877,702,"1,129",521,417,492,320,359,521,,173,670
2021년08월_계_90~99세,"1,022",64,142,101,147,88,55,76,53,57,86,,26,127
2021년08월_계_100세 이상,22,5,6,1,1,1,0,1,2,0,2,,1,2
2021년08월_남_총인구수,"114,712","11,702","14,188","14,941","35,226","9,897","4,498","4,009","2,189","1,550","4,061",,936,"11,515"
2021년08월_남_연령구간인구수,"114,712","11,702","14,188","14,941","35,226","9,897","4,498","4,009","2,189","1,550","4,061",,936,"11,515"
2021년08월_남_0~9세,"8,714",757,"1,160","1,284","3,229",864,250,147,65,23,143,,17,775
2021년08월_남_10~19세,"11,449",861,"1,388","1,660","5,093",773,261,203,101,59,220,,33,797
2021년08월_남_20~29세,"14,995","1,583","1,935","1,828","5,118","1,203",459,487,168,88,408,,59,"1,659"
2021년08월_남_30~39세,"13,423","1,739","1,646","1,822","3,601","1,533",459,356,164,113,310,,70,"1,610"
2021년08월_남_40~49세,"18,587","2,235","2,224","2,747","6,140","1,476",727,430,233,139,452,,87,"1,697"
2021년08월_남_50~59세,"22,197","2,410","2,612","2,851","6,708","1,843",917,846,478,293,856,,205,"2,178"
2021년08월_남_60~69세,"16,343","1,432","2,071","1,826","3,700","1,458",845,928,603,454,984,,258,"1,784"
2021년08월_남_70~79세,"6,650",525,850,688,"1,241",559,415,434,275,251,506,,140,766
2021년08월_남_80~89세,"2,165",153,276,216,369,172,157,158,94,120,165,,63,222
2021년08월_남_90~99세,187,5,26,19,27,16,8,20,8,10,17,,4,27
2021년08월_남_100세 이상,2,2,0,0,0,0,0,0,0,0,0,,0,0
2021년08월_여_총인구수,"107,243","8,681","14,156","13,758","34,733","9,258","3,848","3,705","2,039","1,546","3,900",,836,"10,783"
2021년08월_여_연령구간인구수,"107,243","8,681","14,156","13,758","34,733","9,258","3,848","3,705","2,039","1,546","3,900",,836,"10,783"
2021년08월_여_0~9세,"8,205",676,"1,188","1,205","3,043",819,220,140,65,23,113,,19,694
2021년08월_여_10~19세,"10,602",760,"1,352","1,580","4,659",777,229,162,89,55,183,,27,729
2021년08월_여_20~29세,"11,173",935,"1,472","1,446","4,058",974,292,331,126,65,270,,39,"1,165"
2021년08월_여_30~39세,"11,739","1,016","1,539","1,622","3,784","1,278",404,279,120,83,224,,37,"1,353"
2021년08월_여_40~49세,"17,747","1,418","2,269","2,509","7,130","1,402",437,325,171,90,417,,52,"1,527"
2021년08월_여_50~59세,"19,849","1,617","2,591","2,419","6,368","1,647",635,769,406,246,842,,156,"2,153"
2021년08월_여_60~69세,"15,187","1,256","2,068","1,618","3,399","1,321",847,829,517,411,934,,228,"1,759"
2021년08월_여_70~79세,"7,377",601,954,790,"1,411",618,477,479,272,287,490,,145,853
2021년08월_여_80~89세,"4,509",340,601,486,760,349,260,334,226,239,356,,110,448
2021년08월_여_90~99세,835,59,116,82,120,72,47,56,45,47,69,,22,100
2021년08월_여_100세 이상,20,3,6,1,1,1,0,1,2,0,2,,1,2
2021년09월_계_총인구수,"221,983","20,372","28,363","28,698","69,911","19,156","8,327","7,724","4,232","3,101","7,955",,"1,768","22,376"
2021년09월_계_연령구간인구수,"221,983","20,372","28,363","28,698","69,911","19,156","8,327","7,724","4,232","3,101","7,955",,"1,768","22,376"
2021년09월_계_0~9세,"16,791","1,416","2,330","2,470","6,225","1,679",465,286,132,47,241,,37,"1,463"
2021년09월_계_10~19세,"22,047","1,625","2,745","3,230","9,755","1,548",488,356,187,114,404,,58,"1,537"
2021년09월_계_20~29세,"26,092","2,503","3,405","3,285","9,139","2,158",751,819,293,154,677,,95,"2,813"
2021년09월_계_30~39세,"25,017","2,739","3,165","3,425","7,332","2,799",844,632,282,195,536,,102,"2,966"
2021년09월_계_40~49세,"36,293","3,665","4,488","5,232","13,233","2,873","1,159",755,403,228,863,,142,"3,252"
2021년09월_계_50~59세,"42,201","4,036","5,237","5,291","13,133","3,505","1,557","1,632",889,534,"1,693",,363,"4,331"
2021년09월_계_60~69세,"31,724","2,697","4,161","3,475","7,150","2,800","1,692","1,761","1,122",874,"1,926",,485,"3,581"
2021년09월_계_70~79세,"14,073","1,132","1,803","1,481","2,653","1,184",901,909,551,540,"1,005",,285,"1,629"
2021년09월_계_80~89세,"6,697",489,877,706,"1,141",523,414,496,318,360,523,,176,674
2021년09월_계_90~99세,"1,026",65,146,102,149,86,56,77,53,55,85,,24,128
2021년09월_계_100세 이상,22,5,6,1,1,1,0,1,2,0,2,,1,2
2021년09월_남_총인구수,"114,725","11,700","14,211","14,940","35,177","9,911","4,492","4,014","2,187","1,550","4,050",,936,"11,557"
2021년09월_남_연령구간인구수,"114,725","11,700","14,211","14,940","35,177","9,911","4,492","4,014","2,187","1,550","4,050",,936,"11,557"
2021년09월_남_0~9세,"8,642",747,"1,153","1,268","3,200",866,251,145,66,26,136,,18,766
2021년09월_남_10~19세,"11,448",862,"1,395","1,650","5,100",775,260,200,99,58,216,,32,801
2021년09월_남_20~29세,"14,937","1,572","1,935","1,832","5,089","1,195",461,487,167,88,405,,59,"1,647"
2021년09월_남_30~39세,"13,369","1,731","1,643","1,814","3,580","1,521",450,353,161,111,314,,67,"1,624"
2021년09월_남_40~49세,"18,578","2,243","2,225","2,732","6,116","1,482",719,435,236,136,449,,90,"1,715"
2021년09월_남_50~59세,"22,265","2,424","2,618","2,873","6,723","1,856",923,852,477,291,850,,204,"2,174"
2021년09월_남_60~69세,"16,437","1,431","2,086","1,843","3,726","1,466",846,929,602,459,986,,259,"1,804"
2021년09월_남_70~79세,"6,675",527,854,691,"1,239",563,418,428,278,252,511,,140,774
2021년09월_남_80~89세,"2,183",155,275,218,376,172,155,165,93,119,166,,64,225
2021년09월_남_90~99세,189,6,27,19,28,15,9,20,8,10,17,,3,27
2021년09월_남_100세 이상,2,2,0,0,0,0,0,0,0,0,0,,0,0
2021년09월_여_총인구수,"107,258","8,672","14,152","13,758","34,734","9,245","3,835","3,710","2,045","1,551","3,905",,832,"10,819"
2021년09월_여_연령구간인구수,"107,258","8,672","14,152","13,758","34,734","9,245","3,835","3,710","2,045","1,551","3,905",,832,"10,819"
2021년09월_여_0~9세,"8,149",669,"1,177","1,202","3,025",813,214,141,66,21,105,,19,697
2021년09월_여_10~19세,"10,599",763,"1,350","1,580","4,655",773,228,156,88,56,188,,26,736
2021년09월_여_20~29세,"11,155",931,"1,470","1,453","4,050",963,290,332,126,66,272,,36,"1,166"
2021년09월_여_30~39세,"11,648","1,008","1,522","1,611","3,752","1,278",394,279,121,84,222,,35,"1,342"
2021년09월_여_40~49세,"17,715","1,422","2,263","2,500","7,117","1,391",440,320,167,92,414,,52,"1,537"
2021년09월_여_50~59세,"19,936","1,612","2,619","2,418","6,410","1,649",634,780,412,243,843,,159,"2,157"
2021년09월_여_60~69세,"15,287","1,266","2,075","1,632","3,424","1,334",846,832,520,415,940,,226,"1,777"
2021년09월_여_70~79세,"7,398",605,949,790,"1,414",621,483,481,273,288,494,,145,855
2021년09월_여_80~89세,"4,514",334,602,488,765,351,259,331,225,241,357,,112,449
2021년09월_여_90~99세,837,59,119,83,121,71,47,57,45,45,68,,21,101
2021년09월_여_100세 이상,20,3,6,1,1,1,0,1,2,0,2,,1,2
2021년10월_계_총인구수,"222,030","20,368","28,355","28,674","69,880","19,127","8,366","7,726","4,229","3,099","7,965",,"1,774","22,467"
2021년10월_계_연령구간인구수,"222,030","20,368","28,355","28,674","69,880","19,127","8,366","7,726","4,229","3,099","7,965",,"1,774","22,467"
2021년10월_계_0~9세,"16,681","1,399","2,326","2,453","6,176","1,656",465,284,126,49,247,,34,"1,466"
2021년10월_계_10~19세,"22,009","1,631","2,744","3,228","9,722","1,544",491,353,185,110,405,,58,"1,538"
2021년10월_계_20~29세,"26,076","2,505","3,377","3,272","9,140","2,161",761,815,289,158,668,,100,"2,830"
2021년10월_계_30~39세,"24,946","2,744","3,157","3,405","7,292","2,784",843,633,285,191,544,,104,"2,964"
2021년10월_계_40~49세,"36,136","3,640","4,485","5,191","13,150","2,863","1,166",760,398,225,866,,142,"3,250"
2021년10월_계_50~59세,"42,346","4,043","5,235","5,319","13,218","3,514","1,563","1,615",885,537,"1,681",,369,"4,367"
2021년10월_계_60~69세,"31,902","2,702","4,187","3,502","7,200","2,804","1,696","1,782","1,129",875,"1,937",,484,"3,604"
2021년10월_계_70~79세,"14,150","1,135","1,812","1,487","2,681","1,193",904,914,558,538,"1,008",,281,"1,639"
2021년10월_계_80~89세,"6,715",497,877,714,"1,143",522,418,493,319,357,519,,177,679
2021년10월_계_90~99세,"1,047",67,149,102,157,86,59,76,53,59,87,,24,128
2021년10월_계_100세 이상,22,5,6,1,1,0,0,1,2,0,3,,1,2
2021년10월_남_총인구수,"114,738","11,701","14,199","14,915","35,156","9,895","4,510","4,020","2,183","1,545","4,061",,939,"11,614"
2021년10월_남_연령구간인구수,"114,738","11,701","14,199","14,915","35,156","9,895","4,510","4,020","2,183","1,545","4,061",,939,"11,614"
