년도,월,나이,충청북도 괴산군,충청북도 괴산군 괴산읍,충청북도 괴산군 감물면,충청북도 괴산군 장연면,충청북도 괴산군 연풍면,충청북도 괴산군 칠성면,충청북도 괴산군 문광면,충청북도 괴산군 청천면,충청북도 괴산군 청안면,충청북도 괴산군 사리면,충청북도 괴산군 소수면,충청북도 괴산군 불정면
2020,4,50,"7,420","1,663",418,435,466,697,462,"1,102",705,529,399,544
2020,4,60,"8,236","1,442",494,480,614,669,506,"1,294",870,621,557,689
2020,4,70,"5,429",976,300,294,392,478,341,863,516,454,337,478
2020,4,80,"3,239",499,210,208,247,271,224,452,360,272,197,299
2020,4,90,434,50,32,27,35,25,37,71,54,29,37,37
2020,4,100,26,3,1,1,4,2,0,5,3,1,3,3
2020,5,총,"37,566","10,055","2,043","1,892","2,310","3,110","2,162","5,063","3,398","2,743","2,060","2,730"
2020,5,0,"1,296",649,49,32,35,90,54,124,84,64,48,67
2020,5,10,"2,086",952,124,50,92,149,98,210,121,117,62,111
2020,5,20,"2,963","1,292",124,108,133,216,139,275,203,210,121,142
2020,5,30,"2,490","1,036",102,91,98,192,112,242,188,167,121,141
2020,5,40,"3,914","1,495",188,162,193,315,193,406,291,275,173,223
2020,5,50,"7,403","1,652",411,435,461,700,458,"1,105",704,529,405,543
2020,5,60,"8,263","1,450",497,483,617,668,507,"1,304",872,623,555,687
2020,5,70,"5,437",974,301,294,395,480,339,865,517,450,341,481
2020,5,80,"3,250",501,213,208,247,272,226,453,363,278,194,295
2020,5,90,436,50,33,28,35,26,36,74,51,29,37,37
2020,5,100,28,4,1,1,4,2,0,5,4,1,3,3
2020,6,총,"37,493","10,006","2,057","1,886","2,299","3,095","2,158","5,079","3,400","2,733","2,054","2,726"
2020,6,0,"1,294",648,50,33,33,89,53,128,82,65,46,67
2020,6,10,"2,072",946,126,50,92,145,99,210,121,113,62,108
2020,6,20,"2,924","1,267",121,109,131,213,139,274,201,212,118,139
2020,6,30,"2,492","1,029",106,91,99,191,113,248,189,164,121,141
2020,6,40,"3,876","1,485",183,155,188,310,194,406,290,269,176,220
2020,6,50,"7,375","1,646",420,429,460,696,447,"1,100",704,525,400,548
2020,6,60,"8,322","1,463",503,489,618,669,512,"1,317",883,626,557,685
2020,6,70,"5,424",964,300,295,396,479,341,866,512,449,341,481
2020,6,80,"3,250",504,213,205,244,276,225,453,361,280,193,296
2020,6,90,436,50,34,29,35,25,35,72,53,28,37,38
2020,6,100,28,4,1,1,3,2,0,5,4,2,3,3
2020,7,총,"37,357","9,952","2,059","1,879","2,295","3,083","2,141","5,068","3,385","2,716","2,055","2,724"
2020,7,0,"1,276",640,51,33,34,84,52,125,81,63,46,67
2020,7,10,"2,061",940,128,50,92,143,99,210,121,112,62,104
2020,7,20,"2,896","1,254",119,108,132,209,135,267,200,211,121,140
2020,7,30,"2,447","1,007",100,88,98,193,112,245,186,159,118,141
2020,7,40,"3,873","1,486",187,154,187,309,192,401,291,267,176,223
2020,7,50,"7,324","1,642",417,427,455,687,440,"1,095",693,523,400,545
2020,7,60,"8,333","1,465",506,488,615,674,510,"1,325",885,622,558,685
2020,7,70,"5,429",959,301,295,399,480,344,869,509,450,342,481
2020,7,80,"3,250",504,215,206,246,275,222,455,360,279,191,297
2020,7,90,439,51,34,29,34,27,35,70,55,28,38,38
2020,7,100,29,4,1,1,3,2,0,6,4,2,3,3
2020,8,총,"37,354","9,940","2,061","1,878","2,300","3,087","2,146","5,068","3,388","2,710","2,049","2,727"
2020,8,0,"1,266",630,51,33,33,83,50,125,82,65,45,69
2020,8,10,"2,044",933,126,50,93,142,98,206,120,111,62,103
2020,8,20,"2,905","1,270",121,106,129,214,132,267,198,211,116,141
2020,8,30,"2,411",985,100,87,95,189,119,240,185,156,119,136
2020,8,40,"3,884","1,504",183,155,194,308,194,399,292,264,171,220
2020,8,50,"7,296","1,635",416,424,448,685,439,"1,087",691,522,402,547
2020,8,60,"8,381","1,458",517,494,619,678,517,"1,337",889,619,558,695
2020,8,70,"5,418",958,298,294,399,480,340,874,510,450,341,474
2020,8,80,"3,278",511,214,206,252,277,222,456,363,282,193,302
2020,8,90,443,52,35,28,35,29,35,71,54,28,39,37
2020,8,100,28,4,0,1,3,2,0,6,4,2,3,3
2020,9,총,"37,368","9,956","2,060","1,866","2,307","3,095","2,157","5,066","3,379","2,714","2,042","2,726"
2020,9,0,"1,267",633,55,31,34,80,52,124,80,65,46,67
2020,9,10,"2,038",934,124,52,91,143,96,205,118,109,60,106
2020,9,20,"2,900","1,263",122,107,130,213,142,264,189,208,117,145
2020,9,30,"2,415",994,98,81,96,195,123,239,187,153,117,132
2020,9,40,"3,868","1,503",179,155,194,309,189,391,294,268,166,220
2020,9,50,"7,296","1,645",417,425,447,679,443,"1,087",688,525,398,542
2020,9,60,"8,414","1,465",514,489,627,689,515,"1,344",884,625,564,698
2020,9,70,"5,420",958,301,293,395,479,336,875,520,449,341,473
2020,9,80,"3,274",503,215,204,254,277,226,461,359,279,192,304
2020,9,90,447,54,35,28,36,29,34,70,56,31,38,36
2020,9,100,29,4,0,1,3,2,1,6,4,2,3,3
2020,10,총,"37,447","9,980","2,071","1,878","2,315","3,096","2,161","5,066","3,390","2,710","2,053","2,727"
2020,10,0,"1,282",634,57,36,36,82,54,121,81,68,48,65
2020,10,10,"2,027",927,123,51,92,136,98,205,119,108,61,107
2020,10,20,"2,883","1,258",121,103,129,219,141,261,188,203,117,143
2020,10,30,"2,423","1,003",100,80,99,194,120,237,186,155,119,130
2020,10,40,"3,862","1,504",178,155,192,306,189,393,289,266,166,224
2020,10,50,"7,293","1,649",422,427,444,679,442,"1,085",690,520,398,537
2020,10,60,"8,474","1,471",523,497,634,692,520,"1,348",894,627,567,701
2020,10,70,"5,428",968,298,293,395,475,338,872,520,452,341,476
2020,10,80,"3,295",509,214,207,255,281,224,468,361,277,194,305
2020,10,90,450,53,35,28,36,30,33,70,58,32,39,36
2020,10,100,30,4,0,1,3,2,2,6,4,2,3,3
2020,11,총,"37,671","10,038","2,115","1,908","2,335","3,096","2,167","5,079","3,394","2,753","2,057","2,729"
2020,11,0,"1,288",632,61,45,38,77,52,115,84,72,46,66
2020,11,10,"2,033",921,122,55,91,136,95,210,120,111,64,108
2020,11,20,"2,947","1,287",134,106,132,216,142,266,189,214,118,143
2020,11,30,"2,441","1,012",109,77,104,197,123,232,184,153,120,130
2020,11,40,"3,846","1,487",176,156,194,299,189,394,290,273,167,221
2020,11,50,"7,354","1,679",431,437,453,685,440,"1,084",691,524,391,539
2020,11,60,"8,543","1,490",531,502,634,696,525,"1,351",895,641,574,704
2020,11,70,"5,424",965,301,291,392,473,341,877,517,452,341,474
2020,11,80,"3,320",511,215,211,259,284,223,474,365,279,194,305
2020,11,90,445,50,35,27,35,31,35,70,55,32,39,36
2020,11,100,30,4,0,1,3,2,2,6,4,2,3,3
2020,12,총,"39,393","10,506","2,190","2,000","2,419","3,231","2,231","5,226","3,631","2,917","2,103","2,939"
2020,12,0,"1,346",631,63,51,48,83,49,113,97,82,53,76
2020,12,10,"2,161",958,131,60,95,147,99,216,146,127,67,115
2020,12,20,"3,308","1,396",150,117,145,249,160,283,241,248,132,187
2020,12,30,"2,630","1,051",116,82,120,209,135,255,212,172,124,154
2020,12,40,"4,105","1,565",184,168,205,323,201,414,323,292,173,257
2020,12,50,"7,690","1,787",441,459,463,714,452,"1,097",749,556,401,571
2020,12,60,"8,827","1,567",545,519,652,709,530,"1,403",913,663,579,747
2020,12,70,"5,507",979,309,302,392,479,345,887,528,461,342,483
2020,12,80,"3,337",517,217,215,260,286,222,478,362,282,191,307
2020,12,90,452,51,34,27,36,31,36,74,56,32,37,38
2020,12,100,30,4,0,0,3,1,2,6,4,2,4,4
2021,1,총,"38,338","10,147","2,158","1,966","2,359","3,160","2,201","5,150","3,471","2,819","2,091","2,816"
2021,1,0,"1,295",610,64,49,43,78,51,112,89,75,56,68
2021,1,10,"2,068",932,124,58,91,141,98,206,131,114,67,106
2021,1,20,"3,062","1,294",137,113,131,237,151,273,207,224,126,169
2021,1,30,"2,493","1,001",120,77,115,202,130,239,187,163,123,136
2021,1,40,"3,930","1,506",174,164,199,312,195,401,298,279,168,234
2021,1,50,"7,402","1,706",431,448,437,684,438,"1,077",704,539,391,547
2021,1,60,"8,791","1,556",541,519,653,709,535,"1,398",911,650,586,733
2021,1,70,"5,462",969,311,297,392,478,345,878,522,461,339,470
2021,1,80,"3,356",518,222,213,259,288,219,489,362,281,193,312
2021,1,90,449,51,34,28,36,30,37,72,56,31,37,37
2021,1,100,30,4,0,0,3,1,2,5,4,2,5,4
2021,2,총,"38,009","10,005","2,137","1,960","2,348","3,122","2,187","5,130","3,460","2,783","2,077","2,800"
2021,2,0,"1,302",612,66,50,42,76,45,112,97,75,55,72
2021,2,10,"2,026",904,125,62,91,137,100,209,124,107,62,105
2021,2,20,"2,963","1,255",129,114,124,225,148,268,205,217,120,158
2021,2,30,"2,435",974,119,78,112,200,124,233,184,155,123,133
2021,2,40,"3,874","1,484",171,160,199,306,194,395,295,274,167,229
2021,2,50,"7,295","1,687",418,439,431,666,439,"1,071",691,533,378,542
2021,2,60,"8,815","1,552",538,522,659,712,533,"1,400",916,647,597,739
2021,2,70,"5,434",962,314,294,385,481,344,870,523,460,338,463
2021,2,80,"3,385",520,226,212,265,287,221,491,365,284,196,318
2021,2,90,451,51,31,29,37,31,37,76,56,30,36,37
2021,2,100,29,4,0,0,3,1,2,5,4,1,5,4
2021,3,총,"37,688","9,881","2,125","1,933","2,328","3,118","2,169","5,120","3,415","2,766","2,066","2,767"
2021,3,0,"1,291",597,64,49,44,77,44,117,95,76,56,72
2021,3,10,"1,993",906,124,60,87,133,96,198,124,105,59,101
2021,3,20,"2,891","1,220",125,108,128,223,140,262,203,215,119,148
2021,3,30,"2,396",963,119,77,109,194,123,230,176,151,123,131
2021,3,40,"3,795","1,455",169,152,194,301,189,384,287,266,169,229
2021,3,50,"7,197","1,666",420,427,418,664,427,"1,070",679,523,373,530
2021,3,60,"8,874","1,554",539,529,664,724,544,"1,414",917,652,598,739
2021,3,70,"5,403",953,311,290,382,480,348,863,519,460,336,461
2021,3,80,"3,384",515,220,213,263,288,221,503,358,287,196,320
2021,3,90,446,51,34,28,36,33,35,74,56,30,34,35
2021,3,100,18,1,0,0,3,1,2,5,1,1,3,1
2021,4,총,"37,567","9,837","2,112","1,934","2,320","3,127","2,165","5,124","3,372","2,763","2,060","2,753"
2021,4,0,"1,286",608,61,50,42,79,44,116,90,73,50,73
2021,4,10,"1,975",905,122,59,85,136,94,199,112,105,59,99
2021,4,20,"2,841","1,195",121,110,127,222,137,259,196,215,115,144
2021,4,30,"2,369",955,115,79,111,191,127,232,170,140,118,131
2021,4,40,"3,747","1,432",167,151,197,298,182,380,280,268,169,223
2021,4,50,"7,141","1,666",413,421,411,669,420,"1,057",665,518,373,528
2021,4,60,"8,948","1,552",548,532,665,729,552,"1,428",926,666,604,746
2021,4,70,"5,399",957,308,290,382,481,350,867,516,458,335,455
2021,4,80,"3,390",514,221,214,262,289,222,503,359,289,199,318
2021,4,90,453,52,36,28,35,32,35,78,57,30,35,35
2021,4,100,18,1,0,0,3,1,2,5,1,1,3,1
2021,5,총,"37,442","9,789","2,109","1,922","2,306","3,127","2,164","5,121","3,345","2,752","2,059","2,748"
2021,5,0,"1,280",614,58,48,42,80,45,115,85,73,48,72
2021,5,10,"1,957",892,124,58,81,133,94,201,112,105,58,99
2021,5,20,"2,795","1,180",121,106,127,225,132,251,190,210,114,139
2021,5,30,"2,353",958,109,77,107,193,127,231,171,136,116,128
2021,5,40,"3,711","1,422",171,152,194,298,183,375,269,262,167,218
2021,5,50,"7,088","1,654",417,409,407,661,417,"1,055",657,513,374,524
2021,5,60,"9,000","1,551",547,539,670,732,552,"1,442",929,671,608,759
2021,5,70,"5,368",946,309,290,378,478,350,854,514,461,336,452
2021,5,80,"3,415",520,217,216,266,293,227,511,359,289,198,319
2021,5,90,458,51,36,27,32,33,35,81,58,31,37,37
2021,5,100,17,1,0,0,2,1,2,5,1,1,3,1
2021,6,총,"37,337","9,770","2,092","1,916","2,285","3,110","2,167","5,108","3,348","2,751","2,060","2,730"
2021,6,0,"1,261",609,55,49,38,77,46,112,85,71,49,70
2021,6,10,"1,937",886,120,55,78,135,94,196,111,105,57,100
2021,6,20,"2,754","1,173",118,104,122,216,130,247,190,208,110,136
2021,6,30,"2,331",951,108,75,103,188,125,231,170,138,119,123
2021,6,40,"3,698","1,425",168,156,190,290,185,377,266,263,165,213
2021,6,50,"7,047","1,639",413,411,404,662,415,"1,045",663,506,375,514
2021,6,60,"9,052","1,571",548,538,671,737,557,"1,447",933,677,607,766
2021,6,70,"5,342",939,305,287,376,476,353,851,514,460,335,446
2021,6,80,"3,441",526,221,215,268,294,226,516,357,292,202,324
2021,6,90,456,49,36,26,33,34,34,81,58,30,38,37
2021,6,100,18,2,0,0,2,1,2,5,1,1,3,1
2021,7,총,"37,229","9,725","2,085","1,902","2,276","3,114","2,168","5,102","3,342","2,733","2,055","2,727"
2021,7,0,"1,250",597,59,50,37,79,47,112,84,67,49,69
2021,7,10,"1,913",871,118,56,76,135,94,194,108,106,54,101
2021,7,20,"2,717","1,154",115,103,121,213,131,249,188,199,107,137
2021,7,30,"2,290",938,108,72,101,184,124,224,166,136,116,121
2021,7,40,"3,668","1,419",165,154,183,290,184,376,264,259,163,211
2021,7,50,"7,024","1,653",405,402,403,652,419,"1,034",661,508,370,517
2021,7,60,"9,101","1,574",553,541,672,756,556,"1,462",937,673,612,765
2021,7,70,"5,342",941,302,284,377,472,353,853,514,461,340,445
2021,7,80,"3,453",526,224,214,271,298,225,515,360,293,203,324
2021,7,90,452,50,36,26,33,34,33,77,59,30,38,36
2021,7,100,19,2,0,0,2,1,2,6,1,1,3,1
2021,8,총,"37,101","9,705","2,089","1,906","2,253","3,114","2,142","5,101","3,327","2,720","2,050","2,694"
2021,8,0,"1,233",593,58,50,36,77,46,113,82,66,50,62
2021,8,10,"1,898",864,121,55,75,134,91,191,111,104,54,98
2021,8,20,"2,655","1,131",111,104,117,212,125,243,178,197,106,131
2021,8,30,"2,271",939,107,70,95,183,121,227,160,137,113,119
2021,8,40,"3,640","1,412",166,155,180,288,180,369,263,255,163,209
2021,8,50,"7,008","1,658",408,403,400,652,410,"1,044",655,504,366,508
2021,8,60,"9,137","1,588",554,545,672,763,553,"1,469",939,673,617,764
2021,8,70,"5,320",940,299,283,374,472,355,844,513,456,340,444
2021,8,80,"3,459",525,228,215,270,295,225,516,365,296,202,322
2021,8,90,462,53,37,26,32,37,34,79,60,31,36,37
2021,8,100,18,2,0,0,2,1,2,6,1,1,3,0
2021,9,총,"36,880","9,599","2,080","1,895","2,257","3,086","2,142","5,073","3,316","2,709","2,044","2,679"
2021,9,0,"1,225",581,58,49,38,77,51,110,79,69,50,63
2021,9,10,"1,871",847,117,57,74,127,91,190,114,102,56,96
2021,9,20,"2,538","1,083",107,96,112,201,118,233,170,194,101,123
2021,9,30,"2,232",930,106,69,98,180,118,217,153,136,113,112
2021,9,40,"3,610","1,393",168,151,180,280,184,371,261,254,162,206
2021,9,50,"6,996","1,652",406,404,405,653,409,"1,036",659,506,361,505
2021,9,60,"9,149","1,591",557,546,672,767,552,"1,473",939,663,617,772
2021,9,70,"5,306",937,295,281,372,467,359,842,517,456,342,438
2021,9,80,"3,470",531,230,216,271,293,224,515,364,295,202,329
2021,9,90,466,52,36,26,33,41,34,80,59,33,37,35
2021,9,100,17,2,0,0,2,0,2,6,1,1,3,0
2021,10,총,"36,843","9,596","2,075","1,884","2,261","3,080","2,135","5,083","3,305","2,700","2,048","2,676"
2021,10,0,"1,197",570,57,47,37,76,50,107,79,63,50,61
2021,10,10,"1,865",849,117,55,72,127,88,192,112,101,57,95
2021,10,20,"2,506","1,068",109,94,112,196,120,231,163,190,99,124
2021,10,30,"2,217",926,103,68,102,175,114,215,152,139,113,110
2021,10,40,"3,586","1,393",169,146,179,279,182,373,253,253,161,198
2021,10,50,"7,005","1,655",398,392,408,659,412,"1,034",670,501,367,509
2021,10,60,"9,212","1,612",566,555,675,765,549,"1,488",938,670,616,778
2021,10,70,"5,290",932,296,283,366,468,357,838,513,453,345,439
2021,10,80,"3,478",534,224,217,273,294,226,519,366,296,201,328
2021,10,90,471,55,36,27,35,41,35,80,58,33,37,34
2021,10,100,16,2,0,0,2,0,2,6,1,1,2,0
2021,11,총,"36,887","9,595","2,072","1,901","2,263","3,074","2,164","5,092","3,311","2,699","2,039","2,677"
2021,11,0,"1,187",561,54,46,36,74,50,106,80,66,52,62
2021,11,10,"1,867",844,115,58,74,126,94,192,112,100,58,94
2021,11,20,"2,532","1,074",109,97,117,197,125,231,172,187,95,128
2021,11,30,"2,196",921,96,66,98,174,116,217,152,141,108,107
2021,11,40,"3,577","1,391",169,148,176,277,186,369,247,249,164,201
2021,11,50,"7,025","1,673",398,400,412,656,411,"1,034",674,503,360,504
2021,11,60,"9,249","1,615",571,559,676,766,558,"1,498",943,667,620,776
2021,11,70,"5,301",927,296,285,365,470,359,838,513,456,346,446
2021,11,80,"3,459",532,226,214,270,293,225,521,361,295,199,323
2021,11,90,479,56,38,28,37,41,38,80,56,34,35,36
2021,11,100,15,1,0,0,2,0,2,6,1,1,2,0
2021,12,총,"38,122","9,753","2,196","1,955","2,428","3,177","2,246","5,211","3,436","2,805","2,105","2,810"
2021,12,0,"1,248",561,73,52,38,73,56,109,90,80,54,62
2021,12,10,"1,942",842,125,62,86,135,100,202,123,104,60,103
2021,12,20,"2,757","1,125",122,101,149,214,143,239,186,208,109,161
2021,12,30,"2,291",923,111,71,117,189,118,222,157,152,117,114
2021,12,40,"3,756","1,418",181,159,206,291,194,382,268,268,171,218
2021,12,50,"7,313","1,724",408,416,445,680,430,"1,060",707,519,377,547
2021,12,60,"9,494","1,635",607,565,704,788,576,"1,544",967,685,629,794
2021,12,70,"5,345",927,304,287,372,474,361,844,518,453,352,453
2021,12,80,"3,477",537,228,214,270,292,229,522,363,300,198,324
2021,12,90,484,60,37,28,40,41,37,80,56,35,36,34
2021,12,100,15,1,0,0,1,0,2,7,1,1,2,0
