년도,월,나이,전라북도 군산시,전라북도 군산시 옥구읍,전라북도 군산시 옥산면,전라북도 군산시 회현면,전라북도 군산시 임피면,전라북도 군산시 서수면,전라북도 군산시 대야면,전라북도 군산시 개정면,전라북도 군산시 성산면,전라북도 군산시 나포면,전라북도 군산시 옥도면,전라북도 군산시 옥서면,전라북도 군산시 해신동,전라북도 군산시 월명동,전라북도 군산시 신풍동,전라북도 군산시 삼학동,전라북도 군산시 중앙동,전라북도 군산시 흥남동,전라북도 군산시 조촌동,전라북도 군산시 경암동,전라북도 군산시 구암동,전라북도 군산시 개정동,전라북도 군산시 수송동,전라북도 군산시 나운1동,전라북도 군산시 나운2동,전라북도 군산시 나운3동,전라북도 군산시 소룡동,전라북도 군산시 미성동
2020,3,총,"133,021","1,595","2,333","1,709","1,352","1,302","2,596","1,530","1,479","1,095","1,580","1,558","1,264","2,963","3,768","2,994","1,393","6,418","10,380","3,818","2,741","1,448","28,174","6,619","12,525","16,615","7,822","5,950"
2020,3,0,"10,806",50,283,91,34,36,90,42,57,21,60,66,68,112,186,89,32,525,"1,137",218,167,91,"3,517",353,971,"1,458",630,422
2020,3,10,"13,189",59,195,165,54,57,109,76,74,50,85,69,75,214,331,178,60,559,930,247,230,108,"3,749",590,"1,510","2,149",814,452
2020,3,20,"13,492",93,179,115,97,69,161,114,97,64,150,107,94,227,354,246,89,671,"1,150",342,244,130,"3,162",746,"1,400","1,960",832,599
2020,3,30,"15,236",84,367,111,64,63,186,88,97,54,97,119,112,235,310,200,87,831,"1,692",336,271,115,"4,275",655,"1,199","1,917",953,718
2020,3,40,"21,029",129,314,211,98,88,215,143,142,96,189,159,123,361,489,289,117,933,"1,650",498,361,194,"5,587",988,"2,149","3,195","1,387",924
2020,3,50,"21,075",273,328,235,236,210,364,295,298,166,347,211,194,479,585,497,223,"1,004","1,488",626,544,251,"3,752","1,268","2,070","2,740","1,362","1,029"
2020,3,60,"18,242",346,278,273,285,272,591,314,293,238,305,309,262,613,714,630,363,925,"1,265",758,483,262,"2,238","1,093","1,615","1,673",967,877
2020,3,70,"12,186",302,193,267,238,239,472,241,232,199,219,298,227,474,525,552,269,667,672,553,293,178,"1,219",612,946,982,559,558
2020,3,80,"6,526",211,166,199,192,219,334,180,156,173,113,185,90,207,236,266,125,261,338,205,118,98,567,262,577,474,257,317
2020,3,90,"1,161",45,30,42,50,45,68,33,32,32,14,30,15,34,34,44,26,40,55,33,30,20,105,52,86,64,55,47
2020,3,100,79,3,0,0,4,4,6,4,1,2,1,5,4,7,4,3,2,2,3,2,0,1,3,0,2,3,6,7
2020,4,총,"132,963","1,589","2,333","1,695","1,352","1,300","2,588","1,519","1,476","1,087","1,575","1,554","1,268","2,946","3,751","3,006","1,391","6,458","10,428","3,810","2,755","1,437","28,149","6,623","12,542","16,615","7,832","5,884"
2020,4,0,"10,760",51,288,89,33,36,88,42,57,21,58,66,68,107,189,87,34,540,"1,146",210,169,91,"3,495",358,961,"1,443",624,409
2020,4,10,"13,151",59,192,160,55,57,107,72,74,49,89,67,73,210,327,179,57,560,928,247,232,109,"3,740",585,"1,521","2,146",813,443
2020,4,20,"13,500",93,174,114,98,68,157,114,95,62,150,107,98,221,353,255,92,674,"1,145",345,247,128,"3,182",743,"1,403","1,964",829,589
2020,4,30,"15,184",81,372,107,66,64,184,85,95,55,97,116,111,238,301,202,87,839,"1,703",332,270,115,"4,233",658,"1,194","1,919",959,701
2020,4,40,"20,978",128,317,210,99,89,219,141,139,94,189,158,122,361,485,290,115,936,"1,652",494,365,186,"5,592",977,"2,150","3,178","1,382",910
2020,4,50,"21,058",274,322,234,229,210,361,295,299,163,346,210,196,474,579,497,222,998,"1,493",625,546,247,"3,754","1,267","2,074","2,755","1,358","1,030"
2020,4,60,"18,308",342,279,274,289,271,592,310,296,239,302,312,263,615,715,623,359,934,"1,282",758,484,265,"2,247","1,099","1,625","1,680",982,871
2020,4,70,"12,227",301,191,267,239,237,472,243,231,199,218,298,226,475,526,560,272,673,679,556,293,176,"1,223",620,947,982,564,559
2020,4,80,"6,553",212,167,200,191,219,334,181,157,173,112,185,93,204,235,267,125,260,337,209,120,100,576,263,578,480,259,316
2020,4,90,"1,163",45,31,40,49,45,68,32,32,30,12,30,14,34,37,43,26,42,59,32,29,19,105,53,87,65,56,48
2020,4,100,81,3,0,0,4,4,6,4,1,2,2,5,4,7,4,3,2,2,4,2,0,1,2,0,2,3,6,8
2020,5,총,"132,884","1,588","2,333","1,702","1,344","1,300","2,584","1,513","1,466","1,082","1,561","1,547","1,269","2,926","3,743","3,009","1,397","6,474","10,630","3,810","2,736","1,436","28,082","6,607","12,485","16,572","7,821","5,867"
2020,5,0,"10,709",51,285,89,33,34,86,42,56,21,56,64,69,110,187,87,35,539,"1,180",207,168,91,"3,468",351,951,"1,424",620,405
2020,5,10,"13,122",57,192,161,55,57,108,72,74,48,91,69,74,207,323,175,59,559,954,247,231,106,"3,726",576,"1,505","2,138",816,442
2020,5,20,"13,476",97,172,114,94,69,159,113,92,60,143,107,95,215,350,259,93,683,"1,178",342,245,128,"3,176",741,"1,386","1,963",817,585
2020,5,30,"15,127",79,372,107,65,65,179,85,96,57,95,112,111,238,303,201,87,838,"1,754",325,268,115,"4,196",649,"1,178","1,906",948,698
2020,5,40,"20,929",125,323,210,96,88,217,139,137,92,187,156,119,356,483,292,117,930,"1,679",502,361,188,"5,592",972,"2,129","3,158","1,382",899
2020,5,50,"21,022",273,321,232,231,212,358,293,296,156,342,207,195,469,568,499,217,"1,005","1,503",626,541,244,"3,745","1,269","2,072","2,754","1,360","1,034"
2020,5,60,"18,372",343,281,278,289,271,591,311,295,240,301,313,263,615,722,621,363,936,"1,292",747,483,267,"2,265","1,104","1,643","1,691",985,862
2020,5,70,"12,312",300,189,268,237,237,476,244,233,203,220,299,232,474,525,558,275,679,689,568,293,178,"1,226",629,954,990,571,565
2020,5,80,"6,566",214,166,203,192,217,336,180,155,173,111,185,93,200,240,271,123,261,340,210,116,101,579,261,581,481,257,320
2020,5,90,"1,168",46,32,40,48,46,68,30,31,30,13,30,14,35,38,43,26,42,57,34,30,17,107,55,84,64,59,49
2020,5,100,81,3,0,0,4,4,6,4,1,2,2,5,4,7,4,3,2,2,4,2,0,1,2,0,2,3,6,8
2020,6,총,"132,777","1,584","2,324","1,706","1,347","1,306","2,582","1,497","1,454","1,074","1,550","1,530","1,267","2,916","3,728","2,995","1,395","6,466","10,845","3,804","2,745","1,436","28,071","6,553","12,438","16,558","7,790","5,816"
2020,6,0,"10,648",50,287,90,33,33,82,40,54,19,54,61,69,107,183,84,35,534,"1,219",206,166,89,"3,446",340,944,"1,408",622,393
2020,6,10,"13,083",56,193,163,55,61,108,68,76,48,89,68,74,209,313,174,58,556,977,244,231,106,"3,721",565,"1,495","2,133",812,430
2020,6,20,"13,468",97,169,114,94,66,157,113,90,57,137,107,96,214,354,260,90,685,"1,198",340,259,126,"3,199",727,"1,369","1,955",819,576
2020,6,30,"15,083",76,369,106,66,66,177,78,98,57,94,107,111,235,300,196,86,829,"1,802",330,268,118,"4,167",644,"1,176","1,902",936,689
2020,6,40,"20,885",124,317,211,93,90,216,139,133,91,188,152,118,357,479,291,121,932,"1,719",493,359,184,"5,593",960,"2,116","3,154","1,371",884
2020,6,50,"20,954",270,319,232,230,208,362,293,290,153,330,204,192,468,564,493,214,992,"1,525",627,534,249,"3,764","1,257","2,058","2,750","1,340","1,036"
2020,6,60,"18,487",343,285,279,293,275,593,310,298,239,310,314,263,609,730,619,367,943,"1,305",751,484,266,"2,270","1,117","1,654","1,708",999,863
2020,6,70,"12,354",304,190,271,238,238,481,243,233,204,220,298,232,474,525,561,273,687,696,568,299,178,"1,230",630,957,992,565,567
2020,6,80,"6,558",216,161,199,192,218,334,178,151,174,112,184,93,200,236,272,123,262,339,209,115,101,575,259,586,488,260,321
2020,6,90,"1,175",45,34,41,49,47,65,31,30,30,14,30,15,36,40,42,26,44,61,34,30,18,104,54,81,65,60,49
2020,6,100,82,3,0,0,4,4,7,4,1,2,2,5,4,7,4,3,2,2,4,2,0,1,2,0,2,3,6,8
2020,7,총,"132,746","1,573","2,314","1,693","1,342","1,313","2,578","1,489","1,460","1,068","1,535","1,514","1,255","2,877","3,697","2,973","1,956","6,455","10,852","3,765","2,783","1,428","27,982","6,512","12,407","16,452","7,723","5,750"
2020,7,0,"10,592",50,286,88,33,35,82,38,55,18,54,56,68,102,179,88,84,534,"1,219",200,165,88,"3,412",337,942,"1,389",606,384
2020,7,10,"13,057",54,193,161,55,61,106,71,75,49,86,67,73,207,311,172,97,553,972,236,231,109,"3,713",563,"1,490","2,118",810,424
2020,7,20,"13,458",96,166,109,95,66,153,109,95,53,132,106,93,201,350,249,177,687,"1,206",337,281,121,"3,207",712,"1,358","1,931",803,565
2020,7,30,"15,033",75,369,107,64,65,177,74,99,55,97,103,110,237,292,194,211,822,"1,798",326,273,117,"4,117",630,"1,166","1,860",925,670
2020,7,40,"20,833",124,315,208,90,93,218,136,128,91,184,151,115,349,469,284,229,924,"1,714",487,366,185,"5,563",960,"2,106","3,139","1,350",855
2020,7,50,"20,971",265,314,228,234,206,360,290,291,152,324,201,193,462,555,491,297,993,"1,531",619,533,246,"3,777","1,251","2,053","2,742","1,334","1,029"
2020,7,60,"18,535",341,284,279,290,279,587,313,294,239,310,313,260,602,733,622,403,945,"1,307",744,490,264,"2,269","1,113","1,661","1,718","1,001",874
2020,7,70,"12,425",302,192,273,237,238,486,245,241,206,220,300,233,474,529,560,302,684,698,568,300,179,"1,232",636,956,"1,001",566,567
2020,7,80,"6,567",217,158,199,192,218,336,177,151,172,112,182,91,200,235,269,127,268,341,211,113,99,581,258,587,487,262,324
2020,7,90,"1,194",46,37,41,48,46,67,32,30,31,14,30,15,36,40,42,27,43,62,35,31,19,109,52,86,65,60,50
2020,7,100,81,3,0,0,4,6,6,4,1,2,2,5,4,7,4,2,2,2,4,2,0,1,2,0,2,2,6,8
2020,8,총,"132,615","1,560","2,313","1,678","1,346","1,308","2,572","1,489","1,459","1,063","1,528","1,512","1,252","2,866","3,672","2,966","2,070","6,429","10,890","3,767","2,797","1,427","27,939","6,481","12,397","16,430","7,715","5,689"
2020,8,0,"10,511",50,283,88,35,34,82,38,55,17,54,54,66,103,179,87,87,529,"1,224",202,163,88,"3,382",335,929,"1,377",596,374
2020,8,10,"13,070",53,191,158,55,60,105,71,73,49,85,67,73,205,307,172,102,554,974,235,236,109,"3,734",561,"1,491","2,118",810,422
2020,8,20,"13,407",93,164,103,97,66,152,109,100,52,132,111,91,198,347,248,198,677,"1,204",334,287,121,"3,183",702,"1,351","1,929",802,556
2020,8,30,"14,943",71,365,105,64,64,173,74,96,53,98,100,109,236,286,193,235,817,"1,807",327,266,116,"4,105",615,"1,149","1,841",914,664
2020,8,40,"20,791",125,319,207,92,94,216,135,129,90,181,151,115,346,464,283,244,916,"1,715",485,374,185,"5,548",962,"2,111","3,118","1,348",838
2020,8,50,"20,957",257,313,226,231,202,361,287,290,152,319,201,191,457,550,483,321,991,"1,537",617,534,244,"3,779","1,242","2,063","2,761","1,337","1,011"
2020,8,60,"18,615",343,286,279,289,281,591,312,296,239,312,313,260,605,727,621,422,946,"1,321",746,490,266,"2,279","1,111","1,668","1,729","1,006",877
2020,8,70,"12,438",301,197,270,238,237,484,249,235,205,221,296,237,471,534,564,303,680,699,574,302,179,"1,227",639,959,999,573,565
2020,8,80,"6,587",219,158,200,194,216,336,178,152,173,110,183,92,200,233,270,129,274,338,210,116,99,589,261,586,490,258,323
2020,8,90,"1,214",45,37,42,47,48,66,32,32,31,14,31,14,38,41,43,27,43,67,35,29,19,111,53,87,66,65,51
2020,8,100,82,3,0,0,4,6,6,4,1,2,2,5,4,7,4,2,2,2,4,2,0,1,2,0,3,2,6,8
2020,9,총,"132,604","1,555","2,290","1,675","1,339","1,305","2,565","1,488","1,441","1,062","1,518","1,502","1,253","2,835","3,626","2,952","2,154","6,406","10,849","3,763","3,350","1,412","27,834","6,440","12,356","16,317","7,688","5,629"
2020,9,0,"10,477",51,283,85,35,32,80,37,55,17,52,54,67,99,173,85,94,529,"1,229",199,213,88,"3,372",333,908,"1,353",586,368
2020,9,10,"13,051",51,188,161,55,60,104,71,72,46,84,67,71,199,297,169,102,555,967,235,297,107,"3,724",542,"1,499","2,109",807,412
2020,9,20,"13,376",89,158,100,97,64,153,109,94,53,129,109,88,195,344,250,222,668,"1,178",332,399,115,"3,154",697,"1,329","1,919",789,542
2020,9,30,"14,888",73,358,102,63,61,168,74,92,52,96,97,109,233,274,188,257,816,"1,804",328,341,116,"4,058",611,"1,141","1,816",913,647
2020,9,40,"20,766",124,317,211,91,96,209,134,126,89,180,150,115,345,460,273,247,902,"1,706",479,467,181,"5,540",950,"2,110","3,096","1,336",832
2020,9,50,"20,934",254,304,223,223,200,361,284,286,152,320,197,188,442,542,487,331,995,"1,521",608,629,240,"3,774","1,244","2,058","2,742","1,334",995
2020,9,60,"18,751",345,296,282,292,285,593,315,294,242,314,313,261,609,722,620,427,947,"1,334",757,534,265,"2,281","1,113","1,676","1,733","1,015",886
2020,9,70,"12,467",304,193,268,238,236,487,251,237,203,221,295,241,461,535,562,316,679,704,577,311,180,"1,226",636,959,997,582,568
2020,9,80,"6,586",216,157,201,193,219,335,178,152,173,105,185,93,206,234,273,130,270,335,211,127,98,588,261,585,483,255,323
2020,9,90,"1,224",45,36,42,48,46,69,31,31,33,15,30,16,39,41,43,26,43,67,35,32,21,114,53,88,67,65,48
2020,9,100,84,3,0,0,4,6,6,4,2,2,2,5,4,7,4,2,2,2,4,2,0,1,3,0,3,2,6,8
2020,10,총,"132,611","1,552","2,305","1,667","1,327","1,297","2,562","1,488","1,440","1,061","1,507","1,507","1,240","2,813","3,597","2,924","2,189","6,370","10,873","3,742","3,681","1,411","27,770","6,401","12,338","16,268","7,664","5,617"
2020,10,0,"10,395",47,283,82,34,30,80,38,56,17,52,57,61,94,169,81,102,522,"1,246",196,234,86,"3,341",329,893,"1,326",579,360
2020,10,10,"13,057",51,194,161,52,59,103,71,70,46,80,72,72,201,289,170,103,546,972,230,321,114,"3,725",541,"1,484","2,105",807,418
2020,10,20,"13,406",90,159,99,98,64,151,108,94,52,125,107,89,187,343,243,228,668,"1,184",335,459,116,"3,147",685,"1,344","1,912",786,533
2020,10,30,"14,773",71,357,101,58,61,170,74,92,53,97,98,99,230,264,184,259,816,"1,802",329,377,112,"4,015",597,"1,131","1,784",895,647
2020,10,40,"20,747",121,319,202,89,94,208,131,123,90,177,153,120,336,454,273,255,889,"1,699",470,519,180,"5,550",940,"2,101","3,091","1,338",825
2020,10,50,"20,945",254,312,231,216,197,357,284,279,151,320,196,181,443,541,474,334,988,"1,519",602,700,244,"3,788","1,234","2,056","2,735","1,320",989
2020,10,60,"18,875",348,297,280,298,287,595,318,300,244,314,311,261,608,720,617,427,951,"1,331",755,586,262,"2,280","1,122","1,693","1,753","1,026",891
2020,10,70,"12,495",303,193,265,234,236,489,250,238,202,222,293,241,463,536,565,318,681,713,571,315,178,"1,222",642,956,"1,006",591,572
2020,10,80,"6,600",218,154,202,196,218,333,178,154,173,102,186,96,205,235,272,135,263,335,216,135,100,585,260,589,484,249,327
2020,10,90,"1,233",46,37,44,48,45,70,32,31,31,16,29,16,39,42,43,26,44,68,36,35,18,114,51,88,70,67,47
2020,10,100,85,3,0,0,4,6,6,4,3,2,2,5,4,7,4,2,2,2,4,2,0,1,3,0,3,2,6,8
2020,11,총,"132,579","1,550","2,311","1,670","1,321","1,296","2,559","1,484","1,441","1,059","1,490","1,498","1,236","2,807","3,601","2,914","2,189","6,350","10,936","3,749","3,801","1,402","27,756","6,379","12,300","16,244","7,659","5,577"
2020,11,0,"10,320",45,285,83,32,30,79,37,56,19,51,53,61,91,173,77,100,511,"1,256",197,240,85,"3,327",325,884,"1,312",560,351
2020,11,10,"13,027",53,187,161,49,59,102,70,69,43,74,75,71,200,290,167,97,549,990,230,329,112,"3,724",530,"1,488","2,081",814,413
2020,11,20,"13,411",93,162,101,97,63,154,110,96,51,123,108,89,184,339,249,233,653,"1,184",332,475,116,"3,134",689,"1,328","1,925",794,529
2020,11,30,"14,709",67,362,104,57,63,168,70,89,54,100,95,99,230,271,185,259,808,"1,813",334,393,109,"3,984",592,"1,118","1,772",883,630
2020,11,40,"20,686",121,316,201,89,97,206,130,120,90,169,146,120,338,449,267,258,897,"1,699",462,535,179,"5,544",942,"2,088","3,068","1,333",822
2020,11,50,"20,954",255,314,228,215,194,355,280,281,152,318,198,177,442,534,469,330,985,"1,513",606,732,243,"3,815","1,227","2,055","2,747","1,313",976
2020,11,60,"18,984",346,296,283,299,289,596,319,299,243,313,310,263,608,722,615,429,959,"1,348",759,602,261,"2,289","1,121","1,703","1,773","1,045",894
2020,11,70,"12,566",305,200,262,235,232,491,254,240,203,223,292,242,468,537,570,319,679,724,577,319,177,"1,238",639,965,"1,007",596,572
2020,11,80,"6,594",215,152,202,195,215,332,177,156,172,101,187,93,199,240,269,137,263,338,214,139,101,587,261,580,487,249,333
2020,11,90,"1,242",47,37,45,48,48,70,33,32,30,16,29,17,40,42,44,25,44,67,36,37,18,111,53,88,70,66,49
2020,11,100,86,3,0,0,5,6,6,4,3,2,2,5,4,7,4,2,2,2,4,2,0,1,3,0,3,2,6,8
2020,12,총,"132,527","1,539","2,321","1,693","1,319","1,292","2,549","1,473","1,434","1,058","1,472","1,491","1,231","2,792","3,599","2,918","2,196","6,360","10,935","3,746","3,858","1,401","27,780","6,358","12,317","16,197","7,634","5,564"
2020,12,0,"10,288",45,287,93,32,30,81,37,55,17,46,52,62,93,176,78,104,504,"1,268",195,241,85,"3,301",324,878,"1,295",559,350
2020,12,10,"12,988",53,187,166,50,59,99,67,70,43,74,71,70,195,285,168,98,552,986,234,331,113,"3,723",518,"1,484","2,072",808,412
2020,12,20,"13,410",90,161,100,94,64,154,104,95,51,119,108,88,182,337,251,232,654,"1,190",332,493,117,"3,147",684,"1,332","1,914",795,522
2020,12,30,"14,674",64,367,107,58,60,166,72,91,58,96,91,99,227,270,183,262,810,"1,808",334,407,108,"3,977",584,"1,123","1,755",874,623
2020,12,40,"20,636",120,318,204,87,100,202,126,118,91,164,147,121,330,451,268,259,903,"1,693",460,527,179,"5,557",943,"2,072","3,051","1,322",823
2020,12,50,"20,925",253,311,228,218,189,352,281,274,150,314,199,172,444,530,469,332,978,"1,502",594,743,242,"3,831","1,225","2,075","2,746","1,309",964
2020,12,60,"19,076",349,301,284,300,289,593,322,299,244,316,312,261,608,727,612,425,961,"1,356",755,617,262,"2,305","1,122","1,714","1,788","1,047",907
2020,12,70,"12,584",302,203,266,233,234,490,251,239,203,223,291,244,467,539,574,319,683,719,583,323,179,"1,236",640,962,"1,011",599,571
2020,12,80,"6,624",216,150,198,195,213,336,178,158,172,102,185,92,199,240,270,138,268,342,220,138,97,590,266,586,491,248,336
2020,12,90,"1,235",44,36,47,47,48,70,31,32,27,16,30,18,40,40,43,25,45,67,37,38,18,110,51,88,72,67,48
2020,12,100,87,3,0,0,5,6,6,4,3,2,2,5,4,7,4,2,2,2,4,2,0,1,3,1,3,2,6,8
2021,1,총,"132,487","1,528","2,329","1,686","1,307","1,281","2,536","1,467","1,441","1,054","1,483","1,491","1,214","2,776","3,590","2,922","2,188","6,369","10,981","3,742","3,921","1,406","27,774","6,351","12,317","16,168","7,627","5,538"
2021,1,0,"10,214",43,288,91,28,30,76,36,57,17,48,56,59,91,171,76,102,503,"1,270",194,246,88,"3,280",322,865,"1,273",549,355
2021,1,10,"12,926",53,186,162,48,57,95,66,70,41,77,69,67,193,285,174,95,544,980,230,330,115,"3,727",514,"1,485","2,056",801,406
2021,1,20,"13,427",89,161,98,93,66,154,102,94,50,122,110,88,181,340,246,230,656,"1,210",333,503,116,"3,149",683,"1,333","1,910",803,507
2021,1,30,"14,564",64,371,107,56,58,156,72,92,57,97,90,97,218,267,181,263,808,"1,799",330,420,112,"3,932",581,"1,118","1,747",862,609
2021,1,40,"20,612",118,320,198,81,93,209,125,116,90,164,143,113,324,448,268,255,912,"1,712",462,527,175,"5,564",949,"2,061","3,046","1,320",819
2021,1,50,"20,961",247,310,234,222,191,351,279,268,149,310,197,172,447,526,472,330,975,"1,508",598,757,243,"3,841","1,215","2,082","2,758","1,315",964
2021,1,60,"19,197",353,305,281,299,289,589,326,309,244,325,315,261,604,729,608,427,969,"1,366",754,630,262,"2,330","1,125","1,734","1,802","1,050",911
2021,1,70,"12,599",295,203,267,234,231,491,249,238,205,221,289,241,466,542,580,318,681,729,581,326,180,"1,252",643,952,"1,009",604,572
2021,1,80,"6,651",217,148,200,194,211,336,180,160,172,101,187,94,204,240,272,142,275,337,220,144,97,586,265,594,489,247,339
2021,1,90,"1,247",46,37,48,47,49,73,28,34,27,16,30,18,41,38,43,24,44,66,38,38,17,108,53,90,76,70,48
2021,1,100,89,3,0,0,5,6,6,4,3,2,2,5,4,7,4,2,2,2,4,2,0,1,5,1,3,2,6,8
2021,2,총,"132,349","1,525","2,323","1,670","1,296","1,277","2,540","1,467","1,437","1,053","1,496","1,483","1,216","2,764","3,590","2,908","2,188","6,369","10,980","3,738","3,960","1,403","27,816","6,316","12,272","16,134","7,630","5,498"
2021,2,0,"10,167",40,290,92,26,30,74,36,60,19,46,53,59,91,171,74,104,503,"1,266",189,245,86,"3,281",328,861,"1,256",543,344
2021,2,10,"12,866",55,186,157,48,56,97,66,71,41,80,71,65,189,288,173,96,546,969,229,335,115,"3,720",505,"1,467","2,045",793,403
2021,2,20,"13,351",89,159,93,89,63,154,102,89,49,123,110,90,179,335,242,226,653,"1,209",333,505,117,"3,150",676,"1,313","1,903",802,498
2021,2,30,"14,443",65,366,105,57,60,155,73,89,57,98,82,96,217,271,180,266,804,"1,786",320,430,110,"3,904",572,"1,108","1,736",846,590
2021,2,40,"20,609",115,320,194,80,91,209,125,114,86,168,143,114,322,447,261,257,912,"1,713",468,533,175,"5,596",930,"2,048","3,035","1,338",815
2021,2,50,"20,956",245,312,236,217,186,345,280,266,150,312,196,170,440,523,469,323,975,"1,515",592,761,243,"3,855","1,218","2,091","2,763","1,316",957
2021,2,60,"19,306",355,304,277,301,292,596,324,314,241,326,313,260,602,733,613,422,973,"1,375",764,644,263,"2,355","1,120","1,743","1,812","1,063",921
2021,2,70,"12,599",291,200,268,231,229,488,250,237,206,221,293,244,465,536,575,323,676,740,576,329,180,"1,252",644,956,"1,014",604,571
2021,2,80,"6,705",221,146,201,194,213,342,178,161,174,102,188,96,210,244,273,145,282,334,225,140,96,591,269,592,494,251,343
2021,2,90,"1,258",46,39,47,48,51,74,29,34,28,18,29,18,42,38,46,24,43,69,40,38,17,107,53,90,74,68,48
2021,2,100,89,3,1,0,5,6,6,4,2,2,2,5,4,7,4,2,2,2,4,2,0,1,5,1,3,2,6,8
2021,3,총,"132,007","1,528","2,333","1,674","1,304","1,273","2,520","1,448","1,436","1,055","1,497","1,467","1,211","2,726","3,575","2,892","2,193","6,343","10,963","3,719","3,979","1,398","27,797","6,306","12,212","16,133","7,630","5,395"
2021,3,0,"10,062",42,287,92,24,31,72,38,55,21,47,53,57,87,169,73,106,502,"1,256",187,253,90,"3,243",316,844,"1,247",535,335
