년도,월,나이,부산광역시 해운대구,부산광역시 해운대구 우제1동,부산광역시 해운대구 우제2동,부산광역시 해운대구 우제3동,부산광역시 해운대구 중제1동,부산광역시 해운대구 중제2동,부산광역시 해운대구 좌제1동,부산광역시 해운대구 좌제2동,부산광역시 해운대구 좌제3동,부산광역시 해운대구 좌제4동,부산광역시 해운대구 송정동,부산광역시 해운대구 반여제1동,부산광역시 해운대구 반여제2동,부산광역시 해운대구 반여제3동,부산광역시 해운대구 반여제4동,부산광역시 해운대구 반송제1동,부산광역시 해운대구 반송제2동,부산광역시 해운대구 재송제1동,부산광역시 해운대구 재송제2동
2020,2,10,"19,172",818,"1,579","1,590","1,073",571,"1,022","1,478",925,"1,591",264,"2,091",393,285,805,421,828,"2,372","1,066"
2020,2,20,"23,827","1,539","1,702","1,441","1,454",865,"1,468","2,751",957,"1,459",579,"1,916",743,493,"1,016",798,"1,150","1,971","1,525"
2020,2,30,"24,789","1,547","2,177","1,963","1,467","1,159","1,223","2,463",968,"1,303",641,"1,932",727,385,"1,055",540,969,"2,717","1,553"
2020,2,40,"35,422","1,858","2,932","2,725","2,215","1,409","1,916","2,947","1,490","2,441",655,"3,446",899,581,"1,387",849,"1,562","4,058","2,052"
2020,2,50,"37,251","2,103","2,818","2,603","2,170","1,547","1,593","3,169","1,652","2,299","1,024","3,131","1,336",958,"1,625","1,393","2,349","2,766","2,715"
2020,2,60,"29,131","1,910","2,007","1,902","1,644","1,244",905,"1,851","1,105","1,269",982,"2,240","1,366","1,015","1,122","1,427","2,655","2,132","2,355"
2020,2,70,"16,867","1,153","1,123",967,998,620,638,"1,122",697,786,557,"1,158",886,622,483,"1,229","1,817",974,"1,037"
2020,2,80,"7,981",458,523,440,454,260,366,624,454,464,297,570,381,270,211,506,823,399,481
2020,2,90,"1,250",84,105,80,56,36,49,82,58,68,51,94,48,41,34,81,128,80,75
2020,2,100,114,19,5,1,12,6,1,1,0,0,4,0,13,4,1,17,20,4,6
2020,3,총,"209,750","12,230","16,284","15,059","12,510","8,314","9,815","17,553","8,896","12,494","5,280","17,860","7,022","4,804","8,392","7,430","12,762","19,470","13,575"
2020,3,0,"14,144",692,"1,378","1,352",832,615,653,"1,100",599,853,260,"1,298",267,146,653,211,500,"2,005",730
2020,3,10,"19,035",811,"1,568","1,584","1,084",564,"1,024","1,461",913,"1,575",259,"2,083",379,282,792,411,814,"2,370","1,061"
2020,3,20,"23,819","1,558","1,693","1,426","1,492",867,"1,474","2,741",955,"1,460",575,"1,920",732,498,"1,013",782,"1,150","1,965","1,518"
2020,3,30,"24,670","1,553","2,163","1,970","1,488","1,157","1,187","2,453",959,"1,284",639,"1,926",724,381,"1,057",535,959,"2,709","1,526"
2020,3,40,"35,239","1,851","2,902","2,726","2,229","1,397","1,911","2,933","1,486","2,417",646,"3,434",896,574,"1,375",832,"1,551","4,032","2,047"
2020,3,50,"37,270","2,121","2,823","2,606","2,200","1,547","1,594","3,163","1,648","2,302","1,014","3,126","1,326",954,"1,630","1,387","2,330","2,775","2,724"
2020,3,60,"29,267","1,923","2,009","1,897","1,652","1,245",904,"1,860","1,119","1,290",984,"2,252","1,365","1,021","1,134","1,434","2,669","2,150","2,359"
2020,3,70,"16,917","1,160","1,113",975,"1,009",620,640,"1,127",707,786,557,"1,156",895,628,489,"1,230","1,801",982,"1,042"
2020,3,80,"8,003",460,522,440,453,259,376,629,452,457,292,565,380,275,213,506,839,402,483
2020,3,90,"1,272",82,108,82,59,37,51,85,58,70,50,100,45,41,35,85,129,76,79
2020,3,100,114,19,5,1,12,6,1,1,0,0,4,0,13,4,1,17,20,4,6
2020,4,총,"209,856","12,234","16,320","15,094","12,632","8,324","9,810","17,527","8,881","12,478","5,261","17,945","7,003","4,777","8,398","7,408","12,743","19,487","13,534"
2020,4,0,"14,105",686,"1,375","1,365",844,612,649,"1,094",596,844,253,"1,297",265,144,648,207,497,"2,001",728
2020,4,10,"18,977",816,"1,577","1,585","1,075",569,"1,018","1,430",909,"1,574",257,"2,084",373,282,789,412,804,"2,371","1,052"
2020,4,20,"23,849","1,559","1,699","1,433","1,508",860,"1,483","2,748",954,"1,462",578,"1,932",725,494,"1,018",774,"1,142","1,974","1,506"
2020,4,30,"24,639","1,550","2,145","1,977","1,509","1,155","1,177","2,451",954,"1,301",631,"1,954",723,372,"1,046",521,953,"2,703","1,517"
2020,4,40,"35,180","1,853","2,916","2,718","2,252","1,396","1,905","2,908","1,482","2,382",638,"3,439",893,566,"1,375",827,"1,544","4,042","2,044"
2020,4,50,"37,270","2,114","2,837","2,618","2,226","1,549","1,604","3,172","1,641","2,305","1,006","3,140","1,315",949,"1,629","1,385","2,322","2,762","2,696"
2020,4,60,"29,407","1,929","2,005","1,892","1,678","1,251",908,"1,872","1,126","1,295",988,"2,272","1,371","1,017","1,153","1,445","2,675","2,160","2,370"
2020,4,70,"16,975","1,167","1,121",975,"1,008",626,634,"1,139",712,784,560,"1,155",892,631,487,"1,228","1,806",992,"1,058"
2020,4,80,"8,050",455,529,444,460,261,381,627,450,460,295,572,386,278,216,503,851,402,480
2020,4,90,"1,289",85,111,85,60,39,50,85,57,71,51,100,47,40,36,89,130,76,77
2020,4,100,115,20,5,2,12,6,1,1,0,0,4,0,13,4,1,17,19,4,6
2020,5,총,"209,516","12,215","16,286","15,085","12,688","8,294","9,793","17,504","8,844","12,433","5,225","17,955","6,983","4,747","8,396","7,362","12,716","19,521","13,469"
2020,5,0,"14,053",690,"1,364","1,359",842,620,643,"1,081",591,847,248,"1,295",267,142,653,205,492,"2,000",714
2020,5,10,"18,849",808,"1,568","1,574","1,078",560,"1,005","1,434",901,"1,562",254,"2,069",368,274,784,399,793,"2,367","1,051"
2020,5,20,"23,823","1,557","1,692","1,436","1,519",851,"1,492","2,740",952,"1,455",570,"1,941",719,486,"1,023",767,"1,133","2,000","1,490"
2020,5,30,"24,535","1,553","2,139","1,973","1,518","1,144","1,178","2,431",938,"1,289",622,"1,955",717,367,"1,043",513,961,"2,694","1,500"
2020,5,40,"35,048","1,854","2,911","2,709","2,265","1,398","1,889","2,889","1,474","2,368",626,"3,428",890,559,"1,370",821,"1,534","4,032","2,031"
2020,5,50,"37,203","2,106","2,820","2,621","2,236","1,539","1,605","3,180","1,636","2,291","1,001","3,155","1,311",944,"1,625","1,377","2,301","2,766","2,689"
2020,5,60,"29,492","1,934","2,023","1,908","1,683","1,255",907,"1,880","1,132","1,301",996,"2,281","1,367","1,012","1,153","1,442","2,675","2,176","2,367"
2020,5,70,"17,013","1,154","1,121",976,"1,009",623,638,"1,149",715,783,557,"1,154",899,634,495,"1,221","1,822","1,001","1,062"
2020,5,80,"8,090",456,532,446,461,257,384,634,446,466,294,575,384,287,214,510,856,405,483
2020,5,90,"1,294",83,111,81,64,41,51,85,59,71,53,102,48,38,35,90,130,76,76
2020,5,100,116,20,5,2,13,6,1,1,0,0,4,0,13,4,1,17,19,4,6
2020,6,총,"209,285","12,171","16,301","15,058","12,746","8,284","9,781","17,474","8,817","12,422","5,209","17,977","6,967","4,718","8,369","7,353","12,692","19,531","13,415"
2020,6,0,"13,954",683,"1,364","1,351",835,626,639,"1,073",581,838,245,"1,289",269,138,641,208,487,"1,987",700
2020,6,10,"18,794",801,"1,580","1,565","1,086",554,997,"1,430",907,"1,552",252,"2,065",369,268,786,399,782,"2,361","1,040"
2020,6,20,"23,695","1,533","1,700","1,420","1,542",826,"1,471","2,735",932,"1,457",565,"1,954",700,479,"1,012",760,"1,134","1,991","1,484"
2020,6,30,"24,519","1,545","2,124","1,970","1,510","1,173","1,189","2,418",937,"1,293",620,"1,965",717,367,"1,040",512,954,"2,696","1,489"
2020,6,40,"34,961","1,857","2,911","2,706","2,274","1,377","1,891","2,883","1,465","2,353",615,"3,426",885,555,"1,367",818,"1,511","4,040","2,027"
2020,6,50,"37,099","2,090","2,810","2,615","2,253","1,541","1,610","3,166","1,629","2,299",991,"3,151","1,306",928,"1,611","1,378","2,302","2,752","2,667"
2020,6,60,"29,687","1,947","2,042","1,927","1,687","1,260",913,"1,898","1,140","1,307","1,010","2,297","1,376","1,016","1,170","1,439","2,682","2,211","2,365"
2020,6,70,"17,060","1,157","1,118",980,"1,016",624,638,"1,145",720,790,560,"1,154",904,639,489,"1,217","1,833","1,004","1,072"
2020,6,80,"8,103",454,536,445,463,256,381,639,448,461,295,575,380,286,216,515,855,407,491
2020,6,90,"1,298",85,110,78,67,41,51,86,58,72,52,101,48,38,36,90,133,78,74
2020,6,100,115,19,6,1,13,6,1,1,0,0,4,0,13,4,1,17,19,4,6
2020,7,총,"209,305","12,162","16,332","15,094","12,838","8,271","9,774","17,470","8,783","12,404","5,196","17,931","6,943","4,695","8,475","7,328","12,681","19,572","13,356"
2020,7,0,"13,961",676,"1,383","1,353",843,624,641,"1,072",574,840,243,"1,283",267,135,651,204,489,"1,990",693
2020,7,10,"18,751",802,"1,582","1,565","1,102",555,"1,001","1,420",901,"1,545",247,"2,050",358,264,790,400,777,"2,353","1,039"
2020,7,20,"23,627","1,539","1,700","1,428","1,537",812,"1,476","2,734",918,"1,453",559,"1,941",692,480,"1,006",747,"1,133","2,004","1,468"
2020,7,30,"24,418","1,540","2,120","1,960","1,525","1,161","1,181","2,409",930,"1,292",616,"1,949",717,358,"1,055",506,949,"2,670","1,480"
2020,7,40,"34,942","1,846","2,913","2,709","2,293","1,382","1,883","2,889","1,457","2,348",613,"3,408",883,552,"1,377",808,"1,504","4,065","2,012"
2020,7,50,"37,113","2,087","2,805","2,634","2,279","1,546","1,602","3,157","1,622","2,284",991,"3,162","1,300",920,"1,633","1,373","2,293","2,763","2,662"
2020,7,60,"29,831","1,950","2,046","1,945","1,696","1,260",917,"1,909","1,151","1,316","1,016","2,323","1,382","1,016","1,200","1,445","2,683","2,220","2,356"
2020,7,70,"17,115","1,169","1,128",971,"1,023",627,636,"1,150",724,791,559,"1,152",907,637,507,"1,214","1,834","1,013","1,073"
2020,7,80,"8,129",450,538,448,459,256,387,642,446,463,297,563,378,292,220,523,864,409,494
2020,7,90,"1,302",84,111,80,68,42,49,87,60,72,51,99,46,37,35,91,136,81,73
2020,7,100,116,19,6,1,13,6,1,1,0,0,4,1,13,4,1,17,19,4,6
2020,8,총,"208,981","12,171","16,338","15,090","12,855","8,305","9,770","17,431","8,772","12,337","5,200","17,898","6,901","4,691","8,473","7,288","12,628","19,548","13,285"
2020,8,0,"13,913",674,"1,389","1,345",849,634,640,"1,047",573,833,239,"1,292",265,128,649,201,477,"1,996",682
2020,8,10,"18,650",802,"1,584","1,569","1,093",554,998,"1,418",900,"1,511",245,"2,034",348,265,785,394,775,"2,342","1,033"
2020,8,20,"23,578","1,548","1,696","1,411","1,547",821,"1,485","2,718",920,"1,453",558,"1,941",674,474,"1,002",737,"1,134","2,008","1,451"
2020,8,30,"24,296","1,539","2,115","1,962","1,528","1,167","1,174","2,390",918,"1,281",617,"1,925",712,357,"1,055",499,943,"2,650","1,464"
2020,8,40,"34,861","1,845","2,908","2,712","2,286","1,390","1,884","2,884","1,452","2,333",612,"3,412",875,548,"1,373",801,"1,497","4,060","1,989"
2020,8,50,"36,987","2,081","2,803","2,627","2,289","1,543","1,590","3,146","1,609","2,278",989,"3,146","1,290",920,"1,631","1,366","2,274","2,764","2,641"
2020,8,60,"29,978","1,955","2,063","1,967","1,699","1,259",921,"1,937","1,165","1,326","1,023","2,330","1,384","1,024","1,208","1,442","2,680","2,223","2,372"
2020,8,70,"17,126","1,163","1,127",970,"1,029",631,637,"1,155",719,791,554,"1,156",913,636,510,"1,212","1,832","1,012","1,079"
2020,8,80,"8,170",459,536,449,456,258,390,643,455,459,307,563,383,297,224,528,863,409,491
2020,8,90,"1,307",86,112,76,66,42,50,92,61,72,52,98,44,38,35,91,135,80,77
2020,8,100,115,19,5,2,13,6,1,1,0,0,4,1,13,4,1,17,18,4,6
2020,9,총,"208,856","12,131","16,278","15,109","13,059","8,292","9,761","17,411","8,743","12,308","5,180","17,918","6,914","4,664","8,458","7,244","12,619","19,548","13,219"
2020,9,0,"13,882",678,"1,378","1,356",879,628,638,"1,037",567,833,235,"1,291",265,129,646,199,478,"1,981",664
2020,9,10,"18,576",797,"1,573","1,563","1,101",552,985,"1,427",897,"1,503",238,"2,037",340,258,775,385,769,"2,348","1,028"
2020,9,20,"23,526","1,551","1,685","1,415","1,583",813,"1,495","2,699",916,"1,439",557,"1,930",667,470,"1,001",734,"1,129","2,005","1,437"
2020,9,30,"24,203","1,516","2,086","1,965","1,573","1,169","1,160","2,377",913,"1,285",611,"1,936",717,355,"1,047",490,934,"2,628","1,441"
2020,9,40,"34,783","1,840","2,904","2,708","2,318","1,382","1,876","2,878","1,435","2,323",609,"3,397",869,542,"1,359",794,"1,500","4,068","1,981"
2020,9,50,"36,993","2,078","2,794","2,624","2,322","1,530","1,600","3,161","1,608","2,272",987,"3,154","1,301",909,"1,636","1,356","2,264","2,775","2,622"
2020,9,60,"30,095","1,951","2,074","1,979","1,707","1,275",923,"1,943","1,173","1,331","1,022","2,343","1,388","1,023","1,223","1,441","2,683","2,225","2,391"
2020,9,70,"17,145","1,160","1,123",975,"1,033",641,644,"1,154",714,787,557,"1,158",918,628,509,"1,210","1,836","1,021","1,077"
2020,9,80,"8,215",455,541,444,465,253,392,643,459,457,307,570,393,308,225,529,870,410,494
2020,9,90,"1,323",86,115,78,65,43,47,91,61,78,53,101,43,38,36,89,138,83,78
2020,9,100,115,19,5,2,13,6,1,1,0,0,4,1,13,4,1,17,18,4,6
2020,10,총,"208,921","12,078","16,326","15,125","13,409","8,289","9,757","17,385","8,730","12,269","5,161","17,930","6,910","4,643","8,423","7,219","12,568","19,530","13,169"
2020,10,0,"13,856",666,"1,388","1,367",940,633,634,"1,012",557,822,230,"1,291",266,125,633,192,469,"1,974",657
2020,10,10,"18,530",794,"1,570","1,568","1,123",551,978,"1,417",899,"1,497",234,"2,035",332,258,776,382,754,"2,348","1,014"
2020,10,20,"23,508","1,548","1,710","1,403","1,612",813,"1,492","2,690",917,"1,430",553,"1,947",674,454,997,729,"1,123","1,986","1,430"
2020,10,30,"24,147","1,495","2,087","1,957","1,678","1,165","1,150","2,368",897,"1,268",608,"1,926",713,357,"1,031",490,925,"2,616","1,416"
2020,10,40,"34,734","1,830","2,908","2,718","2,374","1,373","1,865","2,864","1,435","2,302",608,"3,390",867,534,"1,352",771,"1,490","4,068","1,985"
2020,10,50,"36,983","2,059","2,811","2,618","2,355","1,525","1,613","3,167","1,610","2,277",979,"3,158","1,295",900,"1,626","1,349","2,250","2,778","2,613"
2020,10,60,"30,267","1,961","2,061","1,984","1,741","1,287",930,"1,964","1,181","1,348","1,030","2,348","1,392","1,027","1,228","1,453","2,694","2,242","2,396"
2020,10,70,"17,167","1,156","1,120",978,"1,040",632,650,"1,166",714,789,555,"1,164",917,630,515,"1,214","1,830","1,024","1,073"
2020,10,80,"8,279",462,548,452,468,259,397,645,457,459,305,566,398,317,228,534,878,406,500
2020,10,90,"1,334",88,118,78,64,45,47,91,63,77,55,104,43,37,36,88,137,84,79
2020,10,100,116,19,5,2,14,6,1,1,0,0,4,1,13,4,1,17,18,4,6
2020,11,총,"208,741","12,061","16,344","15,103","13,580","8,295","9,727","17,372","8,687","12,265","5,160","17,868","6,875","4,628","8,409","7,194","12,541","19,509","13,123"
2020,11,0,"13,785",662,"1,384","1,374",956,628,633,"1,004",549,821,225,"1,274",260,123,627,187,460,"1,962",656
2020,11,10,"18,479",789,"1,558","1,566","1,156",554,960,"1,421",890,"1,492",232,"2,014",320,253,784,381,746,"2,366",997
2020,11,20,"23,444","1,529","1,701","1,396","1,615",800,"1,491","2,693",915,"1,430",555,"1,945",669,454,979,723,"1,124","1,980","1,445"
2020,11,30,"24,023","1,482","2,097","1,966","1,709","1,163","1,127","2,353",872,"1,274",604,"1,913",713,350,"1,025",481,920,"2,584","1,390"
2020,11,40,"34,681","1,833","2,908","2,701","2,410","1,394","1,858","2,836","1,427","2,287",612,"3,386",853,537,"1,355",762,"1,485","4,072","1,965"
2020,11,50,"36,966","2,065","2,808","2,608","2,376","1,522","1,611","3,174","1,610","2,283",969,"3,161","1,298",884,"1,617","1,349","2,233","2,787","2,611"
2020,11,60,"30,397","1,966","2,084","1,980","1,765","1,283",948,"1,982","1,189","1,355","1,034","2,344","1,394","1,032","1,239","1,460","2,693","2,249","2,400"
2020,11,70,"17,186","1,154","1,134",975,"1,042",638,650,"1,157",710,788,562,"1,165",915,634,515,"1,212","1,839","1,015","1,081"
2020,11,80,"8,329",476,549,454,473,260,402,658,461,460,307,561,396,318,231,534,888,409,492
2020,11,90,"1,335",86,115,81,64,47,46,93,64,75,56,104,44,39,36,88,136,81,80
2020,11,100,116,19,6,2,14,6,1,1,0,0,4,1,13,4,1,17,17,4,6
2020,12,총,"208,551","12,062","16,360","15,103","13,741","8,320","9,741","17,355","8,633","12,280","5,164","17,808","6,864","4,601","8,371","7,159","12,472","19,450","13,067"
2020,12,0,"13,758",665,"1,399","1,380",976,639,632,994,540,826,224,"1,276",254,121,624,187,447,"1,928",646
2020,12,10,"18,423",779,"1,559","1,571","1,166",548,958,"1,425",875,"1,486",231,"2,007",317,246,778,379,732,"2,376",990
2020,12,20,"23,335","1,535","1,685","1,366","1,626",799,"1,494","2,697",911,"1,429",553,"1,922",669,444,973,711,"1,118","1,954","1,449"
2020,12,30,"23,993","1,485","2,095","1,981","1,741","1,172","1,144","2,352",857,"1,270",594,"1,916",707,346,"1,013",486,901,"2,560","1,373"
2020,12,40,"34,606","1,828","2,914","2,693","2,448","1,401","1,835","2,828","1,416","2,287",616,"3,366",849,532,"1,344",746,"1,466","4,075","1,962"
2020,12,50,"36,895","2,064","2,806","2,622","2,407","1,507","1,623","3,162","1,600","2,283",971,"3,147","1,290",882,"1,601","1,343","2,214","2,789","2,584"
2020,12,60,"30,506","1,969","2,095","1,978","1,774","1,300",948,"1,988","1,197","1,374","1,042","2,341","1,404","1,038","1,258","1,445","2,698","2,249","2,408"
2020,12,70,"17,214","1,155","1,130",980,"1,045",639,648,"1,158",702,788,566,"1,166",918,635,513,"1,221","1,852","1,023","1,075"
2020,12,80,"8,377",478,552,451,482,260,411,661,471,464,308,560,398,315,230,535,889,417,495
2020,12,90,"1,328",85,119,79,62,49,47,89,64,73,55,106,45,38,36,89,138,75,79
2020,12,100,116,19,6,2,14,6,1,1,0,0,4,1,13,4,1,17,17,4,6
2021,1,총,"208,369","12,021","16,398","15,122","13,828","8,342","9,732","17,340","8,619","12,280","5,174","17,764","6,815","4,570","8,356","7,122","12,419","19,441","13,026"
2021,1,0,"13,674",649,"1,401","1,390",974,629,626,987,543,835,224,"1,260",249,115,609,186,442,"1,924",631
2021,1,10,"18,453",768,"1,578","1,571","1,182",560,959,"1,423",878,"1,475",233,"2,009",320,246,780,375,724,"2,379",993
2021,1,20,"23,248","1,545","1,668","1,365","1,647",802,"1,483","2,678",901,"1,431",547,"1,914",657,435,977,697,"1,110","1,938","1,453"
2021,1,30,"23,938","1,465","2,105","1,968","1,744","1,174","1,134","2,369",852,"1,278",600,"1,908",699,339,"1,011",486,885,"2,554","1,367"
2021,1,40,"34,463","1,826","2,914","2,697","2,466","1,414","1,836","2,794","1,410","2,274",609,"3,331",833,531,"1,329",731,"1,455","4,081","1,932"
2021,1,50,"36,852","2,050","2,816","2,626","2,420","1,500","1,622","3,161","1,597","2,284",979,"3,151","1,273",882,"1,603","1,344","2,188","2,776","2,580"
2021,1,60,"30,640","1,977","2,101","1,979","1,789","1,313",963,"2,009","1,203","1,370","1,040","2,350","1,418","1,036","1,266","1,437","2,710","2,255","2,424"
2021,1,70,"17,204","1,153","1,128",985,"1,046",633,648,"1,163",703,787,570,"1,171",905,628,517,"1,219","1,849","1,037","1,062"
2021,1,80,"8,425",480,558,456,481,263,414,661,465,474,311,561,405,315,228,542,894,418,499
2021,1,90,"1,355",89,123,83,65,49,46,94,67,72,57,108,43,39,35,88,145,74,78
2021,1,100,117,19,6,2,14,5,1,1,0,0,4,1,13,4,1,17,17,5,7
2021,2,총,"208,208","11,967","16,419","15,121","13,892","8,376","9,723","17,379","8,618","12,273","5,146","17,738","6,770","4,563","8,321","7,101","12,380","19,442","12,979"
2021,2,0,"13,665",640,"1,396","1,401",984,635,624,993,548,840,223,"1,260",249,113,601,185,435,"1,911",627
2021,2,10,"18,378",761,"1,567","1,560","1,183",576,953,"1,432",872,"1,466",228,"2,004",305,242,773,367,712,"2,392",985
2021,2,20,"23,146","1,530","1,681","1,346","1,655",802,"1,473","2,671",890,"1,424",543,"1,887",646,438,970,701,"1,113","1,943","1,433"
2021,2,30,"23,799","1,471","2,102","1,960","1,746","1,177","1,130","2,365",846,"1,270",589,"1,895",700,335,983,481,873,"2,515","1,361"
2021,2,40,"34,427","1,809","2,922","2,708","2,469","1,417","1,829","2,794","1,404","2,270",612,"3,328",824,531,"1,329",736,"1,441","4,085","1,919"
2021,2,50,"36,774","2,036","2,820","2,612","2,425","1,504","1,618","3,172","1,604","2,274",966,"3,159","1,260",877,"1,602","1,312","2,178","2,792","2,563"
2021,2,60,"30,816","1,981","2,121","2,003","1,820","1,313",981,"2,023","1,213","1,385","1,045","2,361","1,414","1,036","1,277","1,447","2,712","2,259","2,425"
2021,2,70,"17,242","1,153","1,129",987,"1,045",636,652,"1,167",705,794,568,"1,169",906,626,520,"1,221","1,854","1,039","1,071"
2021,2,80,"8,472",477,556,461,483,259,418,661,466,474,314,563,411,324,228,544,900,427,506
2021,2,90,"1,372",91,118,81,68,52,44,100,70,75,54,111,42,37,37,89,145,76,82
2021,2,100,117,18,7,2,14,5,1,1,0,1,4,1,13,4,1,18,17,3,7
2021,3,총,"207,507","11,966","16,341","15,102","13,918","8,378","9,698","17,379","8,592","12,253","5,146","17,678","6,664","4,500","8,291","7,074","12,232","19,390","12,905"
2021,3,0,"13,628",637,"1,383","1,411","1,000",638,625,982,542,835,228,"1,251",245,109,602,182,431,"1,900",627
2021,3,10,"18,255",761,"1,555","1,545","1,188",570,947,"1,415",868,"1,458",225,"1,990",301,237,766,367,700,"2,388",974
2021,3,20,"23,031","1,529","1,666","1,319","1,642",803,"1,474","2,687",882,"1,417",531,"1,881",630,433,975,690,"1,099","1,959","1,414"
2021,3,30,"23,643","1,470","2,072","1,959","1,754","1,178","1,115","2,350",838,"1,277",593,"1,880",680,333,969,472,857,"2,485","1,361"
2021,3,40,"34,289","1,790","2,908","2,705","2,475","1,420","1,827","2,784","1,401","2,261",614,"3,299",809,527,"1,317",747,"1,417","4,082","1,906"
2021,3,50,"36,582","2,038","2,825","2,601","2,431","1,504","1,607","3,172","1,608","2,271",955,"3,150","1,242",847,"1,589","1,304","2,134","2,768","2,536"
2021,3,60,"30,908","1,988","2,125","2,019","1,811","1,306",983,"2,054","1,202","1,387","1,063","2,387","1,412","1,038","1,284","1,444","2,718","2,256","2,431"
2021,3,70,"17,254","1,163","1,131",995,"1,045",640,649,"1,178",717,791,572,"1,174",891,619,521,"1,229","1,829","1,045","1,065"
2021,3,80,"8,512",481,556,463,485,261,425,659,465,482,313,558,415,324,229,550,905,434,507
2021,3,90,"1,345",91,116,83,73,53,45,97,69,73,51,108,38,33,38,87,138,71,81
2021,3,100,60,18,4,2,14,5,1,1,0,1,1,0,1,0,1,2,4,2,3
2021,4,총,"207,429","11,964","16,356","15,100","13,961","8,374","9,706","17,403","8,590","12,241","5,147","17,656","6,645","4,483","8,302","7,062","12,206","19,364","12,869"
2021,4,0,"13,577",634,"1,384","1,396","1,001",641,620,984,532,837,221,"1,256",244,106,605,183,426,"1,889",618
2021,4,10,"18,208",765,"1,548","1,559","1,190",564,941,"1,411",863,"1,455",229,"1,982",299,232,758,365,693,"2,388",966
2021,4,20,"22,979","1,520","1,669","1,313","1,644",803,"1,487","2,687",879,"1,403",528,"1,886",630,426,973,689,"1,090","1,942","1,410"
2021,4,30,"23,614","1,472","2,070","1,955","1,775","1,171","1,116","2,341",846,"1,285",586,"1,874",671,332,975,475,847,"2,468","1,355"
2021,4,40,"34,265","1,791","2,904","2,704","2,471","1,416","1,829","2,778","1,399","2,255",621,"3,295",806,529,"1,323",746,"1,415","4,086","1,897"
2021,4,50,"36,493","2,039","2,830","2,603","2,441","1,501","1,600","3,192","1,602","2,257",949,"3,127","1,233",844,"1,574","1,292","2,129","2,757","2,523"
2021,4,60,"31,034","1,993","2,138","2,020","1,812","1,315",991,"2,068","1,212","1,393","1,071","2,392","1,418","1,034","1,298","1,446","2,721","2,279","2,433"
2021,4,70,"17,273","1,155","1,135",995,"1,049",642,652,"1,178",721,792,576,"1,174",889,623,525,"1,230","1,831","1,042","1,064"
2021,4,80,"8,561",487,557,469,490,262,426,665,462,490,313,563,415,319,233,548,908,436,518
2021,4,90,"1,362",90,117,84,73,54,43,98,74,73,52,107,39,38,37,85,142,74,82
2021,4,100,63,18,4,2,15,5,1,1,0,1,1,0,1,0,1,3,4,3,3
2021,5,총,"207,120","11,859","16,247","15,138","13,973","8,383","9,711","17,401","8,603","12,236","5,148","17,644","6,638","4,489","8,279","7,001","12,157","19,364","12,849"
