년도,월,나이,안산시,상록구,일동,이동,사동,사이동,해양동,본오1동,본오2동,본오3동,부곡동,월피동,성포동,반월동,안산동,단원구,와동,고잔동,중앙동,호수동,원곡동,백운동,신길동,초지동,선부1동,선부2동,선부3동,대부동
2020,3,60,"31,521","16,763","1,212","1,227","1,300","1,538",961,"1,675","1,260","1,032","1,061","1,819","1,495","1,470",713,"14,758","1,756","1,151","1,296","1,693",422,"1,097","1,158","1,980",846,891,"1,517",951
2020,3,70,"16,027","9,230",810,684,940,681,293,"1,042",814,651,642,931,604,791,347,"6,797",962,592,442,608,300,413,478,975,396,420,701,510
2020,3,80,"9,321","5,310",398,360,753,423,172,553,449,340,353,608,389,338,174,"4,011",515,363,267,410,150,184,286,586,253,267,409,321
2020,3,90,"1,572",912,71,70,136,60,40,79,67,49,49,101,76,70,44,660,87,46,63,78,19,26,44,104,36,39,58,60
2020,3,100,84,44,3,5,10,5,1,1,3,0,2,4,4,2,4,40,3,4,3,2,5,7,3,5,0,2,3,3
2020,4,총,"318,542","170,834","12,615","11,518","16,207","16,463","13,470","18,858","13,814","10,346","10,799","19,314","13,972","9,033","4,425","147,708","18,393","11,095","12,978","22,329","2,732","9,156","10,607","23,116","7,590","8,055","17,580","4,077"
2020,4,0,"22,642","11,923",963,635,"1,012","1,343","1,492","1,389",836,526,771,"1,195",902,597,262,"10,719","1,322",656,856,"1,790",151,678,842,"1,934",537,495,"1,325",133
2020,4,10,"32,148","17,142","1,322",841,"1,497","1,854","1,669","2,068","1,551",923,"1,127","1,935","1,303",666,386,"15,006","1,917",992,"1,169","2,602",157,901,"1,267","2,521",652,825,"1,831",172
2020,4,20,"49,659","26,882","1,895","2,133","2,781","2,512","1,977","2,807","2,178","1,746","1,668","3,276","2,348","1,021",540,"22,777","2,693","2,087","2,539","3,772",198,"1,375","1,350","3,481","1,052","1,195","2,724",311
2020,4,30,"39,305","20,313","1,511","1,623","2,022","2,004","1,902","2,293","1,440","1,215","1,157","2,052","1,607","1,048",439,"18,992","2,346","1,403","1,927","2,745",268,"1,157","1,300","3,252","1,057",874,"2,393",270
2020,4,40,"54,353","29,087","2,202","1,845","2,800","2,870","2,532","3,484","2,477","1,696","1,828","3,285","2,144","1,270",654,"25,266","3,358","1,726","2,023","4,073",430,"1,471","1,861","4,188","1,191","1,375","3,174",396
2020,4,50,"61,542","32,994","2,216","2,081","2,949","3,154","2,340","3,473","2,712","2,168","2,132","4,079","3,077","1,753",860,"28,548","3,428","2,062","2,394","4,545",630,"1,840","2,009","4,062","1,526","1,681","3,426",945
2020,4,60,"31,768","16,925","1,211","1,235","1,308","1,554","1,027","1,675","1,271","1,033","1,067","1,844","1,513","1,475",712,"14,843","1,753","1,165","1,299","1,704",421,"1,095","1,165","1,990",877,890,"1,530",954
2020,4,70,"16,093","9,262",819,688,939,682,305,"1,033",821,652,639,931,609,798,346,"6,831",960,596,441,600,301,420,477,991,408,420,705,512
2020,4,80,"9,364","5,339",401,360,752,423,184,557,456,341,356,610,389,334,176,"4,025",523,359,264,418,151,185,291,588,253,260,411,322
2020,4,90,"1,581",921,72,71,136,63,41,78,69,46,52,103,76,68,46,660,90,45,62,78,20,27,42,104,37,38,58,59
2020,4,100,87,46,3,6,11,4,1,1,3,0,2,4,4,3,4,41,3,4,4,2,5,7,3,5,0,2,3,3
2020,5,총,"318,794","171,181","12,590","11,459","16,141","16,473","14,238","18,785","13,780","10,323","10,776","19,221","13,939","9,024","4,432","147,613","18,367","11,094","12,921","22,228","2,726","9,158","10,601","23,096","7,769","7,982","17,587","4,084"
2020,5,0,"22,585","11,902",953,624,993,"1,334","1,592","1,378",825,521,755,"1,183",893,587,264,"10,683","1,317",653,845,"1,777",153,681,843,"1,923",554,488,"1,316",133
2020,5,10,"32,055","17,128","1,320",827,"1,496","1,842","1,747","2,061","1,531",918,"1,125","1,914","1,295",666,386,"14,927","1,903",995,"1,157","2,576",154,895,"1,266","2,510",653,814,"1,831",173
2020,5,20,"49,685","26,938","1,896","2,122","2,762","2,528","2,112","2,778","2,183","1,732","1,662","3,267","2,335","1,021",540,"22,747","2,681","2,078","2,536","3,742",202,"1,380","1,346","3,481","1,087","1,191","2,717",306
2020,5,30,"39,325","20,322","1,503","1,610","1,996","2,006","2,034","2,267","1,435","1,212","1,156","2,021","1,612","1,038",432,"19,003","2,341","1,402","1,912","2,735",269,"1,151","1,295","3,253","1,099",865,"2,406",275
2020,5,40,"54,234","29,047","2,185","1,826","2,802","2,857","2,661","3,466","2,453","1,693","1,809","3,267","2,124","1,263",641,"25,187","3,361","1,730","2,008","4,055",417,"1,471","1,854","4,167","1,221","1,366","3,142",395
2020,5,50,"61,719","33,155","2,210","2,080","2,949","3,157","2,486","3,476","2,724","2,171","2,147","4,063","3,068","1,753",871,"28,564","3,420","2,055","2,402","4,531",630,"1,849","2,008","4,066","1,543","1,666","3,440",954
2020,5,60,"31,972","17,069","1,223","1,235","1,321","1,561","1,062","1,686","1,282","1,040","1,068","1,861","1,531","1,482",717,"14,903","1,755","1,176","1,297","1,711",422,"1,089","1,172","2,009",898,880,"1,540",954
2020,5,70,"16,143","9,284",822,693,923,696,316,"1,031",820,647,642,929,609,805,351,"6,859",969,593,433,604,304,421,481,991,416,415,718,514
2020,5,80,"9,387","5,355",403,364,752,423,183,560,453,341,359,608,391,338,180,"4,032",526,361,263,416,152,186,288,590,260,258,415,317
2020,5,90,"1,601",933,71,72,136,65,44,81,71,48,51,103,77,68,46,668,91,48,65,79,18,28,45,100,38,37,59,60
2020,5,100,88,48,4,6,11,4,1,1,3,0,2,5,4,3,4,40,3,3,3,2,5,7,3,6,0,2,3,3
2020,6,총,"318,973","171,309","12,558","11,407","16,098","16,485","14,598","18,712","13,749","10,321","10,759","19,183","13,942","9,062","4,435","147,664","18,525","11,078","12,826","22,270","2,698","9,142","10,626","23,132","7,862","7,893","17,483","4,129"
2020,6,0,"22,522","11,847",955,614,969,"1,322","1,640","1,362",805,512,759,"1,172",893,586,258,"10,675","1,326",651,841,"1,778",153,676,846,"1,926",568,480,"1,297",133
2020,6,10,"31,950","17,106","1,319",818,"1,482","1,844","1,767","2,047","1,539",922,"1,111","1,911","1,296",664,386,"14,844","1,925",976,"1,145","2,560",149,887,"1,266","2,501",654,805,"1,798",178
2020,6,20,"49,710","26,972","1,886","2,124","2,768","2,534","2,190","2,768","2,183","1,729","1,645","3,271","2,319","1,021",534,"22,738","2,703","2,076","2,523","3,761",197,"1,370","1,353","3,465","1,113","1,171","2,702",304
2020,6,30,"39,385","20,321","1,500","1,587","1,990","2,006","2,100","2,248","1,425","1,200","1,160","2,009","1,617","1,046",433,"19,064","2,358","1,415","1,910","2,740",267,"1,154","1,304","3,255","1,117",855,"2,403",286
2020,6,40,"54,108","28,973","2,180","1,810","2,771","2,851","2,730","3,445","2,430","1,684","1,798","3,247","2,119","1,266",642,"25,135","3,386","1,721","1,972","4,058",408,"1,463","1,860","4,169","1,228","1,350","3,121",399
2020,6,50,"61,716","33,185","2,198","2,080","2,958","3,152","2,542","3,472","2,712","2,169","2,148","4,060","3,069","1,754",871,"28,531","3,445","2,037","2,382","4,518",624,"1,867","2,002","4,072","1,553","1,650","3,410",971
2020,6,60,"32,290","17,262","1,220","1,243","1,333","1,590","1,077","1,707","1,302","1,064","1,077","1,877","1,547","1,505",720,"15,028","1,784","1,190","1,296","1,744",419,"1,076","1,187","2,036",905,877,"1,548",966
2020,6,70,"16,225","9,318",823,699,924,696,324,"1,025",829,648,648,931,607,809,355,"6,907",970,597,426,614,308,431,477,"1,007",423,414,725,515
2020,6,80,"9,366","5,338",401,354,755,422,182,559,450,343,359,596,393,339,185,"4,028",535,363,264,415,150,182,284,589,263,255,414,314
2020,6,90,"1,608",937,72,72,137,64,45,78,71,50,52,103,78,68,47,671,89,49,64,79,18,28,44,106,38,34,62,60
2020,6,100,93,50,4,6,11,4,1,1,3,0,2,6,4,4,4,43,4,3,3,3,5,8,3,6,0,2,3,3
2020,7,총,"318,834","171,179","12,519","11,389","16,037","16,475","14,826","18,618","13,710","10,309","10,746","19,099","13,894","9,140","4,417","147,655","18,556","11,064","12,759","22,295","2,671","9,167","10,634","23,133","7,929","7,831","17,460","4,156"
2020,7,0,"22,380","11,734",944,598,950,"1,314","1,642","1,351",795,501,755,"1,159",883,586,256,"10,646","1,332",642,838,"1,774",147,675,844,"1,925",575,477,"1,285",132
2020,7,10,"31,804","17,025","1,320",816,"1,465","1,836","1,784","2,020","1,542",925,"1,101","1,893","1,286",656,381,"14,779","1,911",969,"1,136","2,550",150,880,"1,260","2,500",654,795,"1,794",180
2020,7,20,"49,667","26,956","1,868","2,123","2,757","2,533","2,233","2,782","2,168","1,730","1,646","3,241","2,316","1,035",524,"22,711","2,709","2,084","2,507","3,767",192,"1,385","1,360","3,449","1,107","1,161","2,686",304
2020,7,30,"39,340","20,285","1,489","1,577","1,977","1,999","2,156","2,216","1,422","1,196","1,150","2,012","1,592","1,066",433,"19,055","2,357","1,419","1,899","2,766",268,"1,153","1,284","3,245","1,129",852,"2,394",289
2020,7,40,"53,912","28,848","2,174","1,811","2,751","2,829","2,759","3,413","2,427","1,674","1,790","3,213","2,106","1,266",635,"25,064","3,377","1,708","1,960","4,039",404,"1,461","1,864","4,180","1,228","1,331","3,107",405
2020,7,50,"61,853","33,261","2,177","2,087","2,968","3,169","2,592","3,467","2,693","2,165","2,160","4,066","3,075","1,774",868,"28,592","3,466","2,037","2,372","4,527",616,"1,883","2,009","4,074","1,577","1,634","3,421",976
2020,7,60,"32,465","17,365","1,236","1,245","1,335","1,602","1,102","1,702","1,306","1,068","1,081","1,884","1,556","1,524",724,"15,100","1,796","1,184","1,283","1,757",415,"1,077","1,200","2,045",923,881,"1,562",977
2020,7,70,"16,275","9,339",835,696,917,705,329,"1,020",837,655,640,925,608,816,356,"6,936",972,606,434,618,302,432,477,"1,014",428,412,728,513
2020,7,80,"9,428","5,377",400,360,768,417,182,569,448,346,370,598,385,345,189,"4,051",542,362,261,412,154,185,287,591,267,253,420,317
2020,7,90,"1,613",936,72,70,139,66,46,77,69,49,51,101,82,68,46,677,90,50,66,82,18,28,46,104,40,33,60,60
2020,7,100,97,53,4,6,10,5,1,1,3,0,2,7,5,4,5,44,4,3,3,3,5,8,3,6,1,2,3,3
2020,8,총,"318,651","171,033","12,460","11,367","15,991","16,482","14,944","18,578","13,694","10,274","10,729","19,059","13,858","9,191","4,406","147,618","18,572","11,096","12,745","22,287","2,678","9,152","10,616","23,182","7,926","7,771","17,437","4,156"
2020,8,0,"22,253","11,672",930,597,931,"1,309","1,665","1,347",786,498,745,"1,149",869,590,256,"10,581","1,333",644,824,"1,769",147,658,836,"1,925",571,472,"1,271",131
2020,8,10,"31,633","16,923","1,308",814,"1,459","1,826","1,781","2,024","1,530",917,"1,085","1,873","1,273",658,375,"14,710","1,900",965,"1,129","2,542",152,879,"1,252","2,492",648,786,"1,786",179
2020,8,20,"49,625","26,903","1,862","2,114","2,742","2,523","2,251","2,776","2,170","1,730","1,650","3,232","2,296","1,034",523,"22,722","2,725","2,093","2,504","3,765",195,"1,379","1,354","3,461","1,104","1,151","2,683",308
2020,8,30,"39,199","20,194","1,469","1,568","1,970","2,002","2,173","2,180","1,410","1,179","1,143","2,005","1,595","1,071",429,"19,005","2,344","1,428","1,888","2,754",266,"1,152","1,276","3,248","1,135",843,"2,383",288
2020,8,40,"53,696","28,726","2,168","1,800","2,730","2,822","2,762","3,403","2,414","1,661","1,775","3,192","2,094","1,275",630,"24,970","3,368","1,708","1,962","4,021",408,"1,458","1,859","4,155","1,219","1,310","3,099",403
2020,8,50,"61,981","33,314","2,179","2,079","2,972","3,182","2,616","3,464","2,696","2,169","2,180","4,055","3,073","1,784",865,"28,667","3,485","2,034","2,374","4,533",612,"1,888","2,010","4,107","1,580","1,633","3,429",982
2020,8,60,"32,740","17,533","1,235","1,261","1,355","1,613","1,120","1,709","1,327","1,071","1,089","1,915","1,578","1,535",725,"15,207","1,806","1,194","1,295","1,779",417,"1,082","1,210","2,061",932,881,"1,574",976
2020,8,70,"16,317","9,359",831,701,903,718,339,"1,020",837,652,641,927,606,824,360,"6,958",966,615,435,623,305,436,480,"1,024",427,408,728,511
2020,8,80,"9,485","5,416",402,359,777,413,190,574,453,347,369,604,389,347,192,"4,069",550,363,261,416,153,185,289,598,269,254,419,312
2020,8,90,"1,625",940,72,68,141,69,46,80,68,50,50,100,81,69,46,685,91,50,70,82,18,27,47,105,40,31,61,63
2020,8,100,97,53,4,6,11,5,1,1,3,0,2,7,4,4,5,44,4,2,3,3,5,8,3,6,1,2,4,3
2020,9,총,"318,518","170,868","12,425","11,311","15,958","16,451","15,054","18,537","13,673","10,249","10,704","19,042","13,847","9,220","4,397","147,650","18,571","11,100","12,747","22,314","2,671","9,172","10,606","23,176","8,015","7,702","17,414","4,162"
2020,9,0,"22,094","11,557",916,571,914,"1,300","1,679","1,329",776,489,736,"1,141",859,595,252,"10,537","1,332",642,826,"1,764",142,656,820,"1,918",582,463,"1,260",132
2020,9,10,"31,466","16,840","1,294",805,"1,462","1,814","1,781","2,002","1,530",902,"1,079","1,864","1,277",653,377,"14,626","1,888",957,"1,104","2,539",155,890,"1,247","2,470",652,780,"1,767",177
2020,9,20,"49,643","26,881","1,870","2,103","2,736","2,516","2,268","2,782","2,152","1,740","1,642","3,236","2,284","1,034",518,"22,762","2,742","2,089","2,507","3,772",191,"1,371","1,352","3,464","1,127","1,143","2,692",312
2020,9,30,"39,024","20,087","1,449","1,555","1,945","1,998","2,200","2,151","1,395","1,171","1,128","2,001","1,590","1,079",425,"18,937","2,324","1,429","1,880","2,747",261,"1,165","1,266","3,256","1,156",829,"2,347",277
2020,9,40,"53,563","28,646","2,164","1,796","2,727","2,815","2,775","3,381","2,410","1,637","1,778","3,174","2,086","1,274",629,"24,917","3,366","1,705","1,965","4,005",405,"1,454","1,861","4,132","1,227","1,305","3,087",405
2020,9,50,"62,053","33,341","2,180","2,078","2,968","3,181","2,631","3,483","2,707","2,176","2,179","4,051","3,071","1,779",857,"28,712","3,475","2,040","2,368","4,549",617,"1,899","2,017","4,117","1,592","1,610","3,451",977
2020,9,60,"33,084","17,714","1,238","1,269","1,373","1,624","1,137","1,726","1,343","1,085","1,092","1,941","1,597","1,554",735,"15,370","1,825","1,205","1,317","1,803",425,"1,082","1,216","2,079",941,887,"1,597",993
2020,9,70,"16,315","9,346",833,699,903,717,343,"1,020",830,648,640,922,604,828,359,"6,969",970,616,440,626,301,438,483,"1,025",433,402,726,509
2020,9,80,"9,528","5,452",403,360,778,412,194,580,458,351,377,605,390,350,194,"4,076",553,364,265,423,150,182,288,604,264,250,422,311
2020,9,90,"1,648",949,74,69,141,69,46,82,68,50,50,100,84,70,46,699,91,51,72,83,19,27,53,105,40,31,61,66
2020,9,100,100,55,4,6,11,5,0,1,4,0,3,7,5,4,5,45,5,2,3,3,5,8,3,6,1,2,4,3
2020,10,총,"318,469","170,681","12,401","11,313","15,853","16,424","15,196","18,517","13,635","10,227","10,690","19,029","13,844","9,160","4,392","147,788","18,561","11,064","12,778","22,303","2,666","9,122","10,586","23,225","8,376","7,622","17,335","4,150"
2020,10,0,"22,032","11,504",910,568,905,"1,281","1,698","1,326",771,486,736,"1,127",862,583,251,"10,528","1,334",629,815,"1,760",143,660,819,"1,921",617,460,"1,239",131
2020,10,10,"31,295","16,723","1,289",810,"1,441","1,803","1,799","1,974","1,508",891,"1,077","1,844","1,268",646,373,"14,572","1,873",952,"1,098","2,545",152,877,"1,240","2,469",667,772,"1,749",178
2020,10,20,"49,626","26,840","1,863","2,099","2,705","2,526","2,277","2,794","2,145","1,739","1,627","3,234","2,287","1,027",517,"22,786","2,753","2,092","2,542","3,752",194,"1,354","1,339","3,466","1,194","1,118","2,677",305
2020,10,30,"38,937","20,036","1,437","1,551","1,942","1,983","2,220","2,147","1,399","1,165","1,127","1,994","1,594","1,058",419,"18,901","2,292","1,411","1,869","2,749",255,"1,151","1,269","3,269","1,216",818,"2,327",275
2020,10,40,"53,375","28,484","2,152","1,796","2,692","2,799","2,791","3,369","2,377","1,616","1,770","3,162","2,066","1,263",631,"24,891","3,354","1,700","1,971","3,992",404,"1,448","1,848","4,128","1,280","1,277","3,089",400
2020,10,50,"62,211","33,427","2,186","2,079","2,974","3,196","2,658","3,493","2,723","2,176","2,191","4,067","3,066","1,765",853,"28,784","3,489","2,041","2,364","4,559",611,"1,887","2,010","4,126","1,670","1,611","3,443",973
2020,10,60,"33,324","17,837","1,244","1,274","1,370","1,632","1,159","1,731","1,351","1,099","1,098","1,960","1,616","1,560",743,"15,487","1,836","1,206","1,337","1,817",431,"1,087","1,226","2,091",984,881,"1,595",996
2020,10,70,"16,371","9,360",832,704,903,713,347,"1,028",831,652,636,919,604,832,359,"7,011",980,618,440,619,299,439,492,"1,038",439,404,732,511
2020,10,80,"9,551","5,476",408,359,772,416,202,574,460,352,378,616,393,351,195,"4,075",554,361,266,422,153,183,287,602,268,248,417,314
2020,10,90,"1,647",940,76,67,139,70,45,81,65,51,47,98,84,71,46,707,91,52,73,85,19,27,53,109,40,31,63,64
2020,10,100,100,54,4,6,10,5,0,0,5,0,3,8,4,4,5,46,5,2,3,3,5,9,3,6,1,2,4,3
2020,11,총,"318,845","171,696","12,314","11,233","15,783","16,349","17,138","18,454","13,550","10,145","10,629","18,954","13,733","9,037","4,377","147,149","18,497","11,002","12,681","22,111","2,658","9,090","10,524","23,021","8,613","7,552","17,237","4,163"
2020,11,0,"21,974","11,623",885,556,886,"1,253","1,993","1,320",755,472,726,"1,124",831,570,252,"10,351","1,319",594,794,"1,739",142,654,798,"1,886",637,455,"1,198",135
2020,11,10,"31,194","16,736","1,272",800,"1,413","1,782","2,003","1,942","1,481",880,"1,080","1,822","1,259",637,365,"14,458","1,874",947,"1,079","2,519",149,868,"1,227","2,422",687,751,"1,761",174
2020,11,20,"49,686","26,995","1,854","2,086","2,711","2,525","2,538","2,803","2,125","1,722","1,615","3,210","2,274","1,021",511,"22,691","2,739","2,081","2,545","3,726",197,"1,331","1,333","3,436","1,222","1,111","2,660",310
2020,11,30,"38,984","20,188","1,402","1,531","1,934","1,974","2,597","2,121","1,388","1,140","1,102","1,992","1,553","1,039",415,"18,796","2,271","1,399","1,840","2,724",249,"1,158","1,260","3,244","1,264",811,"2,300",276
2020,11,40,"53,229","28,567","2,138","1,769","2,674","2,775","3,142","3,350","2,331","1,601","1,756","3,133","2,035","1,236",627,"24,662","3,338","1,687","1,952","3,921",399,"1,432","1,825","4,086","1,305","1,260","3,055",402
2020,11,50,"62,357","33,659","2,179","2,073","2,962","3,187","2,964","3,501","2,731","2,170","2,181","4,056","3,065","1,736",854,"28,698","3,485","2,039","2,336","4,518",612,"1,880","2,015","4,080","1,725","1,604","3,440",964
2020,11,60,"33,670","18,058","1,257","1,271","1,382","1,642","1,269","1,741","1,370","1,106","1,106","1,985","1,630","1,548",751,"15,612","1,832","1,217","1,353","1,828",432,"1,103","1,228","2,115","1,015",877,"1,603","1,009"
2020,11,70,"16,429","9,383",840,708,901,715,369,"1,025",839,648,640,917,599,828,354,"7,046",987,624,441,620,299,440,500,"1,036",446,403,736,514
2020,11,80,"9,572","5,486",405,365,771,421,212,567,460,355,373,613,397,348,199,"4,086",556,361,268,429,155,187,281,602,269,247,418,313
2020,11,90,"1,649",947,78,68,138,70,51,84,65,51,47,94,86,71,44,702,91,51,69,84,19,28,54,108,42,31,62,63
2020,11,100,101,54,4,6,11,5,0,0,5,0,3,8,4,3,5,47,5,2,4,3,5,9,3,6,1,2,4,3
2020,12,총,"319,111","172,436","12,278","11,168","15,727","16,273","18,447","18,409","13,537","10,117","10,616","18,857","13,681","8,972","4,354","146,675","18,403","10,984","12,615","22,003","2,663","9,084","10,515","22,888","8,647","7,517","17,177","4,179"
2020,12,0,"21,914","11,683",865,545,881,"1,224","2,191","1,296",757,464,716,"1,107",822,571,244,"10,231","1,302",579,788,"1,711",141,652,799,"1,857",628,455,"1,186",133
2020,12,10,"31,052","16,737","1,264",784,"1,401","1,765","2,156","1,927","1,459",874,"1,075","1,793","1,245",629,365,"14,315","1,859",935,"1,062","2,506",152,858,"1,222","2,367",686,747,"1,742",179
2020,12,20,"49,821","27,150","1,866","2,080","2,717","2,511","2,718","2,812","2,132","1,723","1,623","3,186","2,265","1,012",505,"22,671","2,707","2,085","2,548","3,707",196,"1,337","1,339","3,439","1,229","1,103","2,675",306
2020,12,30,"38,997","20,275","1,396","1,525","1,913","1,968","2,821","2,110","1,382","1,115","1,091","1,985","1,539","1,021",409,"18,722","2,269","1,394","1,810","2,732",250,"1,155","1,250","3,230","1,274",797,"2,282",279
2020,12,40,"53,039","28,597","2,114","1,748","2,638","2,746","3,385","3,338","2,315","1,592","1,746","3,098","2,024","1,229",624,"24,442","3,307","1,679","1,936","3,864",399,"1,423","1,817","4,019","1,307","1,250","3,034",407
2020,12,50,"62,397","33,790","2,184","2,064","2,954","3,186","3,171","3,492","2,728","2,168","2,176","4,057","3,049","1,708",853,"28,607","3,480","2,038","2,335","4,492",607,"1,873","2,008","4,069","1,731","1,594","3,425",955
