년도,월,나이,강원도 원주시,강원도 원주시 문막읍,강원도 원주시 소초면,강원도 원주시 호저면,강원도 원주시 지정면,강원도 원주시 부론면,강원도 원주시 귀래면,강원도 원주시 흥업면,강원도 원주시 판부면,강원도 원주시 신림면,강원도 원주시 중앙동,강원도 원주시 원인동,강원도 원주시 개운동,강원도 원주시 명륜1동,강원도 원주시 명륜2동,강원도 원주시 단구동,강원도 원주시 일산동,강원도 원주시 학성동,강원도 원주시 단계동,강원도 원주시 우산동,강원도 원주시 태장1동,강원도 원주시 태장2동,강원도 원주시 봉산동,강원도 원주시 행구동,강원도 원주시 무실동,강원도 원주시 반곡관설동
2020,3,0,"14,118",629,197,47,"1,999",28,27,218,204,27,26,120,390,214,436,"1,658",190,82,972,542,384,929,162,236,"1,699","2,702"
2020,3,10,"17,507",845,271,70,991,51,38,297,331,58,53,171,624,422,904,"2,565",301,154,"1,172",585,553,"1,330",346,440,"2,044","2,891"
2020,3,20,"21,183",897,411,149,"1,349",52,71,656,436,101,93,382,825,571,"1,033","2,890",849,271,"2,082",860,486,"1,386",448,413,"1,906","2,566"
2020,3,30,"22,392",946,312,102,"2,944",42,44,385,366,69,111,275,646,386,728,"2,719",412,195,"1,828",826,574,"1,405",285,337,"2,435","4,020"
2020,3,40,"29,100","1,426",475,144,"1,889",58,81,519,600,126,111,326,971,648,"1,327","4,217",531,302,"2,204","1,017",848,"2,129",562,644,"3,423","4,522"
2020,3,50,"29,895","1,553",811,327,"1,384",186,220,744,636,385,239,533,"1,281",945,"1,589","3,707",778,487,"2,800","1,098",770,"2,275",845,732,"2,685","2,885"
2020,3,60,"21,534","1,171",822,405,851,287,257,671,474,462,275,457,"1,010",699,"1,112","2,144",693,491,"1,791",839,617,"1,584",744,508,"1,630","1,540"
2020,3,70,"12,090",792,470,257,370,215,187,375,238,312,212,291,624,430,615,"1,252",420,338,727,516,394,898,514,268,679,696
2020,3,80,"7,542",487,347,263,265,171,124,269,167,198,178,187,365,231,442,651,241,174,466,262,209,558,338,190,363,396
2020,3,90,"1,333",77,57,35,46,28,27,42,37,31,37,19,60,44,74,104,48,42,91,46,25,90,57,48,91,77
2020,3,100,81,5,2,0,4,1,2,0,0,0,5,2,5,2,1,6,6,3,9,3,3,2,6,5,4,5
2020,4,총,"176,954","8,831","4,165","1,803","12,446","1,116","1,078","4,163","3,468","1,771","1,341","2,747","6,785","4,591","8,223","21,835","4,486","2,538","14,199","6,581","4,872","12,601","4,303","3,813","16,913","22,285"
2020,4,0,"14,113",623,199,48,"2,065",27,26,215,203,30,26,119,384,211,436,"1,658",191,83,966,543,379,915,163,239,"1,686","2,678"
2020,4,10,"17,476",844,267,72,"1,025",51,40,297,323,58,52,174,615,418,891,"2,543",300,151,"1,179",582,554,"1,332",339,439,"2,042","2,888"
2020,4,20,"21,164",906,408,143,"1,391",52,70,651,430,97,92,377,818,566,"1,033","2,854",862,270,"2,076",856,492,"1,394",449,407,"1,897","2,573"
2020,4,30,"22,406",937,315,106,"3,027",42,42,385,361,70,107,271,638,391,720,"2,701",418,200,"1,849",818,573,"1,402",280,337,"2,426","3,990"
2020,4,40,"29,076","1,431",473,141,"1,948",59,79,520,593,125,112,323,976,648,"1,307","4,183",535,289,"2,196","1,020",845,"2,125",556,645,"3,406","4,541"
2020,4,50,"29,914","1,551",804,330,"1,418",183,221,741,638,379,241,529,"1,282",944,"1,582","3,723",771,489,"2,813","1,090",776,"2,269",840,724,"2,679","2,897"
2020,4,60,"21,713","1,170",825,408,882,286,257,665,477,469,275,458,"1,015",701,"1,126","2,168",693,499,"1,814",844,621,"1,610",757,514,"1,634","1,545"
2020,4,70,"12,088",790,470,258,369,214,189,378,239,310,215,291,625,429,609,"1,244",422,335,736,514,388,900,516,266,684,697
2020,4,80,"7,580",494,343,263,269,174,124,270,169,202,179,183,367,237,443,654,239,177,469,264,215,565,338,188,359,395
2020,4,90,"1,342",80,59,34,48,27,28,40,35,31,37,20,60,44,75,102,49,42,92,47,26,87,59,49,96,75
2020,4,100,82,5,2,0,4,1,2,1,0,0,5,2,5,2,1,5,6,3,9,3,3,2,6,5,4,6
2020,5,총,"177,278","8,850","4,160","1,800","12,729","1,110","1,081","4,144","3,461","1,769","1,328","2,739","6,756","4,576","8,219","21,863","4,491","2,538","14,214","6,573","4,867","12,663","4,285","3,815","16,926","22,321"
2020,5,0,"14,142",627,195,51,"2,134",27,26,215,207,29,24,117,384,213,431,"1,662",189,83,953,540,384,911,161,234,"1,682","2,663"
2020,5,10,"17,436",842,264,71,"1,048",50,39,297,318,56,50,175,606,409,887,"2,525",298,152,"1,175",575,555,"1,334",330,434,"2,036","2,910"
2020,5,20,"21,180",906,399,140,"1,395",50,71,644,437,96,90,369,820,566,"1,028","2,874",864,267,"2,084",862,481,"1,404",445,414,"1,907","2,567"
2020,5,30,"22,445",931,321,109,"3,115",41,41,379,355,69,104,271,633,389,716,"2,694",412,201,"1,844",808,568,"1,411",281,336,"2,432","3,984"
2020,5,40,"29,066","1,427",472,141,"1,992",59,78,520,588,122,109,319,959,641,"1,298","4,176",537,293,"2,189","1,023",841,"2,127",546,648,"3,404","4,557"
2020,5,50,"30,001","1,553",812,331,"1,450",181,221,731,632,380,239,532,"1,271",939,"1,584","3,753",768,482,"2,831","1,086",781,"2,285",838,732,"2,672","2,917"
2020,5,60,"21,869","1,192",823,403,891,289,261,669,471,473,281,462,"1,031",703,"1,141","2,175",705,505,"1,829",849,622,"1,624",763,512,"1,644","1,551"
2020,5,70,"12,080",788,469,259,379,208,187,379,244,307,212,288,614,430,605,"1,241",421,330,740,514,391,911,517,265,685,696
2020,5,80,"7,628",497,343,261,272,175,125,270,173,206,176,186,371,241,452,656,244,179,467,262,217,567,340,188,364,396
2020,5,90,"1,350",82,60,34,50,28,30,39,36,31,38,18,62,43,76,102,48,43,93,51,24,87,58,47,96,74
2020,5,100,81,5,2,0,3,2,2,1,0,0,5,2,5,2,1,5,5,3,9,3,3,2,6,5,4,6
2020,6,총,"177,389","8,831","4,162","1,795","12,957","1,113","1,077","4,137","3,459","1,759","1,315","2,709","6,753","4,575","8,177","21,821","4,482","2,512","14,280","6,536","5,018","12,652","4,268","3,837","16,842","22,322"
2020,6,0,"14,070",615,188,47,"2,158",26,25,215,206,28,25,113,382,214,423,"1,649",188,81,945,534,388,900,162,234,"1,657","2,667"
2020,6,10,"17,436",849,266,72,"1,067",51,39,294,318,53,48,175,601,411,876,"2,517",294,143,"1,183",568,554,"1,335",331,439,"2,042","2,910"
2020,6,20,"21,192",907,412,138,"1,416",53,67,650,433,97,87,363,819,562,"1,013","2,869",867,267,"2,107",862,494,"1,408",443,417,"1,880","2,561"
2020,6,30,"22,386",917,318,109,"3,170",40,41,370,358,66,104,266,633,388,702,"2,670",408,203,"1,851",800,578,"1,404",275,338,"2,398","3,979"
2020,6,40,"29,085","1,423",469,139,"2,028",60,77,527,581,122,105,317,957,639,"1,293","4,171",532,279,"2,200","1,009",865,"2,129",546,646,"3,410","4,561"
2020,6,50,"29,995","1,552",810,332,"1,481",182,219,725,639,378,243,524,"1,269",933,"1,580","3,740",762,481,"2,835","1,089",802,"2,275",832,741,"2,654","2,917"
2020,6,60,"22,058","1,190",834,408,920,290,262,666,469,474,276,463,"1,037",712,"1,153","2,198",712,503,"1,846",848,661,"1,646",760,517,"1,655","1,558"
2020,6,70,"12,083",791,460,255,383,209,190,378,243,301,212,282,617,435,605,"1,240",421,329,740,509,421,903,513,266,683,697
2020,6,80,"7,646",500,341,261,276,172,123,271,176,208,173,184,370,239,453,661,243,181,472,262,227,566,340,187,366,394
2020,6,90,"1,356",82,62,34,55,28,32,40,36,32,37,20,63,40,77,101,50,42,92,52,25,84,60,47,92,73
2020,6,100,82,5,2,0,3,2,2,1,0,0,5,2,5,2,2,5,5,3,9,3,3,2,6,5,5,5
2020,7,총,"177,649","8,780","4,161","1,791","13,418","1,112","1,079","4,126","3,439","1,759","1,304","2,695","6,708","4,556","8,157","21,937","4,437","2,505","14,287","6,544","5,039","12,604","4,233","3,851","16,751","22,376"
2020,7,0,"14,053",604,186,45,"2,238",26,25,215,196,28,24,114,374,211,427,"1,645",185,83,940,531,387,888,156,234,"1,626","2,665"
2020,7,10,"17,410",836,268,71,"1,106",51,41,303,320,52,46,172,597,409,861,"2,531",283,141,"1,173",557,555,"1,320",327,436,"2,035","2,919"
2020,7,20,"21,194",908,402,135,"1,465",55,64,635,434,99,85,358,807,549,"1,013","2,886",858,259,"2,110",876,495,"1,407",440,422,"1,860","2,572"
2020,7,30,"22,384",888,315,107,"3,268",38,39,368,351,66,101,267,623,391,694,"2,682",406,204,"1,853",792,578,"1,390",267,335,"2,397","3,964"
2020,7,40,"29,091","1,419",469,138,"2,095",60,79,526,575,121,105,312,951,638,"1,273","4,197",521,281,"2,207","1,013",862,"2,121",540,653,"3,364","4,571"
2020,7,50,"30,047","1,545",815,337,"1,552",181,216,724,640,376,235,516,"1,260",916,"1,582","3,775",762,476,"2,842","1,087",807,"2,261",820,745,"2,653","2,924"
2020,7,60,"22,244","1,200",837,409,966,292,267,668,468,474,280,466,"1,033",721,"1,163","2,211",706,506,"1,844",859,673,"1,666",772,520,"1,668","1,575"
2020,7,70,"12,106",790,462,252,388,206,191,372,241,304,212,283,619,438,613,"1,236",420,329,749,507,425,900,509,266,684,710
2020,7,80,"7,679",503,342,263,281,172,123,275,178,206,173,185,375,240,453,667,242,182,469,267,227,563,337,186,370,400
2020,7,90,"1,359",82,63,34,55,29,32,39,36,33,38,20,64,41,76,102,49,41,92,52,27,86,59,49,89,71
2020,7,100,82,5,2,0,4,2,2,1,0,0,5,2,5,2,2,5,5,3,8,3,3,2,6,5,5,5
2020,8,총,"177,812","8,754","4,152","1,786","13,648","1,110","1,078","4,107","3,453","1,771","1,304","2,703","6,712","4,512","8,123","22,054","4,416","2,473","14,297","6,522","5,038","12,602","4,217","3,839","16,742","22,399"
2020,8,0,"14,007",598,186,44,"2,265",27,22,213,201,30,24,115,368,207,419,"1,643",185,79,940,523,389,881,147,231,"1,627","2,643"
2020,8,10,"17,393",814,267,66,"1,124",51,42,305,314,54,46,169,599,402,856,"2,541",276,134,"1,178",558,554,"1,315",324,430,"2,035","2,939"
2020,8,20,"21,220",913,397,136,"1,483",54,66,619,438,96,84,362,803,537,"1,010","2,914",853,255,"2,110",867,493,"1,415",446,424,"1,869","2,576"
2020,8,30,"22,343",880,315,109,"3,319",37,36,370,355,68,99,268,619,391,691,"2,676",404,202,"1,845",787,577,"1,374",261,338,"2,372","3,950"
2020,8,40,"29,085","1,411",464,135,"2,146",61,79,520,576,121,109,309,945,627,"1,264","4,223",518,279,"2,198","1,011",856,"2,112",534,645,"3,365","4,577"
2020,8,50,"30,080","1,549",818,337,"1,583",179,215,721,643,376,228,518,"1,268",909,"1,575","3,803",754,469,"2,842","1,082",803,"2,263",818,743,"2,642","2,942"
2020,8,60,"22,395","1,200",835,409,987,293,269,675,469,481,280,468,"1,040",720,"1,166","2,233",712,506,"1,867",864,683,"1,683",780,521,"1,673","1,581"
2020,8,70,"12,108",796,461,252,399,203,191,367,241,304,216,285,619,434,610,"1,232",418,319,752,506,421,907,508,268,689,710
2020,8,80,"7,726",507,341,263,283,174,124,277,180,207,175,187,379,239,453,680,241,187,467,269,232,564,336,186,374,401
2020,8,90,"1,373",81,66,35,54,29,32,39,35,34,38,20,67,44,78,104,50,40,92,52,26,86,57,48,91,75
2020,8,100,82,5,2,0,5,2,2,1,1,0,5,2,5,2,1,5,5,3,6,3,4,2,6,5,5,5
2020,9,총,"177,972","8,744","4,137","1,787","13,789","1,109","1,068","4,117","3,433","1,771","1,295","2,698","6,695","4,517","8,103","22,169","4,412","2,456","14,298","6,515","5,053","12,608","4,197","3,833","16,718","22,450"
2020,9,0,"13,966",596,178,44,"2,273",26,22,215,201,30,23,115,355,207,411,"1,657",191,77,939,514,389,868,142,234,"1,624","2,635"
2020,9,10,"17,360",811,268,65,"1,134",50,40,312,312,53,46,163,598,401,853,"2,551",273,129,"1,171",552,554,"1,318",321,424,"2,026","2,935"
2020,9,20,"21,240",906,386,134,"1,493",58,65,618,429,95,84,364,801,533,"1,002","2,941",847,259,"2,094",875,496,"1,417",440,425,"1,882","2,596"
2020,9,30,"22,278",872,306,110,"3,334",37,34,366,351,67,97,263,617,387,687,"2,680",409,199,"1,867",775,569,"1,366",255,332,"2,350","3,948"
2020,9,40,"29,122","1,410",467,135,"2,198",61,77,521,561,119,110,314,930,628,"1,254","4,234",511,276,"2,182","1,010",862,"2,114",531,645,"3,365","4,607"
2020,9,50,"30,123","1,548",820,339,"1,594",178,209,723,650,374,226,514,"1,267",914,"1,573","3,827",752,466,"2,840","1,089",804,"2,277",812,741,"2,640","2,946"
2020,9,60,"22,560","1,209",836,410,"1,017",293,269,680,472,480,279,473,"1,050",724,"1,182","2,254",710,500,"1,884",871,687,"1,684",787,526,"1,688","1,595"
2020,9,70,"12,085",796,465,252,398,201,196,363,240,306,213,282,613,428,612,"1,231",417,318,756,501,424,908,508,269,682,706
2020,9,80,"7,768",508,339,261,288,174,122,280,180,213,174,188,388,248,452,689,246,189,464,272,236,568,334,184,367,404
2020,9,90,"1,389",83,70,37,55,29,32,38,36,34,38,20,71,45,76,100,51,40,95,53,28,86,61,48,90,73
2020,9,100,81,5,2,0,5,2,2,1,1,0,5,2,5,2,1,5,5,3,6,3,4,2,6,5,4,5
2020,10,총,"178,186","8,728","4,138","1,796","13,927","1,105","1,067","4,126","3,447","1,763","1,293","2,704","6,679","4,498","8,109","22,250","4,405","2,449","14,336","6,512","5,062","12,576","4,191","3,833","16,684","22,508"
2020,10,0,"13,926",589,177,46,"2,304",25,19,207,200,30,23,110,352,208,404,"1,658",195,76,941,511,391,857,135,229,"1,604","2,635"
2020,10,10,"17,350",804,270,69,"1,142",50,40,322,312,52,45,166,596,398,855,"2,556",268,126,"1,176",549,556,"1,302",320,423,"2,016","2,937"
2020,10,20,"21,254",909,380,132,"1,511",57,66,618,433,92,83,365,800,526,"1,001","2,949",851,260,"2,096",872,497,"1,410",439,425,"1,888","2,594"
2020,10,30,"22,218",865,310,110,"3,340",38,33,363,352,69,95,258,604,387,684,"2,689",413,194,"1,861",784,553,"1,352",260,335,"2,334","3,935"
2020,10,40,"29,129","1,406",465,135,"2,242",57,79,523,562,118,109,318,934,623,"1,250","4,227",512,276,"2,179",999,864,"2,098",529,647,"3,357","4,620"
2020,10,50,"30,199","1,545",817,335,"1,612",180,205,720,647,374,223,509,"1,268",902,"1,583","3,855",744,467,"2,837","1,100",812,"2,287",809,740,"2,642","2,986"
2020,10,60,"22,742","1,218",840,417,"1,024",294,271,690,480,478,284,479,"1,045",732,"1,195","2,278",707,503,"1,914",871,693,"1,693",787,533,"1,708","1,608"
2020,10,70,"12,081",791,468,248,407,202,197,358,242,304,211,285,618,428,606,"1,229",415,318,766,499,426,908,507,266,677,705
2020,10,80,"7,813",514,336,267,287,172,122,285,181,212,175,191,387,248,452,702,244,186,467,269,238,581,339,185,363,410
2020,10,90,"1,390",82,73,36,53,28,33,39,37,33,40,21,69,44,78,102,51,40,93,55,28,86,60,46,90,73
2020,10,100,84,5,2,1,5,2,2,1,1,1,5,2,6,2,1,5,5,3,6,3,4,2,6,4,5,5
2020,11,총,"178,304","8,707","4,129","1,792","14,052","1,108","1,059","4,118","3,427","1,764","1,291","2,693","6,652","4,494","8,096","22,298","4,431","2,442","14,461","6,505","5,073","12,554","4,186","3,821","16,635","22,516"
2020,11,0,"13,902",581,174,48,"2,315",23,18,204,199,30,24,108,345,204,400,"1,661",198,76,958,507,390,856,136,223,"1,584","2,640"
2020,11,10,"17,340",799,276,69,"1,162",51,39,323,305,52,43,168,599,402,853,"2,546",269,123,"1,169",551,558,"1,285",321,424,"2,023","2,930"
2020,11,20,"21,205",911,371,127,"1,497",60,66,614,435,94,85,360,788,520,"1,004","2,936",865,261,"2,125",864,497,"1,404",427,422,"1,879","2,593"
2020,11,30,"22,252",854,309,109,"3,395",38,33,354,346,68,95,257,599,386,682,"2,701",419,193,"1,900",780,551,"1,346",261,334,"2,317","3,925"
2020,11,40,"29,087","1,395",460,132,"2,268",55,79,524,557,120,105,317,926,619,"1,244","4,234",502,275,"2,174","1,003",868,"2,088",532,644,"3,355","4,611"
2020,11,50,"30,227","1,553",814,331,"1,633",177,201,716,644,369,223,506,"1,267",903,"1,577","3,879",750,457,"2,854","1,093",815,"2,282",809,741,"2,629","3,004"
2020,11,60,"22,906","1,218",845,424,"1,038",301,273,697,483,480,285,481,"1,049",736,"1,203","2,306",712,511,"1,938",877,696,"1,706",785,537,"1,707","1,618"
2020,11,70,"12,075",792,466,245,400,201,193,361,239,303,209,279,615,433,608,"1,221",418,316,770,506,427,917,509,260,679,708
2020,11,80,"7,826",516,339,269,287,172,122,283,181,214,176,191,389,244,445,706,244,187,470,265,239,580,338,187,368,414
2020,11,90,"1,400",83,73,37,52,28,33,41,37,33,41,24,69,45,79,103,49,40,96,56,28,88,62,45,89,69
2020,11,100,84,5,2,1,5,2,2,1,1,1,5,2,6,2,1,5,5,3,7,3,4,2,6,4,5,4
2020,12,총,"178,437","8,677","4,131","1,780","14,139","1,109","1,070","4,098","3,424","1,763","1,287","2,691","6,649","4,497","8,049","22,324","4,437","2,439","14,655","6,483","5,065","12,526","4,158","3,823","16,612","22,551"
2020,12,0,"13,878",576,177,48,"2,333",23,19,202,200,30,23,108,341,202,391,"1,646",198,73,966,506,387,849,135,223,"1,588","2,634"
2020,12,10,"17,290",795,273,67,"1,169",50,37,315,310,49,46,163,593,399,851,"2,541",269,125,"1,187",545,551,"1,279",318,424,"2,017","2,917"
2020,12,20,"21,295",914,377,126,"1,520",62,70,609,427,94,85,365,785,526,986,"2,963",867,260,"2,156",870,507,"1,390",416,420,"1,873","2,627"
2020,12,30,"22,286",846,308,106,"3,418",38,34,356,351,67,91,260,595,387,681,"2,684",415,190,"1,931",780,545,"1,353",262,338,"2,312","3,938"
2020,12,40,"28,996","1,376",456,132,"2,285",55,79,516,557,118,104,313,928,614,"1,239","4,233",500,269,"2,197",993,859,"2,068",520,641,"3,345","4,599"
2020,12,50,"30,269","1,545",812,330,"1,631",174,206,718,637,367,224,504,"1,264",910,"1,569","3,900",748,461,"2,903","1,085",813,"2,298",807,741,"2,616","3,006"
2020,12,60,"23,032","1,235",854,422,"1,039",303,273,697,489,486,286,481,"1,058",733,"1,209","2,312",716,514,"1,964",881,701,"1,710",779,541,"1,715","1,634"
2020,12,70,"12,050",785,458,245,402,198,191,359,236,301,208,275,617,435,605,"1,227",425,313,777,501,426,906,510,259,683,708
2020,12,80,"7,858",516,341,264,285,176,127,284,177,216,176,196,393,245,439,705,248,190,473,265,242,582,343,188,370,417
2020,12,90,"1,400",84,73,39,52,28,33,41,39,34,39,24,69,44,78,108,46,41,94,54,30,89,62,44,88,67
2020,12,100,83,5,2,1,5,2,1,1,1,1,5,2,6,2,1,5,5,3,7,3,4,2,6,4,5,4
2021,1,총,"178,702","8,645","4,113","1,768","14,263","1,103","1,070","4,072","3,434","1,750","1,285","2,692","6,648","4,489","8,033","22,437","4,430","2,428","14,707","6,486","5,047","12,522","4,150","3,849","16,660","22,621"
2021,1,0,"13,852",569,171,45,"2,350",22,18,197,200,30,21,105,336,207,389,"1,649",196,75,960,510,379,850,136,222,"1,580","2,635"
2021,1,10,"17,302",790,264,66,"1,198",51,38,310,309,49,47,167,596,389,831,"2,561",268,123,"1,184",535,546,"1,277",311,432,"2,031","2,929"
2021,1,20,"21,325",903,375,126,"1,509",58,71,593,429,88,84,364,782,520,997,"2,995",864,257,"2,160",876,500,"1,397",408,424,"1,886","2,659"
2021,1,30,"22,277",835,311,100,"3,417",39,34,354,352,66,92,260,595,386,676,"2,691",413,191,"1,951",777,543,"1,342",265,348,"2,282","3,957"
2021,1,40,"28,985","1,368",445,135,"2,333",56,79,512,557,116,105,309,922,605,"1,239","4,228",495,269,"2,188",991,859,"2,049",518,636,"3,376","4,595"
2021,1,50,"30,260","1,548",810,320,"1,645",169,205,720,642,360,222,495,"1,269",911,"1,563","3,919",752,453,"2,908","1,076",817,"2,303",806,741,"2,609","2,997"
2021,1,60,"23,231","1,239",864,422,"1,061",300,272,700,492,483,287,489,"1,057",741,"1,216","2,333",712,514,"2,001",896,707,"1,723",785,546,"1,741","1,650"
2021,1,70,"12,061",784,453,250,407,201,194,356,235,304,206,279,622,433,606,"1,232",425,307,781,499,422,903,504,264,686,708
2021,1,80,"7,916",521,346,264,285,177,126,286,178,217,176,198,394,250,438,716,254,195,477,268,241,586,348,188,374,413
2021,1,90,"1,413",83,72,39,53,28,32,43,39,36,40,24,70,45,77,108,46,41,90,55,30,90,64,44,90,74
2021,1,100,80,5,2,1,5,2,1,1,1,1,5,2,5,2,1,5,5,3,7,3,3,2,5,4,5,4
2021,2,총,"178,926","8,652","4,084","1,761","14,345","1,095","1,081","4,057","3,452","1,748","1,278","2,701","6,621","4,473","8,022","22,508","4,437","2,427","14,786","6,456","5,061","12,490","4,132","3,873","16,679","22,707"
2021,2,0,"13,817",562,169,43,"2,372",22,20,194,205,29,22,104,328,209,388,"1,643",200,73,954,496,378,849,135,229,"1,567","2,626"
2021,2,10,"17,298",798,261,67,"1,218",49,42,313,308,50,46,168,591,389,829,"2,546",271,124,"1,193",529,548,"1,272",300,432,"2,017","2,937"
2021,2,20,"21,274",907,361,123,"1,503",56,69,579,425,86,81,370,770,506,999,"2,998",862,251,"2,176",871,493,"1,383",407,425,"1,904","2,669"
2021,2,30,"22,262",824,314,103,"3,417",39,38,346,364,64,90,255,583,385,674,"2,687",410,187,"1,967",759,548,"1,334",264,355,"2,266","3,989"
2021,2,40,"28,967","1,365",432,132,"2,353",54,76,509,555,113,101,306,927,612,"1,221","4,262",505,268,"2,183",982,856,"2,027",514,638,"3,369","4,607"
2021,2,50,"30,309","1,549",801,313,"1,647",169,210,709,642,361,223,497,"1,262",903,"1,565","3,941",747,456,"2,913","1,087",825,"2,300",798,736,"2,638","3,017"
2021,2,60,"23,451","1,254",876,427,"1,084",298,270,715,494,488,287,494,"1,061",744,"1,223","2,360",713,519,"2,036",910,711,"1,737",787,556,"1,745","1,662"
2021,2,70,"12,048",779,452,245,408,202,196,354,238,302,205,278,626,431,608,"1,223",423,305,780,493,425,902,509,264,694,706
2021,2,80,"7,984",522,343,267,286,177,127,295,178,218,178,202,396,247,438,730,254,199,485,271,245,594,348,188,383,413
2021,2,90,"1,435",87,73,40,52,27,32,42,42,36,40,25,72,44,76,113,47,42,92,55,29,90,65,46,91,77
2021,2,100,81,5,2,1,5,2,1,1,1,1,5,2,5,3,1,5,5,3,7,3,3,2,5,4,5,4
2021,3,총,"178,621","8,622","4,042","1,750","14,388","1,096","1,071","4,071","3,415","1,733","1,235","2,648","6,623","4,430","7,985","22,536","4,402","2,378","14,824","6,415","5,040","12,473","4,077","3,874","16,719","22,774"
2021,3,0,"13,773",561,164,44,"2,371",22,19,197,197,30,21,102,330,213,386,"1,638",195,73,961,488,379,830,135,228,"1,560","2,629"
