년도,월,나이,함안군,가야읍,칠원읍,함안면,군북면,법수면,대산면,칠서면,칠북면,산인면,여항면
2020,5,총,"32,826","9,469","10,024","1,196","3,222","1,468","1,734","2,844","1,014","1,394",461
2020,5,0,"2,194",704,"1,011",29,155,32,42,172,9,30,10
2020,5,10,"3,213","1,102","1,396",65,171,52,68,226,41,74,18
2020,5,20,"3,252","1,195",907,90,302,111,141,260,78,139,29
2020,5,30,"3,066",998,"1,029",85,332,100,89,246,57,99,31
2020,5,40,"5,182","1,504","2,003",126,383,188,204,464,113,154,43
2020,5,50,"6,242","1,775","1,707",234,629,328,358,608,217,291,95
2020,5,60,"5,494","1,321","1,212",296,653,359,398,480,262,371,142
2020,5,70,"2,878",596,574,177,381,192,284,284,156,169,65
2020,5,80,"1,191",244,162,89,192,97,137,100,79,64,27
2020,5,90,111,30,22,5,22,9,13,4,2,3,1
2020,5,100,3,0,1,0,2,0,0,0,0,0,0
2020,6,총,"32,793","9,454","10,004","1,199","3,225","1,464","1,733","2,834","1,017","1,398",465
2020,6,0,"2,180",702,"1,009",28,153,32,41,166,9,30,10
2020,6,10,"3,213","1,103","1,397",64,174,51,68,224,40,75,17
2020,6,20,"3,241","1,198",895,90,296,110,142,262,80,138,30
2020,6,30,"3,014",980,"1,015",85,325,94,89,239,58,98,31
2020,6,40,"5,192","1,508","2,000",128,391,187,203,467,110,155,43
2020,6,50,"6,227","1,773","1,711",234,628,329,354,600,218,285,95
2020,6,60,"5,525","1,322","1,214",295,663,365,400,486,260,377,143
2020,6,70,"2,890",595,578,182,376,190,287,284,158,172,68
2020,6,80,"1,198",244,163,88,195,97,136,101,82,65,27
2020,6,90,110,29,21,5,22,9,13,5,2,3,1
2020,6,100,3,0,1,0,2,0,0,0,0,0,0
2020,7,총,"32,748","9,444","9,988","1,199","3,208","1,473","1,742","2,814","1,018","1,393",469
2020,7,0,"2,160",697,"1,001",29,148,32,40,162,9,32,10
2020,7,10,"3,197","1,098","1,394",65,168,53,69,220,40,73,17
2020,7,20,"3,219","1,198",881,92,293,111,145,256,77,136,30
2020,7,30,"3,003",981,"1,010",84,323,91,90,237,57,98,32
2020,7,40,"5,169","1,498","2,000",129,386,190,197,464,110,152,43
2020,7,50,"6,242","1,783","1,712",229,628,328,361,599,219,286,97
2020,7,60,"5,537","1,313","1,221",297,666,367,404,489,260,378,142
2020,7,70,"2,904",597,583,181,375,196,287,283,161,171,70
2020,7,80,"1,202",249,163,88,197,96,136,100,82,64,27
2020,7,90,112,30,22,5,22,9,13,4,3,3,1
2020,7,100,3,0,1,0,2,0,0,0,0,0,0
2020,8,총,"32,707","9,437","9,958","1,197","3,203","1,472","1,738","2,805","1,017","1,410",470
2020,8,0,"2,143",692,992,27,150,31,37,163,9,32,10
2020,8,10,"3,200","1,095","1,395",63,164,50,70,220,39,87,17
2020,8,20,"3,211","1,188",881,94,293,110,147,252,75,140,31
2020,8,30,"2,974",978,"1,000",86,321,89,87,230,57,94,32
2020,8,40,"5,141","1,500","1,978",128,382,187,194,463,111,155,43
2020,8,50,"6,225","1,778","1,707",227,623,330,357,601,220,286,96
2020,8,60,"5,578","1,323","1,236",299,666,373,408,492,260,378,143
2020,8,70,"2,917",604,582,181,380,196,289,282,161,172,70
2020,8,80,"1,204",249,164,88,200,97,136,98,82,63,27
2020,8,90,111,30,22,4,22,9,13,4,3,3,1
2020,8,100,3,0,1,0,2,0,0,0,0,0,0
2020,9,총,"32,687","9,458","9,934","1,193","3,204","1,469","1,743","2,797","1,013","1,406",470
2020,9,0,"2,129",692,982,26,151,30,37,161,9,31,10
2020,9,10,"3,197","1,093","1,392",63,173,48,70,219,36,87,16
2020,9,20,"3,197","1,192",866,93,290,112,149,250,78,136,31
2020,9,30,"2,939",976,995,87,311,88,83,222,54,92,31
2020,9,40,"5,139","1,507","1,966",127,382,184,197,461,114,159,42
2020,9,50,"6,219","1,775","1,721",227,617,329,358,603,214,277,98
2020,9,60,"5,621","1,341","1,241",296,673,373,409,498,262,384,144
2020,9,70,"2,922",603,582,182,385,198,292,280,156,175,69
2020,9,80,"1,210",251,166,87,198,97,135,99,87,62,28
2020,9,90,111,28,22,5,22,10,13,4,3,3,1
2020,9,100,3,0,1,0,2,0,0,0,0,0,0
2020,10,총,"32,635","9,453","9,914","1,192","3,193","1,473","1,733","2,805","1,005","1,400",467
2020,10,0,"2,098",678,974,26,151,29,34,161,8,27,10
2020,10,10,"3,181","1,093","1,386",61,172,48,70,216,33,86,16
2020,10,20,"3,210","1,199",872,97,288,112,144,254,78,136,30
2020,10,30,"2,912",967,984,86,307,89,83,221,54,92,29
2020,10,40,"5,125","1,505","1,958",122,380,185,195,466,113,158,43
2020,10,50,"6,215","1,780","1,720",229,611,332,358,603,211,275,96
2020,10,60,"5,652","1,344","1,246",298,683,375,412,502,263,385,144
2020,10,70,"2,922",607,589,181,382,199,287,277,155,175,70
2020,10,80,"1,206",252,162,86,195,94,138,101,87,63,28
2020,10,90,110,28,21,6,22,10,12,4,3,3,1
2020,10,100,4,0,2,0,2,0,0,0,0,0,0
2020,11,총,"32,576","9,413","9,883","1,200","3,209","1,463","1,732","2,804",997,"1,408",467
2020,11,0,"2,070",661,960,26,153,30,33,164,6,28,9
2020,11,10,"3,177","1,090","1,386",61,170,48,74,213,31,87,17
2020,11,20,"3,210","1,200",868,98,299,108,143,250,78,136,30
2020,11,30,"2,886",946,966,86,311,91,84,227,52,94,29
2020,11,40,"5,114","1,507","1,961",123,380,180,195,456,111,159,42
2020,11,50,"6,180","1,768","1,715",225,603,332,352,604,209,276,96
2020,11,60,"5,679","1,348","1,258",302,686,371,414,505,266,383,146
2020,11,70,"2,939",612,589,186,386,200,286,278,154,179,69
2020,11,80,"1,207",253,157,86,197,93,140,103,87,63,28
2020,11,90,110,28,21,7,22,10,11,4,3,3,1
2020,11,100,4,0,2,0,2,0,0,0,0,0,0
2020,12,총,"32,561","9,400","9,873","1,204","3,224","1,463","1,733","2,799","1,001","1,397",467
2020,12,0,"2,047",652,950,26,153,28,33,162,6,28,9
2020,12,10,"3,160","1,088","1,382",60,172,48,73,212,29,80,16
2020,12,20,"3,221","1,203",874,98,301,105,144,251,80,138,27
2020,12,30,"2,864",937,949,85,314,92,86,226,55,89,31
2020,12,40,"5,083","1,491","1,948",123,384,180,192,450,111,161,43
2020,12,50,"6,185","1,767","1,721",229,600,334,353,606,210,272,93
2020,12,60,"5,721","1,364","1,271",303,690,375,415,507,265,384,147
2020,12,70,"2,951",613,598,186,387,198,285,276,156,180,72
2020,12,80,"1,216",257,157,87,201,93,141,104,86,62,28
2020,12,90,109,28,21,7,20,10,11,5,3,3,1
2020,12,100,4,0,2,0,2,0,0,0,0,0,0
2021,1,총,"32,487","9,382","9,845","1,210","3,208","1,468","1,721","2,784",998,"1,403",468
2021,1,0,"2,010",638,929,24,151,32,32,161,6,29,8
2021,1,10,"3,188","1,103","1,388",67,168,48,75,218,27,78,16
2021,1,20,"3,196","1,196",874,94,295,106,141,243,81,140,26
2021,1,30,"2,820",928,924,83,318,92,85,216,53,91,30
2021,1,40,"5,063","1,479","1,945",128,379,182,188,447,111,159,45
2021,1,50,"6,159","1,763","1,725",228,590,332,344,604,209,272,92
2021,1,60,"5,755","1,373","1,279",303,695,373,417,512,266,388,149
2021,1,70,"2,958",614,596,187,390,200,288,273,157,180,73
2021,1,80,"1,225",259,162,90,201,93,140,104,84,64,28
2021,1,90,109,29,21,6,19,10,11,6,4,2,1
2021,1,100,4,0,2,0,2,0,0,0,0,0,0
2021,2,총,"32,425","9,353","9,817","1,214","3,200","1,464","1,722","2,800",993,"1,401",461
2021,2,0,"1,993",640,910,24,150,33,30,163,7,28,8
2021,2,10,"3,187","1,100","1,386",68,173,47,76,220,27,74,16
2021,2,20,"3,154","1,192",863,92,290,100,139,238,76,139,25
2021,2,30,"2,794",903,921,83,311,93,86,221,55,93,28
2021,2,40,"5,040","1,480","1,925",128,378,180,186,451,109,159,44
2021,2,50,"6,157","1,751","1,737",230,582,332,346,610,207,272,90
2021,2,60,"5,788","1,380","1,294",301,708,376,417,513,266,385,148
2021,2,70,"2,959",618,591,189,386,199,288,274,157,184,73
2021,2,80,"1,240",261,167,93,201,95,142,104,85,64,28
2021,2,90,108,27,21,6,19,9,12,6,4,3,1
2021,2,100,5,1,2,0,2,0,0,0,0,0,0
2021,3,총,"32,325","9,335","9,786","1,213","3,186","1,470","1,710","2,782",993,"1,389",461
2021,3,0,"1,967",629,898,23,150,34,31,158,7,28,9
2021,3,10,"3,155","1,097","1,380",65,170,45,72,216,27,68,15
2021,3,20,"3,143","1,196",868,90,284,103,137,235,72,132,26
2021,3,30,"2,751",892,906,83,303,96,82,217,54,90,28
2021,3,40,"4,988","1,470","1,901",130,377,177,185,444,105,157,42
2021,3,50,"6,154","1,751","1,752",229,577,327,342,604,205,275,92
2021,3,60,"5,829","1,389","1,294",305,716,384,415,521,272,386,147
2021,3,70,"2,964",623,590,186,383,201,287,274,162,185,73
2021,3,80,"1,257",258,172,95,206,94,147,107,85,65,28
2021,3,90,112,29,23,7,18,9,12,6,4,3,1
2021,3,100,5,1,2,0,2,0,0,0,0,0,0
2021,4,총,"32,279","9,322","9,776","1,215","3,180","1,467","1,718","2,771",992,"1,381",457
2021,4,0,"1,941",623,886,24,142,33,34,153,7,29,10
2021,4,10,"3,135","1,094","1,374",65,167,44,72,212,26,67,14
2021,4,20,"3,129","1,188",874,86,285,105,134,236,71,126,24
2021,4,30,"2,729",882,901,84,298,93,85,216,53,91,26
2021,4,40,"4,964","1,464","1,892",131,373,179,187,437,104,155,42
2021,4,50,"6,142","1,755","1,752",226,578,323,338,603,205,273,89
2021,4,60,"5,883","1,391","1,309",312,727,388,420,527,276,384,149
2021,4,70,"2,976",636,592,183,384,199,286,276,159,188,73
2021,4,80,"1,263",260,171,97,205,94,151,105,86,65,29
2021,4,90,113,29,23,7,19,9,11,6,5,3,1
2021,4,100,4,0,2,0,2,0,0,0,0,0,0
2021,5,총,"32,137","9,243","9,774","1,208","3,154","1,460","1,712","2,759",993,"1,378",456
2021,5,0,"1,928",618,886,24,141,32,33,151,8,27,8
2021,5,10,"3,105","1,083","1,374",58,156,45,72,210,28,65,14
2021,5,20,"3,102","1,167",876,90,284,100,129,237,69,126,24
2021,5,30,"2,705",870,897,80,293,93,87,216,53,91,25
2021,5,40,"4,922","1,459","1,893",127,365,176,186,421,101,152,42
2021,5,50,"6,125","1,743","1,751",226,574,325,335,610,205,270,86
2021,5,60,"5,904","1,390","1,306",316,731,388,422,530,278,389,154
2021,5,70,"2,980",632,591,184,385,200,286,277,162,191,72
2021,5,80,"1,257",255,175,98,205,92,151,103,84,64,30
2021,5,90,106,26,24,5,18,9,11,4,5,3,1
2021,5,100,3,0,1,0,2,0,0,0,0,0,0
2021,6,총,"32,088","9,222","9,763","1,204","3,150","1,462","1,704","2,752",994,"1,379",458
2021,6,0,"1,915",616,882,25,141,31,32,145,8,26,9
2021,6,10,"3,094","1,069","1,374",57,152,45,75,214,30,64,14
2021,6,20,"3,080","1,155",876,85,282,101,126,239,68,125,23
2021,6,30,"2,677",871,883,80,290,89,82,213,52,92,25
2021,6,40,"4,908","1,450","1,889",126,363,178,185,420,101,153,43
2021,6,50,"6,113","1,749","1,751",226,575,324,333,601,201,267,86
2021,6,60,"5,940","1,403","1,314",316,735,390,422,536,280,391,153
2021,6,70,"2,990",630,591,186,387,202,287,276,166,191,74
2021,6,80,"1,259",252,178,98,204,93,151,103,83,67,30
2021,6,90,109,27,24,5,19,9,11,5,5,3,1
2021,6,100,3,0,1,0,2,0,0,0,0,0,0
2021,7,총,"32,100","9,224","9,759","1,198","3,154","1,470","1,696","2,764",991,"1,382",462
2021,7,0,"1,898",611,873,25,139,32,31,145,7,26,9
2021,7,10,"3,105","1,067","1,379",58,154,45,74,212,29,73,14
2021,7,20,"3,084","1,161",866,83,287,102,125,250,66,120,24
2021,7,30,"2,679",873,886,78,296,90,78,211,52,91,24
2021,7,40,"4,888","1,433","1,892",123,358,178,187,420,102,150,45
2021,7,50,"6,086","1,748","1,744",224,571,329,327,590,198,269,86
2021,7,60,"5,994","1,420","1,325",320,737,389,427,549,282,392,153
2021,7,70,"2,984",627,591,183,390,203,283,277,166,188,76
2021,7,80,"1,270",256,179,99,202,92,154,104,84,70,30
2021,7,90,109,28,23,5,18,10,10,6,5,3,1
2021,7,100,3,0,1,0,2,0,0,0,0,0,0
2021,8,총,"32,084","9,220","9,740","1,199","3,158","1,465","1,696","2,776",988,"1,384",458
2021,8,0,"1,886",607,864,25,139,33,30,142,10,27,9
2021,8,10,"3,102","1,058","1,384",57,154,45,74,214,29,74,13
2021,8,20,"3,081","1,152",867,83,294,98,121,253,65,125,23
2021,8,30,"2,670",884,871,79,296,91,78,208,51,89,23
2021,8,40,"4,850","1,426","1,875",120,352,175,186,422,100,150,44
2021,8,50,"6,090","1,754","1,746",225,569,321,327,598,196,267,87
2021,8,60,"6,028","1,427","1,335",322,743,394,435,547,283,391,151
2021,8,70,"2,979",620,594,182,389,203,282,280,164,187,78
2021,8,80,"1,287",264,182,99,203,95,153,106,85,71,29
2021,8,90,108,28,21,7,17,10,10,6,5,3,1
2021,8,100,3,0,1,0,2,0,0,0,0,0,0
2021,9,총,"32,003","9,179","9,704","1,203","3,173","1,458","1,689","2,776",984,"1,382",455
2021,9,0,"1,875",602,853,27,143,35,30,140,8,29,8
2021,9,10,"3,090","1,052","1,382",54,161,44,74,212,29,69,13
2021,9,20,"3,026","1,134",851,82,288,97,118,250,59,126,21
2021,9,30,"2,657",878,863,79,298,88,79,210,51,87,24
2021,9,40,"4,824","1,416","1,868",119,349,173,184,422,98,151,44
2021,9,50,"6,079","1,751","1,743",228,573,319,319,601,193,267,85
2021,9,60,"6,073","1,434","1,345",326,752,395,442,550,287,390,152
2021,9,70,"2,981",620,595,179,389,203,282,278,168,189,78
2021,9,80,"1,286",264,183,102,201,94,150,107,85,71,29
2021,9,90,109,28,20,7,17,10,11,6,6,3,1
2021,9,100,3,0,1,0,2,0,0,0,0,0,0
2021,10,총,"31,954","9,155","9,687","1,207","3,187","1,453","1,689","2,769",979,"1,376",452
2021,10,0,"1,848",596,845,28,143,33,28,133,8,27,7
2021,10,10,"3,076","1,046","1,373",56,159,43,76,214,30,66,13
2021,10,20,"3,009","1,129",849,80,291,94,117,243,57,127,22
2021,10,30,"2,639",879,849,80,297,89,79,209,48,87,22
2021,10,40,"4,812","1,401","1,871",117,353,171,182,422,98,154,43
2021,10,50,"6,068","1,749","1,746",228,575,318,314,601,190,262,85
2021,10,60,"6,110","1,444","1,353",332,759,392,444,555,286,394,151
2021,10,70,"2,984",617,595,177,386,208,288,280,167,186,80
2021,10,80,"1,297",266,186,102,205,94,150,107,89,70,28
2021,10,90,108,28,19,7,17,11,11,5,6,3,1
2021,10,100,3,0,1,0,2,0,0,0,0,0,0
2021,11,총,"31,882","9,162","9,677","1,202","3,173","1,449","1,679","2,760",968,"1,358",454
2021,11,0,"1,840",602,836,28,137,36,27,132,7,28,7
2021,11,10,"3,051","1,043","1,371",53,155,41,75,212,29,59,13
2021,11,20,"3,000","1,128",850,81,294,94,115,239,55,120,24
2021,11,30,"2,602",871,838,75,297,85,80,207,46,83,20
2021,11,40,"4,795","1,394","1,869",118,353,169,177,419,97,156,43
2021,11,50,"6,067","1,762","1,742",228,570,312,319,602,190,258,84
2021,11,60,"6,136","1,449","1,368",332,752,397,444,559,286,397,152
2021,11,70,"2,980",619,594,178,393,207,283,278,162,185,81
2021,11,80,"1,299",265,188,102,204,97,147,107,91,69,29
2021,11,90,109,29,20,7,16,11,12,5,5,3,1
2021,11,100,3,0,1,0,2,0,0,0,0,0,0
2021,12,총,"31,816","9,146","9,658","1,209","3,162","1,440","1,670","2,752",975,"1,343",461
2021,12,0,"1,818",597,829,27,134,34,27,126,8,29,7
2021,12,10,"3,055","1,041","1,374",54,156,41,75,213,30,56,15
2021,12,20,"2,992","1,126",843,80,298,96,111,237,57,119,25
2021,12,30,"2,568",858,826,78,290,82,81,206,46,79,22
2021,12,40,"4,780","1,393","1,854",120,351,167,175,422,100,154,44
2021,12,50,"6,061","1,765","1,755",225,569,312,315,594,190,252,84
2021,12,60,"6,140","1,449","1,370",333,749,396,447,557,290,396,153
2021,12,70,"2,996",626,596,182,394,203,282,284,160,187,82
2021,12,80,"1,290",261,188,103,206,96,144,107,90,67,28
2021,12,90,115,30,22,7,15,13,13,6,4,4,1
2021,12,100,1,0,1,0,0,0,0,0,0,0,0
