년도,월,나이,부평구,부평1동,부평2동,부평3동,부평4동,부평5동,부평6동,산곡1동,산곡2동,산곡3동,산곡4동,청천1동,청천2동,갈산1동,갈산2동,삼산1동,삼산2동,부개1동,부개2동,부개3동,일신동,십정1동,십정2동
2020,3,100,196,12,11,12,15,12,10,14,7,17,2,11,6,4,3,12,1,4,5,4,6,12,16
2020,4,총,"505,236","37,906","18,445","13,248","37,268","34,006","14,523","13,357","32,487","22,912","18,449","7,234","35,119","16,979","19,805","35,230","29,925","17,125","17,881","32,791","13,224","13,108","24,214"
2020,4,0,"35,178","2,549","1,043",686,"2,767","2,734",985,618,"2,847","1,341","1,292",361,"2,831",958,"1,330","2,674","2,680",959,"1,223","2,072","1,160",775,"1,293"
2020,4,10,"45,106","3,048","1,421",887,"2,517","2,455",874,"1,032","3,876","2,116","1,889",555,"3,111","1,379","1,563","3,817","4,380","1,207","1,658","3,521","1,090","1,064","1,646"
2020,4,20,"72,250","6,263","2,628","1,737","5,877","5,255","2,123","1,793","4,335","3,002","2,738",939,"4,962","2,607","2,655","4,949","3,802","2,242","2,538","5,109","1,747","1,688","3,261"
2020,4,30,"70,542","6,229","2,699","1,752","6,845","6,394","2,269","1,452","4,003","2,537","2,247",860,"5,242","2,301","2,946","4,245","3,231","2,203","2,342","4,170","1,939","1,518","3,118"
2020,4,40,"79,698","5,840","2,831","1,922","5,753","5,480","2,140","1,865","5,651","3,283","2,926","1,136","5,335","2,512","2,608","5,928","6,076","2,485","2,847","5,525","1,910","2,005","3,640"
2020,4,50,"92,293","6,159","3,322","2,450","6,191","5,544","2,523","2,693","5,858","4,250","3,462","1,539","6,573","3,415","3,726","6,653","5,245","3,102","3,285","6,482","2,282","2,571","4,968"
2020,4,60,"63,391","4,449","2,455","2,048","4,218","3,544","2,043","2,196","3,556","3,359","2,300","1,096","4,236","2,283","2,944","3,942","2,650","2,774","2,293","3,460","1,898","1,969","3,678"
2020,4,70,"30,928","2,177","1,431","1,164","2,106","1,720","1,010","1,107","1,584","1,869",984,519,"1,887","1,031","1,297","1,884","1,201","1,521","1,162","1,616",823,"1,043","1,792"
2020,4,80,"13,601","1,021",530,507,864,746,472,504,664,985,534,177,823,425,626,968,559,568,470,721,318,401,718
2020,4,90,"2,052",159,74,83,115,121,74,83,106,153,75,41,112,64,107,158,100,60,58,111,51,62,85
2020,4,100,197,12,11,12,15,13,10,14,7,17,2,11,7,4,3,12,1,4,5,4,6,12,15
2020,5,총,"503,946","37,834","18,208","13,280","37,200","33,902","14,421","13,314","32,448","22,864","18,389","7,183","35,136","16,927","19,771","35,112","29,920","17,068","17,829","32,711","13,206","13,086","24,137"
2020,5,0,"34,926","2,536","1,021",683,"2,737","2,702",993,609,"2,859","1,330","1,277",365,"2,829",947,"1,323","2,643","2,648",948,"1,214","2,056","1,156",770,"1,280"
2020,5,10,"44,813","3,015","1,388",878,"2,510","2,442",862,"1,028","3,860","2,105","1,871",544,"3,103","1,375","1,557","3,779","4,383","1,199","1,637","3,491","1,085","1,056","1,645"
2020,5,20,"72,042","6,265","2,600","1,746","5,872","5,227","2,109","1,790","4,308","2,971","2,729",928,"4,968","2,609","2,641","4,928","3,825","2,226","2,548","5,104","1,731","1,695","3,222"
2020,5,30,"70,263","6,182","2,653","1,757","6,811","6,392","2,249","1,443","4,001","2,529","2,239",860,"5,248","2,275","2,954","4,215","3,208","2,193","2,337","4,166","1,938","1,508","3,105"
2020,5,40,"79,272","5,833","2,793","1,918","5,730","5,430","2,128","1,854","5,630","3,277","2,920","1,112","5,312","2,496","2,585","5,894","6,075","2,467","2,816","5,493","1,903","1,980","3,626"
2020,5,50,"92,141","6,162","3,283","2,456","6,197","5,522","2,511","2,689","5,848","4,241","3,451","1,532","6,570","3,402","3,716","6,652","5,261","3,096","3,284","6,463","2,278","2,573","4,954"
2020,5,60,"63,539","4,468","2,446","2,069","4,228","3,574","2,015","2,189","3,574","3,380","2,296","1,095","4,256","2,282","2,948","3,956","2,659","2,778","2,280","3,487","1,907","1,975","3,677"
2020,5,70,"31,083","2,181","1,424","1,169","2,119","1,735",999,"1,114","1,595","1,869",994,520,"1,907","1,043","1,308","1,893","1,199","1,529","1,179","1,618",837,"1,046","1,805"
2020,5,80,"13,617","1,018",519,508,868,745,471,505,660,993,534,175,821,428,624,981,564,568,469,718,318,408,722
2020,5,90,"2,054",162,70,84,113,120,74,78,106,152,76,41,115,66,112,160,97,60,60,111,47,63,87
2020,5,100,196,12,11,12,15,13,10,15,7,17,2,11,7,4,3,11,1,4,5,4,6,12,14
2020,6,총,"502,365","37,786","17,962","13,294","37,092","33,806","14,242","13,244","32,370","22,815","18,327","7,128","35,078","16,896","19,714","35,006","29,823","17,047","17,784","32,646","13,171","13,110","24,024"
2020,6,0,"34,678","2,524","1,011",686,"2,716","2,678",981,601,"2,852","1,326","1,269",355,"2,817",947,"1,303","2,624","2,614",954,"1,208","2,050","1,133",774,"1,255"
2020,6,10,"44,606","2,999","1,369",876,"2,490","2,438",843,"1,039","3,856","2,089","1,842",546,"3,093","1,361","1,549","3,754","4,358","1,194","1,636","3,479","1,091","1,062","1,642"
2020,6,20,"71,637","6,243","2,548","1,731","5,873","5,224","2,088","1,766","4,261","2,957","2,723",911,"4,956","2,609","2,635","4,894","3,818","2,210","2,534","5,032","1,722","1,691","3,211"
2020,6,30,"69,790","6,175","2,602","1,768","6,739","6,345","2,227","1,419","3,966","2,526","2,226",853,"5,226","2,252","2,931","4,182","3,170","2,193","2,319","4,197","1,916","1,512","3,046"
2020,6,40,"78,993","5,819","2,756","1,922","5,718","5,412","2,102","1,849","5,627","3,264","2,894","1,102","5,309","2,498","2,591","5,870","6,043","2,458","2,793","5,469","1,908","1,984","3,605"
2020,6,50,"91,623","6,140","3,220","2,454","6,172","5,473","2,470","2,658","5,832","4,210","3,459","1,517","6,527","3,380","3,679","6,625","5,259","3,078","3,277","6,427","2,264","2,574","4,928"
2020,6,60,"63,993","4,506","2,447","2,075","4,260","3,611","1,988","2,199","3,596","3,416","2,304","1,096","4,298","2,297","2,975","4,002","2,701","2,794","2,302","3,515","1,925","1,977","3,709"
2020,6,70,"31,192","2,181","1,421","1,178","2,131","1,738",993,"1,118","1,614","1,867",997,521,"1,914","1,050","1,313","1,896","1,198","1,537","1,178","1,637",844,"1,055","1,811"
2020,6,80,"13,599","1,023",506,510,868,747,467,505,653,987,535,176,819,427,623,986,563,565,474,728,315,407,715
2020,6,90,"2,059",164,71,82,111,127,73,75,106,156,76,40,112,71,112,162,97,60,58,109,47,62,88
2020,6,100,195,12,11,12,14,13,10,15,7,17,2,11,7,4,3,11,2,4,5,3,6,12,14
2020,7,총,"501,128","37,780","17,850","13,296","36,999","33,711","14,179","13,151","32,286","22,750","18,282","7,100","34,991","16,892","19,686","34,955","29,800","17,018","17,685","32,552","13,152","13,083","23,930"
2020,7,0,"34,451","2,526","1,011",685,"2,697","2,673",972,591,"2,837","1,313","1,254",352,"2,801",934,"1,291","2,598","2,601",933,"1,204","2,033","1,133",767,"1,245"
2020,7,10,"44,363","2,980","1,365",880,"2,456","2,426",837,"1,025","3,839","2,081","1,825",544,"3,078","1,365","1,536","3,727","4,339","1,188","1,621","3,479","1,087","1,053","1,632"
2020,7,20,"71,391","6,214","2,499","1,742","5,869","5,201","2,084","1,744","4,246","2,963","2,720",904,"4,947","2,600","2,625","4,899","3,824","2,202","2,505","5,014","1,709","1,688","3,192"
2020,7,30,"69,330","6,184","2,594","1,751","6,692","6,308","2,204","1,411","3,942","2,500","2,222",841,"5,183","2,254","2,910","4,133","3,154","2,166","2,284","4,160","1,914","1,503","3,020"
2020,7,40,"78,798","5,816","2,732","1,930","5,698","5,421","2,101","1,823","5,617","3,256","2,862","1,107","5,320","2,484","2,595","5,872","6,017","2,459","2,769","5,446","1,915","1,980","3,578"
2020,7,50,"91,388","6,145","3,205","2,443","6,184","5,446","2,450","2,637","5,799","4,180","3,456","1,501","6,489","3,386","3,670","6,624","5,287","3,079","3,270","6,409","2,251","2,566","4,911"
2020,7,60,"64,231","4,516","2,441","2,073","4,262","3,604","1,993","2,207","3,635","3,427","2,323","1,104","4,320","2,314","2,987","4,035","2,716","2,803","2,311","3,526","1,930","1,986","3,718"
2020,7,70,"31,287","2,191","1,417","1,186","2,150","1,743",988,"1,121","1,608","1,872",997,520,"1,922","1,053","1,336","1,894","1,199","1,547","1,184","1,644",840,"1,058","1,817"
2020,7,80,"13,624","1,032",500,513,867,750,470,502,651,984,540,177,813,427,619,998,565,574,475,727,319,409,712
2020,7,90,"2,069",164,75,81,109,126,70,75,105,157,81,39,111,71,114,165,96,62,57,111,48,61,91
2020,7,100,196,12,11,12,15,13,10,15,7,17,2,11,7,4,3,10,2,5,5,3,6,12,14
2020,8,총,"499,290","37,679","17,690","13,272","36,889","33,581","14,107","13,089","32,290","22,641","18,187","7,037","34,907","16,811","19,617","34,826","29,671","16,893","17,605","32,497","13,073","13,042","23,886"
2020,8,0,"34,104","2,503","1,003",675,"2,677","2,634",965,589,"2,821","1,284","1,231",340,"2,796",932,"1,291","2,569","2,560",913,"1,192","2,027","1,116",742,"1,244"
2020,8,10,"44,011","2,972","1,343",877,"2,432","2,398",827,"1,008","3,853","2,076","1,806",544,"3,049","1,337","1,508","3,692","4,315","1,171","1,606","3,447","1,074","1,053","1,623"
2020,8,20,"71,035","6,181","2,477","1,734","5,863","5,182","2,077","1,735","4,215","2,945","2,697",893,"4,909","2,599","2,614","4,867","3,820","2,177","2,493","5,015","1,698","1,675","3,169"
2020,8,30,"68,809","6,144","2,552","1,752","6,645","6,258","2,200","1,409","3,924","2,462","2,200",825,"5,197","2,237","2,869","4,086","3,103","2,136","2,261","4,153","1,891","1,486","3,019"
2020,8,40,"78,384","5,801","2,703","1,932","5,687","5,426","2,077","1,805","5,612","3,241","2,848","1,097","5,260","2,463","2,596","5,832","5,989","2,437","2,745","5,408","1,891","1,975","3,559"
2020,8,50,"91,048","6,122","3,170","2,437","6,192","5,417","2,428","2,617","5,811","4,141","3,439","1,497","6,478","3,372","3,647","6,642","5,273","3,074","3,239","6,375","2,236","2,551","4,890"
2020,8,60,"64,652","4,547","2,439","2,081","4,269","3,625","1,997","2,217","3,665","3,462","2,329","1,102","4,349","2,314","3,010","4,066","2,750","2,815","2,338","3,583","1,948","2,003","3,743"
2020,8,70,"31,303","2,191","1,416","1,177","2,134","1,747",986,"1,123","1,616","1,879","1,008",511,"1,931","1,058","1,341","1,895","1,198","1,543","1,191","1,639",840,"1,060","1,819"
2020,8,80,"13,654","1,037",501,513,864,754,470,495,660,972,544,178,820,424,623,"1,000",564,560,477,737,325,424,712
2020,8,90,"2,096",169,75,82,111,128,70,76,106,162,83,39,111,71,115,167,97,62,58,111,48,61,94
2020,8,100,194,12,11,12,15,12,10,15,7,17,2,11,7,4,3,10,2,5,5,2,6,12,14
2020,9,총,"497,902","37,594","17,533","13,232","36,914","33,506","14,043","13,027","32,203","22,574","18,139","7,035","34,896","16,785","19,530","34,670","29,609","16,794","17,536","32,402","13,030","13,030","23,820"
2020,9,0,"33,772","2,469",984,660,"2,641","2,619",962,586,"2,812","1,265","1,222",337,"2,793",923,"1,285","2,521","2,561",887,"1,177","2,000","1,111",726,"1,231"
2020,9,10,"43,741","2,973","1,328",885,"2,429","2,388",823,"1,000","3,822","2,055","1,788",539,"3,026","1,331","1,487","3,657","4,281","1,157","1,599","3,449","1,063","1,051","1,610"
2020,9,20,"70,724","6,142","2,452","1,711","5,865","5,168","2,054","1,725","4,202","2,938","2,685",894,"4,925","2,584","2,598","4,843","3,797","2,176","2,479","4,970","1,694","1,678","3,144"
2020,9,30,"68,440","6,132","2,519","1,747","6,648","6,222","2,189","1,394","3,899","2,446","2,202",816,"5,175","2,236","2,838","4,051","3,094","2,109","2,242","4,128","1,871","1,467","3,015"
2020,9,40,"78,108","5,759","2,688","1,930","5,697","5,423","2,066","1,797","5,596","3,223","2,825","1,102","5,251","2,456","2,589","5,788","5,975","2,425","2,729","5,380","1,883","1,974","3,552"
2020,9,50,"90,789","6,121","3,133","2,422","6,193","5,421","2,416","2,593","5,794","4,124","3,426","1,491","6,479","3,360","3,616","6,642","5,264","3,045","3,240","6,397","2,210","2,555","4,847"
2020,9,60,"64,970","4,587","2,440","2,084","4,296","3,633","2,002","2,225","3,683","3,478","2,346","1,120","4,383","2,333","3,034","4,080","2,770","2,815","2,343","3,583","1,965","2,011","3,759"
2020,9,70,"31,329","2,190","1,397","1,178","2,142","1,744",979,"1,118","1,617","1,888","1,014",506,"1,923","1,058","1,346","1,899","1,205","1,548","1,190","1,636",850,"1,070","1,831"
2020,9,80,"13,728","1,041",508,517,868,755,475,497,667,978,545,178,823,424,617,"1,016",560,565,474,743,329,424,724
2020,9,90,"2,101",167,73,86,120,121,67,75,104,162,84,41,111,76,117,163,100,62,56,113,48,62,93
2020,9,100,200,13,11,12,15,12,10,17,7,17,2,11,7,4,3,10,2,5,7,3,6,12,14
2020,10,총,"496,958","37,577","17,347","13,217","36,841","33,458","13,995","13,086","32,070","22,560","18,131","7,011","34,959","16,716","19,495","34,604","29,552","16,801","17,471","32,322","12,997","13,004","23,744"
2020,10,0,"33,479","2,440",972,649,"2,614","2,594",955,605,"2,784","1,259","1,211",331,"2,796",909,"1,275","2,489","2,537",885,"1,167","1,972","1,102",708,"1,225"
2020,10,10,"43,608","2,988","1,327",886,"2,416","2,389",811,"1,005","3,792","2,059","1,805",532,"3,011","1,320","1,481","3,639","4,254","1,150","1,595","3,438","1,059","1,047","1,604"
2020,10,20,"70,500","6,139","2,407","1,703","5,857","5,172","2,041","1,715","4,184","2,922","2,679",899,"4,940","2,587","2,602","4,826","3,785","2,183","2,438","4,957","1,683","1,662","3,119"
2020,10,30,"67,988","6,100","2,472","1,734","6,604","6,154","2,173","1,435","3,841","2,442","2,174",805,"5,168","2,225","2,816","4,022","3,060","2,094","2,246","4,104","1,860","1,470","2,989"
2020,10,40,"77,875","5,754","2,656","1,927","5,680","5,407","2,046","1,808","5,569","3,213","2,827","1,098","5,288","2,436","2,581","5,769","5,946","2,431","2,719","5,358","1,870","1,956","3,536"
2020,10,50,"90,627","6,141","3,103","2,409","6,193","5,442","2,425","2,579","5,786","4,110","3,417","1,478","6,440","3,347","3,602","6,633","5,290","3,039","3,223","6,386","2,210","2,555","4,819"
2020,10,60,"65,382","4,594","2,430","2,114","4,323","3,655","2,009","2,230","3,707","3,511","2,355","1,132","4,437","2,341","3,057","4,123","2,797","2,825","2,356","3,611","1,978","2,028","3,769"
2020,10,70,"31,381","2,194","1,391","1,183","2,146","1,746",989,"1,115","1,624","1,893","1,021",504,"1,931","1,047","1,337","1,912","1,217","1,561","1,189","1,622",850,"1,070","1,839"
2020,10,80,"13,815","1,043",504,514,873,760,470,501,674,973,555,180,834,427,623,"1,017",563,568,476,757,332,433,738
2020,10,90,"2,101",171,74,86,120,127,66,76,102,161,85,40,107,73,117,164,101,60,55,114,47,63,92
2020,10,100,202,13,11,12,15,12,10,17,7,17,2,12,7,4,4,10,2,5,7,3,6,12,14
2020,11,총,"495,882","37,474","16,879","13,201","36,752","33,424","13,997","13,280","32,015","22,527","18,127","6,960","35,117","16,659","19,455","34,510","29,495","16,735","17,421","32,253","12,962","12,948","23,691"
2020,11,0,"33,169","2,400",947,647,"2,590","2,567",938,630,"2,766","1,244","1,202",323,"2,798",898,"1,258","2,462","2,513",879,"1,146","1,958","1,092",697,"1,214"
2020,11,10,"43,434","2,979","1,307",879,"2,411","2,387",806,"1,015","3,778","2,057","1,795",530,"3,012","1,312","1,486","3,621","4,239","1,127","1,585","3,414","1,069","1,034","1,591"
2020,11,20,"70,296","6,121","2,305","1,694","5,855","5,176","2,057","1,736","4,155","2,940","2,682",895,"4,951","2,583","2,591","4,810","3,787","2,163","2,437","4,933","1,662","1,662","3,101"
2020,11,30,"67,598","6,035","2,404","1,719","6,570","6,134","2,157","1,496","3,809","2,420","2,170",791,"5,181","2,217","2,783","3,993","3,017","2,081","2,238","4,098","1,850","1,451","2,984"
2020,11,40,"77,690","5,758","2,602","1,923","5,653","5,406","2,057","1,841","5,556","3,207","2,817","1,099","5,324","2,427","2,582","5,746","5,932","2,424","2,701","5,306","1,864","1,954","3,511"
2020,11,50,"90,409","6,137","2,995","2,407","6,171","5,435","2,416","2,607","5,781","4,088","3,426","1,461","6,467","3,323","3,607","6,621","5,299","3,025","3,213","6,389","2,210","2,524","4,807"
2020,11,60,"65,682","4,619","2,390","2,123","4,337","3,677","2,032","2,233","3,733","3,519","2,366","1,130","4,495","2,352","3,056","4,153","2,822","2,834","2,362","3,649","1,979","2,039","3,782"
2020,11,70,"31,432","2,199","1,355","1,196","2,151","1,745",983,"1,121","1,648","1,901","1,035",499,"1,933","1,039","1,348","1,910","1,215","1,558","1,195","1,620",846,"1,077","1,858"
2020,11,80,"13,860","1,042",489,516,883,758,476,502,677,972,546,178,846,430,624,"1,020",565,578,481,766,339,433,739
2020,11,90,"2,110",171,74,86,116,127,65,82,104,163,86,42,103,73,117,164,104,61,55,117,45,65,90
2020,11,100,202,13,11,11,15,12,10,17,8,16,2,12,7,5,3,10,2,5,8,3,6,12,14
2020,12,총,"494,962","37,397","16,277","13,143","36,696","33,278","14,668","13,348","31,993","22,460","18,096","6,967","35,013","16,594","19,381","34,432","29,409","16,627","17,796","32,025","12,877","12,867","23,618"
2020,12,0,"32,905","2,384",893,632,"2,543","2,519","1,020",631,"2,751","1,235","1,208",321,"2,781",886,"1,233","2,438","2,487",867,"1,186","1,932","1,084",682,"1,192"
2020,12,10,"43,210","2,950","1,259",872,"2,410","2,367",861,"1,018","3,779","2,045","1,779",523,"2,990","1,293","1,480","3,596","4,222","1,112","1,615","3,382","1,051","1,029","1,577"
2020,12,20,"70,185","6,090","2,200","1,681","5,884","5,191","2,138","1,739","4,149","2,946","2,681",898,"4,925","2,592","2,573","4,796","3,769","2,159","2,494","4,889","1,651","1,648","3,092"
2020,12,30,"67,436","6,033","2,325","1,700","6,545","6,093","2,318","1,548","3,806","2,400","2,154",798,"5,154","2,197","2,756","3,995","2,994","2,062","2,323","4,025","1,824","1,428","2,958"
2020,12,40,"77,416","5,739","2,496","1,915","5,651","5,373","2,155","1,841","5,537","3,181","2,813","1,101","5,292","2,406","2,575","5,715","5,883","2,389","2,792","5,297","1,851","1,940","3,474"
2020,12,50,"90,154","6,161","2,886","2,389","6,132","5,409","2,508","2,605","5,769","4,065","3,414","1,455","6,446","3,319","3,592","6,617","5,318","3,015","3,258","6,300","2,191","2,515","4,790"
2020,12,60,"66,008","4,617","2,330","2,138","4,356","3,692","2,106","2,243","3,762","3,526","2,374","1,140","4,535","2,357","3,070","4,172","2,841","2,829","2,382","3,691","1,994","2,042","3,811"
2020,12,70,"31,387","2,186","1,324","1,198","2,149","1,743",997,"1,123","1,643","1,905","1,032",498,"1,922","1,045","1,355","1,908","1,217","1,543","1,196","1,622",841,"1,072","1,868"
2020,12,80,"13,940","1,047",476,516,894,755,490,500,683,974,557,180,859,427,627,"1,019",572,584,487,766,339,434,754
2020,12,90,"2,118",177,77,91,118,123,65,83,106,167,82,41,102,67,117,166,103,62,55,118,45,65,88
2020,12,100,203,13,11,11,14,13,10,17,8,16,2,12,7,5,3,10,3,5,8,3,6,12,14
2021,1,총,"494,487","37,328","15,903","13,150","36,606","33,140","14,925","13,401","31,889","22,382","18,064","6,972","35,001","16,572","19,294","34,349","29,386","16,631","18,403","31,853","12,852","12,828","23,558"
2021,1,0,"32,613","2,342",864,621,"2,515","2,477","1,039",643,"2,719","1,219","1,211",328,"2,761",876,"1,205","2,407","2,458",866,"1,261","1,900","1,065",674,"1,162"
2021,1,10,"42,979","2,935","1,230",867,"2,390","2,343",881,"1,012","3,781","2,019","1,754",514,"2,963","1,281","1,471","3,577","4,212","1,095","1,656","3,352","1,062","1,017","1,567"
2021,1,20,"70,016","6,075","2,128","1,687","5,861","5,198","2,155","1,741","4,097","2,942","2,683",898,"4,911","2,581","2,562","4,793","3,766","2,162","2,576","4,836","1,640","1,653","3,071"
2021,1,30,"67,213","5,992","2,252","1,694","6,494","6,040","2,373","1,574","3,758","2,376","2,154",804,"5,158","2,190","2,732","3,967","2,985","2,057","2,442","4,031","1,799","1,404","2,937"
2021,1,40,"77,169","5,726","2,464","1,901","5,643","5,342","2,191","1,834","5,543","3,142","2,802","1,083","5,292","2,401","2,543","5,681","5,855","2,403","2,881","5,227","1,842","1,935","3,438"
2021,1,50,"90,010","6,168","2,817","2,407","6,105","5,402","2,556","2,601","5,735","4,038","3,391","1,460","6,422","3,310","3,587","6,590","5,322","2,996","3,349","6,263","2,192","2,511","4,788"
2021,1,60,"66,619","4,663","2,294","2,143","4,400","3,701","2,144","2,269","3,806","3,568","2,386","1,151","4,581","2,379","3,093","4,229","2,870","2,846","2,458","3,720","2,016","2,045","3,857"
2021,1,70,"31,497","2,191","1,295","1,201","2,164","1,741","1,014","1,125","1,652","1,917","1,037",500,"1,936","1,052","1,347","1,896","1,236","1,553","1,218","1,640",846,"1,070","1,866"
2021,1,80,"14,053","1,049",472,529,899,763,498,501,683,978,562,182,867,431,637,"1,031",576,583,500,760,340,443,769
2021,1,90,"2,112",173,76,89,119,120,64,84,106,167,82,40,104,66,113,169,103,65,54,121,44,64,89
