년도,월,나이,안동시,풍산읍,와룡면,북후면,서후면,풍천면,일직면,남후면,남선면,임하면,길안면,임동면,예안면,도산면,녹전면,중구동,명륜동,용상동,서구동,태화동,평화동,안기동,옥동,송하동,강남동
2020,10,100,49,5,4,1,0,2,3,1,0,2,1,5,2,0,0,0,0,3,5,5,2,0,2,3,3
2020,11,총,"80,171","3,172","1,992","1,438","1,693","3,217","1,434",897,"1,031","1,382","1,352",855,905,781,854,"2,598","2,620","11,225","4,763","6,753","3,287","3,173","11,471","8,038","5,240"
2020,11,0,"5,080",90,46,29,46,197,23,14,26,33,28,11,19,13,11,106,137,912,301,463,203,158,988,698,528
2020,11,10,"6,554",130,81,35,54,172,47,27,41,55,36,25,19,20,39,160,221,"1,127",434,436,253,288,"1,288",836,730
2020,11,20,"7,553",188,133,48,136,411,63,32,62,76,56,32,29,26,29,229,246,"1,299",387,652,278,318,"1,352",863,608
2020,11,30,"7,439",156,88,59,79,427,50,26,56,63,49,22,31,21,26,255,224,"1,271",420,731,275,251,"1,280",982,597
2020,11,40,"10,734",223,129,110,137,336,96,56,61,98,49,52,38,33,47,281,338,"1,788",692,886,447,444,"1,986","1,318","1,089"
2020,11,50,"12,959",507,301,220,256,413,191,127,201,203,217,129,180,118,130,403,471,"1,757",728,"1,160",562,613,"1,900","1,427",745
2020,11,60,"13,160",693,423,322,401,490,336,183,229,329,317,210,222,219,202,522,453,"1,478",834,"1,193",645,615,"1,388",985,471
2020,11,70,"9,222",590,398,299,278,419,313,200,170,257,330,200,191,179,180,388,313,933,569,768,375,322,750,524,276
2020,11,80,"6,283",505,330,264,246,297,259,186,154,220,235,154,156,127,167,208,189,561,341,396,198,138,454,336,162
2020,11,90,"1,139",85,59,51,60,53,53,45,31,46,34,16,18,25,23,46,28,96,52,63,49,26,84,65,31
2020,11,100,48,5,4,1,0,2,3,1,0,2,1,4,2,0,0,0,0,3,5,5,2,0,1,4,3
2020,12,총,"80,246","3,172","1,993","1,433","1,679","3,247","1,426",895,"1,032","1,379","1,347",861,900,779,853,"2,601","2,617","11,238","4,750","6,721","3,264","3,155","11,426","8,219","5,259"
2020,12,0,"5,061",90,48,29,44,201,22,14,25,31,27,11,19,11,11,105,135,913,297,460,195,157,966,720,530
2020,12,10,"6,549",130,78,35,49,177,48,26,42,54,36,26,19,21,37,161,217,"1,122",431,442,251,283,"1,285",851,728
2020,12,20,"7,596",187,136,50,138,414,62,32,59,77,55,32,27,28,30,231,249,"1,314",391,640,273,313,"1,348",892,618
2020,12,30,"7,460",159,92,57,77,432,51,27,56,65,49,23,30,19,26,256,225,"1,272",417,721,273,252,"1,271","1,012",598
2020,12,40,"10,715",222,129,112,137,340,93,54,58,92,47,52,36,36,48,278,339,"1,797",684,874,444,436,"1,975","1,339","1,093"
2020,12,50,"12,925",507,297,221,251,415,189,127,204,204,220,128,178,118,127,397,460,"1,747",725,"1,158",561,604,"1,891","1,447",749
2020,12,60,"13,247",696,425,322,401,497,336,182,231,330,317,215,225,218,205,525,460,"1,476",840,"1,189",647,625,"1,393","1,020",472
2020,12,70,"9,196",585,394,296,278,414,313,200,172,258,326,199,185,178,178,394,313,934,565,767,372,322,751,527,275
2020,12,80,"6,303",503,333,262,245,302,257,187,154,219,238,155,161,125,168,208,189,564,340,399,196,138,459,337,164
2020,12,90,"1,146",88,58,48,59,53,52,45,31,47,31,15,18,25,23,46,30,96,55,66,50,25,86,70,29
2020,12,100,48,5,3,1,0,2,3,1,0,2,1,5,2,0,0,0,0,3,5,5,2,0,1,4,3
2021,1,총,"80,112","3,172","1,980","1,418","1,677","3,286","1,432",896,"1,031","1,371","1,343",858,895,779,849,"2,617","2,595","11,184","4,770","6,678","3,263","3,144","11,357","8,252","5,265"
2021,1,0,"5,021",88,48,25,42,211,21,13,26,30,28,11,19,10,11,105,131,909,297,443,198,158,949,726,522
2021,1,10,"6,532",128,75,36,49,178,48,25,44,55,35,26,19,22,35,165,214,"1,106",436,441,248,278,"1,283",852,734
2021,1,20,"7,558",186,132,46,138,425,61,34,54,72,56,31,27,28,29,239,245,"1,307",390,640,274,309,"1,324",887,624
2021,1,30,"7,421",157,92,56,76,448,53,27,55,64,47,23,29,19,27,250,219,"1,258",412,706,272,254,"1,244","1,036",597
2021,1,40,"10,656",220,128,105,137,341,95,54,57,90,43,51,36,37,45,280,331,"1,796",685,867,439,425,"1,969","1,341","1,084"
2021,1,50,"12,861",505,291,220,248,407,191,127,203,202,219,122,176,117,128,397,464,"1,736",726,"1,141",556,604,"1,884","1,439",758
2021,1,60,"13,335",699,427,323,405,505,333,183,235,331,315,219,224,218,203,531,459,"1,477",854,"1,196",657,627,"1,413","1,028",473
2021,1,70,"9,172",591,389,296,279,409,309,199,172,258,327,199,183,176,178,390,314,926,566,773,368,324,743,527,276
2021,1,80,"6,355",503,336,261,244,307,264,187,154,222,239,156,162,127,170,212,190,570,345,400,198,139,464,341,164
2021,1,90,"1,151",90,57,49,59,53,54,46,31,45,33,15,18,25,23,48,28,96,54,66,51,26,83,71,30
2021,1,100,50,5,5,1,0,2,3,1,0,2,1,5,2,0,0,0,0,3,5,5,2,0,1,4,3
2021,2,총,"80,095","3,164","1,973","1,418","1,678","3,331","1,419",896,"1,035","1,360","1,344",853,890,777,841,"2,639","2,597","11,171","4,768","6,685","3,253","3,131","11,313","8,274","5,285"
2021,2,0,"5,012",89,45,26,45,213,20,13,28,29,27,12,18,10,11,103,130,918,297,438,194,155,940,729,522
2021,2,10,"6,512",122,76,36,52,185,49,26,44,55,38,25,19,22,33,166,213,"1,106",434,436,247,269,"1,277",854,728
2021,2,20,"7,513",184,126,44,129,447,59,35,53,71,51,30,26,28,28,252,249,"1,286",396,641,267,308,"1,300",877,626
2021,2,30,"7,428",156,89,57,79,460,52,23,55,61,48,23,30,18,27,260,221,"1,253",410,703,268,262,"1,230","1,043",600
2021,2,40,"10,640",223,126,106,136,339,93,56,57,86,46,51,39,39,42,276,327,"1,792",680,874,438,418,"1,965","1,345","1,086"
2021,2,50,"12,803",491,287,215,249,402,188,127,200,202,217,117,169,113,124,400,461,"1,739",730,"1,132",554,597,"1,885","1,442",762
2021,2,60,"13,419",714,431,327,407,507,333,185,242,331,316,219,227,219,206,529,461,"1,479",852,"1,205",663,632,"1,418","1,037",479
2021,2,70,"9,148",583,391,289,277,407,302,197,170,257,325,199,180,173,177,394,313,928,565,780,369,324,742,528,278
2021,2,80,"6,410",506,341,267,244,314,267,187,155,219,241,157,164,131,170,210,194,568,348,404,202,139,471,342,169
2021,2,90,"1,158",89,56,50,60,55,53,46,31,47,34,15,17,24,23,49,28,99,51,67,49,27,84,72,32
2021,2,100,52,7,5,1,0,2,3,1,0,2,1,5,1,0,0,0,0,3,5,5,2,0,1,5,3
2021,3,총,"79,969","3,157","1,963","1,417","1,678","3,365","1,416",889,"1,034","1,358","1,344",846,894,778,834,"2,640","2,599","11,164","4,736","6,617","3,238","3,118","11,302","8,300","5,282"
2021,3,0,"4,996",84,43,26,43,215,20,13,28,28,27,11,19,10,11,105,133,916,291,439,190,157,940,723,524
2021,3,10,"6,486",121,71,33,52,187,50,26,44,56,36,25,17,21,33,165,214,"1,105",434,433,243,267,"1,277",847,729
2021,3,20,"7,482",180,124,46,122,461,57,33,53,70,53,27,28,28,28,251,244,"1,300",387,621,274,302,"1,287",887,619
2021,3,30,"7,402",162,89,54,78,470,51,23,55,59,44,25,31,21,26,262,217,"1,248",403,692,259,262,"1,228","1,047",596
2021,3,40,"10,566",221,120,106,132,337,95,57,55,87,45,49,41,38,40,278,334,"1,775",678,862,433,411,"1,952","1,341","1,079"
2021,3,50,"12,752",483,286,213,257,405,184,126,199,206,219,113,169,115,119,389,460,"1,728",717,"1,124",555,592,"1,883","1,441",769
2021,3,60,"13,478",715,432,330,409,513,333,185,245,331,316,220,229,217,208,529,457,"1,489",860,"1,201",652,636,"1,431","1,056",484
2021,3,70,"9,132",584,384,285,279,402,305,195,166,256,322,197,180,168,177,396,315,928,558,778,379,324,749,529,276
2021,3,80,"6,460",512,349,275,244,315,268,186,158,215,247,159,160,136,171,214,195,574,350,398,204,140,471,350,169
2021,3,90,"1,165",88,60,49,62,57,50,44,30,48,34,15,19,24,21,51,30,100,53,65,47,27,83,74,34
2021,3,100,50,7,5,0,0,3,3,1,1,2,1,5,1,0,0,0,0,1,5,4,2,0,1,5,3
2021,4,총,"79,931","3,153","1,967","1,423","1,673","3,371","1,412",887,"1,029","1,346","1,344",847,891,777,833,"2,654","2,621","11,157","4,724","6,614","3,244","3,123","11,273","8,290","5,278"
2021,4,0,"4,966",87,45,26,41,211,19,13,28,28,27,11,18,9,11,102,138,912,289,442,188,157,924,719,521
2021,4,10,"6,488",119,74,33,53,186,49,22,41,54,37,25,16,22,33,167,222,"1,103",435,435,247,268,"1,282",846,719
2021,4,20,"7,494",180,122,46,121,468,58,34,54,69,49,27,30,28,27,272,248,"1,309",387,612,278,302,"1,264",880,629
2021,4,30,"7,369",160,87,53,78,469,50,21,53,57,46,25,31,20,26,261,217,"1,237",403,695,253,260,"1,229","1,047",591
2021,4,40,"10,546",222,121,105,128,341,92,58,55,86,47,50,42,38,40,275,333,"1,766",680,857,436,413,"1,946","1,334","1,081"
2021,4,50,"12,695",478,288,215,254,409,184,124,197,204,217,111,166,116,116,389,458,"1,715",707,"1,120",551,592,"1,871","1,439",774
2021,4,60,"13,540",720,431,330,414,513,334,186,248,324,316,222,230,217,210,525,464,"1,506",858,"1,207",655,635,"1,448","1,064",483
2021,4,70,"9,129",577,381,283,277,401,303,197,164,255,321,192,174,167,179,400,320,932,558,780,382,326,754,531,275
2021,4,80,"6,474",513,352,280,243,312,270,186,157,218,249,164,165,136,171,210,193,574,348,397,206,141,470,352,167
2021,4,90,"1,178",90,61,52,64,58,50,45,31,49,34,15,18,24,20,53,28,102,54,65,46,29,82,73,35
2021,4,100,52,7,5,0,0,3,3,1,1,2,1,5,1,0,0,0,0,1,5,4,2,0,3,5,3
2021,5,총,"79,715","3,159","1,954","1,413","1,649","3,372","1,396",875,"1,021","1,343","1,340",828,894,774,830,"2,638","2,612","11,138","4,688","6,604","3,247","3,127","11,260","8,290","5,263"
2021,5,0,"4,941",88,41,26,42,212,20,11,28,29,27,10,20,9,11,100,139,899,284,448,187,157,925,705,523
2021,5,10,"6,469",118,75,32,50,186,48,23,42,53,37,26,15,22,32,166,218,"1,103",435,439,248,265,"1,280",846,710
2021,5,20,"7,469",183,122,47,112,467,58,34,51,69,50,27,31,28,26,275,243,"1,313",387,596,280,304,"1,245",894,627
2021,5,30,"7,321",156,82,49,78,478,47,19,54,55,45,24,34,21,23,255,215,"1,234",400,694,255,258,"1,227","1,033",585
2021,5,40,"10,520",222,124,106,122,338,92,55,55,83,45,48,40,35,41,277,333,"1,768",679,856,438,413,"1,943","1,334","1,073"
2021,5,50,"12,601",481,283,210,248,398,180,120,191,204,214,104,162,117,115,382,458,"1,705",704,"1,111",538,591,"1,857","1,451",777
2021,5,60,"13,587",724,428,330,417,523,329,188,250,327,319,220,233,212,212,514,465,"1,517",843,"1,209",664,635,"1,467","1,068",493
2021,5,70,"9,100",582,383,283,276,393,300,193,164,255,318,188,176,170,177,405,319,925,552,777,381,331,757,528,267
2021,5,80,"6,501",510,352,277,241,317,269,189,155,218,249,163,164,137,171,209,194,575,353,404,209,144,473,356,172
2021,5,90,"1,167",90,60,52,63,58,50,43,31,48,35,15,18,23,22,55,28,99,48,66,46,28,83,72,34
