년도,월,나이,전라북도,전주시,완산구,덕진구,군산시,익산시,정읍시,남원시,김제시,완주군,진안군,무주군,장수군,임실군,순창군,고창군,부안군
2020,3,30,"100,439","41,642","20,380","21,262","16,677","15,656","4,926","3,390","3,730","5,120",865,960,870,"1,160","1,038","2,184","2,221"
2020,3,40,"141,379","52,995","26,081","26,914","23,175","22,004","8,101","5,726","5,855","7,610","1,675","1,655","1,526","1,843","1,942","3,708","3,564"
2020,3,50,"156,052","51,779","27,392","24,387","23,034","25,226","10,053","7,336","7,670","8,603","2,636","2,344","2,128","2,742","2,535","5,037","4,929"
2020,3,60,"121,274","35,073","19,204","15,869","17,817","19,257","8,097","6,253","7,094","6,823","2,449","2,142","2,048","2,557","2,331","4,625","4,708"
2020,3,70,"72,676","18,843","10,190","8,653","9,834","10,460","5,708","4,040","4,817","4,094","1,716","1,415","1,337","1,872","1,684","3,557","3,299"
2020,3,80,"29,843","6,802","3,663","3,139","3,330","3,993","2,613","1,933","2,249","1,731",766,782,680,974,865,"1,646","1,479"
2020,3,90,"2,884",599,328,271,293,431,252,211,255,157,96,73,63,95,99,137,123
2020,3,100,167,29,16,13,34,23,20,10,11,7,9,5,4,7,1,2,5
2020,4,총,"900,628","322,894","165,196","157,698","135,704","142,088","54,410","39,786","41,337","47,244","12,888","11,995","11,103","14,219","13,648","27,155","26,157"
2020,4,0,"68,693","28,425","13,046","15,379","11,153","10,366","3,462","2,757","2,350","3,746",685,677,625,737,832,"1,482","1,396"
2020,4,10,"92,828","37,912","19,367","18,545","14,151","14,773","5,314","3,900","3,292","4,393",883,915,845,948,"1,163","2,305","2,034"
2020,4,20,"114,373","48,537","25,511","23,026","16,181","19,935","5,911","4,229","4,073","4,971","1,132","1,039",966,"1,321","1,164","2,490","2,424"
2020,4,30,"100,093","41,642","20,343","21,299","16,604","15,552","4,898","3,388","3,707","5,073",846,964,868,"1,147","1,035","2,170","2,199"
2020,4,40,"140,939","52,923","25,977","26,946","23,123","21,923","8,057","5,682","5,807","7,598","1,662","1,650","1,519","1,821","1,938","3,685","3,551"
2020,4,50,"156,080","51,865","27,409","24,456","23,045","25,225","10,062","7,367","7,662","8,587","2,620","2,335","2,121","2,722","2,519","5,027","4,923"
2020,4,60,"121,621","35,189","19,275","15,914","17,880","19,346","8,093","6,257","7,091","6,858","2,458","2,139","2,063","2,554","2,341","4,638","4,714"
2020,4,70,"72,933","18,936","10,256","8,680","9,889","10,499","5,705","4,037","4,830","4,114","1,725","1,410","1,339","1,894","1,687","3,562","3,306"
2020,4,80,"29,991","6,826","3,659","3,167","3,347","4,007","2,634","1,948","2,256","1,739",774,789,690,972,871,"1,656","1,482"
2020,4,90,"2,908",609,337,272,296,440,254,211,257,157,94,73,63,96,97,138,123
2020,4,100,169,30,16,14,35,22,20,10,12,8,9,4,4,7,1,2,5
2020,5,총,"899,894","322,832","164,941","157,891","135,674","141,842","54,361","39,729","41,319","47,142","12,877","11,976","11,078","14,184","13,613","27,135","26,132"
2020,5,0,"68,392","28,320","12,952","15,368","11,112","10,298","3,430","2,756","2,342","3,715",684,678,627,727,825,"1,483","1,395"
2020,5,10,"92,432","37,730","19,201","18,529","14,120","14,691","5,295","3,870","3,274","4,383",880,911,836,952,"1,154","2,299","2,037"
2020,5,20,"114,250","48,541","25,553","22,988","16,183","19,882","5,897","4,234","4,074","4,960","1,130","1,024",962,"1,295","1,174","2,474","2,420"
2020,5,30,"99,777","41,601","20,275","21,326","16,537","15,481","4,881","3,378","3,691","5,023",847,961,861,"1,136","1,026","2,166","2,188"
2020,5,40,"140,513","52,810","25,870","26,940","23,082","21,834","8,033","5,655","5,780","7,570","1,652","1,637","1,505","1,814","1,937","3,655","3,549"
2020,5,50,"156,109","52,000","27,450","24,550","23,068","25,188","10,069","7,355","7,676","8,568","2,611","2,329","2,101","2,716","2,490","5,034","4,904"
2020,5,60,"121,940","35,298","19,292","16,006","17,922","19,404","8,103","6,264","7,089","6,880","2,462","2,153","2,085","2,572","2,339","4,654","4,715"
2020,5,70,"73,281","19,032","10,318","8,714","9,957","10,577","5,731","4,051","4,871","4,132","1,728","1,407","1,339","1,894","1,687","3,568","3,307"
2020,5,80,"30,118","6,853","3,671","3,182","3,359","4,030","2,647","1,948","2,253","1,743",782,798,696,977,884,"1,663","1,485"
2020,5,90,"2,910",617,343,274,298,435,254,208,256,159,92,74,62,94,96,138,127
2020,5,100,172,30,16,14,36,22,21,10,13,9,9,4,4,7,1,1,5
2020,6,총,"899,137","322,788","165,043","157,745","135,579","141,545","54,267","39,703","41,262","47,126","12,876","11,952","11,073","14,175","13,605","27,076","26,110"
2020,6,0,"68,076","28,268","12,964","15,304","11,060","10,216","3,408","2,742","2,342","3,662",678,677,621,729,819,"1,469","1,385"
2020,6,10,"92,137","37,621","19,135","18,486","14,093","14,638","5,264","3,853","3,244","4,381",884,906,837,947,"1,149","2,285","2,035"
2020,6,20,"114,090","48,473","25,493","22,980","16,185","19,852","5,897","4,230","4,058","4,974","1,124","1,008",961,"1,283","1,169","2,458","2,418"
2020,6,30,"99,483","41,617","20,363","21,254","16,475","15,373","4,870","3,369","3,662","4,981",842,964,848,"1,131","1,023","2,147","2,181"
2020,6,40,"140,191","52,740","25,856","26,884","23,046","21,786","7,981","5,635","5,773","7,574","1,651","1,618","1,503","1,811","1,927","3,634","3,512"
2020,6,50,"155,636","51,865","27,403","24,462","23,003","25,097","10,024","7,320","7,637","8,552","2,596","2,335","2,093","2,704","2,479","5,028","4,903"
2020,6,60,"122,735","35,553","19,429","16,124","18,018","19,470","8,157","6,317","7,148","6,953","2,469","2,162","2,101","2,588","2,362","4,685","4,752"
2020,6,70,"73,606","19,132","10,361","8,771","10,012","10,641","5,747","4,068","4,882","4,139","1,742","1,419","1,353","1,895","1,697","3,572","3,307"
2020,6,80,"30,091","6,876","3,681","3,195","3,350","4,007","2,640","1,948","2,246","1,740",790,791,691,984,885,"1,659","1,484"
2020,6,90,"2,918",613,342,271,301,442,259,210,257,160,91,68,61,96,94,138,128
2020,6,100,174,30,16,14,36,23,20,11,13,10,9,4,4,7,1,1,5
2020,7,총,"898,719","322,907","165,347","157,560","135,497","141,360","54,186","39,702","41,189","47,139","12,873","11,929","11,051","14,145","13,595","27,051","26,095"
2020,7,0,"67,777","28,195","12,987","15,208","11,001","10,143","3,384","2,742","2,328","3,630",668,672,613,731,821,"1,462","1,387"
2020,7,10,"91,848","37,539","19,135","18,404","14,037","14,573","5,232","3,841","3,229","4,371",890,912,836,930,"1,151","2,279","2,028"
2020,7,20,"114,084","48,550","25,581","22,969","16,189","19,809","5,875","4,243","4,059","4,986","1,116",992,960,"1,280","1,161","2,456","2,408"
2020,7,30,"99,112","41,522","20,368","21,154","16,417","15,285","4,843","3,358","3,635","4,970",838,965,838,"1,121","1,013","2,128","2,179"
2020,7,40,"140,036","52,779","25,865","26,914","23,010","21,718","7,971","5,619","5,737","7,563","1,659","1,615","1,496","1,802","1,927","3,631","3,509"
2020,7,50,"155,526","51,912","27,448","24,464","22,978","25,107","10,009","7,302","7,610","8,541","2,581","2,325","2,090","2,693","2,464","5,026","4,888"
2020,7,60,"123,068","35,629","19,478","16,151","18,060","19,536","8,177","6,340","7,166","6,994","2,479","2,161","2,098","2,610","2,380","4,692","4,746"
2020,7,70,"74,009","19,268","10,454","8,814","10,086","10,708","5,766","4,089","4,909","4,160","1,750","1,423","1,362","1,887","1,694","3,580","3,327"
2020,7,80,"30,154","6,872","3,668","3,204","3,380","4,018","2,648","1,939","2,241","1,753",793,793,693,985,889,"1,657","1,493"
2020,7,90,"2,930",611,347,264,302,440,260,218,262,161,90,67,61,99,94,139,126
2020,7,100,175,30,16,14,37,23,21,11,13,10,9,4,4,7,1,1,4
2020,8,총,"898,296","323,103","165,542","157,561","135,367","141,163","54,088","39,728","41,140","47,109","12,845","11,938","11,023","14,144","13,569","27,019","26,060"
2020,8,0,"67,476","28,118","12,984","15,134","10,939","10,088","3,358","2,740","2,319","3,603",652,671,611,736,812,"1,454","1,375"
2020,8,10,"91,556","37,458","19,090","18,368","13,990","14,462","5,218","3,836","3,228","4,349",897,921,833,921,"1,150","2,270","2,023"
2020,8,20,"114,030","48,619","25,644","22,975","16,161","19,775","5,870","4,250","4,041","4,979","1,113",985,954,"1,273","1,142","2,457","2,411"
2020,8,30,"98,793","41,502","20,356","21,146","16,315","15,244","4,815","3,334","3,617","4,948",826,957,831,"1,107","1,012","2,128","2,157"
2020,8,40,"139,756","52,699","25,822","26,877","22,967","21,684","7,953","5,602","5,718","7,557","1,645","1,614","1,487","1,807","1,926","3,595","3,502"
2020,8,50,"155,283","51,876","27,479","24,397","22,977","24,991","9,964","7,303","7,584","8,533","2,577","2,323","2,090","2,702","2,463","5,026","4,874"
2020,8,60,"123,784","35,916","19,617","16,299","18,161","19,672","8,226","6,381","7,178","7,023","2,492","2,172","2,101","2,618","2,382","4,703","4,759"
2020,8,70,"74,225","19,351","10,499","8,852","10,115","10,756","5,757","4,100","4,927","4,184","1,740","1,431","1,357","1,896","1,698","3,584","3,329"
2020,8,80,"30,279","6,915","3,689","3,226","3,398","4,023","2,655","1,948","2,256","1,761",803,794,694,982,888,"1,660","1,502"
2020,8,90,"2,940",619,346,273,307,445,252,223,258,162,91,66,61,95,95,141,125
2020,8,100,174,30,16,14,37,23,20,11,14,10,9,4,4,7,1,1,3
2020,9,총,"898,048","323,351","165,635","157,716","135,421","140,974","53,997","39,665","41,046","47,149","12,845","11,940","11,027","14,097","13,538","26,989","26,009"
2020,9,0,"67,059","28,017","12,924","15,093","10,879","10,013","3,338","2,698","2,293","3,562",650,659,607,734,804,"1,440","1,365"
2020,9,10,"91,319","37,398","19,052","18,346","13,954","14,398","5,190","3,822","3,218","4,349",894,923,841,920,"1,145","2,269","1,998"
2020,9,20,"114,113","48,663","25,638","23,025","16,209","19,776","5,852","4,256","4,033","5,010","1,113",980,957,"1,256","1,144","2,462","2,402"
2020,9,30,"98,476","41,495","20,334","21,161","16,238","15,144","4,776","3,311","3,602","4,939",825,954,822,"1,091",999,"2,128","2,152"
2020,9,40,"139,432","52,718","25,828","26,890","22,951","21,588","7,910","5,575","5,670","7,548","1,628","1,609","1,477","1,789","1,913","3,565","3,491"
2020,9,50,"155,180","51,902","27,518","24,384","23,006","24,955","9,966","7,296","7,561","8,520","2,577","2,328","2,093","2,698","2,438","4,989","4,851"
2020,9,60,"124,476","36,113","19,715","16,398","18,262","19,783","8,271","6,410","7,200","7,070","2,510","2,194","2,111","2,621","2,409","4,740","4,782"
2020,9,70,"74,492","19,429","10,552","8,877","10,175","10,815","5,773","4,108","4,938","4,213","1,744","1,427","1,355","1,894","1,703","3,584","3,334"
2020,9,80,"30,351","6,958","3,704","3,254","3,398","4,032","2,648","1,954","2,253","1,760",804,796,697,992,886,"1,670","1,503"
2020,9,90,"2,974",627,354,273,312,447,252,224,264,168,91,66,63,95,96,141,128
2020,9,100,176,31,16,15,37,23,21,11,14,10,9,4,4,7,1,1,3
2020,10,총,"897,770","323,585","165,555","158,030","135,376","140,864","53,960","39,646","40,991","47,023","12,815","11,943","11,018","14,070","13,530","26,948","26,001"
2020,10,0,"66,606","27,914","12,838","15,076","10,787","9,938","3,307","2,681","2,254","3,520",633,657,599,725,801,"1,432","1,358"
2020,10,10,"91,162","37,326","18,996","18,330","13,946","14,354","5,177","3,813","3,242","4,352",895,922,846,907,"1,146","2,254","1,982"
2020,10,20,"114,269","48,779","25,682","23,097","16,223","19,815","5,866","4,262","4,018","4,983","1,108",985,953,"1,258","1,142","2,459","2,418"
2020,10,30,"97,999","41,454","20,277","21,177","16,123","15,037","4,757","3,312","3,582","4,862",803,943,816,"1,089",988,"2,090","2,143"
2020,10,40,"139,046","52,658","25,711","26,947","22,885","21,535","7,869","5,516","5,656","7,515","1,620","1,604","1,476","1,775","1,910","3,552","3,475"
2020,10,50,"155,215","51,994","27,565","24,429","23,076","24,932","9,968","7,315","7,520","8,510","2,565","2,326","2,076","2,686","2,430","4,975","4,842"
2020,10,60,"125,112","36,308","19,797","16,511","18,339","19,858","8,301","6,440","7,256","7,106","2,526","2,220","2,125","2,638","2,431","4,767","4,797"
2020,10,70,"74,708","19,479","10,592","8,887","10,225","10,883","5,772","4,115","4,923","4,234","1,754","1,422","1,358","1,901","1,700","3,602","3,340"
2020,10,80,"30,462","7,013","3,729","3,284","3,415","4,038","2,665","1,959","2,256","1,760",810,793,702,985,885,"1,672","1,509"
2020,10,90,"3,015",629,352,277,320,449,257,222,270,171,92,67,63,100,97,144,134
2020,10,100,176,31,16,15,37,25,21,11,14,10,9,4,4,6,0,1,3
2020,11,총,"897,393","323,780","165,580","158,200","135,332","140,745","53,872","39,616","40,934","46,970","12,784","11,948","11,006","14,024","13,520","26,909","25,953"
2020,11,0,"66,230","27,821","12,793","15,028","10,726","9,873","3,280","2,666","2,241","3,479",627,647,600,716,778,"1,428","1,348"
2020,11,10,"90,888","37,265","18,953","18,312","13,881","14,324","5,155","3,799","3,208","4,333",890,927,848,901,"1,149","2,241","1,967"
2020,11,20,"114,282","48,816","25,660","23,156","16,254","19,778","5,875","4,255","4,048","4,967","1,099",985,941,"1,251","1,143","2,448","2,422"
2020,11,30,"97,693","41,476","20,325","21,151","16,060","14,979","4,718","3,289","3,546","4,833",798,936,810,"1,076",977,"2,072","2,123"
2020,11,40,"138,765","52,622","25,663","26,959","22,864","21,488","7,839","5,504","5,627","7,490","1,605","1,598","1,467","1,757","1,903","3,538","3,463"
2020,11,50,"155,101","52,004","27,546","24,458","23,075","24,905","9,930","7,318","7,487","8,502","2,547","2,336","2,082","2,681","2,444","4,962","4,828"
2020,11,60,"125,721","36,511","19,917","16,594","18,420","19,954","8,350","6,446","7,285","7,163","2,546","2,235","2,132","2,647","2,434","4,786","4,812"
2020,11,70,"74,976","19,565","10,616","8,949","10,271","10,929","5,772","4,122","4,958","4,261","1,764","1,413","1,359","1,904","1,707","3,606","3,345"
2020,11,80,"30,526","7,035","3,739","3,296","3,417","4,036","2,676","1,985","2,249","1,765",808,794,699,983,888,"1,683","1,508"
2020,11,90,"3,034",633,351,282,327,454,256,221,271,167,91,73,64,102,97,144,134
2020,11,100,177,32,17,15,37,25,21,11,14,10,9,4,4,6,0,1,3
2020,12,총,"896,874","323,542","165,413","158,129","135,332","140,573","53,791","39,560","40,844","47,077","12,832","11,959","11,000","13,966","13,520","26,964","25,914"
2020,12,0,"66,002","27,783","12,785","14,998","10,663","9,812","3,266","2,657","2,228","3,476",626,639,599,715,777,"1,420","1,341"
2020,12,10,"90,603","37,108","18,847","18,261","13,842","14,256","5,131","3,775","3,165","4,339",888,933,847,886,"1,150","2,322","1,961"
2020,12,20,"114,209","48,769","25,620","23,149","16,311","19,713","5,848","4,240","4,034","4,999","1,127",986,938,"1,235","1,142","2,447","2,420"
2020,12,30,"97,465","41,374","20,269","21,105","16,031","14,931","4,716","3,280","3,539","4,841",791,934,808,"1,066",966,"2,079","2,109"
2020,12,40,"138,330","52,475","25,552","26,923","22,797","21,414","7,794","5,490","5,609","7,514","1,601","1,598","1,464","1,736","1,882","3,513","3,443"
2020,12,50,"154,888","52,020","27,536","24,484","23,039","24,863","9,898","7,309","7,446","8,490","2,551","2,320","2,067","2,669","2,454","4,935","4,827"
2020,12,60,"126,312","36,663","20,008","16,655","18,521","20,084","8,394","6,457","7,294","7,184","2,573","2,253","2,143","2,669","2,454","4,803","4,820"
2020,12,70,"75,155","19,611","10,668","8,943","10,316","10,945","5,777","4,132","4,983","4,286","1,762","1,417","1,366","1,899","1,708","3,609","3,344"
2020,12,80,"30,700","7,076","3,760","3,316","3,444","4,070","2,691","1,992","2,261","1,772",814,799,697,984,892,"1,695","1,513"
2020,12,90,"3,033",632,351,281,331,461,254,217,270,168,90,75,67,101,95,140,132
2020,12,100,177,31,17,14,37,24,22,11,15,8,9,5,4,6,0,1,4
2021,1,총,"896,115","323,623","165,246","158,377","135,311","140,158","53,748","39,507","40,808","46,960","12,798","11,979","11,002","13,938","13,457","26,953","25,873"
2021,1,0,"65,428","27,596","12,658","14,938","10,551","9,711","3,229","2,627","2,216","3,421",616,639,598,715,763,"1,416","1,330"
2021,1,10,"90,373","37,051","18,765","18,286","13,823","14,151","5,113","3,753","3,162","4,323",887,936,849,882,"1,142","2,337","1,964"
2021,1,20,"113,901","48,743","25,587","23,156","16,315","19,560","5,855","4,241","4,012","4,961","1,106",985,926,"1,224","1,143","2,431","2,399"
2021,1,30,"97,119","41,373","20,235","21,138","15,915","14,836","4,706","3,270","3,523","4,774",790,933,808,"1,070",957,"2,064","2,100"
2021,1,40,"137,909","52,331","25,422","26,909","22,806","21,320","7,748","5,463","5,586","7,511","1,580","1,598","1,449","1,715","1,864","3,512","3,426"
2021,1,50,"154,867","52,126","27,583","24,543","23,054","24,825","9,888","7,317","7,444","8,465","2,551","2,305","2,067","2,658","2,435","4,921","4,811"
2021,1,60,"127,079","36,926","20,140","16,786","18,624","20,189","8,442","6,481","7,339","7,235","2,592","2,280","2,164","2,688","2,462","4,815","4,842"
2021,1,70,"75,407","19,703","10,717","8,986","10,381","10,993","5,789","4,127","4,986","4,310","1,763","1,419","1,365","1,886","1,709","3,618","3,358"
2021,1,80,"30,798","7,111","3,777","3,334","3,470","4,080","2,702","1,998","2,260","1,779",815,803,704,990,883,"1,695","1,508"
2021,1,90,"3,055",633,346,287,335,468,254,219,265,173,89,76,68,104,99,143,129
2021,1,100,179,30,16,14,37,25,22,11,15,8,9,5,4,6,0,1,6
2021,2,총,"895,485","323,761","165,112","158,649","135,263","139,818","53,690","39,409","40,756","46,951","12,773","11,968","10,987","13,910","13,437","26,924","25,838"
2021,2,0,"65,055","27,486","12,575","14,911","10,505","9,630","3,203","2,602","2,204","3,384",614,630,592,716,755,"1,406","1,328"
2021,2,10,"90,066","36,991","18,707","18,284","13,779","14,070","5,095","3,732","3,153","4,314",878,933,844,875,"1,145","2,312","1,945"
2021,2,20,"113,441","48,632","25,455","23,177","16,296","19,415","5,813","4,208","3,992","4,949","1,099",977,925,"1,200","1,139","2,413","2,383"
2021,2,30,"96,734","41,331","20,157","21,174","15,824","14,763","4,665","3,241","3,476","4,777",782,931,804,"1,065",943,"2,043","2,089"
2021,2,40,"137,729","52,381","25,469","26,912","22,766","21,243","7,742","5,438","5,582","7,481","1,573","1,590","1,438","1,705","1,854","3,506","3,430"
2021,2,50,"154,871","52,280","27,633","24,647","23,083","24,785","9,892","7,300","7,419","8,438","2,523","2,296","2,067","2,643","2,427","4,916","4,802"
2021,2,60,"127,800","37,081","20,195","16,886","18,719","20,284","8,509","6,509","7,386","7,305","2,621","2,306","2,168","2,711","2,478","4,867","4,856"
2021,2,70,"75,515","19,741","10,751","8,990","10,422","11,030","5,769","4,152","4,983","4,319","1,763","1,407","1,368","1,877","1,711","3,617","3,356"
2021,2,80,"31,000","7,162","3,797","3,365","3,490","4,103","2,723","1,997","2,283","1,798",824,815,706,"1,008",885,"1,701","1,505"
2021,2,90,"3,092",646,357,289,342,470,257,219,263,178,87,78,70,104,100,140,138
2021,2,100,182,30,16,14,37,25,22,11,15,8,9,5,5,6,0,3,6
2021,3,총,"893,974","323,432","164,758","158,674","134,952","139,763","53,490","39,334","40,688","46,833","12,753","11,944","10,946","13,864","13,401","26,832","25,742"
2021,3,0,"64,662","27,326","12,491","14,835","10,441","9,570","3,194","2,588","2,193","3,348",606,629,585,715,748,"1,389","1,330"
2021,3,10,"89,712","36,887","18,624","18,263","13,730","14,101","5,068","3,690","3,129","4,284",873,929,830,870,"1,127","2,272","1,922"
2021,3,20,"113,372","48,690","25,439","23,251","16,223","19,491","5,802","4,204","3,966","4,928","1,104",969,920,"1,188","1,136","2,401","2,350"
2021,3,30,"96,316","41,251","20,099","21,152","15,728","14,671","4,639","3,215","3,478","4,744",764,924,787,"1,049",937,"2,041","2,088"
2021,3,40,"137,030","52,193","25,317","26,876","22,652","21,133","7,689","5,412","5,544","7,445","1,558","1,571","1,436","1,686","1,843","3,459","3,409"
2021,3,50,"154,577","52,252","27,579","24,673","23,101","24,712","9,818","7,279","7,396","8,417","2,519","2,292","2,056","2,630","2,417","4,913","4,775"
2021,3,60,"128,577","37,267","20,284","16,983","18,775","20,419","8,555","6,568","7,440","7,364","2,650","2,328","2,186","2,735","2,504","4,899","4,887"
2021,3,70,"75,507","19,718","10,742","8,976","10,450","11,069","5,753","4,150","4,990","4,313","1,758","1,398","1,365","1,878","1,698","3,625","3,342"
2021,3,80,"31,060","7,191","3,811","3,380","3,511","4,108","2,713","2,004","2,279","1,807",830,823,709,"1,004",893,"1,690","1,498"
2021,3,90,"3,064",642,362,280,331,467,249,218,266,177,86,76,70,105,97,141,139
2021,3,100,97,15,10,5,10,22,10,6,7,6,5,5,2,4,1,2,2
2021,4,총,"893,415","323,164","164,576","158,588","134,918","139,726","53,439","39,331","40,661","46,842","12,756","11,915","10,935","13,856","13,366","26,821","25,685"
2021,4,0,"64,295","27,193","12,442","14,751","10,398","9,523","3,165","2,567","2,172","3,331",598,617,578,714,732,"1,386","1,321"
2021,4,10,"89,424","36,694","18,514","18,180","13,686","14,137","5,040","3,682","3,115","4,270",875,923,830,866,"1,123","2,272","1,911"
2021,4,20,"113,225","48,683","25,429","23,254","16,211","19,439","5,782","4,197","3,963","4,929","1,093",966,916,"1,187","1,134","2,371","2,354"
2021,4,30,"96,038","41,224","20,088","21,136","15,679","14,622","4,614","3,198","3,448","4,736",766,921,784,"1,032",921,"2,027","2,066"
2021,4,40,"136,817","52,127","25,247","26,880","22,650","21,133","7,659","5,406","5,548","7,390","1,552","1,564","1,426","1,682","1,829","3,466","3,385"
2021,4,50,"154,498","52,189","27,552","24,637","23,131","24,667","9,832","7,280","7,378","8,456","2,518","2,296","2,046","2,632","2,408","4,892","4,773"
2021,4,60,"129,133","37,411","20,343","17,068","18,815","20,479","8,609","6,609","7,491","7,406","2,676","2,327","2,204","2,755","2,526","4,933","4,892"
2021,4,70,"75,612","19,743","10,753","8,990","10,483","11,108","5,759","4,154","4,989","4,327","1,754","1,395","1,360","1,861","1,699","3,628","3,352"
2021,4,80,"31,193","7,238","3,834","3,404","3,519","4,131","2,712","2,011","2,285","1,812",831,826,718,"1,014",897,"1,708","1,491"
2021,4,90,"3,083",647,364,283,336,464,258,221,264,179,88,76,71,109,96,136,138
2021,4,100,97,15,10,5,10,23,9,6,8,6,5,4,2,4,1,2,2
2021,5,총,"892,833","323,271","164,537","158,734","134,736","139,577","53,394","39,290","40,518","46,841","12,748","11,909","10,925","13,839","13,356","26,800","25,629"
2021,5,0,"63,920","27,087","12,382","14,705","10,356","9,466","3,133","2,551","2,154","3,301",590,606,568,710,727,"1,368","1,303"
2021,5,10,"89,253","36,594","18,453","18,141","13,640","14,084","5,029","3,690","3,105","4,278",870,920,831,867,"1,114","2,319","1,912"
2021,5,20,"113,292","48,745","25,417","23,328","16,222","19,432","5,780","4,191","3,949","4,942","1,087",962,913,"1,188","1,141","2,377","2,363"
2021,5,30,"95,730","41,210","20,055","21,155","15,597","14,547","4,610","3,181","3,441","4,709",766,912,782,"1,019",912,"2,010","2,034"
2021,5,40,"135,999","51,917","25,154","26,763","22,551","20,982","7,610","5,356","5,489","7,351","1,540","1,554","1,407","1,656","1,815","3,425","3,346"
2021,5,50,"154,800","52,379","27,627","24,752","23,182","24,745","9,846","7,250","7,360","8,458","2,521","2,311","2,057","2,618","2,399","4,889","4,785"
2021,5,60,"129,661","37,581","20,444","17,137","18,860","20,572","8,639","6,661","7,509","7,460","2,681","2,331","2,209","2,785","2,541","4,939","4,893"
2021,5,70,"75,685","19,820","10,773","9,047","10,467","11,122","5,757","4,152","4,969","4,328","1,763","1,403","1,363","1,864","1,702","3,616","3,359"
