년도,월,나이,하남시,천현동,신장1동,신장2동,덕풍1동,덕풍2동,덕풍3동,풍산동,감북동,위례동,춘궁동,초이동,미사1동,미사2동,감일동
2020,3,10,"23,988",437,405,"4,052","1,196","1,307","2,638","2,758",653,"1,748",206,201,"3,522","4,865",
2020,3,20,"33,203",986,968,"5,228","2,236","2,575","3,060","3,139",853,"2,255",481,462,"6,855","4,105",
2020,3,30,"47,552","1,009",978,"6,864","2,338","2,923","3,480","5,569","1,651","3,475",443,445,"9,851","8,526",
2020,3,40,"48,463","1,028",874,"7,335","2,362","2,644","4,450","5,552","1,368","3,644",577,495,"7,984","10,150",
2020,3,50,"40,603","1,504","1,246","7,248","3,031","3,627","4,149","3,660","1,329","2,860",811,765,"4,578","5,795",
2020,3,60,"32,324","1,455",952,"6,479","2,580","3,200","3,256","2,325",997,"1,808",768,692,"3,248","4,564",
2020,3,70,"15,029",622,480,"3,319","1,196","1,451","1,664",891,463,590,396,305,"1,479","2,173",
2020,3,80,"5,352",259,192,"1,086",419,537,603,383,219,161,202,133,477,681,
2020,3,90,954,46,24,175,62,96,96,110,31,38,32,13,94,137,
2020,3,100,110,8,6,14,13,9,7,26,10,2,7,2,2,4,
2020,4,총,"279,621","7,722","6,474","45,726","16,402","19,469","25,569","29,134","2,844","19,241","4,054","3,699","43,445","48,282","7,560"
2020,4,0,"30,049",380,310,"3,969",988,"1,125","2,194","4,613",107,"2,605",136,174,"4,945","7,200","1,303"
2020,4,10,"24,179",430,411,"4,030","1,185","1,292","2,619","2,790",160,"1,777",207,203,"3,538","4,907",630
2020,4,20,"33,514",979,966,"5,234","2,240","2,588","3,062","3,161",319,"2,248",476,464,"6,982","4,122",673
2020,4,30,"47,935","1,000",974,"6,842","2,325","2,934","3,441","5,591",386,"3,460",441,440,"9,968","8,449","1,684"
2020,4,40,"48,885","1,035",889,"7,323","2,337","2,636","4,448","5,579",375,"3,646",574,492,"8,045","10,200","1,306"
2020,4,50,"40,785","1,498","1,252","7,217","3,013","3,593","4,148","3,648",585,"2,887",805,778,"4,628","5,806",927
2020,4,60,"32,640","1,465",966,"6,505","2,593","3,205","3,280","2,334",518,"1,823",775,695,"3,261","4,586",634
2020,4,70,"15,165",618,482,"3,315","1,227","1,460","1,664",898,252,590,398,304,"1,494","2,201",262
2020,4,80,"5,396",262,194,"1,103",420,532,607,385,117,164,204,134,489,669,116
2020,4,90,958,47,24,174,61,95,97,109,18,39,30,13,93,137,21
2020,4,100,115,8,6,14,13,9,9,26,7,2,8,2,2,5,4
2020,5,총,"281,340","7,733","6,522","45,697","16,359","19,474","25,549","29,521","2,855","19,169","4,054","3,700","43,726","48,285","8,696"
2020,5,0,"30,103",372,315,"3,946",973,"1,130","2,173","4,648",107,"2,586",133,174,"4,939","7,145","1,462"
2020,5,10,"24,271",431,415,"3,995","1,170","1,274","2,612","2,823",157,"1,785",208,199,"3,560","4,940",702
2020,5,20,"33,753",976,967,"5,230","2,260","2,588","3,067","3,210",322,"2,228",477,472,"7,030","4,119",807
2020,5,30,"48,219","1,006",998,"6,837","2,294","2,939","3,415","5,651",392,"3,430",441,435,"10,049","8,403","1,929"
2020,5,40,"49,189","1,040",902,"7,305","2,341","2,609","4,442","5,673",377,"3,636",571,487,"8,094","10,228","1,484"
2020,5,50,"41,013","1,495","1,244","7,242","3,013","3,591","4,142","3,694",581,"2,888",803,778,"4,657","5,824","1,061"
2020,5,60,"32,939","1,475",962,"6,489","2,591","3,240","3,302","2,396",525,"1,825",777,702,"3,289","4,609",757
2020,5,70,"15,345",619,490,"3,352","1,225","1,466","1,682",908,252,591,404,302,"1,517","2,208",329
2020,5,80,"5,431",265,199,"1,107",417,531,607,387,117,160,203,137,495,668,138
2020,5,90,959,46,24,179,62,97,98,105,18,38,29,12,94,136,21
2020,5,100,118,8,6,15,13,9,9,26,7,2,8,2,2,5,6
2020,6,총,"283,256","7,748","6,606","45,810","16,399","19,549","25,565","29,998","2,873","19,119","4,066","3,726","44,050","48,335","9,412"
2020,6,0,"30,221",367,321,"3,955",993,"1,141","2,196","4,693",104,"2,566",137,176,"4,955","7,108","1,509"
2020,6,10,"24,348",432,419,"3,986","1,154","1,265","2,593","2,844",158,"1,800",206,197,"3,582","4,973",739
2020,6,20,"34,097",983,977,"5,254","2,255","2,599","3,066","3,266",332,"2,214",481,474,"7,088","4,136",972
2020,6,30,"48,582","1,008","1,018","6,854","2,310","2,963","3,412","5,758",397,"3,380",440,450,"10,112","8,326","2,154"
2020,6,40,"49,539","1,046",903,"7,321","2,345","2,604","4,443","5,735",382,"3,652",572,484,"8,190","10,283","1,579"
2020,6,50,"41,098","1,494","1,249","7,217","3,004","3,597","4,133","3,786",577,"2,872",795,782,"4,666","5,823","1,103"
2020,6,60,"33,315","1,478",982,"6,548","2,614","3,269","3,313","2,462",525,"1,845",787,709,"3,319","4,638",826
2020,6,70,"15,499",621,501,"3,377","1,230","1,475","1,688",933,259,592,407,302,"1,530","2,230",354
2020,6,80,"5,471",265,204,"1,107",420,527,612,389,114,160,204,138,509,676,146
2020,6,90,965,46,26,175,61,100,100,106,18,35,29,12,97,136,24
2020,6,100,121,8,6,16,13,9,9,26,7,3,8,2,2,6,6
2020,7,총,"284,507","7,804","6,653","45,873","16,408","19,636","25,664","30,228","2,902","19,127","4,062","3,735","44,339","48,331","9,745"
2020,7,0,"30,227",367,315,"3,943",990,"1,145","2,199","4,711",104,"2,569",138,169,"4,967","7,092","1,518"
2020,7,10,"24,385",444,421,"3,983","1,150","1,255","2,579","2,867",160,"1,814",204,194,"3,598","4,985",731
2020,7,20,"34,336",981,992,"5,263","2,255","2,617","3,088","3,300",335,"2,196",480,476,"7,158","4,114","1,081"
2020,7,30,"48,776","1,022","1,020","6,839","2,326","2,983","3,424","5,798",400,"3,362",437,452,"10,159","8,298","2,256"
2020,7,40,"49,826","1,060",927,"7,352","2,332","2,619","4,476","5,775",387,"3,682",567,496,"8,254","10,286","1,613"
2020,7,50,"41,185","1,505","1,249","7,206","2,994","3,598","4,128","3,824",590,"2,877",795,778,"4,696","5,826","1,119"
2020,7,60,"33,561","1,485",987,"6,590","2,633","3,284","3,339","2,479",528,"1,842",789,723,"3,342","4,670",870
2020,7,70,"15,594",620,501,"3,390","1,233","1,492","1,702",948,261,590,403,299,"1,543","2,237",375
2020,7,80,"5,529",268,208,"1,117",420,534,619,393,112,156,213,135,523,680,151
2020,7,90,964,44,27,174,62,100,101,105,18,36,28,11,96,137,25
2020,7,100,124,8,6,16,13,9,9,28,7,3,8,2,3,6,6
2020,8,총,"285,693","7,815","6,714","45,844","16,372","19,638","25,742","30,267","2,915","19,166","4,054","3,731","45,179","48,352","9,904"
2020,8,0,"30,131",361,322,"3,914",989,"1,145","2,200","4,689",101,"2,575",135,168,"4,958","7,057","1,517"
2020,8,10,"24,418",439,422,"3,956","1,141","1,258","2,564","2,870",164,"1,833",201,191,"3,642","4,994",743
2020,8,20,"34,691",987,994,"5,272","2,239","2,593","3,102","3,314",337,"2,190",483,472,"7,476","4,118","1,114"
2020,8,30,"48,985","1,016","1,034","6,831","2,336","2,975","3,433","5,774",408,"3,334",432,463,"10,399","8,249","2,301"
2020,8,40,"50,045","1,058",944,"7,333","2,323","2,626","4,471","5,802",389,"3,710",568,493,"8,355","10,331","1,642"
2020,8,50,"41,252","1,503","1,254","7,200","2,963","3,585","4,151","3,838",591,"2,868",795,768,"4,785","5,815","1,136"
2020,8,60,"33,836","1,501","1,003","6,639","2,661","3,301","3,367","2,498",524,"1,860",791,725,"3,376","4,706",884
2020,8,70,"15,675",623,505,"3,383","1,227","1,507","1,713",951,263,600,399,301,"1,559","2,260",384
2020,8,80,"5,573",273,204,"1,121",419,540,632,398,113,158,212,137,528,686,152
2020,8,90,964,46,26,179,61,99,99,104,18,35,30,11,99,131,26
2020,8,100,123,8,6,16,13,9,10,29,7,3,8,2,2,5,5
2020,9,총,"287,452","7,869","6,735","45,765","16,328","19,603","25,708","30,277","2,929","19,205","4,085","3,735","46,543","48,256","10,414"
2020,9,0,"30,130",369,318,"3,890",985,"1,135","2,181","4,686",98,"2,586",138,167,"5,005","7,027","1,545"
2020,9,10,"24,500",436,427,"3,928","1,137","1,255","2,569","2,872",163,"1,853",202,187,"3,696","5,015",760
2020,9,20,"35,083",990,"1,013","5,267","2,223","2,570","3,076","3,300",341,"2,179",493,476,"7,907","4,094","1,154"
2020,9,30,"49,365","1,039","1,025","6,789","2,338","2,984","3,449","5,743",407,"3,330",438,469,"10,801","8,170","2,383"
2020,9,40,"50,350","1,071",941,"7,326","2,313","2,630","4,446","5,855",389,"3,715",568,482,"8,546","10,348","1,720"
2020,9,50,"41,360","1,506","1,259","7,188","2,952","3,537","4,148","3,839",592,"2,865",799,770,"4,910","5,788","1,207"
2020,9,60,"34,186","1,506","1,009","6,682","2,650","3,337","3,384","2,502",532,"1,873",792,738,"3,454","4,727","1,000"
2020,9,70,"15,785",619,508,"3,372","1,237","1,504","1,711",951,266,600,401,299,"1,603","2,265",449
2020,9,80,"5,585",277,202,"1,125",420,542,634,392,116,164,214,134,520,681,164
2020,9,90,986,48,27,182,60,100,101,108,18,37,33,11,99,136,26
2020,9,100,122,8,6,16,13,9,9,29,7,3,7,2,2,5,6
2020,10,총,"288,922","7,846","6,692","45,702","16,308","19,552","25,720","30,243","2,921","19,143","4,081","3,736","47,719","48,216","11,043"
2020,10,0,"29,965",372,315,"3,889",982,"1,128","2,162","4,633",97,"2,558",137,168,"5,010","6,948","1,566"
2020,10,10,"24,679",431,427,"3,918","1,142","1,246","2,577","2,892",156,"1,870",204,187,"3,767","5,079",783
2020,10,20,"35,504",989,999,"5,270","2,205","2,571","3,086","3,297",351,"2,172",491,479,"8,276","4,095","1,223"
2020,10,30,"49,467","1,039","1,014","6,753","2,333","2,985","3,436","5,692",400,"3,285",437,478,"11,077","8,073","2,465"
2020,10,40,"50,653","1,069",947,"7,312","2,295","2,620","4,439","5,859",394,"3,729",565,480,"8,771","10,373","1,800"
2020,10,50,"41,517","1,499","1,239","7,160","2,950","3,522","4,152","3,855",592,"2,860",804,763,"5,020","5,800","1,301"
2020,10,60,"34,520","1,504","1,011","6,687","2,661","3,333","3,411","2,521",533,"1,867",796,738,"3,538","4,760","1,160"
2020,10,70,"15,888",613,504,"3,381","1,247","1,495","1,708",964,260,597,397,298,"1,635","2,269",520
2020,10,80,"5,618",272,202,"1,134",419,541,638,391,113,169,209,131,524,687,188
2020,10,90,988,50,28,182,61,102,101,109,18,34,34,12,99,127,31
2020,10,100,123,8,6,16,13,9,10,30,7,2,7,2,2,5,6
2020,11,총,"291,075","7,833","6,712","45,584","16,306","19,476","25,703","30,265","2,896","19,179","4,057","3,717","48,553","48,203","12,591"
2020,11,0,"30,068",367,310,"3,866",981,"1,121","2,158","4,617",94,"2,562",134,170,"5,012","6,904","1,772"
2020,11,10,"24,857",423,419,"3,897","1,138","1,226","2,577","2,910",155,"1,889",204,175,"3,800","5,117",927
2020,11,20,"35,961","1,001","1,000","5,234","2,192","2,556","3,085","3,300",353,"2,169",490,476,"8,560","4,100","1,445"
2020,11,30,"49,744","1,035","1,029","6,721","2,340","2,980","3,421","5,652",390,"3,277",436,482,"11,308","7,985","2,688"
2020,11,40,"51,053","1,060",942,"7,270","2,293","2,590","4,445","5,896",391,"3,725",559,475,"8,941","10,428","2,038"
2020,11,50,"41,777","1,487","1,245","7,154","2,937","3,511","4,158","3,839",593,"2,870",799,757,"5,066","5,805","1,556"
2020,11,60,"34,805","1,522","1,018","6,706","2,670","3,343","3,396","2,537",526,"1,880",790,737,"3,591","4,767","1,322"
2020,11,70,"16,040",612,513,"3,397","1,254","1,499","1,718",983,258,601,396,296,"1,658","2,273",582
2020,11,80,"5,658",266,204,"1,141",428,539,634,393,112,171,209,134,515,692,220
2020,11,90,989,52,26,182,60,102,101,108,18,33,33,13,100,127,34
2020,11,100,123,8,6,16,13,9,10,30,6,2,7,2,2,5,7
2020,12,총,"293,452","7,815","6,698","45,552","16,325","19,478","25,719","30,280","2,884","19,210","4,045","3,735","49,415","48,194","14,102"
2020,12,0,"30,194",361,303,"3,864",989,"1,103","2,150","4,618",87,"2,580",130,176,"5,013","6,855","1,965"
2020,12,10,"25,139",424,410,"3,900","1,134","1,217","2,568","2,915",153,"1,908",198,174,"3,846","5,155","1,137"
2020,12,20,"36,407",992,"1,008","5,187","2,196","2,560","3,093","3,317",353,"2,167",494,485,"8,817","4,077","1,661"
2020,12,30,"50,109","1,035","1,024","6,723","2,348","2,984","3,402","5,620",385,"3,273",434,493,"11,563","7,951","2,874"
2020,12,40,"51,423","1,051",940,"7,265","2,272","2,579","4,436","5,906",390,"3,729",554,473,"9,067","10,429","2,332"
2020,12,50,"42,068","1,498","1,242","7,109","2,928","3,505","4,156","3,848",588,"2,849",795,760,"5,159","5,811","1,820"
2020,12,60,"35,105","1,523","1,024","6,726","2,703","3,357","3,435","2,543",531,"1,891",794,729,"3,639","4,786","1,424"
2020,12,70,"16,178",609,513,"3,430","1,255","1,509","1,728",981,262,603,396,296,"1,688","2,293",615
2020,12,80,"5,707",262,199,"1,150",428,554,637,395,110,174,210,134,517,705,232
2020,12,90,998,52,29,182,59,101,104,106,19,34,33,13,104,127,35
2020,12,100,124,8,6,16,13,9,10,31,6,2,7,2,2,5,7
2021,1,총,"295,122","7,813","6,737","45,461","16,280","19,459","25,745","30,305","2,856","19,227","4,055","3,705","49,927","48,257","15,295"
2021,1,0,"30,164",352,308,"3,798",995,"1,106","2,149","4,566",84,"2,557",127,172,"4,985","6,800","2,165"
2021,1,10,"25,378",428,413,"3,901","1,124","1,199","2,558","2,940",151,"1,942",200,170,"3,881","5,188","1,283"
2021,1,20,"36,632",988,"1,004","5,185","2,189","2,552","3,099","3,315",348,"2,131",494,483,"8,981","4,087","1,776"
2021,1,30,"50,171","1,023","1,037","6,656","2,326","2,961","3,395","5,562",381,"3,243",441,486,"11,674","7,865","3,121"
2021,1,40,"51,912","1,047",939,"7,254","2,259","2,593","4,435","5,971",385,"3,786",548,468,"9,162","10,505","2,560"
2021,1,50,"42,254","1,498","1,256","7,113","2,900","3,475","4,157","3,861",585,"2,841",807,747,"5,222","5,834","1,958"
2021,1,60,"35,407","1,540","1,022","6,752","2,725","3,386","3,462","2,570",523,"1,911",789,731,"3,688","4,815","1,493"
2021,1,70,"16,319",618,520,"3,446","1,254","1,519","1,734",988,264,608,401,296,"1,708","2,317",646
2021,1,80,"5,753",261,200,"1,155",437,557,642,396,109,174,209,136,519,711,247
2021,1,90,"1,009",50,32,185,58,102,105,105,20,32,32,14,105,130,39
2021,1,100,123,8,6,16,13,9,9,31,6,2,7,2,2,5,7
2021,2,총,"298,005","7,785","6,711","45,428","16,204","19,406","25,649","30,171","2,850","19,846","4,055","3,692","50,256","48,068","17,884"
2021,2,0,"30,340",352,305,"3,778",984,"1,102","2,123","4,499",85,"2,590",125,166,"4,947","6,723","2,561"
2021,2,10,"25,752",419,407,"3,862","1,098","1,177","2,524","2,945",146,"2,048",206,175,"3,945","5,204","1,596"
2021,2,20,"36,982",983,"1,001","5,210","2,172","2,559","3,085","3,311",351,"2,189",494,478,"9,016","4,038","2,095"
2021,2,30,"50,510","1,020","1,026","6,636","2,314","2,946","3,363","5,490",373,"3,316",440,482,"11,746","7,702","3,656"
2021,2,40,"52,624","1,022",933,"7,227","2,233","2,590","4,432","5,959",383,"3,952",537,464,"9,251","10,549","3,092"
2021,2,50,"42,565","1,500","1,245","7,103","2,878","3,459","4,156","3,878",585,"2,916",811,742,"5,272","5,834","2,186"
2021,2,60,"35,790","1,543","1,032","6,792","2,752","3,390","3,469","2,569",526,"1,987",786,734,"3,718","4,834","1,658"
2021,2,70,"16,459",624,524,"3,448","1,256","1,509","1,739",998,261,629,405,296,"1,727","2,336",707
2021,2,80,"5,836",264,200,"1,166",448,567,643,389,114,184,210,139,523,714,275
2021,2,90,"1,029",50,32,189,57,99,106,107,20,33,34,14,108,129,51
2021,2,100,118,8,6,17,12,8,9,26,6,2,7,2,3,5,7
2021,3,총,"300,187","7,631","6,659","45,136","16,047","19,348","25,641","29,985","2,770","20,303","4,007","3,641","50,449","47,986","20,584"
2021,3,0,"30,539",342,306,"3,730",979,"1,108","2,129","4,450",82,"2,626",125,160,"4,926","6,667","2,909"
2021,3,10,"26,000",415,404,"3,825","1,079","1,154","2,515","2,958",146,"2,063",204,171,"3,956","5,232","1,878"
2021,3,20,"37,340",957,996,"5,175","2,143","2,553","3,100","3,312",343,"2,248",490,478,"9,055","4,037","2,453"
2021,3,30,"50,838","1,005","1,017","6,576","2,307","2,945","3,365","5,418",367,"3,420",433,482,"11,780","7,637","4,086"
2021,3,40,"53,013","1,018",922,"7,164","2,207","2,553","4,436","5,936",380,"4,002",533,445,"9,298","10,536","3,583"
2021,3,50,"42,875","1,444","1,233","7,052","2,835","3,440","4,142","3,860",577,"2,982",795,728,"5,317","5,830","2,640"
2021,3,60,"36,155","1,530","1,028","6,815","2,739","3,414","3,466","2,576",508,"2,088",781,732,"3,756","4,848","1,874"
2021,3,70,"16,478",605,522,"3,429","1,252","1,508","1,738",976,244,650,403,291,"1,726","2,347",787
2021,3,80,"5,856",254,199,"1,177",441,575,644,385,105,186,206,140,522,716,306
2021,3,90,"1,031",53,30,184,60,92,103,106,17,37,34,13,110,131,61
2021,3,100,62,8,2,9,5,6,3,8,1,1,3,1,3,5,7
2021,4,총,"301,801","7,641","6,652","44,963","16,001","19,376","25,755","29,969","2,778","20,670","3,993","3,636","50,651","47,990","21,726"
2021,4,0,"30,550",343,304,"3,720",990,"1,113","2,116","4,423",81,"2,639",128,160,"4,906","6,627","3,000"
2021,4,10,"26,183",412,402,"3,780","1,073","1,146","2,529","2,977",144,"2,105",201,176,"3,974","5,266","1,998"
2021,4,20,"37,539",949,981,"5,139","2,130","2,549","3,144","3,294",343,"2,295",486,477,"9,105","4,033","2,614"
2021,4,30,"50,942","1,019","1,014","6,544","2,291","2,965","3,357","5,374",374,"3,453",434,472,"11,825","7,587","4,233"
2021,4,40,"53,384","1,013",929,"7,111","2,210","2,560","4,448","5,985",382,"4,095",532,450,"9,339","10,554","3,776"
2021,4,50,"43,182","1,439","1,207","7,023","2,825","3,421","4,184","3,855",577,"3,053",783,731,"5,353","5,855","2,876"
2021,4,60,"36,509","1,539","1,059","6,861","2,728","3,438","3,490","2,599",507,"2,135",784,718,"3,787","4,860","2,004"
2021,4,70,"16,511",606,522,"3,407","1,247","1,511","1,739",967,244,666,403,297,"1,723","2,346",833
2021,4,80,"5,905",257,202,"1,192",446,575,640,381,108,192,206,141,525,721,319
2021,4,90,"1,036",56,30,177,57,94,104,106,17,36,33,13,111,136,66
2021,4,100,60,8,2,9,4,4,4,8,1,1,3,1,3,5,7
2021,5,총,"302,681","7,635","6,665","44,959","15,993","19,293","25,782","30,026","2,777","20,968","3,962","3,649","50,709","47,977","22,286"
2021,5,0,"30,485",335,301,"3,719",997,"1,112","2,102","4,404",84,"2,668",124,164,"4,873","6,563","3,039"
2021,5,10,"26,307",404,396,"3,763","1,073","1,131","2,530","2,990",143,"2,144",197,174,"3,988","5,319","2,055"
2021,5,20,"37,535",944,992,"5,103","2,112","2,521","3,168","3,282",343,"2,315",480,472,"9,102","4,024","2,677"
2021,5,30,"50,938","1,022","1,022","6,556","2,278","2,948","3,349","5,348",370,"3,495",428,472,"11,813","7,508","4,329"
2021,5,40,"53,569","1,010",931,"7,092","2,199","2,557","4,433","6,009",379,"4,160",523,453,"9,368","10,586","3,869"
2021,5,50,"43,360","1,455","1,208","7,006","2,836","3,394","4,202","3,872",573,"3,078",785,732,"5,365","5,872","2,982"
2021,5,60,"36,791","1,536","1,060","6,917","2,743","3,431","3,507","2,627",512,"2,180",782,726,"3,810","4,881","2,079"
2021,5,70,"16,635",606,520,"3,418","1,244","1,523","1,738",996,244,687,406,301,"1,741","2,353",858
2021,5,80,"5,961",255,202,"1,198",450,578,643,386,110,202,202,143,538,727,327
2021,5,90,"1,040",60,31,178,57,94,106,104,18,38,32,11,108,139,64
2021,5,100,60,8,2,9,4,4,4,8,1,1,3,1,3,5,7
2021,6,총,"305,908","7,624","6,654","44,857","15,943","19,250","25,800","30,031","2,775","23,173","3,938","3,642","50,686","47,838","23,697"
2021,6,0,"30,881",337,305,"3,687",993,"1,098","2,080","4,404",86,"3,013",120,162,"4,814","6,502","3,280"
2021,6,10,"26,667",401,398,"3,748","1,058","1,126","2,526","2,983",143,"2,386",198,177,"3,995","5,334","2,194"
2021,6,20,"37,856",934,977,"5,080","2,118","2,480","3,170","3,279",342,"2,621",475,472,"9,095","4,008","2,805"
2021,6,30,"51,316","1,025","1,028","6,508","2,254","2,958","3,340","5,322",373,"3,793",428,480,"11,774","7,415","4,618"
2021,6,40,"54,268","1,002",930,"7,091","2,196","2,539","4,439","6,039",379,"4,604",514,455,"9,391","10,567","4,122"
2021,6,50,"43,789","1,445","1,190","6,966","2,808","3,383","4,216","3,879",564,"3,468",779,725,"5,366","5,885","3,115"
2021,6,60,"37,240","1,548","1,069","6,953","2,758","3,460","3,542","2,612",518,"2,306",783,719,"3,849","4,896","2,227"
2021,6,70,"16,752",613,524,"3,437","1,246","1,530","1,723","1,012",241,708,401,299,"1,744","2,356",918
2021,6,80,"6,033",250,201,"1,204",450,582,650,385,110,231,205,144,544,732,345
2021,6,90,"1,046",61,30,174,58,90,110,108,18,42,32,8,111,138,66
2021,6,100,60,8,2,9,4,4,4,8,1,1,3,1,3,5,7
2021,7,총,"308,390","7,600","6,660","44,770","15,901","19,222","25,790","30,077","2,767","24,907","3,938","3,614","50,720","47,758","24,666"
2021,7,0,"31,258",338,298,"3,664",990,"1,084","2,073","4,398",85,"3,301",130,165,"4,814","6,455","3,463"
2021,7,10,"27,024",397,403,"3,722","1,043","1,111","2,524","3,015",140,"2,657",196,175,"3,987","5,335","2,319"
2021,7,20,"37,943",929,975,"5,056","2,089","2,462","3,169","3,256",342,"2,773",474,471,"9,071","4,012","2,864"
2021,7,30,"51,491","1,023","1,026","6,471","2,247","2,945","3,341","5,297",364,"4,042",426,474,"11,727","7,333","4,775"
2021,7,40,"54,833",988,940,"7,078","2,191","2,541","4,445","6,055",376,"4,972",505,443,"9,445","10,547","4,307"
2021,7,50,"44,130","1,433","1,186","6,944","2,805","3,376","4,189","3,896",568,"3,721",782,717,"5,391","5,912","3,210"
2021,7,60,"37,589","1,564","1,077","6,991","2,771","3,478","3,557","2,632",520,"2,395",783,716,"3,864","4,922","2,319"
2021,7,70,"16,887",607,526,"3,456","1,242","1,543","1,719","1,016",242,748,400,298,"1,753","2,364",973
2021,7,80,"6,117",250,197,"1,208",459,591,658,394,110,252,206,146,550,735,361
2021,7,90,"1,061",64,30,172,60,87,111,109,19,45,33,8,116,138,69
2021,7,100,57,7,2,8,4,4,4,9,1,1,3,1,2,5,6
2021,8,총,"310,365","7,573","6,615","45,055","15,848","19,213","25,715","30,023","2,761","25,385","3,937","3,581","52,094","47,630","24,935"
2021,8,0,"31,439",339,293,"3,696",984,"1,085","2,043","4,360",83,"3,375",131,167,"4,986","6,402","3,495"
2021,8,10,"27,314",404,395,"3,739","1,026","1,098","2,502","3,028",138,"2,717",196,171,"4,206","5,336","2,358"
2021,8,20,"38,083",913,958,"5,065","2,082","2,452","3,158","3,236",342,"2,822",473,465,"9,238","3,997","2,882"
2021,8,30,"51,634","1,018","1,024","6,525","2,241","2,950","3,358","5,254",361,"4,127",423,471,"11,877","7,247","4,758"
2021,8,40,"55,235",981,922,"7,139","2,174","2,528","4,415","6,082",365,"5,049",506,437,"9,732","10,533","4,372"
2021,8,50,"44,448","1,423","1,180","6,939","2,789","3,370","4,168","3,892",573,"3,791",784,710,"5,620","5,937","3,272"
2021,8,60,"37,910","1,563","1,088","7,072","2,779","3,485","3,575","2,640",525,"2,440",785,711,"3,955","4,926","2,366"
2021,8,70,"16,976",604,526,"3,471","1,247","1,560","1,722","1,025",241,757,396,295,"1,785","2,360",987
2021,8,80,"6,191",257,197,"1,223",463,592,657,390,113,261,207,146,571,748,366
2021,8,90,"1,078",64,30,178,59,89,113,107,19,45,33,7,122,139,73
2021,8,100,57,7,2,8,4,4,4,9,1,1,3,1,2,5,6
2021,9,총,"312,159","7,497","6,563","46,434","15,779","19,060","25,471","29,950","2,753","25,667","3,910","3,575","52,990","47,540","24,970"
2021,9,0,"31,512",320,278,"3,972",959,"1,071","1,991","4,320",81,"3,406",129,157,"5,013","6,311","3,504"
2021,9,10,"27,552",398,384,"3,865","1,021","1,083","2,468","3,046",137,"2,733",193,172,"4,335","5,367","2,350"
2021,9,20,"38,161",896,951,"5,129","2,077","2,415","3,131","3,206",337,"2,841",469,467,"9,370","3,992","2,880"
