년도,월,나이,부산광역시 금정구,부산광역시 금정구 서제1동,부산광역시 금정구 서제2동,부산광역시 금정구 서제3동,부산광역시 금정구 금사회동동,부산광역시 금정구 부곡제1동,부산광역시 금정구 부곡제2동,부산광역시 금정구 부곡제3동,부산광역시 금정구 부곡제4동,부산광역시 금정구 장전제1동,부산광역시 금정구 장전제2동,부산광역시 금정구 장전제3동,부산광역시 금정구 선두구동,부산광역시 금정구 청룡노포동,부산광역시 금정구 남산동,부산광역시 금정구 구서제1동,부산광역시 금정구 구서제2동,부산광역시 금정구 금성동
2021,8,50,"20,512",481,895,"1,088",723,716,"1,594","1,436","1,192","1,133","1,993",,213,908,"2,877","1,962","3,225",76
2021,8,60,"21,232",678,"1,151","1,334",966,994,"1,530","1,371","1,492","1,105","1,921",,244,"1,059","2,783","1,611","2,876",117
2021,8,70,"11,825",418,553,816,512,706,819,641,842,661,"1,132",,167,627,"1,665",786,"1,420",60
2021,8,80,"5,798",216,242,345,223,329,421,390,344,309,570,,100,308,779,433,750,39
2021,8,90,917,29,27,46,29,40,65,68,47,52,134,,15,40,122,56,140,7
2021,8,100,56,10,1,9,2,0,2,2,4,1,8,,1,1,3,2,9,1
2021,9,총,"117,255","2,640","4,652","5,657","3,746","4,338","9,246","8,244","6,709","8,693","13,926",,"1,084","4,975","14,934","10,386","17,480",545
2021,9,0,"6,041",43,140,156,104,128,449,530,251,450,"1,227",,29,224,552,642,"1,081",35
2021,9,10,"8,366",111,228,269,169,212,725,654,342,617,"1,108",,38,318,965,982,"1,574",54
2021,9,20,"14,951",219,487,542,341,388,"1,285","1,066",713,"2,442","1,584",,94,431,"2,058","1,192","2,075",34
2021,9,30,"11,665",154,429,470,312,352,952,898,656,878,"1,868",,79,443,"1,329","1,115","1,691",39
2021,9,40,"15,760",282,495,579,370,474,"1,366","1,179",830,"1,032","2,371",,102,607,"1,776","1,590","2,623",84
2021,9,50,"20,526",477,890,"1,092",717,712,"1,607","1,439","1,190","1,143","2,001",,214,912,"2,872","1,950","3,236",74
2021,9,60,"21,240",678,"1,151","1,329",958,986,"1,535","1,374","1,486","1,110","1,915",,241,"1,057","2,802","1,625","2,875",118
2021,9,70,"11,888",417,556,820,514,713,831,645,850,662,"1,138",,170,630,"1,665",794,"1,423",60
2021,9,80,"5,838",220,247,344,231,333,426,388,338,306,572,,101,310,791,436,756,39
2021,9,90,923,29,28,47,28,40,68,70,49,52,134,,15,41,120,58,137,7
2021,9,100,57,10,1,9,2,0,2,1,4,1,8,,1,2,4,2,9,1
2021,10,총,"117,167","2,609","4,649","5,634","3,747","4,316","9,344","8,239","6,700","8,710","13,906",,"1,078","4,979","14,914","10,373","17,426",543
2021,10,0,"5,976",41,140,157,103,128,449,519,248,443,"1,214",,29,224,541,638,"1,070",32
2021,10,10,"8,368",107,229,264,171,205,744,651,340,603,"1,118",,35,322,961,983,"1,578",57
2021,10,20,"14,907",216,487,532,340,382,"1,302","1,063",714,"2,464","1,572",,95,426,"2,047","1,182","2,051",34
2021,10,30,"11,650",153,423,467,309,353,963,901,658,880,"1,848",,78,447,"1,343","1,119","1,671",37
2021,10,40,"15,760",280,500,585,372,475,"1,374","1,175",827,"1,041","2,375",,97,606,"1,766","1,586","2,617",84
2021,10,50,"20,509",473,890,"1,083",719,705,"1,619","1,442","1,191","1,141","1,996",,217,910,"2,865","1,946","3,236",76
2021,10,60,"21,235",672,"1,148","1,329",950,982,"1,549","1,375","1,481","1,114","1,919",,240,"1,056","2,810","1,621","2,873",116
2021,10,70,"11,943",419,555,827,518,716,845,646,853,663,"1,146",,171,630,"1,661",805,"1,428",60
2021,10,80,"5,855",220,247,345,234,330,427,396,336,307,574,,100,315,795,434,756,39
2021,10,90,930,28,29,44,29,40,70,70,49,53,136,,15,41,121,57,141,7
2021,10,100,34,0,1,1,2,0,2,1,3,1,8,,1,2,4,2,5,1
2021,11,총,"117,054","2,587","4,634","5,629","3,746","4,296","9,390","8,234","6,693","8,722","13,884",,"1,082","4,991","14,888","10,365","17,365",548
2021,11,0,"5,949",38,139,156,105,131,452,512,251,445,"1,201",,27,229,527,632,"1,069",35
2021,11,10,"8,365",105,229,264,171,203,747,653,342,592,"1,119",,36,319,962,983,"1,582",58
2021,11,20,"14,853",210,484,529,339,376,"1,299","1,064",700,"2,478","1,565",,99,425,"2,057","1,171","2,024",33
2021,11,30,"11,602",152,419,472,304,350,968,892,658,882,"1,826",,78,444,"1,338","1,122","1,657",40
2021,11,40,"15,757",277,499,586,374,466,"1,386","1,187",829,"1,048","2,382",,97,606,"1,752","1,580","2,605",83
2021,11,50,"20,484",470,882,"1,081",715,707,"1,631","1,436","1,187","1,134","1,999",,218,917,"2,865","1,943","3,223",76
2021,11,60,"21,235",669,"1,141","1,327",956,977,"1,555","1,378","1,476","1,115","1,926",,240,"1,056","2,813","1,618","2,873",115
2021,11,70,"11,962",417,561,824,515,709,847,646,862,666,"1,141",,170,634,"1,656",814,"1,439",61
2021,11,80,"5,890",220,250,345,236,335,434,395,340,308,582,,102,318,796,442,748,39
2021,11,90,924,29,29,44,29,42,69,70,47,53,135,,14,41,117,58,140,7
2021,11,100,33,0,1,1,2,0,2,1,1,1,8,,1,2,5,2,5,1
2021,12,총,"116,536","2,568","4,618","5,624","3,731","4,276","9,404","8,184","6,657","8,638","13,820",,"1,082","4,971","14,795","10,338","17,285",545
2021,12,0,"5,884",40,138,154,106,122,445,510,251,434,"1,187",,27,224,516,629,"1,067",34
2021,12,10,"8,339",100,228,262,171,210,751,650,342,591,"1,123",,37,322,946,986,"1,563",57
2021,12,20,"14,728",210,481,528,335,374,"1,303","1,047",693,"2,429","1,561",,98,432,"2,039","1,166","2,001",31
2021,12,30,"11,489",149,425,471,306,343,975,890,647,861,"1,796",,79,436,"1,316","1,102","1,652",41
2021,12,40,"15,711",277,496,586,369,463,"1,399","1,180",831,"1,049","2,383",,98,605,"1,725","1,585","2,583",82
2021,12,50,"20,375",466,873,"1,082",712,706,"1,626","1,420","1,175","1,130","1,994",,215,904,"2,850","1,931","3,215",76
2021,12,60,"21,172",664,"1,134","1,320",947,970,"1,553","1,383","1,469","1,105","1,912",,242,"1,052","2,815","1,619","2,873",114
2021,12,70,"11,941",413,559,828,516,704,845,637,860,673,"1,147",,165,630,"1,655",815,"1,431",63
2021,12,80,"5,938",222,253,348,236,342,435,398,341,310,580,,105,324,809,445,751,39
2021,12,90,931,27,30,45,31,42,70,68,47,55,132,,14,41,119,59,144,7
2021,12,100,28,0,1,0,2,0,2,1,1,1,5,,2,1,5,1,5,1
