년도,월,나이,삼척시,도계읍,원덕읍,원덕읍임원출장소,근덕면,하장면,노곡면,미로면,가곡면,신기면,남양동,교동,정라동,성내동
2021,2,80,"1,346",186,100,56,199,53,33,63,30,32,177,127,124,166
2021,2,90,113,19,8,7,14,3,5,3,1,1,12,15,13,12
2021,2,100,12,5,3,0,1,0,0,0,0,0,0,1,1,1
2021,3,총,"32,566","4,789","1,727",860,"2,641",712,391,961,346,364,"3,759","7,400","4,606","4,010"
2021,3,0,"1,914",149,49,20,55,13,4,26,11,8,152,833,321,273
2021,3,10,"2,608",354,72,35,131,21,3,43,11,6,246,864,436,386
2021,3,20,"3,883",878,159,70,219,34,24,57,16,12,410,"1,033",563,408
2021,3,30,"3,018",269,130,56,164,48,12,49,9,19,336,"1,048",482,396
2021,3,40,"4,842",604,251,114,300,101,44,137,50,56,507,"1,243",799,636
2021,3,50,"6,022",879,377,191,592,145,92,196,79,76,691,"1,185",858,661
2021,3,60,"5,684",945,362,197,614,214,115,236,81,97,745,748,637,693
2021,3,70,"3,147",523,215,115,354,79,61,149,58,58,480,305,370,380
2021,3,80,"1,338",175,101,56,198,54,31,65,30,31,178,127,126,166
2021,3,90,105,13,8,6,14,3,5,3,1,1,14,13,13,11
2021,3,100,5,0,3,0,0,0,0,0,0,0,0,1,1,0
2021,4,총,"32,532","4,820","1,726",859,"2,632",708,389,959,349,365,"3,759","7,385","4,600","3,981"
2021,4,0,"1,892",148,50,21,55,13,4,25,9,8,148,828,319,264
2021,4,10,"2,617",370,71,34,124,19,3,45,12,5,252,863,437,382
2021,4,20,"3,895",898,157,74,213,34,23,55,18,13,404,"1,025",565,416
2021,4,30,"2,985",269,126,54,170,49,13,44,9,18,333,"1,040",471,389
2021,4,40,"4,817",598,246,114,296,98,43,140,49,54,508,"1,248",799,624
2021,4,50,"6,018",876,377,189,588,145,90,196,80,79,686,"1,188",863,661
2021,4,60,"5,714",952,371,197,619,213,117,238,81,98,757,746,637,688
2021,4,70,"3,130",518,212,114,353,80,59,147,59,58,474,308,368,380
2021,4,80,"1,351",178,104,56,200,54,32,66,30,31,182,124,128,166
2021,4,90,108,13,9,6,14,3,5,3,2,1,15,14,12,11
2021,4,100,5,0,3,0,0,0,0,0,0,0,0,1,1,0
2021,5,총,"32,475","4,810","1,727",860,"2,630",709,389,953,350,362,"3,742","7,387","4,596","3,960"
2021,5,0,"1,885",150,49,20,58,12,4,24,9,8,147,823,316,265
2021,5,10,"2,604",359,70,35,122,20,3,45,12,5,253,872,434,374
2021,5,20,"3,896",902,156,72,212,32,23,54,16,12,401,"1,030",567,419
2021,5,30,"2,967",268,128,56,169,46,13,43,9,19,331,"1,036",464,385
2021,5,40,"4,761",590,242,112,292,99,43,136,49,51,501,"1,237",793,616
2021,5,50,"6,011",870,376,191,586,148,88,196,79,79,688,"1,187",865,658
2021,5,60,"5,759",960,379,198,623,213,118,240,84,97,757,755,645,690
2021,5,70,"3,123",519,211,114,352,83,60,146,59,57,468,308,369,377
2021,5,80,"1,353",179,104,55,200,53,32,66,31,33,182,125,129,164
2021,5,90,112,13,9,7,16,3,5,3,2,1,14,14,13,12
2021,5,100,4,0,3,0,0,0,0,0,0,0,0,0,1,0
2021,6,총,"32,380","4,787","1,718",861,"2,621",707,389,959,350,358,"3,717","7,381","4,592","3,940"
2021,6,0,"1,872",150,46,19,57,12,4,23,9,7,142,824,316,263
2021,6,10,"2,590",356,66,35,120,20,3,46,12,5,252,869,434,372
2021,6,20,"3,876",883,158,73,212,31,23,56,16,11,400,"1,031",565,417
2021,6,30,"2,931",263,133,55,168,46,13,44,9,19,329,"1,019",459,374
2021,6,40,"4,745",587,236,114,289,97,43,137,49,51,497,"1,240",793,612
2021,6,50,"5,975",868,367,188,583,148,88,196,78,76,679,"1,189",858,657
2021,6,60,"5,804",967,387,200,626,213,118,240,85,99,762,759,654,694
2021,6,70,"3,120",519,210,115,353,82,59,147,59,57,466,310,369,374
2021,6,80,"1,344",179,103,55,196,55,33,66,31,32,174,126,129,165
2021,6,90,119,15,9,7,17,3,5,4,2,1,16,14,14,12
2021,6,100,4,0,3,0,0,0,0,0,0,0,0,0,1,0
2021,7,총,"32,305","4,754","1,707",865,"2,622",710,388,952,348,358,"3,709","7,363","4,598","3,931"
2021,7,0,"1,861",148,44,20,57,12,4,21,9,7,142,827,311,259
2021,7,10,"2,567",344,64,36,117,20,4,44,12,5,252,858,437,374
2021,7,20,"3,850",868,154,75,209,31,22,57,16,11,397,"1,031",563,416
2021,7,30,"2,917",261,137,54,170,48,13,41,8,19,326,"1,006",461,373
2021,7,40,"4,724",580,230,115,292,95,40,135,47,50,496,"1,238",800,606
2021,7,50,"5,953",862,365,185,582,148,89,191,78,77,676,"1,191",849,660
2021,7,60,"5,839",971,390,202,628,215,117,248,87,99,765,765,659,693
2021,7,70,"3,121",525,207,116,354,83,60,146,58,57,463,305,372,375
2021,7,80,"1,346",180,104,55,195,55,34,65,30,32,175,128,131,162
2021,7,90,123,15,9,7,18,3,5,4,3,1,17,14,14,13
2021,7,100,4,0,3,0,0,0,0,0,0,0,0,0,1,0
2021,8,총,"32,250","4,734","1,704",856,"2,623",712,389,952,347,363,"3,705","7,358","4,573","3,934"
2021,8,0,"1,850",149,40,20,57,13,4,20,9,7,138,831,302,260
2021,8,10,"2,551",335,65,34,115,20,4,43,12,5,249,859,437,373
2021,8,20,"3,836",865,157,72,210,30,21,56,16,13,394,"1,023",561,418
2021,8,30,"2,902",259,135,54,169,48,13,41,8,19,325,"1,004",456,371
2021,8,40,"4,688",575,226,111,292,94,41,135,45,50,499,"1,233",785,602
2021,8,50,"5,949",856,365,182,585,144,88,190,77,81,674,"1,187",858,662
2021,8,60,"5,884",972,395,204,631,221,119,252,89,98,774,773,658,698
2021,8,70,"3,119",526,207,117,352,84,60,146,58,56,459,307,373,374
2021,8,80,"1,347",182,103,55,195,55,33,65,30,33,176,127,129,164
2021,8,90,121,15,9,7,17,3,6,4,3,1,17,14,13,12
2021,8,100,3,0,2,0,0,0,0,0,0,0,0,0,1,0
2021,9,총,"32,278","4,814","1,697",853,"2,627",704,389,949,345,362,"3,696","7,359","4,548","3,935"
2021,9,0,"1,833",147,39,21,54,13,4,19,9,6,136,828,300,257
2021,9,10,"2,602",387,65,33,117,19,4,43,12,6,246,862,432,376
2021,9,20,"3,864",904,158,72,207,30,21,54,16,14,391,"1,019",557,421
2021,9,30,"2,878",264,131,52,166,47,13,39,8,19,324,995,457,363
2021,9,40,"4,662",568,227,111,301,91,41,132,43,51,503,"1,236",765,593
2021,9,50,"5,943",843,361,182,578,144,85,191,77,80,668,"1,198",866,670
2021,9,60,"5,915",980,399,204,639,219,122,255,90,98,776,771,661,701
2021,9,70,"3,103",525,203,116,352,84,59,146,57,53,459,309,365,375
2021,9,80,"1,350",181,103,55,196,54,33,65,30,34,175,126,131,167
2021,9,90,125,15,9,7,17,3,7,5,3,1,18,15,13,12
2021,9,100,3,0,2,0,0,0,0,0,0,0,0,0,1,0
2021,10,총,"32,272","4,848","1,702",850,"2,623",702,392,946,343,359,"3,699","7,340","4,535","3,933"
2021,10,0,"1,823",147,39,20,56,15,3,18,8,5,135,827,300,250
2021,10,10,"2,618",401,65,34,106,19,5,43,11,6,249,866,433,380
2021,10,20,"3,860",926,161,69,205,29,21,51,16,14,392,"1,005",550,421
2021,10,30,"2,863",259,130,53,169,46,13,40,8,20,326,984,452,363
2021,10,40,"4,634",567,219,108,295,89,42,130,42,49,501,"1,237",763,592
2021,10,50,"5,956",849,370,185,575,144,87,192,75,79,670,"1,191",867,672
2021,10,60,"5,938",980,401,203,649,219,121,259,90,98,775,781,660,702
2021,10,70,"3,105",521,204,117,357,85,60,142,60,52,460,305,365,377
2021,10,80,"1,349",182,102,54,194,53,33,66,30,35,176,128,132,164
2021,10,90,124,16,9,7,17,3,7,5,3,1,15,16,13,12
2021,10,100,2,0,2,0,0,0,0,0,0,0,0,0,0,0
2021,11,총,"32,175","4,804","1,698",846,"2,624",701,389,943,342,358,"3,692","7,311","4,530","3,937"
2021,11,0,"1,809",147,40,20,56,15,3,17,8,5,131,811,307,249
2021,11,10,"2,598",389,65,34,103,18,5,42,11,6,248,864,434,379
2021,11,20,"3,824",904,158,70,205,27,21,50,16,14,396,"1,002",541,420
2021,11,30,"2,841",256,125,51,167,46,12,40,8,20,326,974,454,362
2021,11,40,"4,627",556,220,111,296,89,42,129,42,50,502,"1,237",757,596
2021,11,50,"5,959",850,370,183,576,142,87,192,75,80,671,"1,199",862,672
2021,11,60,"5,939",985,405,200,651,221,121,261,91,96,770,770,664,704
2021,11,70,"3,109",523,203,118,357,85,58,141,60,52,460,312,363,377
2021,11,80,"1,341",180,100,52,195,55,33,65,28,34,173,126,134,166
2021,11,90,126,14,10,7,18,3,7,6,3,1,15,16,14,12
2021,11,100,2,0,2,0,0,0,0,0,0,0,0,0,0,0
2021,12,총,"32,043","4,719","1,692",840,"2,612",701,389,944,342,359,"3,680","7,306","4,526","3,933"
2021,12,0,"1,795",145,40,21,58,14,3,14,8,5,131,804,305,247
2021,12,10,"2,572",365,62,32,98,19,5,42,12,7,246,866,437,381
2021,12,20,"3,747",849,160,68,198,29,21,50,16,13,390,997,533,423
2021,12,30,"2,812",249,128,50,165,44,12,40,8,19,323,962,457,355
2021,12,40,"4,635",560,217,111,297,90,43,129,42,50,497,"1,240",759,600
2021,12,50,"5,951",849,369,182,577,139,89,189,73,81,668,"1,206",860,669
2021,12,60,"5,957",986,404,201,651,224,117,267,92,95,778,772,666,704
2021,12,70,"3,113",522,202,116,355,85,60,144,60,53,460,317,362,377
2021,12,80,"1,332",180,100,53,193,55,32,62,28,34,173,124,133,165
2021,12,90,129,14,10,6,20,2,7,7,3,2,14,18,14,12
2021,12,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0
