년도,월,나이,경기도,경기도 수원시,경기도 수원시 장안구,경기도 수원시 권선구,경기도 수원시 팔달구,경기도 수원시 영통구,경기도 성남시,경기도 성남시 수정구,경기도 성남시 중원구,경기도 성남시 분당구,경기도 의정부시,경기도 안양시,경기도 안양시 만안구,경기도 안양시 동안구,경기도 부천시,경기도 광명시,경기도 평택시,경기도 동두천시,경기도 안산시,경기도 안산시 상록구,경기도 안산시 단원구,경기도 고양시,경기도 고양시 덕양구,경기도 고양시 일산동구,경기도 고양시 일산서구,경기도 과천시,경기도 구리시,경기도 남양주시,경기도 오산시,경기도 시흥시,경기도 군포시,경기도 의왕시,경기도 하남시,경기도 용인시,경기도 용인시 처인구,경기도 용인시 기흥구,경기도 용인시 수지구,경기도 파주시,경기도 이천시,경기도 안성시,경기도 김포시,경기도 화성시,경기도 광주시,경기도 양주시,경기도 포천시,경기도 여주시,경기도 연천군,경기도 가평군,경기도 양평군
2020,3,90,"37,415","2,896",892,866,533,605,"3,036",698,680,"1,658","1,336","1,565",715,850,"2,307",845,"1,376",409,"1,572",912,660,"3,316","1,474",959,883,266,483,"1,889",362,946,823,552,736,"2,930",846,"1,147",937,"1,456",693,750,"1,071","1,494",920,717,715,606,289,372,687
2020,3,100,"2,971",222,64,66,65,27,334,138,133,63,161,118,56,62,179,104,164,63,84,44,40,235,152,39,44,42,52,149,32,65,48,35,80,147,56,45,46,133,46,44,50,74,73,56,46,26,31,28,50
2020,4,총,"6,614,723","592,006","137,234","183,765","87,038","183,969","475,408","115,973","108,153","251,282","230,457","283,342","120,760","162,582","416,167","159,845","252,318","47,176","318,542","170,834","147,708","548,172","238,723","153,560","155,889","30,346","100,202","354,232","109,940","228,152","138,920","82,652","139,178","538,268","124,037","222,473","191,758","224,120","104,986","89,430","221,982","400,839","183,353","110,544","69,910","54,706","20,736","30,330","58,464"
2020,4,0,"572,106","49,317","9,351","16,480","4,955","18,531","34,613","7,733","6,719","20,161","16,868","20,363","8,029","12,334","29,414","12,344","23,676","3,199","22,642","11,923","10,719","41,481","19,274","10,565","11,642","2,266","7,685","32,441","12,059","22,849","10,686","6,522","14,729","51,119","10,714","21,856","18,549","21,935","9,501","7,093","25,554","51,712","17,450","9,683","4,360","3,702","1,394","1,792","3,657"
2020,4,10,"651,331","58,720","14,229","16,424","7,075","20,992","43,750","8,543","8,418","26,789","20,945","26,262","9,382","16,880","35,430","15,689","25,565","4,385","32,148","17,142","15,006","52,311","20,597","14,686","17,028","3,042","9,068","37,603","12,156","24,036","13,373","7,296","11,813","59,422","11,922","24,916","22,584","23,362","10,678","8,722","22,324","46,168","16,297","11,655","6,100","4,714","1,508","2,239","4,550"
2020,4,20,"847,024","88,309","20,029","26,350","13,618","28,312","64,514","16,173","15,077","33,264","30,959","38,402","16,697","21,705","57,643","19,560","32,062","5,105","49,659","26,882","22,777","73,776","30,377","22,341","21,058","3,865","13,472","40,049","14,211","30,573","18,371","10,954","16,288","65,023","15,372","26,761","22,890","26,339","12,838","9,847","23,281","46,208","20,946","12,355","7,548","5,497","1,972","2,683","4,715"
2020,4,30,"931,499","88,097","16,219","28,640","11,497","31,741","68,403","16,267","14,715","37,421","29,299","38,550","16,041","22,509","58,105","22,086","35,726","5,033","39,305","20,313","18,992","72,067","33,282","19,891","18,894","4,035","13,473","46,385","18,271","34,237","19,054","11,142","23,801","75,482","16,314","31,519","27,649","31,190","14,341","10,620","36,375","72,535","28,134","13,312","6,735","5,641","1,870","2,721","5,474"
2020,4,40,"1,129,968","101,802","23,531","29,924","13,551","34,796","80,585","17,364","16,100","47,121","37,300","46,329","17,639","28,690","65,529","27,570","42,923","7,116","54,353","29,087","25,266","95,545","39,339","27,584","28,622","4,858","16,740","64,295","19,989","40,518","23,146","12,858","23,185","101,569","20,503","43,068","37,998","38,460","16,865","13,972","39,585","73,912","30,690","18,884","9,733","7,735","2,278","3,686","7,958"
2020,4,50,"1,090,365","98,248","24,692","31,703","15,136","26,717","78,221","19,889","19,632","38,700","40,136","51,190","22,477","28,713","76,942","26,424","40,316","7,716","61,542","32,994","28,548","97,782","41,241","28,213","28,328","5,346","18,241","56,192","15,687","39,304","24,662","15,466","20,639","78,783","20,537","31,859","26,387","33,507","16,939","14,609","31,192","51,327","30,496","17,621","13,315","9,551","3,383","5,413","10,175"
2020,4,60,"727,857","57,828","14,925","19,169","11,078","12,656","55,428","16,205","14,922","24,301","27,847","34,428","16,697","17,731","53,157","19,849","25,940","6,463","31,768","16,925","14,843","56,428","26,893","15,056","14,479","3,462","11,610","40,434","9,447","19,802","15,872","10,264","16,787","53,443","14,735","21,252","17,456","23,394","11,970","11,768","23,294","31,890","22,471","13,541","10,633","8,625","3,511","5,584","10,919"
2020,4,70,"409,661","30,733","8,621","9,327","6,513","6,272","31,212","9,078","8,171","13,963","17,158","16,976","8,652","8,324","24,523","10,192","15,739","5,069","16,093","9,262","6,831","35,004","16,989","8,823","9,192","2,005","6,396","23,667","5,279","10,136","8,157","4,798","7,601","34,893","8,448","14,062","12,383","15,817","6,933","7,276","13,055","16,503","10,942","8,523","6,715","5,379","2,777","3,608","6,502"
2020,4,80,"214,153","15,792","4,669","4,804","3,008","3,311","15,298","3,889","3,582","7,827","8,436","9,148","4,365","4,783","12,916","5,168","8,817","2,616","9,364","5,339","4,025","20,213","9,104","5,403","5,706","1,155","2,974","11,105","2,435","5,666","4,720","2,767","3,510","15,412","4,580","5,966","4,866","8,507","4,169","4,727","6,192","9,000","4,920","4,198","3,998","3,229","1,729","2,203","3,769"
2020,4,90,"37,749","2,935",902,876,542,615,"3,044",693,685,"1,666","1,349","1,575",725,850,"2,325",860,"1,389",411,"1,581",921,660,"3,329","1,475",958,896,270,490,"1,911",372,964,830,549,742,"2,969",855,"1,165",949,"1,477",705,752,"1,079","1,510",934,715,726,607,283,373,693
2020,4,100,"3,010",225,66,68,65,26,340,139,132,69,160,119,56,63,183,103,165,63,87,46,41,236,152,40,44,42,53,150,34,67,49,36,83,153,57,49,47,132,47,44,51,74,73,57,47,26,31,28,52
2020,5,총,"6,620,438","591,864","137,136","183,634","87,042","184,052","474,879","115,941","107,949","250,989","230,759","282,795","120,857","161,938","415,836","159,164","253,002","47,151","318,794","171,181","147,613","548,875","239,151","153,613","156,111","30,918","100,149","354,454","109,953","228,588","138,901","82,368","140,039","539,260","124,431","222,708","192,121","224,215","105,117","89,740","222,814","401,879","183,859","110,833","69,839","54,689","20,759","30,391","58,554"
2020,5,0,"570,627","49,089","9,314","16,407","4,952","18,416","34,417","7,687","6,688","20,042","16,866","20,270","8,008","12,262","29,260","12,255","23,729","3,182","22,585","11,902","10,683","41,449","19,276","10,543","11,630","2,334","7,659","32,293","11,999","22,812","10,631","6,488","14,736","51,000","10,679","21,761","18,560","21,827","9,462","7,074","25,592","51,678","17,425","9,662","4,334","3,698","1,394","1,784","3,643"
2020,5,10,"650,670","58,506","14,127","16,386","7,027","20,966","43,592","8,539","8,361","26,692","20,866","26,157","9,365","16,792","35,310","15,618","25,527","4,372","32,055","17,128","14,927","52,154","20,549","14,621","16,984","3,062","8,993","37,602","12,118","23,995","13,333","7,274","11,866","59,635","12,200","24,883","22,552","23,329","10,791","8,827","22,383","46,232","16,349","11,661","6,057","4,699","1,500","2,247","4,560"
2020,5,20,"847,756","88,350","20,020","26,303","13,669","28,358","64,475","16,174","15,065","33,236","30,999","38,287","16,697","21,590","57,523","19,433","32,203","5,093","49,685","26,938","22,747","73,822","30,379","22,366","21,077","3,957","13,503","40,098","14,226","30,592","18,401","10,883","16,426","65,233","15,419","26,835","22,979","26,354","12,859","9,897","23,424","46,312","20,954","12,411","7,527","5,474","1,981","2,673","4,701"
2020,5,30,"930,618","87,922","16,162","28,576","11,470","31,714","68,241","16,232","14,683","37,326","29,294","38,450","16,032","22,418","57,975","21,942","35,815","5,011","39,325","20,322","19,003","72,154","33,336","19,871","18,947","4,128","13,415","46,277","18,224","34,245","18,970","11,119","23,931","75,415","16,285","31,439","27,691","31,120","14,324","10,611","36,380","72,556","28,111","13,313","6,707","5,610","1,869","2,732","5,432"
2020,5,40,"1,128,827","101,628","23,455","29,856","13,520","34,797","80,296","17,312","16,001","46,983","37,271","46,146","17,621","28,525","65,311","27,356","42,979","7,078","54,234","29,047","25,187","95,404","39,346","27,513","28,545","4,888","16,677","64,225","20,004","40,530","23,093","12,781","23,324","101,422","20,436","43,017","37,969","38,465","16,832","13,988","39,741","74,190","30,748","18,857","9,702","7,723","2,279","3,695","7,960"
2020,5,50,"1,092,886","98,346","24,711","31,736","15,111","26,788","78,254","19,896","19,620","38,738","40,254","51,067","22,481","28,586","76,954","26,403","40,418","7,729","61,719","33,155","28,564","97,971","41,295","28,259","28,417","5,485","18,283","56,356","15,690","39,505","24,671","15,437","20,756","79,181","20,621","32,073","26,487","33,621","16,928","14,635","31,364","51,612","30,662","17,724","13,321","9,561","3,381","5,389","10,209"
2020,5,60,"731,796","58,128","15,015","19,261","11,113","12,739","55,586","16,249","14,932","24,405","27,992","34,531","16,782","17,749","53,424","19,841","26,103","6,485","31,972","17,069","14,903","56,885","27,113","15,163","14,609","3,550","11,667","40,614","9,515","19,977","15,991","10,253","16,954","53,653","14,811","21,291","17,551","23,489","12,041","11,860","23,431","32,060","22,641","13,632","10,686","8,668","3,526","5,656","10,985"
2020,5,70,"411,182","30,847","8,668","9,339","6,536","6,304","31,265","9,105","8,179","13,981","17,202","17,014","8,681","8,333","24,625","10,190","15,819","5,093","16,143","9,284","6,859","35,124","17,056","8,846","9,222","2,026","6,408","23,738","5,317","10,192","8,186","4,801","7,685","35,070","8,476","14,139","12,455","15,857","6,960","7,285","13,166","16,591","11,017","8,581","6,711","5,374","2,773","3,610","6,512"
2020,5,80,"215,062","15,861","4,687","4,825","3,035","3,314","15,360","3,917","3,594","7,849","8,490","9,175","4,398","4,777","12,941","5,151","8,846","2,629","9,387","5,355","4,032","20,326","9,167","5,422","5,737","1,165","2,994","11,174","2,447","5,696","4,744","2,753","3,529","15,535","4,587","6,054","4,894","8,555","4,164","4,747","6,206","9,038","4,940","4,216","4,012","3,246","1,740","2,203","3,792"
2020,5,90,"37,971","2,958",911,877,543,627,"3,053",690,694,"1,669","1,361","1,576",736,840,"2,327",871,"1,396",417,"1,601",933,668,"3,347","1,480",968,899,281,497,"1,926",379,975,831,543,747,"2,960",860,"1,163",937,"1,465",709,772,"1,076","1,534",939,720,736,609,284,374,707
2020,5,100,"3,043",229,66,68,66,29,340,140,132,68,164,122,56,66,186,104,167,62,88,48,40,239,154,41,44,42,53,151,34,69,50,36,85,156,57,53,46,133,47,44,51,76,73,56,46,27,32,28,53
2020,6,총,"6,626,973","591,674","136,959","183,605","87,067","184,043","474,441","115,929","107,828","250,684","231,104","281,877","120,715","161,162","415,718","158,349","253,698","47,192","318,973","171,309","147,664","549,333","239,428","153,612","156,293","31,184","99,958","355,046","110,162","229,526","139,002","82,142","140,944","540,180","124,803","223,008","192,369","224,551","105,463","89,858","223,898","402,768","184,293","111,258","69,782","54,759","20,767","30,420","58,653"
2020,6,0,"569,250","48,858","9,258","16,370","4,883","18,347","34,296","7,638","6,697","19,961","16,842","20,119","7,941","12,178","29,156","12,169","23,733","3,157","22,522","11,847","10,675","41,313","19,240","10,492","11,581","2,372","7,596","32,239","11,994","22,815","10,608","6,463","14,783","50,843","10,634","21,684","18,525","21,778","9,420","7,049","25,650","51,597","17,393","9,680","4,300","3,694","1,396","1,774","3,641"
2020,6,10,"650,153","58,269","14,026","16,331","6,999","20,913","43,400","8,514","8,308","26,578","20,828","26,038","9,337","16,701","35,203","15,516","25,556","4,366","31,950","17,106","14,844","51,985","20,490","14,565","16,930","3,045","8,972","37,662","12,106","23,978","13,247","7,248","11,913","59,809","12,395","24,888","22,526","23,363","11,050","8,818","22,468","46,330","16,341","11,681","6,013","4,680","1,503","2,250","4,565"
2020,6,20,"848,789","88,523","20,054","26,319","13,742","28,408","64,470","16,182","15,074","33,214","31,046","38,033","16,650","21,383","57,475","19,296","32,297","5,109","49,710","26,972","22,738","73,836","30,383","22,361","21,092","4,006","13,432","40,208","14,236","30,753","18,467","10,868","16,588","65,454","15,497","26,932","23,025","26,345","12,892","9,909","23,583","46,419","21,024","12,479","7,528","5,455","1,976","2,670","4,702"
2020,6,30,"929,554","87,670","16,074","28,528","11,453","31,615","67,982","16,156","14,616","37,210","29,306","38,262","15,974","22,288","57,837","21,811","35,895","5,021","39,385","20,321","19,064","72,215","33,413","19,823","18,979","4,178","13,345","46,209","18,229","34,346","18,912","11,086","24,076","75,211","16,230","31,347","27,634","31,081","14,319","10,562","36,468","72,528","28,008","13,341","6,668","5,612","1,866","2,717","5,408"
2020,6,40,"1,129,349","101,531","23,392","29,864","13,473","34,802","80,206","17,322","15,990","46,894","37,274","45,949","17,583","28,366","65,308","27,179","43,120","7,027","54,108","28,973","25,135","95,305","39,367","27,441","28,497","4,920","16,657","64,330","20,059","40,690","23,074","12,737","23,492","101,518","20,509","43,007","38,002","38,534","16,818","14,014","39,973","74,404","30,866","18,915","9,679","7,733","2,279","3,693","7,957"
2020,6,50,"1,092,491","98,247","24,676","31,684","15,097","26,790","78,086","19,880","19,488","38,718","40,261","50,801","22,422","28,379","76,688","26,203","40,439","7,743","61,716","33,185","28,531","97,962","41,215","28,273","28,474","5,525","18,243","56,345","15,695","39,645","24,706","15,348","20,773","79,319","20,593","32,155","26,571","33,699","16,889","14,620","31,448","51,821","30,718","17,759","13,289","9,557","3,357","5,386","10,203"
2020,6,60,"737,953","58,533","15,098","19,379","11,198","12,858","55,943","16,350","15,057","24,536","28,217","34,736","16,901","17,835","53,865","19,864","26,381","6,542","32,290","17,262","15,028","57,467","27,380","15,305","14,782","3,617","11,756","40,899","9,629","20,261","16,130","10,294","17,156","54,059","14,945","21,448","17,666","23,653","12,175","11,971","23,717","32,333","22,856","13,741","10,785","8,746","3,556","5,708","11,073"
2020,6,70,"412,715","30,989","8,711","9,368","6,572","6,338","31,273","9,131","8,177","13,965","17,257","17,057","8,718","8,339","24,723","10,185","15,860","5,100","16,225","9,318","6,907","35,252","17,139","8,875","9,238","2,032","6,416","23,854","5,335","10,249","8,201","4,788","7,770","35,272","8,496","14,246","12,530","15,892","6,965","7,324","13,238","16,693","11,100","8,634","6,723","5,386","2,771","3,611","6,540"
2020,6,80,"215,541","15,872","4,695","4,816","3,040","3,321","15,373","3,921","3,595","7,857","8,539","9,169","4,397","4,772","12,972","5,159","8,850","2,640","9,366","5,338","4,028","20,387","9,180","5,454","5,753","1,168","2,985","11,203","2,463","5,745","4,762","2,736","3,551","15,570","4,582","6,095","4,893","8,596","4,179","4,767","6,230","9,032","4,976","4,242","4,008","3,255","1,746","2,208","3,792"
2020,6,90,"38,126","2,952",908,879,543,622,"3,070",695,696,"1,679","1,369","1,590",736,854,"2,308",862,"1,402",424,"1,608",937,671,"3,374","1,469",982,923,278,502,"1,946",382,975,844,537,755,"2,967",864,"1,154",949,"1,478",710,780,"1,073","1,539",937,730,744,611,286,375,718
2020,6,100,"3,052",230,67,67,67,29,342,140,130,72,165,123,56,67,183,105,165,63,93,50,43,237,152,41,44,43,54,151,34,69,51,37,87,158,58,52,48,132,46,44,50,72,74,56,45,30,31,28,54
2020,7,총,"6,634,079","591,525","136,774","183,548","86,923","184,280","473,949","116,060","107,651","250,238","231,192","281,243","120,574","160,669","415,304","157,544","254,327","47,081","318,834","171,179","147,655","549,646","239,604","153,644","156,398","31,421","99,826","356,030","110,266","230,871","138,942","81,874","141,534","541,196","125,251","223,242","192,703","224,963","105,683","89,969","225,240","404,116","184,927","112,277","69,643","54,800","20,732","30,385","58,739"
2020,7,0,"568,085","48,661","9,183","16,346","4,847","18,285","34,144","7,623","6,654","19,867","16,714","20,025","7,913","12,112","28,970","12,073","23,771","3,136","22,380","11,734","10,646","41,173","19,183","10,439","11,551","2,401","7,549","32,239","11,950","22,957","10,565","6,429","14,803","50,681","10,596","21,569","18,516","21,727","9,388","7,023","25,751","51,643","17,367","9,841","4,269","3,686","1,383","1,766","3,620"
2020,7,10,"649,875","58,004","13,970","16,258","6,948","20,828","43,222","8,481","8,259","26,482","20,767","25,899","9,283","16,616","35,051","15,437","25,557","4,333","31,804","17,025","14,779","51,889","20,456","14,525","16,908","3,039","8,973","37,727","12,146","24,003","13,205","7,219","11,934","59,986","12,596","24,887","22,503","23,369","11,182","8,846","22,574","46,498","16,499","11,752","5,972","4,684","1,493","2,239","4,572"
2020,7,20,"849,377","88,552","20,025","26,304","13,751","28,472","64,364","16,175","15,070","33,119","31,111","37,839","16,609","21,230","57,379","19,170","32,388","5,107","49,667","26,956","22,711","73,812","30,363","22,354","21,095","4,057","13,355","40,384","14,219","30,868","18,425","10,830","16,699","65,697","15,568","27,038","23,091","26,343","12,923","9,875","23,733","46,610","21,097","12,561","7,519","5,446","1,975","2,666","4,706"
2020,7,30,"928,285","87,457","15,982","28,401","11,402","31,672","67,721","16,131","14,571","37,019","29,213","38,117","15,916","22,201","57,660","21,644","35,998","4,977","39,340","20,285","19,055","72,140","33,398","19,803","18,939","4,210","13,302","46,092","18,141","34,618","18,842","11,012","24,143","75,031","16,195","31,227","27,609","31,083","14,267","10,541","36,668","72,388","27,985","13,550","6,614","5,586","1,847","2,695","5,403"
2020,7,40,"1,130,020","101,485","23,339","29,878","13,412","34,856","80,108","17,356","15,941","46,811","37,214","45,813","17,536","28,277","65,151","27,053","43,192","7,002","53,912","28,848","25,064","95,176","39,366","27,354","28,456","4,949","16,623","64,590","20,155","40,849","23,053","12,673","23,625","101,520","20,529","42,992","37,999","38,562","16,841","14,029","40,296","74,811","30,971","19,034","9,622","7,754","2,276","3,709","7,972"
2020,7,50,"1,094,164","98,327","24,702","31,703","15,060","26,862","78,035","19,893","19,424","38,718","40,365","50,684","22,386","28,298","76,591","26,039","40,516","7,709","61,853","33,261","28,592","98,097","41,233","28,352","28,512","5,563","18,232","56,516","15,737","39,871","24,700","15,284","20,809","79,719","20,680","32,328","26,711","33,866","16,897","14,653","31,578","52,138","30,757","17,911","13,263","9,528","3,347","5,370","10,209"
2020,7,60,"742,294","58,857","15,169","19,462","11,243","12,983","56,154","16,426","15,108","24,620","28,385","34,890","16,998","17,892","54,202","19,854","26,539","6,578","32,465","17,365","15,100","57,871","27,555","15,424","14,892","3,649","11,816","41,117","9,692","20,543","16,231","10,327","17,270","54,322","15,019","21,546","17,757","23,774","12,232","12,036","23,900","32,536","23,092","13,909","10,837","8,817","3,560","5,716","11,123"
2020,7,70,"414,255","31,069","8,717","9,414","6,587","6,351","31,370","9,206","8,178","13,986","17,290","17,093","8,725","8,368","24,818","10,157","15,915","5,109","16,275","9,339","6,936","35,340","17,173","8,873","9,294","2,053","6,424","23,996","5,349","10,332","8,252","4,796","7,830","35,428","8,541","14,299","12,588","15,968","6,996","7,339","13,347","16,811","11,137","8,675","6,733","5,403","2,767","3,619","6,564"
2020,7,80,"216,370","15,924","4,708","4,835","3,064","3,317","15,401","3,926","3,616","7,859","8,593","9,172","4,423","4,749","12,981","5,160","8,874","2,645","9,428","5,377","4,051","20,505","9,234","5,503","5,768","1,174","2,997","11,263","2,463","5,771","4,778","2,726","3,579","15,697","4,604","6,159","4,934","8,645","4,204","4,787","6,258","9,064","4,999","4,249","4,020","3,254","1,761","2,199","3,799"
2020,7,90,"38,284","2,961",913,881,543,624,"3,080",701,697,"1,682","1,372","1,590",731,859,"2,320",853,"1,413",422,"1,613",936,677,"3,404","1,489",977,938,284,501,"1,955",380,991,840,541,753,"2,958",865,"1,146",947,"1,491",707,796,"1,082","1,545",948,736,748,611,291,379,719
2020,7,100,"3,070",228,66,66,66,30,350,142,133,75,168,121,54,67,181,104,164,63,97,53,44,239,154,40,45,42,54,151,34,68,51,37,89,157,58,51,48,135,46,44,53,72,75,59,46,31,32,27,52
2020,8,총,"6,643,488","590,973","136,557","183,438","86,838","184,140","474,867","118,113","107,062","249,692","231,675","280,351","120,254","160,097","414,454","156,294","255,174","47,056","318,651","171,033","147,618","549,191","239,440","153,556","156,195","31,528","99,627","356,416","110,464","233,332","138,685","81,745","142,138","541,519","125,493","223,161","192,865","226,239","105,879","90,224","228,583","405,781","185,334","112,858","69,660","54,787","20,729","30,377","58,897"
2020,8,0,"566,658","48,340","9,119","16,253","4,795","18,173","34,147","7,830","6,577","19,740","16,678","19,839","7,852","11,987","28,696","11,898","23,805","3,122","22,253","11,672","10,581","40,841","19,049","10,336","11,456","2,399","7,522","32,108","11,924","23,282","10,458","6,415","14,771","50,370","10,551","21,378","18,441","21,798","9,310","6,985","26,285","51,554","17,323","9,881","4,248","3,670","1,378","1,752","3,606"
2020,8,10,"649,584","57,801","13,894","16,219","6,892","20,796","43,169","8,609","8,167","26,393","20,706","25,763","9,210","16,553","34,900","15,294","25,583","4,299","31,633","16,923","14,710","51,702","20,360","14,486","16,856","3,040","8,897","37,745","12,160","24,137","13,149","7,178","11,941","60,024","12,695","24,848","22,481","23,476","11,260","8,902","22,786","46,688","16,520","11,826","6,004","4,655","1,490","2,234","4,622"
2020,8,20,"850,530","88,437","19,994","26,257","13,799","28,387","64,458","16,468","14,960","33,030","31,218","37,698","16,585","21,113","57,210","18,930","32,511","5,118","49,625","26,903","22,722","73,640","30,292","22,336","21,012","4,067","13,303","40,448","14,221","31,144","18,353","10,825","16,915","65,848","15,631","27,059","23,158","26,448","12,979","9,921","24,170","46,947","21,147","12,604","7,513","5,476","1,974","2,654","4,728"
2020,8,30,"927,606","87,129","15,912","28,292","11,354","31,571","67,797","16,552","14,489","36,756","29,233","37,865","15,806","22,059","57,281","21,379","36,099","4,947","39,199","20,194","19,005","71,934","33,341","19,702","18,891","4,229","13,256","45,932","18,117","35,071","18,765","10,971","24,232","74,748","16,122","31,077","27,549","31,336","14,268","10,565","37,316","72,413","27,906","13,612","6,571","5,552","1,834","2,679","5,370"
2020,8,40,"1,130,482","101,326","23,267","29,903","13,332","34,824","80,149","17,625","15,792","46,732","37,172","45,566","17,423","28,143","65,008","26,868","43,274","6,994","53,696","28,726","24,970","94,789","39,219","27,266","28,304","4,947","16,584","64,634","20,211","41,241","22,939","12,605","23,713","101,413","20,509","42,966","37,938","38,777","16,856","14,036","40,918","75,229","31,131","19,106","9,605","7,714","2,274","3,703","8,004"
2020,8,50,"1,096,137","98,352","24,668","31,681","15,081","26,922","78,095","20,150","19,285","38,660","40,498","50,562","22,350","28,212","76,388","25,834","40,677","7,725","61,981","33,314","28,667","98,250","41,304","28,384","28,562","5,582","18,188","56,597","15,784","40,272","24,708","15,277","20,847","80,091","20,740","32,468","26,883","34,028","16,898","14,672","31,944","52,420","30,800","17,999","13,238","9,526","3,342","5,369","10,193"
