년도,월,나이,남구,신정1동,신정2동,신정3동,신정4동,신정5동,달동,삼산동,삼호동,무거동,옥동,대현동,수암동,선암동,야음장생포동
2020,2,60,"19,744","1,821","1,338","1,189","1,435",597,"1,881","2,397","1,455","1,518","1,433","1,663",936,955,"1,126"
2020,2,70,"8,293",881,589,519,637,274,763,746,656,655,525,709,312,385,642
2020,2,80,"3,545",338,230,207,237,106,398,316,327,312,235,261,140,188,250
2020,2,90,535,48,47,41,41,19,52,52,43,49,32,31,27,23,30
2020,2,100,23,4,1,2,2,0,3,2,0,1,0,3,1,0,4
2020,3,총,"158,424","9,377","12,299","8,011","11,387","4,143","13,658","23,740","10,634","16,034","13,119","15,423","8,444","7,296","4,859"
2020,3,0,"11,995",429,971,629,942,227,817,"1,849",568,"1,132","1,004","1,806",781,624,216
2020,3,10,"15,026",569,"1,461",585,"1,201",288,"1,056","2,192",896,"1,811","1,519","1,623",893,668,264
2020,3,20,"20,565","1,145","1,481",955,"1,420",591,"1,844","3,529","1,493","2,531","1,587","1,626","1,074",863,426
2020,3,30,"20,355",953,"1,463",995,"1,478",539,"1,825","3,652","1,078","1,728","1,515","2,492","1,197",993,447
2020,3,40,"27,154","1,207","2,393","1,260","1,994",637,"2,150","4,412","1,708","2,981","2,465","2,740","1,445","1,201",561
2020,3,50,"31,013","1,967","2,322","1,617","2,011",859,"2,858","4,576","2,399","3,298","2,758","2,453","1,622","1,384",889
2020,3,60,"19,846","1,827","1,338","1,195","1,423",598,"1,888","2,413","1,462","1,528","1,467","1,669",948,969,"1,121"
2020,3,70,"8,304",886,586,527,633,276,760,741,661,660,531,711,313,378,641
2020,3,80,"3,598",343,234,204,241,109,406,320,325,314,239,268,145,191,259
2020,3,90,546,47,49,42,42,19,51,54,44,50,34,32,26,25,31
2020,3,100,22,4,1,2,2,0,3,2,0,1,0,3,0,0,4
2020,4,총,"158,345","9,355","12,269","8,009","11,342","4,136","13,665","23,678","10,611","15,957","13,244","15,426","8,428","7,273","4,952"
2020,4,0,"11,978",432,969,633,938,230,817,"1,831",564,"1,119","1,016","1,803",782,618,226
2020,4,10,"14,942",562,"1,468",573,"1,185",291,"1,041","2,194",894,"1,793","1,512","1,611",887,659,272
2020,4,20,"20,565","1,130","1,475",959,"1,429",583,"1,864","3,519","1,486","2,506","1,614","1,626","1,072",867,435
2020,4,30,"20,329",970,"1,453",995,"1,455",543,"1,823","3,611","1,075","1,712","1,542","2,497","1,194",979,480
2020,4,40,"27,022","1,190","2,389","1,251","1,982",627,"2,139","4,399","1,689","2,961","2,468","2,737","1,428","1,195",567
2020,4,50,"31,006","1,950","2,303","1,617","2,006",858,"2,836","4,573","2,405","3,298","2,803","2,447","1,631","1,374",905
2020,4,60,"19,966","1,835","1,345","1,208","1,427",601,"1,918","2,432","1,457","1,533","1,476","1,674",947,984,"1,129"
2020,4,70,"8,354",889,586,525,633,276,767,740,671,667,538,722,318,379,643
2020,4,80,"3,613",345,230,204,243,109,406,323,325,316,241,274,145,193,259
2020,4,90,548,48,50,42,42,18,51,54,45,51,34,32,24,25,32
2020,4,100,22,4,1,2,2,0,3,2,0,1,0,3,0,0,4
2020,5,총,"158,327","9,377","12,237","8,012","11,241","4,152","13,685","23,660","10,582","15,944","13,304","15,409","8,438","7,248","5,038"
2020,5,0,"11,953",429,974,623,926,229,821,"1,826",554,"1,110","1,025","1,800",783,617,236
2020,5,10,"14,866",557,"1,450",568,"1,174",292,"1,035","2,190",884,"1,785","1,518","1,601",882,648,282
2020,5,20,"20,563","1,135","1,465",973,"1,413",594,"1,855","3,528","1,484","2,508","1,605","1,623","1,064",869,447
2020,5,30,"20,299",978,"1,429",993,"1,432",540,"1,836","3,595","1,069","1,699","1,561","2,493","1,192",970,512
2020,5,40,"26,925","1,188","2,388","1,243","1,970",627,"2,128","4,375","1,674","2,947","2,464","2,733","1,434","1,178",576
2020,5,50,"31,031","1,955","2,314","1,620","1,989",858,"2,852","4,562","2,392","3,309","2,807","2,448","1,641","1,372",912
2020,5,60,"20,091","1,846","1,344","1,211","1,421",601,"1,927","2,459","1,476","1,550","1,506","1,680",952,992,"1,126"
2020,5,70,"8,399",893,591,527,630,284,775,737,679,667,541,722,320,383,650
2020,5,80,"3,624",344,229,210,244,108,401,331,328,314,242,274,147,192,260
2020,5,90,554,47,52,43,40,19,52,55,42,54,35,32,23,27,33
2020,5,100,22,5,1,1,2,0,3,2,0,1,0,3,0,0,4
2020,6,총,"158,194","9,421","12,221","8,005","11,065","4,155","13,623","23,687","10,532","15,896","13,378","15,394","8,472","7,217","5,128"
2020,6,0,"11,912",425,967,619,917,227,810,"1,816",552,"1,108","1,022","1,795",787,613,254
2020,6,10,"14,796",562,"1,449",561,"1,165",289,"1,029","2,180",874,"1,771","1,528","1,592",876,643,277
2020,6,20,"20,513","1,149","1,467",980,"1,373",584,"1,838","3,535","1,469","2,483","1,617","1,629","1,069",853,467
2020,6,30,"20,275",988,"1,434",995,"1,401",543,"1,823","3,592","1,054","1,698","1,578","2,475","1,188",968,538
2020,6,40,"26,896","1,183","2,379","1,231","1,957",634,"2,121","4,390","1,667","2,932","2,466","2,730","1,443","1,177",586
2020,6,50,"30,937","1,957","2,306","1,611","1,949",860,"2,827","4,565","2,383","3,302","2,812","2,446","1,636","1,362",921
2020,6,60,"20,217","1,857","1,344","1,224","1,392",605,"1,944","2,482","1,482","1,558","1,534","1,694",975,997,"1,129"
2020,6,70,"8,433",904,593,528,624,289,773,741,680,673,542,718,322,391,655
2020,6,80,"3,640",343,229,211,245,105,402,329,328,316,245,281,153,189,264
2020,6,90,552,48,52,44,40,19,53,54,43,54,34,31,23,24,33
2020,6,100,23,5,1,1,2,0,3,3,0,1,0,3,0,0,4
2020,7,총,"157,993","9,408","12,178","8,050","10,937","4,145","13,656","23,676","10,489","15,863","13,391","15,380","8,476","7,191","5,153"
2020,7,0,"11,895",425,959,644,913,229,809,"1,805",549,"1,099","1,021","1,792",787,599,264
2020,7,10,"14,722",560,"1,448",560,"1,165",291,"1,023","2,172",867,"1,759","1,517","1,583",870,635,272
2020,7,20,"20,446","1,147","1,452",980,"1,332",575,"1,861","3,553","1,454","2,467","1,607","1,635","1,068",855,460
2020,7,30,"20,200",982,"1,416",997,"1,389",532,"1,832","3,580","1,051","1,689","1,588","2,438","1,185",961,560
2020,7,40,"26,835","1,182","2,379","1,231","1,951",644,"2,119","4,359","1,638","2,935","2,460","2,740","1,440","1,173",584
2020,7,50,"30,925","1,953","2,301","1,619","1,919",854,"2,822","4,572","2,394","3,295","2,822","2,451","1,638","1,362",923
2020,7,60,"20,280","1,860","1,348","1,233","1,383",608,"1,957","2,500","1,478","1,565","1,553","1,695",972,999,"1,129"
2020,7,70,"8,478",905,591,529,613,291,773,749,690,679,543,727,334,397,657
2020,7,80,"3,639",341,230,211,233,102,405,328,324,321,248,284,158,186,268
2020,7,90,549,48,53,45,37,18,52,55,44,53,32,32,24,24,32
2020,7,100,24,5,1,1,2,1,3,3,0,1,0,3,0,0,4
2020,8,총,"157,795","9,443","12,159","8,059","10,801","4,158","13,635","23,617","10,438","15,834","13,411","15,395","8,474","7,188","5,183"
2020,8,0,"11,848",426,962,647,900,230,805,"1,796",544,"1,082","1,028","1,775",785,591,277
2020,8,10,"14,649",567,"1,436",561,"1,146",288,"1,022","2,155",853,"1,743","1,515","1,591",871,631,270
2020,8,20,"20,388","1,149","1,451",975,"1,318",574,"1,861","3,518","1,452","2,470","1,603","1,639","1,065",851,462
2020,8,30,"20,167",982,"1,415","1,003","1,366",543,"1,823","3,575","1,046","1,688","1,605","2,421","1,177",955,568
2020,8,40,"26,733","1,193","2,376","1,223","1,935",641,"2,102","4,338","1,613","2,910","2,448","2,755","1,439","1,173",587
2020,8,50,"30,866","1,948","2,290","1,617","1,891",852,"2,818","4,583","2,383","3,296","2,817","2,450","1,638","1,368",915
2020,8,60,"20,439","1,874","1,352","1,241","1,366",619,"1,974","2,518","1,495","1,590","1,573","1,708",984,"1,011","1,134"
2020,8,70,"8,493",908,595,532,614,290,773,748,683,678,545,734,333,396,664
2020,8,80,"3,637",341,229,214,226,102,403,327,325,323,245,287,157,188,270
2020,8,90,550,50,52,45,37,18,50,56,44,53,32,32,25,24,32
2020,8,100,25,5,1,1,2,1,4,3,0,1,0,3,0,0,4
2020,9,총,"157,555","9,450","12,116","8,042","10,721","4,174","13,610","23,623","10,392","15,817","13,410","15,390","8,464","7,183","5,163"
2020,9,0,"11,780",420,960,638,893,230,804,"1,781",544,"1,069","1,025","1,779",777,592,268
2020,9,10,"14,556",561,"1,429",557,"1,145",291,"1,004","2,140",841,"1,732","1,501","1,585",873,624,273
2020,9,20,"20,364","1,154","1,431",983,"1,302",576,"1,863","3,544","1,435","2,470","1,612","1,631","1,065",843,455
2020,9,30,"20,050",965,"1,403",991,"1,354",549,"1,804","3,555","1,051","1,681","1,603","2,396","1,171",958,569
2020,9,40,"26,684","1,198","2,369","1,222","1,924",642,"2,108","4,330","1,592","2,909","2,438","2,776","1,430","1,168",578
2020,9,50,"30,835","1,954","2,283","1,611","1,867",856,"2,808","4,602","2,379","3,300","2,818","2,441","1,645","1,362",909
2020,9,60,"20,555","1,889","1,366","1,245","1,371",619,"1,986","2,525","1,492","1,596","1,584","1,723",995,"1,025","1,139"
2020,9,70,"8,501",907,593,536,599,287,781,754,687,685,550,731,329,398,664
2020,9,80,"3,649",348,230,213,229,103,397,330,326,321,247,291,155,189,270
2020,9,90,556,49,51,45,35,20,51,60,44,53,32,34,24,24,34
2020,9,100,25,5,1,1,2,1,4,2,1,1,0,3,0,0,4
2020,10,총,"157,407","9,450","12,141","8,048","10,654","4,182","13,631","23,585","10,355","15,827","13,377","15,344","8,486","7,184","5,143"
2020,10,0,"11,701",417,955,631,888,232,814,"1,770",539,"1,067","1,017","1,751",769,584,267
2020,10,10,"14,523",554,"1,445",559,"1,130",296,998,"2,123",843,"1,725","1,493","1,579",884,621,273
2020,10,20,"20,368","1,153","1,423",991,"1,302",568,"1,860","3,550","1,434","2,481","1,619","1,625","1,065",845,452
2020,10,30,"19,926",984,"1,392",974,"1,342",550,"1,799","3,520","1,044","1,672","1,579","2,376","1,181",952,561
2020,10,40,"26,604","1,189","2,384","1,230","1,918",641,"2,103","4,319","1,585","2,879","2,429","2,769","1,415","1,159",584
2020,10,50,"30,853","1,955","2,288","1,614","1,859",855,"2,809","4,599","2,360","3,324","2,824","2,447","1,654","1,368",897
2020,10,60,"20,618","1,881","1,370","1,243","1,361",625,"1,994","2,539","1,501","1,611","1,589","1,727","1,004","1,039","1,134"
2020,10,70,"8,563",915,598,546,589,293,800,768,685,690,547,735,336,397,664
2020,10,80,"3,674",348,235,214,231,103,398,335,321,324,248,295,154,195,273
2020,10,90,552,49,50,45,32,18,52,60,42,53,32,37,24,24,34
2020,10,100,25,5,1,1,2,1,4,2,1,1,0,3,0,0,4
2020,11,총,"157,203","9,444","12,095","8,084","10,616","4,171","13,529","23,570","10,279","15,817","13,363","15,280","8,485","7,125","5,345"
2020,11,0,"11,647",413,952,635,883,226,796,"1,763",531,"1,064","1,018","1,736",764,572,294
2020,11,10,"14,441",554,"1,442",557,"1,127",293,980,"2,122",833,"1,705","1,481","1,577",882,608,280
2020,11,20,"20,368","1,154","1,411","1,000","1,288",568,"1,849","3,560","1,431","2,490","1,619","1,612","1,070",843,473
2020,11,30,"19,827",979,"1,366",968,"1,322",554,"1,781","3,483","1,040","1,672","1,570","2,351","1,176",942,623
2020,11,40,"26,546","1,184","2,385","1,239","1,920",635,"2,081","4,325","1,558","2,861","2,422","2,760","1,407","1,142",627
2020,11,50,"30,800","1,944","2,285","1,619","1,846",851,"2,783","4,592","2,351","3,317","2,828","2,436","1,665","1,358",925
2020,11,60,"20,735","1,893","1,369","1,255","1,380",627,"2,002","2,564","1,485","1,632","1,595","1,737","1,007","1,044","1,145"
2020,11,70,"8,575",920,601,543,588,296,803,764,683,694,544,741,338,398,662
2020,11,80,"3,683",350,234,221,228,102,399,334,322,327,255,289,152,194,276
2020,11,90,555,48,49,46,32,18,51,61,44,54,31,38,24,24,35
2020,11,100,26,5,1,1,2,1,4,2,1,1,0,3,0,0,5
2020,12,총,"156,866","9,429","12,047","8,078","10,567","4,166","13,513","23,532","10,208","15,799","13,338","15,256","8,490","7,076","5,367"
2020,12,0,"11,582",409,948,630,869,227,781,"1,743",520,"1,061","1,016","1,732",775,566,305
2020,12,10,"14,390",552,"1,435",554,"1,135",290,981,"2,103",825,"1,696","1,477","1,576",876,610,280
2020,12,20,"20,246","1,150","1,401",996,"1,272",569,"1,846","3,552","1,397","2,492","1,603","1,585","1,075",823,485
2020,12,30,"19,713",966,"1,352",952,"1,314",561,"1,775","3,473","1,029","1,670","1,572","2,327","1,167",933,622
2020,12,40,"26,480","1,187","2,364","1,241","1,908",630,"2,083","4,336","1,538","2,833","2,415","2,778","1,406","1,128",633
2020,12,50,"30,741","1,928","2,297","1,625","1,839",841,"2,774","4,584","2,362","3,318","2,812","2,427","1,655","1,350",929
2020,12,60,"20,823","1,917","1,356","1,257","1,381",630,"2,017","2,578","1,487","1,644","1,609","1,747","1,016","1,052","1,132"
2020,12,70,"8,615",915,611,550,584,294,807,768,684,699,547,752,342,396,666
2020,12,80,"3,697",350,232,227,232,105,396,336,323,331,253,291,153,194,274
2020,12,90,553,50,50,45,31,18,49,57,42,54,34,38,25,24,36
2020,12,100,26,5,1,1,2,1,4,2,1,1,0,3,0,0,5
2021,1,총,"156,660","9,391","12,020","8,065","10,535","4,187","13,493","23,556","10,188","15,778","13,305","15,237","8,494","7,033","5,378"
2021,1,0,"11,502",407,938,628,856,231,774,"1,736",514,"1,058","1,014","1,717",765,554,310
2021,1,10,"14,329",552,"1,438",559,"1,133",292,969,"2,082",810,"1,681","1,470","1,581",875,606,281
2021,1,20,"20,206","1,120","1,399",995,"1,266",577,"1,854","3,559","1,413","2,485","1,592","1,566","1,068",820,492
2021,1,30,"19,677",976,"1,344",943,"1,303",570,"1,756","3,485","1,023","1,664","1,569","2,332","1,175",915,622
2021,1,40,"26,328","1,167","2,353","1,247","1,905",625,"2,071","4,316","1,519","2,818","2,390","2,768","1,399","1,120",630
2021,1,50,"30,719","1,917","2,286","1,615","1,835",842,"2,768","4,599","2,362","3,317","2,820","2,436","1,661","1,338",923
2021,1,60,"20,986","1,932","1,370","1,258","1,385",630,"2,042","2,611","1,492","1,667","1,606","1,751","1,033","1,067","1,142"
2021,1,70,"8,640",916,615,551,588,299,801,772,686,702,554,751,344,396,665
2021,1,80,"3,688",348,225,224,229,103,406,333,326,330,256,294,150,194,270
2021,1,90,559,51,51,44,33,17,48,61,42,55,34,38,24,23,38
2021,1,100,26,5,1,1,2,1,4,2,1,1,0,3,0,0,5
2021,2,총,"156,380","9,377","11,973","8,071","10,508","4,164","13,497","23,551","10,138","15,722","13,308","15,179","8,506","7,016","5,370"
2021,2,0,"11,458",408,936,626,864,231,777,"1,730",508,"1,045","1,015","1,692",759,551,316
2021,2,10,"14,199",544,"1,425",567,"1,121",282,954,"2,052",806,"1,659","1,456","1,574",879,598,282
2021,2,20,"20,141","1,107","1,376",983,"1,273",565,"1,882","3,580","1,398","2,471","1,591","1,555","1,066",811,483
2021,2,30,"19,577",980,"1,353",940,"1,280",566,"1,742","3,468","1,014","1,652","1,572","2,307","1,178",901,624
2021,2,40,"26,240","1,161","2,335","1,255","1,897",624,"2,069","4,310","1,486","2,799","2,372","2,780","1,399","1,122",631
2021,2,50,"30,618","1,898","2,276","1,615","1,838",836,"2,749","4,592","2,358","3,306","2,827","2,416","1,658","1,340",909
2021,2,60,"21,160","1,954","1,375","1,259","1,387",635,"2,057","2,633","1,503","1,690","1,626","1,770","1,048","1,075","1,148"
2021,2,70,"8,683",919,621,554,585,297,803,786,692,711,558,753,343,396,665
2021,2,80,"3,719",351,224,226,228,109,410,336,330,333,257,294,151,200,270
2021,2,90,558,50,51,45,33,18,50,63,42,55,34,35,23,22,37
2021,2,100,27,5,1,1,2,1,4,1,1,1,0,3,2,0,5
2021,3,총,"155,767","9,348","11,919","8,053","10,457","4,145","13,460","23,524","10,089","15,645","13,262","15,152","8,474","6,946","5,293"
2021,3,0,"11,389",407,928,630,861,228,770,"1,720",509,"1,028","1,009","1,683",762,547,307
2021,3,10,"14,070",539,"1,418",562,"1,105",283,942,"2,036",795,"1,642","1,440","1,578",863,597,270
2021,3,20,"20,036","1,112","1,365",970,"1,264",558,"1,884","3,587","1,394","2,463","1,563","1,539","1,049",802,486
2021,3,30,"19,477",983,"1,354",943,"1,277",559,"1,734","3,452","1,014","1,634","1,557","2,283","1,175",896,616
2021,3,40,"26,016","1,144","2,318","1,239","1,888",629,"2,047","4,276","1,461","2,758","2,371","2,779","1,395","1,092",619
2021,3,50,"30,495","1,893","2,263","1,618","1,815",825,"2,733","4,601","2,338","3,311","2,817","2,412","1,637","1,332",900
2021,3,60,"21,290","1,946","1,380","1,267","1,397",639,"2,067","2,656","1,508","1,713","1,655","1,778","1,068","1,072","1,144"
2021,3,70,"8,683",919,623,552,590,292,811,802,692,706,552,760,349,389,646
2021,3,80,"3,742",356,223,225,223,113,419,337,335,334,262,303,150,197,265
2021,3,90,550,47,46,46,36,18,50,57,42,56,36,34,24,22,36
2021,3,100,19,2,1,1,1,1,3,0,1,0,0,3,2,0,4
2021,4,총,"155,558","9,273","11,944","8,072","10,435","4,162","13,418","23,542","10,065","15,630","13,237","15,139","8,450","6,937","5,254"
2021,4,0,"11,334",395,927,628,857,236,766,"1,714",501,"1,021",999,"1,672",768,542,308
2021,4,10,"14,030",533,"1,410",570,"1,096",277,930,"2,043",794,"1,641","1,429","1,583",857,599,268
2021,4,20,"19,951","1,092","1,379",969,"1,270",552,"1,878","3,583","1,381","2,447","1,560","1,528","1,035",799,478
2021,4,30,"19,419",979,"1,353",939,"1,271",572,"1,714","3,436","1,016","1,644","1,551","2,267","1,171",895,611
2021,4,40,"25,964","1,140","2,307","1,240","1,882",627,"2,047","4,281","1,455","2,743","2,369","2,778","1,393","1,087",615
2021,4,50,"30,445","1,868","2,279","1,624","1,821",823,"2,720","4,594","2,335","3,300","2,816","2,407","1,630","1,330",898
2021,4,60,"21,376","1,954","1,382","1,273","1,390",643,"2,073","2,685","1,511","1,736","1,656","1,797","1,074","1,072","1,130"
2021,4,70,"8,717",910,637,559,589,297,814,807,692,708,562,761,349,391,641
2021,4,80,"3,745",353,223,224,218,116,422,342,339,332,259,307,147,199,264
2021,4,90,558,47,46,45,40,18,51,57,40,58,36,36,24,23,37
2021,4,100,19,2,1,1,1,1,3,0,1,0,0,3,2,0,4
2021,5,총,"155,343","9,212","11,942","8,055","10,400","4,169","13,405","23,545","10,043","15,589","13,225","15,158","8,440","6,932","5,228"
2021,5,0,"11,289",392,911,630,840,236,765,"1,712",494,"1,006","1,004","1,674",773,545,307
2021,5,10,"13,989",528,"1,413",565,"1,093",278,924,"2,036",790,"1,639","1,423","1,590",855,587,268
2021,5,20,"19,868","1,078","1,388",961,"1,270",554,"1,880","3,570","1,370","2,443","1,546","1,506","1,029",801,472
2021,5,30,"19,356",980,"1,342",939,"1,253",571,"1,707","3,443","1,016","1,636","1,546","2,265","1,165",891,602
2021,5,40,"25,801","1,131","2,296","1,227","1,871",622,"2,026","4,251","1,441","2,716","2,351","2,791","1,382","1,084",612
2021,5,50,"30,454","1,837","2,284","1,626","1,832",830,"2,720","4,619","2,339","3,296","2,820","2,410","1,626","1,323",892
2021,5,60,"21,491","1,949","1,396","1,273","1,388",641,"2,088","2,698","1,522","1,752","1,676","1,809","1,087","1,085","1,127"
2021,5,70,"8,757",917,639,560,589,300,818,819,693,712,566,763,351,391,639
2021,5,80,"3,765",352,225,227,221,118,424,338,337,335,259,312,146,203,268
2021,5,90,554,46,47,46,42,18,50,59,40,54,34,35,24,22,37
2021,5,100,19,2,1,1,1,1,3,0,1,0,0,3,2,0,4
2021,6,총,"155,102","9,176","11,923","8,022","10,408","4,157","13,428","23,492","10,057","15,578","13,200","15,141","8,456","6,922","5,142"
2021,6,0,"11,224",385,902,632,840,234,766,"1,685",499,"1,002","1,002","1,652",781,539,305
2021,6,10,"13,951",517,"1,412",563,"1,098",278,923,"2,032",786,"1,633","1,418","1,592",856,590,253
2021,6,20,"19,769","1,069","1,385",954,"1,262",556,"1,867","3,533","1,367","2,432","1,538","1,513","1,024",805,464
2021,6,30,"19,303",979,"1,332",938,"1,256",570,"1,730","3,437","1,019","1,631","1,533","2,254","1,152",885,587
2021,6,40,"25,690","1,134","2,291","1,205","1,858",620,"2,017","4,232","1,438","2,702","2,338","2,792","1,384","1,079",600
2021,6,50,"30,451","1,819","2,281","1,617","1,845",822,"2,720","4,632","2,337","3,313","2,834","2,395","1,631","1,321",884
2021,6,60,"21,574","1,953","1,401","1,280","1,402",643,"2,109","2,716","1,526","1,760","1,675","1,819","1,101","1,087","1,102"
2021,6,70,"8,792",921,645,562,586,297,816,823,699,716,567,770,354,394,642
2021,6,80,"3,774",353,227,225,221,118,428,342,342,335,259,315,146,200,263
2021,6,90,556,44,46,45,39,19,49,60,43,54,36,36,25,22,38
2021,6,100,18,2,1,1,1,0,3,0,1,0,0,3,2,0,4
2021,7,총,"154,898","9,148","11,895","8,036","10,379","4,159","13,439","23,505","10,034","15,522","13,206","15,143","8,449","6,917","5,066"
2021,7,0,"11,194",376,897,630,826,235,773,"1,684",493,986,"1,007","1,652",784,544,307
2021,7,10,"13,922",521,"1,409",564,"1,098",280,926,"2,020",783,"1,627","1,409","1,585",860,589,251
2021,7,20,"19,708","1,072","1,366",954,"1,252",561,"1,857","3,544","1,359","2,416","1,541","1,516","1,019",793,458
2021,7,30,"19,241",975,"1,320",948,"1,238",561,"1,731","3,445","1,006","1,626","1,535","2,254","1,143",886,573
2021,7,40,"25,559","1,112","2,292","1,192","1,849",628,"2,026","4,213","1,431","2,669","2,331","2,786","1,375","1,068",587
2021,7,50,"30,408","1,811","2,269","1,621","1,859",816,"2,712","4,625","2,330","3,309","2,838","2,387","1,633","1,320",878
2021,7,60,"21,724","1,956","1,420","1,293","1,404",639,"2,124","2,745","1,546","1,789","1,692","1,831","1,105","1,099","1,081"
2021,7,70,"8,803",931,649,565,587,303,814,828,699,714,560,771,355,398,629
2021,7,80,"3,772",346,226,222,224,119,426,343,341,334,259,323,149,199,261
2021,7,90,549,46,46,46,41,17,47,58,45,52,34,35,24,21,37
2021,7,100,18,2,1,1,1,0,3,0,1,0,0,3,2,0,4
2021,8,총,"154,623","9,126","11,884","8,032","10,375","4,144","13,462","23,527","10,017","15,491","13,210","15,072","8,426","6,892","4,965"
2021,8,0,"11,135",382,891,624,829,236,774,"1,684",492,978,998,"1,637",773,538,299
2021,8,10,"13,898",517,"1,412",565,"1,096",280,925,"2,023",775,"1,615","1,408","1,591",858,584,249
2021,8,20,"19,560","1,068","1,359",934,"1,248",556,"1,877","3,535","1,359","2,378","1,530","1,488","1,004",788,436
2021,8,30,"19,167",977,"1,304",959,"1,232",555,"1,732","3,444",998,"1,622","1,530","2,230","1,139",871,574
2021,8,40,"25,479","1,095","2,287","1,186","1,853",634,"2,014","4,211","1,413","2,662","2,331","2,772","1,377","1,071",573
2021,8,50,"30,399","1,809","2,284","1,619","1,857",810,"2,710","4,626","2,336","3,313","2,845","2,387","1,629","1,317",857
2021,8,60,"21,771","1,942","1,412","1,301","1,404",637,"2,132","2,767","1,555","1,812","1,707","1,830","1,115","1,102","1,055"
2021,8,70,"8,845",943,657,571,588,301,816,837,697,715,565,778,355,400,622
2021,8,80,"3,790",345,231,225,226,118,431,341,342,343,260,322,149,199,258
2021,8,90,560,45,46,47,41,17,48,59,49,53,36,34,25,22,38
2021,8,100,19,3,1,1,1,0,3,0,1,0,0,3,2,0,4
2021,9,총,"154,425","9,126","11,875","8,033","10,363","4,118","13,479","23,530","9,993","15,492","13,190","15,025","8,406","6,907","4,888"
2021,9,0,"11,090",386,893,626,825,229,769,"1,683",489,967,990,"1,632",766,532,303
2021,9,10,"13,845",522,"1,409",560,"1,099",269,929,"2,022",764,"1,608","1,392","1,579",866,583,243
2021,9,20,"19,476","1,070","1,349",915,"1,245",565,"1,894","3,504","1,351","2,375","1,524","1,482",986,789,427
2021,9,30,"19,158",978,"1,312",960,"1,224",552,"1,729","3,448","1,003","1,629","1,544","2,213","1,139",861,566
2021,9,40,"25,345","1,082","2,273","1,195","1,849",623,"2,018","4,189","1,395","2,636","2,317","2,756","1,363","1,082",567
2021,9,50,"30,425","1,810","2,293","1,608","1,864",805,"2,699","4,643","2,333","3,338","2,840","2,395","1,628","1,326",843
2021,9,60,"21,815","1,926","1,405","1,314","1,399",635,"2,146","2,796","1,562","1,827","1,717","1,832","1,123","1,108","1,025"
2021,9,70,"8,872",950,664,574,592,300,806,842,702,714,567,784,360,399,618
2021,9,80,"3,810",353,232,232,224,122,435,343,344,345,260,315,147,205,253
2021,9,90,570,45,44,48,41,18,51,60,49,53,39,34,26,22,40
2021,9,100,19,4,1,1,1,0,3,0,1,0,0,3,2,0,3
2021,10,총,"154,225","9,109","11,861","8,051","10,392","4,127","13,444","23,538","9,989","15,501","13,182","14,988","8,370","6,916","4,757"
2021,10,0,"11,047",381,884,617,833,232,761,"1,674",494,966,995,"1,625",762,530,293
2021,10,10,"13,805",519,"1,408",561,"1,098",271,930,"2,012",761,"1,605","1,381","1,580",865,577,237
