년도,월,나이,전라북도 익산시,전라북도 익산시 함열읍,전라북도 익산시 오산면,전라북도 익산시 황등면,전라북도 익산시 함라면,전라북도 익산시 웅포면,전라북도 익산시 성당면,전라북도 익산시 용안면,전라북도 익산시 낭산면,전라북도 익산시 망성면,전라북도 익산시 여산면,전라북도 익산시 금마면,전라북도 익산시 왕궁면,전라북도 익산시 춘포면,전라북도 익산시 삼기면,전라북도 익산시 용동면,전라북도 익산시 중앙동,전라북도 익산시 평화동,전라북도 익산시 인화동,전라북도 익산시 동산동,전라북도 익산시 마동,전라북도 익산시 남중동,전라북도 익산시 모현동,전라북도 익산시 송학동,전라북도 익산시 영등1동,전라북도 익산시 영등2동,전라북도 익산시 어양동,전라북도 익산시 신동,전라북도 익산시 팔봉동,전라북도 익산시 삼성동
2020,4,10,"13,986",323,313,266,72,27,52,78,63,69,74,189,90,129,51,43,71,183,209,"1,070",313,391,"2,202",431,"1,370","1,056","1,727",609,344,"2,171"
2020,4,20,"16,753",274,350,298,79,48,57,78,94,62,147,224,122,177,118,45,155,223,445,"1,176",624,635,"2,363",416,"1,599","1,102","1,621","1,730",340,"2,151"
2020,4,30,"14,186",273,388,249,56,23,45,55,91,58,124,210,79,153,52,37,123,272,344,"1,187",385,459,"2,402",615,"1,222",878,"1,592",621,404,"1,789"
2020,4,40,"20,949",383,495,363,94,52,63,87,120,107,137,253,151,216,88,50,178,328,389,"1,674",557,696,"3,204",692,"1,935","1,584","2,685",814,499,"3,055"
2020,4,50,"24,505",607,709,623,203,111,157,169,238,253,260,465,344,380,260,120,272,432,537,"2,052",986,986,"3,366",631,"2,423","1,191","2,146","1,197",516,"2,871"
2020,4,60,"19,694",681,696,665,208,182,215,306,292,361,310,477,473,423,243,175,359,389,691,"1,716",805,"1,121","2,373",554,"1,531",484,"1,057","1,068",405,"1,434"
2020,4,70,"13,247",479,451,537,221,152,185,275,299,304,286,335,446,311,215,171,287,213,460,"1,060",449,910,"1,367",360,692,336,556,775,253,862
2020,4,80,"8,377",335,325,424,169,143,153,210,206,246,230,204,371,294,193,134,137,121,259,565,231,370,764,159,412,162,294,500,189,577
2020,4,90,"1,407",54,55,79,34,30,30,38,27,36,29,31,64,55,35,26,31,25,38,73,40,48,124,24,82,25,40,98,57,79
2020,4,100,84,5,0,7,4,2,2,0,1,3,1,2,5,0,3,3,4,2,2,7,3,1,5,1,2,0,4,12,2,1
2020,5,총,"142,904","3,605","4,055","3,635","1,179",786,966,"1,336","1,493","1,545","1,707","2,547","2,163","2,224","1,291",814,"1,655","2,348","3,519","11,399","4,580","5,859","20,023","4,374","12,078","7,479","12,840","7,792","3,292","16,320"
2020,5,0,"9,900",194,285,145,38,16,8,39,62,52,108,161,34,87,31,12,43,162,163,862,197,247,"1,869",481,822,667,"1,150",324,282,"1,359"
2020,5,10,"13,950",323,309,264,72,26,51,78,60,69,76,187,87,132,50,41,68,185,207,"1,061",304,389,"2,206",437,"1,366","1,049","1,727",623,340,"2,163"
2020,5,20,"16,680",269,350,286,74,48,58,79,99,60,144,227,118,175,119,47,154,219,436,"1,171",622,636,"2,364",417,"1,579","1,105","1,600","1,748",335,"2,141"
2020,5,30,"14,070",267,375,243,56,21,44,55,91,55,124,206,80,149,50,36,125,271,336,"1,176",383,454,"2,381",608,"1,209",876,"1,590",632,402,"1,775"
2020,5,40,"20,888",381,498,362,95,53,63,82,116,110,136,255,148,217,89,51,175,330,389,"1,670",558,690,"3,188",693,"1,939","1,573","2,675",810,501,"3,041"
2020,5,50,"24,472",606,711,617,203,111,155,169,239,252,261,462,340,378,261,118,274,425,535,"2,041",982,985,"3,363",628,"2,421","1,207","2,146","1,194",516,"2,872"
2020,5,60,"19,741",686,697,664,210,182,216,307,290,358,311,478,470,421,242,173,356,389,690,"1,722",806,"1,116","2,382",559,"1,547",478,"1,057","1,072",414,"1,448"
2020,5,70,"13,326",478,447,539,225,154,187,277,300,305,281,335,452,310,216,174,290,218,462,"1,059",450,923,"1,379",368,699,339,555,778,255,871
2020,5,80,"8,369",341,328,427,168,142,152,209,207,246,234,205,368,299,193,134,137,121,261,557,233,366,760,159,413,161,292,497,189,570
2020,5,90,"1,423",55,55,81,34,31,30,41,28,35,31,29,61,55,37,25,29,26,38,73,42,52,126,23,81,24,44,102,56,79
2020,5,100,85,5,0,7,4,2,2,0,1,3,1,2,5,1,3,3,4,2,2,7,3,1,5,1,2,0,4,12,2,1
2020,6,총,"142,672","3,602","4,042","3,620","1,181",781,961,"1,329","1,485","1,541","1,715","2,539","2,161","2,221","1,285",814,"1,662","2,343","3,507","11,374","4,561","5,841","19,982","4,370","12,044","7,440","12,960","7,784","3,281","16,246"
2020,6,0,"9,805",185,282,141,38,16,8,38,62,52,109,157,34,88,31,12,44,161,156,853,190,243,"1,844",477,808,662,"1,158",331,281,"1,344"
2020,6,10,"13,923",328,310,261,74,25,51,75,57,72,80,192,85,130,50,40,67,186,205,"1,056",303,386,"2,213",445,"1,361","1,027","1,738",617,341,"2,148"
2020,6,20,"16,660",272,341,283,74,47,56,82,95,59,142,225,120,177,114,47,160,223,438,"1,172",617,628,"2,358",410,"1,571","1,106","1,628","1,760",327,"2,128"
2020,6,30,"13,970",268,378,240,56,21,43,51,91,55,123,208,77,151,52,35,125,270,327,"1,159",376,456,"2,355",606,"1,198",869,"1,599",624,394,"1,763"
2020,6,40,"20,856",374,494,360,95,52,63,79,114,111,138,252,148,214,89,51,178,323,389,"1,661",555,685,"3,188",694,"1,942","1,569","2,707",812,506,"3,013"
2020,6,50,"24,364",600,705,620,202,111,152,170,239,250,260,459,336,372,258,116,280,421,529,"2,050",972,976,"3,348",625,"2,407","1,202","2,154","1,183",512,"2,855"
2020,6,60,"19,855",699,699,662,212,179,221,305,290,353,314,477,473,427,244,177,353,392,696,"1,719",816,"1,118","2,399",562,"1,559",481,"1,079","1,065",418,"1,466"
2020,6,70,"13,366",475,449,540,225,156,186,279,299,308,281,332,448,310,216,175,293,218,464,"1,068",458,926,"1,377",368,704,341,557,780,260,873
2020,6,80,"8,365",340,327,428,167,140,149,210,209,243,235,206,372,295,190,134,131,122,264,558,230,366,769,159,412,159,293,498,185,574
2020,6,90,"1,426",56,57,78,34,32,30,40,28,35,32,29,63,56,38,24,26,25,37,71,42,56,127,23,80,24,44,103,55,81
2020,6,100,82,5,0,7,4,2,2,0,1,3,1,2,5,1,3,3,5,2,2,7,2,1,4,1,2,0,3,11,2,1
2020,7,총,"142,493","3,616","4,037","3,622","1,171",778,952,"1,330","1,489","1,547","1,711","2,527","2,171","2,220","1,286",812,"1,647","2,334","3,487","11,481","4,533","5,821","19,962","4,335","12,000","7,395","13,032","7,763","3,274","16,160"
2020,7,0,"9,744",187,273,138,37,16,8,37,63,53,107,157,34,87,29,12,43,158,151,874,184,242,"1,840",468,794,652,"1,165",332,278,"1,325"
2020,7,10,"13,881",326,312,263,73,22,50,76,57,73,78,193,87,131,50,40,62,186,205,"1,057",298,387,"2,203",448,"1,365","1,018","1,738",619,340,"2,124"
2020,7,20,"16,568",274,339,284,71,46,53,80,94,58,147,221,120,174,111,44,157,222,442,"1,178",615,618,"2,358",404,"1,538","1,092","1,646","1,742",324,"2,116"
2020,7,30,"13,906",268,371,240,54,22,41,51,89,55,120,209,79,150,54,34,119,268,318,"1,178",370,456,"2,332",602,"1,200",864,"1,604",621,392,"1,745"
2020,7,40,"20,807",378,494,360,94,49,61,79,119,113,138,248,148,213,89,52,179,317,380,"1,688",544,681,"3,187",690,"1,929","1,561","2,715",807,504,"2,990"
2020,7,50,"24,347",599,698,622,203,111,152,173,239,251,260,456,335,368,253,113,280,420,527,"2,057",977,963,"3,349",621,"2,403","1,204","2,169","1,181",510,"2,853"
2020,7,60,"19,897",700,706,660,207,182,218,303,291,355,315,477,476,432,245,180,351,393,692,"1,730",812,"1,122","2,403",554,"1,570",479,"1,088","1,070",413,"1,473"
2020,7,70,"13,440",480,457,543,228,157,188,278,302,307,279,332,450,315,223,172,293,220,463,"1,080",458,931,"1,383",367,706,344,564,780,267,873
2020,7,80,"8,376",343,329,423,166,139,149,213,204,241,234,204,374,293,190,135,131,123,268,561,231,364,771,159,414,158,295,498,187,579
2020,7,90,"1,444",56,58,82,34,32,30,40,30,38,32,28,63,56,39,27,27,25,39,71,42,56,131,21,79,23,45,102,57,81
2020,7,100,83,5,0,7,4,2,2,0,1,3,1,2,5,1,3,3,5,2,2,7,2,1,5,1,2,0,3,11,2,1
2020,8,총,"142,333","3,610","4,048","3,599","1,172",770,955,"1,318","1,473","1,542","1,698","2,518","2,160","2,218","1,280",810,"1,645","2,323","3,489","11,535","4,521","5,795","19,939","4,335","11,994","7,399","13,040","7,778","3,265","16,104"
2020,8,0,"9,684",185,274,132,37,16,8,36,57,54,102,155,35,86,30,12,41,155,152,887,184,236,"1,818",472,782,654,"1,167",329,278,"1,310"
2020,8,10,"13,829",329,313,260,74,22,50,75,57,73,77,188,87,132,49,39,61,183,206,"1,056",294,389,"2,200",456,"1,359","1,010","1,731",609,338,"2,112"
2020,8,20,"16,536",271,337,285,72,45,53,73,92,57,144,224,119,164,107,43,157,220,446,"1,183",608,602,"2,350",396,"1,544","1,102","1,650","1,767",318,"2,107"
2020,8,30,"13,835",264,372,240,55,21,41,48,85,53,117,205,78,153,54,33,117,259,322,"1,189",367,451,"2,326",599,"1,192",853,"1,592",630,392,"1,727"
2020,8,40,"20,743",377,494,351,92,48,62,78,121,113,139,244,144,213,87,51,178,317,375,"1,689",543,675,"3,179",692,"1,935","1,560","2,715",793,498,"2,980"
2020,8,50,"24,310",600,698,622,202,105,154,174,232,246,260,457,333,374,251,112,281,418,519,"2,050",968,963,"3,353",622,"2,386","1,206","2,177","1,178",514,"2,855"
2020,8,60,"19,994",700,709,658,208,185,220,300,292,356,317,480,471,434,246,182,353,402,702,"1,743",819,"1,116","2,415",547,"1,594",481,"1,099","1,073",415,"1,477"
2020,8,70,"13,483",482,469,544,229,154,185,282,298,308,278,333,455,313,223,173,295,221,456,"1,095",459,937,"1,383",370,705,351,566,781,264,874
2020,8,80,"8,374",339,326,418,164,139,150,213,208,240,230,203,369,292,191,135,128,122,270,561,235,366,780,160,413,157,295,502,188,580
2020,8,90,"1,462",58,56,82,35,33,30,39,30,39,33,27,65,55,39,27,29,24,39,75,42,59,130,20,82,25,45,105,58,81
2020,8,100,83,5,0,7,4,2,2,0,1,3,1,2,4,2,3,3,5,2,2,7,2,1,5,1,2,0,3,11,2,1
2020,9,총,"142,090","3,597","4,048","3,585","1,170",766,948,"1,313","1,466","1,540","1,687","2,503","2,153","2,216","1,276",803,"1,642","2,317","3,470","11,546","4,535","5,788","19,896","4,334","11,932","7,409","13,030","7,786","3,262","16,072"
2020,9,0,"9,597",180,270,132,38,15,9,36,57,55,102,153,32,84,30,12,41,150,150,888,185,230,"1,798",471,772,644,"1,154",323,278,"1,308"
2020,9,10,"13,755",330,311,256,73,21,50,74,55,72,73,183,86,132,49,37,60,184,204,"1,050",298,379,"2,200",455,"1,350","1,010","1,723",596,334,"2,110"
2020,9,20,"16,522",270,339,283,69,45,51,73,92,54,143,225,119,167,105,43,157,222,450,"1,177",609,603,"2,344",398,"1,536","1,106","1,642","1,794",319,"2,087"
2020,9,30,"13,722",262,369,242,57,20,40,44,85,53,112,196,76,155,54,33,120,257,318,"1,179",368,447,"2,296",604,"1,174",849,"1,586",622,388,"1,716"
2020,9,40,"20,691",375,496,344,90,48,62,78,117,113,141,245,141,213,85,50,168,314,373,"1,693",546,667,"3,187",685,"1,925","1,557","2,701",801,502,"2,974"
2020,9,50,"24,243",593,694,617,198,105,149,171,231,241,255,453,331,368,252,109,279,417,511,"2,044",970,965,"3,339",622,"2,369","1,224","2,198","1,181",511,"2,846"
2020,9,60,"20,091",702,711,662,207,183,220,301,292,359,321,482,475,437,247,180,356,400,701,"1,762",822,"1,121","2,433",552,"1,604",483,"1,113","1,063",415,"1,487"
2020,9,70,"13,514",485,473,544,233,155,185,279,296,309,276,333,454,312,223,174,298,223,455,"1,101",453,945,"1,380",363,711,355,567,785,265,882
2020,9,80,"8,386",335,327,414,165,139,150,218,210,242,229,202,369,289,189,136,128,123,270,567,239,371,785,162,406,157,297,505,188,574
2020,9,90,"1,486",60,58,84,36,33,30,39,30,39,34,29,66,57,39,26,30,25,36,78,43,59,129,21,83,24,46,105,60,87
2020,9,100,83,5,0,7,4,2,2,0,1,3,1,2,4,2,3,3,5,2,2,7,2,1,5,1,2,0,3,11,2,1
2020,10,총,"141,983","3,593","4,045","3,581","1,170",765,958,"1,311","1,462","1,537","1,680","2,510","2,155","2,222","1,278",803,"1,634","2,309","3,471","11,532","4,646","5,765","19,856","4,303","11,930","7,400","13,020","7,784","3,242","16,021"
2020,10,0,"9,507",181,273,132,37,15,10,36,57,54,104,151,31,82,30,12,40,146,148,880,192,229,"1,790",451,767,640,"1,131",317,273,"1,298"
2020,10,10,"13,716",318,310,251,74,21,50,72,55,73,73,185,87,132,47,37,61,182,203,"1,038",321,378,"2,193",455,"1,349","1,001","1,727",599,329,"2,095"
2020,10,20,"16,541",274,334,286,71,45,54,75,93,55,139,229,118,169,106,41,156,225,450,"1,184",626,601,"2,328",403,"1,540","1,110","1,637","1,802",317,"2,073"
2020,10,30,"13,648",258,370,244,53,20,41,44,85,54,111,200,75,156,57,34,120,249,320,"1,170",375,437,"2,282",598,"1,173",842,"1,569",621,381,"1,709"
2020,10,40,"20,655",372,491,336,93,48,60,78,116,112,139,249,140,218,83,49,168,313,374,"1,683",578,669,"3,183",683,"1,906","1,550","2,707",799,505,"2,953"
2020,10,50,"24,172",597,693,612,198,102,152,170,227,237,247,447,330,358,253,111,274,418,507,"2,035",987,962,"3,314",618,"2,363","1,232","2,206","1,172",504,"2,846"
2020,10,60,"20,208",700,715,671,206,189,216,299,292,360,326,482,477,447,248,176,352,403,704,"1,778",825,"1,117","2,456",548,"1,622",487,"1,123","1,065",419,"1,505"
2020,10,70,"13,548",489,470,544,234,154,190,282,297,306,275,336,457,311,223,178,298,224,459,"1,101",456,943,"1,389",362,712,356,573,786,265,878
2020,10,80,"8,409",334,330,411,164,139,151,217,209,244,231,201,370,292,190,136,129,123,269,576,238,366,786,164,408,157,299,510,187,578
2020,10,90,"1,497",65,59,87,36,31,32,38,30,39,34,28,66,55,38,26,31,24,35,80,46,62,130,20,88,25,45,102,60,85
2020,10,100,82,5,0,7,4,1,2,0,1,3,1,2,4,2,3,3,5,2,2,7,2,1,5,1,2,0,3,11,2,1
2020,11,총,"141,837","3,571","4,021","3,571","1,166",763,960,"1,312","1,462","1,539","1,673","2,507","2,152","2,223","1,276",803,"1,625","2,294","3,456","11,530","4,659","5,774","19,821","4,310","11,922","7,388","13,017","7,791","3,238","16,013"
2020,11,0,"9,427",172,269,124,35,14,10,37,56,51,104,152,32,84,29,12,41,144,147,872,188,232,"1,789",442,765,636,"1,122",309,266,"1,293"
2020,11,10,"13,685",318,310,253,72,22,49,72,55,78,72,182,87,131,46,36,59,175,200,"1,045",322,377,"2,183",458,"1,333","1,001","1,731",599,328,"2,091"
2020,11,20,"16,544",275,323,279,73,46,55,77,90,54,134,228,122,164,102,43,162,226,452,"1,171",638,603,"2,324",403,"1,527","1,117","1,637","1,838",315,"2,066"
2020,11,30,"13,578",256,365,242,50,20,39,46,86,53,111,201,74,156,58,34,116,248,317,"1,155",377,434,"2,276",604,"1,176",830,"1,566",617,379,"1,692"
2020,11,40,"20,578",370,490,335,89,47,60,75,116,115,140,246,138,215,82,49,170,312,369,"1,687",581,665,"3,160",688,"1,911","1,538","2,689",789,507,"2,945"
2020,11,50,"24,151",591,684,616,201,101,150,170,229,232,245,448,329,356,250,112,267,412,507,"2,038",985,967,"3,301",619,"2,367","1,230","2,222","1,159",509,"2,854"
2020,11,60,"20,283",698,725,671,206,190,217,297,294,363,323,482,475,451,252,175,350,403,694,"1,788",835,"1,122","2,473",551,"1,630",496,"1,126","1,061",418,"1,517"
2020,11,70,"13,570",486,469,542,235,152,193,284,295,305,279,337,458,309,224,175,296,223,461,"1,111",449,947,"1,397",358,708,354,578,791,267,887
2020,11,80,"8,430",335,328,416,164,139,153,217,210,244,230,201,367,297,192,138,129,125,271,574,237,367,784,165,414,158,300,509,186,580
2020,11,90,"1,508",65,58,86,37,31,32,37,30,41,34,28,66,58,38,26,30,24,36,82,45,59,129,21,88,28,43,108,61,87
2020,11,100,83,5,0,7,4,1,2,0,1,3,1,2,4,2,3,3,5,2,2,7,2,1,5,1,3,0,3,11,2,1
2020,12,총,"141,703","3,547","3,990","3,559","1,176",767,955,"1,317","1,470","1,520","1,669","2,500","2,149","2,218","1,270",801,"1,620","2,290","3,460","11,547","4,668","5,746","19,855","4,298","11,909","7,405","13,016","7,744","3,243","15,994"
2020,12,0,"9,354",170,264,127,34,15,11,36,56,51,104,148,33,82,28,12,40,144,146,863,195,228,"1,771",440,758,634,"1,107",309,268,"1,280"
2020,12,10,"13,652",311,301,247,71,22,48,75,53,78,76,179,88,127,46,36,59,174,203,"1,054",323,372,"2,199",458,"1,332",996,"1,723",592,324,"2,085"
2020,12,20,"16,489",278,317,270,76,47,54,77,94,49,131,227,121,165,99,44,166,229,449,"1,165",638,591,"2,303",413,"1,511","1,132","1,657","1,796",320,"2,070"
2020,12,30,"13,536",247,354,246,50,20,37,46,85,52,111,200,74,157,57,34,115,240,319,"1,155",386,433,"2,278",594,"1,186",822,"1,553",622,376,"1,687"
2020,12,40,"20,521",371,488,331,92,47,60,76,118,114,139,252,137,214,80,49,170,315,366,"1,677",584,654,"3,155",685,"1,904","1,539","2,671",781,507,"2,945"
2020,12,50,"24,133",580,682,615,202,102,147,166,230,224,243,440,331,354,252,111,265,411,513,"2,049",985,967,"3,312",615,"2,348","1,229","2,243","1,155",519,"2,843"
2020,12,60,"20,400",702,724,679,211,191,220,294,294,363,325,488,476,456,254,173,348,401,692,"1,807",829,"1,122","2,490",553,"1,654",514,"1,139","1,069",417,"1,515"
2020,12,70,"13,576",486,471,540,234,149,191,289,297,303,277,335,451,301,222,176,293,226,463,"1,115",449,947,"1,418",354,708,351,575,794,264,897
2020,12,80,"8,436",331,328,407,164,143,153,222,212,243,230,201,366,302,192,138,126,124,271,570,237,373,789,165,415,161,299,507,184,583
2020,12,90,"1,524",66,61,90,38,30,32,36,30,40,32,28,68,58,38,25,33,24,36,85,40,58,134,20,90,27,46,109,62,88
2020,12,100,82,5,0,7,4,1,2,0,1,3,1,2,4,2,2,3,5,2,2,7,2,1,6,1,3,0,3,10,2,1
2021,1,총,"141,381","3,542","3,978","3,540","1,171",770,955,"1,326","1,469","1,526","1,652","2,511","2,136","2,210","1,275",802,"1,625","2,287","3,456","11,510","4,645","5,720","19,805","4,323","11,888","7,378","13,001","7,677","3,248","15,955"
2021,1,0,"9,250",171,260,127,34,15,11,37,58,53,100,153,32,83,28,12,37,143,148,847,188,224,"1,754",437,737,628,"1,097",311,263,"1,262"
2021,1,10,"13,572",311,299,237,70,21,47,76,51,76,74,177,88,124,44,37,60,177,205,"1,049",321,368,"2,186",463,"1,333",980,"1,710",592,324,"2,072"
2021,1,20,"16,378",275,315,276,76,48,54,77,94,53,131,229,114,165,101,43,170,223,446,"1,151",632,581,"2,278",419,"1,511","1,125","1,659","1,744",320,"2,068"
2021,1,30,"13,480",249,352,239,51,22,36,43,86,53,110,206,71,159,57,34,117,240,317,"1,158",383,425,"2,260",600,"1,175",823,"1,548",621,379,"1,666"
2021,1,40,"20,450",362,489,326,91,46,60,77,117,121,134,251,139,211,80,50,173,312,363,"1,660",580,654,"3,159",683,"1,897","1,529","2,666",776,504,"2,940"
2021,1,50,"24,062",577,665,613,201,102,148,170,230,217,241,437,331,350,256,110,264,412,509,"2,032",974,948,"3,312",625,"2,346","1,227","2,249","1,144",522,"2,850"
2021,1,60,"20,500",700,734,682,209,191,219,295,294,364,324,484,470,455,251,173,348,404,696,"1,824",834,"1,131","2,507",556,"1,669",523,"1,143","1,072",422,"1,526"
2021,1,70,"13,600",493,474,541,231,148,191,292,295,303,272,339,455,302,225,176,290,228,462,"1,120",456,952,"1,414",355,709,352,577,794,262,892
2021,1,80,"8,443",332,327,404,163,142,154,222,213,240,232,206,361,302,189,139,126,123,272,578,235,375,791,162,414,161,302,506,186,586
2021,1,90,"1,562",67,63,88,41,33,33,37,30,43,33,27,71,57,42,25,35,23,36,84,40,61,137,22,94,30,47,107,64,92
2021,1,100,84,5,0,7,4,2,2,0,1,3,1,2,4,2,2,3,5,2,2,7,2,1,7,1,3,0,3,10,2,1
2021,2,총,"141,029","3,525","3,978","3,532","1,171",771,950,"1,328","1,471","1,526","1,647","2,514","2,125","2,204","1,272",801,"1,621","2,270","3,440","11,475","4,622","5,714","19,768","4,313","11,822","7,335","12,970","7,681","3,238","15,945"
2021,2,0,"9,161",172,264,126,34,15,10,35,57,52,99,156,32,82,28,13,38,138,147,837,187,228,"1,744",436,726,618,"1,070",301,259,"1,257"
2021,2,10,"13,471",309,302,236,71,20,46,75,50,80,74,174,84,123,44,36,61,174,206,"1,035",315,368,"2,169",459,"1,319",964,"1,697",595,320,"2,065"
2021,2,20,"16,250",267,307,274,76,47,55,77,92,52,128,229,115,157,98,42,170,217,437,"1,135",625,574,"2,260",418,"1,496","1,120","1,649","1,755",321,"2,057"
2021,2,30,"13,393",244,351,235,52,22,32,42,91,53,110,211,69,162,56,33,120,232,314,"1,150",384,422,"2,243",596,"1,157",810,"1,546",614,376,"1,666"
2021,2,40,"20,393",362,491,329,93,47,59,78,115,122,133,252,136,205,82,48,164,315,361,"1,662",575,647,"3,170",681,"1,889","1,514","2,655",778,506,"2,924"
2021,2,50,"23,996",574,661,609,197,101,148,171,234,212,239,436,327,348,248,112,263,415,504,"2,021",969,934,"3,296",624,"2,333","1,236","2,265","1,140",518,"2,861"
2021,2,60,"20,612",693,733,680,207,191,221,296,288,366,325,483,479,457,257,174,350,405,696,"1,838",831,"1,143","2,522",562,"1,673",529,"1,155","1,089",427,"1,542"
2021,2,70,"13,605",492,474,546,235,149,191,293,297,301,270,339,450,304,224,176,291,224,463,"1,122",460,954,"1,418",351,711,350,582,788,261,889
2021,2,80,"8,481",339,328,402,161,143,153,222,214,242,235,204,357,305,189,141,124,124,272,587,234,380,798,162,421,162,301,503,188,590
2021,2,90,"1,584",68,67,89,41,34,33,39,32,43,33,28,72,59,44,23,35,24,38,81,40,63,141,23,94,32,47,108,60,93
2021,2,100,83,5,0,6,4,2,2,0,1,3,1,2,4,2,2,3,5,2,2,7,2,1,7,1,3,0,3,10,2,1
2021,3,총,"140,822","3,515","3,953","3,515","1,166",771,946,"1,323","1,464","1,505","1,651","2,521","2,126","2,195","1,268",803,"1,611","2,259","3,421","11,479","4,618","5,694","19,751","4,291","11,770","7,345","12,941","7,780","3,242","15,898"
2021,3,0,"9,057",169,260,120,34,15,10,33,59,51,97,159,32,79,27,13,39,139,144,833,188,225,"1,728",431,709,611,"1,055",296,260,"1,241"
2021,3,10,"13,459",309,301,238,73,20,45,74,49,79,75,183,83,119,44,36,58,173,204,"1,031",306,362,"2,180",459,"1,303",973,"1,682",628,317,"2,055"
2021,3,20,"16,287",263,300,275,72,48,56,73,87,46,133,226,117,156,96,39,167,208,429,"1,135",635,566,"2,262",417,"1,505","1,121","1,657","1,834",329,"2,035"
2021,3,30,"13,298",246,337,239,52,22,31,45,89,51,103,209,70,162,53,34,120,227,313,"1,151",385,427,"2,222",589,"1,140",807,"1,537",613,371,"1,653"
2021,3,40,"20,298",358,494,319,93,48,56,77,117,116,135,254,136,201,83,49,162,316,360,"1,644",570,646,"3,158",674,"1,878","1,503","2,639",771,504,"2,937"
2021,3,50,"23,920",567,653,599,194,99,146,170,227,209,239,428,328,349,247,113,263,413,497,"2,018",959,923,"3,297",619,"2,320","1,253","2,279","1,144",515,"2,852"
2021,3,60,"20,737",698,741,687,206,192,226,296,291,362,328,495,478,453,256,176,351,404,699,"1,851",837,"1,151","2,536",574,"1,690",532,"1,155","1,088",430,"1,554"
2021,3,70,"13,618",492,474,547,236,149,191,291,295,309,269,336,451,311,224,173,287,227,459,"1,123",463,946,"1,433",345,711,355,584,789,264,884
2021,3,80,"8,477",340,327,399,161,141,151,220,216,237,234,201,356,303,191,144,125,127,276,606,235,383,788,159,421,158,298,497,189,594
2021,3,90,"1,599",69,66,86,42,35,32,44,33,42,37,28,71,60,45,23,35,24,38,81,40,64,142,23,90,32,52,111,61,93
