년도,월,나이,경상남도 고성군,경상남도 고성군 고성읍,경상남도 고성군 삼산면,경상남도 고성군 하일면,경상남도 고성군 하이면,경상남도 고성군 상리면,경상남도 고성군 대가면,경상남도 고성군 영현면,경상남도 고성군 영오면,경상남도 고성군 개천면,경상남도 고성군 구만면,경상남도 고성군 회화면,경상남도 고성군 마암면,경상남도 고성군 동해면,경상남도 고성군 거류면
2020,4,10,"2,235","1,447",52,46,96,37,30,17,35,39,22,138,29,82,165
2020,4,20,"2,365","1,321",50,60,167,59,55,24,64,44,35,158,51,104,173
2020,4,30,"2,298","1,339",65,61,106,37,51,18,53,29,28,134,57,123,197
2020,4,40,"3,706","2,018",114,101,205,81,81,32,85,49,45,231,108,201,355
2020,4,50,"4,989","2,220",169,171,282,151,182,66,156,104,117,340,219,337,475
2020,4,60,"4,684","1,739",236,208,295,188,197,89,148,134,121,403,198,358,370
2020,4,70,"2,976",917,149,164,184,135,159,90,93,78,83,221,158,264,281
2020,4,80,"1,262",342,52,84,69,78,63,38,55,57,44,76,70,93,141
2020,4,90,113,24,4,6,11,8,13,3,3,8,4,6,3,12,8
2020,4,100,4,3,0,0,0,0,0,0,0,0,1,0,0,0,0
2020,5,총,"26,048","12,389",923,913,"1,485",790,848,389,702,558,509,"1,782",906,"1,607","2,247"
2020,5,0,"1,407","1,028",28,18,58,16,13,10,10,17,11,70,10,31,87
2020,5,10,"2,240","1,460",52,45,96,37,30,17,32,40,22,139,28,82,160
2020,5,20,"2,369","1,316",53,61,170,57,55,24,65,44,35,161,52,102,174
2020,5,30,"2,287","1,326",66,60,110,36,51,19,51,29,27,135,56,125,196
2020,5,40,"3,688","2,013",113,100,202,82,80,32,87,48,45,228,107,203,348
2020,5,50,"4,997","2,214",171,170,290,151,186,66,155,103,115,341,221,334,480
2020,5,60,"4,695","1,744",233,206,290,189,200,90,150,133,123,401,201,361,374
2020,5,70,"2,983",922,151,165,184,134,157,90,93,79,82,224,157,265,280
2020,5,80,"1,265",339,52,82,74,80,63,38,56,57,43,77,71,94,139
2020,5,90,113,24,4,6,11,8,13,3,3,8,5,6,3,10,9
2020,5,100,4,3,0,0,0,0,0,0,0,0,1,0,0,0,0
2020,6,총,"26,011","12,375",922,918,"1,470",791,848,391,697,554,509,"1,787",898,"1,605","2,246"
2020,6,0,"1,391","1,016",27,19,54,15,14,10,10,16,11,73,11,31,84
2020,6,10,"2,254","1,479",52,47,95,38,31,16,30,38,18,141,28,82,159
2020,6,20,"2,353","1,303",52,61,168,58,52,25,66,43,37,160,51,103,174
2020,6,30,"2,263","1,309",67,59,107,37,52,20,52,29,28,133,54,120,196
2020,6,40,"3,680","2,014",112,100,199,83,78,32,84,50,44,229,105,203,347
2020,6,50,"4,989","2,216",173,173,289,148,186,67,152,103,111,339,217,333,482
2020,6,60,"4,713","1,749",231,205,290,191,199,92,151,131,130,402,201,365,376
2020,6,70,"2,985",924,150,166,184,134,159,88,93,79,83,226,155,264,280
2020,6,80,"1,266",338,54,80,73,80,64,39,56,57,41,78,73,94,139
2020,6,90,113,24,4,8,11,7,13,2,3,8,5,6,3,10,9
2020,6,100,4,3,0,0,0,0,0,0,0,0,1,0,0,0,0
2020,7,총,"25,971","12,348",920,911,"1,467",789,846,389,703,555,508,"1,794",893,"1,607","2,241"
2020,7,0,"1,370","1,004",26,17,53,14,12,10,11,16,11,73,10,30,83
2020,7,10,"2,251","1,479",54,48,93,39,28,16,30,38,17,140,28,82,159
2020,7,20,"2,347","1,304",51,60,167,56,53,24,65,41,37,159,52,104,174
2020,7,30,"2,244","1,297",63,57,111,38,52,20,54,30,28,132,51,121,190
2020,7,40,"3,669","2,013",112,98,194,83,78,30,85,51,42,233,101,200,349
2020,7,50,"4,997","2,217",175,177,290,146,187,68,151,102,112,341,218,332,481
2020,7,60,"4,723","1,742",231,200,293,191,201,92,155,131,132,403,204,368,380
2020,7,70,"2,984",931,149,168,181,136,155,88,92,81,83,229,153,264,274
2020,7,80,"1,269",335,55,78,74,79,67,39,57,57,40,77,73,96,142
2020,7,90,113,23,4,8,11,7,13,2,3,8,5,7,3,10,9
2020,7,100,4,3,0,0,0,0,0,0,0,0,1,0,0,0,0
2020,8,총,"25,895","12,318",916,904,"1,453",786,848,387,703,556,508,"1,791",893,"1,597","2,235"
2020,8,0,"1,366","1,005",24,17,49,14,13,9,13,16,11,73,10,30,82
2020,8,10,"2,217","1,457",52,47,92,39,28,16,30,37,16,140,27,79,157
2020,8,20,"2,342","1,306",52,60,163,55,54,23,64,42,37,157,52,103,174
2020,8,30,"2,215","1,278",63,54,108,37,52,21,52,30,28,131,52,122,187
2020,8,40,"3,649","2,013",112,97,197,79,77,28,85,51,41,230,100,194,345
2020,8,50,"4,989","2,218",174,174,279,150,190,69,150,100,112,340,219,334,480
2020,8,60,"4,748","1,751",231,203,297,190,200,92,157,133,134,404,204,368,384
2020,8,70,"2,979",930,147,166,181,137,155,85,92,83,82,232,153,261,275
2020,8,80,"1,272",332,57,78,76,77,66,42,57,56,41,78,73,97,142
2020,8,90,114,25,4,8,11,8,13,2,3,8,5,6,3,9,9
2020,8,100,4,3,0,0,0,0,0,0,0,0,1,0,0,0,0
2020,9,총,"25,847","12,306",913,904,"1,445",786,848,383,706,554,505,"1,782",894,"1,592","2,229"
2020,9,0,"1,358",999,24,17,48,14,13,9,14,16,11,72,11,30,80
2020,9,10,"2,213","1,450",51,47,94,39,31,16,30,37,16,141,27,80,154
2020,9,20,"2,325","1,305",51,57,164,55,55,23,64,41,37,145,52,101,175
2020,9,30,"2,181","1,250",64,55,109,36,47,19,54,29,29,131,53,120,185
2020,9,40,"3,621","2,007",106,98,187,79,80,26,84,49,40,228,101,195,341
2020,9,50,"4,999","2,235",174,172,278,150,186,68,149,102,109,344,216,332,484
2020,9,60,"4,776","1,766",233,206,297,190,203,94,159,133,134,405,204,368,384
2020,9,70,"2,975",932,148,166,180,139,153,84,91,83,79,230,154,260,276
2020,9,80,"1,277",333,57,77,77,76,65,42,58,56,44,80,73,98,141
2020,9,90,118,26,5,9,11,8,15,2,3,8,5,6,3,8,9
2020,9,100,4,3,0,0,0,0,0,0,0,0,1,0,0,0,0
2020,10,총,"25,799","12,288",908,910,"1,430",785,852,379,706,556,502,"1,779",893,"1,588","2,223"
2020,10,0,"1,343",993,21,16,46,13,15,9,14,16,11,69,11,29,80
2020,10,10,"2,223","1,447",53,56,95,38,32,16,30,38,16,143,27,79,153
2020,10,20,"2,322","1,316",50,57,159,53,53,22,64,42,35,145,51,101,174
2020,10,30,"2,152","1,234",63,55,109,34,49,20,54,29,27,128,51,114,185
2020,10,40,"3,579","1,986",103,94,180,82,77,24,83,48,40,226,100,200,336
2020,10,50,"4,991","2,236",175,169,274,146,188,68,148,102,109,342,217,332,485
2020,10,60,"4,812","1,783",234,211,300,194,205,91,162,133,134,405,207,368,385
2020,10,70,"2,973",930,147,167,179,138,152,85,90,84,80,235,153,259,274
2020,10,80,"1,280",334,57,76,78,79,65,42,58,56,44,79,73,97,142
2020,10,90,120,26,5,9,10,8,16,2,3,8,5,7,3,9,9
2020,10,100,4,3,0,0,0,0,0,0,0,0,1,0,0,0,0
2020,11,총,"25,795","12,303",906,904,"1,428",786,866,378,703,555,505,"1,781",888,"1,581","2,211"
2020,11,0,"1,315",977,20,14,46,13,15,9,13,15,11,68,11,29,74
2020,11,10,"2,264","1,493",49,58,93,39,37,13,31,36,16,145,27,78,149
2020,11,20,"2,314","1,308",52,57,161,51,52,23,64,42,34,142,51,99,178
2020,11,30,"2,138","1,228",62,53,111,31,50,20,55,29,28,129,48,110,184
2020,11,40,"3,571","1,977",105,93,178,84,79,24,81,48,40,227,98,203,334
2020,11,50,"4,988","2,241",175,168,275,143,188,68,145,105,111,341,216,329,483
2020,11,60,"4,830","1,786",237,208,298,199,211,92,164,132,135,406,210,366,386
2020,11,70,"2,957",928,143,169,177,137,149,85,89,84,79,235,149,260,273
2020,11,80,"1,293",335,58,75,79,80,69,42,58,56,45,81,75,98,142
2020,11,90,121,27,5,9,10,9,16,2,3,8,5,7,3,9,8
2020,11,100,4,3,0,0,0,0,0,0,0,0,1,0,0,0,0
2020,12,총,"25,760","12,288",902,899,"1,442",783,864,374,702,551,505,"1,765",882,"1,586","2,217"
2020,12,0,"1,301",967,19,13,45,13,15,8,13,13,11,68,11,30,75
2020,12,10,"2,269","1,496",49,57,94,38,39,13,31,36,14,144,27,80,151
2020,12,20,"2,293","1,298",49,55,168,47,47,23,66,41,36,138,50,98,177
2020,12,30,"2,125","1,230",62,54,118,30,51,17,51,26,26,125,47,107,181
2020,12,40,"3,551","1,964",101,93,179,86,79,24,81,49,37,227,96,199,336
2020,12,50,"4,976","2,237",178,165,272,142,182,66,145,106,110,335,217,337,484
2020,12,60,"4,860","1,794",239,208,299,200,218,94,163,132,139,407,209,367,391
2020,12,70,"2,961",936,140,170,177,138,148,85,91,85,81,234,148,259,269
2020,12,80,"1,302",339,60,75,79,80,69,42,58,56,45,82,73,99,145
2020,12,90,118,24,5,9,11,9,16,2,3,7,5,5,4,10,8
2020,12,100,4,3,0,0,0,0,0,0,0,0,1,0,0,0,0
2021,1,총,"25,763","12,296",901,898,"1,443",781,857,376,706,549,509,"1,762",876,"1,596","2,213"
2021,1,0,"1,285",953,19,13,46,11,16,8,12,13,11,69,11,31,72
2021,1,10,"2,280","1,495",49,58,94,39,38,13,30,36,14,148,27,83,156
2021,1,20,"2,284","1,301",50,51,165,47,45,22,69,41,36,135,50,98,174
2021,1,30,"2,104","1,228",61,53,118,30,51,15,46,26,26,122,46,108,174
2021,1,40,"3,518","1,948",101,93,177,84,74,27,83,47,39,223,92,197,333
2021,1,50,"4,977","2,248",174,165,272,143,182,63,147,104,109,332,215,340,483
2021,1,60,"4,904","1,810",241,207,306,200,218,99,166,132,141,409,212,369,394
2021,1,70,"2,977",940,143,174,175,138,148,85,91,86,82,235,147,261,272
2021,1,80,"1,313",345,59,75,81,81,68,42,59,57,44,84,72,99,147
2021,1,90,117,25,4,9,9,8,17,2,3,7,6,5,4,10,8
2021,1,100,4,3,0,0,0,0,0,0,0,0,1,0,0,0,0
2021,2,총,"25,707","12,257",904,901,"1,435",783,851,377,711,547,512,"1,748",877,"1,598","2,206"
2021,2,0,"1,269",937,20,13,46,11,15,9,15,12,12,67,11,32,69
2021,2,10,"2,265","1,483",50,58,94,36,37,12,30,37,16,145,28,83,156
2021,2,20,"2,268","1,295",53,53,155,48,45,23,68,38,35,136,50,95,174
2021,2,30,"2,067","1,206",59,51,121,31,50,16,46,25,27,116,45,108,166
2021,2,40,"3,511","1,949",101,94,175,83,72,27,84,49,39,215,93,196,334
2021,2,50,"4,970","2,249",172,168,269,145,178,62,144,99,109,331,214,344,486
2021,2,60,"4,912","1,819",240,204,309,203,220,98,168,135,139,412,212,364,389
2021,2,70,"2,999",945,144,175,176,139,148,86,95,87,83,231,147,266,277
2021,2,80,"1,322",343,60,76,81,80,69,42,57,58,45,90,73,101,147
2021,2,90,120,28,5,9,9,7,17,2,4,7,6,5,4,9,8
2021,2,100,4,3,0,0,0,0,0,0,0,0,1,0,0,0,0
2021,3,총,"25,621","12,215",901,907,"1,419",786,850,380,703,548,514,"1,745",872,"1,581","2,200"
2021,3,0,"1,260",934,20,12,46,13,16,9,13,12,13,66,8,31,67
2021,3,10,"2,276","1,481",48,64,92,36,38,12,29,37,16,154,28,85,156
2021,3,20,"2,255","1,299",54,55,150,49,41,23,66,36,35,134,49,94,170
2021,3,30,"2,050","1,199",59,50,117,32,51,17,46,25,27,112,42,104,169
2021,3,40,"3,472","1,935",98,94,175,82,72,25,80,48,39,208,96,191,329
2021,3,50,"4,918","2,234",170,165,263,142,173,62,145,100,109,329,205,337,484
2021,3,60,"4,949","1,824",241,207,310,205,224,100,169,139,141,411,217,364,397
2021,3,70,"3,002",942,147,176,174,141,148,88,96,87,82,233,147,266,275
2021,3,80,"1,319",340,59,74,83,78,70,42,56,57,44,93,76,102,145
2021,3,90,119,27,5,10,9,8,17,2,3,7,7,5,4,7,8
2021,3,100,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2021,4,총,"25,603","12,211",895,910,"1,417",781,856,381,699,547,512,"1,741",868,"1,587","2,198"
2021,4,0,"1,236",913,20,12,46,12,16,9,14,11,13,66,8,31,65
2021,4,10,"2,282","1,485",48,62,94,36,39,12,29,37,16,153,28,82,161
2021,4,20,"2,251","1,295",54,55,149,48,42,23,66,35,32,133,49,97,173
2021,4,30,"2,041","1,204",57,52,119,30,52,17,43,24,27,110,40,104,162
2021,4,40,"3,464","1,926",96,95,175,82,75,26,77,48,38,207,97,193,329
2021,4,50,"4,904","2,238",167,165,253,141,172,60,142,99,112,332,202,339,482
2021,4,60,"4,967","1,831",241,207,316,204,227,101,170,141,140,407,218,363,401
2021,4,70,"3,012",948,149,178,173,143,145,89,99,87,80,232,147,269,273
2021,4,80,"1,332",345,59,74,83,77,73,42,56,58,47,96,75,103,144
2021,4,90,113,26,4,10,9,8,15,2,3,7,6,5,4,6,8
2021,4,100,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2021,5,총,"25,578","12,191",897,909,"1,414",781,853,382,698,543,509,"1,745",865,"1,589","2,202"
2021,5,0,"1,217",899,21,11,46,13,15,8,13,11,12,67,5,32,64
2021,5,10,"2,275","1,485",47,61,94,37,35,13,30,36,15,155,28,80,159
2021,5,20,"2,254","1,298",54,54,148,45,42,23,66,34,34,133,49,99,175
2021,5,30,"2,026","1,191",56,50,117,34,51,17,43,24,27,112,40,100,164
2021,5,40,"3,447","1,920",97,95,173,81,74,27,76,48,38,201,96,199,322
2021,5,50,"4,903","2,237",168,166,254,144,173,59,140,97,110,337,199,337,482
2021,5,60,"4,990","1,838",243,209,315,202,230,102,171,142,140,403,221,364,410
2021,5,70,"3,012",949,149,179,176,141,145,88,98,85,79,235,146,269,273
2021,5,80,"1,337",346,58,74,82,76,73,43,58,58,47,97,77,103,145
2021,5,90,115,27,4,10,9,8,15,2,3,8,6,5,4,6,8
2021,5,100,2,1,0,0,0,0,0,0,0,0,1,0,0,0,0
2021,6,총,"25,551","12,147",911,907,"1,404",782,852,382,701,543,519,"1,746",865,"1,587","2,205"
2021,6,0,"1,205",889,21,11,45,12,15,8,13,11,12,67,6,29,66
2021,6,10,"2,271","1,479",46,60,92,38,39,13,30,36,16,156,28,80,158
2021,6,20,"2,248","1,292",56,56,146,44,41,23,65,34,36,133,49,99,174
2021,6,30,"2,015","1,182",58,50,114,33,51,17,42,24,28,112,41,98,165
2021,6,40,"3,438","1,910",101,93,174,82,72,26,78,49,39,203,95,195,321
2021,6,50,"4,878","2,226",171,165,247,143,174,60,139,95,107,338,195,337,481
2021,6,60,"5,035","1,847",245,210,316,203,230,102,174,144,148,403,225,374,414
2021,6,70,"3,001",943,151,178,179,142,142,87,99,83,78,234,146,266,273
2021,6,80,"1,343",350,57,74,82,77,73,44,58,59,48,95,76,105,145
2021,6,90,115,28,5,10,9,8,15,2,3,8,6,5,4,4,8
2021,6,100,2,1,0,0,0,0,0,0,0,0,1,0,0,0,0
2021,7,총,"25,537","12,151",914,910,"1,400",785,844,385,702,542,520,"1,738",865,"1,580","2,201"
2021,7,0,"1,196",878,20,11,45,11,15,8,15,11,11,66,9,31,65
2021,7,10,"2,265","1,476",47,61,91,40,38,13,31,36,16,157,27,78,154
2021,7,20,"2,245","1,296",56,56,144,44,39,25,64,33,36,130,48,101,173
2021,7,30,"2,016","1,180",58,51,115,34,51,16,41,25,28,111,42,98,166
2021,7,40,"3,419","1,904",100,95,173,83,69,27,80,48,39,201,94,190,316
2021,7,50,"4,867","2,228",174,165,245,143,173,62,137,93,103,333,195,335,481
2021,7,60,"5,064","1,860",246,211,314,204,230,101,175,147,152,406,226,374,418
2021,7,70,"3,001",949,150,178,180,140,139,86,96,82,80,235,145,265,276
2021,7,80,"1,348",350,59,73,85,78,75,45,60,59,48,93,75,104,144
2021,7,90,114,29,4,9,8,8,15,2,3,8,6,6,4,4,8
2021,7,100,2,1,0,0,0,0,0,0,0,0,1,0,0,0,0
2021,8,총,"25,509","12,142",916,905,"1,394",791,838,386,701,543,516,"1,730",863,"1,579","2,205"
2021,8,0,"1,186",871,20,11,45,11,15,7,15,11,11,66,9,29,65
2021,8,10,"2,263","1,476",48,60,91,40,33,13,31,36,16,156,27,80,156
2021,8,20,"2,227","1,294",53,57,143,47,37,24,61,33,34,126,46,102,170
2021,8,30,"2,004","1,172",58,48,110,37,50,16,42,24,29,113,41,98,166
2021,8,40,"3,400","1,901",101,91,173,82,68,27,79,49,37,197,94,188,313
2021,8,50,"4,853","2,220",172,164,243,142,174,61,139,93,102,333,195,333,482
2021,8,60,"5,085","1,866",249,214,314,205,231,103,175,147,151,405,224,377,424
2021,8,70,"3,021",965,151,178,180,141,139,88,95,82,82,234,146,264,276
2021,8,80,"1,356",347,60,73,87,78,76,45,61,60,48,95,77,104,145
2021,8,90,112,29,4,9,8,8,15,2,3,8,5,5,4,4,8
2021,8,100,2,1,0,0,0,0,0,0,0,0,1,0,0,0,0
2021,9,총,"25,444","12,112",916,902,"1,382",789,831,384,700,539,514,"1,725",861,"1,577","2,212"
2021,9,0,"1,186",862,20,12,49,11,16,7,16,11,11,66,9,29,67
2021,9,10,"2,252","1,475",48,56,91,38,33,13,30,36,16,155,26,81,154
2021,9,20,"2,201","1,284",53,56,133,47,34,24,60,32,31,126,47,103,171
2021,9,30,"1,975","1,156",60,48,105,38,49,17,43,24,27,111,38,96,163
2021,9,40,"3,357","1,880",102,87,172,79,67,27,75,49,40,193,91,180,315
2021,9,50,"4,880","2,239",171,166,242,143,170,59,141,93,101,332,197,337,489
2021,9,60,"5,081","1,857",246,217,311,206,234,104,176,146,152,406,224,377,425
2021,9,70,"3,029",974,150,177,184,140,139,86,95,81,81,236,148,262,276
2021,9,80,"1,367",354,62,74,87,79,74,45,59,60,49,95,77,108,144
2021,9,90,114,30,4,9,8,8,15,2,5,7,5,5,4,4,8
2021,9,100,2,1,0,0,0,0,0,0,0,0,1,0,0,0,0
2021,10,총,"25,379","12,080",911,899,"1,373",786,834,381,704,540,514,"1,715",857,"1,577","2,208"
2021,10,0,"1,171",853,19,12,49,11,16,7,15,12,11,65,9,27,65
2021,10,10,"2,244","1,470",48,56,91,38,33,13,30,36,15,154,23,84,153
2021,10,20,"2,172","1,266",52,56,130,47,34,22,63,33,31,123,44,101,170
2021,10,30,"1,938","1,134",61,47,101,37,47,16,42,23,24,113,38,98,157
2021,10,40,"3,346","1,880",102,82,172,75,68,26,74,51,41,189,90,180,316
2021,10,50,"4,902","2,258",166,167,243,144,172,61,143,89,102,334,199,334,490
2021,10,60,"5,083","1,853",247,219,308,206,237,104,177,149,154,403,222,374,430
2021,10,70,"3,043",983,150,176,184,142,137,85,97,80,79,238,152,264,276
2021,10,80,"1,361",355,61,75,87,78,73,45,57,60,51,91,76,110,142
2021,10,90,117,27,5,9,8,8,17,2,6,7,5,5,4,5,9
2021,10,100,2,1,0,0,0,0,0,0,0,0,1,0,0,0,0
2021,11,총,"25,327","12,052",907,898,"1,371",786,832,382,696,538,515,"1,714",856,"1,569","2,211"
2021,11,0,"1,153",840,19,12,49,11,17,7,14,12,9,64,8,24,67
2021,11,10,"2,245","1,472",48,57,90,38,32,14,29,36,17,160,22,81,149
2021,11,20,"2,165","1,261",52,56,130,46,34,21,60,33,31,122,44,102,173
2021,11,30,"1,906","1,116",61,45,100,37,47,16,41,23,26,112,37,89,156
2021,11,40,"3,336","1,876",101,86,172,73,68,26,72,50,40,185,89,182,316
2021,11,50,"4,909","2,269",165,165,238,145,169,62,139,89,101,335,202,341,489
2021,11,60,"5,088","1,853",244,218,313,208,239,104,178,150,156,399,222,372,432
2021,11,70,"3,037",977,151,177,183,143,135,84,99,78,79,241,150,262,278
2021,11,80,"1,367",359,61,74,88,76,75,46,58,60,50,91,77,110,142
2021,11,90,119,28,5,8,8,9,16,2,6,7,5,5,5,6,9
2021,11,100,2,1,0,0,0,0,0,0,0,0,1,0,0,0,0
2021,12,총,"25,297","12,022",911,887,"1,367",791,834,389,691,540,516,"1,719",857,"1,573","2,200"
2021,12,0,"1,148",838,19,12,49,11,17,7,12,12,10,63,8,23,67
2021,12,10,"2,206","1,444",47,53,89,37,29,14,30,34,17,161,21,83,147
2021,12,20,"2,181","1,273",53,54,131,48,36,22,57,35,28,125,45,102,172
2021,12,30,"1,885","1,102",61,43,97,39,45,18,39,25,26,112,36,89,153
2021,12,40,"3,323","1,869",103,85,171,71,70,26,70,49,40,184,91,182,312
2021,12,50,"4,918","2,272",165,163,244,147,169,65,139,89,104,333,201,343,484
2021,12,60,"5,094","1,853",244,218,308,208,242,104,181,150,155,402,222,372,435
2021,12,70,"3,054",984,153,176,183,145,135,85,98,79,79,243,152,261,281
2021,12,80,"1,364",358,61,74,87,76,75,46,59,58,50,91,76,113,140
2021,12,90,122,28,5,9,8,9,16,2,6,9,6,5,5,5,9
2021,12,100,2,1,0,0,0,0,0,0,0,0,1,0,0,0,0
