년도,월,나이,울산광역시 울주군,울산광역시 울주군 온산읍,울산광역시 울주군 언양읍,울산광역시 울주군 온양읍,울산광역시 울주군 범서읍,울산광역시 울주군 청량읍,울산광역시 울주군 서생면,울산광역시 울주군 웅촌면,울산광역시 울주군 두동면,울산광역시 울주군 두서면,울산광역시 울주군 상북면,울산광역시 울주군 삼남면,울산광역시 울주군 삼동면,울산광역시 울주군 삼남읍
2020,10,10,"10,828",774,"1,386","1,612","4,789",779,242,170,89,59,185,713,30,
2020,10,20,"11,484",964,"1,548","1,453","4,125","1,078",292,349,125,70,307,"1,122",51,
2020,10,30,"12,214","1,054","1,602","1,709","4,023","1,302",428,277,121,90,238,"1,320",50,
2020,10,40,"18,303","1,439","2,337","2,559","7,450","1,441",441,348,184,104,446,"1,494",60,
2020,10,50,"19,646","1,628","2,626","2,330","6,183","1,657",691,802,413,256,842,"2,065",153,
2020,10,60,"14,079","1,182","1,923","1,465","3,133","1,244",794,783,498,391,879,"1,563",224,
2020,10,70,"7,232",601,911,764,"1,365",607,476,486,269,298,497,814,144,
2020,10,80,"4,331",324,575,474,724,335,251,322,211,242,333,430,110,
2020,10,90,802,55,106,72,118,71,44,54,48,53,73,85,23,
2020,10,100,29,8,7,1,2,4,1,0,2,0,2,1,1,
2020,11,총,"107,699","8,748","14,227","13,702","35,209","9,434","3,879","3,710","2,036","1,587","3,902",0,876,"10,389"
2020,11,0,"8,734",730,"1,217","1,266","3,289",896,236,130,71,28,122,0,32,717
2020,11,10,"10,786",776,"1,377","1,600","4,769",779,241,171,86,59,182,0,30,716
2020,11,20,"11,482",968,"1,544","1,448","4,135","1,082",294,342,129,68,297,0,49,"1,126"
2020,11,30,"12,148","1,039","1,590","1,694","4,010","1,304",417,279,123,88,232,0,50,"1,322"
2020,11,40,"18,282","1,447","2,317","2,569","7,424","1,440",438,345,181,103,446,0,59,"1,513"
2020,11,50,"19,682","1,617","2,639","2,328","6,209","1,662",686,800,416,258,839,0,156,"2,072"
2020,11,60,"14,160","1,184","1,936","1,483","3,155","1,248",796,781,502,393,876,0,220,"1,586"
2020,11,70,"7,266",604,911,767,"1,379",612,480,487,269,297,498,0,146,816
2020,11,80,"4,334",319,583,475,718,337,248,323,208,242,337,0,111,433
2020,11,90,796,56,106,71,119,70,42,52,49,51,71,0,22,87
2020,11,100,29,8,7,1,2,4,1,0,2,0,2,0,1,1
2020,12,총,"107,620","8,733","14,217","13,713","35,139","9,378","3,869","3,697","2,039","1,582","3,902",,878,"10,473"
2020,12,0,"8,668",722,"1,223","1,263","3,253",889,233,126,68,27,121,,32,711
2020,12,10,"10,779",773,"1,376","1,598","4,778",773,240,170,87,58,183,,30,713
2020,12,20,"11,447",961,"1,532","1,459","4,113","1,062",295,341,131,67,295,,47,"1,144"
2020,12,30,"12,104","1,040","1,584","1,678","3,996","1,304",408,275,122,92,230,,51,"1,324"
2020,12,40,"18,215","1,446","2,308","2,554","7,392","1,433",436,340,178,101,445,,59,"1,523"
2020,12,50,"19,711","1,613","2,624","2,348","6,216","1,650",680,804,417,258,840,,159,"2,102"
2020,12,60,"14,254","1,182","1,954","1,495","3,174","1,250",805,778,507,391,885,,218,"1,615"
2020,12,70,"7,260",610,914,768,"1,366",604,482,492,269,293,497,,149,816
2020,12,80,"4,362",323,589,477,732,340,248,320,208,245,335,,111,434
2020,12,90,791,55,106,72,117,69,41,51,50,50,69,,21,90
2020,12,100,29,8,7,1,2,4,1,0,2,0,2,,1,1
2021,1,총,"107,676","8,747","14,205","13,734","35,097","9,373","3,862","3,695","2,035","1,580","3,914",,881,"10,553"
2021,1,0,"8,603",716,"1,209","1,249","3,222",880,233,131,69,25,123,,33,713
2021,1,10,"10,750",770,"1,369","1,603","4,755",773,240,168,88,58,185,,30,711
2021,1,20,"11,456",954,"1,533","1,466","4,139","1,056",290,331,126,70,292,,45,"1,154"
2021,1,30,"12,045","1,051","1,561","1,668","3,971","1,289",410,277,118,91,230,,53,"1,326"
2021,1,40,"18,194","1,445","2,309","2,565","7,352","1,440",435,339,178,103,440,,61,"1,527"
2021,1,50,"19,713","1,626","2,614","2,342","6,219","1,645",674,797,419,252,843,,157,"2,125"
2021,1,60,"14,415","1,185","1,988","1,513","3,215","1,266",803,784,508,393,891,,219,"1,650"
2021,1,70,"7,275",608,918,774,"1,372",605,483,491,268,295,491,,149,821
2021,1,80,"4,407",327,594,480,740,343,252,326,209,242,350,,112,432
2021,1,90,789,57,103,73,110,72,41,51,50,51,67,,21,93
2021,1,100,29,8,7,1,2,4,1,0,2,0,2,,1,1
2021,2,총,"107,497","8,691","14,151","13,728","35,014","9,374","3,842","3,696","2,032","1,570","3,903",,882,"10,614"
2021,2,0,"8,536",700,"1,198","1,241","3,195",878,226,133,68,23,124,,33,717
2021,2,10,"10,704",764,"1,356","1,593","4,729",782,237,165,88,58,185,,32,715
2021,2,20,"11,392",947,"1,511","1,468","4,125","1,034",289,331,123,67,291,,46,"1,160"
2021,2,30,"11,933","1,028","1,551","1,645","3,913","1,298",399,280,115,88,223,,52,"1,341"
2021,2,40,"18,110","1,442","2,292","2,562","7,305","1,436",433,339,181,102,439,,60,"1,519"
2021,2,50,"19,739","1,613","2,617","2,348","6,264","1,640",670,799,412,250,832,,158,"2,136"
2021,2,60,"14,543","1,197","1,990","1,543","3,248","1,275",807,783,514,396,896,,219,"1,675"
2021,2,70,"7,279",608,932,771,"1,367",610,485,491,267,293,487,,148,820
2021,2,80,"4,423",325,589,478,753,343,251,323,214,242,356,,112,437
2021,2,90,808,59,108,78,113,74,44,51,48,51,68,,21,93
2021,2,100,30,8,7,1,2,4,1,1,2,0,2,,1,1
2021,3,총,"107,182","8,643","14,121","13,692","34,888","9,343","3,820","3,701","1,999","1,566","3,903",,856,"10,650"
2021,3,0,"8,444",699,"1,201","1,234","3,157",862,215,138,66,23,118,,25,706
2021,3,10,"10,682",766,"1,348","1,583","4,715",780,237,165,87,56,190,,32,723
2021,3,20,"11,305",944,"1,501","1,454","4,088","1,024",284,324,117,72,294,,45,"1,158"
2021,3,30,"11,859","1,027","1,535","1,632","3,874","1,293",395,287,115,87,221,,45,"1,348"
2021,3,40,"18,007","1,434","2,291","2,554","7,247","1,424",433,339,175,101,434,,54,"1,521"
2021,3,50,"19,678","1,605","2,601","2,345","6,276","1,639",660,788,403,241,830,,156,"2,134"
2021,3,60,"14,627","1,185","1,995","1,557","3,283","1,290",814,789,504,400,902,,219,"1,689"
2021,3,70,"7,297",605,935,768,"1,371",614,488,490,269,297,483,,144,833
2021,3,80,"4,443",316,600,483,760,342,249,327,213,240,361,,114,438
2021,3,90,820,59,107,81,116,74,45,53,48,49,68,,21,99
2021,3,100,20,3,7,1,1,1,0,1,2,0,2,,1,1
2021,4,총,"107,166","8,645","14,127","13,711","34,849","9,310","3,809","3,697","2,002","1,560","3,903",,852,"10,701"
2021,4,0,"8,416",699,"1,195","1,235","3,147",857,211,140,62,23,118,,23,706
2021,4,10,"10,642",764,"1,350","1,584","4,688",772,233,161,88,57,185,,31,729
2021,4,20,"11,306",938,"1,498","1,456","4,088","1,024",282,328,121,73,290,,44,"1,164"
2021,4,30,"11,822","1,031","1,532","1,628","3,866","1,277",389,289,114,83,225,,44,"1,344"
2021,4,40,"17,951","1,427","2,294","2,536","7,230","1,415",435,329,175,100,434,,53,"1,523"
2021,4,50,"19,683","1,600","2,594","2,368","6,268","1,644",660,781,402,240,831,,153,"2,142"
2021,4,60,"14,732","1,203","2,007","1,567","3,306","1,293",813,797,504,402,904,,225,"1,711"
2021,4,70,"7,323",604,938,775,"1,380",615,489,487,273,295,484,,143,840
2021,4,80,"4,450",317,606,482,756,341,252,329,214,237,363,,113,440
2021,4,90,820,59,105,79,119,71,45,55,47,50,67,,22,101
2021,4,100,21,3,8,1,1,1,0,1,2,0,2,,1,1
2021,5,총,"107,121","8,635","14,154","13,709","34,774","9,295","3,831","3,698","2,006","1,557","3,892",,845,"10,725"
2021,5,0,"8,356",686,"1,189","1,223","3,121",853,218,141,66,22,117,,20,700
2021,5,10,"10,628",765,"1,356","1,586","4,668",771,232,162,87,58,184,,32,727
2021,5,20,"11,258",927,"1,500","1,461","4,067","1,007",285,319,120,71,285,,43,"1,173"
2021,5,30,"11,798","1,020","1,538","1,620","3,835","1,288",394,285,119,82,227,,43,"1,347"
2021,5,40,"17,881","1,427","2,292","2,520","7,191","1,408",438,330,175,98,424,,51,"1,527"
2021,5,50,"19,721","1,603","2,594","2,376","6,299","1,638",657,779,400,239,839,,155,"2,142"
2021,5,60,"14,832","1,216","2,017","1,578","3,325","1,302",821,804,504,406,903,,225,"1,731"
2021,5,70,"7,340",606,949,779,"1,389",612,486,487,273,291,486,,144,838
2021,5,80,"4,459",322,604,483,759,342,256,332,214,242,358,,110,437
2021,5,90,827,60,107,82,119,73,44,58,46,48,67,,21,102
2021,5,100,21,3,8,1,1,1,0,1,2,0,2,,1,1
2021,6,총,"107,092","8,633","14,135","13,705","34,774","9,267","3,853","3,695","2,006","1,560","3,895",,839,"10,730"
2021,6,0,"8,305",688,"1,193","1,215","3,093",845,220,142,65,23,115,,20,686
2021,6,10,"10,638",761,"1,348","1,589","4,675",776,232,160,89,58,185,,31,734
2021,6,20,"11,216",928,"1,487","1,441","4,069",986,295,321,123,69,284,,40,"1,173"
2021,6,30,"11,752","1,013","1,531","1,612","3,833","1,279",397,279,117,85,225,,41,"1,340"
2021,6,40,"17,838","1,422","2,276","2,519","7,172","1,410",439,330,171,97,420,,51,"1,531"
2021,6,50,"19,754","1,605","2,587","2,388","6,330","1,641",656,775,399,246,837,,154,"2,136"
2021,6,60,"14,935","1,224","2,044","1,595","3,334","1,300",825,817,504,405,914,,226,"1,747"
2021,6,70,"7,340",602,952,782,"1,391",614,484,484,273,287,490,,143,838
2021,6,80,"4,475",331,601,479,759,343,260,332,217,243,356,,111,443
2021,6,90,819,56,108,84,117,72,45,54,47,47,67,,21,101
2021,6,100,20,3,8,1,1,1,0,1,1,0,2,,1,1
2021,7,총,"107,235","8,671","14,111","13,762","34,776","9,255","3,849","3,695","2,033","1,553","3,900",,840,"10,790"
2021,7,0,"8,253",677,"1,184","1,210","3,072",829,219,143,65,23,114,,19,698
2021,7,10,"10,606",768,"1,342","1,583","4,661",773,226,160,89,56,184,,28,736
2021,7,20,"11,237",937,"1,471","1,448","4,076",979,299,329,128,66,281,,41,"1,182"
2021,7,30,"11,755","1,011","1,539","1,627","3,819","1,278",398,275,114,83,226,,40,"1,345"
2021,7,40,"17,804","1,424","2,269","2,515","7,141","1,409",436,325,175,95,421,,51,"1,543"
2021,7,50,"19,786","1,608","2,581","2,403","6,359","1,633",644,773,410,246,836,,158,"2,135"
2021,7,60,"15,083","1,249","2,055","1,617","3,368","1,311",841,823,504,409,922,,227,"1,757"
2021,7,70,"7,369",601,954,788,"1,403",620,479,479,276,288,490,,145,846
2021,7,80,"4,497",335,598,486,759,349,261,333,224,240,358,,108,446
2021,7,90,825,58,112,84,117,73,46,54,46,47,66,,22,100
2021,7,100,20,3,6,1,1,1,0,1,2,0,2,,1,2
2021,8,총,"107,243","8,681","14,156","13,758","34,733","9,258","3,848","3,705","2,039","1,546","3,900",,836,"10,783"
2021,8,0,"8,205",676,"1,188","1,205","3,043",819,220,140,65,23,113,,19,694
2021,8,10,"10,602",760,"1,352","1,580","4,659",777,229,162,89,55,183,,27,729
2021,8,20,"11,173",935,"1,472","1,446","4,058",974,292,331,126,65,270,,39,"1,165"
2021,8,30,"11,739","1,016","1,539","1,622","3,784","1,278",404,279,120,83,224,,37,"1,353"
2021,8,40,"17,747","1,418","2,269","2,509","7,130","1,402",437,325,171,90,417,,52,"1,527"
2021,8,50,"19,849","1,617","2,591","2,419","6,368","1,647",635,769,406,246,842,,156,"2,153"
2021,8,60,"15,187","1,256","2,068","1,618","3,399","1,321",847,829,517,411,934,,228,"1,759"
2021,8,70,"7,377",601,954,790,"1,411",618,477,479,272,287,490,,145,853
2021,8,80,"4,509",340,601,486,760,349,260,334,226,239,356,,110,448
2021,8,90,835,59,116,82,120,72,47,56,45,47,69,,22,100
2021,8,100,20,3,6,1,1,1,0,1,2,0,2,,1,2
2021,9,총,"107,258","8,672","14,152","13,758","34,734","9,245","3,835","3,710","2,045","1,551","3,905",,832,"10,819"
2021,9,0,"8,149",669,"1,177","1,202","3,025",813,214,141,66,21,105,,19,697
2021,9,10,"10,599",763,"1,350","1,580","4,655",773,228,156,88,56,188,,26,736
2021,9,20,"11,155",931,"1,470","1,453","4,050",963,290,332,126,66,272,,36,"1,166"
2021,9,30,"11,648","1,008","1,522","1,611","3,752","1,278",394,279,121,84,222,,35,"1,342"
2021,9,40,"17,715","1,422","2,263","2,500","7,117","1,391",440,320,167,92,414,,52,"1,537"
2021,9,50,"19,936","1,612","2,619","2,418","6,410","1,649",634,780,412,243,843,,159,"2,157"
2021,9,60,"15,287","1,266","2,075","1,632","3,424","1,334",846,832,520,415,940,,226,"1,777"
2021,9,70,"7,398",605,949,790,"1,414",621,483,481,273,288,494,,145,855
2021,9,80,"4,514",334,602,488,765,351,259,331,225,241,357,,112,449
2021,9,90,837,59,119,83,121,71,47,57,45,45,68,,21,101
2021,9,100,20,3,6,1,1,1,0,1,2,0,2,,1,2
2021,10,총,"107,292","8,667","14,156","13,759","34,724","9,232","3,856","3,706","2,046","1,554","3,904",,835,"10,853"
2021,10,0,"8,110",668,"1,174","1,200","2,994",808,215,139,62,22,109,,17,702
2021,10,10,"10,574",763,"1,348","1,580","4,644",765,233,152,89,54,187,,25,734
2021,10,20,"11,146",932,"1,465","1,445","4,039",967,295,333,125,68,267,,40,"1,170"
2021,10,30,"11,620","1,006","1,522","1,601","3,742","1,274",391,275,124,84,226,,37,"1,338"
2021,10,40,"17,603","1,405","2,251","2,478","7,067","1,375",444,326,164,91,411,,53,"1,538"
2021,10,50,"20,028","1,616","2,631","2,431","6,463","1,657",637,771,409,245,832,,159,"2,177"
2021,10,60,"15,385","1,272","2,080","1,652","3,450","1,338",848,840,526,416,951,,228,"1,784"
2021,10,70,"7,421",600,954,793,"1,429",625,480,482,275,287,496,,141,859
2021,10,80,"4,531",342,602,494,767,352,265,331,225,238,353,,113,449
2021,10,90,854,60,123,84,128,71,48,56,45,49,69,,21,100
2021,10,100,20,3,6,1,1,0,0,1,2,0,3,,1,2
2021,11,총,"107,326","8,648","14,134","13,771","34,671","9,248","3,870","3,706","2,062","1,559","3,899",,839,"10,919"
2021,11,0,"8,042",657,"1,156","1,192","2,953",805,217,140,66,22,106,,15,713
2021,11,10,"10,564",753,"1,355","1,578","4,642",766,231,150,90,55,186,,27,731
2021,11,20,"11,102",936,"1,452","1,448","4,021",961,297,326,123,67,264,,40,"1,167"
2021,11,30,"11,595","1,003","1,502","1,605","3,731","1,277",391,273,124,82,221,,37,"1,349"
2021,11,40,"17,587","1,395","2,257","2,475","7,037","1,385",443,324,169,93,413,,52,"1,544"
2021,11,50,"20,074","1,624","2,631","2,428","6,488","1,663",635,773,415,247,829,,159,"2,182"
2021,11,60,"15,495","1,276","2,085","1,665","3,481","1,339",857,848,530,417,955,,229,"1,813"
2021,11,70,"7,424",596,958,790,"1,425",626,483,482,276,288,499,,139,862
2021,11,80,"4,562",344,606,506,761,354,269,332,221,241,354,,119,455
2021,11,90,862,61,126,83,131,72,47,57,46,47,70,,21,101
2021,11,100,19,3,6,1,1,0,0,1,2,0,2,,1,2
2021,12,총,"107,315","8,609","14,111","13,789","34,688","9,245","3,863","3,706","2,075","1,560","3,904",,830,"10,935"
2021,12,0,"7,993",647,"1,153","1,187","2,941",794,217,140,68,22,108,,14,702
2021,12,10,"10,534",743,"1,350","1,585","4,633",769,225,147,90,53,188,,27,724
2021,12,20,"11,092",925,"1,442","1,436","4,031",960,301,323,124,67,267,,41,"1,175"
2021,12,30,"11,567",994,"1,505","1,602","3,722","1,282",394,275,126,81,218,,34,"1,334"
2021,12,40,"17,580","1,390","2,261","2,481","7,020","1,385",440,319,169,95,410,,53,"1,557"
2021,12,50,"20,098","1,630","2,618","2,444","6,511","1,657",627,773,414,247,833,,157,"2,187"
2021,12,60,"15,560","1,275","2,095","1,669","3,498","1,343",862,852,537,418,951,,229,"1,831"
2021,12,70,"7,429",597,955,799,"1,424",626,483,485,271,287,501,,138,863
2021,12,80,"4,577",347,602,500,773,356,267,334,225,243,355,,117,458
2021,12,90,868,58,125,86,134,73,47,57,49,47,71,,19,102
2021,12,100,17,3,5,0,1,0,0,1,2,0,2,,1,2
