년도,월,나이,춘천시,신북읍,동면,동산면,신동면,남면,서면,사북면,북산면,동내면,남산면,교동,조운동,약사명동,근화동,소양동,후평1동,후평2동,후평3동,효자1동,효자2동,효자3동,석사동,퇴계동,강남동,신사우동
2020,2,60,"35,817","1,369","2,201",375,548,259,908,614,278,"2,043",848,518,503,400,"1,047","1,298","1,799","1,607","2,750",623,"1,677",638,"3,704","5,100","2,370","2,340"
2020,2,70,"21,225",962,"1,018",223,286,196,577,423,193,"1,042",518,376,358,309,760,847,"1,126",995,"1,528",450,"1,174",420,"2,114","2,609","1,257","1,464"
2020,2,80,"11,050",587,489,154,210,129,386,220,88,538,252,195,189,173,372,433,520,513,797,203,631,226,"1,091","1,352",572,730
2020,2,90,"1,799",82,101,15,22,23,82,42,12,85,42,23,39,43,66,72,90,93,119,35,77,29,170,214,102,121
2020,2,100,109,4,3,1,1,1,7,0,0,4,3,2,2,3,4,10,5,6,2,0,8,2,5,9,6,21
2020,3,총,"281,688","7,845","19,699","1,496","2,584","1,095","3,917","2,565",956,"17,301","3,549","3,624","2,957","2,383","8,967","10,051","12,038","15,204","21,456","4,673","11,955","4,658","35,920","49,381","16,943","20,471"
2020,3,0,"22,161",374,"2,334",28,111,23,127,76,20,"1,563",88,117,84,99,981,812,571,"1,328","1,789",351,442,171,"2,774","4,533","1,305","2,060"
2020,3,10,"27,705",496,"2,407",68,143,36,200,151,22,"1,720",168,206,146,131,697,791,897,"1,535","2,114",415,735,254,"4,575","6,150","1,438","2,210"
2020,3,20,"37,000",860,"1,898",129,263,45,265,176,39,"2,165",263,836,414,275,"1,063","1,273","1,913","2,186","2,702",555,"2,622","1,062","5,115","6,210","2,242","2,429"
2020,3,30,"34,663",687,"2,578",99,211,70,242,118,39,"2,475",281,427,322,235,"1,482","1,313","1,397","2,191","2,941",522,"1,277",619,"3,947","6,352","2,200","2,638"
2020,3,40,"42,780",951,"3,560",121,269,90,359,226,67,"2,868",366,388,363,277,"1,177","1,425","1,591","2,272","3,185",726,"1,470",526,"6,192","8,569","2,439","3,303"
2020,3,50,"47,003","1,473","3,065",277,512,221,755,512,197,"2,781",706,530,532,437,"1,301","1,766","2,105","2,478","3,505",786,"1,841",713,"6,217","8,187","2,977","3,129"
2020,3,60,"36,172","1,368","2,247",380,557,263,914,621,281,"2,059",858,521,511,406,"1,060","1,318","1,815","1,613","2,764",629,"1,681",644,"3,724","5,173","2,407","2,358"
2020,3,70,"21,179",957,"1,020",225,282,192,574,422,194,"1,038",521,376,350,299,762,838,"1,120",991,"1,540",449,"1,171",415,"2,103","2,613","1,258","1,469"
2020,3,80,"11,103",592,490,154,212,131,391,220,85,542,252,196,195,177,373,431,533,513,795,205,629,224,"1,100","1,362",567,734
2020,3,90,"1,811",83,98,14,23,23,83,42,12,86,43,25,38,44,66,73,91,91,120,35,79,28,168,223,103,120
2020,3,100,111,4,2,1,1,1,7,1,0,4,3,2,2,3,5,11,5,6,1,0,8,2,5,9,7,21
2020,4,총,"281,492","7,813","19,682","1,500","2,588","1,096","3,890","2,573",957,"17,292","3,550","3,603","2,978","2,354","8,946","10,025","12,022","15,210","21,416","4,655","11,943","4,640","35,894","49,512","16,868","20,485"
2020,4,0,"22,050",364,"2,302",27,112,23,124,75,20,"1,545",86,116,88,95,972,815,570,"1,341","1,782",351,434,163,"2,755","4,540","1,292","2,058"
2020,4,10,"27,561",491,"2,419",67,146,35,198,156,21,"1,720",173,195,148,128,688,783,893,"1,524","2,091",413,745,253,"4,535","6,137","1,411","2,191"
2020,4,20,"36,936",854,"1,893",133,258,43,250,176,39,"2,177",261,824,425,271,"1,076","1,256","1,908","2,185","2,707",545,"2,590","1,051","5,137","6,205","2,206","2,466"
2020,4,30,"34,648",684,"2,573",99,207,69,242,121,39,"2,450",277,429,318,232,"1,466","1,326","1,395","2,194","2,932",519,"1,276",622,"3,948","6,409","2,192","2,629"
2020,4,40,"42,657",935,"3,557",123,270,92,360,229,69,"2,860",369,388,364,273,"1,185","1,414","1,580","2,260","3,165",720,"1,477",525,"6,158","8,553","2,430","3,301"
2020,4,50,"46,990","1,473","3,063",279,514,220,743,505,193,"2,797",702,530,532,421,"1,301","1,762","2,089","2,476","3,509",788,"1,847",713,"6,226","8,224","2,960","3,123"
2020,4,60,"36,408","1,382","2,267",378,560,268,916,625,282,"2,075",859,521,519,408,"1,053","1,317","1,828","1,636","2,777",630,"1,680",644,"3,749","5,233","2,431","2,370"
2020,4,70,"21,127",946,"1,013",224,285,191,573,420,194,"1,026",523,375,344,307,762,839,"1,124",984,"1,534",452,"1,171",412,"2,105","2,597","1,265","1,461"
2020,4,80,"11,173",596,497,156,212,131,394,222,88,550,252,198,198,172,374,430,538,514,797,201,633,227,"1,108","1,379",564,742
2020,4,90,"1,831",84,96,13,23,23,83,43,12,88,45,25,40,44,64,72,92,90,121,36,82,28,168,226,110,123
2020,4,100,111,4,2,1,1,1,7,1,0,4,3,2,2,3,5,11,5,6,1,0,8,2,5,9,7,21
2020,5,총,"281,439","7,807","19,669","1,499","2,579","1,100","3,866","2,568",956,"17,330","3,529","3,600","2,977","2,347","8,969","9,997","11,994","15,195","21,405","4,644","11,974","4,636","35,881","49,642","16,849","20,426"
2020,5,0,"21,985",365,"2,288",27,111,25,120,73,18,"1,539",82,110,92,95,983,818,569,"1,345","1,782",350,440,161,"2,744","4,526","1,283","2,039"
2020,5,10,"27,394",483,"2,421",68,143,38,194,154,23,"1,716",167,195,148,124,686,769,890,"1,517","2,083",412,735,247,"4,503","6,122","1,380","2,176"
2020,5,20,"36,943",838,"1,889",129,256,42,241,173,37,"2,173",257,834,420,274,"1,066","1,254","1,903","2,189","2,702",550,"2,614","1,042","5,138","6,232","2,214","2,476"
2020,5,30,"34,570",693,"2,539",99,209,70,237,122,40,"2,449",277,422,316,228,"1,472","1,323","1,391","2,180","2,924",513,"1,283",631,"3,943","6,415","2,182","2,612"
2020,5,40,"42,604",928,"3,560",122,267,91,358,226,68,"2,874",366,387,370,273,"1,203","1,408","1,579","2,251","3,174",710,"1,476",524,"6,135","8,568","2,410","3,276"
2020,5,50,"47,033","1,482","3,079",277,510,220,739,503,191,"2,816",699,527,529,422,"1,296","1,756","2,062","2,469","3,497",787,"1,848",711,"6,264","8,273","2,955","3,121"
2020,5,60,"36,611","1,385","2,283",380,559,268,914,628,286,"2,084",863,522,515,409,"1,060","1,318","1,846","1,649","2,783",638,"1,677",648,"3,764","5,282","2,465","2,385"
2020,5,70,"21,096",940,"1,011",224,287,191,580,416,193,"1,036",518,378,348,303,753,838,"1,115",981,"1,537",440,"1,179",412,"2,093","2,605","1,265","1,453"
2020,5,80,"11,248",603,501,159,213,132,393,229,90,551,253,199,196,172,378,430,542,515,801,208,633,229,"1,118","1,383",578,742
2020,5,90,"1,846",86,96,13,23,22,83,43,10,88,44,24,41,44,67,72,92,93,121,36,81,29,174,227,112,125
2020,5,100,109,4,2,1,1,1,7,1,0,4,3,2,2,3,5,11,5,6,1,0,8,2,5,9,5,21
2020,6,총,"281,400","7,791","19,645","1,494","2,581","1,104","3,865","2,577",949,"17,343","3,538","3,600","2,969","2,341","8,961","9,987","12,004","15,172","21,391","4,624","11,998","4,599","35,847","49,709","16,862","20,449"
2020,6,0,"21,923",366,"2,256",28,112,25,123,75,16,"1,518",84,109,93,93,978,826,569,"1,337","1,797",346,434,153,"2,730","4,542","1,286","2,027"
2020,6,10,"27,298",478,"2,426",67,144,38,190,153,22,"1,723",165,192,146,123,684,762,889,"1,506","2,075",411,738,248,"4,499","6,092","1,363","2,164"
2020,6,20,"36,944",833,"1,891",130,255,42,246,176,38,"2,166",256,830,414,277,"1,056","1,246","1,903","2,194","2,688",549,"2,631","1,046","5,114","6,240","2,225","2,498"
2020,6,30,"34,462",702,"2,515",97,207,74,235,118,39,"2,441",270,425,317,226,"1,463","1,325","1,379","2,170","2,913",502,"1,292",624,"3,917","6,419","2,184","2,608"
2020,6,40,"42,559",921,"3,558",120,267,91,360,232,65,"2,890",371,392,370,270,"1,207","1,406","1,575","2,257","3,176",707,"1,466",517,"6,115","8,561","2,395","3,270"
2020,6,50,"47,007","1,469","3,093",273,515,219,740,504,188,"2,807",702,522,529,422,"1,288","1,751","2,061","2,460","3,493",778,"1,839",700,"6,269","8,297","2,951","3,137"
2020,6,60,"36,880","1,388","2,296",381,556,269,916,633,286,"2,110",872,524,516,411,"1,078","1,325","1,863","1,648","2,796",646,"1,688",641,"3,813","5,330","2,488","2,406"
2020,6,70,"21,050",946,"1,003",227,285,190,576,412,196,"1,039",519,378,347,301,752,831,"1,116",988,"1,527",439,"1,181",410,"2,077","2,598","1,271","1,441"
2020,6,80,"11,303",597,505,157,216,133,391,230,88,556,250,202,195,170,379,431,552,515,802,210,637,227,"1,131","1,392",587,750
2020,6,90,"1,867",87,101,13,23,22,81,43,11,89,46,23,40,45,71,73,92,91,123,36,84,31,178,229,107,128
2020,6,100,107,4,1,1,1,1,7,1,0,4,3,3,2,3,5,11,5,6,1,0,8,2,4,9,5,20
2020,7,총,"281,516","7,783","19,716","1,488","2,582","1,096","3,856","2,582",953,"17,391","3,556","3,587","2,974","2,322","8,942","9,954","12,014","15,126","21,357","4,619","11,996","4,576","35,864","49,850","16,871","20,461"
2020,7,0,"21,879",364,"2,254",29,109,26,123,74,15,"1,520",83,108,92,90,977,827,568,"1,317","1,789",344,438,157,"2,704","4,566","1,277","2,028"
2020,7,10,"27,200",471,"2,436",66,142,37,188,152,20,"1,727",167,192,148,123,673,758,890,"1,498","2,062",409,707,240,"4,499","6,064","1,374","2,157"
2020,7,20,"36,991",823,"1,906",129,258,41,240,182,37,"2,175",262,820,414,276,"1,060","1,237","1,907","2,200","2,658",555,"2,656","1,032","5,119","6,288","2,219","2,497"
2020,7,30,"34,419",688,"2,525",95,203,69,237,120,37,"2,443",275,426,318,220,"1,475","1,311","1,391","2,151","2,901",498,"1,297",627,"3,909","6,420","2,182","2,601"
2020,7,40,"42,543",925,"3,569",117,264,90,353,230,66,"2,893",376,393,377,267,"1,200","1,397","1,577","2,226","3,170",703,"1,453",507,"6,122","8,584","2,403","3,281"
2020,7,50,"47,025","1,475","3,114",274,520,214,742,497,189,"2,813",697,524,522,414,"1,275","1,751","2,052","2,473","3,500",782,"1,835",702,"6,256","8,313","2,941","3,150"
2020,7,60,"37,045","1,397","2,306",382,563,275,916,646,291,"2,127",882,523,517,413,"1,081","1,326","1,860","1,650","2,807",649,"1,695",637,"3,842","5,365","2,493","2,402"
2020,7,70,"21,056",947,996,226,280,189,575,410,196,"1,037",517,374,345,300,746,837,"1,117",991,"1,538",431,"1,187",410,"2,089","2,598","1,275","1,445"
2020,7,80,"11,379",604,508,156,220,132,389,227,90,563,248,202,197,170,377,426,555,524,807,211,637,230,"1,145","1,415",595,751
2020,7,90,"1,870",85,100,13,22,22,86,43,12,89,46,22,42,46,73,73,92,90,124,37,83,32,175,230,104,129
2020,7,100,109,4,2,1,1,1,7,1,0,4,3,3,2,3,5,11,5,6,1,0,8,2,4,7,8,20
2020,8,총,"281,854","7,782","19,783","1,489","2,593","1,092","3,874","2,594",962,"17,429","3,538","3,596","2,949","2,311","8,935","9,971","12,003","15,127","21,382","4,622","12,039","4,564","35,901","49,948","16,916","20,454"
2020,8,0,"21,827",358,"2,248",30,110,26,125,73,15,"1,518",81,101,87,90,969,821,564,"1,335","1,786",344,442,158,"2,687","4,565","1,279","2,015"
2020,8,10,"27,139",462,"2,456",66,142,37,183,156,24,"1,719",167,186,143,120,668,761,886,"1,492","2,047",408,689,235,"4,493","6,067","1,375","2,157"
2020,8,20,"37,103",818,"1,919",126,261,37,246,185,37,"2,189",254,842,406,277,"1,051","1,243","1,902","2,184","2,666",551,"2,685","1,039","5,130","6,303","2,230","2,522"
2020,8,30,"34,416",690,"2,512",99,202,69,240,118,39,"2,456",271,428,313,217,"1,475","1,323","1,389","2,156","2,915",499,"1,318",624,"3,921","6,393","2,177","2,572"
2020,8,40,"42,504",927,"3,587",117,262,91,361,229,66,"2,891",370,388,374,267,"1,199","1,387","1,574","2,218","3,168",708,"1,437",501,"6,111","8,586","2,414","3,271"
2020,8,50,"47,083","1,468","3,121",276,525,210,730,499,193,"2,819",692,525,523,407,"1,274","1,757","2,045","2,474","3,503",777,"1,842",698,"6,268","8,360","2,937","3,160"
2020,8,60,"37,310","1,413","2,337",385,566,280,928,648,291,"2,143",889,523,516,417,"1,091","1,333","1,871","1,659","2,824",655,"1,691",636,"3,866","5,416","2,513","2,419"
2020,8,70,"21,027",949,991,221,282,189,578,413,193,"1,029",516,373,344,297,746,832,"1,109",987,"1,534",429,"1,195",411,"2,101","2,594","1,279","1,435"
2020,8,80,"11,445",603,509,155,219,131,387,228,92,571,249,205,199,170,383,431,564,528,813,213,649,227,"1,146","1,423",595,755
2020,8,90,"1,889",91,101,13,23,21,89,44,12,90,46,22,42,46,74,72,94,88,125,38,83,33,173,234,108,127
2020,8,100,111,3,2,1,1,1,7,1,0,4,3,3,2,3,5,11,5,6,1,0,8,2,5,7,9,21
2020,9,총,"282,012","7,747","19,695","1,487","2,573","1,087","3,859","2,592",958,"17,441","3,528","3,611","2,926","2,278","8,952","9,937","11,953","15,113","21,304","4,606","12,047","4,536","35,717","49,702","17,678","20,685"
2020,9,0,"21,811",350,"2,215",30,108,25,119,72,14,"1,510",82,99,82,84,982,816,556,"1,325","1,791",344,449,154,"2,659","4,520","1,362","2,063"
2020,9,10,"27,073",458,"2,453",65,143,34,183,154,23,"1,715",167,184,145,118,680,766,877,"1,490","2,022",400,678,233,"4,446","6,015","1,462","2,162"
2020,9,20,"37,147",814,"1,917",131,256,38,244,184,35,"2,182",245,856,398,270,"1,044","1,232","1,884","2,173","2,655",553,"2,710","1,028","5,129","6,282","2,327","2,560"
2020,9,30,"34,356",683,"2,482",92,194,67,239,115,38,"2,437",273,430,308,211,"1,468","1,322","1,389","2,154","2,907",490,"1,317",620,"3,872","6,333","2,330","2,585"
2020,9,40,"42,487",910,"3,583",119,256,87,356,231,66,"2,901",366,389,374,259,"1,197","1,384","1,553","2,208","3,165",702,"1,434",500,"6,046","8,521","2,567","3,313"
2020,9,50,"47,079","1,475","3,089",273,526,211,723,495,195,"2,824",690,529,514,406,"1,278","1,732","2,048","2,483","3,460",772,"1,844",685,"6,262","8,343","3,039","3,183"
2020,9,60,"37,492","1,411","2,350",387,567,280,932,649,288,"2,164",891,520,518,413,"1,095","1,339","1,868","1,671","2,838",663,"1,689",639,"3,872","5,421","2,566","2,461"
2020,9,70,"21,034",946,992,218,283,190,577,416,193,"1,029",517,372,340,296,751,833,"1,119",977,"1,525",427,"1,184",410,"2,102","2,587","1,306","1,444"
2020,9,80,"11,511",608,507,158,215,134,391,231,94,580,249,207,202,173,380,431,560,538,814,216,649,231,"1,149","1,432",596,766
2020,9,90,"1,909",89,104,13,24,20,87,44,12,95,45,22,43,45,72,71,94,88,126,38,85,34,175,241,114,128
2020,9,100,113,3,3,1,1,1,8,1,0,4,3,3,2,3,5,11,5,6,1,1,8,2,5,7,9,20
2020,10,총,"282,320","7,717","19,584","1,476","2,569","1,093","3,863","2,581",957,"17,325","3,536","3,578","2,877","2,270","8,877","9,839","11,898","14,997","21,218","4,583","11,996","4,507","35,547","49,484","18,712","21,236"
2020,10,0,"21,789",345,"2,210",30,104,27,120,70,12,"1,484",81,99,76,86,966,797,545,"1,297","1,780",339,436,150,"2,626","4,481","1,499","2,129"
2020,10,10,"27,028",455,"2,434",63,142,34,188,150,25,"1,700",164,180,135,118,682,752,877,"1,486","2,006",398,657,231,"4,419","5,984","1,562","2,186"
2020,10,20,"37,163",816,"1,910",128,254,37,242,186,35,"2,165",246,848,394,269,"1,031","1,235","1,875","2,155","2,638",547,"2,692","1,012","5,117","6,249","2,433","2,649"
2020,10,30,"34,311",662,"2,447",89,194,68,235,114,40,"2,374",271,420,306,211,"1,456","1,288","1,367","2,134","2,879",483,"1,321",605,"3,819","6,214","2,578","2,736"
2020,10,40,"42,489",895,"3,546",119,256,85,356,230,65,"2,892",372,386,365,259,"1,189","1,369","1,555","2,183","3,159",700,"1,427",504,"5,972","8,488","2,750","3,367"
2020,10,50,"47,158","1,476","3,061",273,524,215,716,493,193,"2,821",684,521,504,401,"1,266","1,730","2,035","2,457","3,441",766,"1,836",678,"6,274","8,316","3,187","3,290"
2020,10,60,"37,720","1,420","2,365",387,571,281,938,646,290,"2,184",900,521,516,408,"1,085","1,329","1,866","1,671","2,843",667,"1,700",646,"3,876","5,462","2,643","2,505"
2020,10,70,"21,018",944,992,214,283,190,581,414,190,"1,030",514,372,336,299,740,824,"1,118",978,"1,523",425,"1,172",409,"2,106","2,592","1,328","1,444"
2020,10,80,"11,622",612,508,159,215,135,394,232,95,577,256,206,202,173,383,432,564,545,818,219,661,234,"1,161","1,453",606,782
2020,10,90,"1,907",88,108,13,25,20,85,45,12,95,45,22,41,43,74,72,92,85,130,37,87,36,172,238,115,127
2020,10,100,115,4,3,1,1,1,8,1,0,3,3,3,2,3,5,11,4,6,1,2,7,2,5,7,11,21
2020,11,총,"282,544","7,680","19,638","1,473","2,562","1,086","3,868","2,557",958,"17,289","3,507","3,584","2,868","2,248","8,874","9,736","11,857","14,975","21,184","4,582","11,957","4,522","35,476","49,413","18,981","21,669"
2020,11,0,"21,700",336,"2,227",27,101,27,116,66,12,"1,458",78,100,79,83,956,769,532,"1,303","1,765",342,420,155,"2,603","4,447","1,522","2,176"
2020,11,10,"26,998",454,"2,434",62,140,33,193,144,25,"1,703",162,178,130,118,683,753,872,"1,476","1,993",392,651,231,"4,393","5,980","1,584","2,214"
2020,11,20,"37,269",806,"1,913",129,253,38,245,189,34,"2,165",242,863,390,265,"1,032","1,229","1,873","2,149","2,639",544,"2,704","1,014","5,114","6,233","2,483","2,723"
2020,11,30,"34,239",657,"2,451",88,190,64,237,111,40,"2,350",258,409,304,208,"1,451","1,268","1,352","2,127","2,868",488,"1,302",606,"3,787","6,175","2,608","2,840"
2020,11,40,"42,500",890,"3,563",120,255,87,359,223,65,"2,898",375,383,356,254,"1,194","1,351","1,552","2,188","3,156",703,"1,431",504,"5,931","8,441","2,798","3,423"
2020,11,50,"47,171","1,456","3,058",271,524,211,706,489,193,"2,820",677,520,510,400,"1,262","1,719","2,025","2,439","3,423",761,"1,824",674,"6,286","8,350","3,227","3,346"
2020,11,60,"37,925","1,442","2,382",387,572,283,947,646,294,"2,175",899,520,517,403,"1,105","1,323","1,861","1,686","2,855",669,"1,704",656,"3,901","5,487","2,667","2,544"
2020,11,70,"21,018",933,988,214,280,191,581,412,187,"1,039",515,374,335,297,731,814,"1,117",972,"1,524",419,"1,165",411,"2,111","2,601","1,350","1,457"
2020,11,80,"11,691",612,509,161,218,130,393,233,96,583,255,212,202,175,383,421,578,541,828,226,660,234,"1,176","1,450",614,801
2020,11,90,"1,918",90,110,13,28,21,83,43,11,95,43,22,43,42,72,78,92,88,132,36,89,35,169,242,117,124
2020,11,100,115,4,3,1,1,1,8,1,1,3,3,3,2,3,5,11,3,6,1,2,7,2,5,7,11,21
2020,12,총,"282,765","7,694","19,670","1,478","2,575","1,086","3,874","2,551",959,"17,313","3,506","3,588","2,836","2,242","8,838","9,711","11,827","14,968","21,208","4,560","11,999","4,493","35,412","49,431","19,089","21,857"
2020,12,0,"21,669",343,"2,220",28,105,27,117,63,12,"1,452",78,102,77,80,942,768,529,"1,301","1,770",344,421,155,"2,559","4,451","1,539","2,186"
2020,12,10,"26,937",455,"2,451",61,133,33,191,144,24,"1,706",164,182,121,117,681,753,868,"1,471","1,977",382,654,232,"4,382","5,945","1,591","2,219"
2020,12,20,"37,345",792,"1,917",131,263,39,243,185,37,"2,153",245,863,385,264,"1,031","1,226","1,871","2,159","2,640",543,"2,727",990,"5,113","6,288","2,482","2,758"
2020,12,30,"34,254",665,"2,433",92,191,60,244,113,40,"2,362",249,402,305,211,"1,438","1,263","1,351","2,132","2,873",486,"1,309",607,"3,750","6,165","2,626","2,887"
2020,12,40,"42,476",892,"3,585",116,249,86,357,225,64,"2,902",378,385,350,250,"1,185","1,364","1,541","2,182","3,155",692,"1,437",492,"5,921","8,400","2,827","3,441"
2020,12,50,"47,024","1,447","3,056",270,529,208,703,485,194,"2,807",671,509,496,399,"1,257","1,695","2,001","2,422","3,415",756,"1,818",675,"6,268","8,342","3,237","3,364"
2020,12,60,"38,227","1,452","2,392",388,575,284,950,652,294,"2,204",906,527,523,403,"1,118","1,322","1,874","1,688","2,892",671,"1,707",655,"3,945","5,531","2,683","2,591"
2020,12,70,"21,021",934,988,213,281,195,579,404,182,"1,041",510,379,334,300,723,807,"1,117",973,"1,527",419,"1,170",414,"2,107","2,609","1,357","1,458"
2020,12,80,"11,775",618,513,164,219,133,396,237,100,591,257,213,201,174,386,426,576,548,829,229,655,236,"1,193","1,453",618,810
2020,12,90,"1,918",92,111,14,29,20,85,42,11,91,45,23,42,41,71,75,96,85,128,36,95,35,169,240,120,122
2020,12,100,119,4,4,1,1,1,9,1,1,4,3,3,2,3,6,12,3,7,2,2,6,2,5,7,9,21
2021,1,총,"282,693","7,676","19,661","1,473","2,565","1,071","3,833","2,545",965,"17,326","3,505","3,566","2,834","2,248","8,793","9,679","11,835","14,928","21,224","4,561","11,966","4,491","35,312","49,436","19,106","22,094"
2021,1,0,"21,512",336,"2,191",28,102,25,113,60,12,"1,455",79,100,74,79,929,756,516,"1,287","1,768",342,403,156,"2,513","4,439","1,536","2,213"
2021,1,10,"26,958",457,"2,455",60,132,31,188,145,25,"1,710",162,177,130,117,680,760,870,"1,459","1,981",382,659,228,"4,371","5,936","1,586","2,257"
2021,1,20,"37,219",784,"1,891",130,254,36,235,185,38,"2,155",247,842,382,269,"1,008","1,222","1,878","2,168","2,638",536,"2,688",985,"5,097","6,304","2,475","2,772"
2021,1,30,"34,164",657,"2,415",92,187,56,239,110,41,"2,347",247,404,304,213,"1,441","1,249","1,342","2,123","2,861",485,"1,320",618,"3,723","6,149","2,623","2,918"
2021,1,40,"42,433",887,"3,597",115,250,87,345,228,63,"2,892",374,385,356,247,"1,182","1,354","1,544","2,161","3,154",692,"1,418",485,"5,896","8,378","2,840","3,503"
2021,1,50,"46,940","1,444","3,068",259,527,207,701,477,190,"2,807",668,510,483,399,"1,252","1,687","1,987","2,408","3,401",755,"1,829",671,"6,270","8,331","3,223","3,386"
2021,1,60,"38,542","1,461","2,410",398,583,284,944,659,297,"2,225",910,528,524,399,"1,116","1,338","1,897","1,707","2,926",682,"1,720",661,"3,964","5,583","2,704","2,622"
2021,1,70,"21,007",932,996,211,282,193,582,402,185,"1,046",507,379,331,307,712,801,"1,113",968,"1,514",416,"1,171",406,"2,121","2,605","1,367","1,460"
2021,1,80,"11,862",619,522,165,218,131,393,237,100,588,263,214,206,174,395,426,587,555,851,232,657,243,"1,189","1,462",619,816
2021,1,90,"1,936",95,112,14,29,20,83,42,13,97,45,24,42,41,71,73,98,86,128,37,95,36,163,242,124,126
2021,1,100,120,4,4,1,1,1,10,0,1,4,3,3,2,3,7,13,3,6,2,2,6,2,5,7,9,21
2021,2,총,"283,141","7,676","19,730","1,468","2,574","1,072","3,821","2,537",963,"17,336","3,504","3,618","2,812","2,237","8,736","9,616","11,843","14,950","21,244","4,556","11,957","4,512","35,302","49,672","19,126","22,279"
2021,2,0,"21,496",337,"2,188",27,104,25,110,60,12,"1,449",80,101,82,77,917,747,513,"1,288","1,773",337,398,157,"2,493","4,461","1,535","2,225"
2021,2,10,"26,974",456,"2,463",58,130,28,189,142,23,"1,723",161,182,126,116,673,758,874,"1,462","1,966",380,685,225,"4,360","5,940","1,586","2,268"
2021,2,20,"37,291",770,"1,918",129,254,36,229,186,38,"2,145",239,880,373,264,997,"1,214","1,867","2,175","2,637",536,"2,679",998,"5,113","6,365","2,453","2,796"
2021,2,30,"34,144",658,"2,410",92,191,58,235,111,40,"2,344",243,406,306,214,"1,436","1,232","1,334","2,128","2,870",480,"1,303",610,"3,688","6,161","2,622","2,972"
2021,2,40,"42,396",889,"3,607",116,257,83,342,220,61,"2,879",375,391,353,245,"1,167","1,341","1,548","2,146","3,142",687,"1,400",497,"5,870","8,405","2,859","3,516"
