년도,월,나이,서울특별시,종로구,중구,용산구,성동구,광진구,동대문구,중랑구,성북구,강북구,도봉구,노원구,은평구,서대문구,마포구,양천구,강서구,구로구,금천구,영등포구,동작구,관악구,서초구,강남구,송파구,강동구
2021,10,총,"9,532,428","145,346","122,781","223,713","287,174","340,814","337,538","388,218","432,081","300,278","318,299","512,129","473,369","305,840","369,695","448,634","575,370","397,330","230,740","377,524","386,246","487,357","415,083","533,878","659,239","463,752"
2021,10,0,"590,061","7,095","6,370","12,800","19,409","18,036","19,667","21,552","27,677","14,359","17,314","30,882","27,862","19,059","23,889","29,869","37,142","26,201","11,814","25,068","23,226","20,229","32,177","34,921","48,769","34,674"
2021,10,10,"760,182","10,543","6,556","14,803","19,042","24,995","22,890","25,678","36,249","20,960","24,457","50,703","37,334","22,695","27,880","49,621","43,617","29,274","14,036","23,711","27,055","27,419","44,701","59,323","57,667","38,973"
2021,10,20,"1,430,877","22,957","18,289","32,985","43,902","61,881","56,418","54,531","65,978","41,376","41,841","70,528","65,639","49,234","61,607","57,821","86,103","53,997","37,158","58,952","65,208","108,486","52,702","71,334","91,040","60,910"
2021,10,30,"1,442,893","19,475","19,963","37,773","47,088","54,759","48,929","56,970","58,729","37,326","39,379","63,227","66,958","44,311","63,696","56,022","97,968","61,042","36,302","69,391","61,008","85,657","60,157","78,117","107,123","71,523"
2021,10,40,"1,486,100","21,176","17,474","33,935","43,487","50,620","49,068","55,899","67,840","44,259","46,407","82,087","74,154","45,500","60,023","76,775","89,476","61,442","31,827","55,582","57,327","66,015","75,528","97,979","107,274","74,946"
2021,10,50,"1,507,444","24,947","20,105","36,239","46,315","53,863","52,222","67,728","69,248","51,586","56,091","87,050","77,007","48,622","54,937","76,264","84,460","62,366","39,310","56,285","57,961","67,047","62,800","81,615","101,527","71,849"
2021,10,60,"1,283,216","20,331","17,978","29,101","37,664","44,019","47,408","60,530","56,748","47,218","51,186","70,484","66,739","39,656","41,020","60,138","79,216","57,400","34,523","48,205","50,439","60,066","48,183","61,343","87,273","66,348"
2021,10,70,"696,346","11,712","10,273","16,078","20,145","22,011","27,421","31,148","32,589","29,381","27,480","37,250","38,637","23,383","23,519","29,095","39,328","31,895","17,956","26,907","29,617","36,697","26,852","34,449","41,100","31,423"
2021,10,80,"291,651","6,115","4,905","8,511","8,914","9,336","11,999","12,488","14,929","12,323","12,341","17,259","16,825","11,709","11,415","11,248","15,451","12,132","6,886","11,830","12,492","13,986","10,137","12,463","14,820","11,137"
2021,10,90,"41,430",941,813,"1,399","1,146","1,229","1,434","1,612","2,017","1,439","1,684","2,556","2,082","1,550","1,604","1,710","2,514","1,529",881,"1,526","1,777","1,657","1,737","2,210","2,534","1,849"
2021,10,100,"2,228",54,55,89,62,65,82,82,77,51,119,103,132,121,105,71,95,52,47,67,136,98,109,124,112,120
2021,11,총,"9,520,880","145,073","122,673","223,442","286,599","340,339","337,316","387,667","431,313","299,792","317,943","511,275","473,468","305,443","369,238","448,061","574,789","397,058","230,839","377,048","386,051","486,427","413,363","533,557","658,841","463,265"
2021,11,0,"586,559","7,039","6,331","12,737","19,307","17,886","19,577","21,419","27,524","14,241","17,188","30,670","27,772","18,992","23,772","29,673","36,876","26,062","11,749","24,875","23,133","20,038","31,915","34,748","48,537","34,498"
2021,11,10,"758,445","10,465","6,508","14,737","18,960","24,899","22,831","25,540","36,126","20,886","24,395","50,547","37,284","22,593","27,810","49,595","43,598","29,264","13,989","23,688","26,999","27,225","44,569","59,332","57,694","38,911"
2021,11,20,"1,426,394","22,896","18,301","32,880","43,701","61,717","56,335","54,312","65,737","41,222","41,691","70,267","65,402","49,111","61,474","57,597","85,856","53,866","37,157","58,755","65,156","108,181","52,284","71,079","90,706","60,711"
2021,11,30,"1,440,774","19,473","19,935","37,791","46,926","54,722","48,953","56,942","58,591","37,237","39,291","63,104","67,046","44,269","63,605","55,897","97,858","61,026","36,463","69,331","60,911","85,627","59,772","77,808","106,869","71,327"
2021,11,40,"1,483,164","21,065","17,460","33,840","43,412","50,498","48,970","55,755","67,666","44,083","46,305","81,827","74,142","45,389","59,917","76,612","89,281","61,303","31,756","55,554","57,270","65,817","75,310","97,801","107,206","74,925"
2021,11,50,"1,507,704","24,982","20,067","36,206","46,281","53,833","52,235","67,614","69,261","51,687","56,044","87,015","77,137","48,671","54,978","76,239","84,467","62,345","39,326","56,242","58,069","67,015","62,606","81,885","101,643","71,856"
2021,11,60,"1,285,127","20,362","18,047","29,160","37,744","44,120","47,462","60,625","56,754","47,182","51,330","70,613","66,949","39,705","41,076","60,257","79,383","57,484","34,577","48,250","50,500","60,027","48,117","61,506","87,451","66,446"
2021,11,70,"695,892","11,659","10,236","16,040","20,106","21,959","27,352","31,161","32,536","29,342","27,496","37,252","38,603","23,314","23,463","29,116","39,339","31,907","17,968","26,871","29,575","36,685","26,781","34,506","41,198","31,427"
2021,11,80,"293,290","6,146","4,936","8,562","8,963","9,406","12,078","12,611","15,014","12,412","12,406","17,323","16,956","11,747","11,452","11,286","15,517","12,214","6,925","11,888","12,556","14,067","10,174","12,540","14,894","11,217"
2021,11,90,"41,521",944,804,"1,413","1,146","1,238","1,449","1,608","2,029","1,452","1,684","2,565","2,090","1,554","1,610","1,715","2,522","1,537",885,"1,529","1,754","1,651","1,738","2,230","2,543","1,831"
2021,11,100,"2,010",42,48,76,53,61,74,80,75,48,113,92,87,98,81,74,92,50,44,65,128,94,97,122,100,116
2021,12,총,"9,509,458","144,683","122,499","222,953","285,990","339,996","337,400","387,350","430,528","299,182","317,366","510,956","473,307","304,819","368,905","447,302","574,315","396,754","230,811","376,837","385,483","485,699","412,279","533,042","658,338","462,664"
2021,12,0,"583,683","6,984","6,299","12,653","19,222","17,744","19,590","21,285","27,326","14,148","17,044","30,658","27,655","18,881","23,661","29,534","36,646","25,967","11,676","24,756","22,992","19,843","31,699","34,726","48,373","34,321"
2021,12,10,"756,136","10,381","6,474","14,692","18,903","24,774","22,767","25,432","35,986","20,796","24,311","50,312","37,208","22,493","27,705","49,472","43,517","29,191","13,955","23,640","26,967","27,057","44,477","59,141","57,635","38,850"
2021,12,20,"1,422,277","22,802","18,309","32,778","43,463","61,616","56,271","54,128","65,580","41,001","41,496","69,956","65,282","48,896","61,353","57,388","85,652","53,703","37,202","58,693","64,882","108,154","52,009","70,774","90,422","60,467"
2021,12,30,"1,439,279","19,470","19,886","37,719","46,815","54,715","49,023","57,025","58,415","37,120","39,246","63,138","67,027","44,235","63,597","55,657","97,831","61,071","36,570","69,403","60,826","85,556","59,545","77,662","106,630","71,097"
2021,12,40,"1,480,780","20,969","17,379","33,781","43,346","50,470","49,002","55,710","67,446","43,923","46,156","81,770","74,103","45,250","59,819","76,508","89,266","61,183","31,638","55,441","57,207","65,543","75,078","97,729","107,209","74,854"
2021,12,50,"1,507,194","24,957","20,043","36,122","46,154","53,801","52,243","67,518","69,280","51,700","56,006","87,029","77,244","48,640","54,962","76,170","84,408","62,294","39,348","56,262","58,073","67,025","62,579","81,956","101,614","71,766"
2021,12,60,"1,285,922","20,352","18,083","29,169","37,768","44,152","47,532","60,705","56,803","47,172","51,366","70,747","67,015","39,700","41,205","60,280","79,382","57,489","34,564","48,250","50,478","59,970","48,095","61,527","87,536","66,582"
2021,12,70,"695,800","11,637","10,221","15,960","20,111","21,933","27,290","31,176","32,464","29,304","27,483","37,296","38,521","23,288","23,378","29,215","39,405","31,972","17,974","26,867","29,582","36,640","26,738","34,567","41,260","31,518"
2021,12,80,"295,009","6,149","4,967","8,591","9,002","9,495","12,143","12,702","15,136","12,507","12,478","17,393","17,089","11,802","11,521","11,300","15,603","12,288","6,976","11,950","12,617","14,186","10,219","12,600","15,002","11,293"
2021,12,90,"41,735",950,812,"1,417","1,158","1,246","1,470","1,602","2,027","1,466","1,691","2,571","2,091","1,561","1,632","1,721","2,523","1,554",878,"1,522","1,775","1,664","1,747","2,254","2,567","1,836"
2021,12,100,"1,643",32,26,71,48,50,69,67,65,45,89,86,72,73,72,57,82,42,30,53,84,61,93,106,90,80
