년도,월,나이,서울특별시,종로구,중구,용산구,성동구,광진구,동대문구,중랑구,성북구,강북구,도봉구,노원구,은평구,서대문구,마포구,양천구,강서구,구로구,금천구,영등포구,동작구,관악구,서초구,강남구,송파구,강동구
2020,2,70,"688,818","12,597","10,420","17,207","20,466","22,062","28,024","30,507","33,382","29,674","27,197","36,778","38,333","24,282","24,407","27,350","37,872","30,758","17,593","26,493","29,238","36,421","26,766","33,177","38,845","28,969"
2020,2,80,"263,939","5,747","4,627","8,276","8,150","8,408","10,916","11,056","13,556","10,791","11,058","15,742","14,880","10,730","10,637","10,275","14,082","10,676","6,068","10,753","11,279","12,272","9,371","11,234","13,506","9,849"
2020,2,90,"40,404","1,026",848,"1,555","1,120","1,222","1,547","1,545","1,937","1,428","1,592","2,309","2,034","1,561","1,558","1,608","2,347","1,419",785,"1,495","1,701","1,600","1,784","2,213","2,410","1,760"
2020,2,100,"6,380",259,195,362,235,203,287,193,366,236,166,261,407,281,323,168,222,162,170,273,301,310,215,273,276,236
2020,3,총,"9,733,655","151,217","126,175","229,579","299,042","350,417","346,156","395,619","442,494","312,985","331,238","531,037","478,019","312,642","374,570","456,339","589,302","405,837","232,583","371,903","395,014","499,374","430,568","544,804","674,095","452,646"
2020,3,0,"655,134","8,059","7,193","14,054","21,364","21,056","21,750","24,045","30,496","17,037","20,099","35,393","30,889","20,674","26,205","32,950","42,840","29,871","13,405","25,632","26,039","24,248","35,662","38,588","52,870","34,715"
2020,3,10,"810,349","11,570","7,261","16,219","21,142","27,146","25,089","27,948","38,896","23,182","26,970","55,811","39,917","24,633","29,457","51,854","46,611","31,055","15,446","24,714","29,107","30,334","45,661","60,013","60,719","39,594"
2020,3,20,"1,461,212","23,472","18,535","33,128","45,724","62,144","55,488","56,113","66,839","43,426","44,719","74,040","66,182","49,530","61,165","60,438","87,486","55,597","36,517","57,774","66,625","108,343","56,332","75,431","95,566","60,598"
2020,3,30,"1,501,662","20,290","20,418","38,146","50,243","57,503","51,236","58,815","61,360","40,231","42,632","66,867","68,647","45,358","65,355","59,014","101,665","64,219","35,523","66,863","63,399","88,225","66,164","85,013","113,764","70,712"
2020,3,40,"1,558,128","22,935","18,507","36,126","46,647","54,137","52,086","58,866","71,972","48,619","50,385","89,167","77,681","48,394","62,380","80,407","92,942","64,088","33,909","55,923","60,178","70,260","78,585","100,367","110,367","73,200"
2020,3,50,"1,537,114","25,736","20,982","36,659","48,272","55,342","54,332","70,407","69,937","53,437","58,173","88,633","76,951","49,654","54,409","76,779","88,423","63,664","41,112","56,524","59,002","69,117","62,960","80,054","103,986","72,569"
2020,3,60,"1,205,699","19,489","17,114","27,808","35,585","41,004","45,248","55,873","53,548","44,717","48,082","65,809","61,966","37,358","38,555","55,248","74,524","54,040","31,918","45,258","47,934","58,015","46,913","58,283","81,491","59,919"
2020,3,70,"691,028","12,580","10,471","17,196","20,493","22,163","28,093","30,639","33,465","29,719","27,254","36,861","38,381","24,350","24,419","27,475","38,030","30,905","17,649","26,596","29,339","36,481","26,841","33,273","39,033","29,322"
2020,3,80,"266,097","5,792","4,648","8,309","8,199","8,482","10,985","11,178","13,654","10,932","11,147","15,845","14,960","10,818","10,723","10,374","14,188","10,789","6,130","10,847","11,372","12,411","9,445","11,289","13,589","9,991"
2020,3,90,"40,809","1,033",851,"1,571","1,135","1,235","1,559","1,541","1,959","1,447","1,611","2,349","2,035","1,591","1,579","1,628","2,371","1,444",805,"1,501","1,717","1,631","1,787","2,214","2,429","1,786"
2020,3,100,"6,423",261,195,363,238,205,290,194,368,238,166,262,410,282,323,172,222,165,169,271,302,309,218,279,281,240
2020,4,총,"9,726,787","150,936","126,126","229,369","298,249","350,016","345,793","395,072","442,174","312,691","330,707","530,302","477,973","312,809","374,426","457,132","588,281","405,271","232,396","372,225","394,988","498,978","429,729","543,240","672,862","455,042"
2020,4,0,"651,713","8,008","7,151","14,009","21,235","20,870","21,632","23,873","30,342","16,918","19,959","35,152","30,744","20,662","26,103","33,029","42,474","29,660","13,319","25,557","25,917","23,994","35,378","38,286","52,554","34,887"
2020,4,10,"806,853","11,479","7,225","16,102","21,009","27,020","24,944","27,815","38,710","23,034","26,768","55,535","39,795","24,532","29,337","51,790","46,391","30,900","15,373","24,590","29,012","30,207","45,622","59,654","60,428","39,581"
2020,4,20,"1,461,968","23,445","18,542","33,169","45,594","62,239","55,680","56,018","66,901","43,427","44,681","73,988","66,213","49,833","61,227","60,469","87,486","55,535","36,555","57,867","66,694","108,515","56,216","75,265","95,448","60,961"
2020,4,30,"1,499,396","20,235","20,384","38,064","50,127","57,371","51,100","58,561","61,363","40,093","42,446","66,731","68,708","45,332","65,335","59,234","101,236","63,911","35,505","67,056","63,322","88,036","65,808","84,685","113,443","71,310"
2020,4,40,"1,553,951","22,848","18,457","36,042","46,352","53,910","51,893","58,681","71,636","48,474","50,084","88,827","77,439","48,237","62,253","80,329","92,731","63,949","33,810","55,908","60,118","70,071","78,465","99,952","110,072","73,413"
2020,4,50,"1,535,950","25,727","20,990","36,669","48,151","55,278","54,191","70,332","69,943","53,412","58,164","88,537","76,944","49,621","54,393","76,825","88,164","63,584","40,962","56,469","58,976","69,087","62,907","80,028","103,770","72,826"
2020,4,60,"1,209,291","19,493","17,138","27,863","35,668","41,172","45,340","56,063","53,707","44,852","48,276","66,025","62,167","37,490","38,648","55,583","74,715","54,216","32,020","45,441","48,084","58,039","46,926","58,265","81,654","60,446"
2020,4,70,"692,568","12,579","10,516","17,178","20,496","22,195","28,072","30,748","33,494","29,767","27,348","36,962","38,455","24,346","24,444","27,609","38,207","31,027","17,681","26,656","29,388","36,596","26,915","33,308","39,089","29,492"
2020,4,80,"267,588","5,814","4,670","8,336","8,244","8,509","11,080","11,235","13,742","11,017","11,195","15,899","15,054","10,876","10,772","10,440","14,260","10,882","6,194","10,896","11,449","12,470","9,487","11,312","13,685","10,070"
2020,4,90,"41,039","1,045",856,"1,572","1,135","1,246","1,565","1,550","1,961","1,455","1,620","2,385","2,042","1,599","1,590","1,652","2,392","1,440",807,"1,511","1,725","1,652","1,789","2,201","2,436","1,813"
2020,4,100,"6,470",263,197,365,238,206,296,196,375,242,166,261,412,281,324,172,225,167,170,274,303,311,216,284,283,243
2020,5,총,"9,724,496","150,623","126,120","229,393","297,820","349,800","345,815","394,982","442,148","312,270","330,149","529,617","478,029","312,869","374,837","458,181","587,553","405,030","232,425","372,568","395,180","499,431","429,340","541,915","672,089","456,312"
2020,5,0,"648,909","7,948","7,113","13,968","21,133","20,774","21,584","23,795","30,189","16,805","19,825","34,989","30,614","20,633","26,009","33,083","42,183","29,415","13,258","25,506","25,852","23,869","35,174","38,023","52,265","34,902"
2020,5,10,"803,192","11,368","7,188","16,011","20,911","26,803","24,802","27,667","38,579","22,916","26,651","55,137","39,616","24,405","29,224","51,664","46,184","30,812","15,290","24,526","28,860","30,010","45,479","59,435","60,137","39,517"
2020,5,20,"1,463,920","23,432","18,564","33,190","45,596","62,450","55,941","56,090","67,090","43,391","44,508","73,995","66,251","49,970","61,568","60,666","87,368","55,544","36,586","57,944","66,831","109,054","56,232","75,174","95,325","61,160"
2020,5,30,"1,498,555","20,175","20,356","38,129","50,017","57,272","51,044","58,501","61,348","39,957","42,280","66,600","68,701","45,318","65,486","59,527","101,119","63,724","35,612","67,220","63,364","88,167","65,541","84,261","113,227","71,609"
2020,5,40,"1,550,099","22,720","18,453","35,958","46,158","53,749","51,751","58,487","71,440","48,238","49,892","88,464","77,244","48,072","62,124","80,275","92,483","63,915","33,610","55,814","60,013","69,911","78,286","99,688","109,852","73,502"
2020,5,50,"1,536,375","25,763","20,973","36,700","48,100","55,236","54,124","70,294","69,958","53,424","58,076","88,497","77,058","49,692","54,455","77,067","88,027","63,568","40,988","56,478","59,020","69,028","63,093","80,020","103,761","72,975"
2020,5,60,"1,211,955","19,510","17,163","27,919","35,688","41,299","45,443","56,229","53,770","44,914","48,444","66,218","62,297","37,550","38,749","55,794","74,848","54,322","32,088","45,567","48,215","58,123","47,020","58,160","81,799","60,826"
2020,5,70,"694,958","12,571","10,570","17,205","20,551","22,208","28,123","30,871","33,615","29,838","27,435","37,087","38,614","24,410","24,486","27,799","38,364","31,169","17,763","26,771","29,471","36,752","26,993","33,361","39,257","29,674"
2020,5,80,"268,829","5,825","4,686","8,381","8,272","8,553","11,136","11,289","13,809","11,078","11,249","15,977","15,162","10,940","10,796","10,481","14,342","10,946","6,249","10,935","11,514","12,540","9,515","11,325","13,742","10,087"
2020,5,90,"41,193","1,044",858,"1,567","1,155","1,248","1,569","1,562","1,973","1,465","1,619","2,388","2,059","1,597","1,615","1,652","2,402","1,446",810,"1,533","1,734","1,663","1,790","2,187","2,440","1,817"
2020,5,100,"6,511",267,196,365,239,208,298,197,377,244,170,265,413,282,325,173,233,169,171,274,306,314,217,281,284,243
2020,6,총,"9,720,846","150,383","126,092","229,431","297,397","349,574","345,593","394,414","441,812","311,773","329,560","528,887","479,524","312,720","374,390","457,953","586,936","405,075","232,250","373,349","395,165","499,740","428,919","541,233","671,512","457,164"
2020,6,0,"646,238","7,896","7,097","13,911","21,109","20,639","21,501","23,635","30,057","16,688","19,722","34,803","30,772","20,526","25,880","32,920","41,898","29,305","13,177","25,506","25,743","23,738","34,987","37,764","52,088","34,876"
2020,6,10,"800,377","11,309","7,131","15,964","20,801","26,686","24,666","27,525","38,439","22,772","26,525","54,845","39,501","24,301","29,114","51,445","46,095","30,719","15,184","24,509","28,744","29,841","45,385","59,345","60,029","39,502"
2020,6,20,"1,465,500","23,446","18,565","33,267","45,629","62,568","56,126","56,031","67,142","43,321","44,403","73,904","66,477","50,162","61,673","60,646","87,374","55,607","36,679","58,085","66,994","109,702","56,151","75,092","95,128","61,328"
2020,6,30,"1,496,864","20,146","20,393","38,124","49,882","57,165","50,989","58,354","61,234","39,819","42,124","66,407","69,113","45,224","65,359","59,494","100,911","63,726","35,545","67,487","63,297","88,200","65,310","83,871","112,898","71,792"
2020,6,40,"1,547,624","22,641","18,388","35,934","46,019","53,563","51,593","58,319","71,370","48,072","49,719","88,202","77,391","47,981","61,932","80,086","92,386","63,841","33,521","55,855","59,954","69,777","78,145","99,535","109,796","73,604"
2020,6,50,"1,532,341","25,662","20,939","36,658","47,891","55,069","53,931","69,966","69,723","53,257","57,772","88,369","77,074","49,544","54,313","76,969","87,694","63,382","40,764","56,425","58,886","68,763","63,057","79,987","103,472","72,774"
2020,6,60,"1,217,518","19,556","17,228","28,050","35,811","41,560","45,632","56,521","53,944","45,085","48,708","66,496","62,685","37,735","38,860","56,132","75,130","54,624","32,300","45,835","48,396","58,318","47,187","58,290","82,167","61,268"
2020,6,70,"697,099","12,595","10,601","17,202","20,572","22,281","28,113","30,967","33,713","29,939","27,527","37,196","38,790","24,418","24,522","27,938","38,424","31,264","17,830","26,869","29,540","36,849","27,143","33,507","39,466","29,833"
2020,6,80,"269,405","5,812","4,695","8,376","8,295","8,577","11,153","11,328","13,832","11,113","11,260","15,997","15,235","10,949","10,797","10,483","14,378","10,991","6,262","10,986","11,556","12,571","9,526","11,362","13,759","10,112"
2020,6,90,"41,346","1,053",858,"1,582","1,147","1,255","1,587","1,569","1,983","1,463","1,628","2,396","2,072","1,596","1,614","1,667","2,417","1,448",815,"1,520","1,747","1,665","1,809","2,197","2,424","1,834"
2020,6,100,"6,534",267,197,363,241,211,302,199,375,244,172,272,414,284,326,173,229,168,173,272,308,316,219,283,285,241
2020,7,총,"9,715,429","150,183","125,970","229,432","296,896","349,258","345,156","394,293","441,188","311,198","328,822","527,981","481,184","312,264","374,036","457,543","586,279","405,260","231,939","374,097","394,905","499,729","428,252","540,636","671,589","457,339"
2020,7,0,"643,327","7,825","7,079","13,858","21,038","20,486","21,379","23,574","29,881","16,552","19,565","34,557","30,916","20,368","25,719","32,673","41,629","29,240","13,107","25,502","25,623","23,610","34,813","37,580","51,958","34,795"
2020,7,10,"797,290","11,246","7,097","15,897","20,659","26,555","24,448","27,414","38,215","22,661","26,377","54,561","39,424","24,204","28,993","51,364","45,890","30,632","15,049","24,455","28,646","29,649","45,295","59,295","59,916","39,348"
2020,7,20,"1,465,057","23,436","18,570","33,262","45,597","62,624","56,186","55,983","67,068","43,225","44,218","73,807","66,708","50,100","61,779","60,545","87,438","55,650","36,615","58,198","66,937","109,885","55,999","74,888","94,960","61,379"
2020,7,30,"1,493,859","20,125","20,323","38,096","49,760","56,967","50,808","58,291","61,044","39,594","41,954","66,120","69,516","45,126","65,173","59,257","100,609","63,700","35,490","67,767","63,195","88,113","64,949","83,479","112,713","71,690"
2020,7,40,"1,545,423","22,569","18,363","35,883","45,846","53,492","51,547","58,239","71,199","47,905","49,523","87,864","77,485","47,846","61,826","79,900","92,216","63,800","33,435","55,956","59,880","69,715","77,953","99,469","109,945","73,567"
2020,7,50,"1,531,558","25,645","20,922","36,668","47,765","55,005","53,808","69,861","69,650","53,133","57,684","88,319","77,331","49,530","54,299","77,009","87,553","63,446","40,701","56,411","58,825","68,746","63,129","79,981","103,405","72,732"
2020,7,60,"1,220,667","19,608","17,221","28,167","35,886","41,684","45,702","56,685","54,114","45,202","48,819","66,661","63,053","37,767","38,913","56,323","75,292","54,744","32,362","45,960","48,528","58,392","47,266","58,364","82,437","61,517"
2020,7,70,"699,735","12,564","10,625","17,244","20,621","22,344","28,208","31,084","33,759","30,018","27,595","37,353","38,942","24,481","24,544","28,125","38,585","31,359","17,906","27,038","29,610","36,976","27,283","33,665","39,742","30,064"
2020,7,80,"270,476","5,835","4,710","8,396","8,332","8,619","11,188","11,391","13,889","11,190","11,306","16,068","15,316","10,947","10,847","10,509","14,418","11,064","6,290","10,999","11,591","12,645","9,551","11,422","13,789","10,164"
2020,7,90,"41,465","1,063",861,"1,596","1,153","1,269","1,579","1,569","1,991","1,474","1,606","2,395","2,078","1,612","1,616","1,662","2,422","1,452",808,"1,537","1,764","1,681","1,793","2,206","2,441","1,837"
2020,7,100,"6,572",267,199,365,239,213,303,202,378,244,175,276,415,283,327,176,227,173,176,274,306,317,221,287,283,246
2020,8,총,"9,708,247","149,962","125,990","229,362","296,183","348,647","344,650","395,788","440,395","310,555","328,014","526,718","481,729","312,632","373,620","456,980","584,920","405,495","232,013","375,133","394,118","499,316","427,237","540,148","671,312","457,330"
2020,8,0,"639,596","7,748","7,061","13,754","20,901","20,287","21,225","23,753","29,627","16,395","19,393","34,289","30,770","20,389","25,586","32,452","41,165","29,072","12,972","25,613","25,371","23,353","34,603","37,384","51,766","34,667"
2020,8,10,"794,131","11,161","7,041","15,854","20,487","26,437","24,308","27,345","38,011","22,538","26,252","54,189","39,324","24,072","28,812","51,248","45,640","30,598","14,966","24,373","28,451","29,466","45,233","59,368","59,703","39,254"
2020,8,20,"1,465,467","23,435","18,572","33,229","45,461","62,707","56,285","56,162","67,160","43,103","44,061","73,591","66,929","50,313","61,939","60,452","87,398","55,617","36,878","58,387","66,973","110,060","55,827","74,683","94,884","61,361"
2020,8,30,"1,490,070","20,087","20,332","38,043","49,558","56,699","50,609","58,610","60,726","39,437","41,708","65,815","69,477","45,164","65,008","58,927","100,237","63,749","35,441","68,153","62,865","87,904","64,508","83,070","112,384","71,559"
2020,8,40,"1,542,023","22,460","18,298","35,864","45,723","53,260","51,369","58,364","70,876","47,640","49,331","87,517","77,426","47,845","61,604","79,699","91,876","63,735","33,345","55,990","59,633","69,507","77,731","99,451","109,892","73,587"
2020,8,50,"1,529,802","25,640","20,880","36,702","47,585","54,926","53,632","69,981","69,586","53,052","57,489","88,167","77,422","49,484","54,235","76,942","87,275","63,466","40,616","56,511","58,745","68,639","63,069","79,875","103,290","72,593"
2020,8,60,"1,225,960","19,666","17,337","28,281","36,056","41,831","45,876","57,147","54,355","45,342","49,003","66,909","63,416","38,019","39,064","56,592","75,453","55,048","32,511","46,123","48,699","58,565","47,339","58,579","82,929","61,820"
2020,8,70,"700,846","12,571","10,650","17,248","20,636","22,360","28,199","31,176","33,703","30,061","27,641","37,375","39,004","24,436","24,484","28,263","38,725","31,430","17,968","27,132","29,651","37,065","27,309","33,738","39,859","30,162"
2020,8,80,"271,967","5,866","4,748","8,420","8,369","8,655","11,257","11,457","13,951","11,244","11,351","16,173","15,459","11,009","10,924","10,548","14,466","11,135","6,324","11,037","11,635","12,745","9,602","11,501","13,854","10,237"
2020,8,90,"41,753","1,058",871,"1,599","1,164","1,269","1,585","1,587","2,018","1,496","1,610","2,413","2,087","1,617","1,634","1,675","2,456","1,472",817,"1,536","1,785","1,697","1,794","2,209","2,464","1,840"
2020,8,100,"6,632",270,200,368,243,216,305,206,382,247,175,280,415,284,330,182,229,173,175,278,310,315,222,290,287,250
2020,9,총,"9,699,232","149,952","125,800","229,786","295,591","348,064","344,416","395,997","439,719","309,996","327,248","525,486","481,546","313,212","373,508","456,240","583,544","405,579","232,157","375,630","393,554","498,574","426,009","539,235","670,331","458,058"
2020,9,0,"635,833","7,700","7,002","13,686","20,819","20,085","21,150","23,628","29,428","16,272","19,265","33,894","30,528","20,518","25,473","32,245","40,653","28,894","12,889","25,570","25,180","23,180","34,382","37,109","51,485","34,798"
2020,9,10,"791,463","11,186","6,953","15,862","20,350","26,350","24,157","27,292","37,769","22,444","26,089","53,951","39,230","23,946","28,679","51,143","45,452","30,506","14,894","24,377","28,295","29,284","45,213","59,356","59,507","39,178"
2020,9,20,"1,464,445","23,419","18,575","33,313","45,320","62,726","56,360","56,186","67,151","43,070","43,900","73,476","66,939","50,508","62,144","60,262","87,305","55,577","37,077","58,459","66,927","109,815","55,525","74,411","94,675","61,325"
2020,9,30,"1,486,072","20,077","20,262","38,070","49,399","56,455","50,498","58,549","60,552","39,248","41,443","65,445","69,264","45,239","64,951","58,642","99,795","63,717","35,492","68,214","62,641","87,705","64,086","82,606","111,911","71,811"
2020,9,40,"1,538,386","22,394","18,261","35,840","45,564","52,997","51,161","58,307","70,532","47,373","49,149","87,143","77,341","47,815","61,454","79,526","91,628","63,608","33,264","56,029","59,457","69,332","77,507","99,286","109,694","73,724"
2020,9,50,"1,528,701","25,609","20,842","36,870","47,501","54,870","53,604","69,972","69,637","52,910","57,353","88,081","77,485","49,583","54,242","76,788","86,925","63,543","40,527","56,576","58,728","68,515","62,985","79,904","103,165","72,486"
2020,9,60,"1,230,721","19,760","17,376","28,456","36,213","42,031","46,053","57,481","54,528","45,556","49,173","67,130","63,671","38,237","39,173","56,791","75,744","55,325","32,664","46,276","48,837","58,814","47,362","58,719","83,241","62,110"
2020,9,70,"701,306","12,556","10,665","17,255","20,619","22,372","28,198","31,226","33,681","30,035","27,670","37,384","39,003","24,390","24,423","28,378","38,774","31,519","17,983","27,162","29,685","37,055","27,275","33,781","39,963","30,254"
2020,9,80,"273,467","5,907","4,770","8,452","8,383","8,698","11,328","11,558","14,032","11,337","11,392","16,253","15,569","11,057","10,970","10,600","14,534","11,225","6,355","11,121","11,690","12,843","9,649","11,553","13,924","10,267"
2020,9,90,"42,160","1,073",893,"1,615","1,179","1,259","1,600","1,590","2,029","1,506","1,633","2,445","2,099","1,635","1,664","1,677","2,501","1,491",835,"1,567","1,800","1,716","1,802","2,221","2,476","1,854"
2020,9,100,"6,678",271,201,367,244,221,307,208,380,245,181,284,417,284,335,188,233,174,177,279,314,315,223,289,290,251
2020,10,총,"9,689,159","149,703","125,641","230,044","294,895","347,615","343,819","395,572","438,973","309,245","326,617","524,515","481,165","312,781","372,905","455,649","582,586","405,481","232,173","376,924","392,674","497,082","425,558","540,127","668,920","458,495"
2020,10,0,"631,458","7,661","6,950","13,621","20,671","19,904","21,010","23,403","29,240","16,064","19,093","33,609","30,276","20,361","25,247","31,992","40,226","28,686","12,791","25,653","24,974","22,857","34,246","37,042","51,124","34,757"
2020,10,10,"788,199","11,115","6,923","15,785","20,137","26,212","23,960","27,097","37,525","22,315","25,936","53,693","39,027","23,827","28,544","51,090","45,209","30,406","14,832","24,378","28,125","28,987","45,253","59,427","59,293","39,103"
2020,10,20,"1,462,526","23,366","18,590","33,363","45,274","62,784","56,383","56,186","67,046","42,936","43,691","73,458","67,008","50,437","62,029","60,090","87,210","55,529","37,081","58,616","66,725","109,402","55,336","74,334","94,358","61,294"
2020,10,30,"1,482,049","20,035","20,172","38,116","49,241","56,208","50,297","58,379","60,373","39,056","41,286","65,099","69,007","45,232","64,802","58,409","99,547","63,588","35,497","68,579","62,429","87,418","63,676","82,464","111,302","71,837"
2020,10,40,"1,534,932","22,317","18,168","35,799","45,357","52,866","51,005","58,169","70,233","47,163","48,924","86,820","77,183","47,649","61,205","79,327","91,429","63,508","33,179","56,168","59,214","69,025","77,551","99,370","109,438","73,865"
2020,10,50,"1,528,085","25,571","20,796","36,995","47,459","54,868","53,465","69,885","69,590","52,804","57,283","87,969","77,457","49,526","54,332","76,752","86,760","63,571","40,533","56,716","58,663","68,372","63,003","80,334","102,983","72,398"
2020,10,60,"1,235,472","19,823","17,457","28,621","36,309","42,162","46,221","57,706","54,718","45,695","49,401","67,334","63,991","38,338","39,313","57,035","76,018","55,582","32,807","46,504","48,956","58,995","47,483","59,011","83,538","62,454"
2020,10,70,"702,248","12,535","10,683","17,257","20,587","22,402","28,170","31,330","33,707","30,059","27,686","37,456","39,001","24,338","24,400","28,436","38,814","31,640","18,005","27,215","29,703","37,054","27,292","33,983","40,104","30,391"
2020,10,80,"275,146","5,932","4,806","8,500","8,434","8,728","11,423","11,628","14,121","11,408","11,498","16,320","15,684","11,138","11,017","10,644","14,626","11,297","6,422","11,230","11,764","12,930","9,685","11,643","13,993","10,275"
2020,10,90,"42,352","1,076",896,"1,620","1,178","1,261","1,577","1,585","2,040","1,501","1,638","2,474","2,106","1,646","1,678","1,684","2,513","1,500",850,"1,585","1,810","1,728","1,805","2,231","2,496","1,874"
2020,10,100,"6,692",272,200,367,248,220,308,204,380,244,181,283,425,289,338,190,234,174,176,280,311,314,228,288,291,247
2020,11,총,"9,679,771","149,549","125,505","230,151","294,272","347,285","343,377","395,194","438,051","308,569","326,082","523,708","480,617","312,325","372,320","455,058","581,909","405,194","232,003","378,276","391,896","496,059","425,431","539,838","668,498","458,604"
2020,11,0,"627,357","7,590","6,886","13,570","20,585","19,699","20,916","23,221","29,035","15,862","18,941","33,311","29,988","20,220","25,086","31,741","39,975","28,470","12,692","25,757","24,743","22,611","34,016","36,885","50,930","34,627"
2020,11,10,"785,233","11,066","6,854","15,705","19,970","26,132","23,758","26,942","37,306","22,203","25,824","53,482","38,854","23,717","28,419","50,988","44,994","30,290","14,761","24,312","28,006","28,766","45,318","59,356","59,193","39,017"
2020,11,20,"1,461,133","23,386","18,634","33,428","45,145","62,813","56,374","56,133","66,978","42,855","43,572","73,401","67,013","50,391","61,920","59,949","87,160","55,482","37,047","58,736","66,657","109,232","55,230","74,139","94,136","61,322"
2020,11,30,"1,478,727","19,982","20,117","38,103","49,138","56,116","50,251","58,262","60,104","38,851","41,166","64,855","68,802","45,139","64,657","58,110","99,381","63,390","35,558","68,970","62,289","87,131","63,451","82,137","110,988","71,779"
