년도,월,나이,전라남도 화순군,전라남도 화순군 화순읍,전라남도 화순군 한천면,전라남도 화순군 한천면영외출장소,전라남도 화순군 춘양면,전라남도 화순군 청풍면,전라남도 화순군 이양면,전라남도 화순군 능주면,전라남도 화순군 도곡면,전라남도 화순군 도암면,전라남도 화순군 이서면,전라남도 화순군 백아면,전라남도 화순군 동복면,전라남도 화순군 사평면,전라남도 화순군 동면
2020,8,60,"4,790","2,198",93,43,209,112,196,336,322,184,112,178,174,252,381
2020,8,70,"3,105","1,317",82,39,149,82,147,204,194,133,78,135,129,180,236
2020,8,80,"1,417",557,37,17,81,59,74,87,76,74,43,57,61,84,110
2020,8,90,143,47,0,2,10,5,11,7,9,9,6,7,7,14,9
2020,8,100,2,1,0,0,0,0,1,0,0,0,0,0,0,0,0
2020,9,총,"30,975","19,274",482,199,924,503,866,"1,603","1,434",754,516,803,762,"1,113","1,742"
2020,9,0,"1,804","1,505",6,5,20,14,19,63,37,14,8,22,16,27,48
2020,9,10,"2,990","2,454",25,10,46,10,22,101,72,31,16,30,31,40,102
2020,9,20,"3,669","2,723",38,4,57,30,52,180,125,49,56,54,65,81,155
2020,9,30,"2,436","1,736",33,11,57,15,47,119,111,33,31,34,40,71,98
2020,9,40,"4,404","3,119",64,25,82,53,89,193,175,75,50,90,72,117,200
2020,9,50,"6,172","3,589",103,41,210,120,208,315,306,152,116,191,167,246,408
2020,9,60,"4,825","2,222",94,44,214,116,195,334,327,184,112,181,175,252,375
2020,9,70,"3,104","1,318",82,40,149,81,146,205,194,131,78,136,127,179,238
2020,9,80,"1,423",558,37,17,80,59,75,85,78,76,43,58,62,86,109
2020,9,90,146,49,0,2,9,5,12,8,9,9,6,7,7,14,9
2020,9,100,2,1,0,0,0,0,1,0,0,0,0,0,0,0,0
2020,10,총,"30,936","19,262",475,200,925,501,869,"1,605","1,425",742,517,803,760,"1,110","1,742"
2020,10,0,"1,791","1,494",6,5,19,14,19,63,38,12,8,23,15,28,47
2020,10,10,"2,957","2,428",23,10,44,9,22,100,72,30,16,29,31,43,100
2020,10,20,"3,688","2,745",39,4,58,32,52,177,125,49,53,53,65,79,157
2020,10,30,"2,423","1,726",31,11,59,16,46,123,110,30,28,35,40,68,100
2020,10,40,"4,354","3,100",63,24,80,50,89,189,170,72,47,89,69,118,194
2020,10,50,"6,168","3,599",101,42,206,118,204,314,305,151,121,188,167,244,408
2020,10,60,"4,877","2,245",95,44,219,119,205,338,323,180,116,183,178,253,379
2020,10,70,"3,111","1,318",81,41,150,80,145,206,196,135,79,138,125,179,238
2020,10,80,"1,423",558,36,17,81,59,75,87,76,74,43,58,63,85,111
2020,10,90,142,48,0,2,9,4,11,8,10,9,6,7,7,13,8
2020,10,100,2,1,0,0,0,0,1,0,0,0,0,0,0,0,0
2020,11,총,"30,896","19,208",479,199,923,503,877,"1,607","1,431",740,516,804,756,"1,111","1,742"
2020,11,0,"1,778","1,480",6,5,20,13,18,63,39,12,8,23,15,30,46
2020,11,10,"2,943","2,413",26,10,43,10,23,102,73,27,17,29,31,42,97
2020,11,20,"3,691","2,746",38,4,58,34,52,177,126,50,52,52,65,80,157
2020,11,30,"2,411","1,712",32,10,57,15,48,125,107,31,28,36,38,70,102
2020,11,40,"4,333","3,084",62,25,81,50,91,184,172,69,46,89,69,117,194
2020,11,50,"6,154","3,589",103,42,206,119,205,313,305,153,120,186,166,241,406
2020,11,60,"4,898","2,247",95,44,218,121,208,339,328,180,116,185,179,256,382
2020,11,70,"3,116","1,328",81,40,150,78,146,208,196,136,79,139,121,175,239
2020,11,80,"1,427",561,36,16,81,59,75,88,75,73,44,58,65,86,110
2020,11,90,143,47,0,3,9,4,10,8,10,9,6,7,7,14,9
2020,11,100,2,1,0,0,0,0,1,0,0,0,0,0,0,0,0
2020,12,총,"30,906","19,201",481,202,923,504,877,"1,607","1,436",740,518,798,765,"1,112","1,742"
2020,12,0,"1,771","1,481",6,4,19,14,18,61,36,12,8,22,15,30,45
2020,12,10,"2,935","2,408",26,11,41,10,22,102,73,26,19,28,30,42,97
2020,12,20,"3,700","2,748",37,6,61,35,51,178,125,50,50,54,67,83,155
2020,12,30,"2,413","1,713",31,10,55,16,49,123,112,29,28,36,39,67,105
2020,12,40,"4,301","3,051",63,25,80,53,91,187,173,67,45,85,71,120,190
2020,12,50,"6,140","3,595",102,43,206,116,203,307,302,155,122,183,164,241,401
2020,12,60,"4,959","2,265",98,45,222,120,211,347,332,183,116,185,186,258,391
2020,12,70,"3,111","1,328",82,40,148,81,144,205,198,134,80,139,120,172,240
2020,12,80,"1,426",560,36,16,82,54,77,89,75,75,44,59,66,84,109
2020,12,90,147,51,0,2,9,5,9,8,10,9,6,7,7,15,9
2020,12,100,3,1,0,0,0,0,2,0,0,0,0,0,0,0,0
2021,1,총,"30,893","19,214",477,203,921,503,877,"1,596","1,429",742,516,798,768,"1,106","1,743"
2021,1,0,"1,765","1,470",6,3,20,14,18,62,35,14,10,22,15,30,46
2021,1,10,"2,915","2,390",26,12,40,9,24,99,73,25,18,30,30,42,97
2021,1,20,"3,691","2,761",37,5,62,34,52,169,122,49,49,54,67,79,151
2021,1,30,"2,385","1,702",29,10,54,16,47,121,110,28,27,34,38,64,105
2021,1,40,"4,286","3,048",63,22,80,51,89,186,171,65,43,84,73,120,191
2021,1,50,"6,155","3,607",102,47,202,116,201,305,304,161,124,181,165,238,402
2021,1,60,"4,989","2,288",97,45,223,124,213,350,331,183,114,188,185,259,389
2021,1,70,"3,107","1,325",82,41,148,80,144,202,196,132,81,139,123,172,242
2021,1,80,"1,448",571,35,17,82,53,78,94,76,77,44,59,65,86,111
2021,1,90,149,51,0,1,10,6,9,8,11,8,6,7,7,16,9
2021,1,100,3,1,0,0,0,0,2,0,0,0,0,0,0,0,0
2021,2,총,"30,888","19,186",478,203,922,506,874,"1,630","1,426",745,517,803,770,"1,100","1,728"
2021,2,0,"1,751","1,453",6,3,20,15,19,63,34,16,10,23,15,29,45
2021,2,10,"2,944","2,392",26,12,41,9,24,126,71,28,19,30,29,41,96
2021,2,20,"3,673","2,749",37,5,62,34,50,168,118,49,49,54,69,78,151
2021,2,30,"2,365","1,684",28,9,54,18,49,121,112,28,27,32,38,65,100
2021,2,40,"4,252","3,022",63,23,80,49,88,190,170,63,43,85,70,118,188
2021,2,50,"6,167","3,622",103,46,203,117,198,310,306,161,123,182,169,237,390
2021,2,60,"5,032","2,312",98,46,222,125,214,349,332,185,116,192,188,256,397
2021,2,70,"3,100","1,330",82,41,149,80,140,202,197,127,82,136,121,174,239
2021,2,80,"1,452",570,35,17,81,53,81,93,75,80,42,62,66,86,111
2021,2,90,149,51,0,1,10,6,9,8,11,8,6,7,5,16,11
2021,2,100,3,1,0,0,0,0,2,0,0,0,0,0,0,0,0
2021,3,총,"30,820","19,139",478,202,915,510,875,"1,631","1,437",738,512,803,762,"1,092","1,726"
2021,3,0,"1,739","1,448",6,2,19,15,20,62,31,16,10,21,15,29,45
2021,3,10,"2,918","2,370",24,13,36,10,23,128,74,29,16,32,28,38,97
2021,3,20,"3,674","2,750",38,5,63,34,54,170,119,46,51,53,63,78,150
2021,3,30,"2,338","1,667",28,9,50,19,48,120,112,26,26,33,38,65,97
2021,3,40,"4,227","2,998",64,23,78,49,86,193,175,66,42,81,70,116,186
2021,3,50,"6,131","3,626",97,46,196,115,198,299,304,157,122,183,165,229,394
2021,3,60,"5,075","2,322",103,43,231,127,213,358,337,186,115,197,188,263,392
2021,3,70,"3,098","1,334",82,43,150,78,142,200,195,123,81,134,123,170,243
2021,3,80,"1,466",574,36,17,82,56,80,93,79,81,43,62,66,88,109
2021,3,90,151,49,0,1,10,7,9,8,11,8,6,7,6,16,13
2021,3,100,3,1,0,0,0,0,2,0,0,0,0,0,0,0,0
2021,4,총,"30,841","19,146",477,203,918,514,875,"1,629","1,442",735,510,802,768,"1,091","1,731"
2021,4,0,"1,737","1,439",5,2,19,15,21,62,36,15,11,21,16,30,45
2021,4,10,"2,903","2,357",24,13,36,10,24,124,71,31,15,32,28,38,100
2021,4,20,"3,678","2,760",37,5,63,34,53,171,117,46,50,52,64,75,151
2021,4,30,"2,337","1,667",28,9,50,19,46,119,114,28,25,33,38,66,95
2021,4,40,"4,203","2,986",63,23,80,49,85,190,170,65,42,77,68,113,192
2021,4,50,"6,139","3,634",99,46,195,115,196,300,306,158,119,183,169,229,390
2021,4,60,"5,124","2,340",105,44,234,132,216,355,343,186,118,201,189,265,396
2021,4,70,"3,097","1,336",80,42,149,77,143,207,194,120,81,135,124,169,240
2021,4,80,"1,464",575,36,18,81,56,80,92,78,78,43,62,66,90,109
2021,4,90,156,51,0,1,11,7,9,9,13,8,6,6,6,16,13
2021,4,100,3,1,0,0,0,0,2,0,0,0,0,0,0,0,0
2021,5,총,"30,786","19,125",476,202,918,514,874,"1,618","1,437",736,508,801,765,"1,089","1,723"
2021,5,0,"1,723","1,427",6,2,18,15,21,61,33,15,11,21,16,30,47
2021,5,10,"2,877","2,345",23,12,35,10,22,121,70,31,15,32,27,37,97
2021,5,20,"3,662","2,747",36,5,64,32,56,167,122,46,47,52,66,74,148
2021,5,30,"2,327","1,664",27,10,50,20,44,117,112,28,25,35,37,63,95
2021,5,40,"4,155","2,961",65,21,79,47,84,190,164,65,42,75,62,113,187
2021,5,50,"6,158","3,668",99,46,195,117,192,297,305,158,119,180,171,227,384
2021,5,60,"5,148","2,341",103,44,236,132,218,356,345,187,119,203,187,272,405
2021,5,70,"3,100","1,341",81,43,150,77,147,206,191,117,82,136,126,164,239
2021,5,80,"1,477",579,36,18,80,57,79,95,82,81,42,61,67,92,108
2021,5,90,156,51,0,1,11,7,9,8,13,8,6,6,6,17,13
2021,5,100,3,1,0,0,0,0,2,0,0,0,0,0,0,0,0
2021,6,총,"30,733","19,103",471,201,918,520,869,"1,611","1,442",732,509,798,760,"1,084","1,715"
2021,6,0,"1,704","1,416",6,2,17,16,20,58,32,14,11,21,16,29,46
2021,6,10,"2,877","2,345",22,12,35,10,21,123,71,32,16,32,27,36,95
2021,6,20,"3,643","2,731",37,5,64,32,57,164,124,46,47,51,64,75,146
2021,6,30,"2,316","1,658",24,11,48,21,43,117,114,29,23,34,37,62,95
2021,6,40,"4,135","2,948",64,20,80,46,82,187,163,64,45,74,62,113,187
2021,6,50,"6,126","3,656",101,46,195,118,192,290,307,156,117,178,166,229,375
2021,6,60,"5,195","2,370",99,42,237,136,218,365,346,185,121,204,192,270,410
2021,6,70,"3,100","1,343",82,44,149,77,149,203,190,116,82,137,125,163,240
2021,6,80,"1,479",584,36,18,82,57,76,96,82,82,41,60,66,91,108
2021,6,90,155,51,0,1,11,7,9,8,13,8,6,7,5,16,13
2021,6,100,3,1,0,0,0,0,2,0,0,0,0,0,0,0,0
2021,7,총,"30,722","19,130",476,204,912,511,864,"1,603","1,441",733,500,799,763,"1,080","1,706"
2021,7,0,"1,695","1,405",7,2,17,16,20,60,32,14,9,20,16,30,47
2021,7,10,"2,882","2,358",23,12,35,10,21,120,70,30,16,33,27,35,92
2021,7,20,"3,612","2,715",37,6,61,32,55,160,123,46,46,49,64,74,144
2021,7,30,"2,334","1,677",24,11,49,20,43,117,113,29,21,34,37,63,96
2021,7,40,"4,119","2,941",64,21,81,47,79,184,160,64,44,73,64,111,186
2021,7,50,"6,116","3,658",102,46,191,113,190,293,307,161,116,178,166,227,368
2021,7,60,"5,231","2,393",101,44,237,136,218,365,348,182,120,208,193,271,415
2021,7,70,"3,093","1,339",82,43,149,76,151,203,192,117,81,136,124,165,235
2021,7,80,"1,482",591,36,18,81,55,76,93,82,82,39,61,67,90,111
2021,7,90,155,52,0,1,11,6,9,8,14,8,8,7,5,14,12
2021,7,100,3,1,0,0,0,0,2,0,0,0,0,0,0,0,0
2021,8,총,"30,870","19,317",471,204,903,508,865,"1,597","1,433",737,498,796,756,"1,076","1,709"
2021,8,0,"1,695","1,408",7,2,17,15,19,57,32,18,8,19,15,30,48
2021,8,10,"2,889","2,368",22,12,34,10,20,117,69,34,16,31,27,35,94
2021,8,20,"3,631","2,750",35,7,59,32,54,159,120,48,44,49,61,73,140
2021,8,30,"2,369","1,726",22,11,49,18,43,117,106,27,22,34,36,60,98
2021,8,40,"4,109","2,950",64,19,78,47,78,179,160,60,44,72,61,110,187
2021,8,50,"6,146","3,692",102,46,191,111,194,292,309,161,114,179,164,224,367
2021,8,60,"5,280","2,423",100,45,238,138,219,371,348,182,122,206,196,274,418
2021,8,70,"3,096","1,350",83,41,146,75,151,205,192,117,78,135,124,165,234
2021,8,80,"1,493",596,36,20,80,56,76,92,81,82,41,64,67,90,112
2021,8,90,159,53,0,1,11,6,9,8,16,8,9,7,5,15,11
2021,8,100,3,1,0,0,0,0,2,0,0,0,0,0,0,0,0
2021,9,총,"30,932","19,431",468,201,900,507,866,"1,579","1,428",732,489,794,759,"1,079","1,699"
2021,9,0,"1,696","1,408",7,2,16,13,19,58,34,18,8,19,15,30,49
2021,9,10,"2,891","2,377",22,12,34,10,21,116,67,35,16,30,27,34,90
2021,9,20,"3,604","2,746",35,6,58,30,53,157,118,45,39,48,63,71,135
2021,9,30,"2,385","1,752",22,9,47,20,44,108,103,26,22,33,36,64,99
2021,9,40,"4,083","2,943",65,20,77,47,77,179,155,58,43,71,61,109,178
2021,9,50,"6,177","3,731",99,46,184,111,194,292,311,160,113,179,164,224,369
2021,9,60,"5,312","2,456",99,44,246,139,218,365,349,181,120,207,195,276,417
2021,9,70,"3,125","1,366",85,41,146,75,154,206,194,116,78,136,124,167,237
2021,9,80,"1,500",599,34,20,81,56,76,91,81,85,41,64,69,89,114
2021,9,90,156,52,0,1,11,6,8,7,16,8,9,7,5,15,11
2021,9,100,3,1,0,0,0,0,2,0,0,0,0,0,0,0,0
2021,10,총,"30,920","19,458",467,200,896,503,864,"1,578","1,423",729,492,787,761,"1,074","1,688"
2021,10,0,"1,667","1,386",7,2,16,12,21,53,33,17,8,19,14,30,49
2021,10,10,"2,893","2,379",22,12,34,9,22,116,69,35,16,30,27,34,88
2021,10,20,"3,599","2,753",31,6,58,29,52,159,115,41,39,47,65,71,133
2021,10,30,"2,411","1,773",23,8,45,20,43,110,104,28,22,34,39,64,98
2021,10,40,"4,060","2,933",65,21,77,45,76,177,154,56,43,69,59,108,177
2021,10,50,"6,174","3,754",97,46,185,110,191,292,303,158,115,176,165,223,359
2021,10,60,"5,343","2,470",102,44,242,141,219,366,351,185,123,206,193,276,425
2021,10,70,"3,111","1,360",85,41,144,74,154,206,199,116,76,135,125,162,234
2021,10,80,"1,503",597,35,19,85,57,76,91,80,86,41,64,69,91,112
2021,10,90,156,52,0,1,10,6,8,8,15,7,9,7,5,15,13
2021,10,100,3,1,0,0,0,0,2,0,0,0,0,0,0,0,0
2021,11,총,"30,908","19,468",470,201,890,503,868,"1,578","1,419",720,490,784,756,"1,077","1,684"
2021,11,0,"1,661","1,377",7,2,13,12,22,57,34,17,7,19,14,30,50
2021,11,10,"2,880","2,372",21,12,34,9,22,117,68,35,15,29,26,32,88
2021,11,20,"3,596","2,754",33,6,57,27,51,155,113,42,37,48,66,76,131
2021,11,30,"2,408","1,779",21,8,44,20,44,108,100,28,20,33,38,63,102
2021,11,40,"4,043","2,922",68,21,76,44,73,181,154,56,43,67,58,108,172
2021,11,50,"6,186","3,771",97,47,188,111,192,287,304,154,114,176,162,223,360
2021,11,60,"5,364","2,480",102,43,235,142,224,372,351,185,127,208,194,279,422
2021,11,70,"3,098","1,360",86,42,147,75,150,201,199,108,77,133,123,161,236
2021,11,80,"1,509",598,35,19,86,57,80,92,80,88,41,64,70,90,109
2021,11,90,160,54,0,1,10,6,8,8,16,7,9,7,5,15,14
2021,11,100,3,1,0,0,0,0,2,0,0,0,0,0,0,0,0
2021,12,총,"30,910","19,477",476,200,896,504,871,"1,567","1,422",727,490,783,756,"1,069","1,672"
2021,12,0,"1,647","1,370",8,2,15,12,21,54,35,16,6,19,15,28,46
2021,12,10,"2,865","2,359",22,12,34,9,24,115,68,36,15,28,26,32,85
2021,12,20,"3,625","2,785",33,6,58,27,55,151,113,43,37,49,62,75,131
2021,12,30,"2,398","1,762",23,7,47,21,43,106,100,30,22,33,37,63,104
2021,12,40,"4,017","2,905",69,21,75,42,73,180,153,59,43,66,59,105,167
2021,12,50,"6,212","3,789",98,48,187,113,192,283,305,156,114,177,161,224,365
2021,12,60,"5,387","2,491",102,43,237,143,224,379,353,181,127,211,199,278,419
2021,12,70,"3,069","1,355",85,41,144,75,151,198,195,111,75,129,122,157,231
2021,12,80,"1,522",602,36,19,88,55,79,93,84,88,43,64,69,92,110
2021,12,90,166,58,0,1,11,7,8,8,16,7,8,7,6,15,14
2021,12,100,2,1,0,0,0,0,1,0,0,0,0,0,0,0,0
