년도,월,나이,광산구,송정1동,송정2동,도산동,신흥동,어룡동,우산동,월곡1동,월곡2동,비아동,첨단1동,첨단2동,신가동,운남동,수완동,하남동,임곡동,동곡동,평동,삼도동,본량동,신창동
2020,3,50,"32,620",978,558,"1,252",403,"2,253","2,320","1,176","1,593",746,"2,587","3,889","1,755","2,763","4,954","1,572",240,207,423,257,190,"2,504"
2020,3,60,"15,380",596,422,667,280,"1,391","1,473",681,806,331,"1,080","1,305",689,995,"1,685",870,234,190,416,242,195,832
2020,3,70,"7,156",339,344,426,204,604,603,258,336,167,359,476,335,483,669,254,167,164,264,155,160,389
2020,3,80,"2,190",117,104,123,51,166,182,76,101,53,133,156,72,155,155,70,74,48,82,78,93,101
2020,3,90,209,11,9,12,5,15,13,7,10,5,14,18,8,16,13,7,5,3,14,6,10,8
2020,3,100,6,0,0,0,0,1,0,0,0,0,0,1,1,0,1,0,0,1,0,1,0,0
2020,4,총,"204,812","5,707","3,373","8,119","2,406","16,690","13,281","5,943","8,403","3,842","13,229","22,155","10,890","15,759","38,765","11,862","1,115","1,008","2,237","1,151","1,034","17,843"
2020,4,0,"21,651",397,187,830,189,"2,113","1,094",398,676,330,"1,015","2,096","1,192","1,672","5,669","1,656",27,30,72,23,19,"1,966"
2020,4,10,"27,630",649,206,954,229,"1,832","1,125",666,"1,116",422,"1,823","3,045","1,638","2,163","6,844","1,648",71,44,74,67,53,"2,961"
2020,4,20,"30,545",967,507,"1,200",330,"2,141","2,086","1,085","1,315",517,"2,605","4,194","1,611","2,444","4,758","1,443",106,106,253,104,80,"2,693"
2020,4,30,"28,368",658,557,"1,205",313,"2,918","2,177",726,954,491,"1,563","3,084","1,335","2,119","5,137","1,841",69,100,296,96,79,"2,650"
2020,4,40,"38,766","1,004",482,"1,444",392,"3,248","2,064",882,"1,503",771,"2,008","3,884","2,256","2,939","8,847","2,486",115,118,338,126,158,"3,701"
2020,4,50,"32,723",969,555,"1,252",412,"2,237","2,382","1,168","1,574",746,"2,623","3,891","1,753","2,762","4,974","1,581",237,203,424,254,189,"2,537"
2020,4,60,"15,527",593,420,669,281,"1,405","1,541",675,814,341,"1,088","1,311",691,"1,003","1,700",873,240,192,418,243,193,836
2020,4,70,"7,188",346,345,431,205,614,612,260,340,166,356,477,330,483,669,257,168,163,264,154,158,390
2020,4,80,"2,199",113,104,122,50,166,187,76,101,53,135,155,74,159,152,70,76,48,84,78,95,101
2020,4,90,209,11,10,12,5,15,13,7,10,5,13,17,9,15,14,7,6,3,14,5,10,8
2020,4,100,6,0,0,0,0,1,0,0,0,0,0,1,1,0,1,0,0,1,0,1,0,0
2020,5,총,"204,966","5,699","3,389","8,082","2,424","16,634","13,546","5,908","8,401","3,845","13,249","22,154","10,837","15,710","38,741","11,891","1,114",997,"2,235","1,152","1,034","17,924"
2020,5,0,"21,536",386,192,814,191,"2,100","1,107",393,674,331,"1,006","2,099","1,185","1,654","5,614","1,648",28,30,71,22,18,"1,973"
2020,5,10,"27,548",650,209,962,233,"1,821","1,126",657,"1,115",424,"1,813","3,020","1,623","2,151","6,833","1,648",68,41,75,67,52,"2,960"
2020,5,20,"30,688",965,508,"1,191",328,"2,146","2,132","1,076","1,315",513,"2,614","4,208","1,605","2,445","4,810","1,457",107,107,256,105,78,"2,722"
2020,5,30,"28,367",661,557,"1,202",314,"2,899","2,265",721,947,493,"1,575","3,072","1,325","2,107","5,091","1,841",69,96,297,97,78,"2,660"
2020,5,40,"38,677","1,008",484,"1,427",388,"3,229","2,093",885,"1,504",763,"2,007","3,866","2,234","2,910","8,835","2,496",113,114,335,124,157,"3,705"
2020,5,50,"32,851",968,555,"1,253",418,"2,228","2,423","1,159","1,576",757,"2,623","3,899","1,761","2,767","5,015","1,580",235,200,421,256,191,"2,566"
2020,5,60,"15,652",592,423,664,285,"1,405","1,583",679,820,339,"1,103","1,340",683,"1,020","1,705",883,244,193,417,242,196,836
2020,5,70,"7,222",350,346,434,210,623,617,255,341,165,358,476,335,477,672,260,168,166,261,156,158,394
2020,5,80,"2,214",108,106,122,52,168,187,76,99,55,138,157,76,162,153,71,76,46,88,77,96,101
2020,5,90,206,11,9,13,5,14,13,7,10,5,12,16,9,17,13,7,6,3,14,5,10,7
2020,5,100,5,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,1,0,1,0,0
2020,6,총,"204,865","5,684","3,395","8,065","2,419","16,621","13,722","5,893","8,355","3,851","13,277","22,081","10,760","15,672","38,707","11,883","1,113",990,"2,235","1,165","1,031","17,946"
2020,6,0,"21,434",379,196,815,190,"2,083","1,124",397,661,337,"1,008","2,081","1,166","1,642","5,571","1,635",29,29,69,25,18,"1,979"
2020,6,10,"27,459",640,205,948,231,"1,834","1,121",652,"1,114",417,"1,811","2,996","1,616","2,132","6,836","1,653",67,42,73,68,51,"2,952"
2020,6,20,"30,746",959,518,"1,194",327,"2,154","2,164","1,064","1,321",518,"2,625","4,195","1,602","2,454","4,800","1,462",106,108,254,105,77,"2,739"
2020,6,30,"28,294",663,547,"1,195",318,"2,887","2,311",725,930,491,"1,579","3,050","1,305","2,104","5,076","1,828",72,91,298,100,78,"2,646"
2020,6,40,"38,647","1,010",491,"1,429",387,"3,231","2,109",885,"1,490",767,"2,005","3,869","2,221","2,892","8,819","2,501",111,112,341,124,155,"3,698"
2020,6,50,"32,765",966,553,"1,242",413,"2,211","2,441","1,150","1,565",752,"2,609","3,881","1,751","2,754","5,030","1,575",233,198,420,255,192,"2,574"
2020,6,60,"15,867",596,422,672,288,"1,423","1,623",682,829,344,"1,132","1,356",683,"1,036","1,731",894,249,193,417,248,195,854
2020,6,70,"7,219",351,347,435,209,618,627,253,341,166,354,472,331,476,674,260,164,168,262,157,160,394
2020,6,80,"2,225",110,107,124,50,165,188,78,93,54,143,163,76,166,157,68,77,45,87,77,95,102
2020,6,90,204,10,9,11,6,14,14,7,11,5,11,17,8,16,13,7,5,3,14,5,10,8
2020,6,100,5,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,1,0,1,0,0
2020,7,총,"205,039","5,670","3,388","8,032","2,399","16,819","13,802","5,871","8,309","3,858","13,542","22,042","10,601","15,632","38,715","11,877","1,115",991,"2,226","1,172","1,035","17,943"
2020,7,0,"21,304",371,195,810,183,"2,100","1,129",400,648,337,"1,012","2,056","1,140","1,605","5,544","1,631",28,28,68,25,18,"1,976"
2020,7,10,"27,449",635,206,938,230,"1,873","1,128",638,"1,109",419,"1,819","2,989","1,600","2,139","6,837","1,645",68,42,71,64,50,"2,949"
2020,7,20,"30,824",957,523,"1,179",332,"2,171","2,181","1,060","1,312",520,"2,697","4,187","1,580","2,454","4,818","1,461",105,107,246,108,77,"2,749"
2020,7,30,"28,308",663,533,"1,188",308,"2,912","2,332",724,931,493,"1,676","3,047","1,275","2,096","5,054","1,815",72,91,292,100,77,"2,629"
2020,7,40,"38,644","1,006",488,"1,433",384,"3,276","2,114",881,"1,481",769,"2,027","3,850","2,188","2,873","8,821","2,511",112,111,345,127,154,"3,693"
2020,7,50,"32,825",964,553,"1,235",416,"2,249","2,449","1,141","1,552",745,"2,651","3,885","1,740","2,753","5,037","1,573",235,198,420,253,197,"2,579"
2020,7,60,"15,982",601,424,676,281,"1,436","1,630",685,833,349,"1,147","1,368",660,"1,059","1,759",905,246,194,417,249,196,867
2020,7,70,"7,266",352,350,435,208,619,639,257,339,167,358,479,334,472,679,263,166,171,267,163,160,388
2020,7,80,"2,226",110,107,126,51,168,186,78,95,53,144,163,76,164,154,66,78,45,86,77,95,104
2020,7,90,206,11,9,12,6,14,14,7,9,6,11,17,7,17,12,7,5,3,14,5,11,9
2020,7,100,5,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,1,0,1,0,0
2020,8,총,"205,184","5,667","3,364","8,004","2,406","16,865","13,856","5,845","8,327","3,865","13,732","22,111","10,404","15,644","38,701","11,887","1,109",994,"2,239","1,170","1,043","17,951"
2020,8,0,"21,201",371,197,796,183,"2,103","1,119",397,635,335,"1,027","2,052","1,132","1,594","5,509","1,623",27,28,67,26,18,"1,962"
2020,8,10,"27,355",630,198,930,232,"1,869","1,123",638,"1,098",420,"1,812","2,971","1,580","2,127","6,830","1,640",69,44,74,64,48,"2,958"
2020,8,20,"30,942",960,517,"1,186",335,"2,178","2,198","1,049","1,331",518,"2,752","4,216","1,543","2,466","4,827","1,469",104,105,249,106,83,"2,750"
2020,8,30,"28,285",657,527,"1,171",305,"2,911","2,332",719,935,492,"1,721","3,096","1,266","2,074","5,034","1,815",71,91,290,101,77,"2,600"
2020,8,40,"38,598",996,482,"1,426",387,"3,285","2,127",879,"1,483",773,"2,042","3,841","2,140","2,883","8,782","2,511",112,110,346,126,151,"3,716"
2020,8,50,"32,908",970,556,"1,241",409,"2,271","2,450","1,125","1,558",747,"2,686","3,890","1,693","2,756","5,077","1,581",233,199,422,255,195,"2,594"
2020,8,60,"16,173",608,424,679,287,"1,443","1,663",696,838,353,"1,178","1,384",643,"1,087","1,793",908,248,197,423,247,204,870
2020,8,70,"7,272",355,351,438,208,621,643,257,344,166,357,477,325,472,680,263,164,171,267,164,160,389
2020,8,80,"2,238",110,103,124,54,170,187,78,96,55,146,165,74,168,155,70,76,45,87,75,96,104
2020,8,90,207,10,9,13,6,13,14,7,9,6,11,18,7,17,14,7,5,3,14,5,11,8
2020,8,100,5,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,1,0,1,0,0
2020,9,총,"205,105","5,692","3,354","7,974","2,412","16,871","13,917","5,848","8,297","3,882","13,768","22,135","10,220","15,615","38,680","11,911","1,102",983,"2,249","1,175","1,040","17,980"
2020,9,0,"21,002",373,192,792,177,"2,089","1,116",396,619,333,"1,034","2,016","1,115","1,574","5,462","1,601",27,26,63,24,17,"1,956"
2020,9,10,"27,250",625,200,914,233,"1,865","1,112",631,"1,088",425,"1,804","2,968","1,561","2,108","6,817","1,648",66,45,75,64,47,"2,954"
2020,9,20,"31,081",975,508,"1,187",341,"2,210","2,204","1,056","1,335",522,"2,757","4,251","1,514","2,467","4,856","1,491",105,104,256,108,83,"2,751"
2020,9,30,"28,180",661,525,"1,158",305,"2,890","2,343",716,923,490,"1,747","3,078","1,234","2,068","5,009","1,807",68,87,286,100,75,"2,610"
2020,9,40,"38,532",998,479,"1,427",386,"3,292","2,130",874,"1,473",771,"2,038","3,838","2,119","2,863","8,776","2,510",108,111,349,127,147,"3,716"
2020,9,50,"32,969",975,559,"1,234",408,"2,268","2,471","1,122","1,556",752,"2,685","3,913","1,656","2,763","5,105","1,594",234,195,424,259,194,"2,602"
2020,9,60,"16,335",606,427,686,294,"1,455","1,691",707,845,363,"1,194","1,410",629,"1,101","1,800",917,249,197,424,247,208,885
2020,9,70,"7,289",361,351,440,208,620,649,258,344,168,355,473,313,483,686,267,162,170,269,164,159,389
2020,9,80,"2,253",109,104,122,54,169,187,81,104,53,142,169,72,170,154,69,78,44,89,76,99,108
2020,9,90,209,9,9,14,6,12,14,7,10,5,12,18,6,18,15,7,5,3,14,5,11,9
2020,9,100,5,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,1,0,1,0,0
2020,10,총,"204,792","5,664","3,353","7,952","2,390","16,886","13,926","5,817","8,284","3,884","13,767","22,157","10,047","15,605","38,627","11,910","1,103",985,"2,255","1,174","1,032","17,974"
2020,10,0,"20,790",363,187,787,172,"2,084","1,118",388,614,343,"1,032","2,002","1,110","1,551","5,382","1,582",26,25,66,23,15,"1,920"
2020,10,10,"27,138",619,203,908,225,"1,866","1,100",620,"1,079",415,"1,780","2,975","1,537","2,095","6,813","1,655",67,46,73,62,47,"2,953"
2020,10,20,"31,205",970,517,"1,189",348,"2,234","2,195","1,059","1,330",520,"2,770","4,250","1,501","2,474","4,914","1,513",101,104,257,108,81,"2,770"
2020,10,30,"27,989",644,519,"1,148",297,"2,877","2,349",702,925,491,"1,744","3,086","1,198","2,057","4,966","1,779",67,87,290,102,74,"2,587"
2020,10,40,"38,406","1,002",474,"1,414",379,"3,292","2,114",869,"1,459",761,"2,028","3,831","2,090","2,859","8,766","2,517",110,112,347,127,147,"3,708"
2020,10,50,"33,060",973,559,"1,239",406,"2,273","2,491","1,126","1,566",763,"2,697","3,914","1,623","2,770","5,115","1,605",236,193,426,258,193,"2,634"
2020,10,60,"16,430",610,431,685,294,"1,469","1,697",711,854,360,"1,206","1,434",610,"1,119","1,812",918,252,200,421,244,209,894
2020,10,70,"7,304",365,348,446,207,609,659,254,346,172,353,474,301,488,694,267,161,170,271,168,159,392
2020,10,80,"2,257",109,106,122,55,169,189,81,101,54,146,175,70,174,150,66,78,44,90,75,97,106
2020,10,90,208,9,9,14,7,12,14,7,10,5,11,15,6,18,15,8,5,3,14,6,10,10
2020,10,100,5,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,1,0,1,0,0
2020,11,총,"204,579","5,631","3,344","7,949","2,389","16,873","13,981","5,807","8,276","3,856","13,757","22,193","9,848","15,559","38,648","11,912","1,093",984,"2,274","1,176","1,020","18,009"
2020,11,0,"20,607",354,180,778,175,"2,075","1,115",383,603,344,"1,020","1,987","1,102","1,523","5,336","1,559",24,22,68,23,15,"1,921"
2020,11,10,"27,098",617,207,902,226,"1,867","1,098",620,"1,071",410,"1,787","2,969","1,508","2,094","6,826","1,648",67,46,74,63,47,"2,951"
2020,11,20,"31,218",969,520,"1,198",343,"2,222","2,208","1,057","1,332",507,"2,748","4,270","1,478","2,470","4,925","1,533",96,105,267,110,81,"2,779"
2020,11,30,"27,919",636,515,"1,143",299,"2,865","2,357",699,920,491,"1,750","3,097","1,169","2,033","4,960","1,782",67,88,288,102,71,"2,587"
2020,11,40,"38,291",991,467,"1,410",379,"3,288","2,119",864,"1,450",749,"2,034","3,814","2,034","2,845","8,751","2,503",111,114,352,127,149,"3,740"
2020,11,50,"33,109",964,567,"1,243",406,"2,282","2,492","1,126","1,576",761,"2,684","3,940","1,615","2,766","5,145","1,611",235,191,425,256,188,"2,636"
2020,11,60,"16,550",615,426,690,293,"1,488","1,717",715,862,359,"1,219","1,457",573,"1,143","1,843",929,253,198,424,242,209,895
2020,11,70,"7,312",366,349,444,207,601,669,256,353,177,359,470,291,496,700,270,154,168,272,171,153,386
2020,11,80,"2,256",110,104,125,54,172,191,79,100,53,146,174,71,169,148,67,81,48,89,75,96,104
2020,11,90,214,9,9,16,7,12,15,8,9,5,10,14,6,20,14,10,5,3,15,6,11,10
2020,11,100,5,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,1,0,1,0,0
2020,12,총,"204,296","5,625","3,343","7,963","2,380","16,838","14,036","5,754","8,248","3,845","13,696","22,156","9,766","15,501","38,616","11,969","1,095",988,"2,279","1,172","1,024","18,002"
2020,12,0,"20,463",355,178,781,174,"2,068","1,117",361,591,343,"1,017","1,977","1,089","1,501","5,291","1,562",25,23,64,22,15,"1,909"
2020,12,10,"27,012",613,207,893,225,"1,860","1,088",614,"1,070",411,"1,772","2,959","1,497","2,077","6,842","1,650",67,46,77,60,48,"2,936"
2020,12,20,"31,150",965,512,"1,199",338,"2,218","2,233","1,052","1,334",505,"2,722","4,252","1,470","2,457","4,909","1,566",92,107,264,111,81,"2,763"
2020,12,30,"27,816",632,518,"1,140",296,"2,835","2,360",696,912,479,"1,745","3,085","1,167","2,028","4,930","1,775",72,90,290,103,69,"2,594"
2020,12,40,"38,171",983,465,"1,413",385,"3,286","2,126",842,"1,425",743,"2,015","3,810","2,007","2,823","8,751","2,513",108,110,351,128,150,"3,737"
2020,12,50,"33,169",969,574,"1,253",405,"2,288","2,492","1,124","1,574",766,"2,675","3,944","1,613","2,757","5,172","1,623",233,190,432,249,189,"2,647"
2020,12,60,"16,663",617,424,697,290,"1,501","1,733",717,872,359,"1,233","1,470",558,"1,168","1,855",931,254,200,426,243,212,903
2020,12,70,"7,352",368,351,445,206,597,678,262,360,181,359,471,285,502,698,272,157,169,272,173,151,395
2020,12,80,"2,279",113,103,126,54,172,194,78,102,52,148,175,72,168,154,67,82,49,88,76,98,108
2020,12,90,216,9,11,16,7,12,15,8,8,6,10,13,7,20,14,10,5,3,15,6,11,10
2020,12,100,5,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0
2021,1,총,"204,154","5,621","3,334","7,926","2,378","16,823","14,163","5,722","8,227","3,844","13,732","22,099","9,675","15,473","38,574","12,007","1,099",986,"2,276","1,171","1,019","18,005"
2021,1,0,"20,301",349,176,773,171,"2,035","1,145",355,586,338,"1,019","1,957","1,077","1,482","5,238","1,562",24,23,63,22,15,"1,891"
2021,1,10,"26,920",606,202,878,225,"1,871","1,096",611,"1,061",414,"1,762","2,930","1,493","2,067","6,824","1,648",66,46,79,62,47,"2,932"
2021,1,20,"31,187",957,521,"1,193",336,"2,215","2,230","1,045","1,327",503,"2,740","4,235","1,449","2,455","4,942","1,606",91,105,261,109,82,"2,785"
2021,1,30,"27,664",638,513,"1,125",288,"2,810","2,389",686,902,478,"1,758","3,079","1,153","2,011","4,879","1,746",73,87,293,102,65,"2,589"
2021,1,40,"38,063",979,459,"1,411",387,"3,286","2,158",830,"1,427",732,"1,998","3,791","1,986","2,807","8,736","2,512",111,113,347,128,149,"3,716"
2021,1,50,"33,287",973,573,"1,245",404,"2,295","2,490","1,122","1,577",776,"2,685","3,945","1,607","2,776","5,225","1,640",234,189,437,242,187,"2,665"
2021,1,60,"16,824",628,423,712,298,"1,517","1,760",723,876,362,"1,250","1,500",552,"1,174","1,862",939,254,201,419,250,216,908
2021,1,70,"7,407",370,351,446,208,611,690,264,361,180,360,472,280,507,701,277,158,170,274,173,153,401
2021,1,80,"2,278",112,105,127,54,171,190,78,102,55,149,178,70,173,153,67,83,48,88,75,94,106
2021,1,90,218,8,11,16,7,11,15,8,8,6,11,12,7,21,14,10,5,3,15,7,11,12
2021,1,100,5,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0
2021,2,총,"204,091","5,593","3,322","7,893","2,375","16,817","14,282","5,699","8,189","3,847","13,709","22,020","9,600","15,409","38,476","12,327","1,113",992,"2,278","1,162","1,013","17,975"
2021,2,0,"20,168",341,171,760,170,"2,030","1,149",355,569,340,"1,032","1,943","1,068","1,471","5,178","1,578",25,23,65,21,14,"1,865"
2021,2,10,"26,823",599,200,874,225,"1,882","1,096",609,"1,055",406,"1,748","2,896","1,472","2,050","6,812","1,670",66,45,77,63,47,"2,931"
2021,2,20,"31,153",958,519,"1,184",335,"2,210","2,242","1,038","1,324",508,"2,721","4,211","1,429","2,437","4,939","1,671",93,101,263,106,80,"2,784"
2021,2,30,"27,567",628,512,"1,121",285,"2,786","2,416",678,887,471,"1,761","3,062","1,154","1,987","4,831","1,805",72,90,287,100,66,"2,568"
2021,2,40,"38,082",969,453,"1,400",387,"3,294","2,188",828,"1,430",738,"1,999","3,790","1,970","2,796","8,721","2,562",115,115,348,127,145,"3,707"
2021,2,50,"33,378",973,572,"1,255",404,"2,293","2,512","1,111","1,562",779,"2,672","3,932","1,596","2,784","5,242","1,709",233,191,438,239,188,"2,693"
2021,2,60,"16,969",634,428,713,298,"1,521","1,775",727,888,364,"1,252","1,526",554,"1,181","1,882",972,257,204,421,249,215,908
2021,2,70,"7,429",366,350,444,210,615,700,267,361,180,363,466,281,508,705,282,163,170,273,174,150,401
2021,2,80,"2,296",115,106,124,54,174,189,78,105,55,150,182,68,175,152,68,83,49,91,75,97,106
2021,2,90,221,9,11,18,7,11,15,8,8,6,11,12,7,20,14,10,6,3,15,7,11,12
2021,2,100,5,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0
2021,3,총,"204,128","5,583","3,316","7,858","2,362","16,807","14,356","5,642","8,143","3,853","13,690","21,997","9,561","15,368","38,471","12,595","1,110",992,"2,280","1,165","1,013","17,966"
2021,3,0,"20,088",339,175,750,166,"2,016","1,150",360,559,334,"1,019","1,941","1,059","1,466","5,165","1,588",24,24,68,21,14,"1,850"
2021,3,10,"26,738",593,197,870,222,"1,879","1,082",604,"1,044",407,"1,749","2,888","1,459","2,038","6,789","1,698",63,44,77,65,50,"2,920"
2021,3,20,"31,209",967,521,"1,172",328,"2,202","2,273","1,033","1,315",509,"2,711","4,210","1,438","2,421","4,957","1,720",95,99,265,105,79,"2,789"
2021,3,30,"27,560",625,513,"1,107",291,"2,781","2,413",658,898,465,"1,780","3,055","1,148","1,972","4,814","1,860",71,92,289,99,63,"2,566"
2021,3,40,"37,960",966,455,"1,393",382,"3,294","2,187",818,"1,429",740,"1,976","3,780","1,947","2,798","8,664","2,592",117,115,347,130,143,"3,687"
2021,3,50,"33,502",967,563,"1,264",400,"2,301","2,550","1,091","1,543",786,"2,668","3,927","1,594","2,776","5,314","1,768",233,186,430,237,186,"2,718"
2021,3,60,"17,111",636,428,717,301,"1,529","1,790",724,888,369,"1,261","1,539",566,"1,189","1,893","1,003",257,209,427,254,221,910
2021,3,70,"7,418",361,346,441,210,614,699,267,356,179,362,467,275,514,712,284,161,170,272,173,148,407
2021,3,80,"2,318",119,106,128,54,177,197,77,104,58,151,179,67,175,151,73,83,49,92,74,97,107
2021,3,90,218,9,12,16,8,12,15,10,7,6,12,11,7,19,12,9,6,3,13,7,12,12
2021,3,100,6,1,0,0,0,2,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0
2021,4,총,"204,048","5,579","3,312","7,839","2,355","16,802","14,479","5,606","8,108","3,840","13,670","21,941","9,529","15,335","38,410","12,710","1,112",989,"2,276","1,158","1,018","17,980"
2021,4,0,"19,963",340,177,753,161,"2,010","1,159",359,552,331,"1,009","1,931","1,045","1,442","5,112","1,585",24,23,67,21,13,"1,849"
2021,4,10,"26,691",582,193,868,223,"1,876","1,092",597,"1,039",403,"1,741","2,873","1,458","2,042","6,794","1,716",63,44,75,63,51,"2,898"
2021,4,20,"31,230",969,516,"1,167",326,"2,206","2,305","1,021","1,308",500,"2,707","4,183","1,430","2,407","4,978","1,739",94,97,261,109,82,"2,825"
2021,4,30,"27,497",627,512,"1,103",297,"2,777","2,439",659,895,464,"1,771","3,056","1,136","1,965","4,764","1,868",68,92,286,95,64,"2,559"
2021,4,40,"37,918",956,454,"1,387",371,"3,291","2,194",809,"1,426",735,"1,975","3,790","1,946","2,806","8,634","2,623",115,113,345,126,142,"3,680"
2021,4,50,"33,554",975,569,"1,257",402,"2,310","2,570","1,084","1,536",783,"2,663","3,908","1,594","2,759","5,354","1,795",239,184,427,234,186,"2,725"
2021,4,60,"17,225",639,428,721,300,"1,528","1,806",725,883,376,"1,277","1,539",575,"1,205","1,896","1,019",260,214,438,255,225,916
2021,4,70,"7,406",362,345,438,211,607,700,264,355,182,366,470,270,513,714,284,160,169,270,175,145,406
2021,4,80,"2,340",118,106,129,57,184,199,78,107,60,149,179,67,177,151,72,83,49,94,73,98,110
2021,4,90,219,10,12,16,7,12,15,10,7,6,11,12,7,19,13,9,6,3,13,7,12,12
2021,4,100,5,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0
