년도,월,나이,서울특별시 용산구,서울특별시 용산구 후암동,서울특별시 용산구 용산2가동,서울특별시 용산구 남영동,서울특별시 용산구 청파동,서울특별시 용산구 원효로제1동,서울특별시 용산구 원효로제2동,서울특별시 용산구 효창동,서울특별시 용산구 용문동,서울특별시 용산구 한강로동,서울특별시 용산구 이촌제1동,서울특별시 용산구 이촌제2동,서울특별시 용산구 이태원제1동,서울특별시 용산구 이태원제2동,서울특별시 용산구 한남동,서울특별시 용산구 서빙고동,서울특별시 용산구 보광동
2020,4,0,"6,761",492,201,111,375,679,491,384,389,449,"1,401",261,125,218,561,411,213
2020,4,10,"7,914",604,299,128,585,427,787,389,422,427,"1,479",257,155,271,573,753,358
2020,4,20,"17,269","1,275",751,500,"2,435","1,379","1,001",846,985,"1,556","1,543",518,472,677,"1,424",903,"1,004"
2020,4,30,"19,074","1,372",881,490,"1,477","1,880","1,027",949,"1,031","1,911","2,132",754,517,841,"2,046",798,968
2020,4,40,"18,308","1,442",716,397,"1,398","1,271","1,217",838,956,"1,292","2,789",634,470,748,"1,729","1,333","1,078"
2020,4,50,"18,515","1,524",816,479,"1,553","1,100","1,181",818,"1,012","1,522","2,321",759,597,708,"1,700","1,107","1,318"
2020,4,60,"14,603","1,168",793,413,"1,259",841,897,539,824,"1,089","1,537",711,587,688,"1,441",692,"1,124"
2020,4,70,"9,732",760,503,287,901,459,581,371,554,715,"1,101",447,387,511,931,484,740
2020,4,80,"5,254",402,298,141,410,210,354,204,234,362,717,258,235,262,424,383,360
2020,4,90,"1,075",96,63,35,78,50,53,35,57,84,140,51,49,57,106,55,66
2020,4,100,260,24,15,16,24,15,9,11,8,28,28,12,16,11,25,3,15
2020,5,총,"118,856","9,146","5,329","2,996","10,541","8,330","7,585","5,398","6,469","9,462","15,186","4,667","3,619","5,000","10,958","6,930","7,240"
2020,5,0,"6,737",485,194,112,380,677,486,384,391,449,"1,396",265,125,215,557,412,209
2020,5,10,"7,869",600,293,126,578,429,781,389,416,427,"1,479",256,148,271,565,754,357
2020,5,20,"17,329","1,272",759,505,"2,459","1,387","1,001",857,977,"1,559","1,538",514,492,686,"1,417",899,"1,007"
2020,5,30,"19,126","1,378",871,487,"1,476","1,902","1,019",941,"1,038","1,926","2,131",752,516,843,"2,069",808,969
2020,5,40,"18,267","1,435",716,398,"1,393","1,258","1,216",838,955,"1,305","2,782",633,473,750,"1,722","1,327","1,066"
2020,5,50,"18,517","1,520",802,481,"1,567","1,102","1,181",826,"1,007","1,511","2,334",760,593,704,"1,696","1,110","1,323"
2020,5,60,"14,653","1,170",805,405,"1,272",839,903,537,834,"1,093","1,540",719,586,690,"1,442",694,"1,124"
2020,5,70,"9,747",762,509,290,903,461,583,372,555,715,"1,104",445,386,504,933,485,740
2020,5,80,"5,277",404,301,140,413,208,355,206,234,367,718,259,233,269,423,381,366
2020,5,90,"1,074",96,64,36,76,52,51,37,54,82,137,51,51,57,109,57,64
2020,5,100,260,24,15,16,24,15,9,11,8,28,27,13,16,11,25,3,15
2020,6,총,"118,904","9,141","5,315","2,984","10,597","8,353","7,578","5,385","6,470","9,482","15,168","4,647","3,626","4,991","10,993","6,940","7,234"
2020,6,0,"6,716",489,196,110,379,679,480,378,394,448,"1,377",266,127,214,565,403,211
2020,6,10,"7,850",598,290,121,573,427,779,389,419,430,"1,486",243,146,273,567,756,353
2020,6,20,"17,365","1,272",755,507,"2,504","1,389",995,863,976,"1,558","1,537",519,495,685,"1,403",904,"1,003"
2020,6,30,"19,128","1,377",869,487,"1,487","1,914","1,021",933,"1,035","1,923","2,114",753,512,842,"2,085",802,974
2020,6,40,"18,283","1,430",705,389,"1,395","1,258","1,222",836,954,"1,321","2,788",629,475,751,"1,740","1,332","1,058"
2020,6,50,"18,474","1,507",807,481,"1,565","1,109","1,176",820,"1,010","1,514","2,330",752,595,702,"1,685","1,109","1,312"
2020,6,60,"14,733","1,178",802,406,"1,282",847,910,542,834,"1,101","1,542",726,583,687,"1,456",705,"1,132"
2020,6,70,"9,743",771,508,288,902,456,576,372,556,710,"1,107",442,392,503,929,488,743
2020,6,80,"5,271",399,303,142,410,208,358,205,227,366,726,254,234,264,428,379,368
2020,6,90,"1,082",96,65,37,76,52,52,36,56,83,135,50,51,59,110,59,65
2020,6,100,259,24,15,16,24,14,9,11,9,28,26,13,16,11,25,3,15
2020,7,총,"118,994","9,140","5,312","2,988","10,622","8,349","7,600","5,394","6,482","9,495","15,131","4,636","3,646","5,009","11,036","6,916","7,238"
2020,7,0,"6,691",489,190,107,374,675,480,383,392,451,"1,363",269,126,210,577,392,213
2020,7,10,"7,809",592,291,118,568,418,778,387,416,428,"1,485",241,146,270,572,749,350
2020,7,20,"17,420","1,264",760,518,"2,534","1,400",992,865,986,"1,546","1,541",506,510,697,"1,399",910,992
2020,7,30,"19,090","1,381",871,477,"1,476","1,895","1,035",935,"1,033","1,927","2,096",757,510,846,"2,075",801,975
2020,7,40,"18,280","1,426",706,386,"1,403","1,271","1,213",841,959,"1,324","2,773",625,468,752,"1,754","1,316","1,063"
2020,7,50,"18,513","1,511",800,488,"1,563","1,100","1,191",815,"1,006","1,513","2,341",744,603,708,"1,696","1,119","1,315"
2020,7,60,"14,798","1,183",801,410,"1,293",853,909,544,839,"1,111","1,540",728,587,689,"1,467",706,"1,138"
2020,7,70,"9,764",773,510,289,901,460,585,372,555,718,"1,103",447,392,504,926,486,743
2020,7,80,"5,276",399,299,142,408,210,355,205,231,365,728,256,236,263,433,378,368
2020,7,90,"1,094",98,69,37,78,53,53,36,56,84,135,50,52,59,112,56,66
2020,7,100,259,24,15,16,24,14,9,11,9,28,26,13,16,11,25,3,15
2020,8,총,"118,959","9,146","5,275","2,991","10,592","8,356","7,607","5,395","6,474","9,570","15,105","4,646","3,650","4,987","11,031","6,923","7,211"
2020,8,0,"6,638",487,185,104,368,671,471,378,393,450,"1,349",271,127,210,575,391,208
2020,8,10,"7,791",591,283,123,559,415,784,382,413,436,"1,472",244,147,267,576,751,348
2020,8,20,"17,384","1,265",752,511,"2,533","1,415",994,864,981,"1,548","1,543",506,496,685,"1,394",913,984
2020,8,30,"19,085","1,381",870,483,"1,469","1,887","1,035",933,"1,029","1,961","2,080",753,526,846,"2,058",796,978
2020,8,40,"18,267","1,431",700,389,"1,402","1,269","1,214",848,957,"1,327","2,771",630,466,746,"1,754","1,315","1,048"
2020,8,50,"18,519","1,503",791,484,"1,565","1,106","1,188",816,"1,011","1,529","2,353",753,599,702,"1,697","1,119","1,303"
2020,8,60,"14,854","1,192",801,408,"1,291",855,916,543,837,"1,119","1,550",729,592,693,"1,476",705,"1,147"
2020,8,70,"9,783",773,510,293,895,460,590,377,558,719,"1,101",444,391,505,928,490,749
2020,8,80,"5,283",400,299,142,408,212,353,209,231,370,723,254,234,261,439,382,366
2020,8,90,"1,093",98,68,38,78,52,52,33,56,83,137,50,56,61,108,58,65
2020,8,100,262,25,16,16,24,14,10,12,8,28,26,12,16,11,26,3,15
2020,9,총,"119,182","9,112","5,239","3,001","10,563","8,343","7,605","5,396","6,452","9,977","15,081","4,648","3,657","4,986","11,035","6,888","7,199"
2020,9,0,"6,609",476,182,101,363,662,468,372,388,487,"1,333",271,128,210,573,391,204
2020,9,10,"7,789",587,276,122,554,424,780,383,409,451,"1,470",250,148,260,583,740,352
2020,9,20,"17,451","1,271",744,513,"2,544","1,407",999,865,975,"1,614","1,549",498,500,689,"1,397",911,975
2020,9,30,"19,098","1,371",861,489,"1,463","1,889","1,044",942,"1,025","2,051","2,051",749,528,833,"2,052",785,965
2020,9,40,"18,249","1,439",696,391,"1,380","1,265","1,202",839,953,"1,379","2,768",627,455,747,"1,738","1,316","1,054"
2020,9,50,"18,611","1,484",785,482,"1,562","1,112","1,186",815,"1,007","1,616","2,372",752,608,718,"1,704","1,106","1,302"
2020,9,60,"14,909","1,192",801,411,"1,290",844,922,549,839,"1,158","1,544",739,592,692,"1,476",709,"1,151"
2020,9,70,"9,808",766,512,291,894,464,587,379,559,737,"1,107",444,395,504,933,488,748
2020,9,80,"5,289",404,300,146,409,211,353,204,234,371,719,254,231,262,442,382,367
2020,9,90,"1,106",97,66,39,80,51,54,35,55,85,142,52,56,60,111,57,66
2020,9,100,263,25,16,16,24,14,10,13,8,28,26,12,16,11,26,3,15
2020,10,총,"119,290","9,091","5,221","3,002","10,538","8,321","7,554","5,380","6,438","10,335","15,069","4,636","3,656","4,976","11,028","6,856","7,189"
2020,10,0,"6,577",470,180,100,355,653,468,366,387,516,"1,329",269,124,206,563,386,205
2020,10,10,"7,752",579,275,118,547,417,772,374,405,468,"1,473",252,142,256,582,740,352
2020,10,20,"17,460","1,273",732,503,"2,548","1,407",988,860,966,"1,677","1,548",494,505,695,"1,392",901,971
2020,10,30,"19,122","1,363",868,496,"1,453","1,897","1,034",952,"1,027","2,091","2,044",740,528,826,"2,055",777,971
2020,10,40,"18,211","1,448",686,395,"1,369","1,256","1,191",831,944,"1,437","2,753",626,447,753,"1,725","1,304","1,046"
2020,10,50,"18,699","1,476",785,483,"1,569","1,118","1,186",817,"1,004","1,698","2,376",752,611,716,"1,714","1,107","1,287"
2020,10,60,"14,971","1,196",806,411,"1,282",834,911,556,840,"1,201","1,550",744,597,692,"1,485",713,"1,153"
2020,10,70,"9,819",762,506,293,900,464,589,376,561,752,"1,103",443,400,500,931,489,750
2020,10,80,"5,309",405,302,148,412,212,352,201,239,381,726,250,227,260,442,381,371
2020,10,90,"1,108",95,65,39,79,49,53,35,57,86,141,54,59,61,113,55,67
2020,10,100,262,24,16,16,24,14,10,12,8,28,26,12,16,11,26,3,16
2020,11,총,"119,375","9,096","5,210","2,994","10,539","8,326","7,543","5,382","6,443","10,501","15,007","4,643","3,662","4,993","10,996","6,864","7,176"
2020,11,0,"6,559",468,176,100,349,648,468,369,387,529,"1,312",274,121,211,557,380,210
2020,11,10,"7,714",569,267,120,552,425,769,371,409,466,"1,460",253,143,252,576,737,345
2020,11,20,"17,508","1,290",745,504,"2,544","1,406",986,854,958,"1,710","1,538",494,511,707,"1,382",901,978
2020,11,30,"19,086","1,351",863,488,"1,446","1,893","1,024",959,"1,030","2,116","2,035",731,526,830,"2,051",783,960
2020,11,40,"18,203","1,447",684,393,"1,371","1,268","1,180",827,944,"1,459","2,725",632,451,752,"1,718","1,306","1,046"
2020,11,50,"18,725","1,469",783,481,"1,581","1,109","1,197",819,"1,005","1,725","2,384",755,611,716,"1,705","1,107","1,278"
2020,11,60,"15,049","1,217",802,412,"1,273",836,910,560,846,"1,236","1,556",745,599,694,"1,487",723,"1,153"
2020,11,70,"9,808",756,507,294,901,467,592,375,560,758,"1,092",442,396,497,936,487,748
2020,11,80,"5,335",408,301,143,415,213,355,200,239,383,736,250,229,262,444,382,375
2020,11,90,"1,125",96,66,43,83,47,52,36,57,90,144,55,59,60,115,55,67
2020,11,100,263,25,16,16,24,14,10,12,8,29,25,12,16,12,25,3,16
2020,12,총,"119,318","9,105","5,174","2,982","10,504","8,341","7,525","5,371","6,448","10,586","14,987","4,626","3,633","5,009","10,991","6,859","7,177"
2020,12,0,"6,526",468,174,98,343,648,474,372,379,539,"1,291",273,121,207,548,379,212
2020,12,10,"7,677",569,259,116,543,420,754,371,408,471,"1,462",253,139,259,575,732,346
2020,12,20,"17,560","1,289",746,502,"2,549","1,419",987,841,968,"1,729","1,535",489,509,718,"1,387",912,980
2020,12,30,"19,037","1,355",842,486,"1,426","1,890","1,022",956,"1,032","2,125","2,030",724,519,830,"2,051",783,966
2020,12,40,"18,169","1,460",675,392,"1,362","1,271","1,178",828,946,"1,463","2,712",637,450,746,"1,703","1,303","1,043"
2020,12,50,"18,726","1,469",781,481,"1,580","1,116","1,187",813,"1,000","1,742","2,389",755,604,717,"1,715","1,107","1,270"
2020,12,60,"15,080","1,212",806,412,"1,276",831,916,563,845,"1,252","1,564",739,596,706,"1,489",719,"1,154"
2020,12,70,"9,802",755,507,293,898,472,586,374,566,760,"1,095",442,396,490,940,483,745
2020,12,80,"5,353",408,301,143,420,212,357,206,239,387,738,250,224,263,443,383,379
2020,12,90,"1,124",95,67,43,83,48,54,35,57,89,146,52,58,61,115,55,66
2020,12,100,264,25,16,16,24,14,10,12,8,29,25,12,17,12,25,3,16
2021,1,총,"119,345","9,105","5,167","2,997","10,450","8,355","7,491","5,403","6,445","10,632","14,965","4,623","3,640","5,009","11,003","6,886","7,174"
2021,1,0,"6,483",459,168,96,336,651,460,380,380,539,"1,283",272,124,205,540,384,206
2021,1,10,"7,652",564,258,112,541,420,755,360,399,466,"1,461",252,136,259,585,738,346
2021,1,20,"17,514","1,297",738,511,"2,506","1,422",979,857,964,"1,749","1,530",476,497,711,"1,376",922,979
2021,1,30,"19,101","1,360",848,491,"1,427","1,903","1,016",969,"1,033","2,126","2,014",728,527,846,"2,068",779,966
2021,1,40,"18,075","1,447",670,398,"1,349","1,262","1,162",823,942,"1,464","2,700",629,452,735,"1,703","1,298","1,041"
2021,1,50,"18,768","1,471",777,483,"1,584","1,124","1,195",819,"1,000","1,752","2,380",759,603,726,"1,703","1,116","1,276"
2021,1,60,"15,140","1,218",809,410,"1,276",832,913,567,840,"1,268","1,579",747,600,699,"1,499",726,"1,157"
2021,1,70,"9,823",761,515,291,905,473,587,373,578,755,"1,092",444,399,489,943,480,738
2021,1,80,"5,402",407,301,144,421,208,360,209,243,395,755,251,226,267,445,386,384
2021,1,90,"1,123",95,67,44,81,46,54,34,58,89,146,53,59,61,116,54,66
2021,1,100,264,26,16,17,24,14,10,12,8,29,25,12,17,11,25,3,15
2021,2,총,"119,467","9,103","5,149","2,993","10,470","8,388","7,506","5,388","6,427","10,885","14,951","4,610","3,624","4,996","10,957","6,860","7,160"
2021,2,0,"6,478",456,168,96,339,658,457,368,373,550,"1,290",266,119,208,540,387,203
2021,2,10,"7,617",568,256,109,532,411,747,358,395,479,"1,444",255,135,263,587,737,341
2021,2,20,"17,568","1,295",727,504,"2,519","1,435","1,002",848,956,"1,872","1,512",474,495,697,"1,354",899,979
2021,2,30,"19,130","1,350",846,487,"1,436","1,910","1,032",968,"1,027","2,204","2,007",716,526,845,"2,036",784,956
2021,2,40,"18,080","1,442",668,400,"1,355","1,271","1,160",823,929,"1,481","2,700",628,451,734,"1,709","1,294","1,035"
2021,2,50,"18,763","1,466",770,493,"1,586","1,120","1,195",823,"1,008","1,762","2,371",761,597,725,"1,699","1,109","1,278"
2021,2,60,"15,223","1,230",812,406,"1,276",840,911,571,851,"1,272","1,604",750,598,700,"1,509",729,"1,164"
2021,2,70,"9,778",768,513,294,903,469,579,372,574,755,"1,081",442,403,483,934,475,733
2021,2,80,"5,451",408,304,145,422,212,361,212,250,394,768,252,224,270,452,389,388
2021,2,90,"1,119",94,69,42,79,48,54,35,56,87,149,54,59,60,111,54,68
2021,2,100,260,26,16,17,23,14,8,10,8,29,25,12,17,11,26,3,15
2021,3,총,"118,832","8,942","5,121","2,940","10,477","8,374","7,488","5,402","6,383","11,262","14,733","4,528","3,541","4,946","10,767","6,824","7,104"
2021,3,0,"6,514",460,167,90,332,657,459,378,374,567,"1,301",266,123,210,548,380,202
2021,3,10,"7,580",566,255,108,536,406,740,353,391,479,"1,430",257,133,260,596,734,336
2021,3,20,"17,783","1,282",734,509,"2,571","1,430","1,019",865,947,"2,049","1,499",467,505,702,"1,332",900,972
2021,3,30,"19,255","1,356",846,481,"1,434","1,915","1,040",970,"1,028","2,399","1,987",711,517,842,"2,011",771,947
2021,3,40,"17,953","1,417",670,390,"1,349","1,282","1,158",810,932,"1,487","2,670",620,442,727,"1,692","1,279","1,028"
2021,3,50,"18,639","1,424",764,494,"1,573","1,122","1,178",836,995,"1,776","2,364",744,584,710,"1,677","1,122","1,276"
2021,3,60,"15,119","1,204",810,398,"1,283",849,914,569,844,"1,284","1,574",746,579,698,"1,476",726,"1,165"
2021,3,70,"9,536",742,518,280,899,452,567,377,567,747,"1,021",421,381,478,889,475,722
2021,3,80,"5,375",397,296,143,424,208,364,208,246,398,749,246,216,267,437,379,397
2021,3,90,"1,001",80,61,37,74,46,46,34,53,72,135,46,55,50,100,56,56
2021,3,100,77,14,0,10,2,7,3,2,6,4,3,4,6,2,9,2,3
2021,4,총,"118,717","8,923","5,087","2,946","10,457","8,355","7,467","5,417","6,374","11,322","14,713","4,497","3,538","4,944","10,748","6,829","7,100"
2021,4,0,"6,467",454,164,89,332,654,461,377,365,569,"1,291",263,123,206,538,377,204
2021,4,10,"7,536",564,250,106,532,408,726,353,385,471,"1,430",260,132,260,599,730,330
2021,4,20,"17,786","1,279",730,514,"2,569","1,430","1,013",854,956,"2,077","1,485",454,505,703,"1,326",908,983
2021,4,30,"19,236","1,357",834,478,"1,448","1,904","1,044",967,"1,021","2,429","1,985",703,518,846,"1,991",765,946
2021,4,40,"17,922","1,412",660,393,"1,339","1,283","1,152",823,916,"1,482","2,671",620,445,727,"1,692","1,277","1,030"
2021,4,50,"18,620","1,424",770,490,"1,561","1,118","1,179",835,"1,001","1,777","2,369",734,582,706,"1,674","1,130","1,270"
2021,4,60,"15,155","1,194",801,405,"1,284",850,914,583,853,"1,290","1,569",748,576,700,"1,492",729,"1,167"
2021,4,70,"9,508",744,520,282,892,449,563,377,568,749,"1,026",416,375,473,885,470,719
2021,4,80,"5,399",398,297,143,424,208,366,212,249,400,747,250,220,270,439,383,393
2021,4,90,"1,009",82,61,36,74,44,46,34,54,74,136,45,56,51,103,58,55
2021,4,100,79,15,0,10,2,7,3,2,6,4,4,4,6,2,9,2,3
2021,5,총,"118,021","8,804","4,990","2,943","10,371","8,321","7,441","5,394","6,289","11,470","14,735","4,492","3,354","4,927","10,720","6,834","6,936"
2021,5,0,"6,430",444,163,87,325,650,458,373,368,578,"1,280",266,121,199,534,382,202
2021,5,10,"7,509",556,252,108,529,413,721,348,379,463,"1,434",263,132,256,601,727,327
2021,5,20,"17,774","1,256",716,509,"2,579","1,414","1,006",845,938,"2,170","1,492",446,511,712,"1,313",903,964
2021,5,30,"19,207","1,348",827,473,"1,447","1,900","1,044",965,"1,017","2,466","1,982",706,506,836,"1,994",765,931
2021,5,40,"17,772","1,388",639,398,"1,328","1,285","1,138",813,896,"1,486","2,656",613,436,733,"1,683","1,272","1,008"
2021,5,50,"18,536","1,406",750,488,"1,541","1,116","1,184",838,998,"1,769","2,394",732,552,698,"1,668","1,140","1,262"
2021,5,60,"15,053","1,191",781,410,"1,275",847,913,584,842,"1,305","1,578",756,525,701,"1,496",727,"1,122"
2021,5,70,"9,354",729,504,281,871,442,561,377,560,753,"1,029",414,321,469,884,471,688
2021,5,80,"5,333",397,298,144,407,208,365,215,240,402,745,248,195,270,437,386,376
2021,5,90,982,81,60,35,67,41,47,34,48,72,141,45,49,51,100,59,52
2021,5,100,71,8,0,10,2,5,4,2,3,6,4,3,6,2,10,2,4
2021,6,총,"117,430","8,793","4,938","2,879","10,371","8,318","7,350","5,351","6,273","11,402","14,665","4,481","3,338","4,874","10,658","6,818","6,921"
2021,6,0,"6,392",441,159,88,329,646,455,365,366,576,"1,264",265,119,203,539,378,199
2021,6,10,"7,484",552,249,106,524,415,715,346,379,471,"1,427",263,129,253,602,726,327
2021,6,20,"17,764","1,249",713,507,"2,571","1,420","1,001",841,925,"2,221","1,489",443,512,714,"1,303",897,958
2021,6,30,"19,185","1,355",811,471,"1,454","1,902","1,055",959,"1,014","2,486","1,951",701,514,830,"1,987",763,932
2021,6,40,"17,645","1,378",623,387,"1,323","1,283","1,128",812,892,"1,462","2,648",611,425,731,"1,679","1,269",994
2021,6,50,"18,447","1,408",742,471,"1,544","1,117","1,166",828,"1,002","1,761","2,387",723,548,688,"1,659","1,133","1,270"
2021,6,60,"14,980","1,192",784,406,"1,279",841,901,582,845,"1,266","1,582",759,521,680,"1,480",736,"1,126"
2021,6,70,"9,205",729,501,270,870,443,534,376,554,701,"1,020",417,317,459,866,464,684
2021,6,80,"5,294",400,297,135,407,207,347,208,245,386,750,247,196,270,434,389,376
2021,6,90,970,81,59,33,68,39,45,32,49,66,143,49,51,44,99,61,51
2021,6,100,64,8,0,5,2,5,3,2,2,6,4,3,6,2,10,2,4
2021,7,총,"117,268","8,744","4,944","2,873","10,389","8,364","7,334","5,350","6,267","11,444","14,508","4,457","3,335","4,875","10,647","6,843","6,894"
2021,7,0,"6,361",438,159,89,330,641,453,364,370,582,"1,244",256,120,198,532,384,201
2021,7,10,"7,453",551,248,106,522,420,708,345,369,470,"1,408",266,129,253,602,730,326
2021,7,20,"17,713","1,232",714,501,"2,568","1,442","1,005",843,921,"2,216","1,468",438,518,711,"1,300",890,946
2021,7,30,"19,195","1,344",805,469,"1,467","1,913","1,056",953,"1,011","2,509","1,931",697,513,834,"1,995",761,937
2021,7,40,"17,546","1,361",629,387,"1,312","1,287","1,117",815,892,"1,462","2,605",614,418,730,"1,665","1,267",985
2021,7,50,"18,441","1,409",740,473,"1,556","1,117","1,162",832,"1,002","1,772","2,358",713,542,692,"1,659","1,148","1,266"
2021,7,60,"15,037","1,187",789,406,"1,292",845,908,576,846,"1,274","1,586",761,527,681,"1,492",746,"1,121"
2021,7,70,"9,177",732,503,268,861,444,534,376,558,703,"1,009",413,311,459,861,464,681
2021,7,80,"5,317",404,297,137,411,210,344,212,248,384,752,246,200,271,433,391,377
2021,7,90,966,78,60,32,68,40,44,32,48,67,143,51,51,44,98,60,50
2021,7,100,62,8,0,5,2,5,3,2,2,5,4,2,6,2,10,2,4
2021,8,총,"116,757","8,700","4,942","2,863","10,414","8,362","7,317","5,332","6,235","11,417","14,214","4,459","3,324","4,886","10,635","6,830","6,827"
2021,8,0,"6,290",432,160,89,330,636,448,360,361,584,"1,212",258,118,201,528,377,196
2021,8,10,"7,395",543,243,107,521,425,708,336,365,463,"1,392",265,130,255,591,725,326
2021,8,20,"17,657","1,224",712,496,"2,580","1,464",995,837,923,"2,202","1,437",436,509,716,"1,305",892,929
2021,8,30,"19,083","1,332",808,461,"1,467","1,893","1,056",962,"1,005","2,495","1,891",691,514,843,"1,984",752,929
2021,8,40,"17,433","1,355",630,386,"1,313","1,291","1,111",804,882,"1,470","2,537",613,422,721,"1,662","1,261",975
2021,8,50,"18,379","1,398",742,477,"1,552","1,109","1,158",835,"1,003","1,772","2,321",717,536,696,"1,665","1,150","1,248"
2021,8,60,"15,051","1,196",793,405,"1,305",851,915,578,845,"1,274","1,547",762,527,678,"1,490",758,"1,127"
2021,8,70,"9,117",731,498,269,861,445,534,374,558,698,979,412,307,459,861,459,672
2021,8,80,"5,320",404,295,136,412,206,346,212,243,387,750,249,203,271,439,394,373
2021,8,90,964,76,60,30,71,37,43,30,48,67,144,54,52,43,101,60,48
2021,8,100,68,9,1,7,2,5,3,4,2,5,4,2,6,3,9,2,4
2021,9,총,"116,344","8,668","4,912","2,882","10,388","8,346","7,304","5,317","6,222","11,448","13,968","4,451","3,305","4,877","10,613","6,821","6,822"
2021,9,0,"6,229",427,156,87,323,637,438,357,354,588,"1,197",257,116,197,529,376,190
2021,9,10,"7,369",533,239,108,517,428,701,336,363,467,"1,379",265,130,255,585,730,333
