년도,월,나이,경상북도 포항시,경상북도 포항시 남구,경상북도 포항시 남구 구룡포읍,경상북도 포항시 남구 연일읍,경상북도 포항시 남구 오천읍,경상북도 포항시 남구 대송면,경상북도 포항시 남구 동해면,경상북도 포항시 남구 장기면,경상북도 포항시 남구 호미곶면,경상북도 포항시 남구 상대동,경상북도 포항시 남구 해도동,경상북도 포항시 남구 송도동,경상북도 포항시 남구 청림동,경상북도 포항시 남구 제철동,경상북도 포항시 남구 효곡동,경상북도 포항시 남구 대이동,경상북도 포항시 북구,경상북도 포항시 북구 흥해읍,경상북도 포항시 북구 신광면,경상북도 포항시 북구 청하면,경상북도 포항시 북구 송라면,경상북도 포항시 북구 기계면,경상북도 포항시 북구 죽장면,경상북도 포항시 북구 죽장면상옥출장소,경상북도 포항시 북구 기북면,경상북도 포항시 북구 중앙동,경상북도 포항시 북구 양학동,경상북도 포항시 북구 죽도동,경상북도 포항시 북구 용흥동,경상북도 포항시 북구 우창동,경상북도 포항시 북구 두호동,경상북도 포항시 북구 장량동,경상북도 포항시 북구 환여동
2020,3,90,372,139,17,8,21,6,13,20,3,16,9,11,3,1,7,4,233,41,6,13,10,21,14,5,5,17,9,20,23,14,11,20,4
2020,3,100,28,16,3,2,3,0,1,0,0,0,1,2,2,0,1,1,12,3,0,0,1,1,0,0,0,4,0,2,0,0,1,0,0
2020,4,총,"255,341","119,825","3,914","15,903","28,937","1,876","5,036","2,059",932,"13,072","9,064","6,440","2,598","1,767","15,592","12,635","135,516","20,307","1,431","2,408","1,242","2,416","1,064",307,625,"7,850","8,630","9,889","11,085","15,682","11,167","36,669","4,744"
2020,4,0,"21,354","9,483",82,"1,349","3,081",42,306,44,21,669,341,246,119,96,"1,890","1,197","11,871","2,124",36,65,14,47,16,4,10,312,648,432,778,"1,626",820,"4,458",481
2020,4,10,"25,080","11,417",152,"1,971","3,093",85,413,66,45,839,466,395,149,110,"2,011","1,622","13,663","1,885",57,121,43,91,34,9,23,424,"1,044",531,"1,168","1,660","1,289","4,688",596
2020,4,20,"32,755","15,665",316,"2,146","3,679",173,574,130,63,"1,882","1,051",635,389,546,"2,148","1,933","17,090","2,383",107,199,95,185,56,19,29,927,"1,240","1,303","1,372","2,179","1,674","4,813",509
2020,4,30,"32,208","15,068",277,"1,684","4,604",177,522,111,51,"1,770","1,028",642,332,233,"1,904","1,733","17,140","2,679",79,165,76,166,48,14,35,"1,014","1,002","1,381","1,224","2,243","1,182","5,214",618
2020,4,40,"39,179","18,618",493,"2,544","5,488",211,700,224,124,"1,899","1,283",827,318,193,"2,328","1,986","20,561","3,184",149,292,128,243,91,25,59,"1,072","1,259","1,378","1,592","2,252","1,527","6,485",825
2020,4,50,"45,816","21,858",868,"3,153","4,474",404,966,396,194,"2,287","1,776","1,259",478,272,"2,857","2,474","23,958","3,571",268,503,274,494,226,61,114,"1,422","1,654","1,667","2,028","2,831","2,152","5,965",728
2020,4,60,"36,995","17,524",925,"2,047","3,043",463,887,482,218,"2,335","1,859","1,471",465,200,"1,913","1,216","19,471","2,710",378,535,291,591,287,100,185,"1,503","1,224","1,813","1,823","2,035","1,694","3,657",645
2020,4,70,"16,743","7,952",564,788,"1,118",253,496,390,155,"1,173","1,033",766,270,90,461,395,"8,791","1,294",221,357,217,388,181,51,101,876,450,"1,077",843,692,642,"1,129",272
2020,4,80,"4,805","2,083",218,211,333,62,158,196,58,202,217,184,73,26,71,74,"2,722",432,130,159,93,186,111,19,64,279,100,284,234,150,175,240,66
2020,4,90,378,141,16,8,21,6,13,20,3,16,9,13,3,1,8,4,237,42,6,12,10,24,14,5,5,17,9,21,23,14,11,20,4
2020,4,100,28,16,3,2,3,0,1,0,0,0,1,2,2,0,1,1,12,3,0,0,1,1,0,0,0,4,0,2,0,0,1,0,0
2020,5,총,"255,144","119,635","3,902","15,845","28,945","1,872","5,012","2,047",926,"13,028","9,053","6,420","2,601","1,756","15,548","12,680","135,509","20,332","1,425","2,407","1,242","2,418","1,059",308,628,"7,827","8,598","9,892","11,058","15,622","11,208","36,744","4,741"
2020,5,0,"21,277","9,420",79,"1,338","3,047",42,298,43,18,667,341,248,120,98,"1,879","1,202","11,857","2,120",36,65,13,46,16,4,10,306,642,429,784,"1,607",833,"4,465",481
2020,5,10,"24,942","11,368",148,"1,963","3,097",83,414,65,47,827,461,393,147,106,"2,007","1,610","13,574","1,884",58,121,44,88,34,9,23,417,"1,029",527,"1,149","1,628","1,276","4,691",596
2020,5,20,"32,622","15,601",309,"2,133","3,692",172,564,129,62,"1,877","1,045",621,389,541,"2,129","1,938","17,021","2,363",105,197,94,187,54,19,28,923,"1,244","1,297","1,366","2,182","1,668","4,786",508
2020,5,30,"32,176","15,029",277,"1,661","4,581",172,525,110,52,"1,765","1,028",645,327,232,"1,886","1,768","17,147","2,683",78,165,74,163,48,14,36,"1,016",996,"1,380","1,215","2,215","1,207","5,246",611
2020,5,40,"39,108","18,564",491,"2,530","5,495",212,694,215,121,"1,881","1,271",814,325,192,"2,341","1,982","20,544","3,183",146,292,125,239,88,26,58,"1,069","1,245","1,387","1,584","2,253","1,538","6,482",829
2020,5,50,"45,808","21,852",877,"3,158","4,490",398,953,399,194,"2,282","1,776","1,256",472,267,"2,848","2,482","23,956","3,577",264,502,275,496,228,60,116,"1,412","1,649","1,662","2,019","2,821","2,146","6,004",725
2020,5,60,"37,162","17,574",921,"2,053","3,064",468,898,482,219,"2,334","1,861","1,470",468,201,"1,913","1,222","19,588","2,743",380,534,295,598,283,100,187,"1,512","1,229","1,818","1,833","2,047","1,707","3,674",648
2020,5,70,"16,815","7,984",563,793,"1,115",258,497,389,151,"1,177","1,037",775,274,91,468,396,"8,831","1,302",222,360,218,386,181,52,100,873,453,"1,079",847,704,645,"1,138",271
2020,5,80,"4,830","2,088",219,208,339,62,155,195,59,202,223,183,74,27,68,74,"2,742",431,130,160,93,190,113,19,65,279,102,290,238,153,176,235,68
2020,5,90,377,140,15,7,22,5,13,20,3,16,9,13,3,1,8,5,237,43,6,11,10,24,14,5,5,16,9,21,23,12,11,23,4
2020,5,100,27,15,3,1,3,0,1,0,0,0,1,2,2,0,1,1,12,3,0,0,1,1,0,0,0,4,0,2,0,0,1,0,0
2020,6,총,"254,995","119,491","3,895","15,784","28,951","1,863","5,018","2,032",926,"12,960","9,019","6,399","2,592","1,751","15,517","12,784","135,504","20,336","1,436","2,401","1,239","2,409","1,061",305,628,"7,781","8,588","9,838","11,021","15,624","11,316","36,792","4,729"
2020,6,0,"21,200","9,371",79,"1,326","3,025",37,298,43,18,662,345,254,114,98,"1,879","1,193","11,829","2,110",35,66,12,44,15,4,10,294,643,422,778,"1,606",851,"4,458",481
2020,6,10,"24,876","11,347",147,"1,958","3,111",80,405,63,47,823,453,393,147,105,"1,998","1,617","13,529","1,894",55,122,45,84,34,9,23,415,"1,021",513,"1,144","1,625","1,283","4,675",587
2020,6,20,"32,581","15,593",310,"2,123","3,702",172,572,125,62,"1,846","1,050",609,386,541,"2,113","1,982","16,988","2,367",111,193,94,188,54,18,27,910,"1,239","1,287","1,351","2,182","1,687","4,782",498
2020,6,30,"32,089","14,925",275,"1,649","4,539",171,524,106,49,"1,761","1,010",635,325,225,"1,884","1,772","17,164","2,680",77,163,71,163,47,14,35,"1,001",996,"1,370","1,204","2,211","1,241","5,285",606
2020,6,40,"39,036","18,542",490,"2,522","5,502",209,687,215,119,"1,870","1,263",818,324,190,"2,338","1,995","20,494","3,170",145,285,125,233,87,25,56,"1,060","1,243","1,394","1,574","2,247","1,545","6,467",838
2020,6,50,"45,662","21,754",868,"3,125","4,480",399,959,398,196,"2,249","1,756","1,246",475,264,"2,829","2,510","23,908","3,571",268,505,275,490,227,61,120,"1,404","1,652","1,649","2,006","2,804","2,145","6,013",718
2020,6,60,"37,395","17,681",924,"2,060","3,098",473,898,485,221,"2,351","1,871","1,463",467,207,"1,929","1,234","19,714","2,767",384,539,294,600,286,96,187,"1,524","1,230","1,801","1,851","2,072","1,725","3,705",653
2020,6,70,"16,904","8,020",567,806,"1,124",255,505,384,152,"1,177","1,035",778,275,93,470,399,"8,884","1,303",226,358,218,392,183,55,100,875,453,"1,088",850,712,648,"1,150",273
2020,6,80,"4,844","2,102",216,206,346,62,156,193,59,205,226,187,74,27,69,76,"2,742",429,129,161,94,189,113,18,64,277,100,289,240,153,179,236,71
2020,6,90,381,141,16,8,21,5,13,20,3,16,9,14,3,1,7,5,240,42,6,9,10,25,15,5,6,17,11,23,23,12,11,21,4
2020,6,100,27,15,3,1,3,0,1,0,0,0,1,2,2,0,1,1,12,3,0,0,1,1,0,0,0,4,0,2,0,0,1,0,0
2020,7,총,"254,899","119,323","3,878","15,718","28,936","1,850","5,019","2,022",930,"12,932","9,003","6,385","2,575","1,727","15,518","12,830","135,576","20,374","1,446","2,395","1,239","2,410","1,062",302,629,"7,744","8,563","9,797","11,003","15,678","11,416","36,803","4,715"
2020,7,0,"21,113","9,326",78,"1,305","2,999",35,300,41,19,654,343,253,109,96,"1,885","1,209","11,787","2,108",33,63,12,43,15,3,9,287,639,412,775,"1,608",867,"4,437",476
2020,7,10,"24,792","11,305",140,"1,961","3,106",76,404,61,46,816,442,391,147,105,"2,002","1,608","13,487","1,893",54,121,45,85,34,9,25,410,"1,012",513,"1,130","1,627","1,287","4,656",586
2020,7,20,"32,543","15,560",310,"2,112","3,711",171,567,122,62,"1,856","1,043",607,384,524,"2,106","1,985","16,983","2,349",113,195,92,186,55,18,27,892,"1,236","1,273","1,363","2,183","1,697","4,811",493
2020,7,30,"32,047","14,864",269,"1,625","4,527",172,523,109,50,"1,749","1,003",625,319,221,"1,878","1,794","17,183","2,700",77,159,71,163,45,13,34,"1,002",991,"1,358","1,189","2,224","1,273","5,281",603
2020,7,40,"38,975","18,490",491,"2,512","5,482",205,684,213,122,"1,860","1,270",817,326,187,"2,346","1,975","20,485","3,176",141,288,128,231,87,25,55,"1,059","1,236","1,388","1,575","2,262","1,550","6,453",831
2020,7,50,"45,619","21,709",858,"3,118","4,496",392,964,388,196,"2,237","1,747","1,239",469,263,"2,813","2,529","23,910","3,572",271,498,273,489,224,61,119,"1,403","1,645","1,643","2,009","2,803","2,166","6,013",721
2020,7,60,"37,540","17,744",930,"2,062","3,108",474,907,491,221,"2,352","1,873","1,469",467,208,"1,936","1,246","19,796","2,797",392,538,298,605,286,95,189,"1,519","1,236","1,802","1,841","2,081","1,727","3,732",658
2020,7,70,"16,983","8,060",566,808,"1,135",258,501,379,151,"1,187","1,040",787,277,95,474,402,"8,923","1,304",230,361,217,393,189,56,101,871,454,"1,090",851,718,657,"1,161",270
2020,7,80,"4,879","2,112",217,207,349,62,155,199,60,205,232,181,73,26,70,76,"2,767",428,129,163,93,190,112,17,64,280,102,292,246,160,179,239,73
2020,7,90,379,136,15,7,20,5,13,19,3,16,8,14,2,2,7,5,243,44,6,9,9,24,15,5,6,17,12,24,24,12,12,20,4
2020,7,100,29,17,4,1,3,0,1,0,0,0,2,2,2,0,1,1,12,3,0,0,1,1,0,0,0,4,0,2,0,0,1,0,0
2020,8,총,"254,726","119,132","3,863","15,655","28,966","1,839","5,030","2,022",927,"12,907","8,977","6,363","2,561","1,701","15,486","12,835","135,594","20,375","1,446","2,391","1,244","2,408","1,065",299,629,"7,725","8,558","9,791","10,962","15,713","11,467","36,824","4,697"
2020,8,0,"21,004","9,263",79,"1,289","2,993",30,304,40,17,643,340,251,105,95,"1,882","1,195","11,741","2,102",34,63,10,45,15,3,9,284,632,413,762,"1,606",878,"4,415",470
2020,8,10,"24,703","11,240",138,"1,936","3,105",77,397,59,45,817,435,387,147,102,"1,979","1,616","13,463","1,899",53,117,48,84,33,8,25,403,"1,008",506,"1,120","1,633","1,281","4,658",587
2020,8,20,"32,470","15,532",305,"2,111","3,728",171,570,124,62,"1,863","1,030",600,378,509,"2,100","1,981","16,938","2,331",112,191,92,189,55,17,27,888,"1,237","1,276","1,353","2,184","1,705","4,789",492
2020,8,30,"31,972","14,782",261,"1,606","4,502",170,533,110,49,"1,742",995,621,315,215,"1,875","1,788","17,190","2,695",78,160,73,163,46,14,35,996,990,"1,359","1,170","2,236","1,283","5,293",599
2020,8,40,"38,919","18,466",496,"2,505","5,474",199,679,209,123,"1,856","1,271",818,326,185,"2,351","1,974","20,453","3,176",141,281,126,227,85,25,55,"1,060","1,238","1,378","1,573","2,254","1,544","6,460",830
2020,8,50,"45,558","21,658",844,"3,104","4,516",388,958,394,191,"2,221","1,739","1,226",468,261,"2,806","2,542","23,900","3,582",262,503,275,483,228,61,118,"1,392","1,639","1,643","2,013","2,803","2,182","6,001",715
2020,8,60,"37,756","17,817",942,"2,071","3,133",477,920,491,226,"2,346","1,871","1,478",466,211,"1,930","1,255","19,939","2,815",401,544,298,615,287,93,190,"1,523","1,246","1,807","1,843","2,103","1,740","3,777",657
2020,8,70,"17,046","8,103",564,817,"1,142",260,501,380,151,"1,196","1,048",781,281,95,483,404,"8,943","1,302",230,357,221,392,189,57,100,877,452,"1,090",857,723,658,"1,171",267
2020,8,80,"4,892","2,117",216,208,349,62,153,196,61,207,238,184,71,26,71,75,"2,775",427,129,167,91,185,113,16,63,281,104,294,248,159,183,239,76
2020,8,90,377,137,14,7,21,5,14,19,2,16,8,15,2,2,8,4,240,43,6,8,9,24,14,5,7,17,12,23,23,12,12,21,4
2020,8,100,29,17,4,1,3,0,1,0,0,0,2,2,2,0,1,1,12,3,0,0,1,1,0,0,0,4,0,2,0,0,1,0,0
2020,9,총,"254,626","119,016","3,855","15,644","29,008","1,832","5,026","2,016",926,"12,880","8,944","6,337","2,545","1,669","15,469","12,865","135,610","20,371","1,451","2,389","1,237","2,411","1,067",299,627,"7,734","8,529","9,780","10,942","15,752","11,497","36,821","4,703"
2020,9,0,"20,899","9,205",78,"1,275","2,979",29,302,42,16,637,334,252,102,93,"1,869","1,197","11,694","2,100",35,59,10,44,15,3,9,283,626,405,754,"1,609",877,"4,395",470
2020,9,10,"24,642","11,219",137,"1,937","3,109",76,396,56,45,820,428,381,143,100,"1,988","1,603","13,423","1,889",55,118,47,86,33,8,23,403,"1,005",503,"1,112","1,625","1,290","4,640",586
2020,9,20,"32,450","15,510",300,"2,115","3,732",170,573,124,62,"1,865","1,025",594,376,491,"2,093","1,990","16,940","2,331",110,195,92,187,55,17,28,891,"1,230","1,272","1,352","2,182","1,695","4,815",488
2020,9,30,"31,828","14,689",257,"1,580","4,499",165,524,109,50,"1,732",980,620,312,207,"1,856","1,798","17,139","2,677",76,158,70,159,46,15,36,999,976,"1,360","1,165","2,254","1,297","5,248",603
2020,9,40,"38,890","18,445",487,"2,509","5,474",199,682,203,125,"1,844","1,266",813,327,184,"2,358","1,974","20,445","3,185",142,277,126,227,84,24,55,"1,057","1,230","1,366","1,575","2,251","1,541","6,470",835
2020,9,50,"45,492","21,623",840,"3,107","4,538",387,949,393,188,"2,214","1,741","1,214",460,259,"2,787","2,546","23,869","3,584",256,501,273,484,224,61,115,"1,396","1,634","1,641","1,998","2,793","2,184","6,006",719
2020,9,60,"37,966","17,900",953,"2,080","3,156",479,928,492,229,"2,340","1,871","1,480",467,210,"1,947","1,268","20,066","2,827",405,546,296,615,296,92,188,"1,527","1,255","1,821","1,852","2,133","1,751","3,808",654
2020,9,70,"17,106","8,126",565,822,"1,143",259,501,378,147,"1,205","1,051",779,282,98,491,405,"8,980","1,299",237,363,223,396,187,58,104,870,456,"1,092",856,730,666,"1,175",268
2020,9,80,"4,942","2,146",220,211,354,63,155,200,61,208,238,187,72,26,72,79,"2,796",429,129,164,90,187,113,16,63,287,105,295,254,163,182,243,76
2020,9,90,381,136,14,7,21,5,15,19,3,15,8,15,2,1,7,4,245,47,6,8,9,25,14,5,6,17,12,23,23,12,13,21,4
2020,9,100,30,17,4,1,3,0,1,0,0,0,2,2,2,0,1,1,13,3,0,0,1,1,0,0,0,4,0,2,1,0,1,0,0
2020,10,총,"254,459","118,884","3,847","15,625","29,030","1,830","5,017","2,026",922,"12,833","8,910","6,322","2,535","1,666","15,477","12,844","135,575","20,347","1,441","2,388","1,231","2,392","1,056",298,632,"7,712","8,523","9,778","10,945","15,804","11,505","36,820","4,703"
2020,10,0,"20,804","9,159",78,"1,265","2,963",29,304,45,17,631,325,248,103,96,"1,862","1,193","11,645","2,087",36,59,8,42,16,3,9,283,631,405,745,"1,603",878,"4,372",468
2020,10,10,"24,587","11,202",144,"1,932","3,117",75,389,55,41,813,428,377,138,98,"2,004","1,591","13,385","1,883",55,121,47,85,33,8,24,399,994,487,"1,116","1,637","1,288","4,621",587
2020,10,20,"32,378","15,432",295,"2,111","3,714",169,576,123,64,"1,848","1,013",600,378,484,"2,079","1,978","16,946","2,316",110,195,90,184,52,16,28,883,"1,231","1,290","1,354","2,188","1,686","4,841",482
2020,10,30,"31,744","14,654",251,"1,575","4,493",164,516,109,48,"1,736",967,611,310,210,"1,862","1,802","17,090","2,668",76,153,70,156,44,15,35,989,977,"1,356","1,155","2,254","1,306","5,236",600
2020,10,40,"38,794","18,402",484,"2,502","5,473",198,681,205,123,"1,828","1,262",812,327,187,"2,351","1,969","20,392","3,171",141,279,124,223,82,24,57,"1,047","1,219","1,358","1,578","2,262","1,538","6,460",829
2020,10,50,"45,423","21,575",833,"3,101","4,552",388,948,395,185,"2,198","1,730","1,204",449,257,"2,795","2,540","23,848","3,589",246,501,273,475,223,59,116,"1,396","1,636","1,639","1,988","2,787","2,182","6,007",731
2020,10,60,"38,187","17,992",959,"2,091","3,184",480,931,485,234,"2,342","1,883","1,487",469,209,"1,953","1,285","20,195","2,859",408,543,296,617,297,94,189,"1,534","1,259","1,823","1,863","2,157","1,765","3,842",649
2020,10,70,"17,163","8,147",562,828,"1,155",259,499,390,146,"1,210","1,051",775,284,98,490,400,"9,016","1,296",233,365,224,396,185,58,106,870,461,"1,100",867,736,665,"1,178",276
2020,10,80,"4,971","2,169",222,211,358,63,158,200,62,211,241,190,73,26,73,81,"2,802",429,130,163,89,188,110,16,62,290,103,294,255,169,184,243,77
2020,10,90,378,135,15,8,18,5,14,19,2,16,8,16,2,1,7,4,243,46,6,9,9,25,14,5,6,17,12,24,23,11,12,20,4
2020,10,100,30,17,4,1,3,0,1,0,0,0,2,2,2,0,1,1,13,3,0,0,1,1,0,0,0,4,0,2,1,0,1,0,0
2020,11,총,"254,299","118,801","3,849","15,622","29,028","1,825","5,004","2,031",922,"12,800","8,881","6,301","2,527","1,661","15,466","12,884","135,498","20,320","1,443","2,377","1,227","2,392","1,059",299,631,"7,720","8,513","9,730","10,932","15,837","11,493","36,841","4,684"
2020,11,0,"20,653","9,075",74,"1,248","2,932",29,298,44,16,631,320,244,104,96,"1,847","1,192","11,578","2,067",38,57,6,38,17,3,9,290,618,399,748,"1,606",872,"4,348",462
2020,11,10,"24,582","11,209",143,"1,944","3,122",72,391,54,42,797,427,373,136,98,"2,018","1,592","13,373","1,872",53,121,46,85,32,8,24,398,994,489,"1,109","1,636","1,289","4,626",591
2020,11,20,"32,338","15,426",297,"2,111","3,732",172,563,120,62,"1,851",997,600,374,481,"2,072","1,994","16,912","2,324",111,188,93,183,52,16,28,887,"1,235","1,261","1,349","2,177","1,674","4,859",475
2020,11,30,"31,575","14,616",250,"1,572","4,460",162,519,111,47,"1,725",973,610,314,212,"1,855","1,806","16,959","2,630",77,145,71,155,44,15,35,990,967,"1,343","1,139","2,252","1,301","5,201",594
2020,11,40,"38,809","18,365",478,"2,499","5,481",199,677,203,121,"1,825","1,252",801,325,186,"2,350","1,968","20,444","3,183",139,283,121,226,83,24,59,"1,054","1,226","1,340","1,574","2,266","1,543","6,497",826
2020,11,50,"45,329","21,531",837,"3,087","4,559",382,947,393,190,"2,196","1,720","1,197",440,254,"2,781","2,548","23,798","3,582",243,499,275,476,222,59,115,"1,380","1,630","1,648","1,991","2,799","2,167","5,989",723
2020,11,60,"38,385","18,061",963,"2,109","3,204",484,934,490,234,"2,337","1,876","1,485",470,208,"1,971","1,296","20,324","2,880",415,544,297,617,299,95,189,"1,531","1,266","1,828","1,868","2,179","1,782","3,882",652
2020,11,70,"17,214","8,184",564,831,"1,156",257,501,396,145,"1,212","1,064",781,287,99,491,400,"9,030","1,294",232,368,216,398,186,58,105,878,460,"1,098",875,743,666,"1,173",280
2020,11,80,"4,997","2,178",224,211,358,64,158,201,63,211,242,192,73,26,73,82,"2,819",440,129,162,93,189,110,16,59,290,105,297,252,169,185,246,77
2020,11,90,387,139,15,9,21,4,15,19,2,15,8,16,2,1,7,5,248,45,6,10,8,24,14,5,8,18,12,25,26,10,13,20,4
2020,11,100,30,17,4,1,3,0,1,0,0,0,2,2,2,0,1,1,13,3,0,0,1,1,0,0,0,4,0,2,1,0,1,0,0
2020,12,총,"254,222","118,767","3,819","15,613","29,093","1,809","5,004","2,031",917,"12,802","8,877","6,274","2,538","1,665","15,455","12,870","135,455","20,301","1,440","2,371","1,217","2,382","1,058",299,631,"7,709","8,514","9,702","10,901","15,888","11,524","36,822","4,696"
2020,12,0,"20,600","9,048",73,"1,244","2,931",28,297,43,16,625,323,237,103,96,"1,853","1,179","11,552","2,057",37,57,7,38,17,3,8,280,619,398,743,"1,622",873,"4,322",471
2020,12,10,"24,487","11,159",139,"1,923","3,127",71,384,53,43,792,419,373,134,97,"2,016","1,588","13,328","1,877",50,116,44,84,31,8,25,398,"1,000",476,"1,091","1,628","1,284","4,633",583
2020,12,20,"32,344","15,466",288,"2,119","3,741",169,570,122,60,"1,865","1,000",594,391,483,"2,056","2,008","16,878","2,306",112,192,92,181,50,16,27,890,"1,233","1,261","1,343","2,176","1,673","4,851",475
2020,12,30,"31,496","14,590",241,"1,560","4,472",157,522,112,49,"1,715",969,608,315,214,"1,861","1,795","16,906","2,620",78,141,69,152,44,15,36,996,971,"1,335","1,132","2,273","1,309","5,143",592
2020,12,40,"38,777","18,351",475,"2,506","5,489",194,672,196,118,"1,827","1,254",784,328,186,"2,357","1,965","20,426","3,182",138,282,120,222,83,23,57,"1,041","1,217","1,336","1,564","2,276","1,546","6,509",830
2020,12,50,"45,244","21,495",829,"3,085","4,571",374,942,395,188,"2,191","1,722","1,203",435,253,"2,762","2,545","23,749","3,575",242,499,268,476,223,57,116,"1,378","1,636","1,633","1,976","2,794","2,163","5,991",722
2020,12,60,"38,526","18,078",968,"2,117","3,224",490,944,493,233,"2,336","1,859","1,478",465,207,"1,971","1,293","20,448","2,881",417,547,300,618,297,97,188,"1,527","1,266","1,846","1,887","2,195","1,799","3,923",660
2020,12,70,"17,294","8,227",563,835,"1,158",255,496,393,147,"1,222","1,078",786,290,100,496,408,"9,067","1,313",231,364,215,397,188,59,108,886,456,"1,091",884,742,675,"1,178",280
2020,12,80,"5,032","2,193",223,213,357,66,163,203,61,213,242,193,73,28,76,82,"2,839",442,130,163,94,188,113,16,58,289,104,299,254,172,187,251,79
2020,12,90,392,143,16,10,20,5,13,21,2,16,9,16,2,1,6,6,249,45,5,10,7,25,12,5,8,20,12,25,26,10,14,21,4
2020,12,100,30,17,4,1,3,0,1,0,0,0,2,2,2,0,1,1,13,3,0,0,1,1,0,0,0,4,0,2,1,0,1,0,0
2021,1,총,"254,224","118,821","3,812","15,612","29,143","1,795","4,989","2,024",922,"12,837","8,861","6,272","2,534","1,668","15,439","12,913","135,403","20,321","1,436","2,361","1,217","2,390","1,055",301,633,"7,682","8,492","9,725","10,884","15,911","11,484","36,835","4,676"
2021,1,0,"20,438","8,974",74,"1,229","2,907",28,289,43,15,618,316,237,97,95,"1,860","1,166","11,464","2,045",36,56,7,38,16,3,7,281,614,399,736,"1,615",858,"4,282",471
2021,1,10,"24,464","11,136",138,"1,917","3,124",69,383,51,42,785,421,380,135,98,"2,005","1,588","13,328","1,881",53,118,44,86,30,8,27,399,995,476,"1,087","1,645","1,272","4,632",575
2021,1,20,"32,356","15,544",283,"2,125","3,783",170,570,123,63,"1,878","1,004",582,399,480,"2,054","2,030","16,812","2,319",109,184,91,178,53,17,27,868,"1,231","1,247","1,341","2,147","1,660","4,863",477
2021,1,30,"31,345","14,471",243,"1,536","4,421",155,522,112,49,"1,710",964,609,294,215,"1,828","1,813","16,874","2,601",79,142,73,152,44,15,36,993,958,"1,358","1,124","2,278","1,308","5,129",584
2021,1,40,"38,761","18,378",469,"2,514","5,516",191,671,194,121,"1,826","1,251",780,332,185,"2,375","1,953","20,383","3,174",137,280,119,221,80,23,53,"1,034","1,202","1,336","1,566","2,283","1,537","6,503",835
