년도,월,나이,연제구,거제제1동,거제제2동,거제제3동,거제제4동,연산제1동,연산제2동,연산제3동,연산제4동,연산제5동,연산제6동,연산제8동,연산제9동
2020,2,70,"9,603","1,222",495,712,484,738,799,559,913,603,"1,096",600,"1,382"
2020,2,80,"4,044",472,213,370,217,307,339,219,371,235,420,235,646
2020,2,90,635,82,25,58,41,39,60,31,55,26,59,37,122
2020,2,100,58,2,7,5,2,6,5,4,3,5,7,4,8
2020,3,총,"108,731","15,636","6,662","5,553","5,596","8,624","9,391","4,059","8,927","8,598","9,043","7,564","19,078"
2020,3,0,"7,515","1,342",623,255,393,672,778,116,415,403,538,643,"1,337"
2020,3,10,"8,167","1,714",838,355,452,599,584,219,460,339,490,580,"1,537"
2020,3,20,"12,983","1,585",629,625,581,890,"1,136",398,"1,282","1,963",952,799,"2,143"
2020,3,30,"14,011","1,843",716,554,631,"1,146","1,544",379,"1,025","1,614","1,165","1,020","2,374"
2020,3,40,"16,388","3,031","1,253",722,871,"1,274","1,276",532,"1,157","1,087","1,139","1,134","2,912"
2020,3,50,"18,354","2,424","1,022",922,"1,023","1,509","1,499",743,"1,563","1,225","1,486","1,323","3,615"
2020,3,60,"16,922","1,925",840,976,894,"1,441","1,359",866,"1,675","1,091","1,683","1,183","2,989"
2020,3,70,"9,637","1,228",495,713,489,739,807,553,922,607,"1,095",603,"1,386"
2020,3,80,"4,063",464,214,367,218,312,341,218,372,240,428,236,653
2020,3,90,632,78,25,59,43,36,62,31,53,24,59,39,123
2020,3,100,59,2,7,5,1,6,5,4,3,5,8,4,9
2020,4,총,"108,661","15,634","6,655","5,558","5,569","8,601","9,433","4,041","8,895","8,622","9,024","7,545","19,084"
2020,4,0,"7,492","1,339",612,253,392,669,777,116,412,404,541,638,"1,339"
2020,4,10,"8,139","1,703",841,359,449,602,579,219,459,340,490,578,"1,520"
2020,4,20,"12,955","1,598",623,617,580,881,"1,147",396,"1,276","1,958",948,787,"2,144"
2020,4,30,"13,971","1,836",713,549,619,"1,140","1,552",375,"1,012","1,616","1,167","1,021","2,371"
2020,4,40,"16,334","3,011","1,252",726,859,"1,277","1,289",531,"1,144","1,088","1,121","1,131","2,905"
2020,4,50,"18,315","2,429","1,013",921,"1,020","1,495","1,482",736,"1,552","1,240","1,483","1,321","3,623"
2020,4,60,"16,994","1,935",851,984,895,"1,438","1,375",865,"1,686","1,097","1,674","1,188","3,006"
2020,4,70,"9,667","1,232",499,717,488,747,819,551,923,607,"1,094",602,"1,388"
2020,4,80,"4,097",470,218,368,222,311,344,219,379,242,437,236,651
2020,4,90,637,79,26,59,44,35,64,30,49,24,60,39,128
2020,4,100,60,2,7,5,1,6,5,3,3,6,9,4,9
2020,5,총,"108,615","15,570","6,644","5,570","5,548","8,565","9,477","4,042","8,896","8,678","9,029","7,532","19,064"
2020,5,0,"7,455","1,330",605,254,392,656,784,122,410,400,538,634,"1,330"
2020,5,10,"8,101","1,703",839,362,440,597,581,211,460,340,490,571,"1,507"
2020,5,20,"12,954","1,580",624,619,571,868,"1,149",398,"1,280","1,991",943,785,"2,146"
2020,5,30,"13,950","1,820",719,554,617,"1,142","1,570",372,"1,011","1,618","1,165","1,008","2,354"
2020,5,40,"16,296","2,995","1,243",724,844,"1,276","1,291",531,"1,140","1,095","1,123","1,139","2,895"
2020,5,50,"18,284","2,418","1,013",916,"1,027","1,490","1,488",734,"1,536","1,240","1,478","1,322","3,622"
2020,5,60,"17,059","1,941",853,991,899,"1,435","1,370",858,"1,700","1,107","1,687","1,187","3,031"
2020,5,70,"9,697","1,228",497,718,488,747,828,565,929,612,"1,091",602,"1,392"
2020,5,80,"4,117",472,217,366,226,314,345,218,378,245,446,240,650
2020,5,90,641,81,27,61,43,34,66,29,49,24,59,40,128
2020,5,100,61,2,7,5,1,6,5,4,3,6,9,4,9
2020,6,총,"108,448","15,546","6,627","5,555","5,546","8,547","9,482","4,044","8,839","8,678","9,017","7,529","19,038"
2020,6,0,"7,402","1,317",601,250,391,650,785,121,401,399,533,630,"1,324"
2020,6,10,"8,070","1,697",834,361,439,593,581,210,451,338,488,572,"1,506"
2020,6,20,"12,956","1,575",625,618,569,866,"1,143",404,"1,265","2,014",940,793,"2,144"
2020,6,30,"13,852","1,810",703,549,607,"1,141","1,565",364,"1,005","1,599","1,163","1,006","2,340"
2020,6,40,"16,300","2,992","1,250",719,852,"1,274","1,294",531,"1,134","1,103","1,124","1,136","2,891"
2020,6,50,"18,186","2,404","1,011",917,"1,023","1,480","1,490",731,"1,536","1,230","1,454","1,309","3,601"
2020,6,60,"17,106","1,950",851,987,905,"1,437","1,374",859,"1,690","1,107","1,705","1,199","3,042"
2020,6,70,"9,744","1,243",502,721,487,753,831,567,923,618,"1,091",602,"1,406"
2020,6,80,"4,131",475,215,369,231,312,349,224,381,240,450,239,646
2020,6,90,639,81,28,59,41,35,65,29,50,24,60,39,128
2020,6,100,62,2,7,5,1,6,5,4,3,6,9,4,10
2020,7,총,"108,361","15,522","6,609","5,540","5,535","8,556","9,567","4,009","8,836","8,667","9,007","7,502","19,011"
2020,7,0,"7,376","1,312",599,253,385,644,796,118,399,400,535,628,"1,307"
2020,7,10,"8,038","1,691",830,354,434,599,584,203,449,332,489,568,"1,505"
2020,7,20,"12,945","1,560",625,618,574,874,"1,163",398,"1,271","2,009",925,788,"2,140"
2020,7,30,"13,790","1,803",693,547,596,"1,127","1,590",361,998,"1,601","1,155",995,"2,324"
2020,7,40,"16,315","2,992","1,252",709,851,"1,285","1,310",521,"1,145","1,098","1,127","1,131","2,894"
2020,7,50,"18,117","2,400","1,010",910,"1,014","1,472","1,487",723,"1,532","1,235","1,448","1,298","3,588"
2020,7,60,"17,163","1,946",851,994,920,"1,443","1,387",862,"1,690","1,099","1,713","1,197","3,061"
2020,7,70,"9,780","1,251",500,724,486,760,834,566,922,620,"1,094",608,"1,415"
2020,7,80,"4,143",484,214,368,230,311,347,226,378,244,453,246,642
2020,7,90,632,81,28,58,44,35,64,27,49,23,59,39,125
2020,7,100,62,2,7,5,1,6,5,4,3,6,9,4,10
2020,8,총,"108,808","15,487","6,596","5,483","5,529","8,501","10,413","3,983","8,779","8,650","8,966","7,486","18,935"
2020,8,0,"7,445","1,306",597,239,387,631,926,115,393,395,520,630,"1,306"
2020,8,10,"8,051","1,693",828,346,436,593,646,204,441,322,482,563,"1,497"
2020,8,20,"12,967","1,535",620,614,569,876,"1,256",395,"1,257","2,006",927,782,"2,130"
2020,8,30,"13,886","1,777",686,541,592,"1,103","1,809",353,992,"1,584","1,144",994,"2,311"
2020,8,40,"16,368","3,011","1,242",695,850,"1,273","1,431",513,"1,143","1,104","1,114","1,118","2,874"
2020,8,50,"18,139","2,386","1,008",904,"1,011","1,458","1,599",719,"1,511","1,233","1,448","1,302","3,560"
2020,8,60,"17,267","1,954",859,990,924,"1,454","1,455",858,"1,688","1,106","1,710","1,195","3,074"
2020,8,70,"9,826","1,260",500,721,486,759,857,569,923,624,"1,099",614,"1,414"
2020,8,80,"4,168",483,220,368,230,314,366,224,377,247,453,245,641
2020,8,90,626,80,29,60,43,34,63,29,51,23,59,38,117
2020,8,100,65,2,7,5,1,6,5,4,3,6,10,5,11
2020,9,총,"108,955","15,476","6,587","5,455","5,510","8,471","10,755","3,955","8,800","8,646","8,948","7,450","18,902"
2020,9,0,"7,441","1,296",588,226,382,621,970,115,393,397,526,629,"1,298"
2020,9,10,"8,053","1,696",819,343,437,589,662,198,436,326,485,567,"1,495"
2020,9,20,"12,961","1,544",627,613,553,874,"1,288",400,"1,268","1,994",906,763,"2,131"
2020,9,30,"13,877","1,753",678,545,589,"1,091","1,879",347,"1,005","1,575","1,139",989,"2,287"
2020,9,40,"16,377","3,005","1,237",685,848,"1,269","1,489",507,"1,139","1,113","1,107","1,117","2,861"
2020,9,50,"18,138","2,401","1,008",894,"1,007","1,462","1,635",713,"1,503","1,221","1,437","1,293","3,564"
2020,9,60,"17,380","1,961",863,999,933,"1,457","1,515",852,"1,700","1,115","1,720","1,191","3,074"
2020,9,70,"9,847","1,258",510,718,488,761,872,564,919,626,"1,096",615,"1,420"
2020,9,80,"4,174",478,221,367,228,309,374,225,381,248,461,240,642
2020,9,90,641,83,29,60,44,32,66,30,52,25,61,41,118
2020,9,100,66,1,7,5,1,6,5,4,4,6,10,5,12
2020,10,총,"108,874","15,437","6,593","5,428","5,500","8,471","10,843","3,941","8,819","8,659","8,896","7,420","18,867"
2020,10,0,"7,360","1,272",588,220,376,616,971,112,395,395,513,622,"1,280"
2020,10,10,"8,044","1,694",815,337,436,591,660,197,441,335,480,560,"1,498"
2020,10,20,"12,970","1,550",633,604,555,875,"1,303",391,"1,277","1,994",901,762,"2,125"
2020,10,30,"13,775","1,721",683,541,573,"1,081","1,879",341,990,"1,566","1,136",978,"2,286"
2020,10,40,"16,381","3,005","1,240",683,860,"1,274","1,500",502,"1,143","1,113","1,101","1,119","2,841"
2020,10,50,"18,116","2,404","1,008",893,"1,004","1,449","1,657",714,"1,491","1,228","1,422","1,293","3,553"
2020,10,60,"17,473","1,962",865,999,933,"1,468","1,545",856,"1,729","1,117","1,719","1,191","3,089"
2020,10,70,"9,859","1,261",505,717,487,772,873,570,917,633,"1,093",615,"1,416"
2020,10,80,"4,184",485,222,369,230,307,382,221,380,247,462,234,645
2020,10,90,643,81,27,60,45,32,67,33,52,24,59,41,122
2020,10,100,69,2,7,5,1,6,6,4,4,7,10,5,12
2020,11,총,"108,665","15,377","6,600","5,392","5,482","8,454","10,866","3,924","8,771","8,674","8,882","7,406","18,837"
2020,11,0,"7,291","1,263",585,219,368,607,973,108,388,391,517,610,"1,262"
2020,11,10,"8,017","1,683",810,327,437,595,658,196,444,334,476,562,"1,495"
2020,11,20,"12,959","1,548",642,604,558,879,"1,304",387,"1,262","1,988",896,758,"2,133"
2020,11,30,"13,654","1,688",675,529,559,"1,064","1,881",341,979,"1,572","1,144",966,"2,256"
2020,11,40,"16,366","3,004","1,246",676,867,"1,274","1,492",497,"1,138","1,124","1,090","1,119","2,839"
2020,11,50,"18,018","2,385","1,013",889,993,"1,436","1,661",707,"1,466","1,221","1,412","1,291","3,544"
2020,11,60,"17,551","1,967",871,997,936,"1,476","1,563",853,"1,734","1,122","1,726","1,198","3,108"
2020,11,70,"9,882","1,260",496,721,489,780,876,574,917,635,"1,088",621,"1,425"
2020,11,80,"4,209",495,227,365,226,306,382,222,387,252,465,236,646
2020,11,90,648,81,28,60,48,31,70,34,53,28,58,40,117
2020,11,100,70,3,7,5,1,6,6,5,3,7,10,5,12
2020,12,총,"108,457","15,349","6,572","5,376","5,482","8,426","10,896","3,894","8,746","8,670","8,837","7,393","18,816"
2020,12,0,"7,236","1,256",581,218,365,601,973,105,378,388,517,605,"1,249"
2020,12,10,"8,032","1,702",805,325,446,587,670,189,448,332,477,563,"1,488"
2020,12,20,"12,905","1,543",636,607,547,881,"1,294",382,"1,260","1,988",883,743,"2,141"
2020,12,30,"13,530","1,670",676,526,558,"1,046","1,856",335,974,"1,567","1,132",963,"2,227"
2020,12,40,"16,323","2,991","1,234",669,862,"1,274","1,522",494,"1,126","1,121","1,078","1,126","2,826"
2020,12,50,"17,966","2,392","1,006",886,997,"1,431","1,657",697,"1,452","1,219","1,400","1,286","3,543"
2020,12,60,"17,590","1,953",875,995,933,"1,483","1,569",859,"1,741","1,126","1,728","1,205","3,123"
2020,12,70,"9,904","1,261",500,719,489,784,887,567,923,637,"1,082",622,"1,433"
2020,12,80,"4,251",498,224,369,233,302,392,227,385,256,475,234,656
2020,12,90,650,80,28,57,51,31,71,34,56,29,55,40,118
2020,12,100,70,3,7,5,1,6,5,5,3,7,10,6,12
2021,1,총,"108,337","15,326","6,556","5,370","5,483","8,417","10,875","3,884","8,738","8,652","8,836","7,376","18,824"
2021,1,0,"7,190","1,240",577,218,363,594,968,105,378,386,513,601,"1,247"
2021,1,10,"7,987","1,697",805,323,443,582,664,188,449,324,478,559,"1,475"
2021,1,20,"12,854","1,540",634,600,554,872,"1,263",385,"1,256","1,981",886,740,"2,143"
2021,1,30,"13,463","1,656",671,529,546,"1,035","1,857",330,972,"1,563","1,129",954,"2,221"
2021,1,40,"16,279","2,976","1,233",663,864,"1,282","1,526",483,"1,126","1,114","1,077","1,119","2,816"
2021,1,50,"17,967","2,415","1,006",885,996,"1,431","1,654",700,"1,439","1,220","1,390","1,275","3,556"
2021,1,60,"17,686","1,968",877,"1,003",938,"1,492","1,586",857,"1,748","1,137","1,738","1,216","3,126"
2021,1,70,"9,904","1,251",494,719,492,785,888,571,923,640,"1,077",628,"1,436"
2021,1,80,"4,286",502,224,370,236,306,396,229,387,252,478,240,666
2021,1,90,650,78,27,55,50,32,68,31,57,28,60,38,126
2021,1,100,71,3,8,5,1,6,5,5,3,7,10,6,12
2021,2,총,"108,293","15,307","6,587","5,364","5,475","8,401","10,929","3,876","8,716","8,660","8,803","7,381","18,794"
2021,2,0,"7,154","1,224",575,218,362,584,981,104,374,383,512,599,"1,238"
2021,2,10,"7,980","1,703",818,321,443,579,676,186,445,324,477,555,"1,453"
2021,2,20,"12,787","1,521",632,596,555,856,"1,273",387,"1,244","1,990",867,740,"2,126"
2021,2,30,"13,399","1,616",670,537,539,"1,044","1,846",329,977,"1,553","1,118",958,"2,212"
2021,2,40,"16,292","2,994","1,240",660,859,"1,276","1,533",483,"1,115","1,126","1,081","1,110","2,815"
2021,2,50,"17,951","2,421","1,012",876,993,"1,429","1,662",694,"1,435","1,224","1,372","1,276","3,557"
2021,2,60,"17,768","1,983",883,"1,010",944,"1,502","1,593",855,"1,760","1,128","1,743","1,231","3,136"
2021,2,70,"9,902","1,261",491,710,488,782,881,571,924,644,"1,081",628,"1,441"
2021,2,80,"4,332",501,231,376,240,309,412,231,381,253,480,240,678
2021,2,90,657,80,27,55,51,34,67,31,58,28,62,38,126
2021,2,100,71,3,8,5,1,6,5,5,3,7,10,6,12
2021,3,총,"107,471","15,267","6,508","5,306","5,412","8,325","10,882","3,852","8,609","8,654","8,680","7,331","18,645"
2021,3,0,"7,080","1,210",572,220,356,587,972,108,367,375,507,590,"1,216"
2021,3,10,"7,938","1,702",809,322,444,572,674,188,443,323,482,547,"1,432"
2021,3,20,"12,664","1,508",630,587,549,846,"1,251",388,"1,234","2,000",838,725,"2,108"
2021,3,30,"13,282","1,610",665,530,521,"1,032","1,839",327,960,"1,551","1,118",951,"2,178"
2021,3,40,"16,156","2,980","1,228",656,864,"1,266","1,539",471,"1,093","1,126","1,061","1,097","2,775"
2021,3,50,"17,774","2,413","1,004",857,975,"1,408","1,653",680,"1,421","1,216","1,345","1,276","3,526"
2021,3,60,"17,716","1,996",865,"1,004",939,"1,498","1,583",863,"1,735","1,137","1,718","1,226","3,152"
2021,3,70,"9,855","1,261",484,699,484,778,885,564,918,645,"1,061",628,"1,448"
2021,3,80,"4,336",507,225,381,232,304,414,233,383,253,483,245,676
2021,3,90,639,77,25,50,48,32,67,27,55,26,65,40,127
2021,3,100,31,3,1,0,0,2,5,3,0,2,2,6,7
2021,4,총,"107,286","15,271","6,501","5,300","5,396","8,303","10,889","3,826","8,574","8,599","8,672","7,331","18,624"
2021,4,0,"7,043","1,206",570,216,349,579,978,103,369,370,506,587,"1,210"
2021,4,10,"7,932","1,702",805,322,444,569,675,189,442,319,485,551,"1,429"
2021,4,20,"12,617","1,522",631,585,553,835,"1,245",384,"1,230","1,984",829,726,"2,093"
2021,4,30,"13,199","1,607",649,529,518,"1,030","1,832",328,952,"1,526","1,103",945,"2,180"
2021,4,40,"16,110","2,965","1,238",656,862,"1,259","1,550",461,"1,088","1,113","1,059","1,095","2,764"
2021,4,50,"17,736","2,420","1,002",860,967,"1,405","1,647",684,"1,410","1,207","1,358","1,264","3,512"
2021,4,60,"17,739","1,987",867,"1,013",937,"1,509","1,579",851,"1,730","1,144","1,718","1,237","3,167"
2021,4,70,"9,884","1,277",489,693,483,776,890,567,918,655,"1,051",631,"1,454"
2021,4,80,"4,365",508,225,377,237,308,419,231,380,255,496,250,679
2021,4,90,631,73,24,49,46,31,69,27,55,24,65,39,129
2021,4,100,30,4,1,0,0,2,5,1,0,2,2,6,7
2021,5,총,"107,083","15,211","6,483","5,314","5,395","8,280","10,904","3,813","8,519","8,601","8,658","7,327","18,578"
2021,5,0,"7,008","1,190",563,219,346,582,978,104,366,374,505,584,"1,197"
2021,5,10,"7,911","1,687",804,322,448,568,671,191,443,314,482,554,"1,427"
2021,5,20,"12,523","1,518",631,589,554,822,"1,231",378,"1,222","1,976",822,727,"2,053"
2021,5,30,"13,115","1,590",645,527,512,"1,017","1,839",320,941,"1,524","1,087",943,"2,170"
2021,5,40,"16,061","2,941","1,237",653,857,"1,260","1,556",460,"1,084","1,113","1,048","1,094","2,758"
2021,5,50,"17,685","2,424",991,859,963,"1,389","1,645",679,"1,387","1,216","1,377","1,257","3,498"
2021,5,60,"17,796","1,999",868,"1,011",943,"1,510","1,593",852,"1,730","1,136","1,716","1,237","3,201"
2021,5,70,"9,924","1,275",491,701,486,781,892,569,912,665,"1,058",635,"1,459"
2021,5,80,"4,386",506,226,384,240,317,418,232,379,257,497,250,680
2021,5,90,646,77,27,49,46,32,76,27,55,24,64,40,129
2021,5,100,28,4,0,0,0,2,5,1,0,2,2,6,6
2021,6,총,"106,959","15,205","6,466","5,312","5,373","8,282","10,913","3,785","8,510","8,600","8,642","7,332","18,539"
2021,6,0,"6,972","1,188",556,222,338,575,970,103,362,372,505,580,"1,201"
2021,6,10,"7,906","1,688",809,323,447,567,671,192,440,307,482,561,"1,419"
2021,6,20,"12,486","1,519",627,588,552,824,"1,223",368,"1,225","1,983",816,721,"2,040"
2021,6,30,"13,042","1,576",634,527,509,"1,015","1,838",314,935,"1,534","1,079",945,"2,136"
2021,6,40,"16,076","2,948","1,231",647,853,"1,264","1,573",458,"1,086","1,113","1,044","1,099","2,760"
2021,6,50,"17,590","2,416",991,856,961,"1,377","1,639",675,"1,371","1,207","1,363","1,246","3,488"
2021,6,60,"17,861","2,005",880,"1,016",944,"1,525","1,600",849,"1,732","1,133","1,719","1,246","3,212"
2021,6,70,"9,911","1,270",483,698,484,780,894,564,915,665,"1,058",638,"1,462"
2021,6,80,"4,438",514,227,384,240,320,425,232,389,261,510,251,685
2021,6,90,649,77,28,51,45,33,75,29,55,23,64,39,130
2021,6,100,28,4,0,0,0,2,5,1,0,2,2,6,6
2021,7,총,"106,847","15,195","6,451","5,297","5,375","8,284","10,909","3,776","8,473","8,609","8,654","7,298","18,526"
2021,7,0,"6,939","1,173",551,222,328,571,975,99,352,377,513,583,"1,195"
2021,7,10,"7,897","1,683",813,320,447,569,665,193,441,309,483,556,"1,418"
2021,7,20,"12,381","1,511",614,580,559,821,"1,213",364,"1,211","1,962",811,708,"2,027"
2021,7,30,"13,002","1,568",631,528,506,"1,025","1,826",319,928,"1,543","1,070",931,"2,127"
2021,7,40,"16,046","2,945","1,227",642,856,"1,257","1,577",448,"1,075","1,109","1,064","1,097","2,749"
2021,7,50,"17,543","2,425",988,853,950,"1,375","1,640",667,"1,366","1,210","1,355","1,249","3,465"
2021,7,60,"17,960","2,015",885,"1,019",957,"1,529","1,608",852,"1,735","1,149","1,715","1,245","3,251"
2021,7,70,"9,938","1,276",486,694,486,788,898,567,913,663,"1,065",637,"1,465"
2021,7,80,"4,457",516,227,387,239,314,427,237,396,263,511,248,692
2021,7,90,654,79,29,52,47,33,74,29,55,22,64,38,132
2021,7,100,30,4,0,0,0,2,6,1,1,2,3,6,5
2021,8,총,"106,690","15,164","6,445","5,285","5,353","8,279","10,869","3,774","8,475","8,583","8,651","7,309","18,503"
2021,8,0,"6,929","1,173",543,220,326,579,974,96,344,374,520,592,"1,188"
2021,8,10,"7,860","1,675",818,318,443,570,654,193,443,297,472,557,"1,420"
2021,8,20,"12,328","1,504",613,576,555,808,"1,196",367,"1,212","1,964",812,707,"2,014"
2021,8,30,"12,934","1,555",626,526,501,"1,022","1,815",316,932,"1,526","1,079",924,"2,112"
2021,8,40,"15,976","2,930","1,224",643,854,"1,245","1,571",450,"1,068","1,093","1,054","1,099","2,745"
2021,8,50,"17,523","2,432",994,841,944,"1,380","1,631",663,"1,370","1,215","1,348","1,245","3,460"
2021,8,60,"18,014","2,016",879,"1,027",961,"1,534","1,618",856,"1,738","1,156","1,710","1,252","3,267"
2021,8,70,"9,952","1,280",490,696,484,786,894,567,916,663,"1,073",637,"1,466"
2021,8,80,"4,492",516,229,385,238,321,436,237,396,269,516,252,697
2021,8,90,653,79,29,53,47,32,74,28,55,24,64,38,130
2021,8,100,29,4,0,0,0,2,6,1,1,2,3,6,4
2021,9,총,"106,676","15,149","6,435","5,309","5,348","8,286","10,863","3,771","8,464","8,586","8,670","7,316","18,479"
2021,9,0,"6,889","1,155",536,216,323,587,972,95,333,374,519,593,"1,186"
2021,9,10,"7,867","1,679",823,319,450,564,656,193,444,295,466,559,"1,419"
2021,9,20,"12,309","1,508",612,583,557,810,"1,174",361,"1,214","1,962",824,711,"1,993"
2021,9,30,"12,917","1,530",628,534,490,"1,023","1,817",319,922,"1,531","1,091",925,"2,107"
2021,9,40,"15,928","2,931","1,207",644,850,"1,240","1,582",448,"1,069","1,083","1,048","1,099","2,727"
2021,9,50,"17,531","2,443",994,848,953,"1,373","1,631",662,"1,370","1,219","1,348","1,238","3,452"
2021,9,60,"18,046","2,022",880,"1,025",959,"1,541","1,616",860,"1,741","1,162","1,706","1,256","3,278"
2021,9,70,"9,979","1,281",493,700,479,790,899,565,919,658,"1,082",635,"1,478"
2021,9,80,"4,519",518,232,386,241,323,437,239,395,275,516,253,704
2021,9,90,662,78,30,54,46,33,73,28,56,25,67,41,131
2021,9,100,29,4,0,0,0,2,6,1,1,2,3,6,4
2021,10,총,"106,618","15,132","6,433","5,295","5,339","8,363","10,863","3,744","8,436","8,629","8,657","7,287","18,440"
2021,10,0,"6,872","1,142",538,215,320,590,977,95,330,379,520,588,"1,178"
2021,10,10,"7,861","1,689",820,315,449,565,657,185,444,294,465,561,"1,417"
2021,10,20,"12,253","1,494",616,575,551,816,"1,153",357,"1,209","1,976",810,714,"1,982"
2021,10,30,"12,920","1,522",622,531,498,"1,046","1,814",316,924,"1,537","1,102",916,"2,092"
2021,10,40,"15,871","2,916","1,208",631,838,"1,251","1,582",443,"1,061","1,096","1,042","1,097","2,706"
2021,10,50,"17,536","2,443",989,855,954,"1,385","1,641",654,"1,353","1,215","1,359","1,230","3,458"
2021,10,60,"18,081","2,040",884,"1,023",965,"1,544","1,616",861,"1,741","1,175","1,691","1,252","3,289"
2021,10,70,"10,008","1,281",492,702,477,806,906,568,922,656,"1,080",636,"1,482"
2021,10,80,"4,519",521,232,392,240,324,438,237,392,273,516,254,700
2021,10,90,677,80,32,56,47,34,76,27,59,26,69,39,132
2021,10,100,20,4,0,0,0,2,3,1,1,2,3,0,4
2021,11,총,"106,700","15,162","6,414","5,270","5,334","8,520","10,842","3,777","8,389","8,678","8,676","7,264","18,374"
2021,11,0,"6,854","1,133",535,217,317,605,986,96,324,374,521,586,"1,160"
2021,11,10,"7,859","1,688",817,314,448,574,657,187,444,299,465,558,"1,408"
2021,11,20,"12,236","1,517",626,557,546,831,"1,138",355,"1,190","1,992",820,700,"1,964"
2021,11,30,"12,914","1,522",608,531,501,"1,075","1,794",342,898,"1,537","1,106",914,"2,086"
2021,11,40,"15,875","2,914","1,203",633,837,"1,273","1,574",448,"1,058","1,100","1,042","1,092","2,701"
2021,11,50,"17,577","2,443",985,858,948,"1,419","1,659",646,"1,360","1,227","1,357","1,230","3,445"
2021,11,60,"18,082","2,040",882,"1,018",968,"1,564","1,606",873,"1,737","1,179","1,690","1,247","3,278"
2021,11,70,"10,046","1,292",497,697,480,813,909,563,921,661,"1,080",644,"1,489"
2021,11,80,"4,558",530,228,390,241,329,440,240,399,281,521,254,705
2021,11,90,680,79,33,55,48,35,76,26,57,26,72,39,134
2021,11,100,19,4,0,0,0,2,3,1,1,2,2,0,4
2021,12,총,"107,383","15,110","6,415","5,254","5,309","8,589","10,730","4,720","8,356","8,664","8,648","7,263","18,325"
2021,12,0,"6,925","1,131",533,215,310,607,969,233,317,372,509,581,"1,148"
2021,12,10,"7,884","1,675",817,311,440,580,642,250,449,296,464,559,"1,401"
2021,12,20,"12,280","1,513",625,558,547,830,"1,123",439,"1,179","1,988",819,704,"1,955"
2021,12,30,"13,075","1,511",601,521,490,"1,090","1,777",571,893,"1,554","1,088",911,"2,068"
2021,12,40,"16,000","2,901","1,204",631,835,"1,282","1,563",615,"1,054","1,082","1,050","1,095","2,688"
2021,12,50,"17,670","2,434",993,858,949,"1,442","1,630",764,"1,350","1,220","1,358","1,219","3,453"
2021,12,60,"18,147","2,037",885,"1,014",967,"1,570","1,598",981,"1,725","1,174","1,683","1,250","3,263"
2021,12,70,"10,103","1,285",498,693,483,815,910,587,932,669,"1,079",650,"1,502"
2021,12,80,"4,590",540,226,397,240,331,443,250,399,277,524,251,712
2021,12,90,688,79,33,56,48,40,72,29,56,30,72,43,130
2021,12,100,21,4,0,0,0,2,3,1,2,2,2,0,5
