년도,월,나이,서울특별시 동작구,서울특별시 동작구 노량진제1동,서울특별시 동작구 노량진제2동,서울특별시 동작구 상도제1동,서울특별시 동작구 상도제2동,서울특별시 동작구 상도제3동,서울특별시 동작구 상도제4동,서울특별시 동작구 흑석동,서울특별시 동작구 사당제1동,서울특별시 동작구 사당제2동,서울특별시 동작구 사당제3동,서울특별시 동작구 사당제4동,서울특별시 동작구 사당제5동,서울특별시 동작구 대방동,서울특별시 동작구 신대방제1동,서울특별시 동작구 신대방제2동
2020,6,20,"66,994","5,672","2,216","9,909","4,420","4,241","4,614","5,190","5,274","3,767","3,431","2,560","2,241","6,554","3,380","3,525"
2020,6,30,"63,297","5,482","1,866","6,437","4,891","4,293","4,957","4,769","4,682","4,560","4,211","2,584","2,571","5,548","3,077","3,369"
2020,6,40,"59,954","4,395","1,590","6,657","4,447","3,811","4,470","4,973","2,970","4,122","3,901","2,107","2,288","6,796","4,163","3,264"
2020,6,50,"58,886","4,740","2,244","6,385","4,166","3,891","4,502","5,230","3,148","4,284","3,705","2,149","2,187","5,868","3,703","2,684"
2020,6,60,"48,396","4,154","1,960","5,151","3,293","3,104","3,657","3,977","3,030","3,859","3,420","1,958","1,751","4,076","2,894","2,112"
2020,6,70,"29,540","2,480","1,226","3,088","1,939","2,072","2,237","2,515","1,761","2,421","2,018","1,216",988,"2,499","1,619","1,461"
2020,6,80,"11,556","1,119",496,"1,287",842,754,916,"1,140",498,863,645,407,371,"1,043",655,520
2020,6,90,"1,747",170,77,215,124,104,111,193,64,128,96,67,64,158,103,73
2020,6,100,308,30,14,35,26,14,11,55,7,35,21,6,12,24,6,12
2020,7,총,"394,905","32,347","12,645","45,626","28,397","25,377","29,220","32,676","23,212","27,578","25,265","14,597","14,685","39,188","23,789","20,303"
2020,7,0,"25,623","2,027",372,"3,068","2,362","1,337","1,809","2,413",855,"1,832","2,191",785,"1,105","2,371","1,594","1,502"
2020,7,10,"28,646","2,026",604,"3,396","1,981","1,732","1,960","2,225",973,"1,717","1,666",762,"1,002","4,285","2,579","1,738"
2020,7,20,"66,937","5,695","2,198","9,890","4,416","4,231","4,614","5,189","5,249","3,764","3,413","2,550","2,246","6,547","3,392","3,543"
2020,7,30,"63,195","5,502","1,869","6,423","4,838","4,308","4,935","4,733","4,665","4,547","4,179","2,589","2,608","5,550","3,072","3,377"
2020,7,40,"59,880","4,389","1,586","6,645","4,437","3,799","4,460","4,967","2,986","4,128","3,913","2,104","2,308","6,730","4,161","3,267"
2020,7,50,"58,825","4,738","2,231","6,391","4,168","3,887","4,480","5,239","3,129","4,266","3,694","2,140","2,203","5,877","3,702","2,680"
2020,7,60,"48,528","4,161","1,975","5,168","3,259","3,134","3,668","3,990","3,031","3,864","3,415","1,965","1,765","4,095","2,910","2,128"
2020,7,70,"29,610","2,491","1,219","3,106","1,942","2,072","2,253","2,523","1,754","2,427","2,031","1,216",997,"2,510","1,620","1,449"
2020,7,80,"11,591","1,120",503,"1,287",841,756,915,"1,148",497,871,646,411,371,"1,043",651,531
2020,7,90,"1,764",169,76,216,127,107,115,194,66,128,96,69,67,156,102,76
2020,7,100,306,29,12,36,26,14,11,55,7,34,21,6,13,24,6,12
2020,8,총,"394,118","32,312","12,609","45,492","28,296","25,257","29,171","32,612","23,183","27,543","25,204","14,536","14,756","39,120","23,762","20,265"
2020,8,0,"25,371","2,004",369,"3,016","2,352","1,308","1,794","2,399",852,"1,822","2,164",773,"1,110","2,337","1,577","1,494"
2020,8,10,"28,451","2,017",606,"3,366","1,969","1,710","1,935","2,215",957,"1,694","1,666",745,996,"4,290","2,555","1,730"
2020,8,20,"66,973","5,712","2,197","9,911","4,389","4,233","4,634","5,190","5,251","3,765","3,404","2,567","2,250","6,523","3,404","3,543"
2020,8,30,"62,865","5,498","1,853","6,374","4,810","4,257","4,914","4,685","4,655","4,538","4,149","2,551","2,625","5,533","3,086","3,337"
2020,8,40,"59,633","4,371","1,580","6,615","4,392","3,759","4,454","4,971","2,973","4,119","3,892","2,088","2,314","6,712","4,127","3,266"
2020,8,50,"58,745","4,729","2,212","6,369","4,184","3,891","4,459","5,216","3,134","4,259","3,688","2,130","2,213","5,865","3,719","2,677"
2020,8,60,"48,699","4,171","1,978","5,205","3,245","3,141","3,689","4,000","3,025","3,875","3,438","1,971","1,787","4,120","2,905","2,149"
2020,8,70,"29,651","2,495","1,219","3,096","1,952","2,073","2,249","2,535","1,761","2,428","2,029","1,222","1,009","2,510","1,633","1,440"
2020,8,80,"11,635","1,115",503,"1,285",844,764,913,"1,148",503,878,656,413,374,"1,050",650,539
2020,8,90,"1,785",171,80,217,131,107,118,199,65,131,97,70,65,156,100,78
2020,8,100,310,29,12,38,28,14,12,54,7,34,21,6,13,24,6,12
2020,9,총,"393,554","32,312","12,580","45,394","28,141","25,272","29,146","32,553","23,160","27,459","25,173","14,538","14,772","39,032","23,753","20,269"
2020,9,0,"25,180","2,000",364,"2,988","2,325","1,294","1,763","2,376",848,"1,801","2,169",767,"1,112","2,323","1,575","1,475"
2020,9,10,"28,295","2,020",601,"3,324","1,949","1,706","1,931","2,195",942,"1,679","1,659",747,"1,000","4,268","2,544","1,730"
2020,9,20,"66,927","5,712","2,197","9,918","4,353","4,245","4,647","5,187","5,243","3,747","3,402","2,548","2,251","6,522","3,408","3,547"
2020,9,30,"62,641","5,481","1,863","6,326","4,764","4,263","4,899","4,664","4,658","4,512","4,142","2,556","2,612","5,476","3,090","3,335"
2020,9,40,"59,457","4,374","1,572","6,594","4,367","3,754","4,430","4,943","2,971","4,117","3,869","2,086","2,346","6,685","4,102","3,247"
2020,9,50,"58,728","4,695","2,194","6,397","4,157","3,885","4,456","5,251","3,123","4,232","3,697","2,138","2,208","5,880","3,729","2,686"
2020,9,60,"48,837","4,222","1,981","5,222","3,259","3,146","3,723","3,995","3,033","3,882","3,423","1,977","1,778","4,131","2,903","2,162"
2020,9,70,"29,685","2,488","1,214","3,078","1,963","2,079","2,250","2,536","1,754","2,440","2,030","1,228","1,014","2,520","1,641","1,450"
2020,9,80,"11,690","1,120",504,"1,289",841,777,915,"1,154",516,882,661,416,372,"1,041",657,545
2020,9,90,"1,800",171,78,218,134,109,119,198,65,134,100,69,66,162,97,80
2020,9,100,314,29,12,40,29,14,13,54,7,33,21,6,13,24,7,12
2020,10,총,"392,674","32,191","12,522","45,328","28,055","25,209","29,055","32,494","23,133","27,360","25,128","14,489","14,787","38,946","23,732","20,245"
2020,10,0,"24,974","1,967",356,"2,946","2,309","1,274","1,738","2,384",846,"1,794","2,153",764,"1,108","2,307","1,563","1,465"
2020,10,10,"28,125","2,017",599,"3,297","1,923","1,698","1,919","2,175",924,"1,662","1,656",743,"1,000","4,238","2,539","1,735"
2020,10,20,"66,725","5,675","2,190","9,895","4,352","4,227","4,638","5,177","5,218","3,739","3,406","2,531","2,243","6,518","3,392","3,524"
2020,10,30,"62,429","5,446","1,850","6,326","4,733","4,230","4,882","4,614","4,677","4,489","4,145","2,529","2,612","5,479","3,095","3,322"
2020,10,40,"59,214","4,334","1,560","6,577","4,346","3,740","4,409","4,931","2,959","4,098","3,857","2,086","2,352","6,657","4,075","3,233"
2020,10,50,"58,663","4,720","2,175","6,394","4,146","3,905","4,447","5,261","3,110","4,217","3,668","2,122","2,204","5,860","3,740","2,694"
2020,10,60,"48,956","4,218","1,982","5,246","3,270","3,164","3,736","3,991","3,042","3,867","3,426","1,987","1,797","4,144","2,919","2,167"
2020,10,70,"29,703","2,487","1,216","3,084","1,962","2,057","2,249","2,547","1,756","2,442","2,040","1,235","1,013","2,509","1,644","1,462"
2020,10,80,"11,764","1,126",505,"1,299",852,792,905,"1,161",529,887,661,418,378,"1,045",657,549
2020,10,90,"1,810",172,77,225,134,108,119,200,65,132,95,68,67,165,101,82
2020,10,100,311,29,12,39,28,14,13,53,7,33,21,6,13,24,7,12
2020,11,총,"391,896","32,111","12,628","45,226","27,939","25,146","28,980","32,435","23,084","27,272","25,119","14,457","14,702","38,856","23,701","20,240"
2020,11,0,"24,743","1,950",347,"2,932","2,278","1,251","1,718","2,369",846,"1,790","2,144",755,"1,086","2,279","1,536","1,462"
2020,11,10,"28,006","2,011",585,"3,260","1,915","1,687","1,921","2,172",905,"1,658","1,639",753,989,"4,243","2,541","1,727"
2020,11,20,"66,657","5,654","2,309","9,871","4,314","4,207","4,591","5,184","5,235","3,705","3,425","2,520","2,219","6,491","3,396","3,536"
2020,11,30,"62,289","5,415","1,886","6,312","4,714","4,250","4,866","4,586","4,655","4,503","4,140","2,518","2,601","5,446","3,099","3,298"
2020,11,40,"58,998","4,336","1,560","6,572","4,326","3,718","4,400","4,903","2,948","4,065","3,842","2,075","2,343","6,627","4,044","3,239"
2020,11,50,"58,488","4,709","2,144","6,370","4,134","3,895","4,430","5,248","3,101","4,194","3,660","2,112","2,187","5,863","3,744","2,697"
2020,11,60,"49,034","4,227","1,987","5,251","3,283","3,169","3,763","3,997","3,031","3,854","3,440","1,993","1,799","4,149","2,922","2,169"
2020,11,70,"29,726","2,471","1,213","3,089","1,952","2,059","2,262","2,549","1,759","2,443","2,043","1,240","1,017","2,504","1,652","1,473"
2020,11,80,"11,843","1,138",506,"1,309",860,792,902,"1,179",531,894,668,418,380,"1,058",663,545
2020,11,90,"1,800",171,78,221,135,104,115,194,66,133,97,67,68,172,97,82
2020,11,100,312,29,13,39,28,14,12,54,7,33,21,6,13,24,7,12
2020,12,총,"391,220","32,052","12,669","45,139","27,856","25,069","28,943","32,391","23,071","27,238","25,012","14,421","14,702","38,795","23,660","20,202"
2020,12,0,"24,564","1,940",342,"2,919","2,266","1,233","1,684","2,369",836,"1,795","2,127",742,"1,073","2,263","1,530","1,445"
2020,12,10,"27,821","2,003",571,"3,203","1,908","1,670","1,921","2,155",893,"1,654","1,635",754,993,"4,222","2,525","1,714"
2020,12,20,"66,545","5,591","2,342","9,844","4,299","4,228","4,593","5,150","5,256","3,681","3,396","2,520","2,224","6,487","3,409","3,525"
2020,12,30,"62,096","5,424","1,912","6,307","4,683","4,208","4,842","4,555","4,649","4,487","4,127","2,498","2,601","5,427","3,093","3,283"
2020,12,40,"58,912","4,352","1,553","6,569","4,312","3,694","4,389","4,910","2,947","4,048","3,827","2,074","2,337","6,626","4,025","3,249"
2020,12,50,"58,343","4,706","2,150","6,353","4,121","3,875","4,412","5,244","3,090","4,191","3,645","2,101","2,186","5,836","3,729","2,704"
2020,12,60,"49,162","4,227","1,985","5,278","3,297","3,186","3,798","4,019","3,019","3,868","3,425","2,000","1,803","4,168","2,931","2,158"
2020,12,70,"29,755","2,469","1,214","3,103","1,947","2,055","2,267","2,554","1,772","2,443","2,044","1,235","1,017","2,504","1,652","1,479"
2020,12,80,"11,895","1,141",509,"1,305",855,801,907,"1,184",536,903,670,422,388,"1,062",662,550
2020,12,90,"1,814",169,79,219,139,105,118,197,66,135,94,69,67,176,97,84
2020,12,100,313,30,12,39,29,14,12,54,7,33,22,6,13,24,7,11
2021,1,총,"390,433","31,999","12,654","44,901","27,703","25,052","28,950","32,346","23,014","27,199","25,001","14,368","14,666","38,758","23,637","20,185"
2021,1,0,"24,348","1,938",331,"2,878","2,240","1,226","1,667","2,380",821,"1,787","2,108",740,"1,061","2,237","1,510","1,424"
2021,1,10,"27,675","1,997",561,"3,155","1,896","1,675","1,915","2,136",880,"1,652","1,647",754,"1,000","4,191","2,504","1,712"
2021,1,20,"66,129","5,491","2,337","9,723","4,256","4,209","4,588","5,111","5,243","3,638","3,390","2,504","2,214","6,480","3,431","3,514"
2021,1,30,"61,997","5,438","1,928","6,281","4,628","4,196","4,866","4,543","4,633","4,502","4,100","2,490","2,586","5,428","3,080","3,298"
2021,1,40,"58,688","4,356","1,534","6,558","4,283","3,678","4,367","4,896","2,942","4,019","3,834","2,052","2,329","6,593","4,012","3,235"
2021,1,50,"58,279","4,709","2,154","6,313","4,117","3,882","4,396","5,238","3,063","4,183","3,664","2,077","2,191","5,864","3,723","2,705"
2021,1,60,"49,321","4,239","1,989","5,318","3,299","3,203","3,826","4,044","3,027","3,880","3,403","2,010","1,800","4,177","2,941","2,165"
2021,1,70,"29,899","2,482","1,219","3,103","1,958","2,063","2,279","2,560","1,795","2,472","2,061","1,242","1,012","2,512","1,653","1,488"
2021,1,80,"11,966","1,149",509,"1,312",855,801,916,"1,189",537,904,676,423,394,"1,074",675,552
2021,1,90,"1,816",170,80,220,142,105,119,194,66,129,96,70,66,177,101,81
2021,1,100,315,30,12,40,29,14,11,55,7,33,22,6,13,25,7,11
2021,2,총,"389,754","31,858","12,698","44,710","27,955","25,002","28,918","32,246","22,989","27,104","24,994","14,315","14,644","38,663","23,606","20,052"
2021,2,0,"24,097","1,925",325,"2,806","2,285","1,213","1,657","2,359",803,"1,762","2,097",726,"1,041","2,205","1,511","1,382"
2021,2,10,"27,584","1,973",547,"3,157","1,941","1,655","1,900","2,146",876,"1,654","1,647",756,997,"4,183","2,472","1,680"
2021,2,20,"65,773","5,441","2,364","9,651","4,234","4,191","4,611","5,039","5,212","3,607","3,382","2,479","2,211","6,422","3,439","3,490"
2021,2,30,"61,790","5,426","1,961","6,194","4,660","4,193","4,838","4,527","4,637","4,455","4,097","2,472","2,572","5,394","3,075","3,289"
2021,2,40,"58,559","4,316","1,543","6,530","4,365","3,659","4,322","4,887","2,956","4,008","3,850","2,043","2,329","6,580","3,995","3,176"
2021,2,50,"58,268","4,694","2,138","6,331","4,142","3,883","4,411","5,210","3,057","4,176","3,646","2,089","2,198","5,868","3,726","2,699"
2021,2,60,"49,525","4,246","2,001","5,357","3,329","3,211","3,844","4,062","3,034","3,901","3,394","2,011","1,802","4,209","2,938","2,186"
2021,2,70,"29,944","2,485","1,218","3,102","1,962","2,066","2,278","2,572","1,797","2,468","2,078","1,233","1,018","2,517","1,661","1,489"
2021,2,80,"12,062","1,151",510,"1,319",864,811,923,"1,195",542,907,686,432,395,"1,081",680,566
2021,2,90,"1,834",170,79,223,144,105,123,194,68,133,95,68,68,179,102,83
2021,2,100,318,31,12,40,29,15,11,55,7,33,22,6,13,25,7,12
2021,3,총,"388,730","31,920","12,696","44,621","28,535","24,809","28,792","31,807","22,900","27,024","24,835","14,279","14,614","38,494","23,492","19,912"
2021,3,0,"24,092","1,919",331,"2,781","2,407","1,204","1,630","2,350",798,"1,753","2,095",725,"1,030","2,180","1,508","1,381"
2021,3,10,"27,513","1,961",542,"3,211","1,961","1,636","1,869","2,144",883,"1,636","1,626",752,"1,011","4,152","2,444","1,685"
2021,3,20,"65,810","5,469","2,390","9,641","4,289","4,179","4,624","5,000","5,197","3,610","3,387","2,498","2,218","6,396","3,427","3,485"
2021,3,30,"61,730","5,453","1,967","6,173","4,838","4,156","4,789","4,474","4,658","4,422","4,066","2,461","2,576","5,366","3,078","3,253"
2021,3,40,"58,336","4,332","1,543","6,512","4,510","3,616","4,300","4,821","2,932","3,990","3,826","2,028","2,310","6,504","3,952","3,160"
2021,3,50,"58,038","4,673","2,115","6,323","4,193","3,850","4,397","5,164","3,040","4,157","3,622","2,065","2,200","5,870","3,692","2,677"
2021,3,60,"49,499","4,260","1,998","5,357","3,390","3,205","3,858","3,995","3,010","3,921","3,393","2,004","1,790","4,205","2,948","2,165"
2021,3,70,"29,747","2,502","1,205","3,070","1,936","2,058","2,278","2,522","1,778","2,458","2,053","1,230","1,004","2,531","1,659","1,463"
2021,3,80,"12,024","1,161",512,"1,318",861,805,922,"1,156",536,905,675,442,404,"1,089",676,562
2021,3,90,"1,763",168,82,209,137,95,117,173,65,140,87,68,66,179,100,77
2021,3,100,178,22,11,26,13,5,8,8,3,32,5,6,5,22,8,4
2021,4,총,"388,672","31,855","12,739","44,500","29,082","24,747","28,749","31,763","22,895","26,919","24,788","14,254","14,607","38,385","23,467","19,922"
2021,4,0,"24,053","1,912",332,"2,756","2,484","1,192","1,616","2,337",792,"1,756","2,090",723,"1,026","2,159","1,494","1,384"
2021,4,10,"27,436","1,963",531,"3,186","2,001","1,618","1,871","2,159",880,"1,614","1,635",749,"1,006","4,127","2,425","1,671"
2021,4,20,"65,627","5,409","2,416","9,613","4,332","4,169","4,584","4,969","5,188","3,595","3,364","2,490","2,210","6,374","3,424","3,490"
2021,4,30,"61,761","5,458","1,991","6,157","4,959","4,138","4,801","4,449","4,674","4,370","4,031","2,462","2,578","5,354","3,068","3,271"
2021,4,40,"58,314","4,303","1,561","6,521","4,622","3,594","4,288","4,819","2,947","3,981","3,818","2,012","2,303","6,472","3,931","3,142"
2021,4,50,"57,982","4,663","2,090","6,298","4,274","3,841","4,390","5,156","3,011","4,135","3,609","2,056","2,207","5,863","3,706","2,683"
2021,4,60,"49,743","4,283","2,015","5,361","3,436","3,219","3,873","4,027","3,019","3,933","3,413","2,011","1,790","4,225","2,957","2,181"
2021,4,70,"29,706","2,504","1,191","3,056","1,944","2,068","2,268","2,507","1,772","2,454","2,055","1,229","1,006","2,529","1,665","1,458"
2021,4,80,"12,105","1,170",521,"1,316",876,806,932,"1,157",545,911,683,448,410,"1,081",685,564
2021,4,90,"1,768",167,80,210,141,96,118,175,64,138,85,68,67,179,104,76
2021,4,100,177,23,11,26,13,6,8,8,3,32,5,6,4,22,8,2
2021,5,총,"388,396","31,850","12,645","44,444","29,138","24,695","28,770","31,713","22,932","26,920","24,720","14,271","14,593","38,357","23,415","19,933"
2021,5,0,"23,957","1,904",325,"2,745","2,494","1,191","1,606","2,334",781,"1,753","2,082",715,"1,022","2,148","1,490","1,367"
2021,5,10,"27,307","1,956",516,"3,164","2,002","1,603","1,863","2,149",880,"1,618","1,635",753,996,"4,100","2,399","1,673"
2021,5,20,"65,557","5,397","2,409","9,607","4,326","4,155","4,593","4,945","5,192","3,591","3,344","2,494","2,195","6,394","3,403","3,512"
2021,5,30,"61,693","5,455","1,995","6,133","4,993","4,105","4,784","4,434","4,694","4,344","4,023","2,463","2,584","5,342","3,089","3,255"
2021,5,40,"58,144","4,302","1,542","6,488","4,631","3,568","4,295","4,823","2,952","3,966","3,804","2,024","2,287","6,433","3,898","3,131"
2021,5,50,"57,992","4,663","2,054","6,313","4,285","3,842","4,399","5,129","3,003","4,159","3,585","2,053","2,211","5,889","3,711","2,696"
2021,5,60,"49,905","4,305","2,006","5,378","3,429","3,248","3,897","4,053","3,042","3,952","3,409","2,014","1,801","4,233","2,952","2,186"
2021,5,70,"29,696","2,503","1,185","3,053","1,946","2,066","2,265","2,501","1,771","2,440","2,058","1,230","1,017","2,523","1,675","1,463"
2021,5,80,"12,192","1,174",521,"1,326",881,814,941,"1,160",548,927,691,449,409,"1,095",686,570
2021,5,90,"1,773",167,81,210,138,96,118,178,66,138,84,69,67,180,103,78
2021,5,100,180,24,11,27,13,7,9,7,3,32,5,7,4,20,9,2
2021,6,총,"387,847","31,838","12,603","44,410","29,103","24,678","28,737","31,704","22,904","26,646","24,709","14,280","14,580","38,326","23,405","19,924"
2021,6,0,"23,873","1,896",322,"2,735","2,483","1,183","1,603","2,327",774,"1,754","2,087",719,"1,017","2,128","1,491","1,354"
2021,6,10,"27,291","1,930",511,"3,144","2,000","1,612","1,866","2,164",890,"1,626","1,639",743,992,"4,096","2,408","1,670"
2021,6,20,"65,435","5,419","2,437","9,598","4,333","4,161","4,566","4,917","5,179","3,569","3,322","2,498","2,183","6,363","3,389","3,501"
2021,6,30,"61,569","5,456","2,005","6,119","4,989","4,080","4,777","4,400","4,687","4,309","4,025","2,453","2,593","5,333","3,082","3,261"
2021,6,40,"58,061","4,287","1,513","6,479","4,630","3,537","4,308","4,818","2,970","3,965","3,804","2,023","2,279","6,433","3,892","3,123"
2021,6,50,"57,788","4,662","2,022","6,311","4,261","3,835","4,358","5,129","2,975","4,103","3,571","2,062","2,198","5,882","3,716","2,703"
2021,6,60,"50,031","4,315","2,005","5,398","3,426","3,270","3,921","4,084","3,030","3,913","3,417","2,026","1,820","4,254","2,955","2,197"
2021,6,70,"29,653","2,503","1,172","3,059","1,942","2,067","2,269","2,509","1,775","2,377","2,066","1,226","1,015","2,532","1,674","1,467"
2021,6,80,"12,237","1,182",524,"1,331",884,831,940,"1,171",553,904,688,454,410,"1,108",687,570
2021,6,90,"1,754",164,81,210,142,95,120,177,68,118,85,69,69,177,103,76
2021,6,100,155,24,11,26,13,7,9,8,3,8,5,7,4,20,8,2
2021,7,총,"387,810","31,921","12,389","44,348","28,947","24,643","28,763","31,708","22,924","27,196","24,626","14,247","14,555","38,340","23,332","19,871"
2021,7,0,"23,753","1,899",310,"2,698","2,486","1,158","1,586","2,311",772,"1,814","2,074",706,"1,010","2,120","1,461","1,348"
2021,7,10,"27,263","1,930",497,"3,135","1,980","1,617","1,874","2,161",888,"1,671","1,629",736,990,"4,083","2,414","1,658"
2021,7,20,"65,475","5,450","2,404","9,599","4,316","4,137","4,591","4,920","5,229","3,635","3,297","2,507","2,144","6,375","3,384","3,487"
2021,7,30,"61,478","5,506","2,015","6,080","4,950","4,061","4,734","4,393","4,659","4,390","3,994","2,443","2,617","5,319","3,045","3,272"
2021,7,40,"57,896","4,286","1,473","6,462","4,599","3,524","4,301","4,794","2,980","4,014","3,799","2,004","2,274","6,416","3,873","3,097"
2021,7,50,"57,829","4,638","1,947","6,305","4,246","3,859","4,385","5,133","2,969","4,244","3,541","2,056","2,189","5,908","3,711","2,698"
2021,7,60,"50,273","4,340","1,986","5,426","3,425","3,278","3,935","4,108","3,031","3,983","3,443","2,036","1,833","4,280","2,977","2,192"
2021,7,70,"29,627","2,489","1,149","3,063","1,913","2,073","2,279","2,523","1,766","2,395","2,071","1,227","1,016","2,532","1,667","1,464"
2021,7,80,"12,307","1,197",519,"1,345",876,831,949,"1,183",558,922,688,456,408,"1,111",689,575
2021,7,90,"1,756",162,78,209,143,98,121,174,69,121,85,69,70,176,103,78
2021,7,100,153,24,11,26,13,7,8,8,3,7,5,7,4,20,8,2
2021,8,총,"387,558","31,943","12,149","44,378","28,823","24,653","28,727","31,656","22,891","27,565","24,550","14,253","14,532","38,241","23,325","19,872"
2021,8,0,"23,581","1,871",295,"2,666","2,493","1,151","1,568","2,285",764,"1,844","2,048",708,"1,005","2,102","1,451","1,330"
