년도,월,나이,인천광역시 계양구,인천광역시 계양구 효성1동,인천광역시 계양구 효성2동,인천광역시 계양구 계산1동,인천광역시 계양구 계산2동,인천광역시 계양구 계산3동,인천광역시 계양구 계산4동,인천광역시 계양구 작전1동,인천광역시 계양구 작전2동,인천광역시 계양구 작전서운동,인천광역시 계양구 계양1동,인천광역시 계양구 계양2동,인천광역시 계양구 계양3동
2020,4,30,"39,003","2,958","3,810","2,642","2,054","2,890","2,701","3,789","2,636","3,971","2,793","4,610","4,149"
2020,4,40,"47,296","3,816","4,660","2,904","2,200","2,883","4,104","4,598","2,662","5,429","3,354","5,486","5,200"
2020,4,50,"61,777","5,436","6,281","4,494","3,593","4,553","5,399","5,893","4,106","6,422","4,313","7,265","4,022"
2020,4,60,"36,468","3,600","4,011","3,004","2,518","2,481","2,121","3,501","2,881","2,882","2,696","4,155","2,618"
2020,4,70,"15,160","1,552","1,638","1,280","1,017",756,619,"1,337","1,262","1,246","1,266","2,074","1,113"
2020,4,80,"7,046",694,669,569,416,401,469,600,511,646,594,"1,020",457
2020,4,90,"1,052",108,63,55,82,70,91,94,82,103,87,149,68
2020,4,100,62,12,4,6,4,4,2,4,7,7,2,9,1
2020,5,총,"300,446","25,731","30,507","20,384","16,339","20,315","23,938","29,139","19,374","31,357","21,700","35,081","26,581"
2020,5,0,"19,682","1,425","2,107",898,681,"1,055","1,595","1,999",942,"2,261","1,618","1,988","3,113"
2020,5,10,"27,653","2,405","2,876","1,367","1,075","1,710","2,689","2,933","1,427","3,498","1,880","2,952","2,841"
2020,5,20,"45,240","3,729","4,393","3,157","2,611","3,550","4,144","4,392","2,920","4,825","3,124","5,400","2,995"
2020,5,30,"38,916","2,943","3,810","2,619","2,085","2,897","2,695","3,779","2,629","3,985","2,778","4,584","4,112"
2020,5,40,"47,071","3,789","4,626","2,908","2,197","2,844","4,085","4,586","2,633","5,411","3,332","5,450","5,210"
2020,5,50,"61,678","5,414","6,265","4,497","3,601","4,525","5,392","5,894","4,055","6,430","4,310","7,261","4,034"
2020,5,60,"36,768","3,643","4,038","3,015","2,559","2,496","2,153","3,509","2,913","2,924","2,712","4,172","2,634"
2020,5,70,"15,208","1,558","1,650","1,288","1,025",765,614,"1,341","1,251","1,254","1,258","2,084","1,120"
2020,5,80,"7,096",702,674,574,420,397,473,604,516,657,599,"1,025",455
2020,5,90,"1,068",109,64,55,81,72,96,98,80,104,87,156,66
2020,5,100,66,14,4,6,4,4,2,4,8,8,2,9,1
2020,6,총,"299,853","25,638","30,430","20,296","16,356","20,286","23,924","29,028","19,290","31,438","21,641","34,958","26,568"
2020,6,0,"19,533","1,409","2,071",878,673,"1,050","1,607","1,985",938,"2,256","1,609","1,964","3,093"
2020,6,10,"27,531","2,392","2,865","1,373","1,074","1,694","2,677","2,911","1,420","3,484","1,876","2,920","2,845"
2020,6,20,"45,044","3,714","4,394","3,118","2,609","3,536","4,124","4,364","2,897","4,843","3,094","5,360","2,991"
2020,6,30,"38,762","2,923","3,780","2,632","2,082","2,891","2,688","3,767","2,600","4,026","2,773","4,559","4,041"
2020,6,40,"46,915","3,761","4,600","2,892","2,183","2,838","4,087","4,553","2,616","5,382","3,310","5,448","5,245"
2020,6,50,"61,479","5,395","6,258","4,445","3,618","4,493","5,357","5,886","4,019","6,442","4,301","7,230","4,035"
2020,6,60,"37,054","3,657","4,055","3,031","2,582","2,534","2,187","3,511","2,939","2,969","2,730","4,187","2,672"
2020,6,70,"15,293","1,561","1,670","1,292","1,033",778,621,"1,349","1,254","1,261","1,266","2,089","1,119"
2020,6,80,"7,111",703,672,570,419,396,478,606,518,662,593,"1,035",459
2020,6,90,"1,065",109,61,59,79,72,96,92,81,105,87,157,67
2020,6,100,66,14,4,6,4,4,2,4,8,8,2,9,1
2020,7,총,"299,210","25,635","30,372","20,248","16,322","20,228","23,834","28,949","19,205","31,415","21,589","34,856","26,557"
2020,7,0,"19,374","1,406","2,063",863,669,"1,033","1,585","1,969",930,"2,265","1,587","1,937","3,067"
2020,7,10,"27,381","2,374","2,848","1,355","1,063","1,685","2,673","2,886","1,399","3,467","1,876","2,901","2,854"
2020,7,20,"44,851","3,721","4,386","3,102","2,598","3,516","4,080","4,361","2,873","4,826","3,081","5,320","2,987"
2020,7,30,"38,590","2,915","3,763","2,631","2,085","2,891","2,658","3,735","2,594","4,030","2,749","4,540","3,999"
2020,7,40,"46,697","3,757","4,580","2,867","2,165","2,794","4,080","4,559","2,597","5,370","3,286","5,404","5,238"
2020,7,50,"61,374","5,386","6,236","4,447","3,607","4,492","5,345","5,864","3,992","6,423","4,300","7,237","4,045"
2020,7,60,"37,298","3,684","4,078","3,046","2,589","2,553","2,225","3,522","2,939","2,998","2,743","4,216","2,705"
2020,7,70,"15,366","1,568","1,678","1,298","1,035",792,615,"1,349","1,271","1,264","1,277","2,091","1,128"
2020,7,80,"7,144",704,674,574,429,397,474,607,516,660,603,"1,043",463
2020,7,90,"1,067",106,62,59,77,70,97,92,86,105,85,158,70
2020,7,100,68,14,4,6,5,5,2,5,8,7,2,9,1
2020,8,총,"298,184","25,536","30,277","20,159","16,265","20,127","23,743","28,858","19,156","31,363","21,527","34,727","26,446"
2020,8,0,"19,107","1,386","2,032",852,659,"1,008","1,579","1,937",920,"2,249","1,573","1,908","3,004"
2020,8,10,"27,222","2,361","2,825","1,338","1,055","1,669","2,650","2,875","1,390","3,459","1,860","2,892","2,848"
2020,8,20,"44,652","3,697","4,379","3,081","2,581","3,512","4,047","4,336","2,853","4,826","3,058","5,291","2,991"
2020,8,30,"38,258","2,883","3,721","2,611","2,089","2,868","2,643","3,704","2,578","3,984","2,723","4,493","3,961"
2020,8,40,"46,495","3,744","4,555","2,855","2,159","2,756","4,052","4,533","2,596","5,363","3,294","5,369","5,219"
2020,8,50,"61,139","5,369","6,206","4,421","3,566","4,484","5,308","5,864","3,968","6,439","4,275","7,217","4,022"
2020,8,60,"37,614","3,702","4,127","3,063","2,612","2,573","2,267","3,549","2,966","3,012","2,766","4,247","2,730"
2020,8,70,"15,371","1,569","1,684","1,294","1,034",778,620,"1,355","1,276","1,258","1,277","2,092","1,134"
2020,8,80,"7,178",703,678,576,429,400,475,606,515,667,613,"1,050",466
2020,8,90,"1,080",107,66,62,76,74,100,94,86,100,86,159,70
2020,8,100,68,15,4,6,5,5,2,5,8,6,2,9,1
2020,9,총,"297,540","25,435","30,258","20,116","16,215","20,040","23,702","28,762","19,166","31,348","21,501","34,651","26,346"
2020,9,0,"18,944","1,366","2,019",849,654,996,"1,574","1,910",907,"2,249","1,562","1,888","2,970"
2020,9,10,"27,063","2,344","2,824","1,320","1,037","1,645","2,644","2,876","1,380","3,446","1,856","2,861","2,830"
2020,9,20,"44,484","3,684","4,378","3,080","2,560","3,477","4,007","4,307","2,872","4,818","3,030","5,275","2,996"
2020,9,30,"38,058","2,856","3,708","2,601","2,088","2,864","2,631","3,667","2,566","3,991","2,701","4,462","3,923"
2020,9,40,"46,319","3,722","4,539","2,844","2,134","2,729","4,050","4,545","2,587","5,332","3,301","5,354","5,182"
2020,9,50,"60,919","5,335","6,188","4,395","3,553","4,460","5,282","5,827","3,965","6,444","4,265","7,184","4,021"
2020,9,60,"37,996","3,730","4,158","3,094","2,635","2,605","2,316","3,565","2,997","3,028","2,802","4,313","2,753"
2020,9,70,"15,394","1,573","1,694","1,284","1,038",781,625,"1,357","1,274","1,262","1,280","2,089","1,137"
2020,9,80,"7,197",703,679,582,433,400,468,608,523,671,614,"1,052",464
2020,9,90,"1,097",106,67,60,78,78,103,95,87,102,88,164,69
2020,9,100,69,16,4,7,5,5,2,5,8,5,2,9,1
2020,10,총,"297,282","25,375","30,091","20,052","16,186","19,956","23,655","28,739","19,455","31,363","21,529","34,563","26,318"
2020,10,0,"18,774","1,354","1,984",844,648,980,"1,553","1,901",944,"2,236","1,545","1,859","2,926"
2020,10,10,"26,951","2,345","2,800","1,306","1,026","1,625","2,631","2,861","1,384","3,439","1,842","2,849","2,843"
2020,10,20,"44,351","3,666","4,339","3,063","2,555","3,456","3,982","4,288","2,884","4,823","3,057","5,251","2,987"
2020,10,30,"37,950","2,832","3,657","2,607","2,086","2,851","2,628","3,661","2,633","3,987","2,677","4,428","3,903"
2020,10,40,"46,183","3,730","4,511","2,830","2,124","2,704","4,028","4,530","2,623","5,317","3,297","5,318","5,171"
2020,10,50,"60,876","5,307","6,172","4,355","3,548","4,436","5,302","5,816","4,013","6,432","4,274","7,177","4,044"
2020,10,60,"38,344","3,738","4,177","3,111","2,629","2,633","2,336","3,615","3,067","3,079","2,844","4,349","2,766"
2020,10,70,"15,435","1,573","1,694","1,283","1,051",787,623,"1,355","1,285","1,264","1,280","2,099","1,141"
2020,10,80,"7,234",709,677,587,433,403,468,612,525,674,621,"1,060",465
2020,10,90,"1,114",105,76,59,81,76,101,95,89,107,90,164,71
2020,10,100,70,16,4,7,5,5,3,5,8,5,2,9,1
2020,11,총,"297,148","25,251","30,020","19,928","16,136","19,928","23,668","28,602","20,095","31,331","21,485","34,441","26,263"
2020,11,0,"18,632","1,331","1,970",838,637,966,"1,546","1,866","1,006","2,218","1,526","1,841","2,887"
2020,11,10,"26,824","2,319","2,788","1,286","1,016","1,611","2,611","2,837","1,426","3,428","1,831","2,819","2,852"
2020,11,20,"44,314","3,633","4,344","3,029","2,531","3,450","3,985","4,273","2,972","4,815","3,064","5,245","2,973"
2020,11,30,"37,900","2,823","3,630","2,589","2,089","2,853","2,618","3,621","2,771","3,986","2,651","4,406","3,863"
2020,11,40,"46,003","3,675","4,500","2,817","2,100","2,690","4,017","4,509","2,701","5,301","3,266","5,267","5,160"
2020,11,50,"60,801","5,292","6,127","4,285","3,550","4,427","5,312","5,777","4,119","6,416","4,284","7,157","4,055"
2020,11,60,"38,725","3,764","4,204","3,136","2,642","2,661","2,364","3,646","3,158","3,116","2,870","4,380","2,784"
2020,11,70,"15,513","1,583","1,696","1,290","1,059",780,629,"1,362","1,309","1,261","1,286","2,107","1,151"
2020,11,80,"7,252",712,679,591,429,406,481,614,537,678,612,"1,048",465
2020,11,90,"1,113",103,78,60,78,79,102,92,88,106,93,162,72
2020,11,100,71,16,4,7,5,5,3,5,8,6,2,9,1
2020,12,총,"296,750","25,188","29,940","19,909","16,115","19,893","23,671","28,553","20,280","31,300","21,432","34,315","26,154"
2020,12,0,"18,490","1,326","1,956",823,635,961,"1,544","1,856","1,027","2,214","1,509","1,799","2,840"
2020,12,10,"26,706","2,308","2,770","1,280","1,008","1,586","2,604","2,805","1,443","3,422","1,813","2,803","2,864"
2020,12,20,"44,194","3,623","4,321","3,015","2,527","3,445","3,989","4,277","2,988","4,807","3,050","5,206","2,946"
2020,12,30,"37,858","2,797","3,615","2,564","2,096","2,869","2,623","3,611","2,832","3,972","2,648","4,398","3,833"
2020,12,40,"45,784","3,655","4,492","2,797","2,094","2,657","4,016","4,481","2,706","5,280","3,247","5,214","5,145"
2020,12,50,"60,609","5,255","6,099","4,290","3,528","4,408","5,283","5,758","4,154","6,398","4,253","7,143","4,040"
2020,12,60,"39,089","3,808","4,234","3,172","2,650","2,697","2,397","3,687","3,170","3,135","2,912","4,433","2,794"
2020,12,70,"15,551","1,580","1,698","1,300","1,064",779,633,"1,363","1,321","1,268","1,279","2,106","1,160"
2020,12,80,"7,277",718,676,598,430,408,472,619,542,687,624,"1,041",462
2020,12,90,"1,121",103,76,63,78,78,107,90,89,110,95,163,69
2020,12,100,71,15,3,7,5,5,3,6,8,7,2,9,1
2021,1,총,"296,200","25,150","29,853","19,787","16,081","19,853","23,603","28,543","20,343","31,331","21,382","34,178","26,096"
2021,1,0,"18,320","1,322","1,936",807,623,943,"1,542","1,838","1,020","2,217","1,493","1,769","2,810"
2021,1,10,"26,532","2,289","2,750","1,270","1,002","1,587","2,581","2,776","1,441","3,383","1,813","2,771","2,869"
2021,1,20,"44,035","3,604","4,307","2,982","2,527","3,418","3,952","4,307","2,990","4,812","3,035","5,170","2,931"
2021,1,30,"37,684","2,803","3,569","2,536","2,077","2,877","2,634","3,580","2,841","3,996","2,622","4,378","3,771"
2021,1,40,"45,582","3,630","4,486","2,766","2,085","2,624","3,971","4,465","2,723","5,262","3,247","5,168","5,155"
2021,1,50,"60,501","5,242","6,082","4,274","3,502","4,396","5,272","5,756","4,157","6,407","4,238","7,128","4,047"
2021,1,60,"39,475","3,839","4,269","3,193","2,681","2,740","2,420","3,727","3,202","3,192","2,936","4,459","2,817"
2021,1,70,"15,550","1,579","1,692","1,293","1,069",774,646,"1,373","1,320","1,254","1,268","2,119","1,163"
2021,1,80,"7,318",724,679,598,431,412,473,627,553,690,628,"1,040",463
2021,1,90,"1,131",102,80,61,79,77,108,88,88,112,100,167,69
2021,1,100,72,16,3,7,5,5,4,6,8,6,2,9,1
2021,2,총,"296,534","25,055","29,679","19,758","16,068","19,751","23,460","28,491","20,333","32,610","21,289","34,028","26,012"
2021,2,0,"18,301","1,304","1,901",796,618,937,"1,511","1,817","1,027","2,415","1,478","1,730","2,767"
2021,2,10,"26,450","2,260","2,725","1,266",992,"1,537","2,578","2,762","1,444","3,519","1,771","2,737","2,859"
2021,2,20,"43,850","3,570","4,281","2,973","2,511","3,379","3,891","4,289","2,974","4,918","3,010","5,121","2,933"
2021,2,30,"37,729","2,779","3,525","2,534","2,091","2,891","2,603","3,562","2,832","4,266","2,594","4,349","3,703"
2021,2,40,"45,654","3,607","4,461","2,747","2,070","2,593","3,965","4,448","2,739","5,501","3,228","5,133","5,162"
2021,2,50,"60,478","5,205","6,042","4,263","3,493","4,363","5,226","5,749","4,141","6,579","4,239","7,128","4,050"
2021,2,60,"39,911","3,901","4,290","3,219","2,699","2,777","2,455","3,765","3,208","3,312","2,961","4,486","2,838"
2021,2,70,"15,590","1,575","1,690","1,293","1,074",775,645,"1,376","1,316","1,280","1,276","2,125","1,165"
2021,2,80,"7,356",736,683,594,434,419,470,629,558,698,627,"1,049",459
2021,2,90,"1,144",101,77,67,81,76,113,88,86,115,103,162,75
2021,2,100,71,17,4,6,5,4,3,6,8,7,2,8,1
2021,3,총,"296,771","24,900","29,548","19,625","15,990","19,583","23,333","28,366","20,282","34,131","21,232","33,836","25,945"
2021,3,0,"18,296","1,293","1,881",792,612,911,"1,509","1,788","1,025","2,598","1,466","1,690","2,731"
2021,3,10,"26,369","2,240","2,717","1,256",972,"1,518","2,546","2,736","1,433","3,598","1,767","2,718","2,868"
2021,3,20,"43,805","3,537","4,250","2,944","2,501","3,348","3,855","4,291","2,984","5,116","3,004","5,076","2,899"
2021,3,30,"37,775","2,767","3,484","2,520","2,087","2,857","2,612","3,515","2,795","4,590","2,554","4,310","3,684"
2021,3,40,"45,551","3,582","4,425","2,719","2,052","2,564","3,919","4,411","2,717","5,737","3,216","5,061","5,148"
2021,3,50,"60,340","5,155","6,001","4,218","3,448","4,296","5,167","5,705","4,128","6,852","4,236","7,097","4,037"
2021,3,60,"40,512","3,928","4,341","3,226","2,738","2,815","2,493","3,822","3,246","3,497","2,993","4,542","2,871"
2021,3,70,"15,552","1,559","1,682","1,295","1,063",774,642,"1,375","1,305","1,304","1,264","2,121","1,168"
2021,3,80,"7,392",734,686,590,435,426,473,631,566,707,627,"1,056",461
2021,3,90,"1,151",100,79,63,80,73,114,91,81,127,105,160,78
2021,3,100,28,5,2,2,2,1,3,1,2,5,0,5,0
2021,4,총,"296,947","24,832","29,496","19,574","15,953","19,481","23,317","28,306","20,293","34,795","21,242","33,714","25,944"
2021,4,0,"18,222","1,287","1,872",780,616,894,"1,502","1,766","1,017","2,645","1,457","1,671","2,715"
2021,4,10,"26,273","2,209","2,708","1,237",958,"1,491","2,526","2,732","1,421","3,638","1,765","2,704","2,884"
2021,4,20,"43,733","3,520","4,227","2,941","2,487","3,331","3,844","4,274","2,983","5,221","2,993","5,041","2,871"
2021,4,30,"37,879","2,748","3,474","2,517","2,105","2,853","2,618","3,496","2,800","4,711","2,567","4,300","3,690"
2021,4,40,"45,455","3,555","4,396","2,697","2,044","2,522","3,894","4,408","2,708","5,842","3,200","5,025","5,164"
2021,4,50,"60,278","5,140","5,993","4,211","3,419","4,274","5,161","5,663","4,118","6,982","4,242","7,068","4,007"
2021,4,60,"40,901","3,962","4,368","3,231","2,751","2,845","2,530","3,861","3,282","3,602","3,019","4,561","2,889"
2021,4,70,"15,602","1,571","1,692","1,301","1,062",776,641,"1,381","1,311","1,307","1,268","2,120","1,172"
2021,4,80,"7,426",736,685,591,430,421,482,633,571,714,623,"1,064",476
2021,4,90,"1,152",99,79,66,79,73,116,91,80,129,108,156,76
2021,4,100,26,5,2,2,2,1,3,1,2,4,0,4,0
2021,5,총,"296,705","24,734","29,469","19,544","15,905","19,447","23,312","28,285","20,259","35,017","21,149","33,677","25,907"
2021,5,0,"18,063","1,269","1,850",769,603,877,"1,503","1,752","1,012","2,644","1,436","1,654","2,694"
2021,5,10,"26,182","2,198","2,697","1,220",951,"1,490","2,514","2,725","1,402","3,656","1,759","2,683","2,887"
2021,5,20,"43,571","3,509","4,205","2,929","2,454","3,313","3,819","4,262","2,970","5,232","2,993","5,029","2,856"
2021,5,30,"37,842","2,733","3,465","2,490","2,117","2,840","2,630","3,490","2,801","4,769","2,540","4,295","3,672"
2021,5,40,"45,252","3,524","4,381","2,680","2,033","2,520","3,885","4,382","2,689","5,855","3,176","4,968","5,159"
2021,5,50,"60,130","5,099","5,959","4,222","3,401","4,230","5,141","5,651","4,104","7,021","4,219","7,079","4,004"
2021,5,60,"41,338","3,976","4,426","3,273","2,770","2,898","2,566","3,908","3,308","3,666","3,027","4,615","2,905"
2021,5,70,"15,622","1,574","1,706","1,298","1,061",772,643,"1,384","1,314","1,305","1,263","2,123","1,179"
2021,5,80,"7,508",744,694,594,432,432,492,638,575,736,627,"1,071",473
2021,5,90,"1,168",103,83,67,81,74,116,92,82,129,108,155,78
2021,5,100,29,5,3,2,2,1,3,1,2,4,1,5,0
2021,6,총,"296,442","24,647","29,398","19,518","15,868","19,395","23,281","28,259","20,244","35,120","21,149","33,662","25,901"
2021,6,0,"17,995","1,252","1,839",771,602,862,"1,479","1,763","1,007","2,655","1,424","1,662","2,679"
2021,6,10,"26,079","2,184","2,683","1,218",938,"1,472","2,504","2,703","1,401","3,655","1,764","2,663","2,894"
2021,6,20,"43,370","3,482","4,194","2,929","2,441","3,300","3,810","4,220","2,947","5,236","2,971","5,001","2,839"
2021,6,30,"37,789","2,703","3,457","2,478","2,114","2,853","2,604","3,507","2,805","4,786","2,532","4,297","3,653"
2021,6,40,"45,219","3,510","4,353","2,679","2,021","2,511","3,869","4,374","2,686","5,882","3,190","4,979","5,165"
2021,6,50,"59,866","5,045","5,937","4,207","3,376","4,203","5,144","5,633","4,089","7,015","4,191","7,033","3,993"
2021,6,60,"41,724","4,032","4,430","3,283","2,799","2,916","2,612","3,942","3,324","3,701","3,081","4,670","2,934"
2021,6,70,"15,646","1,582","1,720","1,290","1,056",767,642,"1,378","1,321","1,315","1,263","2,126","1,186"
2021,6,80,"7,544",747,699,593,436,438,495,647,581,740,624,"1,066",478
2021,6,90,"1,180",105,83,68,83,72,119,91,81,130,108,160,80
2021,6,100,30,5,3,2,2,1,3,1,2,5,1,5,0
2021,7,총,"296,173","24,610","29,379","19,526","15,873","19,383","23,273","28,231","20,205","35,172","21,147","33,592","25,782"
2021,7,0,"17,836","1,238","1,822",771,599,860,"1,464","1,737",995,"2,643","1,419","1,638","2,650"
2021,7,10,"25,992","2,178","2,674","1,204",930,"1,464","2,505","2,698","1,395","3,650","1,758","2,654","2,882"
2021,7,20,"43,134","3,470","4,176","2,907","2,435","3,289","3,802","4,204","2,904","5,224","2,960","4,954","2,809"
2021,7,30,"37,744","2,706","3,439","2,481","2,130","2,856","2,598","3,478","2,814","4,794","2,529","4,314","3,605"
2021,7,40,"45,077","3,488","4,366","2,674","2,009","2,485","3,858","4,377","2,680","5,867","3,180","4,933","5,160"
2021,7,50,"59,767","5,036","5,904","4,218","3,366","4,183","5,152","5,637","4,072","7,030","4,179","7,017","3,973"
2021,7,60,"42,107","4,048","4,482","3,304","2,820","2,959","2,632","3,977","3,350","3,764","3,105","4,720","2,946"
2021,7,70,"15,695","1,583","1,718","1,301","1,061",773,652,"1,383","1,321","1,319","1,272","2,119","1,193"
2021,7,80,"7,600",753,707,595,440,440,490,645,590,747,635,"1,076",482
2021,7,90,"1,191",105,87,69,82,73,117,94,82,129,109,162,82
2021,7,100,30,5,4,2,1,1,3,1,2,5,1,5,0
2021,8,총,"295,492","24,534","29,346","19,456","15,886","19,304","23,249","28,193","20,141","35,122","21,036","33,488","25,737"
2021,8,0,"17,638","1,217","1,814",754,596,857,"1,449","1,718",983,"2,628","1,377","1,612","2,633"
2021,8,10,"25,890","2,171","2,666","1,208",919,"1,453","2,489","2,681","1,396","3,631","1,755","2,647","2,874"
2021,8,20,"42,886","3,447","4,157","2,879","2,439","3,259","3,793","4,189","2,869","5,204","2,924","4,935","2,791"
2021,8,30,"37,588","2,687","3,433","2,466","2,144","2,834","2,589","3,469","2,814","4,771","2,512","4,291","3,578"
2021,8,40,"44,850","3,459","4,348","2,661","1,996","2,473","3,832","4,360","2,665","5,862","3,139","4,884","5,171"
2021,8,50,"59,680","5,025","5,895","4,197","3,362","4,174","5,163","5,652","4,051","7,008","4,183","7,005","3,965"
2021,8,60,"42,398","4,065","4,507","3,315","2,849","2,974","2,674","3,992","3,362","3,831","3,114","4,746","2,969"
2021,8,70,"15,680","1,590","1,720","1,304","1,060",770,648,"1,380","1,317","1,309","1,282","2,111","1,189"
2021,8,80,"7,658",762,713,597,438,438,495,658,597,745,639,"1,092",484
2021,8,90,"1,193",106,89,73,82,71,113,93,85,128,110,160,83
2021,8,100,31,5,4,2,1,1,4,1,2,5,1,5,0
2021,9,총,"294,668","24,481","29,274","19,435","15,855","19,242","23,231","28,048","20,062","35,091","20,961","33,363","25,625"
2021,9,0,"17,434","1,205","1,799",752,598,841,"1,440","1,698",975,"2,601","1,358","1,585","2,582"
2021,9,10,"25,737","2,170","2,646","1,190",909,"1,444","2,501","2,681","1,387","3,607","1,737","2,595","2,870"
2021,9,20,"42,600","3,410","4,143","2,882","2,409","3,247","3,762","4,134","2,836","5,200","2,901","4,892","2,784"
2021,9,30,"37,470","2,689","3,424","2,465","2,152","2,819","2,568","3,444","2,782","4,766","2,524","4,301","3,536"
2021,9,40,"44,617","3,458","4,323","2,661","1,973","2,459","3,833","4,318","2,658","5,843","3,105","4,831","5,155"
2021,9,50,"59,524","4,993","5,865","4,181","3,350","4,150","5,157","5,627","4,030","7,028","4,172","6,998","3,973"
2021,9,60,"42,646","4,093","4,529","3,328","2,878","2,999","2,706","4,014","3,379","3,856","3,121","4,782","2,961"
2021,9,70,"15,677","1,585","1,731","1,303","1,056",762,655,"1,365","1,322","1,313","1,289","2,105","1,191"
2021,9,80,"7,727",765,721,596,448,450,492,672,602,744,644,"1,106",487
2021,9,90,"1,204",108,89,75,81,70,113,94,89,128,109,162,86
