년도,월,나이,부산광역시 금정구,부산광역시 금정구 서제1동,부산광역시 금정구 서제2동,부산광역시 금정구 서제3동,부산광역시 금정구 금사회동동,부산광역시 금정구 부곡제1동,부산광역시 금정구 부곡제2동,부산광역시 금정구 부곡제3동,부산광역시 금정구 부곡제4동,부산광역시 금정구 장전제1동,부산광역시 금정구 장전제2동,부산광역시 금정구 장전제3동,부산광역시 금정구 선두구동,부산광역시 금정구 청룡노포동,부산광역시 금정구 남산동,부산광역시 금정구 구서제1동,부산광역시 금정구 구서제2동,부산광역시 금정구 금성동
2020,2,10,"18,839",341,548,625,416,527,"1,489","1,461",869,"1,275","2,518",,116,737,"2,336","1,930","3,533",118
2020,2,20,"34,110",657,"1,225","1,283",911,938,"2,587","2,459","1,651","5,471","3,544",,216,"1,127","4,732","2,565","4,664",80
2020,2,30,"26,725",558,"1,042","1,166",927,909,"1,874","2,286","1,582","2,005","3,954",,198,"1,020","3,228","2,237","3,649",90
2020,2,40,"33,463",871,"1,294","1,435","1,074","1,195","2,459","2,495","1,896","2,192","4,764",,264,"1,334","3,933","2,969","5,105",183
2020,2,50,"42,210","1,304","2,136","2,396","1,741","1,554","3,094","3,059","2,359","2,364","3,936",,499,"1,819","5,861","3,592","6,315",181
2020,2,60,"37,776","1,410","2,166","2,392","1,925","1,793","2,521","2,530","2,585","1,961","3,279",,526,"1,885","4,856","2,746","4,992",209
2020,2,70,"21,387",869,"1,104","1,405","1,050","1,201","1,430","1,256","1,449","1,129","2,086",,344,"1,156","2,833","1,424","2,543",108
2020,2,80,"8,373",345,383,495,312,429,599,573,475,463,850,,153,496,"1,087",567,"1,100",46
2020,2,90,"1,141",36,46,50,48,42,72,89,72,47,167,,21,65,141,69,164,12
2020,2,100,193,11,14,12,3,3,6,5,1,10,96,,3,4,7,7,9,2
2020,3,총,"237,508","6,458","10,304","11,623","8,698","8,891","17,059","17,360","13,468","18,029","27,939",,"2,415","10,173","30,254","19,435","34,289","1,113"
2020,3,0,"13,852",125,381,373,319,330,933,"1,263",610,"1,014","2,776",,79,552,"1,352","1,339","2,321",85
2020,3,10,"18,758",332,547,623,409,512,"1,490","1,453",861,"1,314","2,511",,117,732,"2,311","1,923","3,507",116
2020,3,20,"34,053",638,"1,213","1,281",906,937,"2,596","2,453","1,638","5,541","3,552",,212,"1,124","4,697","2,561","4,621",83
2020,3,30,"26,514",541,"1,023","1,163",919,898,"1,866","2,241","1,557","2,011","3,932",,196,"1,012","3,193","2,230","3,643",89
2020,3,40,"33,268",870,"1,290","1,415","1,066","1,183","2,435","2,481","1,874","2,190","4,757",,260,"1,326","3,920","2,961","5,059",181
2020,3,50,"42,032","1,285","2,123","2,400","1,729","1,540","3,078","3,041","2,347","2,347","3,928",,502,"1,810","5,822","3,599","6,301",180
2020,3,60,"37,843","1,410","2,165","2,393","1,917","1,805","2,535","2,517","2,586","1,947","3,301",,532,"1,888","4,867","2,762","5,005",213
2020,3,70,"21,426",856,"1,110","1,417","1,067","1,205","1,433","1,250","1,447","1,136","2,077",,339,"1,160","2,846","1,418","2,559",106
2020,3,80,"8,428",353,391,498,317,435,614,566,478,469,844,,155,497,"1,097",562,"1,105",47
2020,3,90,"1,140",37,47,49,46,43,72,90,68,50,165,,20,68,142,73,159,11
2020,3,100,194,11,14,11,3,3,7,5,2,10,96,,3,4,7,7,9,2
2020,4,총,"236,904","6,420","10,255","11,623","8,671","8,874","17,060","17,109","13,428","17,999","27,895",,"2,402","10,188","30,172","19,458","34,240","1,110"
2020,4,0,"13,763",122,383,375,318,336,920,"1,246",596,"1,004","2,762",,73,549,"1,348","1,341","2,305",85
2020,4,10,"18,639",329,538,625,402,505,"1,488","1,446",848,"1,309","2,505",,117,728,"2,290","1,919","3,473",117
2020,4,20,"33,891",629,"1,202","1,264",902,928,"2,596","2,422","1,638","5,519","3,548",,211,"1,137","4,657","2,549","4,607",82
2020,4,30,"26,397",530,"1,022","1,160",907,891,"1,857","2,188","1,549","2,014","3,928",,194,"1,007","3,181","2,245","3,636",88
2020,4,40,"33,097",852,"1,283","1,414","1,066","1,174","2,435","2,445","1,874","2,184","4,756",,252,"1,318","3,882","2,939","5,041",182
2020,4,50,"41,908","1,279","2,105","2,396","1,726","1,536","3,073","3,005","2,334","2,337","3,901",,504,"1,826","5,808","3,610","6,290",178
2020,4,60,"37,923","1,416","2,156","2,398","1,918","1,807","2,549","2,481","2,594","1,964","3,312",,530,"1,888","4,890","2,782","5,024",214
2020,4,70,"21,474",864,"1,111","1,425","1,065","1,211","1,444","1,222","1,447","1,137","2,072",,344,"1,160","2,865","1,426","2,576",105
2020,4,80,"8,489",355,394,506,321,441,618,560,481,472,848,,154,504,"1,104",569,"1,115",47
2020,4,90,"1,125",33,46,49,43,42,73,89,65,48,165,,20,67,140,71,164,10
2020,4,100,198,11,15,11,3,3,7,5,2,11,98,,3,4,7,7,9,2
2020,5,총,"236,596","6,354","10,230","11,626","8,668","8,866","17,071","16,901","13,410","18,084","27,910",,"2,397","10,171","30,126","19,441","34,239","1,102"
2020,5,0,"13,700",119,387,377,316,327,913,"1,243",594,991,"2,756",,71,539,"1,344","1,329","2,310",84
2020,5,10,"18,497",319,534,614,397,504,"1,490","1,416",844,"1,308","2,503",,115,725,"2,266","1,902","3,445",115
2020,5,20,"33,957",621,"1,200","1,266",905,918,"2,609","2,412","1,622","5,595","3,548",,213,"1,131","4,682","2,546","4,606",83
2020,5,30,"26,322",529,"1,032","1,150",895,887,"1,854","2,163","1,554","2,021","3,932",,195,990,"3,158","2,239","3,637",86
2020,5,40,"32,941",845,"1,269","1,408","1,062","1,172","2,431","2,416","1,858","2,182","4,751",,249,"1,310","3,861","2,938","5,014",175
2020,5,50,"41,820","1,255","2,100","2,410","1,717","1,537","3,065","2,946","2,333","2,329","3,904",,502,"1,832","5,787","3,616","6,307",180
2020,5,60,"37,991","1,410","2,150","2,392","1,930","1,809","2,556","2,467","2,598","1,982","3,322",,529,"1,903","4,897","2,801","5,032",213
2020,5,70,"21,525",858,"1,108","1,438","1,072","1,217","1,445","1,197","1,461","1,145","2,074",,345,"1,167","2,871","1,421","2,602",104
2020,5,80,"8,524",355,390,509,328,449,625,550,478,473,859,,155,503,"1,114",572,"1,114",50
2020,5,90,"1,122",32,46,51,43,43,76,86,66,47,163,,20,67,139,70,163,10
2020,5,100,197,11,14,11,3,3,7,5,2,11,98,,3,4,7,7,9,2
2020,6,총,"236,009","6,297","10,155","11,631","8,632","8,827","17,084","16,662","13,412","18,092","27,833",,"2,376","10,138","30,097","19,435","34,240","1,098"
2020,6,0,"13,614",111,382,380,310,324,914,"1,229",586,982,"2,755",,69,536,"1,330","1,325","2,298",83
2020,6,10,"18,381",312,531,606,393,499,"1,485","1,392",844,"1,306","2,493",,115,718,"2,241","1,899","3,433",114
2020,6,20,"33,896",613,"1,182","1,266",897,915,"2,599","2,383","1,624","5,617","3,535",,210,"1,128","4,686","2,553","4,603",85
2020,6,30,"26,151",530,"1,043","1,156",872,870,"1,855","2,106","1,542","2,012","3,928",,191,990,"3,152","2,206","3,615",83
2020,6,40,"32,897",831,"1,261","1,401","1,059","1,174","2,428","2,409","1,847","2,201","4,743",,244,"1,313","3,844","2,942","5,026",174
2020,6,50,"41,554","1,244","2,076","2,389","1,708","1,522","3,047","2,900","2,329","2,316","3,880",,496,"1,819","5,746","3,615","6,287",180
2020,6,60,"38,112","1,400","2,141","2,415","1,940","1,800","2,587","2,439","2,618","1,977","3,324",,532,"1,893","4,941","2,816","5,076",213
2020,6,70,"21,559",861,"1,097","1,444","1,078","1,228","1,456","1,169","1,476","1,146","2,058",,343,"1,178","2,894","1,422","2,606",103
2020,6,80,"8,523",352,385,512,329,449,628,544,480,479,853,,154,497,"1,110",578,"1,122",51
2020,6,90,"1,125",32,43,51,43,43,78,85,65,46,166,,19,62,145,72,165,10
2020,6,100,197,11,14,11,3,3,7,6,1,10,98,,3,4,8,7,9,2
2020,7,총,"235,155","6,189","10,148","11,632","8,341","8,825","17,033","16,562","13,357","18,064","27,693",,"2,381","10,150","30,064","19,414","34,205","1,097"
2020,7,0,"13,502",109,378,375,286,320,914,"1,221",575,973,"2,745",,74,537,"1,305","1,326","2,282",82
2020,7,10,"18,230",307,519,599,376,498,"1,472","1,376",840,"1,272","2,486",,115,710,"2,231","1,888","3,428",113
2020,7,20,"33,716",591,"1,192","1,264",871,916,"2,590","2,363","1,613","5,624","3,480",,205,"1,129","4,661","2,551","4,581",85
2020,7,30,"26,001",528,"1,038","1,162",823,877,"1,835","2,099","1,517","2,000","3,913",,197,993,"3,148","2,192","3,598",81
2020,7,40,"32,727",810,"1,261","1,393","1,008","1,168","2,412","2,391","1,839","2,208","4,725",,244,"1,308","3,841","2,931","5,015",173
2020,7,50,"41,408","1,223","2,078","2,389","1,660","1,519","3,045","2,887","2,325","2,311","3,848",,496,"1,816","5,741","3,619","6,272",179
2020,7,60,"38,109","1,387","2,142","2,410","1,896","1,796","2,598","2,414","2,615","1,991","3,332",,533,"1,898","4,963","2,816","5,102",216
2020,7,70,"21,589",848,"1,102","1,461","1,051","1,232","1,456","1,176","1,486","1,143","2,047",,341,"1,192","2,895","1,436","2,618",105
2020,7,80,"8,544",340,380,518,325,454,627,545,482,480,853,,155,501,"1,127",574,"1,132",51
2020,7,90,"1,133",35,44,50,42,42,77,84,64,52,166,,18,62,144,74,169,10
2020,7,100,196,11,14,11,3,3,7,6,1,10,98,,3,4,8,7,8,2
2020,8,총,"234,640","6,100","10,078","11,596","8,304","8,785","16,951","16,440","13,333","18,075","27,604",,"2,382","10,164","29,961","19,645","34,128","1,094"
2020,8,0,"13,436",111,376,369,281,316,914,"1,213",562,965,"2,723",,75,539,"1,291","1,352","2,265",84
2020,8,10,"18,085",295,512,589,370,482,"1,453","1,356",827,"1,270","2,487",,115,700,"2,216","1,907","3,393",113
2020,8,20,"33,671",582,"1,170","1,269",853,922,"2,574","2,335","1,612","5,657","3,474",,208,"1,137","4,648","2,578","4,568",84
2020,8,30,"25,884",520,"1,039","1,157",818,857,"1,819","2,081","1,511","2,004","3,875",,196,987,"3,124","2,224","3,593",79
2020,8,40,"32,597",795,"1,233","1,377","1,004","1,169","2,409","2,368","1,825","2,197","4,743",,241,"1,301","3,811","2,975","4,976",173
2020,8,50,"41,212","1,200","2,058","2,374","1,654","1,511","3,024","2,848","2,329","2,309","3,825",,490,"1,813","5,713","3,643","6,245",176
2020,8,60,"38,251","1,379","2,154","2,406","1,899","1,796","2,602","2,426","2,607","1,993","3,333",,538,"1,915","4,978","2,844","5,162",219
2020,8,70,"21,606",837,"1,105","1,469","1,052","1,233","1,444","1,175","1,505","1,139","2,024",,344,"1,200","2,896","1,456","2,623",104
2020,8,80,"8,554",337,374,524,324,453,628,549,489,478,854,,154,504,"1,129",584,"1,123",50
2020,8,90,"1,145",33,42,51,45,43,77,84,64,53,168,,17,64,147,75,172,10
2020,8,100,199,11,15,11,4,3,7,5,2,10,98,,4,4,8,7,8,2
2020,9,총,"234,135","6,062","10,021","11,540","8,302","8,740","16,927","16,348","13,319","18,039","27,470",,"2,390","10,150","29,881","19,828","34,025","1,093"
2020,9,0,"13,295",111,361,352,279,316,904,"1,196",553,961,"2,674",,72,526,"1,280","1,375","2,254",81
2020,9,10,"18,027",295,510,589,373,477,"1,451","1,355",827,"1,247","2,507",,114,709,"2,173","1,929","3,358",113
2020,9,20,"33,537",578,"1,171","1,256",847,909,"2,562","2,307","1,603","5,674","3,443",,214,"1,136","4,625","2,590","4,540",82
2020,9,30,"25,783",517,"1,028","1,151",819,848,"1,819","2,065","1,506","2,004","3,829",,201,981,"3,102","2,262","3,570",81
2020,9,40,"32,477",786,"1,218","1,366","1,011","1,162","2,410","2,348","1,805","2,185","4,732",,238,"1,283","3,799","2,995","4,964",175
2020,9,50,"41,092","1,199","2,043","2,367","1,633","1,499","3,009","2,845","2,332","2,304","3,826",,487,"1,809","5,692","3,660","6,211",176
2020,9,60,"38,343","1,371","2,151","2,404","1,914","1,790","2,621","2,413","2,627","1,978","3,321",,539,"1,924","5,000","2,878","5,193",219
2020,9,70,"21,627",822,"1,106","1,465","1,050","1,237","1,440","1,173","1,508","1,141","2,025",,347,"1,202","2,922","1,467","2,618",104
2020,9,80,"8,592",338,376,526,325,455,623,558,489,479,849,,157,513,"1,132",587,"1,135",50
2020,9,90,"1,162",34,42,53,47,44,81,83,67,56,166,,17,63,148,78,173,10
2020,9,100,200,11,15,11,4,3,7,5,2,10,98,,4,4,8,7,9,2
2020,10,총,"233,601","6,031","9,939","11,529","8,274","8,694","16,955","16,318","13,331","17,960","27,372",,"2,385","10,119","29,849","19,783","33,970","1,092"
2020,10,0,"13,188",113,352,353,271,310,901,"1,188",547,941,"2,665",,72,524,"1,259","1,360","2,253",79
2020,10,10,"17,901",292,506,582,363,473,"1,458","1,354",822,"1,216","2,497",,109,699,"2,164","1,916","3,336",114
2020,10,20,"33,468",575,"1,155","1,251",852,906,"2,550","2,332","1,610","5,656","3,414",,214,"1,130","4,627","2,588","4,528",80
2020,10,30,"25,579",518,"1,000","1,150",814,831,"1,818","2,031","1,497","2,012","3,804",,198,975,"3,080","2,241","3,531",79
2020,10,40,"32,403",778,"1,212","1,367",999,"1,144","2,425","2,332","1,802","2,187","4,725",,234,"1,274","3,790","2,994","4,965",175
2020,10,50,"40,956","1,186","2,027","2,350","1,638","1,494","3,015","2,836","2,345","2,290","3,802",,493,"1,807","5,677","3,644","6,177",175
2020,10,60,"38,473","1,363","2,146","2,413","1,905","1,785","2,645","2,417","2,636","1,972","3,332",,535,"1,929","5,038","2,893","5,244",220
2020,10,70,"21,636",825,"1,106","1,468","1,052","1,239","1,432","1,178","1,511","1,140","2,019",,351,"1,203","2,922","1,474","2,610",106
2020,10,80,"8,638",336,378,531,329,465,622,563,492,480,853,,158,508,"1,136",590,"1,145",52
2020,10,90,"1,161",34,43,53,47,44,82,82,66,56,163,,17,66,150,76,172,10
2020,10,100,198,11,14,11,4,3,7,5,3,10,98,,4,4,6,7,9,2
2020,11,총,"233,303","5,984","9,884","11,466","8,292","8,664","16,929","16,285","13,301","17,972","27,368",,"2,374","10,132","29,784","19,876","33,900","1,092"
2020,11,0,"13,081",114,337,344,278,306,898,"1,178",538,925,"2,654",,69,516,"1,248","1,357","2,243",76
2020,11,10,"17,837",287,502,577,365,463,"1,440","1,363",837,"1,200","2,484",,109,716,"2,148","1,917","3,315",114
2020,11,20,"33,455",568,"1,144","1,242",851,907,"2,550","2,321","1,596","5,692","3,430",,207,"1,133","4,604","2,603","4,525",82
2020,11,30,"25,426",507,977,"1,119",832,822,"1,813","2,013","1,484","2,008","3,788",,201,962,"3,078","2,246","3,497",79
2020,11,40,"32,342",771,"1,207","1,359",992,"1,137","2,406","2,321","1,793","2,202","4,734",,231,"1,273","3,769","3,024","4,949",174
2020,11,50,"40,808","1,178","2,016","2,340","1,629","1,484","3,007","2,826","2,342","2,276","3,783",,494,"1,808","5,636","3,655","6,162",172
2020,11,60,"38,627","1,353","2,161","2,424","1,910","1,787","2,661","2,436","2,637","1,979","3,352",,533,"1,928","5,071","2,910","5,262",223
2020,11,70,"21,670",827,"1,101","1,462","1,055","1,239","1,440","1,176","1,512","1,138","2,025",,351,"1,217","2,925","1,476","2,618",108
2020,11,80,"8,681",334,379,533,327,468,623,565,496,486,857,,158,505,"1,153",600,"1,146",51
2020,11,90,"1,176",34,46,55,49,48,84,81,63,55,163,,17,70,146,80,174,11
2020,11,100,200,11,14,11,4,3,7,5,3,11,98,,4,4,6,8,9,2
2020,12,총,"232,666","5,911","9,813","11,489","8,243","8,620","16,869","16,190","13,275","17,902","27,319",,"2,395","10,087","29,674","19,911","33,880","1,088"
2020,12,0,"13,033",108,339,354,277,302,879,"1,174",537,911,"2,646",,76,520,"1,233","1,361","2,243",73
2020,12,10,"17,710",278,483,566,360,464,"1,435","1,354",837,"1,177","2,462",,108,706,"2,119","1,925","3,321",115
2020,12,20,"33,309",568,"1,150","1,243",843,904,"2,530","2,297","1,593","5,658","3,446",,209,"1,108","4,588","2,600","4,490",82
2020,12,30,"25,228",495,960,"1,122",823,815,"1,800","1,983","1,468","1,977","3,767",,205,952,"3,048","2,264","3,473",76
2020,12,40,"32,184",757,"1,203","1,358",987,"1,125","2,410","2,298","1,784","2,210","4,700",,232,"1,260","3,709","3,018","4,959",174
2020,12,50,"40,618","1,165","1,973","2,338","1,609","1,484","2,994","2,815","2,309","2,269","3,778",,497,"1,797","5,622","3,666","6,131",171
2020,12,60,"38,764","1,344","2,174","2,434","1,906","1,785","2,671","2,429","2,660","1,995","3,359",,537,"1,940","5,110","2,908","5,288",224
2020,12,70,"21,672",811,"1,089","1,456","1,054","1,224","1,440","1,174","1,519","1,145","2,033",,348,"1,217","2,933","1,485","2,635",109
2020,12,80,"8,757",339,380,552,332,462,619,578,503,492,864,,163,512,"1,159",599,"1,151",52
2020,12,90,"1,192",34,48,56,48,52,84,83,62,57,166,,17,71,147,77,180,10
2020,12,100,199,12,14,10,4,3,7,5,3,11,98,,3,4,6,8,9,2
2021,1,총,"231,959","5,836","9,741","11,465","8,208","8,564","16,836","16,132","13,190","17,771","27,301",,"2,423","10,042","29,581","19,975","33,805","1,089"
2021,1,0,"12,934",108,334,345,267,300,872,"1,164",526,909,"2,642",,77,518,"1,227","1,354","2,220",71
2021,1,10,"17,617",274,482,560,359,459,"1,430","1,330",830,"1,168","2,459",,110,699,"2,084","1,948","3,310",115
2021,1,20,"33,036",557,"1,147","1,249",839,896,"2,517","2,272","1,566","5,544","3,419",,214,"1,099","4,566","2,599","4,468",84
2021,1,30,"25,055",475,944,"1,104",817,804,"1,804","1,986","1,448","1,965","3,744",,210,945,"3,038","2,266","3,428",77
2021,1,40,"32,059",748,"1,179","1,351",983,"1,117","2,404","2,265","1,774","2,210","4,715",,238,"1,248","3,679","3,036","4,937",175
2021,1,50,"40,419","1,145","1,957","2,319","1,599","1,464","2,978","2,809","2,285","2,268","3,775",,499,"1,789","5,598","3,659","6,106",169
2021,1,60,"38,921","1,339","2,179","2,450","1,906","1,786","2,682","2,453","2,664","1,987","3,370",,540,"1,950","5,118","2,934","5,338",225
2021,1,70,"21,689",809,"1,075","1,460","1,054","1,220","1,428","1,175","1,526","1,151","2,039",,350,"1,208","2,949","1,487","2,649",109
2021,1,80,"8,812",335,381,560,334,464,628,587,504,501,865,,164,511,"1,168",605,"1,154",51
2021,1,90,"1,216",34,49,57,46,51,86,86,64,57,174,,18,71,148,79,185,11
2021,1,100,201,12,14,10,4,3,7,5,3,11,99,,3,4,6,8,10,2
2021,2,총,"231,743","5,784","9,690","11,475","8,180","8,570","16,794","16,125","13,138","17,879","27,326",,"2,416","10,049","29,464","19,949","33,820","1,084"
2021,2,0,"12,909",103,326,347,262,298,875,"1,147",521,905,"2,674",,79,512,"1,225","1,344","2,217",74
2021,2,10,"17,521",267,468,560,357,461,"1,415","1,342",817,"1,172","2,447",,103,700,"2,048","1,949","3,302",113
2021,2,20,"32,946",555,"1,138","1,244",828,893,"2,503","2,261","1,551","5,637","3,402",,220,"1,083","4,512","2,582","4,456",81
2021,2,30,"24,953",466,946,"1,093",811,806,"1,783","1,972","1,428","1,975","3,739",,210,959,"3,016","2,252","3,417",80
2021,2,40,"32,036",739,"1,170","1,349",985,"1,126","2,397","2,276","1,782","2,207","4,719",,239,"1,238","3,672","3,029","4,935",173
2021,2,50,"40,277","1,143","1,944","2,308","1,580","1,460","2,967","2,799","2,267","2,256","3,776",,488,"1,796","5,547","3,663","6,117",166
2021,2,60,"39,076","1,323","2,178","2,478","1,911","1,782","2,703","2,468","2,669","2,001","3,384",,547,"1,951","5,143","2,957","5,358",223
2021,2,70,"21,701",799,"1,076","1,467","1,059","1,222","1,424","1,175","1,533","1,149","2,041",,344,"1,215","2,957","1,467","2,663",110
2021,2,80,"8,908",343,383,563,337,467,634,593,507,506,869,,165,522,"1,189",621,"1,159",50
2021,2,90,"1,216",34,47,56,46,52,86,87,60,60,176,,19,69,149,77,186,12
2021,2,100,200,12,14,10,4,3,7,5,3,11,99,,2,4,6,8,10,2
2021,3,총,"230,605","5,646","9,546","11,403","8,093","8,517","16,715","16,080","13,075","18,036","27,143",,"2,368","9,907","29,355","19,918","33,732","1,071"
2021,3,0,"12,816",100,323,344,260,294,868,"1,139",521,895,"2,661",,75,504,"1,206","1,337","2,215",74
2021,3,10,"17,507",260,472,549,352,454,"1,413","1,345",804,"1,229","2,469",,98,688,"2,047","1,940","3,274",113
2021,3,20,"32,941",544,"1,126","1,248",814,898,"2,483","2,254","1,540","5,786","3,400",,213,"1,064","4,497","2,561","4,434",79
2021,3,30,"24,774",455,944,"1,096",796,794,"1,769","1,948","1,430","1,987","3,693",,207,937,"2,985","2,245","3,407",81
2021,3,40,"31,790",724,"1,151","1,340",967,"1,106","2,377","2,270","1,761","2,195","4,711",,235,"1,213","3,639","3,027","4,907",167
2021,3,50,"39,864","1,098","1,895","2,273","1,564","1,455","2,936","2,771","2,254","2,238","3,758",,473,"1,766","5,497","3,650","6,072",164
2021,3,60,"39,152","1,313","2,165","2,479","1,926","1,773","2,716","2,498","2,659","1,983","3,378",,546,"1,943","5,177","2,982","5,389",225
2021,3,70,"21,627",777,"1,056","1,452","1,039","1,219","1,421","1,174","1,530","1,154","2,040",,342,"1,206","2,954","1,475","2,682",106
2021,3,80,"8,938",332,378,566,335,472,645,591,516,508,870,,158,522,"1,210",628,"1,157",50
2021,3,90,"1,131",31,35,47,36,52,85,87,57,60,153,,19,62,140,71,185,11
2021,3,100,65,12,1,9,4,0,2,3,3,1,10,,2,2,3,2,10,1
2021,4,총,"230,204","5,600","9,495","11,386","8,073","8,508","16,703","16,046","13,043","17,953","27,121",,"2,360","9,880","29,309","19,914","33,750","1,063"
2021,4,0,"12,750",103,322,339,265,294,865,"1,124",519,882,"2,647",,70,506,"1,184","1,340","2,218",72
2021,4,10,"17,405",259,464,548,346,442,"1,407","1,342",792,"1,212","2,466",,100,683,"2,027","1,944","3,259",114
2021,4,20,"32,848",532,"1,104","1,238",807,894,"2,485","2,257","1,550","5,752","3,398",,213,"1,062","4,480","2,555","4,444",77
2021,4,30,"24,680",446,945,"1,100",796,799,"1,761","1,949","1,416","1,977","3,679",,205,928,"2,978","2,233","3,388",80
2021,4,40,"31,729",732,"1,140","1,339",960,"1,103","2,373","2,260","1,747","2,198","4,725",,242,"1,205","3,608","3,018","4,913",166
2021,4,50,"39,673","1,085","1,874","2,251","1,550","1,437","2,923","2,760","2,253","2,224","3,725",,464,"1,764","5,471","3,661","6,069",162
2021,4,60,"39,292","1,298","2,175","2,491","1,940","1,786","2,734","2,505","2,652","1,983","3,402",,547,"1,945","5,210","2,989","5,412",223
2021,4,70,"21,643",770,"1,058","1,454","1,035","1,216","1,425","1,170","1,536","1,153","2,043",,336,"1,201","2,980","1,470","2,688",108
2021,4,80,"8,980",332,379,566,337,483,643,591,517,508,872,,163,523,"1,224",629,"1,164",49
2021,4,90,"1,140",31,33,51,33,54,85,85,58,63,154,,19,61,144,73,185,11
2021,4,100,64,12,1,9,4,0,2,3,3,1,10,,1,2,3,2,10,1
2021,5,총,"229,704","5,563","9,425","11,358","8,048","8,487","16,637","16,050","13,022","17,970","27,148",,"2,348","9,844","29,221","19,875","33,644","1,064"
2021,5,0,"12,637",100,313,333,255,300,856,"1,121",513,876,"2,635",,69,500,"1,171","1,330","2,196",69
2021,5,10,"17,357",254,458,544,351,431,"1,407","1,331",789,"1,208","2,477",,98,678,"2,012","1,951","3,252",116
2021,5,20,"32,664",526,"1,103","1,240",799,885,"2,444","2,255","1,548","5,780","3,367",,211,"1,054","4,433","2,535","4,403",81
2021,5,30,"24,565",441,929,"1,085",781,815,"1,750","1,940","1,410","1,974","3,684",,205,926,"2,947","2,207","3,392",79
2021,5,40,"31,618",723,"1,120","1,335",956,"1,093","2,373","2,272","1,746","2,187","4,723",,240,"1,196","3,593","3,017","4,881",163
2021,5,50,"39,586","1,078","1,865","2,228","1,538","1,420","2,903","2,767","2,256","2,226","3,732",,458,"1,751","5,494","3,650","6,059",161
2021,5,60,"39,385","1,291","2,168","2,510","1,952","1,780","2,740","2,512","2,638","1,986","3,437",,551,"1,943","5,213","3,013","5,426",225
2021,5,70,"21,642",772,"1,055","1,458","1,033","1,219","1,432","1,170","1,543","1,160","2,044",,330,"1,204","2,975","1,463","2,676",108
2021,5,80,"9,031",334,380,563,345,488,645,591,518,507,882,,164,527,"1,235",635,"1,167",50
2021,5,90,"1,154",32,33,53,34,55,85,88,58,65,157,,21,63,145,72,182,11
2021,5,100,65,12,1,9,4,1,2,3,3,1,10,,1,2,3,2,10,1
2021,6,총,"229,222","5,522","9,393","11,339","8,002","8,450","16,612","16,029","12,983","17,927","27,107",,"2,339","9,824","29,170","19,859","33,610","1,056"
2021,6,0,"12,576",98,301,322,254,302,850,"1,116",512,864,"2,636",,68,498,"1,164","1,329","2,194",68
2021,6,10,"17,277",257,466,544,346,428,"1,389","1,336",783,"1,194","2,470",,96,676,"1,993","1,940","3,244",115
2021,6,20,"32,546",518,"1,104","1,238",799,875,"2,459","2,236","1,549","5,773","3,335",,211,"1,036","4,427","2,539","4,368",79
