년도,월,나이,순천시,승주읍,해룡면,해룡면상삼출장소,해룡면신대출장소,서면,황전면,월등면,주암면,송광면,외서면,낙안면,별량면,상사면,향동,매곡동,삼산동,조곡동,덕연동,풍덕동,남제동,저전동,장천동,중앙동,도사동,왕조1동,왕조2동
2020,3,10,"31,058",133,230,"2,705","4,685","1,060",106,76,154,40,43,160,293,172,280,372,"2,719",599,"5,745",609,736,192,116,208,"1,729","5,110","2,786"
2020,3,20,"37,259",186,431,"3,150","3,093","1,324",173,136,202,92,61,240,439,263,379,807,"3,811",775,"6,788",937,"1,201",351,292,386,"2,193","6,324","3,225"
2020,3,30,"33,649",122,291,"2,260","6,692","1,206",149,108,161,68,35,147,292,156,336,433,"2,635",656,"5,225",816,818,264,225,289,"2,722","5,061","2,482"
2020,3,40,"44,166",251,530,"3,525","6,543","1,799",226,142,243,127,63,255,566,300,446,531,"3,623",956,"7,317",987,"1,183",332,307,467,"2,867","7,060","3,520"
2020,3,50,"49,293",565,935,"3,341","3,148","2,261",495,340,591,312,161,589,998,546,603,784,"4,451","1,191","8,783","1,363","1,760",501,508,554,"3,047","7,649","3,817"
2020,3,60,"32,229",513,856,"1,132","1,137","1,850",630,410,655,291,192,726,"1,089",558,785,729,"3,106","1,046","4,921","1,353","1,567",516,524,548,"2,025","3,632","1,438"
2020,3,70,"18,626",489,721,476,364,"1,175",641,330,656,329,181,630,948,439,565,597,"1,450",591,"1,932",940,"1,049",440,308,434,"1,078","1,407",456
2020,3,80,"9,881",376,507,269,152,656,452,229,464,237,134,404,737,267,260,282,648,266,782,360,399,175,147,172,571,720,215
2020,3,90,"1,542",55,68,28,30,100,65,41,64,35,32,55,100,54,39,35,102,43,136,62,58,36,29,21,97,125,32
2020,3,100,58,0,1,2,0,2,1,1,0,7,1,3,4,4,4,1,6,3,6,1,0,0,2,5,3,1,0
2020,4,총,"281,349","2,742","4,682","18,527","31,699","12,258","2,988","1,837","3,261","1,543",926,"3,284","5,607","2,824","3,848","4,732","24,260","6,462","45,130","7,820","9,137","2,922","2,518","3,209","18,479","40,751","19,903"
2020,4,0,"24,009",61,144,"1,644","5,900",861,60,36,69,17,27,79,151,62,153,149,"1,756",371,"3,600",395,397,128,63,111,"2,174","3,692","1,909"
2020,4,10,"30,937",134,224,"2,695","4,729","1,048",104,72,150,39,43,158,291,173,278,375,"2,711",599,"5,687",607,725,194,112,209,"1,726","5,071","2,783"
2020,4,20,"37,230",184,428,"3,160","3,077","1,317",172,133,204,88,62,247,430,262,379,819,"3,800",773,"6,750",932,"1,185",347,298,402,"2,180","6,356","3,245"
2020,4,30,"33,433",122,280,"2,234","6,646","1,188",149,103,164,66,34,146,291,158,338,426,"2,618",650,"5,201",809,811,259,219,286,"2,719","5,038","2,478"
2020,4,40,"43,946",247,516,"3,520","6,522","1,787",221,139,236,124,59,248,565,298,446,528,"3,600",950,"7,277",984,"1,171",326,305,455,"2,871","7,030","3,521"
2020,4,50,"49,278",563,933,"3,365","3,157","2,252",492,337,598,312,162,579,"1,001",546,600,782,"4,438","1,176","8,784","1,363","1,774",496,511,560,"3,025","7,656","3,816"
2020,4,60,"32,348",511,863,"1,134","1,133","1,870",628,411,654,291,193,728,"1,083",561,782,731,"3,126","1,040","4,963","1,361","1,567",519,528,551,"2,028","3,644","1,448"
2020,4,70,"18,641",488,706,477,356,"1,173",631,329,653,330,179,632,950,439,567,607,"1,458",593,"1,943",945,"1,051",441,307,434,"1,078","1,412",462
2020,4,80,"9,936",379,519,269,149,664,464,234,468,235,133,407,737,269,261,281,648,264,784,362,401,176,145,173,578,727,209
2020,4,90,"1,531",53,68,26,30,97,66,42,65,34,33,57,104,52,40,33,98,43,134,61,55,36,28,23,97,124,32
2020,4,100,60,0,1,3,0,1,1,1,0,7,1,3,4,4,4,1,7,3,7,1,0,0,2,5,3,1,0
2020,5,총,"280,795","2,750","4,665","18,522","31,522","12,278","2,989","1,842","3,252","1,537",923,"3,280","5,607","2,828","3,855","4,759","24,081","6,474","44,987","7,811","9,131","2,923","2,512","3,201","18,463","40,713","19,890"
2020,5,0,"23,901",60,136,"1,635","5,869",868,60,37,68,17,27,78,148,60,156,155,"1,725",373,"3,582",396,393,122,68,114,"2,179","3,674","1,901"
2020,5,10,"30,861",135,224,"2,685","4,748","1,048",102,77,148,39,42,157,292,170,278,377,"2,678",594,"5,646",612,718,196,111,204,"1,723","5,069","2,788"
2020,5,20,"37,122",184,421,"3,147","3,050","1,322",172,130,200,86,60,241,429,261,381,837,"3,778",776,"6,734",928,"1,183",352,296,399,"2,181","6,331","3,243"
2020,5,30,"33,190",120,284,"2,240","6,550","1,191",145,104,163,68,35,147,293,158,336,422,"2,588",656,"5,161",795,802,262,220,288,"2,704","5,002","2,456"
2020,5,40,"43,760",249,500,"3,519","6,481","1,777",220,142,234,124,59,245,569,297,437,530,"3,577",946,"7,247",982,"1,161",324,298,443,"2,863","7,022","3,514"
2020,5,50,"49,183",563,936,"3,381","3,151","2,263",497,336,586,304,160,576,999,550,611,779,"4,382","1,173","8,758","1,364","1,770",493,508,562,"3,018","7,643","3,820"
2020,5,60,"32,512",517,870,"1,141","1,137","1,870",629,405,660,291,194,736,"1,083",566,787,733,"3,138","1,049","4,991","1,351","1,578",516,526,555,"2,032","3,691","1,466"
2020,5,70,"18,679",489,705,480,357,"1,181",628,334,654,333,179,630,943,445,560,610,"1,453",593,"1,940",953,"1,061",443,309,434,"1,078","1,429",458
2020,5,80,"9,980",374,520,265,148,661,469,232,475,233,133,412,742,265,265,281,653,266,789,368,408,179,146,174,582,732,208
2020,5,90,"1,545",59,68,26,31,96,66,44,64,35,33,55,105,52,40,34,102,44,132,61,57,36,28,23,100,118,36
2020,5,100,62,0,1,3,0,1,1,1,0,7,1,3,4,4,4,1,7,4,7,1,0,0,2,5,3,2,0
2020,6,총,"281,054","2,742","4,676","18,499","31,618","12,216","2,986","1,838","3,249","1,524",919,"3,285","5,586","2,832","3,832","4,728","24,540","6,456","45,039","7,819","9,085","2,906","2,506","3,181","18,451","40,682","19,859"
2020,6,0,"23,830",57,135,"1,616","5,823",859,58,36,66,17,27,78,146,59,158,148,"1,791",369,"3,581",398,386,115,66,108,"2,166","3,667","1,900"
2020,6,10,"30,772",134,227,"2,665","4,779","1,035",102,71,147,38,42,154,285,171,272,367,"2,723",589,"5,604",616,718,200,113,201,"1,724","5,043","2,752"
2020,6,20,"37,201",184,425,"3,159","3,065","1,319",168,131,201,82,58,241,425,261,375,844,"3,844",778,"6,737",920,"1,166",348,297,392,"2,176","6,337","3,268"
2020,6,30,"33,220",122,276,"2,243","6,585","1,185",141,103,162,67,37,152,287,157,331,413,"2,674",646,"5,167",797,795,260,212,287,"2,700","4,987","2,434"
2020,6,40,"43,771",239,501,"3,520","6,520","1,754",222,140,234,121,59,246,560,296,439,522,"3,627",942,"7,269",975,"1,135",322,302,436,"2,864","7,008","3,518"
2020,6,50,"49,110",566,929,"3,383","3,161","2,250",494,333,574,303,157,576,993,553,595,775,"4,461","1,171","8,716","1,355","1,775",486,495,563,"3,015","7,616","3,815"
2020,6,60,"32,821",522,880,"1,142","1,140","1,872",632,412,676,288,192,738,"1,095",568,791,735,"3,192","1,059","5,078","1,371","1,583",520,534,562,"2,032","3,726","1,481"
2020,6,70,"18,753",486,713,478,366,"1,184",633,336,656,332,179,635,944,444,559,611,"1,467",590,"1,957",958,"1,056",441,312,430,"1,090","1,444",452
2020,6,80,"9,964",373,520,264,148,657,464,232,470,234,135,408,741,266,269,281,651,263,795,367,413,178,144,172,579,734,206
2020,6,90,"1,550",59,69,26,31,100,71,43,63,35,32,54,106,53,39,31,103,45,128,61,58,36,29,25,102,118,33
2020,6,100,62,0,1,3,0,1,1,1,0,7,1,3,4,4,4,1,7,4,7,1,0,0,2,5,3,2,0
2020,7,총,"281,366","2,736","4,685","18,471","31,717","12,151","2,980","1,827","3,234","1,529",913,"3,279","5,587","2,849","3,824","5,111","25,033","6,395","44,865","7,815","9,028","2,909","2,488","3,157","18,435","40,521","19,827"
2020,7,0,"23,809",55,131,"1,590","5,822",846,58,36,67,17,27,76,144,60,154,201,"1,894",355,"3,547",403,382,115,64,107,"2,170","3,615","1,873"
2020,7,10,"30,728",132,231,"2,650","4,794","1,029",101,69,144,38,42,153,287,174,267,416,"2,750",579,"5,565",613,706,199,114,199,"1,718","5,015","2,743"
2020,7,20,"37,242",187,425,"3,174","3,072","1,319",167,128,198,83,58,243,429,264,377,875,"3,872",778,"6,719",929,"1,150",349,291,385,"2,170","6,318","3,282"
2020,7,30,"33,246",120,272,"2,227","6,592","1,162",136,100,158,67,36,151,279,155,329,486,"2,827",642,"5,128",785,786,259,212,281,"2,681","4,947","2,428"
2020,7,40,"43,778",240,496,"3,501","6,569","1,735",221,141,230,120,58,249,556,294,440,593,"3,705",916,"7,212",985,"1,126",321,295,436,"2,867","6,976","3,496"
2020,7,50,"49,147",566,934,"3,399","3,173","2,237",497,332,567,306,156,570,998,558,589,818,"4,507","1,169","8,679","1,352","1,764",485,494,554,"3,014","7,614","3,815"
2020,7,60,"33,008",524,890,"1,155","1,144","1,881",630,414,683,293,192,731,"1,096",571,794,772,"3,238","1,049","5,120","1,366","1,584",524,530,560,"2,035","3,736","1,496"
2020,7,70,"18,804",483,713,475,375,"1,186",635,330,653,329,177,640,945,449,561,625,"1,474",590,"1,971",950,"1,058",442,315,430,"1,101","1,445",452
2020,7,80,"9,994",372,522,270,145,655,464,234,471,232,135,409,743,267,267,290,659,267,795,369,413,178,142,175,575,737,208
2020,7,90,"1,545",57,70,27,31,100,70,42,62,37,31,54,106,53,42,34,100,46,121,62,59,37,29,25,100,116,34
2020,7,100,65,0,1,3,0,1,1,1,1,7,1,3,4,4,4,1,7,4,8,1,0,0,2,5,4,2,0
2020,8,총,"281,999","2,739","4,685","18,427","31,825","12,164","2,981","1,830","3,219","1,527",905,"3,279","5,580","2,835","3,788","5,775","25,156","6,376","44,781","7,802","8,991","2,904","2,452","3,163","18,444","40,547","19,824"
2020,8,0,"23,778",54,129,"1,563","5,826",829,58,36,65,17,27,76,143,58,151,283,"1,921",339,"3,518",402,380,114,61,107,"2,165","3,593","1,863"
2020,8,10,"30,641",131,227,"2,625","4,800","1,026",101,71,146,38,42,154,285,169,265,497,"2,734",572,"5,509",609,702,199,111,201,"1,727","4,986","2,714"
2020,8,20,"37,350",190,430,"3,182","3,095","1,337",164,126,196,81,55,241,428,262,372,953,"3,879",776,"6,696",930,"1,142",348,275,380,"2,166","6,355","3,291"
2020,8,30,"33,405",122,264,"2,230","6,607","1,154",136,101,160,65,35,150,279,154,325,617,"2,879",649,"5,128",788,782,254,210,282,"2,656","4,965","2,413"
2020,8,40,"43,846",236,496,"3,473","6,594","1,730",226,143,229,123,58,250,553,289,432,706,"3,731",905,"7,201",974,"1,114",323,294,435,"2,870","6,965","3,496"
2020,8,50,"49,179",562,934,"3,424","3,192","2,233",491,329,564,303,155,562,986,558,585,897,"4,503","1,167","8,656","1,333","1,756",485,487,559,"3,020","7,600","3,838"
2020,8,60,"33,311",529,896,"1,150","1,167","1,899",631,416,682,296,191,738,"1,108",571,786,833,"3,273","1,061","5,168","1,376","1,584",522,530,563,"2,050","3,776","1,515"
2020,8,70,"18,849",485,716,478,369,"1,193",641,333,648,327,177,642,939,447,559,655,"1,472",590,"1,973",951,"1,059",444,312,433,"1,102","1,455",449
2020,8,80,"10,022",372,520,272,143,662,461,232,468,234,131,409,751,271,267,297,661,264,802,377,413,179,142,173,580,730,211
2020,8,90,"1,554",58,72,27,32,100,71,42,61,36,33,54,104,52,42,36,96,49,122,61,59,36,28,25,104,120,34
2020,8,100,64,0,1,3,0,1,1,1,0,7,1,3,4,4,4,1,7,4,8,1,0,0,2,5,4,2,0
2020,9,총,"282,200","2,736","4,668","18,418","31,908","12,130","2,984","1,826","3,208","1,520",902,"3,281","5,529","2,823","3,780","6,156","25,234","6,368","44,693","7,787","8,965","2,905","2,448","3,124","18,481","40,540","19,786"
2020,9,0,"23,719",52,131,"1,548","5,830",820,60,35,63,17,27,74,145,58,148,336,"1,923",341,"3,472",397,377,119,57,100,"2,167","3,566","1,856"
2020,9,10,"30,532",131,220,"2,608","4,814","1,016",102,72,141,37,42,158,285,168,269,514,"2,731",565,"5,474",604,692,198,109,199,"1,731","4,951","2,701"
2020,9,20,"37,491",189,430,"3,190","3,111","1,353",164,124,193,82,55,237,423,259,367,"1,020","3,899",773,"6,699",929,"1,135",345,291,375,"2,177","6,385","3,286"
2020,9,30,"33,375",118,266,"2,220","6,606","1,143",134,101,156,65,34,150,265,153,321,712,"2,860",647,"5,094",786,789,254,210,275,"2,637","4,983","2,396"
2020,9,40,"43,749",236,487,"3,443","6,602","1,700",225,140,226,123,57,250,543,283,433,754,"3,746",906,"7,173",977,"1,102",320,292,435,"2,885","6,917","3,494"
2020,9,50,"49,187",558,924,"3,455","3,213","2,233",485,327,562,291,151,559,977,556,580,953,"4,511","1,170","8,652","1,329","1,748",484,480,544,"3,027","7,595","3,823"
2020,9,60,"33,581",539,898,"1,170","1,181","1,913",636,419,682,303,193,741,"1,101",572,783,863,"3,308","1,061","5,215","1,380","1,587",522,528,560,"2,065","3,830","1,531"
2020,9,70,"18,891",482,723,481,374,"1,188",644,332,647,327,178,644,934,447,564,665,"1,482",592,"1,976",950,"1,065",443,309,433,"1,104","1,455",452
2020,9,80,"10,033",373,514,275,146,661,459,232,473,233,131,408,751,269,269,301,667,261,803,371,410,184,142,172,580,734,214
2020,9,90,"1,579",58,74,26,30,102,74,43,65,36,33,57,101,54,42,37,100,48,126,63,60,36,28,26,104,123,33
2020,9,100,63,0,1,2,1,1,1,1,0,6,1,3,4,4,4,1,7,4,9,1,0,0,2,5,4,1,0
2020,10,총,"282,676","2,750","4,649","18,390","31,991","12,133","2,976","1,825","3,203","1,516",904,"3,279","5,531","2,825","3,775","6,414","25,389","6,382","44,665","7,773","8,950","2,893","2,425","3,116","18,513","40,607","19,802"
2020,10,0,"23,663",54,128,"1,521","5,831",810,60,35,61,17,26,74,142,53,148,372,"1,932",341,"3,454",393,373,115,53,94,"2,161","3,568","1,847"
2020,10,10,"30,460",131,218,"2,595","4,839","1,013",100,71,139,37,39,157,288,167,267,551,"2,731",565,"5,427",607,691,194,108,203,"1,728","4,909","2,685"
2020,10,20,"37,656",190,429,"3,191","3,130","1,359",163,124,195,82,55,235,424,265,369,"1,054","3,938",774,"6,704",930,"1,139",348,281,376,"2,188","6,419","3,294"
2020,10,30,"33,317",119,263,"2,213","6,575","1,143",128,100,160,64,34,149,267,153,318,761,"2,872",649,"5,062",780,777,255,210,269,"2,628","4,983","2,385"
2020,10,40,"43,767",235,479,"3,408","6,629","1,706",221,140,222,120,59,251,537,283,434,804,"3,761",908,"7,148",975,"1,106",319,294,435,"2,878","6,903","3,512"
2020,10,50,"49,249",560,921,"3,488","3,234","2,222",488,324,551,294,149,556,974,551,576,976,"4,537","1,168","8,663","1,328","1,733",474,475,541,"3,041","7,609","3,816"
2020,10,60,"33,915",543,902,"1,192","1,206","1,928",638,419,687,303,197,742,"1,108",576,776,885,"3,343","1,071","5,279","1,372","1,590",528,527,569,"2,091","3,889","1,554"
2020,10,70,"18,950",482,721,480,370,"1,187",646,338,645,321,177,645,936,448,573,660,"1,496",595,"1,992",953,"1,070",442,306,430,"1,110","1,468",459
2020,10,80,"10,056",377,512,273,148,666,456,231,476,240,132,408,750,271,267,313,670,261,801,372,412,183,141,170,580,731,215
2020,10,90,"1,580",59,75,27,28,98,75,42,67,32,35,59,101,53,43,37,102,47,126,62,59,35,28,24,105,126,35
2020,10,100,63,0,1,2,1,1,1,1,0,6,1,3,4,5,4,1,7,3,9,1,0,0,2,5,3,2,0
2020,11,총,"282,618","2,750","4,632","18,354","32,312","12,101","2,958","1,819","3,193","1,514",900,"3,281","5,542","2,828","3,757","6,548","25,408","6,337","44,563","7,776","8,925","2,889","2,391","3,103","18,530","40,454","19,753"
2020,11,0,"23,588",53,126,"1,502","5,876",803,57,36,58,15,26,73,139,51,143,397,"1,932",339,"3,443",384,366,116,49,91,"2,147","3,530","1,836"
2020,11,10,"30,388",131,216,"2,597","4,904","1,012",98,69,134,38,39,156,294,165,266,558,"2,720",558,"5,375",603,684,191,107,198,"1,745","4,873","2,657"
2020,11,20,"37,650",192,424,"3,182","3,168","1,352",158,124,198,83,54,238,423,267,369,"1,077","3,949",767,"6,677",930,"1,130",354,282,379,"2,200","6,380","3,293"
2020,11,30,"33,244",118,259,"2,184","6,626","1,136",124,100,152,66,31,146,272,154,312,788,"2,876",639,"5,034",780,779,250,206,272,"2,601","4,963","2,376"
2020,11,40,"43,659",238,472,"3,390","6,707","1,698",219,139,224,119,59,252,540,284,432,824,"3,740",891,"7,116",975,"1,097",321,289,422,"2,876","6,862","3,473"
2020,11,50,"49,215",552,912,"3,508","3,249","2,205",479,317,543,288,150,549,972,551,573,987,"4,543","1,160","8,656","1,334","1,731",468,472,540,"3,051","7,589","3,836"
2020,11,60,"34,139",552,914,"1,211","1,231","1,941",646,422,690,308,197,750,"1,106",582,777,895,"3,366","1,073","5,300","1,376","1,589",527,516,568,"2,116","3,920","1,566"
2020,11,70,"19,018",477,722,478,375,"1,185",644,337,649,320,177,648,935,446,575,667,"1,496",601,"2,018",964,"1,073",440,305,428,"1,110","1,482",466
2020,11,80,"10,066",377,510,274,148,667,455,231,478,240,131,406,754,271,261,317,674,257,806,369,417,187,136,175,580,727,218
2020,11,90,"1,586",60,76,26,27,100,77,43,67,31,35,60,102,52,45,37,105,49,129,60,59,35,27,25,101,126,32
2020,11,100,65,0,1,2,1,2,1,1,0,6,1,3,5,5,4,1,7,3,9,1,0,0,2,5,3,2,0
2020,12,총,"282,189","2,750","4,615","18,239","32,660","12,103","2,941","1,797","3,182","1,519",900,"3,264","5,544","2,845","3,756","6,595","25,360","6,316","44,355","7,741","8,866","2,878","2,383","3,099","18,473","40,390","19,618"
2020,12,0,"23,528",50,121,"1,495","5,928",791,56,33,58,16,26,73,136,51,143,404,"1,923",338,"3,413",378,365,120,53,96,"2,114","3,515","1,832"
2020,12,10,"30,268",129,212,"2,556","4,941","1,007",97,64,135,39,40,154,300,164,263,560,"2,712",542,"5,354",605,682,192,110,200,"1,737","4,859","2,614"
2020,12,20,"37,553",189,423,"3,153","3,223","1,343",156,124,192,81,55,232,423,275,375,"1,084","3,949",778,"6,610",922,"1,113",348,276,375,"2,207","6,372","3,275"
2020,12,30,"33,117",120,259,"2,176","6,640","1,137",124,96,152,66,31,142,269,158,307,796,"2,868",630,"4,992",767,774,251,210,274,"2,580","4,941","2,357"
2020,12,40,"43,454",227,473,"3,344","6,782","1,682",215,135,227,119,59,252,539,277,433,826,"3,722",881,"7,061",972,"1,080",315,292,418,"2,855","6,829","3,439"
2020,12,50,"49,124",554,900,"3,508","3,325","2,216",477,315,534,285,148,543,970,558,572,995,"4,495","1,159","8,615","1,322","1,719",463,462,536,"3,052","7,585","3,816"
2020,12,60,"34,337",565,917,"1,225","1,249","1,963",640,422,690,310,195,751,"1,118",577,777,895,"3,409","1,080","5,334","1,379","1,581",532,513,574,"2,131","3,941","1,569"
2020,12,70,"19,029",470,718,476,385,"1,189",645,339,645,321,179,644,923,452,577,675,"1,498",600,"2,024",965,"1,075",431,304,417,"1,111","1,497",469
2020,12,80,"10,119",383,511,277,157,668,452,227,479,244,131,411,761,279,260,319,672,257,815,372,420,190,135,179,581,725,214
2020,12,90,"1,591",63,80,26,29,105,78,41,70,32,35,59,100,49,45,40,105,48,127,58,55,36,26,25,102,124,33
2020,12,100,69,0,1,3,1,2,1,1,0,6,1,3,5,5,4,1,7,3,10,1,2,0,2,5,3,2,0
2021,1,총,"282,618","2,739","4,601","18,299","32,924","12,083","2,935","1,785","3,176","1,518",898,"3,263","5,555","2,860","3,754","6,667","25,360","6,316","44,369","7,720","8,837","2,892","2,357","3,113","18,511","40,428","19,658"
2021,1,0,"23,372",48,122,"1,473","5,923",780,57,30,58,14,23,75,137,54,144,416,"1,922",340,"3,362",370,356,125,51,93,"2,106","3,486","1,807"
2021,1,10,"30,234",131,206,"2,568","4,995","1,007",95,66,128,40,41,146,302,163,266,563,"2,698",535,"5,349",595,671,192,112,200,"1,735","4,832","2,598"
2021,1,20,"37,640",193,415,"3,163","3,267","1,320",152,118,185,80,54,230,431,285,371,"1,090","3,919",777,"6,617",930,"1,114",349,271,379,"2,213","6,422","3,295"
2021,1,30,"33,165",117,255,"2,176","6,683","1,132",121,97,152,65,32,148,266,158,297,812,"2,875",631,"4,984",754,776,256,204,284,"2,569","4,945","2,376"
2021,1,40,"43,397",229,469,"3,354","6,846","1,683",218,133,227,118,60,249,537,278,437,834,"3,721",880,"7,031",963,"1,066",313,284,410,"2,860","6,793","3,404"
2021,1,50,"49,242",544,895,"3,528","3,371","2,205",477,314,528,283,148,541,966,558,566,996,"4,485","1,162","8,625","1,323","1,710",467,458,537,"3,070","7,619","3,866"
2021,1,60,"34,656",570,924,"1,252","1,271","1,990",639,417,703,313,194,757,"1,125",582,783,914,"3,434","1,071","5,402","1,384","1,590",530,502,584,"2,151","3,981","1,593"
2021,1,70,"19,064",464,724,479,387,"1,193",648,337,639,319,176,640,924,448,580,676,"1,509",607,"2,030",965,"1,072",436,311,414,"1,117","1,498",471
2021,1,80,"10,165",384,510,269,151,667,447,231,483,247,133,414,764,277,261,322,681,262,824,379,426,189,136,181,583,728,216
2021,1,90,"1,610",58,80,34,29,104,80,41,72,33,36,60,98,52,46,43,108,48,134,56,54,35,26,26,104,121,32
2021,1,100,73,1,1,3,1,2,1,1,1,6,1,3,5,5,3,1,8,3,11,1,2,0,2,5,3,3,0
2021,2,총,"282,336","2,731","4,591","18,267","32,970","12,077","2,937","1,800","3,170","1,522",896,"3,286","5,531","2,853","3,733","6,744","25,300","6,315","44,263","7,754","8,830","2,866","2,366","3,093","18,467","40,339","19,635"
2021,2,0,"23,315",47,123,"1,476","5,922",788,56,32,58,13,22,80,137,54,137,420,"1,931",334,"3,343",375,351,122,52,86,"2,094","3,466","1,796"
2021,2,10,"30,090",133,205,"2,537","5,003","1,011",99,73,120,41,42,151,291,162,265,571,"2,666",546,"5,291",604,674,191,107,201,"1,736","4,800","2,570"
2021,2,20,"37,362",190,404,"3,160","3,222","1,294",152,118,189,81,54,231,425,280,361,"1,102","3,872",768,"6,575",921,"1,098",345,266,370,"2,188","6,400","3,296"
2021,2,30,"33,111",114,262,"2,171","6,656","1,137",119,98,149,67,30,153,265,151,288,832,"2,869",619,"4,980",760,784,248,213,282,"2,552","4,936","2,376"
2021,2,40,"43,330",221,465,"3,334","6,891","1,685",216,135,227,117,60,245,528,277,435,863,"3,706",888,"7,026",965,"1,053",311,281,404,"2,863","6,750","3,384"
2021,2,50,"49,227",540,884,"3,540","3,412","2,201",478,310,528,278,147,539,962,560,570,994,"4,499","1,155","8,573","1,333","1,707",466,463,539,"3,064","7,612","3,873"
