년도,월,나이,대구광역시 달성군,대구광역시 달성군 화원읍,대구광역시 달성군 논공읍,대구광역시 달성군 논공읍공단출장소,대구광역시 달성군 다사읍,대구광역시 달성군 다사읍서재출장소,대구광역시 달성군 유가읍,대구광역시 달성군 옥포읍,대구광역시 달성군 현풍읍,대구광역시 달성군 가창면,대구광역시 달성군 하빈면,대구광역시 달성군 구지면
2020,4,50,"40,600","9,926",917,"3,025","7,927","4,922","2,886","4,300","3,248","1,383",857,"1,209"
2020,4,60,"28,181","6,683",842,"1,440","4,913","2,775","2,082","3,478","2,476","1,621",827,"1,044"
2020,4,70,"13,488","3,189",477,644,"2,222","1,038",804,"1,620","1,323",992,509,670
2020,4,80,"6,069","1,255",254,336,835,325,364,688,613,613,340,446
2020,4,90,733,163,33,35,102,43,48,68,70,100,27,44
2020,4,100,28,10,1,3,0,2,3,0,3,4,1,1
2020,5,총,"257,043","48,779","4,537","14,108","51,196","38,702","29,892","25,061","23,522","8,045","3,723","9,478"
2020,5,0,"29,900","3,501",250,910,"6,236","6,449","5,526","2,680","2,591",427,113,"1,217"
2020,5,10,"23,548","4,738",174,"1,568","5,822","3,373","3,291","1,714","1,696",514,126,532
2020,5,20,"29,179","6,487",473,"1,961","5,882","4,007","2,503","2,741","3,214",705,301,905
2020,5,30,"42,341","5,434",554,"1,459","7,703","8,907","6,636","4,101","4,626",692,274,"1,955"
2020,5,40,"42,697","7,393",550,"2,712","9,499","6,820","5,745","3,548","3,665",982,347,"1,436"
2020,5,50,"40,631","9,878",919,"3,021","7,943","4,933","2,902","4,344","3,239","1,387",853,"1,212"
2020,5,60,"28,295","6,712",854,"1,452","4,924","2,787","2,068","3,516","2,481","1,621",830,"1,050"
2020,5,70,"13,592","3,201",476,649,"2,243","1,057",802,"1,653","1,330",999,507,675
2020,5,80,"6,094","1,263",251,335,842,327,368,694,607,614,342,451
2020,5,90,738,162,35,38,102,40,48,70,70,100,29,44
2020,5,100,28,10,1,3,0,2,3,0,3,4,1,1
2020,6,총,"257,154","48,726","4,553","14,066","51,163","38,675","29,946","25,236","23,509","8,041","3,725","9,514"
2020,6,0,"29,872","3,489",253,908,"6,223","6,450","5,508","2,701","2,579",424,115,"1,222"
2020,6,10,"23,585","4,721",173,"1,560","5,845","3,370","3,310","1,722","1,706",514,126,538
2020,6,20,"29,062","6,445",467,"1,939","5,840","3,995","2,513","2,750","3,198",702,300,913
2020,6,30,"42,243","5,418",555,"1,460","7,668","8,855","6,605","4,134","4,640",684,277,"1,947"
2020,6,40,"42,728","7,369",556,"2,691","9,492","6,832","5,804","3,574","3,642",989,347,"1,432"
2020,6,50,"40,621","9,866",922,"3,015","7,934","4,933","2,903","4,364","3,236","1,383",846,"1,219"
2020,6,60,"28,509","6,762",862,"1,470","4,958","2,814","2,079","3,540","2,499","1,619",836,"1,070"
2020,6,70,"13,665","3,216",482,650,"2,258","1,055",799,"1,686","1,329","1,004",507,679
2020,6,80,"6,099","1,271",248,333,840,327,375,695,605,618,340,447
2020,6,90,743,159,34,37,105,42,48,70,72,100,30,46
2020,6,100,27,10,1,3,0,2,2,0,3,4,1,1
2020,7,총,"257,609","48,726","4,610","14,013","51,152","38,658","29,849","25,354","23,483","8,031","3,717","10,016"
2020,7,0,"29,852","3,469",266,901,"6,172","6,431","5,473","2,718","2,562",420,119,"1,321"
2020,7,10,"23,628","4,699",177,"1,532","5,881","3,377","3,315","1,725","1,713",511,125,573
2020,7,20,"29,094","6,464",467,"1,934","5,816","4,012","2,495","2,753","3,180",704,295,974
2020,7,30,"42,210","5,401",564,"1,438","7,635","8,761","6,547","4,164","4,630",680,281,"2,109"
2020,7,40,"42,833","7,346",565,"2,686","9,488","6,883","5,816","3,589","3,627",988,342,"1,503"
2020,7,50,"40,664","9,865",933,"3,009","7,950","4,936","2,907","4,373","3,231","1,370",837,"1,253"
2020,7,60,"28,700","6,807",868,"1,485","4,990","2,823","2,078","3,568","2,518","1,631",836,"1,096"
2020,7,70,"13,734","3,221",484,654,"2,281","1,058",806,"1,689","1,333","1,010",508,690
2020,7,80,"6,119","1,280",253,332,834,336,361,703,614,614,342,450
2020,7,90,748,164,32,39,105,39,49,72,72,99,31,46
2020,7,100,27,10,1,3,0,2,2,0,3,4,1,1
2020,8,총,"258,234","48,645","4,648","13,971","51,125","38,700","29,808","25,391","23,498","8,014","3,699","10,735"
2020,8,0,"29,840","3,427",268,879,"6,148","6,426","5,456","2,716","2,553",416,115,"1,436"
2020,8,10,"23,671","4,654",179,"1,514","5,882","3,384","3,335","1,738","1,702",509,125,649
2020,8,20,"29,184","6,470",472,"1,931","5,799","4,024","2,493","2,747","3,207",704,291,"1,046"
2020,8,30,"42,180","5,394",582,"1,434","7,597","8,714","6,489","4,147","4,607",675,284,"2,257"
2020,8,40,"42,943","7,298",566,"2,659","9,495","6,914","5,825","3,602","3,621",977,332,"1,654"
2020,8,50,"40,734","9,844",935,"3,021","7,966","4,945","2,905","4,354","3,222","1,373",831,"1,338"
2020,8,60,"28,938","6,869",874,"1,498","5,010","2,844","2,087","3,594","2,549","1,630",834,"1,149"
2020,8,70,"13,808","3,221",481,656,"2,292","1,067",807,"1,711","1,345","1,013",511,704
2020,8,80,"6,156","1,290",257,336,835,340,360,710,618,611,343,456
2020,8,90,753,168,33,40,101,40,49,72,71,102,32,45
2020,8,100,27,10,1,3,0,2,2,0,3,4,1,1
2020,9,총,"258,354","48,563","4,654","13,939","51,065","38,630","29,718","25,344","23,549","7,997","3,686","11,209"
2020,9,0,"29,687","3,397",268,871,"6,102","6,381","5,405","2,682","2,533",409,116,"1,523"
2020,9,10,"23,769","4,644",175,"1,513","5,909","3,388","3,355","1,752","1,712",511,120,690
2020,9,20,"29,067","6,445",481,"1,913","5,753","4,011","2,471","2,711","3,226",687,291,"1,078"
2020,9,30,"41,983","5,353",584,"1,415","7,526","8,637","6,406","4,135","4,593",674,276,"2,384"
2020,9,40,"43,111","7,278",562,"2,654","9,536","6,926","5,855","3,599","3,632",976,329,"1,764"
2020,9,50,"40,777","9,840",929,"3,016","7,959","4,958","2,910","4,350","3,253","1,374",830,"1,358"
2020,9,60,"29,120","6,904",888,"1,517","5,030","2,871","2,097","3,600","2,556","1,633",835,"1,189"
2020,9,70,"13,866","3,232",480,658,"2,304","1,071",807,"1,722","1,346","1,015",514,717
2020,9,80,"6,176","1,286",255,340,842,345,359,718,625,609,340,457
2020,9,90,771,174,31,39,104,40,51,75,70,105,34,48
2020,9,100,27,10,1,3,0,2,2,0,3,4,1,1
2020,10,총,"258,642","48,523","4,659","13,913","51,042","38,612","29,715","25,402","23,543","7,990","3,696","11,547"
2020,10,0,"29,592","3,366",261,864,"6,070","6,342","5,384","2,682","2,525",417,113,"1,568"
2020,10,10,"23,861","4,629",179,"1,492","5,913","3,407","3,376","1,766","1,731",506,123,739
2020,10,20,"29,099","6,456",477,"1,924","5,779","4,012","2,467","2,712","3,205",674,293,"1,100"
2020,10,30,"41,778","5,318",585,"1,417","7,444","8,579","6,367","4,099","4,557",671,278,"2,463"
2020,10,40,"43,213","7,242",565,"2,627","9,556","6,948","5,870","3,633","3,643",968,329,"1,832"
2020,10,50,"40,836","9,829",938,"3,032","7,963","4,957","2,908","4,329","3,267","1,381",830,"1,402"
2020,10,60,"29,357","6,965",885,"1,523","5,054","2,901","2,122","3,662","2,565","1,640",835,"1,205"
2020,10,70,"13,897","3,237",482,656,"2,310","1,072",809,"1,725","1,353","1,014",515,724
2020,10,80,"6,197","1,293",254,336,845,351,360,716,624,609,344,465
2020,10,90,783,178,32,38,108,41,50,78,70,106,34,48
2020,10,100,29,10,1,4,0,2,2,0,3,4,2,1
2020,11,총,"258,945","48,289","4,657","13,845","50,957","38,637","29,796","25,411","23,467","7,975","3,692","12,219"
2020,11,0,"29,491","3,304",265,839,"6,038","6,337","5,361","2,654","2,513",413,109,"1,658"
2020,11,10,"23,916","4,597",179,"1,472","5,917","3,412","3,409","1,772","1,735",503,124,796
2020,11,20,"29,061","6,412",478,"1,918","5,756","3,971","2,478","2,705","3,188",678,293,"1,184"
2020,11,30,"41,653","5,253",572,"1,419","7,366","8,571","6,319","4,080","4,505",661,276,"2,631"
2020,11,40,"43,425","7,208",571,"2,595","9,584","6,987","5,931","3,650","3,645",968,323,"1,963"
2020,11,50,"40,797","9,794",934,"3,026","7,925","4,962","2,925","4,318","3,251","1,373",824,"1,465"
2020,11,60,"29,615","7,003",887,"1,535","5,105","2,916","2,138","3,711","2,576","1,644",839,"1,261"
2020,11,70,"13,935","3,227",478,663,"2,319","1,087",818,"1,726","1,347","1,012",516,742
2020,11,80,"6,225","1,305",257,335,839,349,366,715,634,610,348,467
2020,11,90,798,176,35,39,108,43,49,80,70,109,38,51
2020,11,100,29,10,1,4,0,2,2,0,3,4,2,1
2020,12,총,"259,339","48,166","4,688","13,799","50,783","38,606","29,713","25,337","23,310","7,972","3,702","13,263"
2020,12,0,"29,418","3,278",273,835,"5,989","6,296","5,302","2,635","2,477",411,114,"1,808"
2020,12,10,"23,923","4,564",177,"1,459","5,903","3,433","3,407","1,766","1,733",495,121,865
2020,12,20,"29,044","6,380",487,"1,904","5,714","3,956","2,487","2,682","3,145",679,292,"1,318"
2020,12,30,"41,698","5,246",570,"1,423","7,297","8,519","6,298","4,061","4,465",657,282,"2,880"
2020,12,40,"43,471","7,160",576,"2,571","9,562","7,006","5,913","3,646","3,621",956,321,"2,139"
2020,12,50,"40,851","9,770",928,"3,018","7,897","4,977","2,929","4,297","3,220","1,386",823,"1,606"
2020,12,60,"29,845","7,040",901,"1,554","5,133","2,932","2,135","3,705","2,592","1,647",842,"1,364"
2020,12,70,"13,988","3,222",477,661,"2,332","1,092",826,"1,749","1,344","1,009",517,759
2020,12,80,"6,275","1,323",263,333,847,348,364,716,640,621,349,471
2020,12,90,796,173,35,37,109,45,50,80,70,106,39,52
2020,12,100,30,10,1,4,0,2,2,0,3,5,2,1
2021,1,총,"259,700","48,113","4,671","13,723","50,757","38,607","29,745","25,355","23,110","7,932","3,690","13,997"
2021,1,0,"29,341","3,258",275,817,"5,952","6,257","5,289","2,613","2,428",410,110,"1,932"
2021,1,10,"23,970","4,539",172,"1,438","5,910","3,450","3,437","1,788","1,696",492,122,926
2021,1,20,"28,952","6,344",480,"1,898","5,672","3,964","2,462","2,658","3,120",677,285,"1,392"
2021,1,30,"41,549","5,227",571,"1,389","7,245","8,479","6,242","4,022","4,394",644,282,"3,054"
2021,1,40,"43,631","7,129",570,"2,557","9,558","7,027","5,963","3,688","3,605",938,315,"2,281"
2021,1,50,"40,859","9,751",921,"3,020","7,908","4,951","2,940","4,293","3,198","1,374",821,"1,682"
2021,1,60,"30,168","7,091",903,"1,569","5,202","2,989","2,149","3,738","2,607","1,648",847,"1,425"
2021,1,70,"14,057","3,246",480,658,"2,346","1,091",840,"1,751","1,342","1,016",512,775
2021,1,80,"6,340","1,343",262,336,855,349,372,723,648,625,353,474
2021,1,90,800,173,36,37,108,48,49,81,69,103,41,55
2021,1,100,33,12,1,4,1,2,2,0,3,5,2,1
2021,2,총,"260,008","48,076","4,652","13,645","50,576","38,613","29,729","25,384","23,080","7,913","3,705","14,635"
2021,2,0,"29,261","3,240",265,802,"5,864","6,236","5,280","2,596","2,401",409,111,"2,057"
2021,2,10,"23,982","4,530",166,"1,406","5,928","3,456","3,415","1,785","1,694",481,126,995
2021,2,20,"28,873","6,319",485,"1,880","5,612","3,952","2,449","2,651","3,121",672,282,"1,450"
2021,2,30,"41,472","5,223",566,"1,386","7,134","8,441","6,218","3,998","4,369",634,289,"3,214"
2021,2,40,"43,695","7,050",566,"2,529","9,566","7,065","5,980","3,703","3,603",933,315,"2,385"
2021,2,50,"40,909","9,750",917,"3,005","7,906","4,940","2,969","4,287","3,204","1,365",817,"1,749"
2021,2,60,"30,480","7,161",903,"1,600","5,245","3,026","2,155","3,783","2,621","1,657",856,"1,473"
2021,2,70,"14,111","3,257",476,658,"2,358","1,100",844,"1,759","1,340","1,027",509,783
2021,2,80,"6,383","1,360",270,339,851,348,369,741,656,624,353,472
2021,2,90,810,174,37,37,111,47,48,81,68,106,45,56
2021,2,100,32,12,1,3,1,2,2,0,3,5,2,1
2021,3,총,"259,833","47,775","4,656","13,577","50,482","38,586","29,680","25,333","23,071","7,863","3,696","15,114"
2021,3,0,"29,196","3,215",269,798,"5,829","6,215","5,242","2,580","2,404",408,107,"2,129"
2021,3,10,"23,975","4,481",165,"1,387","5,936","3,467","3,436","1,780","1,691",485,124,"1,023"
2021,3,20,"28,793","6,275",488,"1,856","5,591","3,924","2,424","2,635","3,135",654,278,"1,533"
2021,3,30,"41,331","5,200",567,"1,360","7,072","8,405","6,170","3,978","4,340",632,293,"3,314"
2021,3,40,"43,698","6,985",555,"2,513","9,562","7,081","6,012","3,689","3,584",928,308,"2,481"
2021,3,50,"40,710","9,657",914,"2,993","7,870","4,932","2,960","4,257","3,156","1,356",812,"1,803"
2021,3,60,"30,773","7,197",910,"1,629","5,293","3,058","2,167","3,821","2,681","1,654",862,"1,501"
2021,3,70,"14,142","3,248",476,662,"2,364","1,101",848,"1,769","1,342","1,021",510,801
2021,3,80,"6,387","1,350",273,337,856,355,367,741,665,619,353,471
2021,3,90,807,162,38,40,108,46,52,83,70,104,47,57
2021,3,100,21,5,1,2,1,2,2,0,3,2,2,1
2021,4,총,"260,189","47,706","4,731","13,561","50,449","38,594","29,625","25,402","23,150","7,867","3,680","15,424"
2021,4,0,"29,101","3,184",275,793,"5,798","6,193","5,220","2,560","2,391",411,105,"2,171"
2021,4,10,"24,033","4,451",165,"1,371","5,959","3,492","3,465","1,787","1,693",485,120,"1,045"
2021,4,20,"28,803","6,283",498,"1,859","5,535","3,919","2,406","2,632","3,164",653,280,"1,574"
2021,4,30,"41,235","5,167",583,"1,349","7,042","8,341","6,106","3,982","4,344",634,290,"3,397"
2021,4,40,"43,887","6,967",558,"2,505","9,590","7,137","6,059","3,712","3,600",919,302,"2,538"
2021,4,50,"40,680","9,635",927,"2,996","7,841","4,923","2,940","4,267","3,168","1,352",808,"1,823"
2021,4,60,"31,014","7,240",928,"1,647","5,344","3,078","2,166","3,857","2,698","1,654",862,"1,540"
2021,4,70,"14,145","3,252",481,663,"2,359","1,103",844,"1,773","1,350","1,022",503,795
2021,4,80,"6,444","1,356",277,336,871,359,363,748,666,629,360,479
2021,4,90,826,166,38,40,109,47,54,84,73,106,48,61
2021,4,100,21,5,1,2,1,2,2,0,3,2,2,1
2021,5,총,"260,403","47,663","4,756","13,535","50,418","38,626","29,667","25,391","23,185","7,878","3,680","15,604"
2021,5,0,"29,088","3,191",281,787,"5,773","6,192","5,194","2,570","2,395",406,106,"2,193"
2021,5,10,"24,064","4,426",163,"1,361","5,948","3,509","3,503","1,783","1,709",486,121,"1,055"
2021,5,20,"28,772","6,261",504,"1,833","5,529","3,908","2,410","2,618","3,171",656,279,"1,603"
2021,5,30,"41,066","5,158",592,"1,346","6,981","8,276","6,094","3,953","4,331",630,285,"3,420"
2021,5,40,"43,921","6,946",559,"2,479","9,579","7,191","6,062","3,712","3,605",907,306,"2,575"
2021,5,50,"40,735","9,609",932,"3,009","7,850","4,927","2,963","4,266","3,174","1,354",809,"1,842"
2021,5,60,"31,268","7,275",928,"1,673","5,408","3,109","2,176","3,881","2,709","1,674",864,"1,571"
2021,5,70,"14,177","3,265",482,664,"2,367","1,105",842,"1,772","1,351","1,025",500,804
2021,5,80,"6,455","1,363",276,340,871,361,364,753,663,629,357,478
2021,5,90,836,165,38,40,111,46,57,83,74,109,51,62
2021,5,100,21,4,1,3,1,2,2,0,3,2,2,1
2021,6,총,"260,546","47,660","4,764","13,535","50,426","38,638","29,682","25,385","23,186","7,859","3,683","15,728"
2021,6,0,"29,029","3,175",286,781,"5,750","6,185","5,175","2,571","2,391",398,107,"2,210"
2021,6,10,"24,102","4,415",163,"1,358","5,974","3,534","3,519","1,771","1,697",480,124,"1,067"
2021,6,20,"28,712","6,247",498,"1,831","5,522","3,871","2,419","2,600","3,178",658,275,"1,613"
2021,6,30,"40,928","5,141",603,"1,337","6,940","8,240","6,063","3,931","4,329",610,282,"3,452"
2021,6,40,"44,040","6,941",561,"2,475","9,595","7,207","6,083","3,728","3,601",921,310,"2,618"
2021,6,50,"40,653","9,578",920,"3,011","7,820","4,923","2,974","4,269","3,180","1,342",802,"1,834"
2021,6,60,"31,523","7,346",935,"1,694","5,462","3,158","2,179","3,903","2,714","1,677",874,"1,581"
2021,6,70,"14,213","3,273",482,662,"2,378","1,111",843,"1,773","1,361","1,024",499,807
2021,6,80,"6,494","1,376",278,344,874,361,369,753,661,637,358,483
2021,6,90,831,164,37,39,110,46,56,86,71,110,50,62
2021,6,100,21,4,1,3,1,2,2,0,3,2,2,1
2021,7,총,"260,960","47,546","4,765","13,432","50,360","38,673","29,620","25,367","23,101","7,845","3,670","16,581"
2021,7,0,"29,031","3,152",292,765,"5,687","6,186","5,154","2,571","2,368",398,105,"2,353"
2021,7,10,"24,164","4,385",162,"1,331","5,992","3,564","3,529","1,770","1,704",479,124,"1,124"
2021,7,20,"28,661","6,215",489,"1,815","5,501","3,848","2,412","2,578","3,148",659,273,"1,723"
2021,7,30,"40,896","5,111",606,"1,318","6,894","8,188","6,008","3,913","4,305",602,275,"3,676"
2021,7,40,"44,134","6,883",555,"2,443","9,576","7,262","6,078","3,730","3,588",920,312,"2,787"
2021,7,50,"40,716","9,571",920,"3,004","7,844","4,915","2,984","4,255","3,156","1,332",794,"1,941"
2021,7,60,"31,709","7,405",936,"1,704","5,471","3,177","2,193","3,926","2,721","1,684",875,"1,617"
2021,7,70,"14,271","3,282",487,665,"2,407","1,116",835,"1,782","1,372","1,018",503,804
2021,7,80,"6,533","1,374",279,347,878,370,371,756,666,640,358,494
2021,7,90,826,164,38,37,109,45,54,86,71,111,49,62
2021,7,100,19,4,1,3,1,2,2,0,2,2,2,0
2021,8,총,"261,659","47,489","4,782","13,315","50,380","38,671","29,556","25,372","22,957","7,842","3,666","17,629"
2021,8,0,"29,015","3,125",296,747,"5,636","6,162","5,111","2,551","2,365",397,100,"2,525"
2021,8,10,"24,241","4,362",164,"1,314","6,008","3,576","3,548","1,780","1,697",479,125,"1,188"
2021,8,20,"28,675","6,228",493,"1,798","5,491","3,823","2,393","2,566","3,109",659,270,"1,845"
2021,8,30,"40,887","5,081",596,"1,299","6,862","8,131","5,960","3,886","4,226",606,276,"3,964"
2021,8,40,"44,278","6,824",569,"2,393","9,597","7,313","6,076","3,731","3,586",915,311,"2,963"
2021,8,50,"40,871","9,587",916,"2,997","7,866","4,914","2,998","4,255","3,142","1,333",790,"2,073"
2021,8,60,"31,917","7,433",939,"1,715","5,508","3,204","2,202","3,963","2,718","1,674",872,"1,689"
2021,8,70,"14,344","3,290",491,661,"2,422","1,130",843,"1,784","1,373","1,025",510,815
2021,8,80,"6,574","1,386",278,351,876,371,369,769,666,641,361,506
2021,8,90,836,169,39,38,113,45,54,87,73,108,49,61
2021,8,100,21,4,1,2,1,2,2,0,2,5,2,0
2021,9,총,"262,465","47,464","4,772","13,300","50,834","38,591","29,481","25,413","22,934","7,830","3,637","18,209"
2021,9,0,"28,965","3,103",293,735,"5,639","6,111","5,055","2,563","2,370",390,97,"2,609"
2021,9,10,"24,345","4,348",169,"1,311","6,046","3,595","3,565","1,776","1,717",473,124,"1,221"
2021,9,20,"28,735","6,232",476,"1,804","5,588","3,793","2,376","2,557","3,062",652,264,"1,931"
2021,9,30,"40,923","5,047",603,"1,295","6,962","8,042","5,880","3,891","4,212",607,267,"4,117"
2021,9,40,"44,464","6,817",561,"2,375","9,639","7,349","6,108","3,736","3,609",903,308,"3,059"
2021,9,50,"40,981","9,571",921,"2,992","7,942","4,926","3,002","4,242","3,130","1,335",785,"2,135"
2021,9,60,"32,125","7,470",933,"1,732","5,578","3,216","2,206","3,979","2,719","1,678",872,"1,742"
2021,9,70,"14,441","3,306",492,663,"2,437","1,137",861,"1,808","1,371","1,035",509,822
2021,9,80,"6,619","1,393",284,352,887,375,371,773,669,642,360,513
2021,9,90,847,173,39,39,115,45,55,88,73,110,50,60
2021,9,100,20,4,1,2,1,2,2,0,2,5,1,0
2021,10,총,"262,811","47,369","4,764","13,265","51,033","38,531","29,557","25,359","23,008","7,818","3,621","18,486"
2021,10,0,"28,879","3,087",289,723,"5,631","6,075","5,043","2,556","2,341",387,95,"2,652"
2021,10,10,"24,400","4,309",176,"1,301","6,072","3,594","3,597","1,768","1,740",477,124,"1,242"
2021,10,20,"28,678","6,214",473,"1,791","5,589","3,781","2,370","2,519","3,096",643,263,"1,939"
2021,10,30,"40,856","5,009",601,"1,297","6,995","7,977","5,851","3,876","4,214",598,258,"4,180"
2021,10,40,"44,545","6,771",553,"2,353","9,644","7,359","6,161","3,742","3,621",904,303,"3,134"
2021,10,50,"41,100","9,574",924,"2,999","8,004","4,945","3,039","4,229","3,125","1,329",779,"2,153"
2021,10,60,"32,301","7,493",926,"1,734","5,639","3,229","2,203","3,991","2,739","1,686",878,"1,783"
2021,10,70,"14,523","3,331",497,671,"2,451","1,155",863,"1,814","1,378","1,039",504,820
2021,10,80,"6,656","1,405",282,352,893,368,371,777,678,644,365,521
2021,10,90,853,173,41,42,114,46,57,87,74,106,51,62
2021,10,100,20,3,2,2,1,2,2,0,2,5,1,0
2021,11,총,"262,906","47,249","4,764","13,217","51,110","38,485","29,613","25,292","23,020","7,784","3,606","18,766"
2021,11,0,"28,792","3,040",291,725,"5,613","6,025","5,030","2,539","2,350",389,90,"2,700"
2021,11,10,"24,454","4,300",177,"1,292","6,080","3,606","3,613","1,773","1,732",476,125,"1,280"
2021,11,20,"28,561","6,158",463,"1,774","5,598","3,750","2,362","2,495","3,123",639,258,"1,941"
2021,11,30,"40,720","4,995",608,"1,288","6,968","7,910","5,803","3,848","4,205",596,255,"4,244"
2021,11,40,"44,701","6,759",560,"2,335","9,672","7,396","6,211","3,743","3,622",890,300,"3,213"
2021,11,50,"41,132","9,556",919,"2,997","8,027","4,968","3,069","4,212","3,119","1,323",776,"2,166"
2021,11,60,"32,422","7,505",927,"1,738","5,679","3,249","2,227","3,985","2,732","1,686",880,"1,814"
2021,11,70,"14,581","3,343",495,662,"2,465","1,159",866,"1,827","1,383","1,047",507,827
2021,11,80,"6,673","1,415",281,362,890,374,374,781,680,630,364,522
2021,11,90,851,176,41,42,117,46,56,89,72,103,50,59
2021,11,100,19,2,2,2,1,2,2,0,2,5,1,0
2021,12,총,"262,451","47,025","4,779","13,167","51,020","38,307","29,542","25,232","23,050","7,783","3,596","18,950"
2021,12,0,"28,509","2,971",297,710,"5,554","5,951","4,986","2,507","2,329",388,91,"2,725"
2021,12,10,"24,477","4,259",180,"1,279","6,089","3,608","3,636","1,767","1,747",484,121,"1,307"
2021,12,20,"28,382","6,098",463,"1,772","5,561","3,709","2,337","2,460","3,141",635,252,"1,954"
2021,12,30,"40,506","4,966",616,"1,286","6,939","7,816","5,720","3,832","4,190",588,262,"4,291"
2021,12,40,"44,717","6,718",555,"2,313","9,648","7,409","6,257","3,727","3,645",898,293,"3,254"
2021,12,50,"41,035","9,516",918,"2,981","8,019","4,966","3,063","4,224","3,093","1,313",772,"2,170"
2021,12,60,"32,570","7,533",927,"1,759","5,698","3,255","2,234","3,999","2,760","1,690",878,"1,837"
2021,12,70,"14,634","3,357",496,656,"2,487","1,166",871,"1,832","1,389","1,047",508,825
2021,12,80,"6,736","1,422",284,368,904,377,381,794,683,630,366,527
2021,12,90,868,183,41,42,120,48,56,90,71,105,52,60
2021,12,100,17,2,2,1,1,2,1,0,2,5,1,0
