년도,월,나이,부산광역시 서구,부산광역시 서구 동대신제1동,부산광역시 서구 동대신제2동,부산광역시 서구 동대신제3동,부산광역시 서구 서대신제1동,부산광역시 서구 서대신제3동,부산광역시 서구 서대신제4동,부산광역시 서구 부민동,부산광역시 서구 아미동,부산광역시 서구 초장동,부산광역시 서구 충무동,부산광역시 서구 남부민제1동,부산광역시 서구 남부민제2동,부산광역시 서구 암남동
2020,4,70,"6,894",287,566,423,654,430,369,361,646,425,647,442,827,817
2020,4,80,"3,318",173,291,241,324,240,195,175,324,240,256,180,344,335
2020,4,90,571,24,48,39,63,38,40,48,57,31,39,29,53,62
2020,4,100,85,4,3,8,3,3,3,3,17,7,11,5,11,7
2020,5,총,"55,549","2,422","4,002","3,907","6,404","4,761","4,142","4,167","3,592","2,406","5,281","2,451","4,945","7,069"
2020,5,0,"2,708",114,170,182,439,319,309,221,56,64,243,60,183,348
2020,5,10,"3,647",153,294,264,461,469,363,305,150,103,260,107,258,460
2020,5,20,"6,825",309,352,608,826,553,472,859,372,206,760,194,429,885
2020,5,30,"5,512",253,335,392,823,484,486,513,251,181,603,176,360,655
2020,5,40,"7,078",283,501,496,909,737,660,520,368,270,662,230,597,845
2020,5,50,"8,953",380,688,557,968,806,665,573,583,366,864,434,808,"1,261"
2020,5,60,"9,915",438,750,683,925,682,578,592,768,512,925,591,"1,077","1,394"
2020,5,70,"6,921",288,572,434,659,426,369,354,647,426,651,443,834,818
2020,5,80,"3,340",176,291,243,328,242,197,180,323,241,264,181,338,336
2020,5,90,564,24,46,40,63,40,39,47,56,30,38,30,51,60
2020,5,100,86,4,3,8,3,3,4,3,18,7,11,5,10,7
2020,6,총,"55,606","2,422","3,977","4,039","6,404","4,746","4,128","4,176","3,575","2,394","5,288","2,510","4,916","7,031"
2020,6,0,"2,707",115,161,198,440,318,305,220,54,64,242,68,178,344
2020,6,10,"3,636",151,288,277,457,461,365,301,152,104,259,106,259,456
2020,6,20,"6,861",309,358,633,817,554,467,873,369,207,767,203,427,877
2020,6,30,"5,523",253,327,412,821,476,488,517,247,180,609,191,360,642
2020,6,40,"7,071",283,496,516,922,732,656,517,366,260,656,243,587,837
2020,6,50,"8,935",377,689,575,960,805,664,566,578,367,859,439,794,"1,262"
2020,6,60,"9,950",441,751,696,929,686,576,598,768,511,925,601,"1,076","1,392"
2020,6,70,"6,926",289,571,440,665,428,367,353,642,425,658,441,833,814
2020,6,80,"3,346",176,289,244,326,242,198,180,325,240,264,182,341,339
2020,6,90,564,24,44,40,64,41,38,47,56,29,38,31,51,61
2020,6,100,87,4,3,8,3,3,4,4,18,7,11,5,10,7
2020,7,총,"55,621","2,424","3,977","4,105","6,405","4,739","4,118","4,172","3,572","2,376","5,288","2,533","4,896","7,016"
2020,7,0,"2,713",112,159,207,441,317,302,221,56,60,250,71,175,342
2020,7,10,"3,649",155,292,279,465,460,363,299,151,99,260,105,261,460
2020,7,20,"6,839",304,357,640,812,550,467,871,372,205,766,205,417,873
2020,7,30,"5,518",252,318,423,818,472,480,518,246,176,611,206,364,634
2020,7,40,"7,080",286,504,533,923,733,656,519,360,260,650,242,579,835
2020,7,50,"8,886",376,685,582,958,791,660,566,578,367,852,433,789,"1,249"
2020,7,60,"9,987",441,757,702,932,697,584,592,763,512,926,608,"1,070","1,403"
2020,7,70,"6,941",290,568,447,665,429,368,352,644,422,662,442,838,814
2020,7,80,"3,357",180,290,243,327,246,195,184,327,237,262,185,341,340
2020,7,90,564,24,44,41,61,41,39,46,57,31,38,31,52,59
2020,7,100,87,4,3,8,3,3,4,4,18,7,11,5,10,7
2020,8,총,"55,552","2,410","3,965","4,138","6,396","4,740","4,101","4,170","3,566","2,369","5,280","2,545","4,866","7,006"
2020,8,0,"2,702",106,157,209,439,318,301,224,56,62,250,69,169,342
2020,8,10,"3,621",155,290,275,465,456,358,293,150,96,257,107,253,466
2020,8,20,"6,825",302,355,645,808,544,469,872,370,203,763,208,419,867
2020,8,30,"5,470",241,313,435,810,476,467,515,245,172,609,203,357,627
2020,8,40,"7,091",285,503,541,919,734,664,522,363,260,645,249,569,837
2020,8,50,"8,846",376,686,580,953,794,657,558,565,368,852,435,779,"1,243"
2020,8,60,"10,038",445,755,710,939,697,583,600,774,512,930,608,"1,077","1,408"
2020,8,70,"6,942",293,569,448,664,429,368,354,637,423,661,443,838,815
2020,8,80,"3,364",179,290,246,331,248,192,183,330,234,265,187,343,336
2020,8,90,565,24,44,41,65,41,38,45,58,32,37,31,52,57
2020,8,100,88,4,3,8,3,3,4,4,18,7,11,5,10,8
2020,9,총,"55,510","2,408","3,950","4,168","6,436","4,736","4,089","4,169","3,553","2,350","5,276","2,535","4,854","6,986"
2020,9,0,"2,686",106,156,210,444,315,295,226,56,62,251,69,162,334
2020,9,10,"3,609",152,284,272,472,459,366,290,148,95,255,104,248,464
2020,9,20,"6,831",301,357,656,813,540,461,878,369,198,754,211,424,869
2020,9,30,"5,441",235,307,444,821,474,462,507,243,168,607,199,350,624
2020,9,40,"7,067",287,500,538,920,731,667,523,362,255,646,252,565,821
2020,9,50,"8,826",379,678,590,962,795,651,557,557,363,850,432,775,"1,237"
2020,9,60,"10,074",444,758,710,938,702,587,606,775,512,936,607,"1,082","1,417"
2020,9,70,"6,947",297,574,452,667,430,363,351,633,427,661,439,842,811
2020,9,80,"3,376",181,289,246,333,246,195,183,334,231,267,184,341,346
2020,9,90,564,22,44,42,63,41,38,44,57,32,38,33,55,55
2020,9,100,89,4,3,8,3,3,4,4,19,7,11,5,10,8
2020,10,총,"55,690","2,390","3,939","4,152","6,864","4,688","4,081","4,157","3,528","2,328","5,263","2,520","4,836","6,944"
2020,10,0,"2,702",107,162,207,501,297,291,226,55,58,240,68,162,328
2020,10,10,"3,619",150,279,273,497,456,372,288,143,95,257,101,252,456
2020,10,20,"6,831",292,348,651,857,541,452,870,372,194,759,212,418,865
2020,10,30,"5,479",231,311,443,916,470,463,501,237,162,594,197,344,610
2020,10,40,"7,103",284,494,541,"1,003",726,659,529,354,250,633,245,565,820
2020,10,50,"8,842",378,670,581,"1,020",784,654,553,561,364,854,430,758,"1,235"
2020,10,60,"10,115",443,766,713,979,700,588,608,766,509,943,606,"1,086","1,408"
2020,10,70,"6,947",297,566,452,687,426,368,351,629,423,662,437,840,809
2020,10,80,"3,394",182,292,241,337,245,194,183,334,233,274,185,345,349
2020,10,90,569,22,48,42,64,40,36,44,58,33,36,34,56,56
2020,10,100,89,4,3,8,3,3,4,4,19,7,11,5,10,8
2020,11,총,"55,761","2,387","3,917","4,137","7,107","4,667","4,067","4,137","3,519","2,319","5,267","2,510","4,819","6,908"
2020,11,0,"2,708",103,162,210,528,289,287,224,55,58,242,67,162,321
2020,11,10,"3,612",153,279,274,522,447,370,278,141,91,256,101,245,455
2020,11,20,"6,847",286,340,647,895,543,448,872,374,197,763,211,413,858
2020,11,30,"5,475",228,311,443,961,465,457,491,243,157,588,194,339,598
2020,11,40,"7,088",285,482,524,"1,042",723,654,535,341,248,633,244,562,815
2020,11,50,"8,827",378,665,580,"1,047",777,658,548,564,362,854,425,754,"1,215"
2020,11,60,"10,162",443,766,717,"1,000",706,589,607,764,508,945,602,"1,090","1,425"
2020,11,70,"6,973",298,571,456,703,431,367,350,622,422,662,442,838,811
2020,11,80,"3,411",186,289,238,342,244,195,182,340,236,277,185,351,346
2020,11,90,570,23,49,41,64,39,38,45,56,33,37,34,55,56
2020,11,100,88,4,3,7,3,3,4,5,19,7,10,5,10,8
2020,12,총,"55,794","2,384","3,918","4,138","7,225","4,648","4,072","4,107","3,504","2,318","5,270","2,499","4,796","6,915"
2020,12,0,"2,705",103,163,207,544,287,286,220,54,60,241,66,157,317
2020,12,10,"3,598",151,272,280,526,447,379,268,137,89,251,100,244,454
2020,12,20,"6,865",289,342,650,900,535,447,865,375,195,780,212,412,863
2020,12,30,"5,449",227,313,432,977,463,449,490,236,155,586,190,331,600
2020,12,40,"7,091",281,482,525,"1,077",715,657,528,344,247,625,243,553,814
2020,12,50,"8,811",373,660,582,"1,064",768,661,552,559,361,850,423,753,"1,205"
2020,12,60,"10,194",448,763,718,"1,017",718,588,605,765,512,950,600,"1,085","1,425"
2020,12,70,"6,977",297,577,460,708,425,369,349,619,420,662,434,839,818
2020,12,80,"3,449",187,293,238,344,249,194,183,342,240,279,193,354,353
2020,12,90,567,24,50,39,65,38,38,42,54,32,36,33,58,58
2020,12,100,88,4,3,7,3,3,4,5,19,7,10,5,10,8
2021,1,총,"55,683","2,374","3,900","4,149","7,260","4,651","4,041","4,078","3,487","2,312","5,280","2,484","4,797","6,870"
2021,1,0,"2,660",100,156,204,545,279,280,217,49,60,239,63,155,313
2021,1,10,"3,591",151,266,279,528,450,378,266,140,89,254,95,240,455
2021,1,20,"6,834",287,348,654,909,533,447,848,367,194,781,209,414,843
2021,1,30,"5,393",219,311,424,970,469,438,485,239,154,578,189,331,586
2021,1,40,"7,098",279,479,527,"1,084",722,650,531,340,245,639,243,551,808
2021,1,50,"8,764",373,656,581,"1,069",762,658,545,548,362,846,419,751,"1,194"
2021,1,60,"10,232",451,760,725,"1,020",719,593,607,769,508,956,601,"1,094","1,429"
2021,1,70,"6,993",301,580,463,711,428,366,347,618,419,664,437,839,820
2021,1,80,"3,470",185,289,245,356,249,191,184,343,244,279,189,356,360
2021,1,90,560,24,52,40,65,37,36,43,55,30,34,34,56,54
2021,1,100,88,4,3,7,3,3,4,5,19,7,10,5,10,8
2021,2,총,"55,630","2,358","3,887","4,124","7,291","4,648","4,048","4,112","3,469","2,307","5,296","2,487","4,776","6,827"
2021,2,0,"2,652",100,158,204,546,283,279,218,46,58,237,62,156,305
2021,2,10,"3,583",145,262,271,539,446,377,282,139,91,256,94,229,452
2021,2,20,"6,821",277,347,647,907,535,445,865,362,191,793,209,402,841
2021,2,30,"5,359",217,303,417,973,472,437,487,235,152,571,190,333,572
2021,2,40,"7,070",273,472,528,"1,095",712,650,521,344,240,644,236,551,804
2021,2,50,"8,731",375,664,572,"1,067",763,656,549,538,364,841,419,749,"1,174"
2021,2,60,"10,258",454,758,726,"1,020",723,605,610,776,510,949,609,"1,086","1,432"
2021,2,70,"7,015",301,578,462,719,428,369,347,613,417,680,438,842,821
2021,2,80,"3,486",186,289,247,356,246,191,186,344,244,278,192,363,364
2021,2,90,567,26,53,43,66,37,35,42,53,33,37,33,55,54
2021,2,100,88,4,3,7,3,3,4,5,19,7,10,5,10,8
2021,3,총,"54,868","2,338","3,825","4,066","7,262","4,654","4,060","4,088","3,366","2,221","5,194","2,432","4,693","6,669"
2021,3,0,"2,636",103,150,204,546,281,282,215,47,53,235,63,156,301
2021,3,10,"3,589",149,260,273,541,442,381,289,136,89,256,92,226,455
2021,3,20,"6,830",277,350,650,897,542,437,882,371,190,789,206,394,845
2021,3,30,"5,274",218,293,406,968,471,449,476,223,148,565,187,330,540
2021,3,40,"6,957",264,466,527,"1,094",714,645,511,329,235,640,232,532,768
2021,3,50,"8,558",369,648,563,"1,074",762,659,547,512,351,818,408,730,"1,117"
2021,3,60,"10,148",446,754,710,"1,022",727,609,603,761,490,929,594,"1,081","1,422"
2021,3,70,"6,882",299,571,448,704,429,369,339,601,393,656,431,831,811
2021,3,80,"3,447",184,283,241,357,247,191,181,340,241,274,188,361,359
2021,3,90,524,26,49,41,59,37,34,42,45,31,31,31,49,49
2021,3,100,23,3,1,3,0,2,4,3,1,0,1,0,3,2
2021,4,총,"54,924","2,584","3,808","4,061","7,243","4,634","4,042","4,061","3,357","2,207","5,189","2,435","4,679","6,624"
2021,4,0,"2,648",130,146,209,548,279,280,213,49,54,230,62,159,289
2021,4,10,"3,567",168,256,263,537,437,376,285,134,87,254,89,225,456
2021,4,20,"6,842",298,350,654,895,539,438,875,367,190,798,208,397,833
2021,4,30,"5,271",274,285,399,971,471,438,476,223,142,550,185,320,537
2021,4,40,"6,964",304,465,528,"1,088",707,647,506,325,233,633,233,531,764
2021,4,50,"8,550",409,644,559,"1,068",760,650,543,512,347,819,406,728,"1,105"
2021,4,60,"10,181",468,755,707,"1,018",730,613,603,761,490,938,595,"1,081","1,422"
2021,4,70,"6,879",312,567,455,704,421,371,335,595,395,660,433,823,808
2021,4,80,"3,473",189,289,243,356,248,191,184,344,237,275,192,364,361
2021,4,90,527,29,50,41,58,40,34,39,46,32,31,32,48,47
2021,4,100,22,3,1,3,0,2,4,2,1,0,1,0,3,2
2021,5,총,"54,965","2,763","3,776","4,064","7,221","4,626","4,040","4,056","3,348","2,190","5,192","2,418","4,669","6,602"
2021,5,0,"2,631",140,140,202,537,275,283,215,50,55,231,62,156,285
2021,5,10,"3,569",190,245,265,538,446,370,276,131,85,253,85,225,460
2021,5,20,"6,860",331,353,658,889,539,435,875,370,188,801,206,387,828
2021,5,30,"5,293",303,280,396,967,477,441,476,222,143,548,182,320,538
2021,5,40,"6,939",330,459,531,"1,082",696,643,503,317,231,623,231,529,764
2021,5,50,"8,507",437,628,557,"1,063",754,644,546,504,341,822,402,727,"1,082"
2021,5,60,"10,219",493,764,706,"1,024",726,624,600,763,485,936,596,"1,082","1,420"
2021,5,70,"6,915",318,568,459,709,425,372,343,591,392,668,433,824,813
2021,5,80,"3,480",190,286,246,351,245,190,182,352,238,277,192,367,364
2021,5,90,531,28,52,42,61,41,34,38,47,32,32,29,49,46
2021,5,100,21,3,1,2,0,2,4,2,1,0,1,0,3,2
2021,6,총,"54,912","2,839","3,760","4,060","7,226","4,602","4,039","4,028","3,340","2,169","5,169","2,422","4,659","6,599"
2021,6,0,"2,621",145,141,200,535,276,281,211,50,55,232,61,153,281
2021,6,10,"3,550",186,243,260,528,447,373,272,129,83,252,89,223,465
2021,6,20,"6,841",342,353,665,895,529,435,871,366,185,790,204,382,824
2021,6,30,"5,285",319,280,391,963,473,445,471,218,136,545,185,319,540
2021,6,40,"6,939",345,449,532,"1,095",694,639,502,321,229,615,232,528,758
2021,6,50,"8,442",442,629,555,"1,053",745,644,537,495,338,807,400,718,"1,079"
2021,6,60,"10,270",507,765,702,"1,034",724,625,602,769,484,945,602,"1,088","1,423"
2021,6,70,"6,899",324,560,463,702,426,369,343,590,384,671,428,824,815
2021,6,80,"3,497",195,288,246,356,245,190,178,355,242,276,192,370,364
2021,6,90,546,30,51,44,65,41,34,39,46,33,35,29,51,48
2021,6,100,22,4,1,2,0,2,4,2,1,0,1,0,3,2
2021,7,총,"54,838","2,860","3,769","4,089","7,227","4,563","4,040","4,016","3,322","2,159","5,155","2,413","4,641","6,584"
2021,7,0,"2,613",150,137,206,529,276,278,209,51,55,229,61,153,279
2021,7,10,"3,537",186,243,260,527,445,374,264,128,82,250,90,223,465
2021,7,20,"6,804",339,359,677,899,519,431,863,364,180,782,195,377,819
2021,7,30,"5,280",319,275,402,956,466,450,470,216,137,551,185,314,539
2021,7,40,"6,914",355,454,524,"1,098",689,633,505,315,230,604,229,525,753
2021,7,50,"8,404",445,625,559,"1,049",736,643,540,488,331,801,397,717,"1,073"
2021,7,60,"10,292",511,765,704,"1,050",724,628,599,771,487,951,602,"1,081","1,419"
2021,7,70,"6,907",321,565,466,696,423,370,346,587,382,675,428,828,820
2021,7,80,"3,516",201,294,246,359,242,192,179,353,244,277,196,369,364
2021,7,90,549,29,51,43,64,41,37,39,48,31,34,30,51,51
2021,7,100,22,4,1,2,0,2,4,2,1,0,1,0,3,2
2021,8,총,"54,688","2,872","3,759","4,088","7,243","4,510","4,047","3,993","3,319","2,149","5,143","2,414","4,598","6,553"
2021,8,0,"2,579",155,134,200,527,275,273,204,51,53,228,63,147,269
2021,8,10,"3,524",186,241,263,532,435,376,262,128,84,249,87,221,460
2021,8,20,"6,786",340,361,678,896,510,428,859,368,176,789,195,372,814
2021,8,30,"5,236",320,270,401,957,458,450,459,214,138,540,185,307,537
2021,8,40,"6,886",355,457,522,"1,104",684,635,503,312,230,597,228,517,742
2021,8,50,"8,361",449,621,558,"1,050",727,639,538,479,322,798,399,716,"1,065"
2021,8,60,"10,314",509,763,705,"1,048",721,638,602,776,488,965,603,"1,066","1,430"
2021,8,70,"6,884",320,566,468,693,419,371,346,586,381,665,422,828,819
2021,8,80,"3,542",204,295,247,369,239,195,180,355,244,278,202,371,363
2021,8,90,554,30,50,44,67,40,38,38,49,33,33,30,50,52
2021,8,100,22,4,1,2,0,2,4,2,1,0,1,0,3,2
2021,9,총,"54,601","2,885","3,760","4,106","7,249","4,494","4,038","3,994","3,291","2,143","5,135","2,413","4,568","6,525"
2021,9,0,"2,565",160,133,203,523,276,269,204,48,52,223,65,144,265
2021,9,10,"3,512",185,239,265,538,429,374,263,125,84,248,85,218,459
2021,9,20,"6,789",344,366,681,899,512,420,863,362,177,788,197,369,811
2021,9,30,"5,205",321,273,403,945,457,453,449,212,136,535,185,308,528
2021,9,40,"6,855",357,449,522,"1,111",684,633,506,311,230,590,226,506,730
2021,9,50,"8,351",452,618,561,"1,056",724,638,533,474,325,800,393,710,"1,067"
2021,9,60,"10,303",513,766,711,"1,049",712,640,610,771,481,963,608,"1,059","1,420"
2021,9,70,"6,883",316,565,467,696,415,376,346,583,380,670,415,826,828
2021,9,80,"3,554",199,300,248,366,241,192,180,355,246,283,204,377,363
2021,9,90,562,34,50,43,66,42,39,38,49,32,34,35,48,52
2021,9,100,22,4,1,2,0,2,4,2,1,0,1,0,3,2
2021,10,총,"54,473","2,861","3,773","4,095","7,243","4,468","4,028","3,990","3,280","2,128","5,139","2,411","4,542","6,515"
2021,10,0,"2,560",153,137,204,518,277,269,205,48,51,223,65,143,267
2021,10,10,"3,479",184,236,264,539,424,364,259,120,85,250,85,211,458
2021,10,20,"6,766",342,368,680,897,505,421,867,362,173,785,200,367,799
2021,10,30,"5,181",311,275,399,946,452,455,452,212,134,525,186,305,529
2021,10,40,"6,835",363,449,523,"1,103",692,629,501,311,227,590,223,499,725
2021,10,50,"8,344",448,623,558,"1,058",711,643,534,473,327,803,389,709,"1,068"
2021,10,60,"10,292",509,764,711,"1,049",707,639,609,767,476,971,608,"1,061","1,421"
2021,10,70,"6,868",317,566,464,697,419,376,341,581,374,669,416,817,831
2021,10,80,"3,570",197,303,249,368,239,189,183,356,249,288,205,379,365
2021,10,90,557,34,51,41,68,40,39,37,49,32,34,34,48,50
2021,10,100,21,3,1,2,0,2,4,2,1,0,1,0,3,2
2021,11,총,"54,416","2,870","3,772","4,085","7,251","4,428","4,029","3,986","3,278","2,113","5,164","2,411","4,526","6,503"
2021,11,0,"2,549",157,134,198,517,278,269,203,47,51,220,64,142,269
2021,11,10,"3,464",179,235,267,534,425,368,256,118,88,248,84,206,456
2021,11,20,"6,770",349,367,680,902,489,417,863,367,173,789,207,361,806
2021,11,30,"5,164",312,272,396,942,451,454,457,209,128,529,185,302,527
2021,11,40,"6,846",364,453,519,"1,109",691,634,497,311,225,604,222,500,717
2021,11,50,"8,307",448,615,560,"1,058",700,638,531,471,321,804,387,708,"1,066"
2021,11,60,"10,283",505,771,709,"1,047",705,642,612,758,476,977,604,"1,058","1,419"
2021,11,70,"6,884",321,573,465,702,412,377,344,589,374,666,417,814,830
2021,11,80,"3,568",199,299,247,371,234,190,184,358,244,293,206,384,359
2021,11,90,567,35,52,43,69,41,39,36,49,33,34,35,48,53
2021,11,100,14,1,1,1,0,2,1,3,1,0,0,0,3,1
2021,12,총,"54,311","2,870","3,770","4,088","7,256","4,396","4,021","3,969","3,257","2,107","5,179","2,406","4,512","6,480"
2021,12,0,"2,537",153,133,198,512,277,269,201,45,50,224,64,142,269
2021,12,10,"3,459",179,233,266,538,428,370,252,117,89,248,81,201,457
2021,12,20,"6,727",348,370,675,891,484,408,857,361,176,800,207,359,791
2021,12,30,"5,128",313,267,399,939,441,449,455,202,120,530,183,301,529
2021,12,40,"6,841",360,456,519,"1,104",693,638,494,309,227,607,223,490,721
2021,12,50,"8,281",454,615,564,"1,068",689,635,529,465,314,799,388,709,"1,052"
2021,12,60,"10,294",508,775,705,"1,045",705,645,613,758,481,973,601,"1,059","1,426"
2021,12,70,"6,876",322,570,474,711,407,368,345,587,370,666,417,814,825
2021,12,80,"3,574",197,298,245,379,229,196,183,360,245,299,207,383,353
2021,12,90,581,35,52,42,69,42,42,37,52,35,33,35,51,56
2021,12,100,13,1,1,1,0,1,1,3,1,0,0,0,3,1
