년도,월,나이,경상북도 청도군,경상북도 청도군 화양읍,경상북도 청도군 화양읍남성현출장소,경상북도 청도군 청도읍,경상북도 청도군 청도읍유호출장소,경상북도 청도군 각남면,경상북도 청도군 풍각면,경상북도 청도군 각북면,경상북도 청도군 이서면,경상북도 청도군 운문면,경상북도 청도군 금천면,경상북도 청도군 매전면
2020,4,총,"20,937","3,495",566,"5,147",793,"1,027","1,951","1,119","2,199","1,036","1,693","1,911"
2020,4,0,811,247,25,236,11,31,66,36,67,23,39,30
2020,4,10,"1,205",330,17,372,38,36,83,29,149,30,67,54
2020,4,20,"1,750",338,34,528,59,80,136,87,164,75,120,129
2020,4,30,"1,585",328,54,481,61,70,148,62,123,59,84,115
2020,4,40,"2,560",547,71,746,84,98,215,87,258,99,167,188
2020,4,50,"3,948",609,91,949,141,177,388,232,419,240,342,360
2020,4,60,"4,699",611,125,"1,023",208,260,457,311,493,282,421,508
2020,4,70,"2,953",331,89,559,136,185,292,179,372,141,319,350
2020,4,80,"1,306",136,57,235,53,78,149,94,141,78,123,162
2020,4,90,119,18,2,18,2,12,17,2,13,9,11,15
2020,4,100,1,0,1,0,0,0,0,0,0,0,0,0
2020,5,총,"20,913","3,494",569,"5,125",795,"1,020","1,955","1,114","2,206","1,034","1,688","1,913"
2020,5,0,807,242,26,245,11,30,63,34,65,23,37,31
2020,5,10,"1,204",332,18,367,39,34,83,29,150,30,67,55
2020,5,20,"1,746",340,34,525,57,79,141,88,164,74,116,128
2020,5,30,"1,580",330,55,473,60,69,148,61,124,60,84,116
2020,5,40,"2,540",540,70,743,85,96,215,84,258,99,165,185
2020,5,50,"3,930",615,89,935,144,174,378,232,418,240,340,365
2020,5,60,"4,704",606,128,"1,024",205,259,466,311,499,280,423,503
2020,5,70,"2,968",331,87,562,137,191,294,178,376,139,320,353
2020,5,80,"1,312",140,59,232,55,76,149,95,139,79,125,163
2020,5,90,121,18,2,19,2,12,18,2,13,10,11,14
2020,5,100,1,0,1,0,0,0,0,0,0,0,0,0
2020,6,총,"20,857","3,492",565,"5,101",791,"1,020","1,950","1,108","2,198","1,033","1,693","1,906"
2020,6,0,798,240,25,240,11,30,64,34,66,24,34,30
2020,6,10,"1,198",332,17,366,39,34,80,28,148,30,68,56
2020,6,20,"1,728",340,33,519,55,79,140,86,161,72,115,128
2020,6,30,"1,559",328,54,468,57,66,148,60,124,59,84,111
2020,6,40,"2,526",539,68,742,86,94,213,83,254,96,165,186
2020,6,50,"3,920",615,89,928,144,176,379,229,415,239,345,361
2020,6,60,"4,716",607,131,"1,026",204,262,463,312,499,282,426,504
2020,6,70,"2,973",332,85,562,138,191,293,178,379,142,318,355
2020,6,80,"1,317",140,60,232,55,77,151,96,139,79,127,161
2020,6,90,121,19,2,18,2,11,19,2,13,10,11,14
2020,6,100,1,0,1,0,0,0,0,0,0,0,0,0
2020,7,총,"20,859","3,506",564,"5,087",794,"1,016","1,948","1,097","2,199","1,040","1,689","1,919"
2020,7,0,795,238,24,237,11,30,64,35,67,24,34,31
2020,7,10,"1,182",336,17,359,38,34,79,25,143,31,63,57
2020,7,20,"1,733",341,34,523,55,75,140,83,162,72,116,132
2020,7,30,"1,544",331,53,460,56,65,148,58,123,58,82,110
2020,7,40,"2,513",535,69,734,86,95,212,81,252,97,165,187
2020,7,50,"3,936",620,88,931,148,176,379,228,416,243,345,362
2020,7,60,"4,728",609,130,"1,022",203,263,461,312,505,285,429,509
2020,7,70,"2,978",334,86,567,140,191,293,178,378,140,316,355
2020,7,80,"1,328",143,60,236,55,76,152,95,140,81,128,162
2020,7,90,121,19,2,18,2,11,20,2,13,9,11,14
2020,7,100,1,0,1,0,0,0,0,0,0,0,0,0
2020,8,총,"20,863","3,540",559,"5,064",792,"1,014","1,947","1,095","2,202","1,041","1,692","1,917"
2020,8,0,795,246,25,228,11,31,65,34,67,23,34,31
2020,8,10,"1,179",341,16,352,38,34,79,23,142,33,63,58
2020,8,20,"1,725",346,33,516,56,74,139,87,160,70,113,131
2020,8,30,"1,532",330,52,454,55,64,146,58,123,55,82,113
2020,8,40,"2,510",537,67,735,85,92,212,77,255,95,168,187
2020,8,50,"3,928",621,87,932,146,180,377,226,411,244,346,358
2020,8,60,"4,760",623,130,"1,025",203,263,464,312,508,290,432,510
2020,8,70,"2,982",335,85,570,141,187,295,179,379,141,316,354
2020,8,80,"1,329",141,61,235,54,78,150,97,143,81,127,162
2020,8,90,122,20,2,17,3,11,20,2,14,9,11,13
2020,8,100,1,0,1,0,0,0,0,0,0,0,0,0
2020,9,총,"20,836","3,532",554,"5,072",792,"1,009","1,947","1,102","2,191","1,040","1,686","1,911"
2020,9,0,799,247,25,229,12,31,65,35,68,23,35,29
2020,9,10,"1,165",337,16,351,36,33,78,23,141,32,61,57
2020,9,20,"1,715",347,30,519,56,74,135,89,152,69,111,133
2020,9,30,"1,533",329,52,456,56,63,148,56,124,55,81,113
2020,9,40,"2,496",536,66,725,84,91,215,78,250,93,171,187
2020,9,50,"3,901",612,83,929,148,178,374,227,409,246,341,354
2020,9,60,"4,770",622,133,"1,038",203,263,464,316,502,291,430,508
2020,9,70,"3,001",339,86,574,139,187,300,180,385,141,316,354
2020,9,80,"1,331",143,59,234,55,79,147,96,145,81,129,163
2020,9,90,124,20,3,17,3,10,21,2,15,9,11,13
2020,9,100,1,0,1,0,0,0,0,0,0,0,0,0
2020,10,총,"20,828","3,534",550,"5,066",795,"1,008","1,944","1,103","2,194","1,041","1,683","1,910"
2020,10,0,791,243,21,229,12,29,66,35,71,23,34,28
2020,10,10,"1,175",342,17,353,36,33,75,22,145,31,62,59
2020,10,20,"1,717",350,31,515,55,71,136,90,154,70,112,133
2020,10,30,"1,505",321,49,458,55,60,143,55,119,55,80,110
2020,10,40,"2,501",537,66,724,87,97,213,79,252,92,167,187
2020,10,50,"3,890",616,86,922,149,177,374,224,410,245,337,350
2020,10,60,"4,779",620,133,"1,041",203,264,469,320,497,290,432,510
2020,10,70,"3,013",344,85,575,140,188,300,180,383,144,317,357
2020,10,80,"1,334",141,59,234,55,79,147,96,148,82,130,163
2020,10,90,122,20,2,15,3,10,21,2,15,9,12,13
2020,10,100,1,0,1,0,0,0,0,0,0,0,0,0
2020,11,총,"20,791","3,527",551,"5,044",794,"1,015","1,938","1,092","2,204","1,036","1,683","1,907"
2020,11,0,789,243,21,227,15,29,66,34,68,23,34,29
2020,11,10,"1,168",336,19,350,36,34,75,23,147,27,62,59
2020,11,20,"1,700",351,31,507,53,72,133,87,155,69,110,132
2020,11,30,"1,485",322,47,448,54,58,140,54,116,57,81,108
2020,11,40,"2,493",537,66,726,87,97,210,75,256,89,166,184
2020,11,50,"3,878",613,86,915,146,177,378,224,409,247,334,349
2020,11,60,"4,805",621,135,"1,049",204,268,469,317,506,287,437,512
2020,11,70,"3,007",344,85,569,141,189,300,179,384,145,315,356
2020,11,80,"1,341",140,58,235,55,81,147,97,148,83,132,165
2020,11,90,124,20,2,18,3,10,20,2,15,9,12,13
2020,11,100,1,0,1,0,0,0,0,0,0,0,0,0
2020,12,총,"20,775","3,525",556,"5,044",785,"1,020","1,928","1,097","2,198","1,036","1,679","1,907"
2020,12,0,779,242,20,223,14,29,62,34,68,23,34,30
2020,12,10,"1,155",335,20,347,36,36,72,23,142,26,62,56
2020,12,20,"1,709",352,31,513,49,71,132,89,158,71,108,135
2020,12,30,"1,475",319,50,445,50,59,138,56,111,56,81,110
2020,12,40,"2,490",533,67,727,89,98,209,75,253,89,164,186
2020,12,50,"3,881",616,87,922,145,181,371,227,409,241,336,346
2020,12,60,"4,800",620,136,"1,042",206,262,476,314,509,293,433,509
2020,12,70,"3,009",343,86,572,138,189,300,181,382,145,315,358
2020,12,80,"1,356",149,56,236,55,85,147,96,151,83,134,164
2020,12,90,120,16,2,17,3,10,21,2,15,9,12,13
2020,12,100,1,0,1,0,0,0,0,0,0,0,0,0
2021,1,총,"20,782","3,520",550,"5,048",781,"1,034","1,913","1,105","2,209","1,035","1,680","1,907"
2021,1,0,769,241,18,216,15,27,62,33,68,23,35,31
2021,1,10,"1,169",328,20,355,35,41,71,23,151,28,62,55
2021,1,20,"1,683",353,31,506,47,74,128,85,151,73,106,129
2021,1,30,"1,464",307,47,447,49,62,138,58,110,53,81,112
2021,1,40,"2,488",536,63,724,89,99,206,75,259,89,165,183
2021,1,50,"3,865",610,91,923,138,178,363,233,411,240,334,344
2021,1,60,"4,822",633,134,"1,042",210,264,482,317,509,289,429,513
2021,1,70,"3,038",344,86,581,140,194,294,181,387,147,322,362
2021,1,80,"1,362",153,55,235,55,84,150,98,149,84,134,165
2021,1,90,121,15,4,19,3,11,19,2,14,9,12,13
2021,1,100,1,0,1,0,0,0,0,0,0,0,0,0
2021,2,총,"20,769","3,506",552,"5,042",780,"1,036","1,913","1,105","2,212","1,035","1,680","1,908"
2021,2,0,764,237,19,215,15,26,63,33,68,23,36,29
2021,2,10,"1,163",323,20,356,33,41,69,24,152,28,60,57
2021,2,20,"1,657",344,31,491,46,72,125,82,154,76,108,128
2021,2,30,"1,454",308,48,444,48,64,140,56,109,51,78,108
2021,2,40,"2,479",526,64,728,91,99,203,76,254,88,167,183
2021,2,50,"3,858",611,90,920,137,177,363,234,412,237,335,342
2021,2,60,"4,850",642,134,"1,048",210,263,486,317,513,293,429,515
2021,2,70,"3,054",345,87,588,142,199,293,184,385,144,321,366
2021,2,80,"1,366",154,54,231,54,84,155,97,150,86,134,167
2021,2,90,123,16,4,21,4,11,16,2,15,9,12,13
2021,2,100,1,0,1,0,0,0,0,0,0,0,0,0
2021,3,총,"20,705","3,505",552,"5,006",762,"1,028","1,909","1,106","2,209","1,038","1,679","1,911"
2021,3,0,760,232,20,211,15,26,65,34,66,23,37,31
2021,3,10,"1,151",326,19,352,31,39,66,25,151,26,60,56
2021,3,20,"1,629",344,28,478,44,71,124,78,149,76,110,127
2021,3,30,"1,445",306,50,442,48,63,140,56,110,51,75,104
2021,3,40,"2,449",523,62,717,86,94,202,75,251,89,167,183
2021,3,50,"3,832",615,91,913,131,179,355,230,409,235,329,345
2021,3,60,"4,880",641,135,"1,048",210,265,490,325,526,297,426,517
2021,3,70,"3,051",347,88,593,136,194,296,181,379,144,326,367
2021,3,80,"1,383",155,54,231,57,87,155,100,152,88,137,167
2021,3,90,124,16,4,21,4,10,16,2,16,9,12,14
2021,3,100,1,0,1,0,0,0,0,0,0,0,0,0
2021,4,총,"20,707","3,512",561,"4,999",762,"1,029","1,913","1,113","2,190","1,039","1,685","1,904"
2021,4,0,760,236,20,208,16,26,66,35,65,24,35,29
2021,4,10,"1,149",327,20,354,31,39,64,25,148,24,61,56
2021,4,20,"1,620",347,30,472,43,70,123,77,147,76,110,125
2021,4,30,"1,453",306,52,444,48,63,139,56,110,54,75,106
2021,4,40,"2,420",518,62,710,83,94,202,76,242,85,168,180
2021,4,50,"3,820",619,94,906,127,179,360,229,398,239,329,340
2021,4,60,"4,914",641,135,"1,054",213,268,493,330,532,298,430,520
2021,4,70,"3,057",345,88,600,140,191,293,182,381,142,325,370
2021,4,80,"1,384",156,55,230,57,89,156,101,151,87,139,163
2021,4,90,129,17,4,21,4,10,17,2,16,10,13,15
2021,4,100,1,0,1,0,0,0,0,0,0,0,0,0
2021,5,총,"20,642","3,513",552,"4,979",762,"1,035","1,904","1,107","2,190","1,034","1,671","1,895"
2021,5,0,752,238,20,203,16,26,66,34,65,21,34,29
2021,5,10,"1,155",330,19,359,30,41,64,24,145,28,60,55
2021,5,20,"1,606",348,27,469,44,70,122,76,146,74,110,120
2021,5,30,"1,422",300,53,434,47,63,135,53,112,54,71,100
2021,5,40,"2,387",518,60,690,83,94,197,72,243,86,166,178
2021,5,50,"3,810",618,92,901,129,175,363,235,397,233,325,342
2021,5,60,"4,943",644,133,"1,068",210,276,497,327,532,303,430,523
2021,5,70,"3,057",344,90,602,142,191,288,183,383,138,327,369
2021,5,80,"1,382",157,53,232,57,89,155,102,151,87,135,164
2021,5,90,127,16,4,21,4,10,17,1,16,10,13,15
2021,5,100,1,0,1,0,0,0,0,0,0,0,0,0
2021,6,총,"20,580","3,520",553,"4,972",760,"1,031","1,907","1,096","2,175","1,027","1,659","1,880"
2021,6,0,747,240,20,197,15,26,66,35,64,21,34,29
2021,6,10,"1,145",333,19,355,29,40,68,24,139,27,57,54
2021,6,20,"1,590",351,27,460,44,70,123,71,147,72,109,116
2021,6,30,"1,413",296,53,439,46,61,134,53,112,54,68,97
2021,6,40,"2,369",520,61,686,84,93,195,72,240,82,166,170
2021,6,50,"3,795",614,92,903,127,173,362,232,395,233,321,343
2021,6,60,"4,954",644,131,"1,074",212,279,504,324,531,302,427,526
2021,6,70,"3,051",350,92,600,141,189,285,182,383,139,328,362
2021,6,80,"1,388",157,53,237,58,90,153,101,148,87,136,168
2021,6,90,127,15,4,21,4,10,17,2,16,10,13,15
2021,6,100,1,0,1,0,0,0,0,0,0,0,0,0
2021,7,총,"20,551","3,512",556,"4,945",767,"1,026","1,904","1,092","2,182","1,028","1,670","1,869"
2021,7,0,731,237,20,191,16,28,62,33,62,20,34,28
2021,7,10,"1,139",330,19,354,29,37,66,25,141,28,57,53
2021,7,20,"1,584",358,28,451,43,69,122,72,145,74,105,117
2021,7,30,"1,406",294,53,439,44,58,133,51,113,53,73,95
2021,7,40,"2,361",516,63,680,85,94,196,71,240,83,166,167
2021,7,50,"3,790",609,92,902,131,170,363,230,401,229,322,341
2021,7,60,"4,979",642,130,"1,077",214,280,506,326,536,305,437,526
2021,7,70,"3,041",353,93,595,140,190,286,179,378,139,328,360
2021,7,80,"1,391",158,53,235,60,90,153,103,150,86,135,168
2021,7,90,128,15,4,21,5,10,17,2,16,11,13,14
2021,7,100,1,0,1,0,0,0,0,0,0,0,0,0
2021,8,총,"20,518","3,502",557,"4,932",766,"1,027","1,899","1,095","2,181","1,026","1,667","1,866"
2021,8,0,740,241,19,190,17,31,63,33,62,20,36,28
2021,8,10,"1,128",321,19,354,28,37,64,26,143,27,55,54
2021,8,20,"1,563",350,27,447,42,67,124,71,141,74,103,117
2021,8,30,"1,403",296,53,430,44,59,134,51,115,53,73,95
2021,8,40,"2,355",517,64,681,84,93,195,70,236,81,169,165
2021,8,50,"3,777",608,92,901,127,169,362,231,400,230,317,340
2021,8,60,"4,993",647,132,"1,079",217,282,503,325,535,303,441,529
2021,8,70,"3,038",349,92,593,142,188,287,179,385,141,326,356
2021,8,80,"1,393",159,54,237,60,91,152,107,146,86,134,167
2021,8,90,127,14,4,20,5,10,15,2,18,11,13,15
2021,8,100,1,0,1,0,0,0,0,0,0,0,0,0
2021,9,총,"20,484","3,500",556,"4,935",764,"1,016","1,902","1,099","2,173","1,021","1,660","1,858"
2021,9,0,730,240,17,191,16,29,60,32,60,19,38,28
2021,9,10,"1,125",320,17,351,27,37,67,26,144,28,55,53
2021,9,20,"1,518",337,29,443,43,64,122,70,135,72,94,109
2021,9,30,"1,406",305,51,430,43,57,135,52,119,53,71,90
2021,9,40,"2,351",513,65,679,81,90,195,73,235,81,172,167
2021,9,50,"3,774",610,89,909,130,170,359,227,396,229,316,339
2021,9,60,"5,007",651,137,"1,077",215,277,510,328,536,303,438,535
2021,9,70,"3,035",348,92,595,144,191,286,177,383,141,326,352
2021,9,80,"1,411",162,54,241,60,91,153,112,147,85,135,171
2021,9,90,126,14,4,19,5,10,15,2,18,10,15,14
2021,9,100,1,0,1,0,0,0,0,0,0,0,0,0
2021,10,총,"20,495","3,503",552,"4,937",762,"1,022","1,898","1,100","2,181","1,022","1,660","1,858"
2021,10,0,720,241,17,189,16,28,58,31,60,16,36,28
2021,10,10,"1,118",318,17,349,26,38,67,24,146,29,52,52
2021,10,20,"1,516",330,28,445,42,66,123,71,135,71,96,109
2021,10,30,"1,412",315,49,426,43,57,136,50,117,54,74,91
2021,10,40,"2,346",511,64,680,82,93,194,72,236,80,167,167
2021,10,50,"3,778",608,89,914,130,167,358,228,399,229,319,337
2021,10,60,"5,017",652,136,"1,077",213,279,511,332,536,307,436,538
2021,10,70,"3,053",351,93,598,146,193,284,178,390,140,325,355
2021,10,80,"1,409",163,54,241,60,91,153,111,144,86,139,167
2021,10,90,125,14,4,18,4,10,14,3,18,10,16,14
2021,10,100,1,0,1,0,0,0,0,0,0,0,0,0
2021,11,총,"20,549","3,515",556,"4,950",763,"1,033","1,901","1,103","2,190","1,021","1,655","1,862"
2021,11,0,723,236,17,193,17,30,59,31,60,16,35,29
2021,11,10,"1,118",320,17,347,26,39,66,24,146,28,54,51
2021,11,20,"1,507",330,29,444,41,66,124,70,129,72,90,112
2021,11,30,"1,410",317,48,425,40,56,137,52,120,52,71,92
2021,11,40,"2,364",512,64,681,85,97,196,73,239,78,170,169
2021,11,50,"3,782",612,89,919,125,171,357,225,397,231,319,337
2021,11,60,"5,045",655,139,"1,081",216,279,507,338,546,306,438,540
2021,11,70,"3,062",352,91,603,149,194,291,176,391,142,321,352
2021,11,80,"1,411",165,57,239,59,91,151,111,144,86,141,167
2021,11,90,126,16,4,18,5,10,13,3,18,10,16,13
2021,11,100,1,0,1,0,0,0,0,0,0,0,0,0
2021,12,총,"20,598","3,530",564,"4,961",762,"1,028","1,894","1,103","2,199","1,026","1,659","1,872"
2021,12,0,722,235,20,190,17,30,58,31,62,16,33,30
2021,12,10,"1,137",329,17,359,25,37,66,25,145,28,52,54
2021,12,20,"1,505",325,31,442,42,66,121,67,131,73,96,111
2021,12,30,"1,395",314,46,422,39,53,133,51,121,53,72,91
2021,12,40,"2,376",525,66,679,86,95,196,75,237,80,170,167
2021,12,50,"3,766",606,90,911,120,176,350,228,397,230,321,337
2021,12,60,"5,080",662,141,"1,095",221,277,514,334,549,309,435,543
2021,12,70,"3,071",353,91,602,150,195,292,179,395,138,318,358
2021,12,80,"1,412",164,56,242,57,87,150,110,144,89,145,168
2021,12,90,134,17,6,19,5,12,14,3,18,10,17,13
2021,12,100,0,0,0,0,0,0,0,0,0,0,0,0
