년도,월,나이,경상북도 칠곡군,경상북도 칠곡군 왜관읍,경상북도 칠곡군 북삼읍,경상북도 칠곡군 석적읍,경상북도 칠곡군 지천면,경상북도 칠곡군 동명면,경상북도 칠곡군 가산면,경상북도 칠곡군 약목면,경상북도 칠곡군 기산면
2020,6,70,"7,585","2,412","1,031",736,709,765,519,"1,022",391
2020,6,80,"4,306","1,452",514,346,463,458,255,564,254
2020,6,90,605,191,62,45,62,86,52,70,37
2020,6,100,40,20,1,5,4,0,3,4,3
2020,7,총,"115,177","33,652","23,485","31,469","4,312","5,421","3,481","10,070","3,287"
2020,7,0,"9,855","2,425","1,864","4,660",89,144,73,364,236
2020,7,10,"11,598","3,449","3,107","3,693",133,169,140,731,176
2020,7,20,"12,253","3,967","2,797","3,121",318,436,255,"1,123",236
2020,7,30,"15,617","3,582","2,406","7,629",290,366,228,775,341
2020,7,40,"20,608","5,563","5,072","6,789",390,524,359,"1,476",435
2020,7,50,"19,454","6,315","4,545","2,917",861,"1,181",763,"2,294",578
2020,7,60,"13,219","4,260","2,078","1,516",994,"1,298",830,"1,646",597
2020,7,70,"7,612","2,422","1,037",747,707,765,519,"1,022",393
2020,7,80,"4,318","1,457",516,348,465,453,258,565,256
2020,7,90,603,192,62,44,61,85,53,70,36
2020,7,100,40,20,1,5,4,0,3,4,3
2020,8,총,"114,889","33,606","23,449","31,378","4,281","5,381","3,466","10,061","3,267"
2020,8,0,"9,772","2,397","1,854","4,633",89,134,71,360,234
2020,8,10,"11,569","3,436","3,094","3,692",131,166,142,730,178
2020,8,20,"12,162","3,954","2,772","3,090",310,433,254,"1,122",227
2020,8,30,"15,450","3,550","2,381","7,547",285,356,222,769,340
2020,8,40,"20,578","5,558","5,076","6,797",380,516,358,"1,468",425
2020,8,50,"19,468","6,317","4,557","2,950",851,"1,169",757,"2,292",575
2020,8,60,"13,293","4,286","2,099","1,532","1,000","1,299",826,"1,649",602
2020,8,70,"7,617","2,427","1,033",742,703,771,518,"1,031",392
2020,8,80,"4,327","1,467",521,345,466,449,260,563,256
2020,8,90,613,194,61,45,62,88,55,73,35
2020,8,100,40,20,1,5,4,0,3,4,3
2020,9,총,"114,719","33,529","23,567","31,259","4,271","5,359","3,464","10,012","3,258"
2020,9,0,"9,696","2,382","1,855","4,589",88,128,71,350,233
2020,9,10,"11,544","3,416","3,091","3,700",129,168,140,723,177
2020,9,20,"12,106","3,924","2,804","3,053",304,426,253,"1,115",227
2020,9,30,"15,319","3,528","2,388","7,469",283,354,218,745,334
2020,9,40,"20,525","5,534","5,070","6,792",374,510,361,"1,458",426
2020,9,50,"19,507","6,316","4,613","2,972",849,"1,165",751,"2,271",570
2020,9,60,"13,404","4,323","2,122","1,543","1,005","1,303",833,"1,672",603
2020,9,70,"7,626","2,424","1,040",746,704,767,519,"1,037",389
2020,9,80,"4,343","1,472",522,345,469,449,262,566,258
2020,9,90,609,190,61,45,62,89,53,71,38
2020,9,100,40,20,1,5,4,0,3,4,3
2020,10,총,"114,780","33,500","23,844","31,202","4,262","5,345","3,475","9,913","3,239"
2020,10,0,"9,609","2,361","1,869","4,534",83,125,70,332,235
2020,10,10,"11,542","3,413","3,107","3,709",129,171,144,703,166
2020,10,20,"12,144","3,918","2,861","3,058",306,417,251,"1,105",228
2020,10,30,"15,174","3,489","2,427","7,358",275,348,217,725,335
2020,10,40,"20,533","5,527","5,089","6,834",364,516,358,"1,426",419
2020,10,50,"19,579","6,304","4,699","2,999",848,"1,147",751,"2,261",570
2020,10,60,"13,547","4,371","2,157","1,563","1,017","1,310",845,"1,679",605
2020,10,70,"7,637","2,425","1,048",748,704,769,519,"1,040",384
2020,10,80,"4,359","1,481",526,348,468,449,264,565,258
2020,10,90,616,191,60,46,64,93,53,73,36
2020,10,100,40,20,1,5,4,0,3,4,3
2020,11,총,"114,951","33,464","24,090","31,192","4,239","5,313","3,532","9,871","3,250"
2020,11,0,"9,565","2,338","1,876","4,493",78,125,89,329,237
2020,11,10,"11,541","3,406","3,123","3,718",124,169,145,692,164
2020,11,20,"12,149","3,905","2,899","3,047",308,415,250,"1,096",229
2020,11,30,"15,061","3,450","2,438","7,287",276,338,227,710,335
2020,11,40,"20,635","5,511","5,140","6,893",365,507,367,"1,424",428
2020,11,50,"19,644","6,313","4,769","3,018",839,"1,135",752,"2,243",575
2020,11,60,"13,671","4,411","2,205","1,583","1,011","1,307",857,"1,691",606
2020,11,70,"7,649","2,433","1,050",753,699,773,522,"1,037",382
2020,11,80,"4,383","1,488",529,348,471,451,267,573,256
2020,11,90,612,189,60,47,64,93,52,72,35
2020,11,100,41,20,1,5,4,0,4,4,3
2020,12,총,"114,758","33,444","24,305","30,889","4,234","5,312","3,520","9,824","3,230"
2020,12,0,"9,524","2,336","1,900","4,447",78,122,89,321,231
2020,12,10,"11,541","3,394","3,140","3,718",125,168,142,687,167
2020,12,20,"12,032","3,890","2,918","2,929",309,416,249,"1,092",229
2020,12,30,"14,876","3,454","2,491","7,072",273,340,221,702,323
2020,12,40,"20,660","5,499","5,164","6,926",367,502,364,"1,412",426
2020,12,50,"19,625","6,287","4,812","3,042",821,"1,121",743,"2,233",566
2020,12,60,"13,758","4,434","2,230","1,595","1,023","1,313",861,"1,693",609
2020,12,70,"7,677","2,447","1,054",754,697,781,525,"1,036",383
2020,12,80,"4,406","1,488",533,356,472,455,271,576,255
2020,12,90,618,195,62,45,65,94,51,68,38
2020,12,100,41,20,1,5,4,0,4,4,3
2021,1,총,"114,777","33,437","24,402","30,915","4,207","5,308","3,503","9,785","3,220"
2021,1,0,"9,489","2,323","1,905","4,435",77,119,86,315,229
2021,1,10,"11,545","3,397","3,146","3,728",113,172,141,683,165
2021,1,20,"11,993","3,871","2,937","2,915",308,410,247,"1,079",226
2021,1,30,"14,778","3,458","2,491","7,006",267,334,219,687,316
2021,1,40,"20,646","5,484","5,160","6,977",359,494,356,"1,394",422
2021,1,50,"19,673","6,264","4,852","3,087",812,"1,122",735,"2,236",565
2021,1,60,"13,879","4,485","2,253","1,606","1,032","1,321",865,"1,705",612
2021,1,70,"7,691","2,451","1,061",751,698,782,527,"1,035",386
2021,1,80,"4,421","1,486",536,361,473,459,270,581,255
2021,1,90,622,197,60,44,65,95,53,67,41
2021,1,100,40,21,1,5,3,0,4,3,3
2021,2,총,"114,691","33,373","24,465","30,897","4,204","5,313","3,503","9,727","3,209"
2021,2,0,"9,412","2,298","1,903","4,393",78,119,88,310,223
2021,2,10,"11,537","3,395","3,155","3,728",112,171,139,669,168
2021,2,20,"11,904","3,842","2,914","2,911",303,411,244,"1,054",225
2021,2,30,"14,617","3,428","2,473","6,902",267,328,218,686,315
2021,2,40,"20,668","5,440","5,200","7,018",360,493,355,"1,383",419
2021,2,50,"19,744","6,287","4,873","3,152",809,"1,107",724,"2,228",564
2021,2,60,"13,995","4,515","2,287","1,623","1,033","1,342",880,"1,711",604
2021,2,70,"7,696","2,465","1,051",752,701,780,527,"1,031",389
2021,2,80,"4,446","1,481",547,369,472,467,268,585,257
2021,2,90,633,201,62,44,66,95,56,67,42
2021,2,100,39,21,0,5,3,0,4,3,3
2021,3,총,"114,381","33,241","24,402","30,859","4,186","5,309","3,474","9,705","3,205"
2021,3,0,"9,311","2,281","1,871","4,354",73,117,85,309,221
2021,3,10,"11,462","3,364","3,139","3,721",108,168,134,659,169
2021,3,20,"11,831","3,807","2,901","2,917",298,406,238,"1,047",217
2021,3,30,"14,467","3,390","2,464","6,815",258,332,218,674,316
2021,3,40,"20,624","5,413","5,169","7,058",358,486,349,"1,373",418
2021,3,50,"19,711","6,272","4,884","3,172",797,"1,092",716,"2,215",563
2021,3,60,"14,157","4,556","2,312","1,649","1,049","1,360",882,"1,737",612
2021,3,70,"7,689","2,468","1,050",754,701,778,526,"1,031",381
2021,3,80,"4,489","1,491",550,375,473,478,269,591,262
2021,3,90,621,188,62,43,69,92,57,67,43
2021,3,100,19,11,0,1,2,0,0,2,3
2021,4,총,"114,297","33,202","24,382","30,874","4,200","5,325","3,440","9,673","3,201"
2021,4,0,"9,222","2,273","1,861","4,299",75,122,71,302,219
2021,4,10,"11,439","3,331","3,119","3,752",116,167,131,655,168
2021,4,20,"11,825","3,822","2,903","2,920",293,400,232,"1,036",219
2021,4,30,"14,361","3,363","2,448","6,764",258,337,206,668,317
2021,4,40,"20,641","5,401","5,157","7,107",365,482,353,"1,361",415
2021,4,50,"19,701","6,270","4,878","3,199",796,"1,081",708,"2,213",556
2021,4,60,"14,286","4,574","2,358","1,666","1,054","1,382",890,"1,744",618
2021,4,70,"7,663","2,468","1,051",746,692,778,521,"1,031",376
2021,4,80,"4,504","1,496",542,375,477,482,272,594,266
2021,4,90,635,193,65,45,71,94,56,67,44
2021,4,100,20,11,0,1,3,0,0,2,3
2021,5,총,"114,029","33,016","24,412","30,891","4,173","5,303","3,417","9,646","3,171"
2021,5,0,"9,166","2,261","1,851","4,269",76,123,71,302,213
2021,5,10,"11,415","3,322","3,117","3,750",113,168,128,646,171
2021,5,20,"11,811","3,804","2,926","2,928",297,395,228,"1,021",212
2021,5,30,"14,286","3,347","2,442","6,733",255,334,200,660,315
2021,5,40,"20,566","5,346","5,142","7,131",361,473,348,"1,354",411
2021,5,50,"19,708","6,250","4,906","3,220",793,"1,077",707,"2,199",556
2021,5,60,"14,308","4,562","2,369","1,686","1,049","1,379",886,"1,764",613
2021,5,70,"7,623","2,437","1,052",746,683,773,526,"1,037",369
2021,5,80,"4,486","1,486",540,382,472,487,265,592,262
2021,5,90,638,190,67,45,71,92,58,69,46
2021,5,100,22,11,0,1,3,2,0,2,3
2021,6,총,"114,016","33,008","24,399","30,915","4,141","5,337","3,411","9,627","3,178"
2021,6,0,"9,090","2,252","1,833","4,230",72,126,69,295,213
2021,6,10,"11,419","3,309","3,119","3,773",112,171,124,641,170
2021,6,20,"11,752","3,794","2,915","2,910",290,400,222,"1,011",210
2021,6,30,"14,245","3,347","2,425","6,718",252,332,201,653,317
2021,6,40,"20,540","5,328","5,130","7,164",356,466,340,"1,344",412
2021,6,50,"19,712","6,256","4,900","3,237",778,"1,085",706,"2,197",553
2021,6,60,"14,463","4,598","2,410","1,713","1,046","1,400",897,"1,783",616
2021,6,70,"7,629","2,422","1,056",744,691,777,530,"1,038",371
2021,6,80,"4,503","1,499",542,380,470,487,265,594,266
2021,6,90,641,192,69,45,72,91,57,68,47
2021,6,100,22,11,0,1,2,2,0,3,3
2021,7,총,"113,981","32,939","24,419","30,963","4,131","5,340","3,408","9,624","3,157"
2021,7,0,"9,000","2,228","1,804","4,194",72,127,70,297,208
2021,7,10,"11,413","3,294","3,134","3,779",111,172,121,634,168
2021,7,20,"11,735","3,768","2,918","2,937",284,384,224,"1,011",209
2021,7,30,"14,135","3,324","2,396","6,668",251,330,200,656,310
2021,7,40,"20,515","5,314","5,125","7,184",354,473,334,"1,328",403
2021,7,50,"19,779","6,245","4,936","3,283",776,"1,083",706,"2,199",551
2021,7,60,"14,575","4,640","2,428","1,740","1,047","1,405",897,"1,796",622
2021,7,70,"7,634","2,417","1,064",743,691,778,531,"1,037",373
2021,7,80,"4,524","1,503",545,386,471,492,268,594,265
2021,7,90,648,194,69,48,72,94,57,69,45
2021,7,100,23,12,0,1,2,2,0,3,3
2021,8,총,"114,021","32,948","24,433","31,011","4,117","5,355","3,408","9,606","3,143"
2021,8,0,"8,924","2,213","1,781","4,173",76,124,67,286,204
2021,8,10,"11,417","3,296","3,140","3,784",111,173,116,626,171
2021,8,20,"11,751","3,769","2,917","2,955",278,392,225,"1,011",204
2021,8,30,"14,040","3,304","2,385","6,626",242,330,202,648,303
2021,8,40,"20,480","5,292","5,110","7,217",348,469,333,"1,310",401
2021,8,50,"19,839","6,252","4,950","3,322",776,"1,082",705,"2,200",552
2021,8,60,"14,694","4,684","2,469","1,750","1,049","1,414",900,"1,806",622
2021,8,70,"7,658","2,420","1,065",746,692,782,536,"1,048",369
2021,8,80,"4,545","1,511",544,386,474,497,266,597,270
2021,8,90,651,195,72,51,69,91,58,71,44
2021,8,100,22,12,0,1,2,1,0,3,3
2021,9,총,"113,870","32,877","24,361","31,071","4,097","5,364","3,382","9,579","3,139"
2021,9,0,"8,855","2,198","1,745","4,161",76,127,63,286,199
2021,9,10,"11,400","3,274","3,142","3,798",105,171,114,625,171
2021,9,20,"11,628","3,731","2,871","2,960",276,389,215,987,199
2021,9,30,"13,960","3,292","2,368","6,595",242,331,193,641,298
2021,9,40,"20,524","5,284","5,119","7,259",351,469,337,"1,303",402
2021,9,50,"19,856","6,259","4,938","3,344",771,"1,082",704,"2,206",552
2021,9,60,"14,746","4,696","2,482","1,762","1,047","1,411",900,"1,814",634
2021,9,70,"7,649","2,427","1,065",748,690,783,532,"1,035",369
2021,9,80,"4,575","1,506",554,392,471,507,266,611,268
2021,9,90,656,198,77,51,67,93,58,68,44
2021,9,100,21,12,0,1,1,1,0,3,3
2021,10,총,"113,843","32,840","24,358","31,111","4,098","5,353","3,386","9,560","3,137"
2021,10,0,"8,807","2,171","1,752","4,145",77,122,64,281,195
2021,10,10,"11,389","3,282","3,133","3,801",99,167,111,618,178
2021,10,20,"11,592","3,704","2,856","2,970",282,388,215,980,197
2021,10,30,"13,886","3,261","2,362","6,572",241,329,192,634,295
2021,10,40,"20,515","5,271","5,108","7,275",351,463,341,"1,299",407
2021,10,50,"19,891","6,272","4,949","3,381",768,"1,074",704,"2,197",546
2021,10,60,"14,811","4,713","2,499","1,769","1,046","1,418",902,"1,829",635
2021,10,70,"7,664","2,433","1,067",755,690,784,534,"1,034",367
2021,10,80,"4,597","1,517",556,387,473,512,265,617,270
2021,10,90,669,204,76,55,70,94,58,68,44
2021,10,100,22,12,0,1,1,2,0,3,3
2021,11,총,"113,896","32,794","24,368","31,170","4,104","5,347","3,427","9,541","3,145"
2021,11,0,"8,774","2,158","1,749","4,110",80,125,82,275,195
2021,11,10,"11,359","3,274","3,117","3,810",99,164,110,604,181
2021,11,20,"11,602","3,698","2,867","2,982",283,382,215,978,197
2021,11,30,"13,825","3,257","2,359","6,531",238,323,197,631,289
2021,11,40,"20,523","5,247","5,089","7,333",350,459,342,"1,293",410
2021,11,50,"19,965","6,274","4,984","3,411",768,"1,081",708,"2,194",545
2021,11,60,"14,874","4,727","2,495","1,793","1,051","1,420",912,"1,835",641
2021,11,70,"7,669","2,426","1,077",760,686,787,532,"1,038",363
2021,11,80,"4,616","1,518",555,387,480,510,270,619,277
2021,11,90,670,206,76,52,68,94,59,71,44
2021,11,100,19,9,0,1,1,2,0,3,3
2021,12,총,"113,822","32,755","24,383","31,178","4,096","5,335","3,428","9,523","3,124"
2021,12,0,"8,686","2,143","1,732","4,077",79,118,83,269,185
2021,12,10,"11,350","3,271","3,120","3,812",99,155,108,601,184
2021,12,20,"11,574","3,695","2,862","2,960",282,380,214,984,197
2021,12,30,"13,720","3,222","2,345","6,488",233,324,195,630,283
2021,12,40,"20,557","5,228","5,099","7,384",351,456,351,"1,276",412
2021,12,50,"20,000","6,277","5,007","3,443",760,"1,076",701,"2,195",541
2021,12,60,"14,926","4,752","2,499","1,805","1,053","1,423",907,"1,845",642
2021,12,70,"7,686","2,421","1,084",771,687,799,537,"1,027",360
2021,12,80,"4,635","1,530",558,385,482,509,273,625,273
2021,12,90,670,207,77,53,69,93,59,68,44
2021,12,100,18,9,0,0,1,2,0,3,3
