년도,월,나이,고양시,덕양구,주교동,원신동,흥도동,성사1동,성사2동,효자동,삼송동,창릉동,고양동,관산동,능곡동,화정1동,화정2동,행주동,행신1동,행신2동,행신3동,화전동,대덕동,일산동구,식사동,중산동,정발산동,풍산동,백석1동,백석2동,마두1동,마두2동,장항1동,장항2동,고봉동,일산서구,일산1동,일산2동,일산3동,탄현동,주엽1동,주엽2동,대화동,송포동,송산동
2020,6,30,"70,706","33,896",853,"1,950","3,764","1,288",683,"1,180","2,134","2,284","1,792","2,258",944,"2,193","2,125","1,301","1,443","2,556","2,628","2,356",164,"18,721","1,657","2,790","1,513","2,333","2,282","1,694","1,065",686,766,"2,362","1,573","18,089","1,684","1,027","1,693","3,588","1,537","1,631","2,686","1,428","2,815"
2020,6,40,"89,330","39,691","1,182","2,216","4,293","1,849",855,935,"1,821","1,833","2,760","3,102","1,200","2,879","3,014","1,578","1,760","2,482","3,710","2,038",184,"24,708","3,214","3,559","1,765","3,318","2,400","1,898","1,937","1,319","1,015","2,369","1,914","24,931","2,129","1,346","3,290","4,564","2,128","2,250","2,648","1,788","4,788"
2020,6,50,"95,677","40,998","1,742","1,526","2,995","2,151","1,014",757,"1,494","1,283","2,677","3,538","1,640","3,738","2,846","2,215","2,062","2,957","4,556","1,508",299,"27,312","3,114","4,391","2,139","3,331","2,680","1,966","2,399","1,544",986,"2,345","2,417","27,367","2,553","2,104","3,211","4,697","2,383","2,490","3,214","1,962","4,753"
2020,6,60,"57,941","27,001","1,151","1,276","2,121","1,346",778,454,"1,254",985,"1,880","2,747","1,149","1,962","1,513","1,459","1,353","1,668","2,474","1,163",268,"15,747","1,460","2,638","1,366","1,988","1,548","1,094","1,303",774,619,"1,225","1,732","15,193","1,558","1,329","1,598","2,210","1,489","1,515","1,831","1,106","2,557"
2020,6,70,"26,171","12,970",540,590,"1,115",651,397,220,683,481,"1,081","1,386",564,"1,009",665,615,535,754,"1,050",510,124,"6,569",558,"1,134",635,828,592,474,520,346,230,493,759,"6,632",766,536,579,923,683,751,788,501,"1,105"
2020,6,80,"11,491","5,210",200,181,347,280,185,73,221,140,408,472,217,592,369,257,258,324,476,171,39,"3,054",230,523,255,388,292,204,245,238,69,320,290,"3,227",335,244,300,461,431,474,319,237,426
2020,6,90,"1,190",510,20,19,25,23,13,18,16,25,40,45,15,57,30,18,22,35,62,23,4,335,26,71,28,43,19,26,29,37,3,32,21,345,35,28,35,49,54,66,30,17,31
2020,6,100,84,54,2,1,0,1,1,9,5,1,5,12,2,4,1,1,1,1,0,5,2,19,1,4,3,0,2,0,3,1,1,2,2,11,1,0,1,0,1,3,2,1,2
2020,7,총,"527,701","234,514","7,885","11,490","21,965","10,922","5,604","5,486","10,788","10,237","15,457","18,616","8,117","18,666","16,379","10,099","10,924","16,150","22,643","11,585","1,501","145,684","16,745","23,127","11,586","19,066","14,860","10,157","11,873","7,896","5,488","12,927","11,959","147,503","13,583","9,400","17,639","25,856","13,298","13,832","17,464","10,779","25,652"
2020,7,0,"42,816","19,917",322,"1,629","2,808",704,339,767,"1,091","1,301","1,234","1,145",512,"1,086","1,409",409,808,"1,212","1,495","1,602",44,"10,940","1,727","1,819",682,"1,693","1,094",466,763,641,710,607,738,"11,959","1,046",486,"1,396","2,506",997,"1,065","1,181",844,"2,438"
2020,7,10,"54,724","21,495",700,918,"1,926","1,035",571,358,741,774,"1,688","1,489",684,"1,968","2,003",661,"1,056","1,540","2,532",760,91,"15,592","2,394","2,446","1,111","2,388","1,487",726,"1,720","1,147",487,824,862,"17,637","1,416",829,"3,039","2,950","1,693","1,657","1,635","1,207","3,211"
2020,7,20,"77,169","32,554","1,203","1,178","2,530","1,562",780,677,"1,312","1,120","1,915","2,405","1,189","3,155","2,391","1,599","1,623","2,638","3,672","1,323",282,"22,604","2,344","3,723","2,103","2,757","2,467","1,605","1,903","1,156",600,"2,320","1,626","22,011","2,092","1,489","2,502","3,881","1,922","1,929","3,019","1,684","3,493"
2020,7,30,"70,663","33,863",855,"1,939","3,733","1,305",672,"1,183","2,133","2,270","1,780","2,238",946,"2,201","2,125","1,299","1,446","2,550","2,622","2,402",164,"18,706","1,650","2,782","1,509","2,321","2,289","1,689","1,062",689,763,"2,365","1,587","18,094","1,655","1,018","1,701","3,601","1,546","1,634","2,712","1,416","2,811"
2020,7,40,"89,221","39,710","1,176","2,211","4,332","1,835",848,944,"1,824","1,846","2,738","3,106","1,205","2,876","3,001","1,576","1,765","2,474","3,701","2,068",184,"24,629","3,212","3,561","1,751","3,305","2,376","1,895","1,927","1,312","1,019","2,357","1,914","24,882","2,132","1,317","3,280","4,552","2,134","2,239","2,669","1,789","4,770"
2020,7,50,"95,713","41,026","1,718","1,538","3,006","2,157","1,019",771,"1,507","1,290","2,672","3,545","1,628","3,732","2,858","2,211","2,049","2,938","4,552","1,539",296,"27,340","3,138","4,381","2,134","3,347","2,678","1,967","2,402","1,550",983,"2,354","2,406","27,347","2,534","2,119","3,189","4,698","2,353","2,480","3,234","1,961","4,779"
2020,7,60,"58,325","27,142","1,152","1,281","2,132","1,367",774,460,"1,255",985,"1,893","2,754","1,154","1,986","1,519","1,461","1,360","1,691","2,482","1,165",271,"15,852","1,459","2,665","1,371","1,991","1,560","1,105","1,304",779,621,"1,245","1,752","15,331","1,569","1,332","1,616","2,238","1,491","1,531","1,857","1,117","2,580"
2020,7,70,"26,257","12,998",538,597,"1,120",652,397,222,683,487,"1,082","1,399",562,"1,006",666,609,539,752,"1,048",517,122,"6,604",562,"1,144",640,834,595,478,517,347,232,498,757,"6,655",767,536,577,923,677,756,801,505,"1,113"
2020,7,80,"11,540","5,252",199,180,353,281,190,77,223,139,409,479,219,597,375,255,256,322,477,180,41,"3,057",231,530,253,386,290,201,243,237,69,324,293,"3,231",337,247,300,458,431,473,324,238,423
2020,7,90,"1,187",502,20,18,25,23,13,18,14,24,40,44,16,55,31,18,21,32,62,24,4,341,27,72,29,44,22,25,29,37,3,31,22,344,34,27,38,49,53,64,30,17,32
2020,7,100,86,55,2,1,0,1,1,9,5,1,6,12,2,4,1,1,1,1,0,5,2,19,1,4,3,0,2,0,3,1,1,2,2,12,1,0,1,0,1,4,2,1,2
2020,8,총,"527,215","234,249","7,868","11,471","21,971","10,910","5,584","5,512","10,781","10,249","15,425","18,592","8,100","18,672","16,322","10,077","10,876","16,134","22,545","11,687","1,473","145,582","16,809","23,040","11,574","19,003","14,800","10,165","11,899","7,906","5,506","12,925","11,955","147,384","13,545","9,368","17,638","25,730","13,261","13,833","17,566","10,781","25,662"
2020,8,0,"42,524","19,775",320,"1,604","2,788",696,339,772,"1,094","1,312","1,219","1,125",510,"1,079","1,400",404,789,"1,209","1,461","1,610",44,"10,866","1,714","1,805",674,"1,684","1,081",461,760,645,720,591,731,"11,883","1,026",474,"1,390","2,465",999,"1,070","1,191",842,"2,426"
2020,8,10,"54,475","21,413",694,923,"1,930","1,032",571,368,744,760,"1,692","1,484",670,"1,977","1,980",661,"1,039","1,520","2,528",757,83,"15,525","2,410","2,423","1,098","2,366","1,467",725,"1,727","1,147",488,823,851,"17,537","1,407",814,"3,040","2,927","1,687","1,631","1,631","1,199","3,201"
2020,8,20,"77,084","32,458","1,199","1,167","2,531","1,574",778,674,"1,294","1,122","1,902","2,403","1,191","3,147","2,378","1,581","1,625","2,646","3,658","1,321",267,"22,593","2,353","3,704","2,102","2,754","2,457","1,609","1,907","1,159",597,"2,316","1,635","22,033","2,095","1,485","2,501","3,880","1,918","1,944","3,033","1,688","3,489"
2020,8,30,"70,490","33,782",863,"1,916","3,712","1,299",658,"1,181","2,131","2,269","1,771","2,219",946,"2,201","2,130","1,309","1,427","2,550","2,594","2,443",163,"18,667","1,667","2,725","1,508","2,303","2,260","1,690","1,068",699,763,"2,401","1,583","18,041","1,639","1,015","1,718","3,565","1,533","1,640","2,738","1,406","2,787"
2020,8,40,"88,876","39,542","1,163","2,220","4,328","1,814",844,952,"1,823","1,847","2,726","3,092","1,197","2,853","2,976","1,561","1,754","2,459","3,657","2,092",184,"24,520","3,219","3,557","1,739","3,283","2,371","1,876","1,932","1,298","1,020","2,328","1,897","24,814","2,115","1,311","3,263","4,516","2,127","2,231","2,692","1,785","4,774"
