년도,월,나이,경상남도 진주시,경상남도 진주시 문산읍,경상남도 진주시 내동면,경상남도 진주시 정촌면,경상남도 진주시 금곡면,경상남도 진주시 진성면,경상남도 진주시 일반성면,경상남도 진주시 이반성면,경상남도 진주시 사봉면,경상남도 진주시 지수면,경상남도 진주시 대곡면,경상남도 진주시 금산면,경상남도 진주시 집현면,경상남도 진주시 미천면,경상남도 진주시 명석면,경상남도 진주시 대평면,경상남도 진주시 수곡면,경상남도 진주시 천전동,경상남도 진주시 성북동,경상남도 진주시 중앙동,경상남도 진주시 상봉동,경상남도 진주시 상대동,경상남도 진주시 하대동,경상남도 진주시 상평동,경상남도 진주시 초장동,경상남도 진주시 평거동,경상남도 진주시 신안동,경상남도 진주시 이현동,경상남도 진주시 판문동,경상남도 진주시 가호동,경상남도 진주시 충무공동
2020,10,50,"57,915","1,440",675,"1,214",387,352,503,283,232,253,590,"3,381",880,298,783,195,425,"4,599","1,844","2,013","2,673","3,689","5,097","2,134","4,020","5,176","2,108","2,385","3,241","3,917","3,128"
2020,10,60,"45,064","1,364",574,954,457,475,503,409,348,295,696,"2,373",801,373,938,235,486,"3,975","1,864","2,380","2,477","3,126","3,449","1,839","1,807","2,793","1,929","1,878","2,124","2,607","1,535"
2020,10,70,"25,543",816,325,454,420,291,355,317,308,253,593,"1,162",544,327,580,163,358,"2,724","1,094","1,744","1,562","1,766","1,537",957,832,"1,383","1,021","1,000",968,"1,216",473
2020,10,80,"12,276",453,186,249,287,258,254,236,213,193,440,586,322,257,338,129,300,"1,197",484,682,660,652,624,325,355,712,472,373,399,471,169
2020,10,90,"1,721",81,28,47,56,38,28,31,24,39,74,77,45,31,51,20,27,165,77,87,84,62,80,42,42,113,60,60,50,68,34
2020,10,100,96,2,3,4,0,2,1,0,1,1,3,1,3,1,3,1,1,16,7,18,3,1,2,2,7,1,2,5,1,2,2
2020,11,총,"347,795","8,218","4,134","7,943","2,239","1,930","2,634","1,609","1,521","1,485","3,268","21,108","4,758","1,631","4,024","1,073","2,235","27,618","10,810","11,302","14,315","19,873","24,899","11,849","26,914","27,840","11,837","12,186","21,324","26,768","30,450"
2020,11,0,"28,478",631,378,896,44,49,92,28,33,39,61,"2,196",243,20,137,28,61,"1,566",458,339,625,"1,032","1,408",779,"3,420","2,160",660,684,"2,504","2,399","5,508"
2020,11,10,"35,215",661,462,473,116,56,187,49,51,76,148,"2,791",415,58,201,44,105,"2,517",724,689,"1,086","1,611","2,545","1,070","4,037","3,521","1,117","1,290","3,003","2,631","3,481"
2020,11,20,"45,066",800,410,"1,007",157,130,232,76,72,105,206,"2,263",446,85,348,103,141,"4,237","1,449","1,084","1,828","2,958","3,801","1,531","3,353","4,150","1,674","1,629","2,349","5,153","3,289"
2020,11,30,"41,726",922,424,"1,511",128,121,181,67,80,71,179,"2,466",390,61,219,57,107,"2,688","1,239",870,"1,363","2,126","2,574","1,412","3,753","3,047","1,143","1,081","2,599","4,115","6,732"
2020,11,40,"54,312","1,056",670,"1,102",188,156,294,107,154,156,275,"3,781",659,120,432,98,217,"3,955","1,575","1,410","1,930","2,851","3,756","1,765","5,254","4,746","1,629","1,804","4,091","4,131","5,950"
2020,11,50,"57,891","1,431",682,"1,221",386,347,500,287,230,253,593,"3,386",881,292,774,195,420,"4,575","1,833","1,989","2,661","3,677","5,078","2,120","4,026","5,184","2,110","2,367","3,230","3,950","3,213"
2020,11,60,"45,381","1,361",565,978,455,480,506,416,353,297,696,"2,386",810,380,945,237,494,"3,981","1,867","2,395","2,502","3,129","3,481","1,847","1,829","2,818","1,942","1,895","2,126","2,622","1,588"
2020,11,70,"25,557",812,324,458,417,292,360,315,308,253,590,"1,171",540,323,577,160,358,"2,718","1,099","1,728","1,568","1,769","1,550",956,837,"1,382","1,025",996,969,"1,220",482
2020,11,80,"12,332",458,188,246,291,257,253,235,216,194,446,588,321,259,340,130,304,"1,197",483,692,663,654,622,324,357,718,471,376,399,478,172
2020,11,90,"1,741",84,28,47,57,40,28,29,23,40,71,79,50,32,48,20,27,168,76,88,86,65,81,43,42,113,64,59,53,67,33
2020,11,100,96,2,3,4,0,2,1,0,1,1,3,1,3,1,3,1,1,16,7,18,3,1,3,2,6,1,2,5,1,2,2
2020,12,총,"348,096","8,188","4,132","8,046","2,238","1,915","2,635","1,607","1,523","1,481","3,254","21,074","4,727","1,631","4,025","1,059","2,243","27,523","10,786","11,284","14,279","19,807","24,834","11,786","26,935","27,768","11,803","12,189","21,272","26,916","31,136"
2020,12,0,"28,396",631,374,907,43,49,91,28,34,40,58,"2,167",234,23,134,26,62,"1,559",455,331,611,"1,026","1,396",751,"3,407","2,134",663,679,"2,477","2,408","5,598"
2020,12,10,"35,225",658,455,483,114,55,188,49,49,72,147,"2,787",412,56,200,44,102,"2,486",727,684,"1,072","1,603","2,519","1,063","4,026","3,507","1,113","1,296","3,018","2,630","3,610"
2020,12,20,"45,143",786,420,"1,029",159,130,230,74,69,108,204,"2,257",439,83,346,102,140,"4,263","1,447","1,098","1,821","2,935","3,809","1,535","3,355","4,137","1,653","1,607","2,342","5,214","3,351"
2020,12,30,"41,648",923,424,"1,522",126,118,179,67,79,68,180,"2,456",386,61,219,53,110,"2,662","1,207",863,"1,358","2,097","2,560","1,390","3,727","3,030","1,150","1,091","2,544","4,134","6,864"
2020,12,40,"54,298","1,038",662,"1,120",189,156,294,106,157,154,271,"3,757",653,120,431,96,217,"3,918","1,582","1,394","1,924","2,848","3,744","1,750","5,276","4,699","1,613","1,792","4,104","4,126","6,107"
2020,12,50,"57,791","1,419",685,"1,232",383,338,499,285,230,254,587,"3,374",879,290,768,193,420,"4,543","1,825","1,977","2,658","3,655","5,041","2,102","4,044","5,198","2,096","2,367","3,220","3,962","3,267"
2020,12,60,"45,768","1,370",570,990,462,482,509,418,354,301,698,"2,428",814,380,954,239,503,"3,999","1,866","2,406","2,511","3,149","3,507","1,861","1,848","2,840","1,948","1,921","2,147","2,656","1,637"
2020,12,70,"25,565",813,322,461,416,289,358,314,308,252,587,"1,176",536,323,578,157,350,"2,715","1,105","1,726","1,564","1,773","1,545",959,846,"1,387","1,022",994,965,"1,230",494
2020,12,80,"12,414",462,188,250,289,256,259,236,219,192,447,591,324,261,346,127,309,"1,198",490,697,670,653,628,332,357,720,478,379,402,481,173
2020,12,90,"1,754",86,29,48,56,40,27,30,23,39,73,80,48,33,46,20,29,164,76,90,87,67,82,41,43,115,65,58,52,74,33
2020,12,100,94,2,3,4,1,2,1,0,1,1,2,1,2,1,3,2,1,16,6,18,3,1,3,2,6,1,2,5,1,1,2
2021,1,총,"348,022","8,178","4,129","8,104","2,236","1,919","2,624","1,607","1,511","1,495","3,265","21,040","4,738","1,612","4,033","1,059","2,242","27,403","10,788","11,248","14,206","19,729","24,742","11,739","26,908","27,703","11,780","12,132","21,216","26,938","31,698"
2021,1,0,"28,156",627,377,907,42,46,92,27,34,39,58,"2,151",237,23,136,27,61,"1,538",454,331,607,"1,014","1,368",728,"3,368","2,104",653,662,"2,422","2,391","5,632"
2021,1,10,"35,245",666,451,489,113,60,184,49,47,78,143,"2,776",416,52,202,43,101,"2,461",723,675,"1,064","1,588","2,502","1,066","4,032","3,502","1,118","1,286","3,014","2,597","3,747"
2021,1,20,"45,047",775,421,"1,027",152,128,226,74,65,108,208,"2,264",437,78,339,98,141,"4,248","1,453","1,095","1,804","2,921","3,779","1,522","3,362","4,117","1,633","1,588","2,354","5,231","3,399"
2021,1,30,"41,577",928,421,"1,534",123,120,179,68,80,68,173,"2,452",381,59,221,54,106,"2,622","1,207",857,"1,336","2,102","2,560","1,385","3,705","3,021","1,144","1,093","2,498","4,144","6,936"
2021,1,40,"54,211","1,034",663,"1,122",189,151,291,101,156,155,269,"3,731",656,115,432,94,218,"3,904","1,581","1,390","1,900","2,808","3,691","1,735","5,282","4,670","1,615","1,782","4,101","4,106","6,269"
2021,1,50,"57,681","1,412",689,"1,243",385,337,503,285,220,258,595,"3,368",878,287,763,192,415,"4,504","1,810","1,956","2,639","3,619","5,010","2,093","4,038","5,196","2,095","2,342","3,235","3,992","3,322"
2021,1,60,"46,133","1,381",567,"1,013",469,484,505,421,359,305,707,"2,436",816,380,960,242,514,"4,024","1,867","2,412","2,517","3,174","3,555","1,873","1,869","2,876","1,941","1,936","2,168","2,684","1,678"
2021,1,70,"25,611",810,325,469,416,289,360,312,305,254,584,"1,181",538,325,577,159,344,"2,718","1,118","1,721","1,572","1,776","1,555",965,841,"1,377","1,026",995,966,"1,234",499
2021,1,80,"12,499",460,183,248,290,262,257,240,220,191,452,599,327,258,351,127,308,"1,201",492,702,678,656,635,330,364,725,487,385,406,486,179
2021,1,90,"1,767",83,29,48,56,40,26,30,24,38,74,80,50,34,49,21,33,167,77,91,86,70,83,40,41,114,67,58,51,72,35
2021,1,100,95,2,3,4,1,2,1,0,1,1,2,2,2,1,3,2,1,16,6,18,3,1,4,2,6,1,1,5,1,1,2
2021,2,총,"347,750","8,156","4,130","8,208","2,226","1,908","2,613","1,604","1,508","1,474","3,248","21,004","4,734","1,605","4,027","1,057","2,226","27,490","10,766","11,221","14,116","19,684","24,716","11,679","26,866","27,561","11,708","12,094","21,164","26,996","31,961"
