년도,월,나이,광주광역시 서구,광주광역시 서구 양동,광주광역시 서구 양3동,광주광역시 서구 농성1동,광주광역시 서구 농성2동,광주광역시 서구 광천동,광주광역시 서구 유덕동,광주광역시 서구 치평동,광주광역시 서구 상무1동,광주광역시 서구 상무2동,광주광역시 서구 화정1동,광주광역시 서구 화정2동,광주광역시 서구 화정3동,광주광역시 서구 화정4동,광주광역시 서구 서창동,광주광역시 서구 금호1동,광주광역시 서구 금호2동,광주광역시 서구 풍암동,광주광역시 서구 동천동
2020,7,40,"23,921",279,410,812,389,784,976,"2,275","2,028","1,692","1,207","1,802",705,"1,048",381,"1,378","2,622","3,531","1,602"
2020,7,50,"24,290",360,344,898,460,840,931,"2,575","1,962","2,014","1,126","1,448",812,"1,187",641,"1,835","2,515","3,108","1,234"
2020,7,60,"15,791",358,323,681,389,609,448,"1,296","1,214","1,598",808,"1,096",712,"1,214",485,"1,360","1,047","1,472",681
2020,7,70,"8,403",314,197,549,256,372,194,632,663,867,546,534,392,520,228,594,502,726,317
2020,7,80,"2,801",108,52,190,107,100,99,273,182,279,227,135,120,155,81,181,163,275,74
2020,7,90,257,8,7,14,6,16,8,24,16,25,23,11,11,17,8,15,15,27,6
2020,7,100,9,2,0,1,0,2,0,1,0,1,0,0,0,0,0,0,1,1,0
2020,8,총,"146,398","1,998","2,378","5,505","2,678","4,520","5,514","14,647","12,474","11,813","7,588","10,648","5,139","7,727","3,045","9,942","14,283","18,610","7,889"
2020,8,0,"11,655",57,223,301,99,327,501,"1,090",836,639,479,"1,314",327,601,192,724,"1,443","1,649",853
2020,8,10,"16,932",85,193,378,167,310,676,"1,666","1,245",914,582,"1,398",584,912,231,"1,165","2,285","2,851","1,290"
2020,8,20,"23,273",235,292,827,438,606,895,"2,634","2,368","2,150","1,359","1,380",898,"1,199",400,"1,631","2,151","2,797","1,013"
2020,8,30,"19,006",200,332,849,369,564,779,"2,189","1,949","1,626","1,236","1,522",584,887,392,"1,056","1,523","2,140",809
2020,8,40,"23,861",278,411,800,389,779,970,"2,266","2,022","1,688","1,199","1,797",701,"1,038",384,"1,371","2,628","3,538","1,602"
2020,8,50,"24,301",356,342,905,461,841,942,"2,554","1,976","2,012","1,135","1,450",807,"1,184",642,"1,830","2,512","3,119","1,233"
2020,8,60,"15,856",356,325,685,385,603,447,"1,313","1,213","1,611",804,"1,105",716,"1,210",487,"1,372","1,048","1,483",693
2020,8,70,"8,444",314,201,555,259,370,193,636,671,868,547,533,389,524,230,596,512,731,315
2020,8,80,"2,805",108,53,190,107,101,103,273,177,281,224,138,122,155,79,182,163,273,76
2020,8,90,256,7,6,14,4,17,8,25,17,23,23,11,11,17,8,15,17,28,5
2020,8,100,9,2,0,1,0,2,0,1,0,1,0,0,0,0,0,0,1,1,0
2020,9,총,"146,067","1,980","2,353","5,501","2,656","4,490","5,497","14,620","12,526","11,779","7,560","10,623","5,124","7,707","3,049","9,890","14,296","18,569","7,847"
2020,9,0,"11,549",56,217,298,92,329,501,"1,094",833,638,474,"1,298",321,595,195,709,"1,427","1,641",831
2020,9,10,"16,814",83,195,378,169,307,669,"1,653","1,247",909,581,"1,388",579,907,230,"1,156","2,271","2,822","1,270"
2020,9,20,"23,319",237,290,822,445,601,894,"2,617","2,408","2,148","1,359","1,372",896,"1,198",397,"1,626","2,168","2,809","1,032"
2020,9,30,"18,885",195,323,836,361,556,780,"2,207","1,939","1,611","1,223","1,516",585,880,391,"1,046","1,526","2,116",794
2020,9,40,"23,748",275,404,798,381,769,960,"2,243","2,040","1,674","1,191","1,802",697,"1,033",379,"1,369","2,619","3,515","1,599"
2020,9,50,"24,273",350,333,908,461,834,938,"2,552","1,977","2,004","1,133","1,447",803,"1,181",652,"1,816","2,531","3,126","1,227"
2020,9,60,"15,925",352,325,696,376,605,450,"1,323","1,206","1,615",812,"1,110",718,"1,219",489,"1,373","1,056","1,504",696
2020,9,70,"8,484",313,205,561,259,368,193,635,680,870,541,541,389,525,233,600,517,735,319
2020,9,80,"2,807",110,55,189,108,103,104,270,176,286,224,138,126,152,75,182,163,273,73
2020,9,90,253,7,6,14,4,16,8,25,20,23,21,11,10,17,8,13,17,27,6
2020,9,100,10,2,0,1,0,2,0,1,0,1,1,0,0,0,0,0,1,1,0
2020,10,총,"145,861","1,978","2,351","5,528","2,646","4,460","5,484","14,643","12,527","11,759","7,552","10,598","5,082","7,692","3,061","9,890","14,265","18,536","7,809"
2020,10,0,"11,452",56,218,300,96,318,492,"1,084",821,640,473,"1,295",306,585,198,708,"1,426","1,615",821
2020,10,10,"16,743",83,190,379,161,311,665,"1,645","1,241",906,582,"1,392",575,912,225,"1,157","2,250","2,811","1,258"
2020,10,20,"23,282",239,286,830,446,585,896,"2,625","2,432","2,121","1,359","1,368",887,"1,185",400,"1,615","2,171","2,814","1,023"
2020,10,30,"18,804",195,323,844,358,561,774,"2,211","1,924","1,606","1,221","1,492",576,875,389,"1,045","1,513","2,108",789
2020,10,40,"23,657",271,401,801,380,751,959,"2,241","2,029","1,682","1,187","1,797",689,"1,037",385,"1,359","2,601","3,494","1,593"
2020,10,50,"24,295",349,334,906,452,832,935,"2,561","2,000","1,997","1,129","1,449",809,"1,177",653,"1,821","2,534","3,135","1,222"
2020,10,60,"16,021",352,328,703,378,614,455,"1,345","1,201","1,629",814,"1,111",709,"1,218",494,"1,382","1,071","1,519",698
2020,10,70,"8,509",312,207,561,264,363,196,632,682,870,539,545,393,533,232,606,513,738,323
2020,10,80,"2,833",112,58,189,107,107,104,273,177,284,226,138,127,153,77,184,169,272,76
2020,10,90,255,7,6,14,4,16,8,25,20,23,21,11,11,17,8,13,16,29,6
2020,10,100,10,2,0,1,0,2,0,1,0,1,1,0,0,0,0,0,1,1,0
2020,11,총,"145,703","1,972","2,331","5,521","2,657","4,437","5,512","14,667","12,542","11,735","7,564","10,559","5,096","7,666","3,071","9,846","14,265","18,493","7,769"
2020,11,0,"11,376",55,216,296,98,315,488,"1,092",825,642,464,"1,287",313,579,197,690,"1,426","1,588",805
2020,11,10,"16,674",83,189,383,162,308,676,"1,630","1,231",893,577,"1,394",578,910,225,"1,148","2,236","2,805","1,246"
2020,11,20,"23,329",231,283,829,453,586,899,"2,637","2,433","2,122","1,365","1,352",894,"1,176",403,"1,618","2,190","2,827","1,031"
2020,11,30,"18,668",197,309,834,356,559,782,"2,197","1,913","1,602","1,224","1,474",563,866,388,"1,027","1,509","2,091",777
2020,11,40,"23,612",275,396,802,382,748,954,"2,242","2,035","1,680","1,187","1,799",695,"1,041",387,"1,351","2,576","3,473","1,589"
2020,11,50,"24,288",345,336,909,450,823,940,"2,565","2,009","1,988","1,137","1,440",810,"1,169",652,"1,817","2,551","3,134","1,213"
2020,11,60,"16,079",351,327,695,379,613,459,"1,362","1,207","1,624",818,"1,113",712,"1,221",503,"1,387","1,071","1,535",702
2020,11,70,"8,556",314,209,567,264,359,200,642,690,875,538,550,395,532,231,608,519,739,324
2020,11,80,"2,849",112,60,192,109,107,105,273,178,285,232,139,124,155,77,187,170,270,74
2020,11,90,262,7,6,13,4,17,9,26,21,23,21,11,12,17,8,13,16,30,8
2020,11,100,10,2,0,1,0,2,0,1,0,1,1,0,0,0,0,0,1,1,0
2020,12,총,"145,374","1,972","2,323","5,482","2,646","4,427","5,495","14,655","12,512","11,716","7,577","10,515","5,101","7,663","3,082","9,784","14,254","18,421","7,749"
2020,12,0,"11,322",53,210,294,96,321,485,"1,095",826,635,462,"1,276",308,574,198,686,"1,423","1,575",805
2020,12,10,"16,591",82,190,377,165,310,666,"1,616","1,224",891,573,"1,401",584,906,227,"1,143","2,223","2,780","1,233"
2020,12,20,"23,258",236,280,816,441,580,904,"2,635","2,409","2,140","1,384","1,330",882,"1,178",395,"1,593","2,185","2,839","1,031"
2020,12,30,"18,548",194,299,829,354,559,777,"2,193","1,910","1,587","1,219","1,460",566,871,386,"1,007","1,491","2,070",776
2020,12,40,"23,493",272,398,789,379,750,946,"2,223","2,023","1,657","1,188","1,803",698,"1,045",391,"1,338","2,579","3,431","1,583"
2020,12,50,"24,270",348,338,907,445,821,946,"2,581","2,011","1,998","1,135","1,444",797,"1,155",651,"1,797","2,548","3,138","1,210"
2020,12,60,"16,150",353,328,693,385,603,457,"1,362","1,213","1,613",816,"1,101",729,"1,224",513,"1,411","1,095","1,550",704
2020,12,70,"8,577",309,214,564,267,357,196,646,694,882,541,551,395,538,236,607,518,738,324
2020,12,80,"2,885",116,60,198,110,106,108,275,181,288,237,137,127,156,77,189,175,270,75
2020,12,90,270,7,6,14,4,18,10,28,21,24,21,12,15,16,8,13,16,29,8
2020,12,100,10,2,0,1,0,2,0,1,0,1,1,0,0,0,0,0,1,1,0
2021,1,총,"145,049","1,957","2,304","5,454","2,628","4,397","5,469","14,658","12,505","11,685","7,580","10,491","5,067","7,634","3,077","9,761","14,235","18,416","7,731"
2021,1,0,"11,179",54,204,293,94,314,480,"1,089",818,629,459,"1,260",299,564,197,672,"1,401","1,552",800
2021,1,10,"16,496",82,194,377,161,302,656,"1,603","1,217",896,563,"1,413",576,896,225,"1,133","2,211","2,771","1,220"
2021,1,20,"23,245",234,269,803,444,590,896,"2,647","2,395","2,126","1,392","1,315",874,"1,187",392,"1,591","2,210","2,843","1,037"
2021,1,30,"18,448",191,297,825,339,552,780,"2,176","1,924","1,577","1,218","1,452",555,869,387,"1,012","1,479","2,060",755
2021,1,40,"23,385",268,400,781,380,735,931,"2,223","2,015","1,654","1,190","1,811",700,"1,023",387,"1,323","2,563","3,419","1,582"
2021,1,50,"24,293",345,334,906,443,817,956,"2,592","2,006","1,987","1,142","1,434",789,"1,147",654,"1,793","2,560","3,168","1,220"
2021,1,60,"16,229",350,326,696,388,607,452,"1,379","1,230","1,618",816,"1,102",732,"1,231",512,"1,420","1,101","1,566",703
2021,1,70,"8,572",307,213,559,265,355,200,639,697,885,538,551,398,541,237,613,514,732,328
2021,1,80,"2,924",117,62,199,110,107,107,282,182,288,241,141,129,160,78,190,178,275,78
2021,1,90,270,7,5,14,4,17,11,27,21,24,21,12,15,16,8,14,17,29,8
2021,1,100,8,2,0,1,0,1,0,1,0,1,0,0,0,0,0,0,1,1,0
2021,2,총,"144,682","1,940","2,304","5,464","2,630","4,350","5,446","14,668","12,451","11,660","7,562","10,474","5,051","7,607","3,069","9,711","14,177","18,408","7,710"
2021,2,0,"11,092",55,199,285,94,311,468,"1,087",803,633,457,"1,258",301,568,198,659,"1,387","1,531",798
2021,2,10,"16,374",79,195,376,157,295,648,"1,604","1,198",888,561,"1,421",570,875,226,"1,129","2,193","2,754","1,205"
2021,2,20,"23,138",228,268,802,451,580,887,"2,639","2,400","2,115","1,385","1,292",859,"1,178",390,"1,588","2,204","2,842","1,030"
2021,2,30,"18,402",188,300,830,343,547,769,"2,179","1,905","1,560","1,204","1,456",561,865,386,"1,007","1,477","2,055",770
2021,2,40,"23,336",262,399,788,374,724,937,"2,227","2,004","1,656","1,208","1,809",700,"1,025",389,"1,302","2,538","3,427","1,567"
2021,2,50,"24,269",340,330,908,447,814,966,"2,589","2,004","1,977","1,132","1,429",791,"1,147",649,"1,790","2,563","3,172","1,221"
2021,2,60,"16,246",355,330,693,384,606,448,"1,389","1,234","1,625",814,"1,101",725,"1,225",505,"1,423","1,105","1,577",707
2021,2,70,"8,592",300,213,565,265,351,205,643,698,889,539,554,393,546,241,612,515,738,325
2021,2,80,"2,950",124,65,202,110,103,107,281,184,290,241,141,136,162,77,188,177,283,79
2021,2,90,275,7,5,14,5,18,11,29,21,26,21,13,15,16,8,13,17,28,8
2021,2,100,8,2,0,1,0,1,0,1,0,1,0,0,0,0,0,0,1,1,0
2021,3,총,"144,373","1,941","2,299","5,452","2,610","4,323","5,429","14,620","12,465","11,662","7,523","10,464","5,050","7,579","3,061","9,675","14,178","18,352","7,690"
2021,3,0,"11,029",54,201,288,94,308,471,"1,086",802,627,455,"1,259",300,566,201,648,"1,371","1,513",785
2021,3,10,"16,276",77,195,371,151,296,635,"1,597","1,192",873,561,"1,419",565,868,220,"1,134","2,190","2,725","1,207"
2021,3,20,"23,145",229,266,792,450,584,884,"2,628","2,419","2,134","1,380","1,296",855,"1,178",395,"1,571","2,205","2,864","1,015"
2021,3,30,"18,315",190,291,828,338,535,766,"2,163","1,899","1,577","1,191","1,433",559,859,380,"1,002","1,484","2,044",776
2021,3,40,"23,228",260,404,783,377,721,938,"2,232","1,999","1,639","1,189","1,835",690,"1,008",389,"1,300","2,522","3,387","1,555"
2021,3,50,"24,282",345,327,901,444,808,967,"2,574","2,005","1,988","1,135","1,418",801,"1,155",649,"1,786","2,574","3,180","1,225"
2021,3,60,"16,276",355,335,701,380,613,447,"1,389","1,233","1,616",814,"1,091",734,"1,223",505,"1,420","1,122","1,587",711
2021,3,70,"8,595",300,211,570,261,346,204,638,707,895,535,561,394,542,240,612,512,736,331
2021,3,80,"2,953",123,64,203,110,100,106,284,189,287,242,138,137,165,75,188,180,287,75
2021,3,90,269,7,5,14,5,12,11,28,20,26,21,14,15,15,7,14,17,28,10
2021,3,100,5,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0
2021,4,총,"144,117","1,948","2,304","5,436","2,605","4,328","5,424","14,581","12,468","11,664","7,506","10,455","5,033","7,548","3,041","9,626","14,149","18,314","7,687"
2021,4,0,"10,939",56,202,288,92,308,466,"1,067",794,620,451,"1,256",292,563,204,648,"1,358","1,501",773
2021,4,10,"16,248",78,198,370,148,296,629,"1,591","1,201",873,560,"1,429",561,855,216,"1,130","2,183","2,709","1,221"
2021,4,20,"23,104",232,267,784,442,580,893,"2,627","2,432","2,141","1,376","1,295",859,"1,171",386,"1,548","2,201","2,856","1,014"
2021,4,30,"18,213",192,288,823,339,538,757,"2,138","1,896","1,580","1,195","1,423",554,855,372,981,"1,486","2,035",761
2021,4,40,"23,183",261,408,780,374,721,946,"2,237","1,991","1,635","1,179","1,835",683,"1,008",388,"1,303","2,496","3,383","1,555"
2021,4,50,"24,215",340,329,900,441,808,962,"2,562","1,996","1,991","1,135","1,404",798,"1,155",649,"1,768","2,573","3,174","1,230"
2021,4,60,"16,384",359,327,703,391,617,448,"1,409","1,249","1,616",813,"1,103",739,"1,221",506,"1,428","1,135","1,604",716
2021,4,70,"8,571",295,215,569,261,345,205,630,702,897,531,554,394,537,238,616,518,733,331
2021,4,80,"2,985",126,66,204,112,103,107,290,187,285,245,141,138,168,75,190,181,291,76
2021,4,90,270,8,4,14,5,12,11,29,20,26,21,15,15,15,7,14,17,27,10
2021,4,100,5,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0
2021,5,총,"143,812","1,920","2,295","5,438","2,601","4,295","5,415","14,547","12,446","11,635","7,486","10,433","5,045","7,540","3,023","9,594","14,142","18,280","7,677"
2021,5,0,"10,868",54,201,285,91,306,469,"1,061",790,616,449,"1,242",299,558,206,645,"1,355","1,481",760
2021,5,10,"16,158",75,195,364,146,299,619,"1,580","1,205",865,550,"1,430",555,859,213,"1,125","2,170","2,693","1,215"
2021,5,20,"23,058",233,262,775,440,567,887,"2,624","2,412","2,151","1,381","1,295",868,"1,164",381,"1,542","2,214","2,847","1,015"
2021,5,30,"18,142",190,287,840,343,533,745,"2,127","1,893","1,568","1,196","1,417",555,855,369,967,"1,487","2,015",755
2021,5,40,"23,050",261,406,781,375,709,946,"2,222","1,981","1,625","1,154","1,830",686,"1,012",385,"1,295","2,475","3,361","1,546"
2021,5,50,"24,246",329,336,901,429,808,972,"2,556","2,004","1,985","1,140","1,394",798,"1,157",653,"1,770","2,579","3,198","1,237"
2021,5,60,"16,424",351,326,702,398,613,453,"1,428","1,243","1,619",814,"1,108",737,"1,210",496,"1,428","1,143","1,623",732
2021,5,70,"8,581",286,214,571,260,343,206,632,707,891,531,561,390,542,239,619,522,740,327
2021,5,80,"3,009",133,64,205,114,104,107,288,191,288,250,141,142,169,75,186,179,293,80
2021,5,90,272,8,4,13,5,13,11,28,20,27,21,15,15,14,6,17,17,28,10
2021,5,100,4,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0
2021,6,총,"143,635","1,913","2,276","5,435","2,597","4,262","5,499","14,534","12,407","11,612","7,473","10,372","5,036","7,541","3,008","9,568","14,160","18,239","7,703"
2021,6,0,"10,802",56,200,281,87,309,472,"1,057",785,616,443,"1,226",293,563,206,639,"1,345","1,467",757
2021,6,10,"16,082",74,194,357,145,300,622,"1,565","1,201",850,551,"1,436",552,853,204,"1,123","2,167","2,676","1,212"
2021,6,20,"23,038",233,258,782,442,554,897,"2,632","2,382","2,155","1,382","1,275",874,"1,160",389,"1,528","2,225","2,842","1,028"
2021,6,30,"18,089",190,279,828,345,522,772,"2,133","1,882","1,566","1,194","1,395",548,852,364,968,"1,483","2,013",755
2021,6,40,"22,993",258,406,786,371,705,956,"2,211","1,982","1,622","1,147","1,823",687,"1,014",381,"1,292","2,468","3,335","1,549"
2021,6,50,"24,194",327,330,899,429,798,980,"2,548","1,989","1,971","1,140","1,384",798,"1,145",651,"1,768","2,595","3,202","1,240"
2021,6,60,"16,535",353,328,706,399,613,472,"1,445","1,263","1,628",809,"1,104",733,"1,226",498,"1,429","1,155","1,632",742
2021,6,70,"8,599",282,215,574,261,342,209,629,707,882,532,573,395,544,235,619,524,745,331
2021,6,80,"3,038",132,62,208,113,107,109,287,196,296,254,142,141,170,74,190,180,298,79
2021,6,90,261,8,4,13,5,12,10,26,20,26,21,14,15,14,6,12,17,28,10
2021,6,100,4,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0
2021,7,총,"143,459","1,911","2,262","5,431","2,607","4,237","5,580","14,508","12,401","11,591","7,441","10,380","5,023","7,514","3,008","9,546","14,114","18,230","7,675"
2021,7,0,"10,718",56,196,281,88,305,466,"1,047",783,613,437,"1,214",288,563,205,641,"1,325","1,458",752
2021,7,10,"16,041",73,191,359,147,291,639,"1,552","1,191",845,553,"1,445",541,848,202,"1,120","2,165","2,667","1,212"
2021,7,20,"22,964",236,258,781,440,552,919,"2,633","2,374","2,145","1,373","1,268",870,"1,164",392,"1,513","2,210","2,824","1,012"
2021,7,30,"18,091",192,267,822,347,528,781,"2,138","1,882","1,570","1,190","1,393",556,845,362,968,"1,481","2,013",756
2021,7,40,"22,920",255,408,787,376,704,974,"2,191","1,977","1,618","1,140","1,830",684,999,383,"1,279","2,445","3,332","1,538"
2021,7,50,"24,185",327,328,901,433,786,991,"2,549","1,989","1,970","1,131","1,390",789,"1,137",644,"1,768","2,612","3,212","1,228"
2021,7,60,"16,570",347,328,704,395,614,476,"1,449","1,280","1,612",804,"1,099",742,"1,230",501,"1,436","1,154","1,649",750
2021,7,70,"8,647",284,219,573,260,337,215,634,710,894,540,580,393,542,239,622,529,738,338
2021,7,80,"3,048",133,63,209,114,108,109,288,195,297,248,146,145,172,74,187,174,308,78
2021,7,90,271,8,4,13,7,12,10,26,20,27,25,15,15,14,6,12,18,28,11
2021,7,100,4,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0
2021,8,총,"143,271","1,894","2,272","5,404","2,603","4,238","5,617","14,494","12,403","11,600","7,419","10,365","4,987","7,485","3,006","9,542","14,089","18,174","7,679"
2021,8,0,"10,679",57,202,280,87,307,461,"1,054",787,607,421,"1,212",284,565,203,636,"1,321","1,442",753
2021,8,10,"15,977",72,190,356,149,288,640,"1,540","1,193",848,558,"1,453",534,844,202,"1,113","2,144","2,645","1,208"
2021,8,20,"22,905",232,255,785,442,556,921,"2,627","2,366","2,128","1,369","1,259",858,"1,150",395,"1,518","2,205","2,824","1,015"
2021,8,30,"18,057",187,269,812,348,531,804,"2,118","1,881","1,578","1,195","1,384",553,841,356,964,"1,490","1,992",754
2021,8,40,"22,814",250,407,774,368,697,973,"2,200","1,968","1,614","1,133","1,825",682,986,376,"1,276","2,428","3,327","1,530"
2021,8,50,"24,232",326,329,903,431,788,"1,003","2,552","1,998","1,978","1,120","1,384",788,"1,138",642,"1,768","2,620","3,222","1,242"
2021,8,60,"16,625",345,333,702,397,618,480,"1,456","1,287","1,622",809,"1,105",736,"1,226",511,"1,438","1,161","1,650",749
2021,8,70,"8,639",285,220,568,258,334,217,631,707,894,541,581,393,548,240,629,527,732,334
2021,8,80,"3,065",132,63,209,114,108,108,288,196,303,248,149,144,173,74,188,174,311,83
2021,8,90,275,8,4,14,9,11,10,27,20,28,25,13,15,14,7,12,19,28,11
2021,8,100,3,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
