년도,월,나이,경기도 과천시,경기도 과천시 중앙동,경기도 과천시 갈현동,경기도 과천시 별양동,경기도 과천시 부림동,경기도 과천시 과천동,경기도 과천시 문원동
2020,11,총,"31,560","5,725","5,688","5,438","5,919","4,692","4,098"
2020,11,0,"2,396",388,629,299,439,346,295
2020,11,10,"3,020",498,736,529,545,281,431
2020,11,20,"4,074",774,568,843,822,598,469
2020,11,30,"4,242",756,776,605,881,737,487
2020,11,40,"4,872",793,"1,095",764,882,660,678
2020,11,50,"5,601","1,119",851,"1,069","1,089",796,677
2020,11,60,"3,762",732,507,643,645,718,517
2020,11,70,"2,054",349,333,349,328,357,338
2020,11,80,"1,212",241,157,261,228,169,156
2020,11,90,284,63,32,67,56,27,39
2020,11,100,43,12,4,9,4,3,11
2020,12,총,"32,163","5,714","5,648","5,409","6,677","4,651","4,064"
2020,12,0,"2,475",384,629,302,537,335,288
2020,12,10,"3,052",495,731,529,596,283,418
2020,12,20,"4,135",778,564,828,914,580,471
2020,12,30,"4,347",755,767,603,"1,019",729,474
2020,12,40,"4,932",792,"1,089",744,990,651,666
2020,12,50,"5,707","1,103",845,"1,058","1,226",795,680
2020,12,60,"3,863",744,503,654,723,721,518
2020,12,70,"2,081",349,324,353,360,356,339
2020,12,80,"1,230",238,157,261,244,170,160
2020,12,90,298,65,34,68,64,28,39
2020,12,100,43,11,5,9,4,3,11
2021,1,총,"32,874","5,721","5,744","5,396","7,349","4,608","4,056"
2021,1,0,"2,593",396,632,296,655,330,284
2021,1,10,"3,114",493,753,531,651,277,409
2021,1,20,"4,195",766,575,823,977,575,479
2021,1,30,"4,451",758,766,603,"1,142",716,466
2021,1,40,"5,064",788,"1,112",745,"1,096",651,672
2021,1,50,"5,804","1,104",855,"1,054","1,329",788,674
2021,1,60,"3,949",753,519,656,791,710,520
2021,1,70,"2,122",351,330,348,388,363,342
2021,1,80,"1,236",235,163,263,248,168,159
2021,1,90,303,66,34,68,68,27,40
2021,1,100,43,11,5,9,4,3,11
2021,2,총,"34,260","5,693","6,899","5,547","7,567","4,561","3,993"
2021,2,0,"2,791",391,795,331,694,319,261
2021,2,10,"3,245",500,863,544,670,271,397
2021,2,20,"4,296",749,714,810,972,574,477
2021,2,30,"4,689",752,958,643,"1,186",697,453
2021,2,40,"5,300",793,"1,291",778,"1,135",648,655
2021,2,50,"6,035","1,090","1,056","1,069","1,360",783,677
2021,2,60,"4,125",753,631,683,826,710,522
2021,2,70,"2,169",355,371,345,400,359,339
2021,2,80,"1,265",234,182,268,250,170,161
2021,2,90,302,65,33,67,70,27,40
2021,2,100,43,11,5,9,4,3,11
2021,3,총,"34,818","5,650","7,462","5,641","7,619","4,500","3,946"
2021,3,0,"2,826",393,825,343,701,312,252
2021,3,10,"3,252",488,894,544,676,258,392
2021,3,20,"4,366",736,801,825,958,573,473
2021,3,30,"4,795",738,"1,055",665,"1,206",683,448
2021,3,40,"5,335",786,"1,352",788,"1,127",641,641
2021,3,50,"6,167","1,083","1,177","1,081","1,373",778,675
2021,3,60,"4,284",761,723,711,854,709,526
2021,3,70,"2,180",356,399,345,402,348,330
2021,3,80,"1,281",236,195,271,247,170,162
2021,3,90,304,62,37,65,73,28,39
2021,3,100,28,11,4,3,2,0,8
2021,4,총,"35,109","5,660","7,698","5,681","7,650","4,483","3,937"
2021,4,0,"2,846",388,846,343,708,305,256
2021,4,10,"3,259",495,900,549,671,261,383
2021,4,20,"4,413",737,839,828,958,573,478
2021,4,30,"4,836",736,"1,099",664,"1,216",683,438
2021,4,40,"5,366",781,"1,384",786,"1,137",636,642
2021,4,50,"6,231","1,093","1,215","1,095","1,380",773,675
2021,4,60,"4,347",765,764,725,851,712,530
2021,4,70,"2,190",352,411,352,406,343,326
2021,4,80,"1,295",240,200,272,252,169,162
2021,4,90,298,62,36,64,69,28,39
2021,4,100,28,11,4,3,2,0,8
2021,5,총,"35,140","5,633","7,834","5,642","7,665","4,453","3,913"
2021,5,0,"2,860",393,858,338,710,304,257
2021,5,10,"3,269",491,921,546,674,258,379
2021,5,20,"4,425",724,865,822,971,567,476
2021,5,30,"4,859",728,"1,117",664,"1,224",683,443
2021,5,40,"5,353",781,"1,406",773,"1,134",625,634
2021,5,50,"6,245","1,092","1,242","1,092","1,378",770,671
2021,5,60,"4,376",775,780,724,853,713,531
2021,5,70,"2,166",347,406,350,402,338,323
2021,5,80,"1,290",240,205,269,249,167,160
2021,5,90,287,58,34,62,68,28,37
2021,5,100,10,4,0,2,2,0,2
2021,6,총,"35,240","5,622","7,929","5,652","7,685","4,445","3,907"
2021,6,0,"2,873",397,867,339,707,307,256
2021,6,10,"3,277",488,936,542,672,262,377
2021,6,20,"4,412",719,872,818,966,562,475
2021,6,30,"4,895",728,"1,137",672,"1,229",680,449
2021,6,40,"5,363",773,"1,427",768,"1,147",619,629
2021,6,50,"6,238","1,084","1,244","1,104","1,375",767,664
2021,6,60,"4,428",792,797,726,862,719,532
2021,6,70,"2,165",343,403,355,407,334,323
2021,6,80,"1,292",238,211,265,249,167,162
2021,6,90,288,57,35,61,69,28,38
2021,6,100,9,3,0,2,2,0,2
2021,7,총,"35,358","5,638","8,005","5,685","7,709","4,440","3,881"
2021,7,0,"2,894",401,867,352,714,307,253
2021,7,10,"3,291",491,948,548,670,257,377
2021,7,20,"4,412",721,874,827,962,556,472
2021,7,30,"4,918",724,"1,151",669,"1,236",688,450
2021,7,40,"5,373",774,"1,442",776,"1,149",606,626
2021,7,50,"6,267","1,091","1,256","1,110","1,369",775,666
2021,7,60,"4,443",798,811,726,877,721,510
2021,7,70,"2,179",340,409,354,417,333,326
2021,7,80,"1,290",237,213,265,246,168,161
2021,7,90,283,58,34,57,67,29,38
2021,7,100,8,3,0,1,2,0,2
2021,8,총,"35,417","5,652","8,033","5,710","7,701","4,435","3,886"
2021,8,0,"2,895",401,862,360,715,306,251
2021,8,10,"3,296",497,949,546,669,260,375
2021,8,20,"4,423",724,884,827,954,549,485
2021,8,30,"4,930",720,"1,155",671,"1,245",690,449
2021,8,40,"5,348",773,"1,431",778,"1,149",601,616
2021,8,50,"6,293","1,094","1,271","1,114","1,362",780,672
2021,8,60,"4,457",801,820,736,871,720,509
2021,8,70,"2,182",344,412,349,417,331,329
2021,8,80,"1,297",233,214,270,253,167,160
2021,8,90,288,62,35,58,64,31,38
2021,8,100,8,3,0,1,2,0,2
2021,9,총,"35,457","5,650","8,066","5,715","7,715","4,437","3,874"
2021,9,0,"2,879",395,862,358,714,302,248
2021,9,10,"3,297",495,953,548,668,258,375
2021,9,20,"4,408",723,877,817,958,549,484
2021,9,30,"4,968",722,"1,169",675,"1,258",693,451
2021,9,40,"5,336",765,"1,436",785,"1,143",594,613
2021,9,50,"6,312","1,096","1,281","1,113","1,366",781,675
2021,9,60,"4,476",804,823,743,878,728,500
2021,9,70,"2,186",348,413,344,419,333,329
2021,9,80,"1,299",237,217,272,247,169,157
2021,9,90,288,62,35,59,62,30,40
2021,9,100,8,3,0,1,2,0,2
2021,10,총,"35,553","5,658","8,093","5,745","7,712","4,449","3,896"
2021,10,0,"2,878",395,865,361,709,306,242
2021,10,10,"3,296",488,962,547,667,257,375
2021,10,20,"4,423",729,872,823,959,542,498
2021,10,30,"5,013",723,"1,179",688,"1,265",703,455
2021,10,40,"5,337",757,"1,444",788,"1,135",597,616
2021,10,50,"6,320","1,103","1,278","1,112","1,369",782,676
2021,10,60,"4,502",812,832,747,878,729,504
2021,10,70,"2,184",348,404,345,422,335,330
2021,10,80,"1,304",236,223,274,243,169,159
2021,10,90,289,64,34,60,63,29,39
2021,10,100,7,3,0,0,2,0,2
2021,11,총,"36,176","5,632","8,303","6,289","7,643","4,433","3,876"
2021,11,0,"2,956",397,888,423,701,306,241
2021,11,10,"3,339",479,989,595,653,258,365
2021,11,20,"4,489",716,902,884,950,538,499
2021,11,30,"5,151",726,"1,220",791,"1,255",698,461
2021,11,40,"5,424",746,"1,482",870,"1,128",592,606
2021,11,50,"6,407","1,096","1,308","1,203","1,356",776,668
2021,11,60,"4,595",818,837,822,881,729,508
2021,11,70,"2,201",346,415,362,408,341,329
2021,11,80,"1,318",237,226,281,248,167,159
2021,11,90,289,68,36,58,61,28,38
2021,11,100,7,3,0,0,2,0,2
2021,12,총,"37,253","5,639","8,667","7,135","7,594","4,397","3,821"
2021,12,0,"3,110",401,962,522,699,291,235
2021,12,10,"3,426",481,"1,033",669,642,257,344
2021,12,20,"4,593",710,940,961,946,534,502
2021,12,30,"5,359",732,"1,291",944,"1,250",687,455
2021,12,40,"5,568",745,"1,537","1,005","1,110",585,586
2021,12,50,"6,574","1,091","1,355","1,347","1,337",775,669
2021,12,60,"4,739",825,853,947,881,727,506
2021,12,70,"2,254",346,428,391,416,346,327
2021,12,80,"1,329",238,231,289,249,165,157
2021,12,90,292,66,36,60,62,30,38
2021,12,100,9,4,1,0,2,0,2
