년도,월,나이,전라남도 담양군,전라남도 담양군 담양읍,전라남도 담양군 봉산면,전라남도 담양군 고서면,전라남도 담양군 가사문학면,전라남도 담양군 창평면,전라남도 담양군 대덕면,전라남도 담양군 무정면,전라남도 담양군 금성면,전라남도 담양군 용면,전라남도 담양군 월산면,전라남도 담양군 수북면,전라남도 담양군 대전면
2020,3,총,"23,562","7,283","1,450","1,661",649,"1,907",996,"1,665","1,354",936,"1,226","2,255","2,180"
2020,3,0,"1,193",534,65,60,23,79,40,37,47,47,52,113,96
2020,3,10,"1,602",655,57,93,22,112,60,99,64,43,60,178,159
2020,3,20,"2,962",965,132,158,59,202,102,552,134,79,106,235,238
2020,3,30,"2,001",793,123,139,44,143,68,93,113,63,89,171,162
2020,3,40,"3,150","1,080",208,203,67,247,106,146,181,116,165,314,317
2020,3,50,"4,524","1,227",295,352,152,391,218,236,256,189,268,469,471
2020,3,60,"4,037",994,277,359,134,367,213,229,266,196,230,400,372
2020,3,70,"2,768",710,203,209,90,231,126,179,190,143,189,247,251
2020,3,80,"1,200",296,81,80,50,125,59,86,94,52,63,108,106
2020,3,90,122,28,9,8,8,9,4,8,9,8,4,19,8
2020,3,100,3,1,0,0,0,1,0,0,0,0,0,1,0
2020,4,총,"23,501","7,244","1,450","1,654",643,"1,905",995,"1,650","1,354",942,"1,225","2,259","2,180"
2020,4,0,"1,179",527,64,57,20,82,39,34,47,45,50,116,98
2020,4,10,"1,589",648,60,92,22,111,60,95,65,43,59,177,157
2020,4,20,"2,938",955,133,158,58,201,102,545,131,81,106,231,237
2020,4,30,"1,972",773,120,137,43,144,68,91,113,62,91,167,163
2020,4,40,"3,137","1,084",206,202,65,239,105,141,183,116,164,318,314
2020,4,50,"4,531","1,222",300,353,151,392,216,238,257,189,264,475,474
2020,4,60,"4,057","1,003",278,358,137,363,215,230,265,200,234,399,375
2020,4,70,"2,769",708,199,213,88,237,127,181,188,144,191,247,246
2020,4,80,"1,199",292,81,75,51,125,59,87,96,53,63,109,108
2020,4,90,127,31,9,9,8,10,4,8,9,9,3,19,8
2020,4,100,3,1,0,0,0,1,0,0,0,0,0,1,0
2020,5,총,"23,463","7,241","1,451","1,654",640,"1,884",995,"1,639","1,353",938,"1,227","2,255","2,186"
2020,5,0,"1,171",521,64,61,19,80,38,35,45,45,50,115,98
2020,5,10,"1,595",650,59,90,23,110,60,92,68,41,58,180,164
2020,5,20,"2,919",959,134,160,56,192,102,533,129,83,106,229,236
2020,5,30,"1,966",776,122,135,42,144,68,92,115,59,90,163,160
2020,5,40,"3,098","1,069",202,202,65,231,105,138,181,117,160,314,314
2020,5,50,"4,528","1,220",302,351,150,392,214,242,249,189,264,478,477
2020,5,60,"4,084","1,013",280,356,140,360,217,232,273,198,242,399,374
2020,5,70,"2,775",708,198,212,88,241,127,180,188,144,191,250,248
2020,5,80,"1,198",294,81,78,49,123,60,87,96,52,63,108,107
2020,5,90,126,30,9,9,8,10,4,8,9,10,3,18,8
2020,5,100,3,1,0,0,0,1,0,0,0,0,0,1,0
2020,6,총,"23,431","7,244","1,451","1,646",641,"1,879",989,"1,638","1,358",941,"1,213","2,257","2,174"
2020,6,0,"1,166",524,64,62,16,78,39,35,44,45,50,111,98
2020,6,10,"1,592",648,58,91,23,106,59,90,66,43,59,180,169
2020,6,20,"2,901",962,133,154,58,188,99,529,130,83,99,233,233
2020,6,30,"1,953",775,124,133,42,143,67,89,115,58,88,165,154
2020,6,40,"3,071","1,059",199,198,66,230,105,137,181,117,160,309,310
2020,6,50,"4,489","1,207",292,349,148,388,211,243,255,189,261,477,469
2020,6,60,"4,136","1,033",291,357,142,369,215,236,268,201,239,406,379
2020,6,70,"2,785",709,198,213,88,243,128,183,195,142,191,251,244
2020,6,80,"1,208",295,83,80,50,123,62,88,95,53,63,106,110
2020,6,90,127,31,9,9,8,10,4,8,9,10,3,18,8
2020,6,100,3,1,0,0,0,1,0,0,0,0,0,1,0
2020,7,총,"23,422","7,255","1,442","1,644",642,"1,879",992,"1,624","1,349",939,"1,210","2,271","2,175"
2020,7,0,"1,163",516,66,59,14,83,40,35,44,46,52,111,97
2020,7,10,"1,586",647,57,91,23,106,59,88,66,43,59,178,169
2020,7,20,"2,884",970,126,152,59,185,98,515,125,84,95,238,237
2020,7,30,"1,949",775,120,134,41,141,70,88,115,59,88,166,152
2020,7,40,"3,047","1,052",196,199,70,229,101,139,177,114,156,305,309
2020,7,50,"4,504","1,213",296,347,146,391,213,244,253,188,264,480,469
2020,7,60,"4,150","1,041",288,358,146,365,217,237,269,199,236,414,380
2020,7,70,"2,799",710,201,216,88,245,127,183,195,143,194,255,242
2020,7,80,"1,208",299,82,78,47,123,63,87,96,53,63,106,111
2020,7,90,129,31,10,10,8,10,4,8,9,10,3,17,9
2020,7,100,3,1,0,0,0,1,0,0,0,0,0,1,0
2020,8,총,"23,373","7,230","1,436","1,626",642,"1,878",986,"1,619","1,346",938,"1,219","2,266","2,187"
2020,8,0,"1,160",509,62,59,15,83,40,33,47,47,52,111,102
2020,8,10,"1,579",644,58,88,22,106,58,87,65,43,60,178,170
2020,8,20,"2,850",961,125,145,62,182,96,507,125,81,95,232,239
2020,8,30,"1,936",768,118,136,40,139,70,89,114,61,89,161,151
2020,8,40,"3,033","1,043",198,196,66,230,98,138,175,113,158,310,308
2020,8,50,"4,495","1,213",292,344,146,389,213,243,255,186,260,482,472
2020,8,60,"4,165","1,044",291,355,146,370,217,241,266,198,241,414,382
2020,8,70,"2,803",713,199,213,90,246,126,184,195,145,196,254,242
2020,8,80,"1,221",303,83,80,47,122,64,89,96,54,65,105,113
2020,8,90,128,31,10,10,8,10,4,8,8,10,3,18,8
2020,8,100,3,1,0,0,0,1,0,0,0,0,0,1,0
2020,9,총,"23,350","7,232","1,433","1,627",642,"1,866",994,"1,612","1,350",932,"1,212","2,273","2,177"
2020,9,0,"1,170",520,61,60,14,83,42,35,49,42,49,114,101
2020,9,10,"1,567",642,58,86,25,103,58,85,65,42,60,176,167
2020,9,20,"2,834",954,125,146,59,182,97,500,122,82,96,235,236
2020,9,30,"1,914",761,117,134,42,137,72,89,113,59,88,153,149
2020,9,40,"3,025","1,040",201,195,65,226,97,136,175,112,155,315,308
2020,9,50,"4,491","1,214",285,339,145,393,215,244,257,186,260,483,470
2020,9,60,"4,183","1,049",294,358,147,369,220,242,267,196,241,416,384
2020,9,70,"2,810",720,197,217,90,241,127,183,197,148,195,258,237
2020,9,80,"1,222",299,85,81,47,121,61,90,96,56,65,104,117
2020,9,90,131,32,10,11,8,10,5,8,9,9,3,18,8
2020,9,100,3,1,0,0,0,1,0,0,0,0,0,1,0
2020,10,총,"23,323","7,221","1,433","1,612",644,"1,867",991,"1,599","1,354",932,"1,219","2,275","2,176"
2020,10,0,"1,174",518,61,61,14,80,41,34,51,45,51,117,101
2020,10,10,"1,554",643,59,83,25,103,60,75,64,42,60,176,164
2020,10,20,"2,832",945,126,147,59,184,97,501,125,80,98,233,237
2020,10,30,"1,894",756,117,132,41,131,70,88,112,60,86,152,149
2020,10,40,"3,025","1,040",201,190,67,229,97,135,177,112,159,313,305
2020,10,50,"4,460","1,211",282,335,138,394,214,240,256,184,257,483,466
2020,10,60,"4,215","1,051",295,355,156,372,219,246,267,196,245,420,393
2020,10,70,"2,804",724,193,217,89,241,128,181,195,148,195,257,236
2020,10,80,"1,231",300,89,82,48,122,60,91,98,56,65,104,116
2020,10,90,131,32,10,10,7,10,5,8,9,9,3,19,9
2020,10,100,3,1,0,0,0,1,0,0,0,0,0,1,0
2020,11,총,"23,343","7,265","1,429","1,611",649,"1,863",988,"1,581","1,352",931,"1,227","2,269","2,178"
2020,11,0,"1,176",527,60,59,12,82,41,33,49,45,49,119,100
2020,11,10,"1,561",654,58,84,26,101,61,69,63,41,62,176,166
2020,11,20,"2,820",947,127,149,61,179,94,497,121,78,102,229,236
2020,11,30,"1,891",761,115,131,42,132,70,83,112,62,85,149,149
2020,11,40,"3,011","1,045",198,192,65,224,99,134,174,111,156,313,300
2020,11,50,"4,463","1,211",282,334,143,394,211,240,259,184,259,477,469
2020,11,60,"4,229","1,064",299,351,154,373,219,245,267,195,250,424,388
2020,11,70,"2,815",722,191,217,91,244,128,181,199,149,194,257,242
2020,11,80,"1,243",301,88,85,48,124,59,91,99,57,67,105,119
2020,11,90,130,31,11,9,7,9,6,8,9,9,3,19,9
2020,11,100,4,2,0,0,0,1,0,0,0,0,0,1,0
2020,12,총,"23,502","7,422","1,422","1,592",643,"1,883",998,"1,566","1,349",928,"1,239","2,276","2,184"
2020,12,0,"1,177",531,60,57,12,84,40,32,49,43,48,119,102
2020,12,10,"1,586",665,56,84,26,119,61,65,60,42,61,179,168
2020,12,20,"2,856",978,125,144,59,180,96,490,125,78,108,231,242
2020,12,30,"1,891",782,110,128,38,131,71,79,108,60,90,145,149
2020,12,40,"3,027","1,082",198,185,64,220,100,133,171,108,156,313,297
2020,12,50,"4,485","1,240",282,326,141,392,211,241,263,187,256,480,466
2020,12,60,"4,268","1,078",297,358,156,375,223,246,266,197,255,425,392
2020,12,70,"2,825",730,194,216,91,244,130,181,198,149,195,256,241
2020,12,80,"1,244",301,89,83,49,128,60,89,100,55,67,105,118
2020,12,90,139,33,11,11,7,9,6,10,9,9,3,22,9
2020,12,100,4,2,0,0,0,1,0,0,0,0,0,1,0
2021,1,총,"23,583","7,540","1,419","1,587",635,"1,882","1,004","1,561","1,344",921,"1,245","2,271","2,174"
2021,1,0,"1,183",541,62,56,12,85,38,32,45,40,50,120,102
2021,1,10,"1,578",672,55,84,25,117,62,60,60,41,61,175,166
2021,1,20,"2,859",986,123,146,53,182,95,489,123,80,109,236,237
2021,1,30,"1,896",802,109,123,38,134,71,77,107,57,89,140,149
2021,1,40,"3,032","1,102",197,186,64,217,100,129,171,106,158,310,292
2021,1,50,"4,501","1,264",285,325,140,387,213,241,263,184,257,476,466
2021,1,60,"4,303","1,098",293,358,155,379,225,250,268,199,255,430,393
2021,1,70,"2,833",735,195,217,92,243,133,181,198,148,194,256,241
2021,1,80,"1,256",305,89,81,48,129,61,91,100,57,69,106,120
2021,1,90,139,33,11,11,8,9,6,11,9,9,3,21,8
2021,1,100,3,2,0,0,0,0,0,0,0,0,0,1,0
2021,2,총,"23,627","7,597","1,426","1,588",635,"1,877","1,005","1,548","1,339",919,"1,238","2,279","2,176"
2021,2,0,"1,190",543,63,56,13,84,39,33,44,40,48,122,105
2021,2,10,"1,569",681,56,80,24,114,61,56,58,41,59,178,161
2021,2,20,"2,847",986,126,147,51,182,97,481,120,82,104,234,237
2021,2,30,"1,919",812,108,126,38,136,70,79,108,56,91,146,149
2021,2,40,"3,020","1,107",195,183,62,216,99,126,170,101,156,313,292
2021,2,50,"4,498","1,280",288,318,143,380,211,237,263,185,257,472,464
2021,2,60,"4,344","1,107",295,366,157,385,230,251,267,199,258,431,398
2021,2,70,"2,821",736,194,219,90,240,131,183,197,148,192,254,237
2021,2,80,"1,277",310,90,82,49,131,61,91,103,58,70,107,125
2021,2,90,139,33,11,11,8,9,6,11,9,9,3,21,8
2021,2,100,3,2,0,0,0,0,0,0,0,0,0,1,0
2021,3,총,"23,599","7,616","1,418","1,589",626,"1,858","1,004","1,543","1,340",915,"1,239","2,280","2,171"
2021,3,0,"1,170",547,61,55,9,79,35,34,44,40,45,120,101
2021,3,10,"1,556",669,57,79,26,113,63,54,59,37,59,177,163
2021,3,20,"2,830",988,124,149,48,175,98,475,119,83,101,236,234
2021,3,30,"1,902",821,107,125,37,128,69,79,107,51,90,143,145
2021,3,40,"3,021","1,116",194,184,63,211,97,127,172,102,156,307,292
2021,3,50,"4,489","1,280",282,314,141,382,210,236,263,184,253,477,467
2021,3,60,"4,397","1,118",299,368,158,392,235,253,263,199,270,439,403
2021,3,70,"2,821",738,194,222,89,239,125,185,198,150,193,253,235
2021,3,80,"1,277",306,90,82,48,130,66,90,104,60,69,108,124
2021,3,90,136,33,10,11,7,9,6,10,11,9,3,20,7
2021,3,100,0,0,0,0,0,0,0,0,0,0,0,0,0
2021,4,총,"23,627","7,650","1,415","1,579",627,"1,862","1,001","1,534","1,326",916,"1,247","2,284","2,186"
2021,4,0,"1,164",551,62,54,9,75,34,34,43,40,47,112,103
2021,4,10,"1,556",666,56,78,26,115,64,55,58,37,58,178,165
2021,4,20,"2,825",999,125,148,48,175,96,464,116,84,105,232,233
2021,4,30,"1,892",826,105,124,38,124,62,79,104,50,89,144,147
2021,4,40,"3,021","1,121",193,179,61,216,101,126,168,104,151,307,294
2021,4,50,"4,492","1,283",286,312,138,377,209,238,262,180,257,475,475
2021,4,60,"4,435","1,129",296,367,163,397,237,255,264,201,271,453,402
2021,4,70,"2,824",737,194,222,88,242,127,184,198,148,195,254,235
2021,4,80,"1,285",306,89,84,49,132,66,89,102,63,71,109,125
2021,4,90,133,32,9,11,7,9,5,10,11,9,3,20,7
2021,4,100,0,0,0,0,0,0,0,0,0,0,0,0,0
2021,5,총,"23,648","7,680","1,413","1,586",625,"1,859",995,"1,521","1,324",918,"1,245","2,293","2,189"
2021,5,0,"1,162",555,59,54,9,74,33,32,43,39,50,112,102
2021,5,10,"1,562",669,56,81,26,116,65,53,61,36,57,178,164
2021,5,20,"2,796",996,123,147,47,170,95,453,112,89,104,231,229
2021,5,30,"1,897",821,106,123,36,126,63,79,106,52,88,145,152
2021,5,40,"3,004","1,126",193,173,61,210,101,120,169,105,148,306,292
2021,5,50,"4,512","1,294",286,318,141,377,208,242,258,176,254,478,480
2021,5,60,"4,479","1,144",301,373,165,403,237,258,261,201,273,459,404
2021,5,70,"2,812",733,191,221,84,242,124,185,201,148,196,254,233
2021,5,80,"1,291",310,88,85,50,132,64,89,103,63,71,110,126
2021,5,90,133,32,10,11,6,9,5,10,10,9,4,20,7
2021,5,100,0,0,0,0,0,0,0,0,0,0,0,0,0
2021,6,총,"23,607","7,671","1,404","1,585",621,"1,869",992,"1,511","1,330",915,"1,229","2,300","2,180"
2021,6,0,"1,147",551,59,52,9,73,32,31,42,39,46,114,99
2021,6,10,"1,567",668,56,82,25,128,65,52,61,34,53,176,167
2021,6,20,"2,785","1,001",118,148,47,172,94,448,111,87,104,231,224
2021,6,30,"1,886",817,104,121,35,125,61,78,107,51,86,148,153
2021,6,40,"3,005","1,132",194,173,62,211,102,120,165,107,149,303,287
2021,6,50,"4,501","1,290",286,315,143,374,207,238,265,173,250,482,478
2021,6,60,"4,493","1,147",299,375,163,400,239,261,261,205,269,464,410
2021,6,70,"2,793",722,186,222,81,242,124,185,203,146,197,252,233
2021,6,80,"1,295",311,92,86,50,135,63,88,104,64,71,110,121
2021,6,90,135,32,10,11,6,9,5,10,11,9,4,20,8
2021,6,100,0,0,0,0,0,0,0,0,0,0,0,0,0
2021,7,총,"23,553","7,657","1,398","1,578",616,"1,867",995,"1,488","1,331",919,"1,226","2,303","2,175"
2021,7,0,"1,127",542,59,49,9,71,29,29,42,38,44,114,101
2021,7,10,"1,559",668,52,82,24,125,68,51,59,34,56,176,164
2021,7,20,"2,767","1,002",117,145,47,173,95,436,113,86,100,231,222
2021,7,30,"1,867",807,106,118,34,125,60,74,106,49,85,153,150
2021,7,40,"2,984","1,121",195,173,62,208,98,116,164,111,148,302,286
2021,7,50,"4,521","1,305",283,314,138,379,213,236,265,174,251,480,483
2021,7,60,"4,486","1,144",297,375,165,399,239,259,262,207,268,465,406
2021,7,70,"2,804",721,187,226,79,242,126,189,204,147,199,249,235
2021,7,80,"1,303",315,92,86,52,135,62,88,105,64,71,113,120
2021,7,90,135,32,10,10,6,10,5,10,11,9,4,20,8
2021,7,100,0,0,0,0,0,0,0,0,0,0,0,0,0
2021,8,총,"23,497","7,652","1,404","1,575",609,"1,857",983,"1,488","1,329",909,"1,226","2,299","2,166"
2021,8,0,"1,125",543,58,47,9,70,27,29,41,37,48,112,104
2021,8,10,"1,551",667,55,83,24,120,66,49,59,34,57,175,162
2021,8,20,"2,751","1,001",117,148,45,174,91,436,112,79,96,226,226
2021,8,30,"1,846",804,105,112,31,126,58,75,106,50,82,154,143
2021,8,40,"2,957","1,117",194,172,61,202,95,114,161,111,144,301,285
2021,8,50,"4,531","1,304",285,315,140,380,214,239,267,173,254,483,477
2021,8,60,"4,498","1,152",298,376,165,398,240,260,262,206,269,466,406
2021,8,70,"2,795",711,187,227,79,242,127,187,206,147,198,247,237
2021,8,80,"1,306",321,95,85,49,134,60,88,105,63,74,114,118
2021,8,90,136,31,10,10,6,11,5,11,10,9,4,21,8
2021,8,100,1,1,0,0,0,0,0,0,0,0,0,0,0
2021,9,총,"23,432","7,630","1,406","1,570",608,"1,848",981,"1,475","1,317",907,"1,222","2,303","2,165"
2021,9,0,"1,099",531,60,43,9,69,24,27,39,38,47,114,98
2021,9,10,"1,546",667,55,84,24,115,66,50,59,33,59,173,161
2021,9,20,"2,697",997,115,143,46,171,87,417,108,77,91,223,222
2021,9,30,"1,831",788,106,113,29,125,59,77,104,51,79,157,143
2021,9,40,"2,933","1,111",190,171,59,202,92,115,159,109,138,299,288
2021,9,50,"4,546","1,307",287,317,141,378,220,239,266,173,259,481,478
2021,9,60,"4,535","1,160",301,380,164,403,241,262,261,207,273,474,409
2021,9,70,"2,786",711,186,226,80,242,126,183,203,144,198,247,240
2021,9,80,"1,317",324,96,83,50,132,61,94,107,66,74,113,117
2021,9,90,140,33,10,10,5,11,5,11,11,9,4,22,9
2021,9,100,2,1,0,0,1,0,0,0,0,0,0,0,0
2021,10,총,"23,427","7,641","1,410","1,572",607,"1,845",984,"1,469","1,313",905,"1,215","2,304","2,162"
2021,10,0,"1,079",530,60,43,8,68,24,27,37,37,41,111,93
2021,10,10,"1,549",677,57,80,23,112,65,50,58,33,60,174,160
2021,10,20,"2,692",987,116,147,46,176,91,412,107,72,92,225,221
2021,10,30,"1,810",783,106,111,29,118,56,76,99,50,79,157,146
2021,10,40,"2,920","1,111",188,170,59,202,94,114,160,112,132,297,281
2021,10,50,"4,559","1,311",288,320,141,378,218,239,268,174,260,485,477
2021,10,60,"4,565","1,170",303,383,165,405,242,265,262,206,274,477,413
2021,10,70,"2,794",712,186,225,80,241,128,181,202,148,198,249,244
2021,10,80,"1,319",327,97,83,50,133,61,93,109,64,75,110,117
2021,10,90,138,32,9,10,5,12,5,12,11,9,4,19,10
2021,10,100,2,1,0,0,1,0,0,0,0,0,0,0,0
2021,11,총,"23,432","7,654","1,411","1,569",606,"1,831",984,"1,468","1,311",909,"1,212","2,326","2,151"
2021,11,0,"1,074",532,61,41,8,68,23,26,36,37,38,112,92
2021,11,10,"1,534",672,58,79,22,109,64,49,56,33,61,175,156
2021,11,20,"2,692",990,113,149,44,171,93,407,108,77,92,231,217
2021,11,30,"1,827",796,105,113,30,121,56,78,97,48,78,162,143
2021,11,40,"2,908","1,100",189,166,59,202,97,114,160,113,131,296,281
2021,11,50,"4,560","1,310",292,321,141,372,217,243,269,174,261,484,476
2021,11,60,"4,567","1,183",304,378,164,405,240,263,262,203,270,483,412
2021,11,70,"2,802",712,177,228,82,239,129,180,203,152,201,254,245
2021,11,80,"1,323",325,103,83,50,133,60,96,107,62,76,110,118
2021,11,90,143,33,9,11,5,11,5,12,13,10,4,19,11
2021,11,100,2,1,0,0,1,0,0,0,0,0,0,0,0
2021,12,총,"23,428","7,645","1,410","1,576",606,"1,815",988,"1,459","1,306",913,"1,216","2,349","2,145"
2021,12,0,"1,062",531,60,39,9,66,22,23,35,33,40,113,91
2021,12,10,"1,543",675,57,81,21,105,65,48,57,35,64,177,158
2021,12,20,"2,688",979,113,150,45,171,97,404,112,77,91,236,213
2021,12,30,"1,822",794,105,112,30,120,53,78,96,48,76,166,144
2021,12,40,"2,912","1,100",192,167,58,202,99,118,159,110,132,295,280
2021,12,50,"4,548","1,305",290,321,140,373,217,241,264,177,258,487,475
2021,12,60,"4,590","1,187",304,378,166,401,244,262,262,208,275,490,413
2021,12,70,"2,777",710,175,233,80,235,124,177,202,150,200,250,241
2021,12,80,"1,339",330,105,84,51,131,62,96,105,65,75,116,119
2021,12,90,145,33,9,11,5,11,5,12,14,10,5,19,11
2021,12,100,2,1,0,0,1,0,0,0,0,0,0,0,0
