년도,월,나이,서울특별시 노원구,서울특별시 노원구 월계1동,서울특별시 노원구 월계2동,서울특별시 노원구 월계3동,서울특별시 노원구 공릉1동,서울특별시 노원구 공릉2동,서울특별시 노원구 하계1동,서울특별시 노원구 하계2동,서울특별시 노원구 중계본동,서울특별시 노원구 중계1동,서울특별시 노원구 중계4동,서울특별시 노원구 중계2.3동,서울특별시 노원구 상계1동,서울특별시 노원구 상계2동,서울특별시 노원구 상계3.4동,서울특별시 노원구 상계5동,서울특별시 노원구 상계6.7동,서울특별시 노원구 상계8동,서울특별시 노원구 상계9동,서울특별시 노원구 상계10동
2020,2,70,"20,898","1,047","1,328","1,407","1,447","1,189","1,110",777,660,582,"1,115","2,071","1,544",737,"1,554","1,280","1,136",650,771,493
2020,2,80,"10,390",396,659,680,630,558,648,450,363,341,494,"1,024",755,346,685,577,667,356,433,328
2020,2,90,"1,744",83,115,108,108,103,85,71,60,36,76,159,160,65,104,96,133,59,76,47
2020,2,100,181,10,11,12,13,8,5,3,10,9,12,11,16,6,20,22,4,4,3,2
2020,3,총,"274,311","11,147","14,364","16,220","19,460","20,530","14,638","12,073","13,098","14,194","10,852","19,472","20,443","10,567","13,707","12,842","18,301","12,239","11,297","8,867"
2020,3,0,"17,170",648,901,"1,164","1,116","1,493",614,790,810,942,624,"1,132","1,210",513,732,593,"1,343","1,284",747,514
2020,3,10,"26,870",857,"1,110","1,099","1,441","2,290","1,534","1,425","2,273","2,774","1,094","1,772","1,682",970,"1,003","1,080","1,562","1,093","1,069",742
2020,3,20,"35,864","1,620","1,527","1,832","3,291","3,316","2,307","1,607","1,617","1,441","1,247","2,153","2,701","1,674","1,497","1,657","2,412","1,406","1,302","1,257"
2020,3,30,"33,587","1,333","1,699","2,437","2,722","2,699","1,379","1,360","1,070","1,198","1,030","2,281","2,517","1,185","1,421","1,288","2,701","2,501","1,456","1,310"
2020,3,40,"46,631","1,686","2,196","2,364","2,760","3,556","2,481","2,277","2,953","3,779","1,938","3,165","3,112","1,650","2,036","1,974","3,185","2,039","2,011","1,469"
2020,3,50,"45,716","1,830","2,414","2,635","3,121","3,096","2,629","2,044","2,228","2,091","1,838","2,993","3,806","2,022","2,439","2,352","3,052","1,601","1,945","1,580"
2020,3,60,"35,113","1,625","2,384","2,473","2,792","2,222","1,838","1,267","1,062",999,"1,373","2,695","2,927","1,395","2,205","1,916","2,105","1,242","1,477","1,116"
2020,3,70,"20,967","1,054","1,350","1,405","1,458","1,185","1,115",782,656,581,"1,120","2,075","1,557",742,"1,556","1,277","1,131",650,772,501
2020,3,80,"10,432",399,658,689,635,564,648,448,360,339,497,"1,034",752,343,693,584,672,359,435,323
2020,3,90,"1,778",85,113,110,111,101,88,70,59,41,78,161,163,67,105,100,133,60,80,53
2020,3,100,183,10,12,12,13,8,5,3,10,9,13,11,16,6,20,21,5,4,3,2
2020,4,총,"273,958","11,144","14,431","16,223","19,447","20,523","14,553","12,038","13,050","14,165","10,831","19,411","20,422","10,547","13,742","12,824","18,280","12,200","11,281","8,846"
2020,4,0,"17,046",643,916,"1,150","1,112","1,474",612,785,798,931,618,"1,117","1,206",512,732,581,"1,334","1,273",740,512
2020,4,10,"26,775",852,"1,113","1,098","1,430","2,288","1,513","1,416","2,272","2,777","1,084","1,753","1,678",958,"1,006","1,073","1,563","1,091","1,073",737
2020,4,20,"35,871","1,628","1,546","1,846","3,301","3,328","2,262","1,600","1,609","1,431","1,258","2,145","2,699","1,674","1,512","1,650","2,419","1,405","1,302","1,256"
2020,4,30,"33,472","1,332","1,715","2,416","2,713","2,695","1,380","1,360","1,059","1,192","1,014","2,273","2,504","1,170","1,440","1,275","2,692","2,488","1,453","1,301"
2020,4,40,"46,457","1,688","2,195","2,360","2,747","3,553","2,459","2,261","2,941","3,773","1,948","3,143","3,084","1,654","2,037","1,968","3,170","2,033","1,996","1,447"
2020,4,50,"45,655","1,821","2,405","2,646","3,103","3,095","2,623","2,043","2,223","2,095","1,830","2,998","3,816","2,014","2,427","2,343","3,044","1,587","1,947","1,595"
2020,4,60,"35,243","1,625","2,400","2,478","2,806","2,229","1,848","1,273","1,066","1,003","1,374","2,692","2,943","1,407","2,215","1,927","2,118","1,240","1,478","1,121"
2020,4,70,"21,013","1,061","1,350","1,416","1,470","1,187","1,114",777,657,580,"1,120","2,084","1,560",741,"1,547","1,290","1,138",657,766,498
2020,4,80,"10,445",400,667,688,637,567,650,450,352,332,496,"1,033",753,343,699,594,661,361,440,322
2020,4,90,"1,800",84,112,112,115,100,87,70,63,42,76,162,163,68,107,103,137,61,83,55
2020,4,100,181,10,12,13,13,7,5,3,10,9,13,11,16,6,20,20,4,4,3,2
2020,5,총,"273,572","11,117","14,433","16,210","19,461","20,500","14,511","12,036","13,015","14,132","10,817","19,385","20,368","10,530","13,749","12,786","18,234","12,176","11,279","8,833"
2020,5,0,"16,951",637,920,"1,140","1,102","1,472",603,777,781,934,616,"1,115","1,198",512,732,584,"1,316","1,258",746,508
2020,5,10,"26,580",854,"1,105","1,094","1,423","2,265","1,489","1,413","2,276","2,756","1,067","1,731","1,670",955,999,"1,060","1,547","1,087","1,065",724
2020,5,20,"35,870","1,620","1,540","1,837","3,319","3,346","2,254","1,594","1,600","1,437","1,266","2,144","2,694","1,669","1,515","1,632","2,418","1,417","1,308","1,260"
2020,5,30,"33,386","1,322","1,708","2,409","2,737","2,670","1,375","1,369","1,054","1,179","1,006","2,279","2,502","1,155","1,450","1,275","2,683","2,463","1,452","1,298"
2020,5,40,"46,280","1,677","2,192","2,371","2,719","3,548","2,453","2,238","2,933","3,766","1,943","3,122","3,065","1,658","2,017","1,956","3,155","2,028","2,003","1,436"
2020,5,50,"45,604","1,803","2,403","2,630","3,095","3,089","2,621","2,055","2,221","2,086","1,831","3,008","3,790","2,015","2,431","2,338","3,035","1,610","1,931","1,612"
2020,5,60,"35,370","1,640","2,406","2,491","2,826","2,243","1,860","1,283","1,068","1,009","1,376","2,692","2,962","1,402","2,221","1,925","2,130","1,237","1,483","1,116"
2020,5,70,"21,069","1,065","1,358","1,427","1,472","1,187","1,117",779,658,579,"1,121","2,090","1,552",749,"1,548","1,296","1,147",657,767,500
2020,5,80,"10,474",405,675,687,640,573,646,453,352,334,497,"1,030",758,339,709,595,662,357,440,322
2020,5,90,"1,804",84,113,111,114,100,89,72,61,43,81,163,161,70,107,104,137,58,81,55
2020,5,100,184,10,13,13,14,7,4,3,11,9,13,11,16,6,20,21,4,4,3,2
2020,6,총,"273,263","11,123","14,440","16,168","19,434","20,507","14,456","12,036","12,964","14,126","10,809","19,347","20,348","10,519","13,758","12,758","18,203","12,161","11,277","8,829"
2020,6,0,"16,862",636,916,"1,135","1,089","1,454",602,778,777,923,608,"1,110","1,198",511,726,578,"1,309","1,259",741,512
2020,6,10,"26,438",844,"1,103","1,085","1,410","2,260","1,470","1,417","2,255","2,751","1,058","1,738","1,653",950,996,"1,049","1,538","1,080","1,060",721
2020,6,20,"35,856","1,631","1,544","1,831","3,345","3,364","2,239","1,578","1,593","1,433","1,274","2,123","2,681","1,661","1,525","1,630","2,428","1,406","1,308","1,262"
2020,6,30,"33,267","1,318","1,710","2,402","2,705","2,657","1,363","1,378","1,051","1,168","1,003","2,274","2,495","1,154","1,449","1,278","2,665","2,454","1,445","1,298"
2020,6,40,"46,158","1,682","2,187","2,361","2,727","3,545","2,434","2,238","2,916","3,778","1,933","3,097","3,050","1,662","2,020","1,940","3,126","2,023","2,007","1,432"
2020,6,50,"45,569","1,814","2,402","2,620","3,076","3,101","2,612","2,054","2,229","2,079","1,836","2,998","3,783","2,000","2,429","2,339","3,040","1,617","1,935","1,605"
2020,6,60,"35,523","1,631","2,418","2,502","2,843","2,244","1,872","1,288","1,074","1,018","1,382","2,711","2,993","1,410","2,225","1,919","2,145","1,243","1,485","1,120"
2020,6,70,"21,118","1,067","1,356","1,427","1,475","1,196","1,124",778,650,583,"1,128","2,083","1,565",753,"1,554","1,308","1,142",656,772,501
2020,6,80,"10,476",404,679,684,637,575,647,453,346,340,491,"1,037",753,341,708,594,667,357,440,323
2020,6,90,"1,806",85,110,108,113,103,89,71,62,44,83,164,161,71,106,101,139,62,81,53
2020,6,100,190,11,15,13,14,8,4,3,11,9,13,12,16,6,20,22,4,4,3,2
2020,7,총,"272,854","11,087","14,410","16,131","19,421","20,473","14,461","11,997","12,924","14,089","10,835","19,357","20,313","10,519","13,738","12,759","18,140","12,115","11,261","8,824"
2020,7,0,"16,740",624,915,"1,126","1,077","1,443",597,769,766,916,614,"1,108","1,180",512,722,569,"1,302","1,260",730,510
2020,7,10,"26,295",831,"1,094","1,074","1,395","2,238","1,469","1,419","2,245","2,750","1,061","1,732","1,650",945,988,"1,045","1,520","1,068","1,067",704
2020,7,20,"35,825","1,629","1,537","1,822","3,364","3,368","2,226","1,556","1,595","1,421","1,271","2,129","2,678","1,661","1,521","1,643","2,421","1,397","1,305","1,281"
2020,7,30,"33,125","1,309","1,680","2,388","2,706","2,648","1,372","1,368","1,035","1,170","1,003","2,263","2,485","1,152","1,452","1,258","2,660","2,451","1,432","1,293"
2020,7,40,"46,041","1,689","2,190","2,350","2,706","3,543","2,430","2,227","2,911","3,772","1,934","3,096","3,046","1,672","2,004","1,939","3,092","2,007","2,002","1,431"
2020,7,50,"45,507","1,811","2,403","2,602","3,060","3,097","2,616","2,054","2,229","2,064","1,837","3,013","3,773","1,999","2,422","2,346","3,044","1,607","1,931","1,599"
2020,7,60,"35,624","1,620","2,406","2,518","2,862","2,260","1,880","1,290","1,078","1,020","1,392","2,713","3,008","1,407","2,231","1,927","2,153","1,244","1,489","1,126"
2020,7,70,"21,195","1,073","1,384","1,439","1,492","1,189","1,118",785,646,580,"1,141","2,091","1,564",752,"1,557","1,309","1,136",656,776,507
2020,7,80,"10,509",405,671,690,633,578,660,456,346,344,485,"1,038",753,344,716,600,666,361,444,319
2020,7,90,"1,801",83,115,109,112,101,89,70,62,44,84,162,160,68,105,101,142,60,82,52
2020,7,100,192,13,15,13,14,8,4,3,11,8,13,12,16,7,20,22,4,4,3,2
2020,8,총,"272,255","11,035","14,374","16,075","19,433","20,430","14,415","11,990","12,871","14,107","10,790","19,308","20,245","10,495","13,725","12,747","18,102","12,083","11,228","8,802"
2020,8,0,"16,606",614,909,"1,114","1,070","1,434",583,760,764,911,609,"1,101","1,177",516,715,565,"1,289","1,246",722,507
2020,8,10,"26,094",807,"1,076","1,064","1,390","2,213","1,468","1,416","2,243","2,743","1,059","1,713","1,641",936,994,"1,032","1,499","1,055","1,049",696
2020,8,20,"35,752","1,632","1,547","1,812","3,366","3,369","2,213","1,550","1,573","1,441","1,262","2,123","2,652","1,656","1,526","1,636","2,413","1,400","1,308","1,273"
2020,8,30,"32,980","1,285","1,661","2,363","2,689","2,638","1,379","1,370","1,028","1,164",983,"2,246","2,483","1,148","1,438","1,269","2,657","2,449","1,436","1,294"
2020,8,40,"45,879","1,678","2,180","2,355","2,716","3,525","2,412","2,218","2,910","3,762","1,943","3,080","3,016","1,656","2,006","1,938","3,074","1,999","1,987","1,424"
2020,8,50,"45,393","1,810","2,403","2,595","3,059","3,092","2,605","2,043","2,219","2,078","1,826","3,006","3,752","1,985","2,404","2,340","3,050","1,601","1,933","1,592"
2020,8,60,"35,779","1,626","2,408","2,524","2,884","2,272","1,877","1,305","1,073","1,030","1,389","2,723","3,020","1,426","2,246","1,935","2,167","1,251","1,490","1,133"
2020,8,70,"21,204","1,074","1,383","1,435","1,495","1,195","1,125",794,643,578,"1,128","2,098","1,572",747,"1,550","1,301","1,137",661,778,510
2020,8,80,"10,564",413,678,692,634,583,659,458,346,344,497,"1,041",754,349,721,609,672,356,442,316
2020,8,90,"1,809",83,114,108,116,101,89,73,61,48,81,165,161,69,104,100,140,61,80,55
2020,8,100,195,13,15,13,14,8,5,3,11,8,13,12,17,7,21,22,4,4,3,2
2020,9,총,"271,689","11,000","14,349","16,020","19,401","20,427","14,345","11,955","12,882","14,111","10,752","19,258","20,201","10,469","13,673","12,749","18,045","12,044","11,195","8,813"
2020,9,0,"16,444",610,897,"1,112","1,062","1,426",565,747,760,911,594,"1,088","1,173",514,711,561,"1,261","1,236",709,507
2020,9,10,"25,945",805,"1,068","1,049","1,372","2,196","1,450","1,406","2,258","2,745","1,054","1,700","1,630",926,981,"1,027","1,489","1,052","1,049",688
2020,9,20,"35,715","1,627","1,545","1,815","3,403","3,380","2,201","1,545","1,568","1,431","1,248","2,107","2,625","1,659","1,515","1,647","2,417","1,388","1,312","1,282"
2020,9,30,"32,803","1,278","1,649","2,334","2,668","2,634","1,373","1,362","1,023","1,152",988,"2,256","2,487","1,133","1,423","1,265","2,645","2,427","1,423","1,283"
2020,9,40,"45,697","1,670","2,175","2,359","2,694","3,510","2,398","2,216","2,907","3,771","1,930","3,058","3,013","1,637","2,002","1,931","3,037","1,998","1,965","1,426"
2020,9,50,"45,359","1,793","2,412","2,582","3,057","3,103","2,589","2,039","2,223","2,084","1,803","3,006","3,744","1,990","2,406","2,342","3,060","1,601","1,936","1,589"
2020,9,60,"35,897","1,629","2,407","2,520","2,888","2,282","1,891","1,312","1,077","1,043","1,398","2,723","3,020","1,433","2,246","1,937","2,194","1,258","1,493","1,146"
2020,9,70,"21,211","1,076","1,386","1,433","1,494","1,196","1,127",792,645,572,"1,144","2,099","1,574",747,"1,540","1,303","1,129",665,779,510
2020,9,80,"10,590",415,678,693,633,590,657,458,346,343,495,"1,044",758,353,723,613,668,352,447,324
2020,9,90,"1,831",83,117,110,116,102,89,75,64,51,85,165,160,70,104,101,141,63,79,56
2020,9,100,197,14,15,13,14,8,5,3,11,8,13,12,17,7,22,22,4,4,3,2
2020,10,총,"271,296","10,953","14,315","15,982","19,412","20,427","14,335","11,953","12,827","14,112","10,733","19,244","20,178","10,452","13,655","12,735","18,025","11,987","11,168","8,803"
2020,10,0,"16,310",608,897,"1,099","1,070","1,418",567,744,747,908,588,"1,075","1,157",509,702,561,"1,235","1,227",698,500
2020,10,10,"25,808",783,"1,068","1,036","1,355","2,192","1,427","1,398","2,262","2,734","1,042","1,687","1,624",918,983,"1,018","1,497","1,037","1,048",699
2020,10,20,"35,756","1,638","1,537","1,823","3,400","3,391","2,203","1,545","1,557","1,437","1,248","2,123","2,627","1,662","1,515","1,657","2,426","1,381","1,306","1,280"
2020,10,30,"32,649","1,271","1,636","2,318","2,673","2,610","1,379","1,366","1,024","1,135",985,"2,252","2,478","1,125","1,411","1,248","2,628","2,420","1,411","1,279"
2020,10,40,"45,515","1,654","2,163","2,348","2,682","3,516","2,387","2,202","2,896","3,798","1,916","3,044","2,999","1,624","1,993","1,925","3,024","1,980","1,942","1,422"
2020,10,50,"45,312","1,788","2,410","2,574","3,047","3,101","2,589","2,053","2,208","2,074","1,798","3,010","3,739","1,992","2,391","2,350","3,060","1,597","1,944","1,587"
2020,10,60,"36,009","1,622","2,399","2,521","2,908","2,299","1,906","1,312","1,070","1,048","1,412","2,727","3,044","1,440","2,259","1,928","2,202","1,266","1,501","1,145"
2020,10,70,"21,272","1,080","1,387","1,447","1,506","1,198","1,124",794,640,573,"1,140","2,107","1,582",747,"1,545","1,310","1,133",663,784,512
2020,10,80,"10,620",413,683,694,639,593,660,462,350,345,502,"1,044",750,356,726,607,672,350,449,325
2020,10,90,"1,847",82,121,109,118,101,87,75,62,51,89,163,161,72,107,110,143,62,82,52
2020,10,100,198,14,14,13,14,8,6,2,11,9,13,12,17,7,23,21,5,4,3,2
2020,11,총,"270,916","10,944","14,266","15,964","19,408","20,411","14,271","11,916","12,784","14,116","10,739","19,171","20,142","10,428","13,651","12,710","18,020","11,993","11,157","8,825"
2020,11,0,"16,189",606,882,"1,097","1,060","1,409",560,736,734,919,585,"1,054","1,137",505,703,552,"1,220","1,232",689,509
2020,11,10,"25,724",784,"1,064","1,034","1,334","2,177","1,408","1,400","2,259","2,724","1,040","1,683","1,623",922,979,"1,021","1,486","1,033","1,051",702
2020,11,20,"35,701","1,641","1,518","1,814","3,427","3,404","2,194","1,523","1,560","1,436","1,255","2,117","2,621","1,661","1,506","1,655","2,414","1,372","1,316","1,267"
2020,11,30,"32,565","1,256","1,625","2,306","2,677","2,606","1,361","1,361","1,016","1,140",986,"2,238","2,483","1,106","1,416","1,245","2,636","2,417","1,405","1,285"
2020,11,40,"45,332","1,663","2,149","2,335","2,659","3,488","2,385","2,185","2,879","3,781","1,910","3,044","2,981","1,622","1,995","1,911","3,021","1,978","1,924","1,422"
2020,11,50,"45,282","1,788","2,415","2,571","3,046","3,123","2,561","2,040","2,205","2,075","1,807","3,002","3,729","1,986","2,385","2,343","3,073","1,600","1,948","1,585"
2020,11,60,"36,115","1,629","2,403","2,538","2,911","2,306","1,913","1,331","1,074","1,059","1,412","2,701","3,048","1,443","2,261","1,933","2,209","1,278","1,502","1,164"
2020,11,70,"21,306","1,069","1,383","1,444","1,520","1,198","1,136",797,639,577,"1,138","2,122","1,589",747,"1,540","1,309","1,138",663,786,511
2020,11,80,"10,644",411,689,701,639,594,659,464,347,347,506,"1,038",751,356,737,609,672,352,446,326
2020,11,90,"1,859",83,125,111,121,98,88,76,60,49,87,160,163,73,105,111,145,65,87,52
2020,11,100,199,14,13,13,14,8,6,3,11,9,13,12,17,7,24,21,6,3,3,2
2020,12,총,"270,654","10,893","14,224","15,938","19,358","20,378","14,243","11,863","12,684","14,099","10,697","19,106","20,080","10,386","13,611","12,684","17,950","11,904","11,094","9,462"
2020,12,0,"16,136",600,869,"1,098","1,044","1,408",563,721,721,927,586,"1,054","1,136",502,702,544,"1,196","1,215",676,574
2020,12,10,"25,611",785,"1,051","1,034","1,323","2,152","1,393","1,384","2,244","2,720","1,033","1,665","1,624",914,968,"1,019","1,475","1,014","1,037",776
2020,12,20,"35,632","1,638","1,518","1,802","3,438","3,387","2,182","1,517","1,536","1,429","1,244","2,112","2,585","1,653","1,500","1,649","2,404","1,366","1,319","1,353"
2020,12,30,"32,498","1,240","1,606","2,302","2,664","2,618","1,362","1,346","1,008","1,155",982,"2,218","2,472","1,110","1,403","1,245","2,618","2,404","1,388","1,357"
2020,12,40,"45,204","1,665","2,141","2,321","2,653","3,470","2,364","2,176","2,867","3,743","1,898","3,015","2,983","1,608","1,988","1,907","3,006","1,958","1,916","1,525"
2020,12,50,"45,229","1,770","2,415","2,559","3,038","3,110","2,564","2,031","2,191","2,076","1,798","2,998","3,705","1,963","2,371","2,332","3,073","1,596","1,938","1,701"
2020,12,60,"36,250","1,611","2,413","2,543","2,907","2,332","1,923","1,346","1,075","1,059","1,408","2,704","3,048","1,451","2,268","1,940","2,211","1,273","1,502","1,236"
2020,12,70,"21,310","1,073","1,378","1,442","1,521","1,191","1,127",795,621,582,"1,145","2,126","1,592",748,"1,537","1,312","1,134",660,785,541
2020,12,80,"10,708",415,694,706,634,605,671,470,348,349,502,"1,042",752,356,746,605,677,349,444,343
2020,12,90,"1,873",82,126,118,122,97,87,74,62,49,88,160,165,74,103,110,150,66,86,54
2020,12,100,203,14,13,13,14,8,7,3,11,10,13,12,18,7,25,21,6,3,3,2
2021,1,총,"270,089","10,808","14,154","15,903","19,264","20,303","14,165","11,837","12,636","14,089","10,666","19,062","20,036","10,378","13,573","12,641","17,892","11,883","11,016","9,783"
2021,1,0,"15,975",588,865,"1,086","1,031","1,379",553,710,702,922,588,"1,037","1,123",500,693,540,"1,191","1,195",662,610
2021,1,10,"25,443",781,"1,025","1,033","1,299","2,141","1,377","1,371","2,247","2,719","1,017","1,644","1,624",906,967,"1,001","1,455","1,013","1,020",803
2021,1,20,"35,483","1,626","1,512","1,793","3,397","3,379","2,141","1,514","1,519","1,437","1,244","2,114","2,577","1,652","1,496","1,632","2,400","1,356","1,312","1,382"
2021,1,30,"32,383","1,210","1,584","2,275","2,635","2,612","1,375","1,344","1,006","1,146",975,"2,199","2,449","1,113","1,389","1,249","2,596","2,426","1,379","1,421"
2021,1,40,"44,970","1,653","2,123","2,317","2,654","3,440","2,328","2,170","2,844","3,712","1,884","3,008","2,973","1,594","1,976","1,888","2,981","1,945","1,887","1,593"
2021,1,50,"45,163","1,756","2,397","2,546","3,024","3,090","2,556","2,031","2,199","2,093","1,792","2,987","3,693","1,968","2,354","2,330","3,085","1,593","1,928","1,741"
2021,1,60,"36,495","1,615","2,427","2,566","2,922","2,360","1,939","1,352","1,077","1,070","1,407","2,719","3,064","1,456","2,283","1,951","2,217","1,278","1,512","1,280"
2021,1,70,"21,335","1,069","1,386","1,441","1,522","1,186","1,122",797,624,587,"1,156","2,122","1,597",749,"1,541","1,309","1,134",659,783,551
2021,1,80,"10,747",412,695,713,644,610,678,470,350,344,498,"1,058",753,358,746,607,674,350,441,346
2021,1,90,"1,892",84,127,120,122,98,89,75,57,49,93,162,166,74,104,112,153,64,89,54
2021,1,100,203,14,13,13,14,8,7,3,11,10,12,12,17,8,24,22,6,4,3,2
2021,2,총,"269,437","10,753","14,130","15,887","19,207","20,223","14,118","11,763","12,610","14,027","10,642","18,982","20,010","10,340","13,540","12,625","17,841","11,803","11,006","9,930"
2021,2,0,"15,825",575,865,"1,081","1,023","1,370",540,703,717,928,577,"1,012","1,123",489,677,536,"1,164","1,147",660,638
2021,2,10,"25,259",778,"1,023","1,012","1,302","2,131","1,372","1,362","2,231","2,687","1,014","1,625","1,599",896,950,"1,006","1,444","1,004","1,013",810
2021,2,20,"35,302","1,618","1,493","1,799","3,358","3,341","2,123","1,511","1,517","1,422","1,245","2,100","2,590","1,649","1,502","1,618","2,380","1,350","1,303","1,383"
2021,2,30,"32,184","1,192","1,586","2,274","2,621","2,591","1,368","1,324",988,"1,143",968,"2,196","2,417","1,104","1,375","1,236","2,556","2,396","1,377","1,472"
2021,2,40,"44,757","1,649","2,109","2,300","2,657","3,420","2,323","2,133","2,845","3,699","1,863","2,976","2,968","1,570","1,974","1,860","2,971","1,944","1,880","1,616"
2021,2,50,"45,183","1,750","2,398","2,550","3,008","3,083","2,541","2,041","2,186","2,086","1,803","2,992","3,680","1,979","2,341","2,342","3,116","1,597","1,932","1,758"
2021,2,60,"36,707","1,615","2,431","2,583","2,927","2,386","1,952","1,348","1,078","1,079","1,411","2,725","3,097","1,459","2,302","1,971","2,236","1,291","1,523","1,293"
2021,2,70,"21,295","1,064","1,380","1,439","1,531","1,180","1,122",800,628,578,"1,155","2,106","1,589",745,"1,542","1,313","1,130",659,783,551
2021,2,80,"10,806",418,703,716,639,616,681,465,353,345,500,"1,073",761,367,747,608,676,349,439,350
2021,2,90,"1,915",80,129,120,127,97,89,73,57,50,94,165,168,74,106,113,161,62,93,57
2021,2,100,204,14,13,13,14,8,7,3,10,10,12,12,18,8,24,22,7,4,3,2
2021,3,총,"268,336","10,653","14,068","15,816","19,137","20,178","14,121","11,739","12,544","13,923","10,573","18,840","19,935","10,267","13,503","12,514","17,770","11,804","10,945","10,006"
2021,3,0,"15,697",563,853,"1,075","1,014","1,359",535,704,712,916,573,995,"1,116",491,670,529,"1,155","1,138",655,644
2021,3,10,"25,171",780,"1,021",996,"1,303","2,119","1,371","1,366","2,237","2,662","1,013","1,609","1,581",897,952,"1,003","1,443","1,012",989,817
2021,3,20,"35,299","1,618","1,498","1,788","3,368","3,376","2,136","1,483","1,519","1,420","1,243","2,084","2,587","1,640","1,515","1,619","2,362","1,362","1,294","1,387"
2021,3,30,"32,114","1,181","1,568","2,280","2,613","2,571","1,376","1,339",978,"1,148",967,"2,164","2,430","1,106","1,371","1,232","2,553","2,379","1,377","1,481"
2021,3,40,"44,363","1,635","2,091","2,261","2,643","3,397","2,304","2,123","2,826","3,653","1,839","2,951","2,947","1,544","1,949","1,826","2,947","1,939","1,866","1,622"
2021,3,50,"44,974","1,720","2,381","2,556","2,972","3,082","2,542","2,014","2,176","2,076","1,792","2,972","3,656","1,972","2,345","2,321","3,107","1,598","1,923","1,769"
