년도,월,나이,경기도 포천시,경기도 포천시 소흘읍,경기도 포천시 군내면,경기도 포천시 내촌면,경기도 포천시 가산면,경기도 포천시 신북면,경기도 포천시 창수면,경기도 포천시 영중면,경기도 포천시 일동면,경기도 포천시 이동면,경기도 포천시 영북면,경기도 포천시 관인면,경기도 포천시 화현면,경기도 포천시 포천동,경기도 포천시 선단동
2020,6,70,"6,723","1,390",374,264,338,556,202,367,590,358,607,269,157,758,493
2020,6,80,"4,008",774,243,162,260,339,101,206,388,224,346,146,111,394,314
2020,6,90,744,162,44,23,62,67,11,30,86,24,80,22,17,76,40
2020,6,100,45,9,0,1,0,6,0,1,2,4,10,0,1,7,4
2020,7,총,"69,643","21,588","3,986","1,978","3,214","5,672",967,"2,240","4,582","2,845","4,013","1,351","1,313","9,246","6,648"
2020,7,0,"4,269","1,453",294,54,124,323,21,100,248,241,317,35,104,630,325
2020,7,10,"5,972","2,407",289,93,196,441,32,133,320,195,229,77,82,897,581
2020,7,20,"7,519","2,674",411,161,316,605,66,169,387,277,319,83,126,"1,118",807
2020,7,30,"6,614","2,171",486,134,237,531,40,120,356,352,418,41,148,946,634
2020,7,40,"9,622","3,694",498,209,320,770,89,204,538,251,373,115,116,"1,390","1,055"
2020,7,50,"13,263","4,203",738,458,733,"1,084",159,428,768,440,605,251,225,"1,761","1,410"
2020,7,60,"10,837","2,646",612,418,624,951,244,476,892,476,710,311,227,"1,265",985
2020,7,70,"6,733","1,382",377,265,342,560,201,371,597,360,602,268,156,756,496
2020,7,80,"4,020",790,238,162,258,337,104,206,387,224,345,148,112,399,310
2020,7,90,748,159,43,23,63,64,11,32,87,25,85,22,16,77,41
2020,7,100,46,9,0,1,1,6,0,1,2,4,10,0,1,7,4
2020,8,총,"69,660","21,530","3,994","1,976","3,268","5,666",965,"2,237","4,583","2,856","3,997","1,354","1,305","9,266","6,663"
2020,8,0,"4,248","1,442",293,52,117,327,21,100,248,242,312,36,102,625,331
2020,8,10,"6,004","2,386",294,91,255,445,31,134,319,195,225,76,84,887,582
2020,8,20,"7,513","2,664",404,162,323,591,67,166,388,278,316,85,125,"1,139",805
2020,8,30,"6,571","2,154",490,134,233,529,39,120,350,357,415,41,145,932,632
2020,8,40,"9,605","3,685",492,209,318,766,90,206,539,251,370,116,116,"1,390","1,057"
2020,8,50,"13,238","4,196",752,456,725,"1,071",159,423,766,438,607,248,220,"1,768","1,409"
2020,8,60,"10,910","2,661",611,421,634,963,244,477,893,478,712,314,227,"1,280",995
2020,8,70,"6,740","1,386",378,266,338,562,200,369,602,363,598,267,156,760,495
2020,8,80,"4,027",789,236,160,259,337,102,209,389,225,345,149,113,401,313
2020,8,90,758,158,44,24,65,69,12,32,87,25,87,22,16,77,40
2020,8,100,46,9,0,1,1,6,0,1,2,4,10,0,1,7,4
2020,9,총,"69,607","21,510","3,980","1,972","3,245","5,667",960,"2,232","4,573","2,862","3,990","1,348","1,309","9,296","6,663"
2020,9,0,"4,228","1,419",293,49,116,323,21,101,248,244,316,35,104,632,327
2020,9,10,"5,951","2,394",288,89,244,433,30,133,316,193,215,77,85,878,576
2020,9,20,"7,544","2,662",396,164,320,599,64,169,390,286,319,83,126,"1,156",810
2020,9,30,"6,554","2,138",485,131,232,527,39,119,349,353,413,41,145,945,637
2020,9,40,"9,560","3,673",495,210,318,761,90,205,531,253,373,113,117,"1,374","1,047"
2020,9,50,"13,219","4,188",749,457,723,"1,071",156,418,764,438,605,247,222,"1,768","1,413"
2020,9,60,"10,953","2,688",617,421,633,971,244,473,890,476,711,313,224,"1,291","1,001"
2020,9,70,"6,733","1,384",375,265,339,564,199,370,604,361,594,265,155,763,495
2020,9,80,"4,058",795,239,160,256,340,105,211,390,230,348,153,114,407,310
2020,9,90,761,160,43,25,63,71,12,32,89,24,86,21,16,76,43
2020,9,100,46,9,0,1,1,7,0,1,2,4,10,0,1,6,4
2020,10,총,"69,512","21,501","3,979","1,971","3,205","5,652",957,"2,233","4,556","2,851","3,981","1,349","1,310","9,316","6,651"
2020,10,0,"4,177","1,407",293,45,114,312,19,100,244,245,308,34,105,627,324
2020,10,10,"5,908","2,371",290,85,224,435,31,130,317,191,218,77,84,883,572
2020,10,20,"7,552","2,675",392,173,317,594,62,167,388,279,323,84,126,"1,153",819
2020,10,30,"6,527","2,128",485,128,224,528,38,119,343,360,412,41,149,941,631
2020,10,40,"9,517","3,661",496,205,313,758,90,200,527,254,371,111,118,"1,373","1,040"
2020,10,50,"13,186","4,186",744,452,718,"1,065",152,423,770,421,598,250,222,"1,779","1,406"
2020,10,60,"11,031","2,715",624,430,630,981,253,471,886,481,713,313,222,"1,303","1,009"
2020,10,70,"6,728","1,383",370,267,344,565,197,372,600,360,594,265,152,766,493
2020,10,80,"4,083",806,242,159,259,339,102,217,388,233,350,154,114,409,311
2020,10,90,755,160,42,26,61,69,13,32,90,23,84,20,17,76,42
2020,10,100,48,9,1,1,1,6,0,2,3,4,10,0,1,6,4
2020,11,총,"69,465","21,466","3,979","1,962","3,217","5,650",955,"2,226","4,554","2,863","3,962","1,343","1,302","9,320","6,666"
2020,11,0,"4,146","1,385",289,44,113,309,18,99,246,252,304,33,100,627,327
2020,11,10,"5,882","2,372",287,84,221,432,29,127,317,194,219,79,83,872,566
2020,11,20,"7,532","2,673",389,166,326,593,63,167,382,270,317,82,124,"1,157",823
2020,11,30,"6,491","2,105",489,126,225,525,37,121,340,365,402,42,149,925,640
2020,11,40,"9,479","3,645",491,204,313,759,89,195,536,255,372,106,118,"1,372","1,024"
2020,11,50,"13,196","4,194",750,454,716,"1,062",155,422,765,421,594,251,219,"1,777","1,416"
2020,11,60,"11,115","2,729",628,432,633,995,250,468,892,483,715,315,228,"1,327","1,020"
2020,11,70,"6,710","1,381",366,265,350,565,197,373,594,360,592,258,148,768,493
2020,11,80,"4,109",813,244,160,257,339,103,220,391,234,354,156,114,412,312
2020,11,90,755,160,45,26,62,65,14,32,88,25,82,21,18,77,40
2020,11,100,50,9,1,1,1,6,0,2,3,4,11,0,1,6,5
2020,12,총,"69,369","21,459","3,994","1,962","3,201","5,621",953,"2,223","4,544","2,850","3,953","1,337","1,302","9,304","6,666"
2020,12,0,"4,140","1,391",295,43,109,303,19,95,241,254,304,33,100,623,330
2020,12,10,"5,837","2,362",283,82,211,426,30,121,319,194,219,77,80,870,563
2020,12,20,"7,497","2,669",392,169,324,587,59,167,375,265,310,81,125,"1,148",826
2020,12,30,"6,468","2,092",491,127,225,511,39,121,347,358,401,42,151,927,636
2020,12,40,"9,446","3,635",493,199,312,758,89,189,530,260,375,101,116,"1,365","1,024"
2020,12,50,"13,188","4,199",750,457,711,"1,059",150,428,766,413,588,252,220,"1,780","1,415"
2020,12,60,"11,182","2,745",637,427,645,"1,004",252,474,893,485,721,317,230,"1,332","1,020"
2020,12,70,"6,708","1,388",364,266,345,568,197,374,593,360,588,258,146,769,492
2020,12,80,"4,109",811,243,164,258,335,104,221,391,234,355,155,115,409,314
2020,12,90,746,159,46,27,60,64,14,31,86,24,81,21,18,74,41
2020,12,100,48,8,0,1,1,6,0,2,3,3,11,0,1,7,5
2021,1,총,"69,429","21,464","3,999","1,975","3,198","5,623",944,"2,221","4,574","2,849","3,956","1,334","1,302","9,315","6,675"
2021,1,0,"4,111","1,383",294,45,107,295,16,93,243,250,304,29,100,621,331
2021,1,10,"5,780","2,338",280,84,204,429,30,120,317,184,223,77,81,858,555
2021,1,20,"7,537","2,682",393,172,322,581,60,167,379,269,307,82,127,"1,162",834
2021,1,30,"6,465","2,086",494,127,225,511,40,120,354,358,403,42,148,919,638
2021,1,40,"9,424","3,616",493,196,313,751,84,191,543,264,375,100,118,"1,373","1,007"
2021,1,50,"13,166","4,216",748,462,705,"1,054",149,422,761,409,581,251,213,"1,773","1,422"
2021,1,60,"11,301","2,776",644,431,654,"1,021",251,481,901,494,725,319,234,"1,344","1,026"
2021,1,70,"6,706","1,383",363,265,348,567,192,372,597,359,590,256,145,777,492
2021,1,80,"4,139",816,243,164,258,345,109,223,393,234,353,157,117,404,323
2021,1,90,751,160,47,28,61,63,13,30,82,25,84,21,18,77,42
2021,1,100,49,8,0,1,1,6,0,2,4,3,11,0,1,7,5
2021,2,총,"69,444","21,594","4,005","1,971","3,180","5,589",945,"2,225","4,556","2,863","3,925","1,341","1,313","9,288","6,649"
2021,2,0,"4,090","1,389",308,44,108,284,16,89,237,252,296,33,101,611,322
2021,2,10,"5,750","2,352",274,83,197,424,29,122,317,184,213,77,80,848,550
2021,2,20,"7,535","2,677",390,170,323,584,59,167,369,274,310,82,134,"1,167",829
2021,2,30,"6,445","2,120",488,130,220,498,41,121,357,361,394,41,147,901,626
2021,2,40,"9,383","3,605",503,193,303,746,85,187,528,264,368,101,117,"1,381","1,002"
2021,2,50,"13,124","4,236",726,464,702,"1,036",146,418,757,406,579,252,214,"1,761","1,427"
2021,2,60,"11,463","2,835",657,432,661,"1,039",254,491,911,502,734,320,236,"1,357","1,034"
2021,2,70,"6,673","1,383",365,262,346,565,190,365,597,357,587,256,145,769,486
2021,2,80,"4,176",826,244,164,260,342,112,233,396,233,351,158,119,411,327
2021,2,90,755,163,50,28,59,65,13,30,83,27,82,21,19,74,41
2021,2,100,50,8,0,1,1,6,0,2,4,3,11,0,1,8,5
2021,3,총,"69,072","21,725","3,998","1,950","3,141","5,563",938,"2,199","4,493","2,845","3,782","1,323","1,302","9,191","6,622"
2021,3,0,"4,046","1,402",299,45,106,278,15,84,227,257,289,32,102,593,317
2021,3,10,"5,711","2,344",273,85,190,421,29,118,316,186,212,74,77,840,546
2021,3,20,"7,520","2,696",394,170,314,582,57,167,360,273,304,84,135,"1,146",838
2021,3,30,"6,404","2,125",485,131,223,487,41,120,353,356,382,38,148,893,622
2021,3,40,"9,286","3,621",493,187,292,734,81,182,518,258,356,99,111,"1,368",986
2021,3,50,"13,014","4,254",728,459,692,"1,024",149,406,736,401,551,245,207,"1,746","1,416"
2021,3,60,"11,554","2,895",664,427,663,"1,051",254,496,915,507,713,322,240,"1,367","1,040"
2021,3,70,"6,606","1,385",362,257,345,568,187,365,586,351,558,251,144,762,485
2021,3,80,"4,184",840,249,163,256,345,113,230,397,230,346,158,118,410,329
2021,3,90,726,160,51,26,59,68,12,30,81,26,71,20,19,63,40
2021,3,100,21,3,0,0,1,5,0,1,4,0,0,0,1,3,3
2021,4,총,"69,215","21,892","3,998","1,951","3,134","5,541",943,"2,183","4,500","2,835","3,778","1,325","1,300","9,204","6,631"
2021,4,0,"4,037","1,406",294,44,101,281,14,80,228,256,289,32,99,597,316
2021,4,10,"5,710","2,350",274,82,190,417,28,118,316,185,215,74,80,836,545
2021,4,20,"7,506","2,718",392,169,316,572,58,160,363,264,299,85,135,"1,133",842
2021,4,30,"6,423","2,160",486,130,223,487,40,119,347,352,378,39,150,899,613
2021,4,40,"9,293","3,634",496,189,291,731,79,182,525,261,355,99,108,"1,365",978
2021,4,50,"13,039","4,289",718,463,686,"1,018",151,406,729,400,550,245,209,"1,746","1,429"
2021,4,60,"11,635","2,926",677,428,667,"1,049",259,493,926,507,719,321,235,"1,382","1,046"
2021,4,70,"6,600","1,397",357,256,344,564,183,363,578,355,552,252,146,763,490
2021,4,80,"4,224",851,253,163,258,349,117,230,403,229,350,158,118,416,329
2021,4,90,725,157,51,27,57,68,13,31,81,26,71,20,19,64,40
2021,4,100,23,4,0,0,1,5,1,1,4,0,0,0,1,3,3
2021,5,총,"69,287","21,970","3,996","1,947","3,138","5,550",945,"2,179","4,504","2,848","3,770","1,320","1,290","9,210","6,620"
2021,5,0,"4,041","1,408",293,42,105,283,14,82,226,263,292,31,97,594,311
2021,5,10,"5,703","2,347",273,81,184,420,28,116,320,188,213,75,79,838,541
2021,5,20,"7,512","2,733",390,168,322,575,59,161,360,261,299,87,132,"1,126",839
2021,5,30,"6,414","2,169",494,131,223,481,39,116,349,353,379,37,147,893,603
2021,5,40,"9,253","3,626",487,189,289,729,79,180,517,261,351,97,110,"1,362",976
2021,5,50,"13,056","4,309",717,462,679,"1,021",151,405,733,400,548,243,206,"1,748","1,434"
2021,5,60,"11,730","2,965",683,427,673,"1,056",261,495,933,511,726,319,237,"1,393","1,051"
2021,5,70,"6,585","1,398",355,259,343,560,182,361,573,354,545,251,143,769,492
2021,5,80,"4,247",858,251,160,260,353,118,231,410,232,347,160,120,417,330
2021,5,90,723,152,53,28,59,67,13,31,80,25,70,20,18,67,40
2021,5,100,23,5,0,0,1,5,1,1,3,0,0,0,1,3,3
2021,6,총,"69,397","22,107","3,994","1,949","3,138","5,544",948,"2,183","4,491","2,841","3,762","1,312","1,284","9,215","6,629"
2021,6,0,"4,034","1,424",293,41,103,280,14,82,221,262,286,30,98,593,307
2021,6,10,"5,678","2,350",271,84,184,412,27,112,316,187,215,75,80,831,534
2021,6,20,"7,535","2,766",389,170,316,574,59,166,356,261,297,84,127,"1,127",843
2021,6,30,"6,415","2,183",489,129,228,486,40,113,349,349,380,36,149,883,601
2021,6,40,"9,218","3,612",494,191,282,727,78,178,507,256,352,93,110,"1,360",978
2021,6,50,"13,054","4,337",709,460,680,"1,007",150,402,728,403,539,246,203,"1,757","1,433"
2021,6,60,"11,862","3,016",688,429,681,"1,073",266,506,944,510,732,319,235,"1,402","1,061"
2021,6,70,"6,582","1,400",352,256,341,558,180,360,577,356,544,248,143,772,495
2021,6,80,"4,270",864,255,161,264,354,119,232,410,230,349,161,120,421,330
2021,6,90,725,150,54,28,58,68,14,31,80,27,68,20,18,66,43
2021,6,100,24,5,0,0,1,5,1,1,3,0,0,0,1,3,4
2021,7,총,"69,504","22,151","4,007","1,946","3,130","5,559",947,"2,184","4,492","2,832","3,753","1,310","1,280","9,251","6,662"
2021,7,0,"4,008","1,415",290,42,103,282,14,80,223,261,282,29,96,590,301
2021,7,10,"5,640","2,343",273,83,184,408,27,109,315,181,214,74,80,823,526
2021,7,20,"7,555","2,779",387,165,312,577,58,164,357,253,296,84,129,"1,136",858
2021,7,30,"6,418","2,179",488,128,230,484,41,114,349,357,371,36,147,884,610
2021,7,40,"9,216","3,594",497,195,275,737,79,180,506,257,351,94,110,"1,365",976
2021,7,50,"13,048","4,334",707,454,682,"1,003",149,394,718,406,539,244,202,"1,767","1,449"
2021,7,60,"12,009","3,079",698,436,686,"1,083",266,517,954,508,737,321,238,"1,417","1,069"
2021,7,70,"6,573","1,401",354,256,338,559,179,358,572,359,542,248,140,770,497
2021,7,80,"4,282",869,260,159,262,353,120,236,413,222,353,159,118,429,329
2021,7,90,732,154,53,28,57,68,13,31,82,28,68,21,19,67,43
2021,7,100,23,4,0,0,1,5,1,1,3,0,0,0,1,3,4
2021,8,총,"69,702","22,206","4,024","1,937","3,191","5,559",943,"2,179","4,503","2,836","3,776","1,307","1,274","9,275","6,692"
2021,8,0,"3,995","1,411",286,41,105,280,14,79,220,259,284,29,98,583,306
2021,8,10,"5,676","2,340",270,83,225,411,24,106,314,185,220,76,76,824,522
2021,8,20,"7,577","2,789",398,163,314,573,57,166,355,250,294,83,128,"1,143",864
2021,8,30,"6,427","2,169",493,128,236,480,41,112,354,361,375,36,145,886,611
2021,8,40,"9,177","3,584",491,188,277,726,80,179,501,257,355,92,107,"1,371",969
2021,8,50,"13,111","4,368",709,450,682,"1,010",146,396,731,402,535,246,203,"1,776","1,457"
2021,8,60,"12,085","3,102",705,440,687,"1,097",267,515,954,515,752,320,239,"1,414","1,078"
2021,8,70,"6,576","1,404",357,255,338,555,182,360,570,357,538,246,141,772,501
2021,8,80,"4,315",877,262,160,267,353,117,233,420,221,358,159,118,433,337
2021,8,90,738,157,52,29,59,69,14,32,81,29,65,20,18,70,43
2021,8,100,25,5,1,0,1,5,1,1,3,0,0,0,1,3,4
2021,9,총,"69,781","22,254","4,013","1,926","3,168","5,574",941,"2,175","4,515","2,825","3,768","1,309","1,275","9,295","6,743"
2021,9,0,"3,987","1,404",287,40,104,285,15,76,221,256,283,31,98,578,309
2021,9,10,"5,637","2,340",265,84,199,409,24,107,312,180,219,76,76,820,526
2021,9,20,"7,579","2,793",396,158,316,570,56,162,352,250,291,81,124,"1,154",876
2021,9,30,"6,438","2,171",490,130,239,490,38,115,355,358,369,36,147,884,616
2021,9,40,"9,156","3,571",488,184,277,725,80,180,500,256,356,92,109,"1,368",970
2021,9,50,"13,127","4,378",705,446,678,"1,008",147,396,743,403,535,244,199,"1,778","1,467"
2021,9,60,"12,151","3,129",704,441,684,"1,107",267,514,957,515,756,322,245,"1,424","1,086"
2021,9,70,"6,583","1,414",359,253,335,551,175,359,567,359,537,248,142,774,510
2021,9,80,"4,354",888,264,163,274,354,126,234,424,219,359,157,116,440,336
2021,9,90,746,160,54,27,61,71,13,31,81,29,63,22,18,72,44
2021,9,100,23,6,1,0,1,4,0,1,3,0,0,0,1,3,3
2021,10,총,"69,885","22,301","4,024","1,918","3,155","5,581",941,"2,178","4,503","2,822","3,774","1,308","1,279","9,312","6,789"
2021,10,0,"3,971","1,396",287,38,101,284,16,76,219,256,281,28,97,583,309
2021,10,10,"5,618","2,331",270,84,188,411,24,107,310,179,220,76,75,814,529
2021,10,20,"7,592","2,812",393,154,314,567,56,165,345,249,290,82,127,"1,158",880
2021,10,30,"6,442","2,177",490,130,236,489,39,112,352,359,372,38,148,888,612
2021,10,40,"9,159","3,570",487,182,275,724,80,184,503,253,350,91,108,"1,367",985
2021,10,50,"13,133","4,397",709,441,682,"1,012",143,391,734,396,535,243,200,"1,772","1,478"
2021,10,60,"12,236","3,140",711,445,693,"1,118",271,515,962,523,762,324,249,"1,428","1,095"
2021,10,70,"6,576","1,414",355,251,332,550,174,358,572,359,535,247,140,778,511
2021,10,80,"4,377",898,267,164,274,348,126,236,420,219,365,157,115,449,339
2021,10,90,756,158,54,29,59,74,12,33,83,29,64,22,19,72,48
2021,10,100,25,8,1,0,1,4,0,1,3,0,0,0,1,3,3
2021,11,총,"69,952","22,307","4,031","1,922","3,143","5,573",932,"2,179","4,510","2,829","3,777","1,300","1,278","9,325","6,846"
2021,11,0,"3,948","1,387",283,38,101,280,15,77,217,257,278,27,94,580,314
2021,11,10,"5,623","2,331",274,84,178,409,23,108,314,181,224,73,75,812,537
2021,11,20,"7,603","2,823",399,158,306,563,54,164,352,253,285,80,125,"1,153",888
2021,11,30,"6,416","2,163",481,127,233,486,38,113,352,350,379,37,150,897,610
2021,11,40,"9,141","3,555",492,178,275,722,76,179,503,257,348,89,108,"1,368",991
2021,11,50,"13,173","4,406",713,445,686,"1,015",147,392,731,399,533,243,199,"1,778","1,486"
2021,11,60,"12,289","3,146",713,449,694,"1,122",269,518,971,526,765,323,251,"1,438","1,104"
2021,11,70,"6,555","1,412",352,251,334,546,172,354,568,356,531,249,140,773,517
2021,11,80,"4,419",911,268,163,277,355,125,241,416,222,370,155,116,453,347
2021,11,90,760,165,55,29,58,71,13,32,83,28,64,24,19,70,49
2021,11,100,25,8,1,0,1,4,0,1,3,0,0,0,1,3,3
2021,12,총,"70,024","22,308","4,017","1,918","3,131","5,591",931,"2,185","4,515","2,821","3,788","1,303","1,288","9,359","6,869"
2021,12,0,"3,945","1,379",280,39,102,284,15,78,216,256,280,27,94,577,318
2021,12,10,"5,587","2,316",274,85,176,403,22,106,308,173,225,71,74,815,539
2021,12,20,"7,660","2,834",394,151,301,574,56,165,367,253,285,80,128,"1,172",900
2021,12,30,"6,418","2,161",481,125,231,490,37,114,349,345,383,44,151,900,607
2021,12,40,"9,132","3,537",492,177,276,720,77,176,499,262,351,88,108,"1,374",995
2021,12,50,"13,183","4,422",708,449,680,"1,015",142,394,730,400,535,240,199,"1,781","1,488"
2021,12,60,"12,340","3,161",714,449,697,"1,131",273,521,974,527,764,323,257,"1,442","1,107"
2021,12,70,"6,547","1,414",350,252,333,542,170,357,571,352,531,250,141,768,516
2021,12,80,"4,419",904,270,164,276,359,126,240,410,226,372,155,116,455,346
2021,12,90,766,171,53,27,58,69,13,33,87,26,62,25,19,72,51
2021,12,100,27,9,1,0,1,4,0,1,4,1,0,0,1,3,2
