년도,월,나이,대구광역시 달성군,대구광역시 달성군 화원읍,대구광역시 달성군 논공읍,대구광역시 달성군 논공읍공단출장소,대구광역시 달성군 다사읍,대구광역시 달성군 다사읍서재출장소,대구광역시 달성군 유가읍,대구광역시 달성군 옥포읍,대구광역시 달성군 현풍읍,대구광역시 달성군 가창면,대구광역시 달성군 하빈면,대구광역시 달성군 구지면
2020,11,총,"131,533","24,088","2,532","7,327","25,199","19,728","15,108","12,851","12,261","3,969","1,992","6,478"
2020,11,0,"15,018","1,722",135,412,"3,024","3,224","2,755","1,372","1,268",213,49,844
2020,11,10,"12,511","2,375",88,776,"3,087","1,784","1,774",946,921,270,65,425
2020,11,20,"15,956","3,537",280,"1,162","3,046","2,090","1,321","1,458","1,815",388,182,677
2020,11,30,"21,739","2,774",344,760,"3,624","4,394","3,145","2,130","2,571",341,162,"1,494"
2020,11,40,"22,661","3,477",360,"1,385","4,755","3,753","3,100","1,945","2,012",511,205,"1,158"
2020,11,50,"20,332","4,736",514,"1,652","3,794","2,423","1,462","2,118","1,639",726,482,786
2020,11,60,"14,726","3,486",506,809,"2,424","1,458","1,034","1,831","1,268",803,489,618
2020,11,70,"6,375","1,446",211,269,"1,115",504,396,800,569,491,247,327
2020,11,80,"2,032",483,87,96,308,92,103,234,184,200,104,141
2020,11,90,174,47,7,6,22,6,17,17,13,25,6,8
2020,11,100,9,5,0,0,0,0,1,0,1,1,1,0
2020,12,총,"131,708","24,023","2,545","7,300","25,096","19,697","15,064","12,804","12,172","3,969","2,000","7,038"
2020,12,0,"14,996","1,708",142,408,"3,006","3,207","2,722","1,356","1,253",213,50,931
2020,12,10,"12,506","2,348",86,771,"3,078","1,794","1,773",943,922,268,64,459
2020,12,20,"15,920","3,530",290,"1,145","3,015","2,077","1,324","1,434","1,776",390,183,756
2020,12,30,"21,777","2,776",332,761,"3,588","4,353","3,143","2,135","2,551",341,166,"1,631"
2020,12,40,"22,682","3,450",365,"1,373","4,751","3,759","3,083","1,941","1,997",502,205,"1,256"
2020,12,50,"20,329","4,718",508,"1,646","3,767","2,433","1,461","2,103","1,625",735,481,852
2020,12,60,"14,850","3,498",517,827,"2,442","1,462","1,038","1,830","1,278",803,492,663
2020,12,70,"6,419","1,455",210,267,"1,117",514,399,809,571,487,248,342
2020,12,80,"2,045",488,88,96,309,92,103,236,185,204,103,141
2020,12,90,175,47,7,6,23,6,17,17,13,25,7,7
2020,12,100,9,5,0,0,0,0,1,0,1,1,1,0
2021,1,총,"131,867","23,975","2,537","7,256","25,111","19,689","15,073","12,811","12,072","3,947","1,993","7,403"
2021,1,0,"14,954","1,697",144,397,"2,993","3,188","2,709","1,343","1,223",214,49,997
2021,1,10,"12,512","2,332",88,758,"3,086","1,799","1,781",954,896,266,64,488
2021,1,20,"15,893","3,505",286,"1,145","3,013","2,074","1,318","1,423","1,773",393,176,787
2021,1,30,"21,705","2,771",333,747,"3,568","4,329","3,106","2,114","2,522",326,169,"1,720"
2021,1,40,"22,747","3,431",359,"1,369","4,737","3,771","3,107","1,959","1,996",494,200,"1,324"
2021,1,50,"20,330","4,711",503,"1,637","3,771","2,420","1,475","2,103","1,613",729,479,889
2021,1,60,"14,990","3,503",517,833,"2,486","1,495","1,045","1,844","1,277",801,496,693
2021,1,70,"6,478","1,479",214,266,"1,128",510,405,811,570,495,247,353
2021,1,80,"2,076",496,86,98,307,97,109,242,188,204,104,145
2021,1,90,173,45,7,6,22,6,17,18,13,24,8,7
2021,1,100,9,5,0,0,0,0,1,0,1,1,1,0
2021,2,총,"132,000","23,940","2,529","7,218","25,026","19,702","15,084","12,813","12,057","3,935","1,993","7,703"
2021,2,0,"14,918","1,683",140,385,"2,955","3,178","2,714","1,344","1,208",217,49,"1,045"
2021,2,10,"12,534","2,325",82,746,"3,099","1,805","1,776",956,896,261,64,524
2021,2,20,"15,830","3,491",291,"1,139","2,975","2,065","1,308","1,405","1,777",391,173,815
2021,2,30,"21,668","2,766",330,742,"3,523","4,302","3,101","2,104","2,512",318,173,"1,797"
2021,2,40,"22,782","3,399",359,"1,356","4,733","3,801","3,104","1,966","1,996",494,198,"1,376"
2021,2,50,"20,343","4,707",500,"1,624","3,771","2,421","1,488","2,099","1,616",719,477,921
2021,2,60,"15,147","3,532",519,854,"2,507","1,515","1,059","1,859","1,278",806,500,718
2021,2,70,"6,500","1,483",213,267,"1,134",512,407,815,571,498,243,357
2021,2,80,"2,095",505,88,99,306,97,110,247,189,205,106,143
2021,2,90,174,44,7,6,23,6,16,18,13,25,9,7
2021,2,100,9,5,0,0,0,0,1,0,1,1,1,0
2021,3,총,"131,878","23,757","2,529","7,192","24,967","19,678","15,064","12,764","12,080","3,918","1,988","7,941"
2021,3,0,"14,901","1,674",141,387,"2,938","3,167","2,696","1,336","1,224",218,48,"1,072"
2021,3,10,"12,519","2,298",79,735,"3,099","1,809","1,796",951,886,262,63,541
2021,3,20,"15,778","3,453",295,"1,127","2,958","2,046","1,301","1,390","1,794",382,171,861
2021,3,30,"21,601","2,769",330,730,"3,491","4,286","3,065","2,083","2,495",317,177,"1,858"
2021,3,40,"22,807","3,364",355,"1,346","4,738","3,814","3,121","1,971","1,998",490,193,"1,417"
2021,3,50,"20,238","4,662",496,"1,623","3,740","2,409","1,486","2,079","1,588",722,480,953
2021,3,60,"15,269","3,548",523,867,"2,539","1,528","1,061","1,862","1,314",802,499,726
2021,3,70,"6,521","1,469",214,272,"1,137",514,410,822,578,499,242,364
2021,3,80,"2,080",486,89,98,307,98,112,251,190,202,105,142
2021,3,90,161,34,7,7,20,7,16,19,12,23,9,7
2021,3,100,3,0,0,0,0,0,0,0,1,1,1,0
2021,4,총,"132,072","23,713","2,568","7,184","24,951","19,671","15,044","12,802","12,142","3,911","1,981","8,105"
2021,4,0,"14,855","1,657",144,384,"2,916","3,161","2,677","1,328","1,221",220,48,"1,099"
2021,4,10,"12,532","2,282",79,724,"3,111","1,813","1,807",954,887,259,60,556
2021,4,20,"15,794","3,453",297,"1,126","2,928","2,045","1,303","1,388","1,820",379,172,883
2021,4,30,"21,557","2,754",341,726,"3,476","4,251","3,038","2,075","2,503",318,175,"1,900"
2021,4,40,"22,900","3,350",358,"1,347","4,751","3,838","3,136","1,991","2,006",483,191,"1,449"
2021,4,50,"20,252","4,656",502,"1,625","3,730","2,409","1,487","2,088","1,596",718,478,963
2021,4,60,"15,384","3,567",532,873,"2,564","1,537","1,060","1,881","1,324",804,501,741
2021,4,70,"6,535","1,470",218,274,"1,144",512,409,826,581,502,239,360
2021,4,80,"2,096",491,90,98,310,98,110,252,190,204,107,146
2021,4,90,164,33,7,7,21,7,17,19,13,23,9,8
2021,4,100,3,0,0,0,0,0,0,0,1,1,1,0
2021,5,총,"132,187","23,692","2,578","7,166","24,923","19,679","15,085","12,802","12,171","3,922","1,979","8,190"
2021,5,0,"14,836","1,650",149,386,"2,906","3,151","2,665","1,336","1,219",215,50,"1,109"
2021,5,10,"12,552","2,277",78,719,"3,104","1,823","1,827",950,895,257,59,563
2021,5,20,"15,790","3,438",299,"1,107","2,928","2,041","1,310","1,383","1,831",383,170,900
2021,5,30,"21,465","2,752",344,723,"3,449","4,206","3,036","2,054","2,501",317,173,"1,910"
2021,5,40,"22,929","3,344",356,"1,336","4,732","3,879","3,142","1,994","2,008",482,195,"1,461"
2021,5,50,"20,271","4,634",508,"1,628","3,736","2,412","1,506","2,082","1,603",716,475,971
2021,5,60,"15,509","3,588",531,885,"2,588","1,548","1,063","1,905","1,330",814,502,755
2021,5,70,"6,566","1,481",219,279,"1,149",513,408,825,580,506,240,366
2021,5,80,"2,103",494,88,96,311,99,110,254,190,208,106,147
2021,5,90,163,34,6,7,20,7,18,19,13,23,8,8
2021,5,100,3,0,0,0,0,0,0,0,1,1,1,0
2021,6,총,"132,243","23,688","2,576","7,173","24,914","19,674","15,101","12,797","12,173","3,910","1,975","8,262"
2021,6,0,"14,796","1,633",150,386,"2,900","3,150","2,651","1,334","1,215",210,48,"1,119"
2021,6,10,"12,565","2,274",78,715,"3,113","1,834","1,833",941,886,258,62,571
2021,6,20,"15,799","3,434",295,"1,106","2,930","2,021","1,332","1,380","1,836",384,168,913
2021,6,30,"21,375","2,747",351,723,"3,421","4,180","3,014","2,042","2,494",306,168,"1,929"
2021,6,40,"22,986","3,344",354,"1,333","4,741","3,884","3,149","2,000","2,014",491,198,"1,478"
2021,6,50,"20,246","4,614",501,"1,631","3,718","2,421","1,524","2,081","1,609",711,472,964
2021,6,60,"15,613","3,625",532,898,"2,606","1,562","1,062","1,916","1,334",812,505,761
2021,6,70,"6,583","1,484",220,275,"1,155",516,408,827,582,505,240,371
2021,6,80,"2,116",499,88,99,312,99,110,257,189,210,105,148
2021,6,90,161,34,7,7,18,7,18,19,13,22,8,8
2021,6,100,3,0,0,0,0,0,0,0,1,1,1,0
2021,7,총,"132,469","23,623","2,572","7,124","24,875","19,709","15,067","12,794","12,131","3,902","1,971","8,701"
2021,7,0,"14,773","1,614",151,380,"2,861","3,156","2,631","1,339","1,205",206,47,"1,183"
2021,7,10,"12,590","2,260",78,700,"3,125","1,845","1,846",935,890,260,62,589
2021,7,20,"15,793","3,419",290,"1,099","2,918","2,012","1,330","1,375","1,818",387,169,976
2021,7,30,"21,392","2,738",351,713,"3,415","4,161","2,985","2,026","2,479",304,165,"2,055"
2021,7,40,"23,012","3,312",349,"1,320","4,721","3,917","3,138","2,002","2,006",485,198,"1,564"
2021,7,50,"20,305","4,606",503,"1,623","3,733","2,419","1,542","2,079","1,598",708,468,"1,026"
2021,7,60,"15,694","3,651",529,903,"2,604","1,573","1,062","1,928","1,340",815,507,782
2021,7,70,"6,621","1,493",224,279,"1,170",518,403,835,587,504,241,367
2021,7,80,"2,127",497,90,100,311,101,113,256,194,209,105,151
2021,7,90,159,33,7,7,17,7,17,19,13,23,8,8
2021,7,100,3,0,0,0,0,0,0,0,1,1,1,0
2021,8,총,"132,793","23,583","2,580","7,066","24,872","19,700","15,006","12,806","12,061","3,899","1,974","9,246"
2021,8,0,"14,781","1,609",152,369,"2,839","3,150","2,601","1,332","1,210",206,48,"1,265"
2021,8,10,"12,628","2,245",78,695,"3,136","1,847","1,855",939,890,259,64,620
2021,8,20,"15,792","3,419",292,"1,086","2,904","1,992","1,319","1,369","1,809",388,169,"1,045"
2021,8,30,"21,378","2,735",344,708,"3,400","4,127","2,957","2,015","2,413",305,167,"2,207"
2021,8,40,"23,080","3,276",355,"1,291","4,731","3,948","3,129","1,999","2,006",483,198,"1,664"
2021,8,50,"20,390","4,618",500,"1,618","3,744","2,419","1,546","2,085","1,592",710,469,"1,089"
2021,8,60,"15,780","3,650",533,913,"2,615","1,586","1,065","1,949","1,342",811,500,816
2021,8,70,"6,655","1,498",229,276,"1,174",523,406,831,589,505,246,378
2021,8,80,"2,144",499,90,103,310,101,111,268,195,209,104,154
2021,8,90,160,34,7,7,19,7,17,19,14,20,8,8
2021,8,100,5,0,0,0,0,0,0,0,1,3,1,0
2021,9,총,"133,202","23,574","2,572","7,053","25,110","19,655","14,975","12,812","12,050","3,885","1,960","9,556"
2021,9,0,"14,763","1,601",149,361,"2,850","3,118","2,576","1,338","1,213",204,47,"1,306"
2021,9,10,"12,679","2,236",83,699,"3,151","1,860","1,861",936,903,250,63,637
2021,9,20,"15,827","3,435",282,"1,080","2,961","1,972","1,313","1,357","1,774",384,167,"1,102"
2021,9,30,"21,412","2,714",349,707,"3,460","4,087","2,918","2,012","2,410",308,162,"2,285"
2021,9,40,"23,174","3,270",348,"1,277","4,740","3,964","3,149","2,007","2,027",476,195,"1,721"
2021,9,50,"20,417","4,609",503,"1,617","3,771","2,426","1,544","2,078","1,586",713,466,"1,104"
2021,9,60,"15,912","3,675",528,923,"2,666","1,592","1,068","1,955","1,339",811,503,852
2021,9,70,"6,684","1,502",228,276,"1,176",527,415,838,586,510,243,383
2021,9,80,"2,165",499,95,105,315,102,113,272,197,206,105,156
2021,9,90,164,33,7,8,20,7,18,19,14,20,8,10
2021,9,100,5,0,0,0,0,0,0,0,1,3,1,0
2021,10,총,"133,361","23,511","2,571","7,053","25,212","19,604","14,990","12,786","12,096","3,883","1,951","9,704"
2021,10,0,"14,735","1,592",148,357,"2,871","3,086","2,571","1,338","1,193",202,45,"1,332"
2021,10,10,"12,697","2,213",86,699,"3,158","1,861","1,869",931,915,254,65,646
2021,10,20,"15,800","3,420",282,"1,075","2,956","1,961","1,313","1,333","1,809",379,165,"1,107"
2021,10,30,"21,367","2,697",348,716,"3,479","4,036","2,882","2,010","2,411",304,157,"2,327"
2021,10,40,"23,237","3,248",346,"1,267","4,730","3,987","3,185","2,008","2,036",473,192,"1,765"
2021,10,50,"20,442","4,605",502,"1,623","3,798","2,431","1,555","2,063","1,582",713,461,"1,109"
2021,10,60,"16,012","3,684",526,923,"2,700","1,601","1,064","1,970","1,351",816,508,869
2021,10,70,"6,718","1,516",229,280,"1,181",535,418,839,585,514,242,379
2021,10,80,"2,178",502,95,103,319,99,115,275,199,206,106,159
2021,10,90,170,34,9,10,20,7,18,19,14,19,9,11
2021,10,100,5,0,0,0,0,0,0,0,1,3,1,0
2021,11,총,"133,417","23,463","2,573","7,019","25,240","19,567","15,015","12,764","12,114","3,865","1,944","9,853"
2021,11,0,"14,679","1,569",149,357,"2,853","3,049","2,566","1,335","1,198",204,42,"1,357"
2021,11,10,"12,707","2,206",88,694,"3,158","1,870","1,872",929,904,255,65,666
2021,11,20,"15,782","3,397",276,"1,060","2,970","1,947","1,319","1,322","1,834",379,162,"1,116"
2021,11,30,"21,289","2,692",350,710,"3,450","3,993","2,860","1,999","2,411",302,156,"2,366"
2021,11,40,"23,326","3,240",350,"1,259","4,757","4,012","3,206","2,004","2,037",465,190,"1,806"
2021,11,50,"20,450","4,605",498,"1,626","3,797","2,443","1,566","2,061","1,582",707,460,"1,105"
2021,11,60,"16,089","3,692",528,921,"2,729","1,611","1,080","1,973","1,342",817,510,886
2021,11,70,"6,735","1,518",228,279,"1,187",533,415,845,591,514,244,381
2021,11,80,"2,185",511,96,103,320,102,114,275,200,200,105,159
2021,11,90,170,33,10,10,19,7,17,21,14,19,9,11
2021,11,100,5,0,0,0,0,0,0,0,1,3,1,0
2021,12,총,"133,149","23,342","2,578","6,996","25,177","19,469","14,989","12,729","12,117","3,870","1,941","9,941"
2021,12,0,"14,530","1,534",152,352,"2,823","3,002","2,545","1,312","1,195",204,40,"1,371"
2021,12,10,"12,740","2,194",90,687,"3,163","1,870","1,892",928,913,261,65,677
2021,12,20,"15,666","3,348",274,"1,066","2,954","1,933","1,299","1,297","1,840",377,159,"1,119"
2021,12,30,"21,187","2,681",354,710,"3,418","3,943","2,834","1,997","2,396",301,162,"2,391"
2021,12,40,"23,333","3,226",347,"1,245","4,753","4,018","3,223","1,999","2,043",468,186,"1,825"
2021,12,50,"20,418","4,581",499,"1,621","3,799","2,443","1,568","2,073","1,567",705,458,"1,104"
2021,12,60,"16,112","3,702",527,923,"2,731","1,608","1,074","1,970","1,355",815,509,898
2021,12,70,"6,784","1,529",231,278,"1,190",542,419,854,592,519,246,384
2021,12,80,"2,201",514,94,104,326,103,117,277,203,198,105,160
2021,12,90,175,33,10,10,20,7,18,22,13,20,10,12
2021,12,100,3,0,0,0,0,0,0,0,0,2,1,0
