년도,월,나이,전라남도,목포시,여수시,순천시,나주시,광양시,담양군,곡성군,구례군,고흥군,보성군,화순군,장흥군,강진군,해남군,영암군,무안군,함평군,영광군,장성군,완도군,진도군,신안군
2020,2,10,"172,888","25,639","27,525","31,232","9,352","16,478","3,076","2,122","1,944","4,096","2,752","5,987","2,974","2,635","5,506","4,644","8,821","2,153","4,344","3,432","3,759","2,280","2,137"
2020,2,20,"202,760","27,657","34,147","37,116","12,259","20,552","5,006","2,512","2,114","4,448","3,130","6,795","3,249","2,908","5,690","5,036","8,214","2,676","5,141","4,696","3,854","2,452","3,108"
2020,2,30,"193,083","27,956","32,124","33,571","14,825","19,129","3,785","1,823","1,827","3,882","2,743","4,911","2,960","2,633","5,476","5,195","9,325","2,255","5,001","3,957","4,360","2,328","3,017"
2020,2,40,"265,366","38,429","42,775","44,151","16,329","24,394","5,444","3,249","3,099","6,624","4,412","8,621","4,342","3,914","8,374","7,688","12,671","3,690","6,816","5,809","6,360","3,618","4,557"
2020,2,50,"317,226","36,893","48,924","49,233","17,366","28,787","8,216","5,023","4,762","10,629","6,876","11,202","6,536","5,876","11,961","9,414","12,481","5,721","8,818","7,676","8,340","5,165","7,327"
2020,2,60,"259,385","27,707","39,042","31,972","15,339","15,649","7,843","4,785","4,423","12,353","7,454","8,819","6,319","6,020","11,967","7,706","10,261","5,700","8,236","6,924","8,305","5,062","7,499"
2020,2,70,"191,719","17,279","23,826","18,541","11,480","7,926","6,282","4,340","3,922","11,516","6,731","7,500","5,563","5,308","10,122","6,373","7,772","5,265","7,164","5,963","7,523","4,812","6,511"
2020,2,80,"105,793","6,697","10,232","9,846","6,398","4,559","3,707","3,143","2,421","7,276","4,621","4,442","3,776","3,471","5,791","3,896","4,034","3,299","3,831","3,609","4,215","2,729","3,800"
2020,2,90,"14,984",899,"1,507","1,499",936,696,577,491,338,"1,175",663,609,583,455,772,498,553,460,522,464,510,340,437
2020,2,100,822,77,98,56,64,22,31,12,18,48,42,31,26,30,40,33,34,26,37,41,23,16,17
2020,3,총,"1,859,290","229,009","281,794","281,873","114,516","151,372","46,265","28,569","25,976","64,581","41,232","62,493","38,333","35,161","69,804","54,335","81,409","32,630","53,625","45,412","50,431","30,564","39,906"
2020,3,0,"137,229","19,905","21,806","24,112","10,251","14,012","2,369","1,175","1,207","2,685","1,891","3,596","2,068","1,888","4,269","3,870","7,160","1,470","3,759","2,970","3,288","1,792","1,686"
2020,3,10,"171,854","25,500","27,378","31,058","9,317","16,294","3,068","2,092","1,938","4,065","2,716","5,924","2,966","2,628","5,468","4,623","8,814","2,143","4,346","3,406","3,747","2,268","2,095"
2020,3,20,"202,245","27,653","34,080","37,259","12,254","20,300","4,983","2,482","2,083","4,400","3,116","6,793","3,217","2,920","5,675","5,023","8,234","2,645","5,132","4,632","3,836","2,446","3,082"
2020,3,30,"192,216","27,819","32,006","33,649","14,763","18,949","3,789","1,801","1,796","3,873","2,703","4,884","2,944","2,646","5,403","5,165","9,319","2,231","4,979","3,916","4,298","2,307","2,976"
2020,3,40,"264,233","38,305","42,604","44,166","16,283","24,153","5,393","3,210","3,070","6,556","4,385","8,573","4,303","3,885","8,316","7,680","12,707","3,662","6,781","5,772","6,329","3,597","4,503"
2020,3,50,"316,811","36,876","48,921","49,293","17,365","28,726","8,177","5,012","4,732","10,564","6,871","11,222","6,506","5,868","11,935","9,425","12,450","5,696","8,806","7,639","8,311","5,124","7,292"
2020,3,60,"260,605","27,896","39,192","32,229","15,394","15,733","7,857","4,825","4,444","12,378","7,470","8,877","6,375","6,055","11,984","7,742","10,308","5,717","8,239","6,989","8,309","5,108","7,484"
2020,3,70,"191,356","17,312","23,843","18,626","11,450","7,895","6,283","4,320","3,899","11,450","6,705","7,474","5,531","5,285","10,074","6,347","7,758","5,235","7,139","5,947","7,502","4,802","6,479"
2020,3,80,"106,614","6,743","10,320","9,881","6,419","4,581","3,737","3,152","2,444","7,357","4,653","4,490","3,809","3,485","5,855","3,920","4,063","3,332","3,885","3,627","4,266","2,755","3,840"
2020,3,90,"15,298",924,"1,542","1,542",957,707,577,489,344,"1,208",682,626,587,470,784,506,563,473,522,472,522,349,452
2020,3,100,829,76,102,58,63,22,32,11,19,45,40,34,27,31,41,34,33,26,37,42,23,16,17
2020,4,총,"1,857,083","228,916","281,604","281,349","114,380","151,751","46,122","28,455","25,895","64,407","41,135","62,510","38,225","35,054","69,649","54,229","81,412","32,519","53,539","45,325","50,351","30,511","39,745"
2020,4,0,"136,631","19,790","21,728","24,009","10,197","13,977","2,344","1,162","1,197","2,652","1,880","3,596","2,065","1,885","4,242","3,856","7,138","1,459","3,777","2,944","3,278","1,780","1,675"
2020,4,10,"171,145","25,442","27,244","30,937","9,319","16,263","3,041","2,074","1,926","4,047","2,688","5,880","2,933","2,597","5,446","4,609","8,796","2,122","4,303","3,384","3,738","2,260","2,096"
2020,4,20,"201,748","27,666","33,950","37,230","12,211","20,379","4,931","2,443","2,051","4,349","3,115","6,780","3,180","2,899","5,648","5,001","8,236","2,623","5,097","4,664","3,817","2,444","3,034"
2020,4,30,"191,361","27,727","31,919","33,433","14,712","19,033","3,731","1,770","1,777","3,843","2,671","4,856","2,922","2,633","5,353","5,117","9,305","2,199","4,977","3,862","4,270","2,313","2,938"
2020,4,40,"263,533","38,256","42,563","43,946","16,244","24,183","5,368","3,196","3,066","6,512","4,360","8,545","4,282","3,868","8,272","7,650","12,724","3,634","6,755","5,742","6,302","3,589","4,476"
2020,4,50,"316,359","36,885","48,863","49,278","17,322","28,799","8,178","4,992","4,695","10,522","6,854","11,241","6,479","5,826","11,906","9,420","12,428","5,664","8,777","7,609","8,312","5,083","7,226"
2020,4,60,"261,746","28,023","39,423","32,348","15,441","15,867","7,895","4,848","4,484","12,421","7,471","8,952","6,399","6,061","12,013","7,763","10,344","5,744","8,265","7,020","8,320","5,136","7,508"
2020,4,70,"191,003","17,299","23,847","18,641","11,456","7,909","6,268","4,304","3,883","11,422","6,686","7,449","5,516","5,258","10,042","6,324","7,745","5,217","7,125","5,934","7,475","4,762","6,441"
2020,4,80,"107,298","6,823","10,404","9,936","6,448","4,596","3,748","3,162","2,450","7,389","4,684","4,545","3,831","3,522","5,895","3,941","4,091","3,354","3,899","3,646","4,285","2,779","3,870"
2020,4,90,"15,428",928,"1,561","1,531",969,722,584,493,346,"1,205",687,631,592,474,791,514,572,477,529,478,531,349,464
2020,4,100,831,77,102,60,61,23,34,11,20,45,39,35,26,31,41,34,33,26,35,42,23,16,17
2020,5,총,"1,855,945","228,587","281,250","280,795","114,469","152,576","46,077","28,386","25,851","64,336","41,016","62,554","38,146","34,977","69,588","54,224","81,565","32,433","53,512","45,222","50,245","30,494","39,642"
2020,5,0,"136,159","19,670","21,636","23,901","10,173","13,965","2,345","1,152","1,183","2,651","1,862","3,583","2,065","1,873","4,247","3,833","7,120","1,448","3,801","2,941","3,273","1,768","1,669"
2020,5,10,"170,539","25,359","27,139","30,861","9,328","16,223","3,044","2,048","1,928","4,015","2,669","5,866","2,903","2,582","5,415","4,592","8,806","2,111","4,275","3,343","3,703","2,259","2,070"
2020,5,20,"201,096","27,589","33,818","37,122","12,191","20,474","4,885","2,423","2,030","4,304","3,082","6,767","3,157","2,877","5,621","5,017","8,261","2,593","5,085","4,576","3,791","2,428","3,005"
2020,5,30,"190,821","27,592","31,753","33,190","14,682","19,303","3,714","1,765","1,749","3,825","2,663","4,866","2,926","2,609","5,329","5,107","9,306","2,182","4,962","3,846","4,252","2,292","2,908"
2020,5,40,"262,915","38,179","42,462","43,760","16,236","24,332","5,319","3,175","3,041","6,466","4,315","8,519","4,252","3,846","8,250","7,629","12,726","3,606","6,726","5,753","6,279","3,585","4,459"
2020,5,50,"316,227","36,856","48,846","49,183","17,328","28,935","8,190","4,983","4,705","10,509","6,837","11,284","6,451","5,815","11,873","9,429","12,446","5,650","8,754","7,595","8,272","5,086","7,200"
2020,5,60,"262,699","28,117","39,503","32,512","15,543","16,006","7,921","4,854","4,500","12,442","7,494","8,988","6,422","6,058","12,052","7,782","10,409","5,753","8,287","7,034","8,345","5,147","7,530"
2020,5,70,"191,306","17,361","23,973","18,679","11,479","7,975","6,286","4,301","3,884","11,418","6,667","7,456","5,496","5,253","10,025","6,334","7,766","5,220","7,130","5,953","7,459","4,762","6,429"
2020,5,80,"107,814","6,852","10,462","9,980","6,479","4,611","3,753","3,177","2,463","7,447","4,700","4,553","3,850","3,547","5,932","3,958","4,120","3,365","3,919","3,661","4,305","2,793","3,887"
2020,5,90,"15,534",936,"1,554","1,545",971,731,588,497,348,"1,211",687,636,599,487,801,510,569,478,539,478,543,357,469
2020,5,100,835,76,104,62,59,21,32,11,20,48,40,36,25,30,43,33,36,27,34,42,23,17,16
2020,6,총,"1,854,618","228,231","281,121","281,054","114,448","152,016","46,045","28,340","25,826","64,336","40,939","62,654","38,071","34,913","69,465","54,266","81,620","32,360","53,475","45,203","50,192","30,461","39,582"
2020,6,0,"135,676","19,579","21,598","23,830","10,126","13,853","2,335","1,133","1,191","2,653","1,837","3,579","2,065","1,863","4,223","3,828","7,080","1,447","3,805","2,944","3,274","1,757","1,676"
2020,6,10,"169,972","25,244","26,958","30,772","9,361","16,195","3,046","2,050","1,928","3,977","2,665","5,854","2,894","2,576","5,382","4,598","8,796","2,093","4,276","3,324","3,675","2,257","2,051"
2020,6,20,"200,707","27,537","33,790","37,201","12,165","20,344","4,846","2,402","2,007","4,289","3,061","6,772","3,117","2,868","5,599","5,008","8,299","2,567","5,074","4,584","3,795","2,420","2,962"
2020,6,30,"190,059","27,407","31,713","33,220","14,603","19,047","3,689","1,762","1,724","3,837","2,650","4,867","2,905","2,579","5,310","5,090","9,311","2,183","4,934","3,841","4,211","2,286","2,890"
2020,6,40,"262,465","38,142","42,449","43,771","16,253","24,196","5,287","3,153","3,020","6,436","4,287","8,511","4,262","3,847","8,219","7,637","12,695","3,589","6,687","5,714","6,291","3,569","4,450"
2020,6,50,"315,014","36,738","48,622","49,110","17,256","28,836","8,128","4,955","4,679","10,494","6,809","11,290","6,403","5,774","11,796","9,388","12,425","5,596","8,719","7,557","8,226","5,043","7,170"
2020,6,60,"264,683","28,294","39,782","32,821","15,663","16,183","8,005","4,889","4,539","12,505","7,521","9,092","6,450","6,080","12,104","7,856","10,478","5,810","8,367","7,090","8,409","5,166","7,579"
2020,6,70,"191,712","17,403","24,073","18,753","11,492","8,003","6,317","4,311","3,905","11,431","6,674","7,472","5,495","5,271","10,059","6,348","7,791","5,200","7,120","5,963","7,422","4,776","6,433"
2020,6,80,"107,957","6,877","10,472","9,964","6,494","4,605","3,772","3,171","2,462","7,459","4,706","4,548","3,853","3,541","5,938","3,971","4,138","3,369","3,924","3,661","4,323","2,816","3,893"
2020,6,90,"15,538",933,"1,560","1,550",977,732,589,503,350,"1,207",689,634,604,484,790,510,571,480,534,483,543,353,462
2020,6,100,835,77,104,62,58,22,31,11,21,48,40,35,23,30,45,32,36,26,35,42,23,18,16
2020,7,총,"1,853,339","228,198","280,925","281,366","114,369","151,662","46,040","28,254","25,766","64,273","40,826","62,662","37,998","34,858","69,399","54,223","81,522","32,307","53,440","45,126","50,210","30,425","39,490"
2020,7,0,"135,149","19,490","21,518","23,809","10,113","13,781","2,325","1,124","1,180","2,648","1,830","3,581","2,055","1,854","4,202","3,800","7,004","1,438","3,815","2,920","3,258","1,744","1,660"
2020,7,10,"169,577","25,200","26,816","30,728","9,355","16,185","3,047","2,027","1,914","3,965","2,652","5,833","2,892","2,572","5,374","4,579","8,790","2,088","4,271","3,313","3,682","2,246","2,048"
2020,7,20,"200,245","27,507","33,759","37,242","12,146","20,239","4,818","2,382","2,000","4,262","3,036","6,761","3,095","2,882","5,591","5,036","8,290","2,544","5,045","4,508","3,789","2,401","2,912"
2020,7,30,"189,273","27,265","31,580","33,246","14,545","18,895","3,687","1,771","1,715","3,797","2,624","4,848","2,888","2,551","5,288","5,062","9,256","2,182","4,945","3,823","4,159","2,275","2,871"
2020,7,40,"262,157","38,187","42,411","43,778","16,251","24,104","5,251","3,131","2,994","6,450","4,271","8,494","4,234","3,832","8,192","7,618","12,688","3,562","6,669","5,708","6,328","3,575","4,429"
2020,7,50,"314,722","36,735","48,586","49,147","17,231","28,812","8,138","4,923","4,648","10,466","6,770","11,312","6,379","5,750","11,778","9,385","12,447","5,592","8,678","7,575","8,184","5,032","7,154"
2020,7,60,"265,419","28,394","39,911","33,008","15,676","16,259","8,035","4,889","4,553","12,521","7,531","9,122","6,457","6,084","12,112","7,883","10,482","5,817","8,369","7,101","8,465","5,165","7,585"
2020,7,70,"192,186","17,481","24,163","18,804","11,527","8,027","6,331","4,324","3,913","11,440","6,686","7,488","5,500","5,281","10,091","6,336","7,815","5,216","7,137","5,982","7,427","4,778","6,439"
2020,7,80,"108,178","6,916","10,496","9,994","6,491","4,606","3,782","3,169","2,471","7,468","4,696","4,561","3,865","3,533","5,940","3,979","4,139","3,368","3,931","3,670","4,348","2,838","3,917"
2020,7,90,"15,591",944,"1,580","1,545",975,732,595,502,358,"1,208",691,629,609,489,786,511,575,474,546,484,545,354,459
2020,7,100,842,79,105,65,59,22,31,12,20,48,39,33,24,30,45,34,36,26,34,42,25,17,16
2020,8,총,"1,851,985","226,875","280,603","281,999","114,392","151,122","45,980","28,226","25,696","64,198","40,754","62,649","37,909","34,809","69,274","54,045","83,006","32,238","53,365","44,921","50,153","30,385","39,386"
2020,8,0,"134,604","19,151","21,426","23,778","10,084","13,681","2,322","1,117","1,173","2,640","1,821","3,564","2,042","1,826","4,174","3,724","7,329","1,439","3,820","2,878","3,240","1,735","1,640"
2020,8,10,"168,964","24,985","26,732","30,641","9,351","16,091","3,030","2,003","1,887","3,953","2,638","5,805","2,869","2,548","5,348","4,540","8,968","2,069","4,249","3,306","3,679","2,229","2,043"
2020,8,20,"199,787","27,384","33,651","37,350","12,141","20,072","4,768","2,389","1,988","4,238","3,005","6,760","3,076","2,907","5,579","5,017","8,407","2,534","5,023","4,418","3,794","2,395","2,891"
2020,8,30,"188,450","26,823","31,399","33,405","14,495","18,733","3,671","1,758","1,693","3,767","2,599","4,815","2,847","2,533","5,244","5,007","9,567","2,182","4,920","3,802","4,112","2,255","2,823"
2020,8,40,"261,788","38,013","42,348","43,846","16,263","23,941","5,230","3,124","2,977","6,436","4,249","8,462","4,230","3,816","8,166","7,566","13,002","3,525","6,660","5,654","6,305","3,575","4,400"
2020,8,50,"314,234","36,581","48,457","49,179","17,201","28,815","8,123","4,913","4,627","10,403","6,756","11,300","6,338","5,732","11,735","9,405","12,574","5,576","8,649","7,548","8,177","5,005","7,140"
2020,8,60,"266,839","28,491","40,130","33,311","15,782","16,385","8,075","4,916","4,586","12,556","7,549","9,185","6,506","6,110","12,157","7,909","10,562","5,840","8,385","7,137","8,467","5,191","7,609"
2020,8,70,"192,281","17,485","24,250","18,849","11,518","8,035","6,328","4,320","3,904","11,464","6,677","7,508","5,495","5,261","10,070","6,347","7,838","5,191","7,142","5,965","7,442","4,768","6,424"
2020,8,80,"108,471","6,928","10,526","10,022","6,514","4,617","3,806","3,160","2,474","7,477","4,715","4,587","3,872","3,551","5,962","3,978","4,142","3,374","3,936","3,680","4,362","2,855","3,933"
2020,8,90,"15,726",955,"1,580","1,554",985,730,595,511,367,"1,216",707,631,610,496,794,518,581,481,547,491,551,360,466
2020,8,100,841,79,104,64,58,22,32,15,20,48,38,32,24,29,45,34,36,27,34,42,24,17,17
2020,9,총,"1,851,124","225,684","280,545","282,200","114,522","150,848","45,938","28,173","25,650","64,085","40,689","62,655","37,839","34,749","69,153","53,998","84,433","32,209","53,308","44,810","50,065","30,300","39,271"
2020,9,0,"134,046","18,822","21,322","23,719","10,074","13,607","2,331","1,115","1,168","2,624","1,802","3,561","2,034","1,809","4,146","3,680","7,583","1,428","3,814","2,853","3,213","1,715","1,626"
2020,9,10,"168,465","24,837","26,635","30,532","9,338","16,048","3,004","1,983","1,871","3,936","2,631","5,751","2,850","2,539","5,326","4,532","9,101","2,069","4,232","3,308","3,669","2,224","2,049"
2020,9,20,"199,529","27,261","33,632","37,491","12,152","19,914","4,746","2,374","1,971","4,198","2,992","6,777","3,079","2,895","5,558","5,026","8,575","2,512","5,007","4,367","3,770","2,393","2,839"
2020,9,30,"187,746","26,401","31,269","33,375","14,516","18,636","3,644","1,745","1,685","3,746","2,576","4,813","2,830","2,510","5,221","4,946","9,904","2,173","4,904","3,747","4,086","2,229","2,790"
2020,9,40,"261,304","37,784","42,315","43,749","16,272","23,900","5,211","3,110","2,948","6,397","4,234","8,427","4,199","3,809","8,122","7,553","13,258","3,517","6,635","5,644","6,290","3,542","4,388"
2020,9,50,"313,776","36,435","48,466","49,187","17,196","28,811","8,095","4,899","4,624","10,330","6,717","11,288","6,314","5,703","11,694","9,399","12,688","5,557","8,613","7,541","8,129","4,991","7,099"
2020,9,60,"268,263","28,602","40,336","33,581","15,852","16,485","8,129","4,941","4,614","12,613","7,594","9,253","6,527","6,136","12,211","7,958","10,651","5,857","8,401","7,176","8,527","5,197","7,622"
2020,9,70,"192,361","17,508","24,303","18,891","11,511","8,066","6,329","4,306","3,897","11,482","6,668","7,497","5,482","5,250","10,062","6,338","7,885","5,182","7,156","5,942","7,428","4,763","6,415"
2020,9,80,"108,835","6,993","10,571","10,033","6,557","4,622","3,815","3,169","2,478","7,477","4,720","4,612","3,889","3,555","5,955","4,006","4,159","3,396","3,961","3,693","4,366","2,864","3,944"
2020,9,90,"15,946",961,"1,590","1,579",995,736,601,517,372,"1,232",716,643,611,514,812,526,593,490,550,498,562,365,483
2020,9,100,853,80,106,63,59,23,33,14,22,50,39,33,24,29,46,34,36,28,35,41,25,17,16
2020,10,총,"1,850,680","225,278","280,584","282,676","114,931","150,461","45,903","28,106","25,578","64,038","40,611","62,562","37,823","34,724","69,118","53,869","84,944","32,192","53,226","44,620","50,042","30,233","39,161"
2020,10,0,"133,324","18,668","21,183","23,663","10,074","13,500","2,335","1,101","1,156","2,622","1,785","3,527","2,031","1,801","4,118","3,635","7,626","1,408","3,793","2,817","3,195","1,695","1,591"
2020,10,10,"168,025","24,721","26,557","30,460","9,392","15,995","2,988","1,963","1,845","3,916","2,614","5,721","2,834","2,541","5,319","4,496","9,160","2,074","4,195","3,313","3,667","2,208","2,046"
2020,10,20,"199,789","27,238","33,758","37,656","12,212","19,819","4,747","2,372","1,958","4,176","2,985","6,788","3,096","2,895","5,556","5,060","8,678","2,518","5,009","4,300","3,766","2,385","2,817"
2020,10,30,"186,951","26,191","31,183","33,317","14,524","18,501","3,627","1,742","1,667","3,730","2,570","4,771","2,816","2,490","5,209","4,875","9,968","2,165","4,890","3,683","4,064","2,223","2,745"
2020,10,40,"260,657","37,697","42,185","43,767","16,375","23,781","5,178","3,072","2,931","6,333","4,207","8,368","4,165","3,796","8,106","7,500","13,323","3,507","6,603","5,602","6,262","3,541","4,358"
2020,10,50,"313,610","36,382","48,506","49,249","17,229","28,778","8,058","4,883","4,600","10,311","6,702","11,268","6,311","5,694","11,660","9,421","12,739","5,539","8,592","7,517","8,123","4,965","7,083"
2020,10,60,"269,739","28,752","40,521","33,915","15,947","16,601","8,181","4,970","4,640","12,664","7,605","9,331","6,566","6,156","12,263","7,959","10,745","5,887","8,426","7,200","8,559","5,204","7,647"
2020,10,70,"192,581","17,560","24,366","18,950","11,536","8,091","6,328","4,297","3,898","11,498","6,655","7,503","5,477","5,237","10,066","6,347","7,890","5,163","7,159","5,948","7,434","4,749","6,429"
2020,10,80,"109,176","7,025","10,622","10,056","6,588","4,638","3,829","3,182","2,484","7,497","4,730","4,615","3,885","3,574","5,965","4,011","4,182","3,415","3,977","3,695","4,383","2,880","3,943"
2020,10,90,"15,959",963,"1,594","1,580",992,735,599,508,377,"1,238",718,636,617,511,810,530,596,490,548,505,563,365,484
2020,10,100,869,81,109,63,62,22,33,16,22,53,40,34,25,29,46,35,37,26,34,40,26,18,18
2020,11,총,"1,850,557","224,973","280,549","282,618","115,153","150,680","45,936","28,036","25,577","64,013","40,494","62,506","37,819","34,670","68,966","53,752","85,245","32,112","53,183","44,543","49,975","30,748","39,009"
2020,11,0,"132,563","18,501","21,014","23,588","10,101","13,401","2,337","1,091","1,159","2,628","1,760","3,503","2,016","1,785","4,058","3,588","7,662","1,388","3,770","2,799","3,165","1,686","1,563"
2020,11,10,"167,726","24,631","26,502","30,388","9,379","16,005","2,985","1,945","1,843","3,900","2,614","5,692","2,833","2,523","5,300","4,477","9,192","2,067","4,199","3,309","3,656","2,246","2,040"
2020,11,20,"200,124","27,206","33,815","37,650","12,282","19,904","4,753","2,375","1,953","4,160","2,979","6,801","3,089","2,883","5,547","5,083","8,732","2,527","5,022","4,253","3,772","2,543","2,795"
2020,11,30,"186,419","26,078","31,107","33,244","14,534","18,458","3,622","1,736","1,675","3,712","2,538","4,744","2,811","2,476","5,136","4,807","10,033","2,133","4,888","3,684","4,034","2,268","2,701"
2020,11,40,"260,199","37,641","42,078","43,659","16,388","23,734","5,162","3,029","2,895","6,337","4,188","8,329","4,155","3,792","8,100","7,457","13,351","3,500","6,577","5,576","6,250","3,650","4,351"
2020,11,50,"313,537","36,381","48,571","49,215","17,221","28,882","8,072","4,877","4,602","10,258","6,670","11,251","6,309","5,673","11,605","9,391","12,784","5,510","8,573","7,504","8,092","5,051","7,045"
2020,11,60,"271,028","28,849","40,669","34,139","16,058","16,755","8,200","4,994","4,662","12,719","7,610","9,380","6,600","6,178","12,323","8,011","10,764","5,904","8,456","7,235","8,601","5,280","7,641"
2020,11,70,"192,910","17,608","24,458","19,018","11,554","8,137","6,338","4,289","3,904","11,520","6,655","7,500","5,469","5,245","10,069","6,358","7,906","5,165","7,153","5,948","7,431","4,757","6,428"
2020,11,80,"109,199","7,043","10,629","10,066","6,575","4,649","3,835","3,175","2,485","7,493","4,728","4,635","3,894","3,572","5,958","4,017","4,172","3,401","3,964","3,692","4,389","2,885","3,942"
2020,11,90,"15,979",954,"1,599","1,586",997,731,597,511,377,"1,235",711,635,617,514,824,528,613,491,548,503,559,364,485
2020,11,100,873,81,107,65,64,24,35,14,22,51,41,36,26,29,46,35,36,26,33,40,26,18,18
2020,12,총,"1,851,549","224,044","280,242","282,189","115,613","151,769","46,280","28,039","25,719","63,922","40,482","62,522","37,800","34,597","68,806","53,699","86,132","32,050","53,099","44,464","49,916","31,227","38,938"
2020,12,0,"132,202","18,295","20,942","23,528","10,133","13,388","2,345","1,085","1,141","2,619","1,759","3,490","2,014","1,775","4,004","3,539","7,795","1,387","3,765","2,781","3,153","1,704","1,560"
2020,12,10,"167,308","24,511","26,412","30,268","9,389","16,046","3,029","1,928","1,858","3,860","2,604","5,659","2,811","2,520","5,273","4,443","9,241","2,048","4,169","3,283","3,637","2,279","2,040"
2020,12,20,"200,709","27,134","33,719","37,553","12,414","20,204","4,834","2,387","1,985","4,172","2,988","6,822","3,098","2,865","5,546","5,103","8,828","2,516","5,012","4,273","3,777","2,700","2,779"
2020,12,30,"186,064","25,751","31,026","33,117","14,591","18,537","3,644","1,718","1,686","3,683","2,539","4,745","2,784","2,461","5,076","4,778","10,269","2,124","4,871","3,661","4,008","2,313","2,682"
2020,12,40,"259,749","37,381","41,915","43,454","16,461","23,894","5,187","3,025","2,926","6,341","4,158","8,267","4,132","3,773","8,057","7,431","13,519","3,477","6,553","5,536","6,216","3,722","4,324"
2020,12,50,"313,679","36,297","48,521","49,124","17,256","29,079","8,146","4,897","4,624","10,204","6,676","11,256","6,322","5,649","11,582","9,413","12,872","5,505","8,543","7,481","8,081","5,109","7,042"
2020,12,60,"272,377","28,933","40,792","34,337","16,167","17,003","8,281","5,004","4,704","12,735","7,620","9,473","6,615","6,198","12,356","8,051","10,845","5,919","8,467","7,260","8,621","5,355","7,641"
2020,12,70,"192,906","17,606","24,534","19,029","11,550","8,161","6,346","4,285","3,900","11,514","6,646","7,485","5,474","5,233","10,057","6,329","7,913","5,155","7,171","5,937","7,428","4,747","6,406"
2020,12,80,"109,618","7,096","10,669","10,119","6,596","4,688","3,835","3,190","2,496","7,502","4,739","4,645","3,902","3,566","5,987","4,040","4,196","3,404","3,965","3,710","4,410","2,913","3,950"
2020,12,90,"16,067",958,"1,607","1,591",991,745,598,506,377,"1,241",714,644,624,528,823,537,620,490,549,502,559,367,496
2020,12,100,870,82,105,69,65,24,35,14,22,51,39,36,24,29,45,35,34,25,34,40,26,18,18
2021,1,총,"1,850,575","223,362","280,497","282,618","115,855","151,045","46,475","27,982","25,573","63,869","40,430","62,455","37,689","34,568","68,736","53,687","86,940","31,992","53,048","44,330","49,811","30,845","38,768"
2021,1,0,"131,214","18,041","20,796","23,372","10,079","13,251","2,357","1,072","1,140","2,605","1,747","3,469","1,993","1,739","3,962","3,519","7,888","1,355","3,760","2,734","3,132","1,674","1,529"
