년도,월,나이,경기도 용인시,경기도 용인시 처인구,경기도 용인시 처인구 포곡읍,경기도 용인시 처인구 모현읍,경기도 용인시 처인구 이동읍,경기도 용인시 처인구 남사면,경기도 용인시 처인구 원삼면,경기도 용인시 처인구 백암면,경기도 용인시 처인구 양지면,경기도 용인시 처인구 중앙동,경기도 용인시 처인구 역삼동,경기도 용인시 처인구 유림동,경기도 용인시 처인구 동부동,경기도 용인시 기흥구,경기도 용인시 기흥구 신갈동,경기도 용인시 기흥구 영덕동,경기도 용인시 기흥구 영덕1동,경기도 용인시 기흥구 영덕2동,경기도 용인시 기흥구 구갈동,경기도 용인시 기흥구 상갈동,경기도 용인시 기흥구 보라동,경기도 용인시 기흥구 기흥동,경기도 용인시 기흥구 서농동,경기도 용인시 기흥구 구성동,경기도 용인시 기흥구 마북동,경기도 용인시 기흥구 동백1동,경기도 용인시 기흥구 동백2동,경기도 용인시 기흥구 동백3동,경기도 용인시 기흥구 동백동,경기도 용인시 기흥구 상하동,경기도 용인시 기흥구 보정동,경기도 용인시 수지구,경기도 용인시 수지구 풍덕천1동,경기도 용인시 수지구 풍덕천2동,경기도 용인시 수지구 신봉동,경기도 용인시 수지구 죽전1동,경기도 용인시 수지구 죽전2동,경기도 용인시 수지구 동천동,경기도 용인시 수지구 상현1동,경기도 용인시 수지구 상현2동,경기도 용인시 수지구 성복동,경기도 용인시 처인구 남사읍,경기도 용인시 처인구 역북동,경기도 용인시 처인구 삼가동,경기도 용인시 수지구 죽전3동,경기도 용인시 수지구 상현3동
2021,9,70,"65,890","16,214","1,952","1,876","1,518",,927,920,"1,204","1,481",0,"1,877",992,"26,420","2,392",,"1,176",750,"1,878",906,"2,197","1,468",845,"3,244","2,775","1,499","1,253","1,751",,"1,547","2,739","23,256","2,275","1,726","2,759","1,906","1,044","2,605","1,401","2,384","4,319","1,535","1,260",672,"1,463","1,374"
2021,9,80,"29,915","7,789",945,850,795,,502,659,628,725,0,853,401,"12,074","1,133",,475,623,704,420,950,653,344,"1,501","1,260",664,583,864,,685,"1,215","10,052","1,052",992,"1,121",954,501,972,579,"1,026","1,596",642,475,314,680,579
2021,9,90,"4,379","1,217",143,139,129,,82,81,122,104,0,119,76,"1,761",134,,86,166,116,39,143,89,44,216,187,88,83,97,,95,178,"1,401",142,113,158,119,96,151,95,136,218,91,81,50,94,79
2021,9,100,149,39,1,3,6,,2,1,7,6,0,4,3,65,7,,3,4,8,0,5,5,2,6,7,2,2,1,,6,7,45,10,1,3,4,2,6,3,3,6,3,3,0,4,3
2021,10,총,"1,079,609","261,166","33,647","27,083","20,448",,"8,291","8,794","20,075","25,023",,"36,195","13,122","442,335","38,371",,"30,481","17,517","41,805","13,215","33,401","21,676","26,396","40,171","32,072","32,767","27,285","26,249",,"24,650","36,279","376,108","36,272","41,148","37,855","29,218","18,403","49,641","20,425","33,434","54,578","23,866","31,955","12,667","27,199","27,935"
2021,10,0,"95,778","20,185","2,156","1,847","1,466",,334,235,"1,209","1,516",,"3,038",662,"40,392","3,198",,"3,234","1,845","4,143",892,"2,802","1,753","2,972","3,249","2,510","3,181","2,484","3,183",,"1,802","3,144","35,201","2,614","4,441","3,280","2,350","1,445","5,574","1,981","3,165","5,430","3,130","3,550","1,042","2,297","2,624"
2021,10,10,"121,521","25,718","3,741","2,444","1,789",,586,815,"2,384","2,186",,"4,228","1,095","50,498","3,533",,"3,570","1,201","3,294","1,228","4,287","2,159","2,584","4,806","3,037","5,592","4,618","3,330",,"2,739","4,520","45,305","3,549","5,674","5,336","3,562","1,544","5,400","2,828","4,182","6,611","2,061","3,098","1,291","3,298","3,321"
2021,10,20,"138,543","34,903","4,855","3,494","2,158",,720,906,"2,563","4,451",,"4,905","1,827","57,363","5,020",,"3,801","2,419","6,590","1,930","4,053","2,596","5,442","4,436","4,081","3,649","3,254","2,478",,"3,390","4,224","46,277","5,213","4,914","4,068","3,816","2,823","5,546","2,247","3,776","5,765","1,839","5,334","1,851","4,102","4,007"
2021,10,30,"141,399","33,501","3,843","3,098","2,333",,717,731,"2,450","3,205",,"4,419","1,397","57,607","6,000",,"4,443","3,169","7,542","1,883","3,659","2,724","4,354","4,251","3,915","3,223","2,264","3,543",,"2,692","3,945","50,291","6,272","5,926","3,874","3,305","3,224","7,577","2,386","4,055","5,976","4,017","5,660","1,631","3,508","4,188"
2021,10,40,"197,787","43,477","5,934","4,540","3,329",,"1,036",968,"3,111","3,843",,"6,712","1,917","82,623","6,499",,"5,861","2,721","7,059","2,278","6,345","3,830","4,529","7,647","5,282","7,642","6,072","5,486",,"4,175","7,197","71,687","5,856","8,821","7,773","5,417","2,976","9,623","3,970","6,395","10,560","4,389","5,604","2,094","5,041","5,255"
2021,10,50,"170,489","43,938","6,060","4,838","3,745",,"1,558","1,558","3,474","4,270",,"6,311","2,559","69,399","6,230",,"5,044","2,788","6,640","2,261","5,433","3,552","3,276","6,250","5,203","4,952","4,518","3,176",,"4,596","5,480","57,152","5,475","5,930","5,962","4,814","2,897","7,246","3,099","5,163","8,252","3,077","4,193","2,295","4,204","4,110"
2021,10,60,"113,447","34,136","4,009","3,953","3,171",,"1,823","1,916","2,913","3,233",,"3,736","2,184","43,953","4,218",,"2,758","1,826","3,816","1,378","3,513","2,841","1,991","4,563","3,809","2,261","2,143","2,309",,"2,918","3,609","35,358","3,822","2,604","3,510","2,964","1,840","4,912","1,830","3,151","5,831","3,076","2,693","1,429","2,500","2,394"
2021,10,70,"65,916","16,220","1,957","1,877","1,514",,928,920,"1,200","1,489",,"1,870","1,001","26,440","2,377",,"1,196",761,"1,885",895,"2,204","1,468",852,"3,231","2,764","1,497","1,267","1,768",,"1,535","2,740","23,256","2,261","1,719","2,759","1,901","1,057","2,623","1,398","2,378","4,321","1,533","1,260",671,"1,464","1,375"
2021,10,80,"30,163","7,826",948,849,805,,500,662,642,723,,853,400,"12,213","1,157",,482,612,709,430,958,662,350,"1,511","1,275",678,583,873,,700,"1,233","10,124","1,054","1,002","1,128",963,501,983,588,"1,032","1,607",650,480,314,685,581
2021,10,90,"4,410","1,223",143,139,132,,87,82,121,104,,119,76,"1,782",131,,89,171,120,40,142,86,44,221,189,90,80,102,,96,181,"1,405",146,115,161,120,93,152,95,133,217,91,80,49,96,77
2021,10,100,156,39,1,4,6,,2,1,8,3,,4,4,65,8,,3,4,7,0,5,5,2,6,7,2,2,1,,7,6,52,10,2,4,6,3,5,3,4,8,3,3,0,4,3
2021,11,총,"1,078,604","260,487","33,507","27,103","20,442",,"8,295","8,482","19,733","24,983",,"36,274","13,201","442,323","38,356",,"30,486","17,518","41,772","13,257","33,364","21,695","26,373","40,264","32,042","32,731","27,300","26,391",,"24,525","36,249","375,794","36,232","41,036","37,834","29,182","18,408","49,710","20,431","33,314","54,607","23,885","31,940","12,642","27,107","27,933"
2021,11,0,"95,148","20,048","2,138","1,828","1,447",,336,230,"1,198","1,512",,"3,013",666,"40,084","3,178",,"3,190","1,827","4,119",892,"2,775","1,737","2,953","3,226","2,500","3,145","2,464","3,185",,"1,779","3,114","35,016","2,602","4,410","3,283","2,343","1,426","5,552","1,987","3,143","5,392","3,119","3,535","1,026","2,270","2,608"
2021,11,10,"120,837","25,060","3,650","2,446","1,789",,579,547,"2,075","2,170",,"4,232","1,109","50,528","3,545",,"3,586","1,210","3,275","1,224","4,283","2,163","2,586","4,809","3,035","5,600","4,610","3,354",,"2,719","4,529","45,249","3,539","5,672","5,313","3,547","1,527","5,402","2,815","4,165","6,667","2,081","3,100","1,282","3,283","3,319"
2021,11,20,"138,332","34,807","4,828","3,508","2,157",,715,866,"2,497","4,434",,"4,929","1,839","57,318","4,994",,"3,804","2,396","6,582","1,936","4,058","2,583","5,407","4,439","4,100","3,647","3,265","2,504",,"3,374","4,229","46,207","5,191","4,883","4,062","3,800","2,839","5,578","2,244","3,748","5,772","1,837","5,336","1,861","4,082","4,008"
2021,11,30,"140,885","33,423","3,825","3,071","2,341",,715,732,"2,450","3,215",,"4,411","1,397","57,349","5,979",,"4,415","3,179","7,515","1,900","3,614","2,708","4,339","4,253","3,891","3,172","2,259","3,546",,"2,661","3,918","50,113","6,273","5,892","3,871","3,306","3,225","7,545","2,401","4,034","5,923","4,007","5,640","1,619","3,475","4,168"
2021,11,40,"197,533","43,440","5,921","4,540","3,308",,"1,039",965,"3,113","3,829",,"6,708","1,933","82,559","6,526",,"5,852","2,728","7,058","2,277","6,335","3,828","4,549","7,647","5,272","7,640","6,045","5,501",,"4,124","7,177","71,534","5,840","8,802","7,751","5,408","2,961","9,620","3,955","6,367","10,552","4,400","5,603","2,081","5,025","5,253"
2021,11,50,"171,226","44,085","6,087","4,860","3,750",,"1,568","1,559","3,495","4,259",,"6,349","2,576","69,756","6,247",,"5,086","2,789","6,659","2,275","5,460","3,580","3,269","6,300","5,190","4,991","4,562","3,214",,"4,613","5,521","57,385","5,494","5,949","5,976","4,823","2,922","7,306","3,107","5,173","8,294","3,081","4,199","2,302","4,202","4,139"
2021,11,60,"113,778","34,290","4,020","3,970","3,202",,"1,827","1,917","2,935","3,246",,"3,770","2,197","44,067","4,217",,"2,766","1,832","3,832","1,382","3,517","2,852","2,017","4,588","3,819","2,268","2,145","2,316",,"2,910","3,606","35,421","3,823","2,598","3,523","2,959","1,845","4,939","1,839","3,137","5,850","3,073","2,700","1,433","2,508","2,400"
2021,11,70,"65,904","16,203","1,936","1,882","1,508",,923,924,"1,194","1,490",,"1,879",999,"26,479","2,368",,"1,200",769,"1,888",890,"2,203","1,478",855,"3,243","2,763","1,493","1,277","1,782",,"1,537","2,733","23,222","2,253","1,709","2,758","1,896","1,056","2,625","1,387","2,375","4,322","1,542","1,258",668,"1,470","1,371"
2021,11,80,"30,370","7,870",961,854,803,,505,660,647,723,,859,403,"12,331","1,163",,497,613,718,438,972,672,352,"1,527","1,277",684,589,884,,708,"1,237","10,169","1,057","1,002","1,131",973,507,982,594,"1,034","1,610",650,484,321,692,587
2021,11,90,"4,445","1,227",140,141,131,,86,81,122,103,,122,78,"1,788",131,,88,171,119,43,142,89,44,225,188,89,82,104,,94,179,"1,430",151,117,164,122,97,156,99,134,217,92,82,49,96,77
2021,11,100,146,34,1,3,6,,2,1,7,2,,2,4,64,8,,2,4,7,0,5,5,2,7,7,2,2,1,,6,6,48,9,2,2,5,3,5,3,4,8,3,3,0,4,3
2021,12,총,"1,077,508","260,198","33,495","27,119","20,446",,"8,278","8,394","19,493","25,010",,"36,320","13,230","441,742","38,287",,"30,389","17,504","41,715","13,188","33,285","21,625","26,296","40,258","32,008","32,702","27,264","26,473",,"24,535","36,213","375,568","36,189","41,003","37,827","29,168","18,387","49,723","20,422","33,287","54,604","23,904","31,872","12,637","27,063","27,895"
2021,12,0,"94,607","19,959","2,132","1,811","1,433",,333,228,"1,208","1,500",,"3,013",666,"39,745","3,165",,"3,133","1,817","4,087",877,"2,747","1,710","2,939","3,192","2,461","3,126","2,451","3,169",,"1,762","3,109","34,903","2,577","4,386","3,261","2,355","1,411","5,530","1,978","3,136","5,404","3,117","3,491","1,027","2,256","2,609"
2021,12,10,"120,420","24,709","3,621","2,436","1,789",,568,469,"1,834","2,191",,"4,209","1,109","50,461","3,523",,"3,573","1,206","3,273","1,213","4,269","2,170","2,596","4,806","3,019","5,596","4,594","3,387",,"2,724","4,512","45,250","3,546","5,691","5,297","3,535","1,534","5,421","2,814","4,160","6,677","2,114","3,096","1,273","3,261","3,314"
2021,12,20,"137,886","34,685","4,807","3,515","2,173",,702,844,"2,448","4,411",,"4,945","1,836","57,187","4,991",,"3,793","2,381","6,552","1,919","4,058","2,573","5,345","4,437","4,119","3,647","3,264","2,514",,"3,358","4,236","46,014","5,173","4,841","4,073","3,779","2,824","5,562","2,244","3,736","5,747","1,826","5,322","1,856","4,073","3,962"
2021,12,30,"140,537","33,398","3,837","3,060","2,321",,710,728,"2,470","3,239",,"4,417","1,410","57,095","5,956",,"4,348","3,177","7,498","1,900","3,594","2,695","4,307","4,248","3,883","3,147","2,254","3,529",,"2,680","3,879","50,044","6,270","5,900","3,872","3,306","3,209","7,501","2,404","4,040","5,902","3,989","5,599","1,618","3,476","4,164"
2021,12,40,"197,392","43,521","5,915","4,560","3,310",,"1,056",976,"3,114","3,833",,"6,714","1,946","82,407","6,508",,"5,831","2,728","7,056","2,259","6,307","3,814","4,573","7,638","5,258","7,635","6,022","5,515",,"4,102","7,161","71,464","5,819","8,802","7,719","5,389","2,955","9,627","3,957","6,373","10,569","4,412","5,605","2,080","5,010","5,244"
2021,12,50,"171,534","44,111","6,098","4,866","3,752",,"1,568","1,554","3,485","4,256",,"6,363","2,575","69,913","6,243",,"5,144","2,794","6,656","2,267","5,464","3,586","3,267","6,321","5,173","5,000","4,582","3,248",,"4,633","5,535","57,510","5,514","5,946","6,019","4,835","2,924","7,332","3,124","5,162","8,306","3,081","4,198","2,315","4,207","4,141"
2021,12,60,"114,056","34,423","4,035","3,986","3,211",,"1,824","1,925","2,958","3,256",,"3,791","2,200","44,188","4,224",,"2,773","1,836","3,848","1,382","3,525","2,852","2,024","4,600","3,861","2,270","2,151","2,313",,"2,925","3,604","35,445","3,830","2,612","3,523","2,973","1,855","4,945","1,822","3,136","5,829","3,073","2,734","1,430","2,511","2,409"
2021,12,70,"65,921","16,215","1,939","1,878","1,521",,920,921,"1,194","1,497",,"1,884",997,"26,471","2,372",,"1,199",777,"1,891",890,"2,200","1,469",844,"3,242","2,755","1,504","1,263","1,795",,"1,535","2,735","23,235","2,249","1,708","2,743","1,893","1,061","2,643","1,381","2,367","4,324","1,544","1,254",666,"1,480","1,386"
2021,12,80,"30,546","7,913",967,863,799,,510,665,654,723,,863,409,"12,415","1,168",,500,605,729,440,973,664,357,"1,540","1,286",686,599,899,,713,"1,256","10,218","1,050",999,"1,157",980,511,997,592,"1,038","1,624",650,488,322,688,582
2021,12,90,"4,463","1,231",143,141,131,,85,83,122,102,,119,78,"1,796",129,,92,179,120,41,143,89,42,225,185,89,82,103,,97,180,"1,436",152,116,161,117,100,159,103,136,215,95,82,50,96,81
2021,12,100,146,33,1,3,6,,2,1,6,2,,2,4,64,8,,3,4,5,0,5,3,2,9,8,2,2,1,,6,6,49,9,2,2,6,3,6,3,3,7,3,3,0,5,3
