년도,월,나이,경기도 동두천시,경기도 동두천시 생연1동,경기도 동두천시 생연2동,경기도 동두천시 중앙동,경기도 동두천시 보산동,경기도 동두천시 불현동,경기도 동두천시 송내동,경기도 동두천시 소요동,경기도 동두천시 상패동
2020,6,총,"46,951","3,422","5,657","2,682","1,477","13,710","12,748","4,487","2,768"
2020,6,0,"3,427",252,420,88,85,"1,051","1,227",193,111
2020,6,10,"4,402",261,611,120,86,"1,380","1,522",280,142
2020,6,20,"6,079",428,709,272,203,"1,892","1,724",515,336
2020,6,30,"5,341",400,552,260,154,"1,587","1,650",428,310
2020,6,40,"7,455",499,950,354,206,"2,120","2,312",647,367
2020,6,50,"8,630",648,"1,024",615,292,"2,519","2,070",880,582
2020,6,60,"6,246",521,702,559,250,"1,777","1,137",808,492
2020,6,70,"3,652",273,449,275,146,953,743,513,300
2020,6,80,"1,532",127,224,105,50,393,330,195,108
2020,6,90,169,13,14,29,5,35,32,24,17
2020,6,100,18,0,2,5,0,3,1,4,3
2020,7,총,"46,904","3,413","5,646","2,679","1,478","13,649","12,695","4,511","2,833"
2020,7,0,"3,398",254,418,85,83,"1,024","1,209",198,127
2020,7,10,"4,366",262,604,120,87,"1,365","1,509",275,144
2020,7,20,"6,092",424,715,264,206,"1,880","1,724",525,354
2020,7,30,"5,318",393,555,267,153,"1,576","1,617",429,328
2020,7,40,"7,443",499,945,352,204,"2,115","2,302",653,373
2020,7,50,"8,629",638,"1,017",615,293,"2,507","2,098",878,583
2020,7,60,"6,262",531,704,560,250,"1,793","1,124",807,493
2020,7,70,"3,669",272,448,277,148,954,745,522,303
2020,7,80,"1,542",128,224,105,49,395,335,197,109
2020,7,90,167,12,14,29,5,37,31,23,16
2020,7,100,18,0,2,5,0,3,1,4,3
2020,8,총,"46,912","3,429","5,626","2,684","1,473","13,663","12,667","4,521","2,849"
2020,8,0,"3,355",256,412,84,81,"1,008","1,185",196,133
2020,8,10,"4,361",261,607,118,86,"1,361","1,507",279,142
2020,8,20,"6,100",426,707,272,200,"1,891","1,731",519,354
2020,8,30,"5,303",395,543,267,153,"1,578","1,601",426,340
2020,8,40,"7,435",511,935,347,206,"2,108","2,306",656,366
2020,8,50,"8,641",635,"1,020",617,290,"2,519","2,095",882,583
2020,8,60,"6,289",529,712,554,254,"1,800","1,130",813,497
2020,8,70,"3,686",272,446,284,148,961,748,524,303
2020,8,80,"1,553",132,228,106,49,395,333,198,112
2020,8,90,170,12,14,29,6,39,30,24,16
2020,8,100,19,0,2,6,0,3,1,4,3
2020,9,총,"46,863","3,425","5,598","2,689","1,475","13,657","12,648","4,515","2,856"
2020,9,0,"3,323",257,398,85,79,"1,012","1,166",190,136
2020,9,10,"4,357",260,604,117,91,"1,351","1,515",277,142
2020,9,20,"6,094",423,706,271,199,"1,891","1,725",525,354
2020,9,30,"5,263",396,529,263,153,"1,556","1,599",422,345
2020,9,40,"7,412",499,929,350,207,"2,108","2,301",654,364
2020,9,50,"8,626",639,"1,020",616,289,"2,513","2,097",878,574
2020,9,60,"6,336",530,718,557,254,"1,827","1,130",815,505
2020,9,70,"3,694",277,444,287,147,961,749,527,302
2020,9,80,"1,570",133,234,107,50,395,335,201,115
2020,9,90,170,11,14,30,6,40,30,23,16
2020,9,100,18,0,2,6,0,3,1,3,3
2020,10,총,"46,846","3,456","5,590","2,689","1,475","13,650","12,613","4,523","2,850"
2020,10,0,"3,287",257,393,86,75,998,"1,154",191,133
2020,10,10,"4,352",265,602,112,93,"1,359","1,504",279,138
2020,10,20,"6,092",423,705,269,204,"1,880","1,733",530,348
2020,10,30,"5,258",394,532,264,151,"1,560","1,582",424,351
2020,10,40,"7,387",501,922,344,207,"2,106","2,290",654,363
2020,10,50,"8,645",651,"1,016",620,287,"2,516","2,108",873,574
2020,10,60,"6,360",543,722,564,257,"1,824","1,128",814,508
2020,10,70,"3,689",274,446,288,142,961,746,530,302
2020,10,80,"1,587",137,236,105,53,403,338,202,113
2020,10,90,170,11,14,31,6,39,29,23,17
2020,10,100,19,0,2,6,0,4,1,3,3
2020,11,총,"46,959","3,482","5,644","2,676","1,462","13,671","12,618","4,536","2,870"
2020,11,0,"3,286",261,398,83,71,993,"1,147",194,139
2020,11,10,"4,358",273,607,107,94,"1,357","1,501",280,139
2020,11,20,"6,106",427,709,268,198,"1,878","1,751",530,345
2020,11,30,"5,265",394,540,267,154,"1,563","1,567",420,360
2020,11,40,"7,397",511,928,344,201,"2,102","2,283",663,365
2020,11,50,"8,667",651,"1,023",615,287,"2,525","2,117",874,575
2020,11,60,"6,404",537,735,566,257,"1,839","1,131",822,517
2020,11,70,"3,672",281,445,281,140,958,746,525,296
2020,11,80,"1,613",136,242,108,54,412,346,201,114
2020,11,90,172,11,15,31,6,40,28,24,17
2020,11,100,19,0,2,6,0,4,1,3,3
2020,12,총,"47,038","3,478","5,750","2,682","1,469","13,645","12,597","4,547","2,870"
2020,12,0,"3,262",257,403,83,71,982,"1,137",190,139
2020,12,10,"4,341",275,606,112,95,"1,340","1,497",280,136
2020,12,20,"6,142",429,719,271,201,"1,893","1,753",531,345
2020,12,30,"5,274",393,562,264,151,"1,558","1,569",418,359
2020,12,40,"7,410",505,955,346,201,"2,085","2,278",673,367
2020,12,50,"8,671",648,"1,045",612,286,"2,522","2,106",873,579
2020,12,60,"6,465",545,748,571,263,"1,857","1,141",825,515
2020,12,70,"3,665",278,453,278,140,950,742,528,296
2020,12,80,"1,613",136,242,108,55,413,345,201,113
2020,12,90,175,12,15,31,6,41,27,25,18
2020,12,100,20,0,2,6,0,4,2,3,3
2021,1,총,"47,077","3,473","5,853","2,675","1,470","13,606","12,583","4,549","2,868"
2021,1,0,"3,234",257,404,79,68,970,"1,124",194,138
2021,1,10,"4,332",279,616,108,96,"1,326","1,494",276,137
2021,1,20,"6,140",421,744,275,200,"1,882","1,744",536,338
2021,1,30,"5,236",393,578,249,150,"1,536","1,557",410,363
2021,1,40,"7,418",501,973,355,200,"2,076","2,273",674,366
2021,1,50,"8,677",647,"1,052",602,285,"2,528","2,114",870,579
2021,1,60,"6,537",551,763,578,269,"1,868","1,157",829,522
2021,1,70,"3,669",275,461,276,139,957,745,527,289
2021,1,80,"1,636",137,245,117,57,417,344,204,115
2021,1,90,177,12,15,30,6,42,29,25,18
2021,1,100,21,0,2,6,0,4,2,4,3
2021,2,총,"47,005","3,472","5,873","2,670","1,462","13,571","12,506","4,569","2,882"
2021,2,0,"3,187",257,402,78,65,963,"1,076",201,145
2021,2,10,"4,306",278,614,108,94,"1,312","1,492",271,137
2021,2,20,"6,132",421,753,281,196,"1,863","1,745",534,339
2021,2,30,"5,223",388,585,247,150,"1,527","1,536",422,368
2021,2,40,"7,380",503,966,347,197,"2,066","2,256",671,374
2021,2,50,"8,672",646,"1,057",602,282,"2,530","2,116",870,569
2021,2,60,"6,584",556,773,579,272,"1,874","1,165",840,525
2021,2,70,"3,668",269,455,279,141,969,744,524,287
2021,2,80,"1,657",141,251,114,58,422,345,208,118
2021,2,90,174,12,15,29,7,41,29,24,17
2021,2,100,22,1,2,6,0,4,2,4,3
2021,3,총,"46,621","3,438","5,875","2,607","1,428","13,443","12,443","4,536","2,851"
2021,3,0,"3,163",259,402,80,65,948,"1,060",204,145
2021,3,10,"4,274",278,629,106,94,"1,289","1,470",268,140
2021,3,20,"6,093",420,735,276,195,"1,847","1,748",533,339
2021,3,30,"5,198",394,593,239,146,"1,500","1,532",428,366
2021,3,40,"7,287",493,964,340,187,"2,041","2,230",658,374
2021,3,50,"8,589",632,"1,058",587,269,"2,516","2,107",865,555
2021,3,60,"6,591",551,779,574,271,"1,880","1,179",839,518
2021,3,70,"3,636",265,455,271,142,963,739,517,284
2021,3,80,"1,630",133,245,108,55,419,350,204,116
2021,3,90,157,13,15,25,4,39,28,20,13
2021,3,100,3,0,0,1,0,1,0,0,1
2021,4,총,"46,610","3,426","5,892","2,608","1,427","13,394","12,471","4,556","2,836"
2021,4,0,"3,122",254,401,79,61,929,"1,048",207,143
2021,4,10,"4,285",279,629,107,91,"1,294","1,474",270,141
2021,4,20,"6,077",411,730,274,195,"1,843","1,762",528,334
2021,4,30,"5,186",397,588,239,149,"1,490","1,523",434,366
2021,4,40,"7,253",486,970,331,190,"2,034","2,220",658,364
2021,4,50,"8,627",638,"1,065",589,266,"2,505","2,141",866,557
2021,4,60,"6,640",554,785,581,274,"1,884","1,192",848,522
2021,4,70,"3,620",263,457,271,140,956,729,525,279
2021,4,80,"1,639",131,250,111,57,419,353,201,117
2021,4,90,158,13,17,25,4,39,29,19,12
2021,4,100,3,0,0,1,0,1,0,0,1
2021,5,총,"46,606","3,440","5,895","2,595","1,442","13,359","12,468","4,559","2,848"
2021,5,0,"3,115",259,393,77,64,926,"1,042",209,145
2021,5,10,"4,264",276,633,108,94,"1,280","1,471",263,139
2021,5,20,"6,071",409,721,268,196,"1,863","1,764",521,329
2021,5,30,"5,195",395,602,238,150,"1,474","1,526",435,375
2021,5,40,"7,199",477,960,331,195,"2,020","2,195",655,366
2021,5,50,"8,629",649,"1,060",584,267,"2,487","2,149",871,562
2021,5,60,"6,684",560,794,585,274,"1,893","1,203",853,522
2021,5,70,"3,626",270,459,270,139,952,733,529,274
2021,5,80,"1,660",133,254,108,59,422,357,204,123
2021,5,90,160,12,19,25,4,41,28,19,12
2021,5,100,3,0,0,1,0,1,0,0,1
2021,6,총,"46,626","3,449","5,880","2,602","1,438","13,339","12,505","4,573","2,840"
2021,6,0,"3,094",260,390,80,62,912,"1,039",210,141
2021,6,10,"4,270",279,630,107,92,"1,285","1,470",267,140
2021,6,20,"6,065",406,727,262,199,"1,864","1,765",513,329
2021,6,30,"5,202",389,599,242,146,"1,474","1,539",439,374
2021,6,40,"7,186",476,952,334,194,"2,007","2,204",657,362
2021,6,50,"8,626",651,"1,058",582,270,"2,479","2,152",873,561
2021,6,60,"6,725",565,793,587,271,"1,902","1,220",864,523
2021,6,70,"3,633",278,459,271,142,953,726,527,277
2021,6,80,"1,661",133,253,111,58,422,359,205,120
2021,6,90,161,12,19,25,4,40,31,18,12
2021,6,100,3,0,0,1,0,1,0,0,1
2021,7,총,"46,675","3,470","5,864","2,609","1,434","13,358","12,516","4,588","2,836"
2021,7,0,"3,083",257,386,83,62,911,"1,031",212,141
2021,7,10,"4,274",289,627,102,91,"1,291","1,467",270,137
2021,7,20,"6,040",413,722,257,198,"1,842","1,768",509,331
2021,7,30,"5,197",392,599,245,149,"1,476","1,530",435,371
2021,7,40,"7,199",474,948,335,193,"2,003","2,214",666,366
2021,7,50,"8,633",653,"1,054",581,272,"2,481","2,160",881,551
2021,7,60,"6,777",566,798,594,268,"1,935","1,226",865,525
2021,7,70,"3,624",280,458,273,139,946,723,526,279
2021,7,80,"1,682",134,253,113,60,432,364,205,121
2021,7,90,163,12,19,25,2,40,33,19,13
2021,7,100,3,0,0,1,0,1,0,0,1
2021,8,총,"46,627","3,488","5,854","2,613","1,420","13,341","12,495","4,587","2,829"
2021,8,0,"3,061",254,381,87,59,909,"1,021",208,142
2021,8,10,"4,255",293,628,100,90,"1,281","1,459",267,137
2021,8,20,"6,024",410,716,262,190,"1,839","1,770",508,329
2021,8,30,"5,202",391,598,246,150,"1,481","1,534",434,368
2021,8,40,"7,153",478,944,336,186,"1,989","2,192",667,361
2021,8,50,"8,636",658,"1,049",579,275,"2,484","2,160",880,551
2021,8,60,"6,821",580,809,589,268,"1,938","1,237",875,525
2021,8,70,"3,625",278,457,273,139,944,728,525,281
2021,8,80,"1,688",135,253,114,61,434,364,206,121
2021,8,90,158,11,19,26,2,41,29,17,13
2021,8,100,4,0,0,1,0,1,1,0,1
2021,9,총,"46,661","3,468","5,846","2,622","1,414","13,288","12,600","4,598","2,825"
2021,9,0,"3,048",247,379,87,57,902,"1,024",208,144
2021,9,10,"4,250",290,632,99,91,"1,276","1,454",269,139
2021,9,20,"6,013",402,710,256,186,"1,821","1,802",511,325
2021,9,30,"5,230",386,597,254,146,"1,476","1,571",437,363
2021,9,40,"7,135",478,942,338,185,"1,975","2,194",664,359
2021,9,50,"8,651",655,"1,054",584,274,"2,483","2,164",884,553
2021,9,60,"6,859",585,805,594,271,"1,943","1,253",880,528
2021,9,70,"3,626",278,456,266,141,937,743,524,281
2021,9,80,"1,689",134,252,118,61,434,366,205,119
2021,9,90,156,13,19,25,2,40,28,16,13
2021,9,100,4,0,0,1,0,1,1,0,1
2021,10,총,"46,659","3,468","5,844","2,608","1,421","13,215","12,671","4,615","2,817"
2021,10,0,"3,021",240,378,82,58,895,"1,019",208,141
2021,10,10,"4,231",286,631,96,90,"1,264","1,454",270,140
2021,10,20,"5,988",406,707,246,186,"1,806","1,804",507,326
2021,10,30,"5,232",391,595,259,146,"1,462","1,586",442,351
2021,10,40,"7,132",471,943,331,188,"1,964","2,201",672,362
2021,10,50,"8,647",661,"1,051",581,275,"2,459","2,184",884,552
2021,10,60,"6,896",589,811,596,273,"1,949","1,268",878,532
2021,10,70,"3,635",276,456,271,141,928,752,530,281
2021,10,80,"1,715",134,253,120,62,445,374,208,119
2021,10,90,158,14,19,25,2,42,28,16,12
2021,10,100,4,0,0,1,0,1,1,0,1
2021,11,총,"46,672","3,472","5,843","2,602","1,429","13,222","12,690","4,609","2,805"
2021,11,0,"3,012",238,373,85,59,898,"1,008",209,142
2021,11,10,"4,231",285,639,95,91,"1,250","1,460",270,141
2021,11,20,"5,975",407,705,236,187,"1,808","1,806",505,321
2021,11,30,"5,233",393,588,265,145,"1,472","1,577",439,354
2021,11,40,"7,115",475,941,332,187,"1,957","2,195",671,357
2021,11,50,"8,676",659,"1,057",573,280,"2,466","2,206",887,548
2021,11,60,"6,911",589,810,598,271,"1,955","1,282",877,529
2021,11,70,"3,623",276,461,272,143,925,740,530,276
2021,11,80,"1,732",135,251,121,64,447,387,205,122
2021,11,90,160,15,18,24,2,43,28,16,14
2021,11,100,4,0,0,1,0,1,1,0,1
2021,12,총,"46,694","3,495","5,827","2,596","1,430","13,185","12,704","4,642","2,815"
2021,12,0,"2,994",234,370,82,56,886,"1,010",214,142
2021,12,10,"4,214",283,640,97,92,"1,236","1,443",278,145
2021,12,20,"5,971",410,695,237,187,"1,803","1,821",506,312
2021,12,30,"5,248",404,585,270,145,"1,463","1,582",440,359
2021,12,40,"7,117",476,938,335,185,"1,952","2,192",684,355
2021,12,50,"8,676",661,"1,062",568,283,"2,456","2,210",883,553
2021,12,60,"6,964",600,811,592,273,"1,976","1,295",882,535
2021,12,70,"3,605",273,458,272,143,925,729,530,275
2021,12,80,"1,742",139,251,119,61,446,393,209,124
2021,12,90,159,15,17,23,5,41,28,16,14
2021,12,100,4,0,0,1,0,1,1,0,1
