년도,월,나이,서울특별시 강서구,서울특별시 강서구 염창동,서울특별시 강서구 등촌제1동,서울특별시 강서구 등촌제2동,서울특별시 강서구 등촌제3동,서울특별시 강서구 화곡제1동,서울특별시 강서구 화곡제2동,서울특별시 강서구 화곡제3동,서울특별시 강서구 화곡제4동,서울특별시 강서구 화곡본동,서울특별시 강서구 화곡제6동,서울특별시 강서구 화곡제8동,서울특별시 강서구 가양제1동,서울특별시 강서구 가양제2동,서울특별시 강서구 가양제3동,서울특별시 강서구 발산제1동,서울특별시 강서구 우장산동,서울특별시 강서구 공항동,서울특별시 강서구 방화제1동,서울특별시 강서구 방화제2동,서울특별시 강서구 방화제3동
2020,1,90,550,21,47,16,75,41,11,24,18,27,17,16,21,27,18,24,25,15,37,26,44
2020,1,100,66,0,3,0,6,7,1,3,2,3,1,2,1,1,0,2,6,11,6,10,1
2020,2,총,"285,619","20,636","11,104","10,647","15,237","26,024","9,229","10,790","10,611","17,300","12,309","12,423","15,772","7,106","7,523","18,274","21,308","13,849","22,054","11,703","11,720"
2020,2,0,"22,102","2,240",718,780,920,"1,575",715,755,674,"1,294",722,766,"1,007",281,443,"1,957","2,050","1,419","2,317",662,807
2020,2,10,"23,853","2,361",835,960,"1,214","1,338",791,848,742,"1,411",977,872,"1,026",264,340,"2,480","2,668",907,"2,160",827,832
2020,2,20,"40,939","2,639","1,872","1,713","2,215","4,152","1,283","1,572","1,581","2,750","1,990","1,892","2,885",839,949,"2,335","2,583","1,966","2,641","1,669","1,413"
2020,2,30,"51,842","3,539","2,717","1,834","2,372","5,901","1,635","1,700","1,871","3,550","2,153","2,374","4,160","1,361","1,654","2,221","2,805","2,733","3,367","1,934","1,961"
2020,2,40,"46,881","3,837","1,675","1,548","1,975","4,057","1,633","1,583","1,712","2,958","1,919","2,086","2,369",759,"1,063","3,602","4,147","2,284","4,060","1,772","1,842"
2020,2,50,"42,204","2,966","1,493","1,666","2,614","3,626","1,348","1,650","1,696","2,308","1,900","1,744","2,039","1,143","1,107","2,755","3,305","1,944","3,208","1,883","1,809"
2020,2,60,"34,519","1,995","1,019","1,332","2,331","3,082","1,062","1,591","1,356","1,803","1,674","1,498","1,533","1,554","1,156","1,670","2,248","1,519","2,619","1,697","1,780"
2020,2,70,"17,743",808,487,641,"1,080","1,820",618,880,750,951,782,959,574,671,608,965,"1,200",799,"1,287",931,932
2020,2,80,"4,919",229,238,157,432,425,132,185,210,245,174,214,158,208,184,264,271,252,352,290,299
2020,2,90,549,22,48,16,77,41,11,23,17,27,17,16,20,24,19,23,25,15,37,28,43
2020,2,100,68,0,2,0,7,7,1,3,2,3,1,2,1,2,0,2,6,11,6,10,2
2020,3,총,"285,085","20,617","11,082","10,627","15,278","26,010","9,210","10,758","10,562","17,249","12,307","12,401","15,687","7,095","7,526","18,236","21,256","13,788","22,046","11,665","11,685"
2020,3,0,"21,909","2,242",711,755,926,"1,565",700,745,670,"1,282",713,774,988,276,440,"1,945","2,035","1,404","2,295",653,790
2020,3,10,"23,721","2,346",831,953,"1,192","1,328",783,838,730,"1,399",980,873,"1,009",263,339,"2,473","2,658",899,"2,164",834,829
2020,3,20,"41,028","2,636","1,878","1,707","2,234","4,211","1,298","1,564","1,575","2,769","1,995","1,894","2,877",829,949,"2,339","2,592","1,957","2,645","1,664","1,415"
2020,3,30,"51,551","3,522","2,712","1,843","2,401","5,860","1,615","1,691","1,844","3,519","2,152","2,346","4,124","1,359","1,645","2,198","2,799","2,709","3,376","1,909","1,927"
2020,3,40,"46,703","3,826","1,663","1,536","1,964","4,051","1,636","1,590","1,705","2,934","1,905","2,082","2,374",751,"1,066","3,576","4,125","2,277","4,030","1,775","1,837"
2020,3,50,"42,115","2,966","1,491","1,681","2,590","3,628","1,348","1,641","1,693","2,308","1,899","1,735","2,023","1,144","1,105","2,762","3,280","1,936","3,205","1,868","1,812"
2020,3,60,"34,626","2,006","1,016","1,331","2,353","3,060","1,061","1,599","1,365","1,813","1,679","1,499","1,544","1,562","1,160","1,678","2,251","1,530","2,628","1,695","1,796"
2020,3,70,"17,839",815,491,648,"1,094","1,830",623,880,750,949,786,963,567,676,614,972,"1,211",798,"1,299",940,933
2020,3,80,"4,972",235,239,156,439,427,134,184,212,245,180,217,160,209,189,270,273,252,362,289,300
2020,3,90,553,23,48,17,78,43,11,23,16,28,17,16,20,24,19,21,26,15,36,28,44
2020,3,100,68,0,2,0,7,7,1,3,2,3,1,2,1,2,0,2,6,11,6,10,2
2020,4,총,"284,543","20,619","11,077","10,591","15,298","25,963","9,189","10,693","10,556","17,229","12,305","12,383","15,622","7,078","7,475","18,170","21,196","13,804","22,018","11,602","11,675"
2020,4,0,"21,703","2,232",706,738,926,"1,555",693,736,667,"1,275",700,758,981,271,423,"1,916","2,011","1,400","2,293",642,780
2020,4,10,"23,645","2,348",824,946,"1,183","1,331",776,826,735,"1,388",971,871,"1,000",259,338,"2,467","2,659",902,"2,160",833,828
2020,4,20,"40,950","2,630","1,862","1,710","2,228","4,194","1,318","1,558","1,566","2,775","2,023","1,910","2,857",831,943,"2,335","2,570","1,947","2,634","1,648","1,411"
2020,4,30,"51,377","3,503","2,726","1,839","2,426","5,848","1,596","1,676","1,842","3,523","2,138","2,335","4,106","1,348","1,625","2,174","2,789","2,720","3,333","1,895","1,935"
2020,4,40,"46,581","3,839","1,657","1,527","1,972","4,034","1,628","1,582","1,699","2,919","1,888","2,075","2,364",746,"1,061","3,569","4,119","2,283","4,033","1,762","1,824"
2020,4,50,"42,032","2,964","1,493","1,682","2,580","3,610","1,344","1,633","1,687","2,315","1,911","1,724","2,014","1,127","1,101","2,761","3,269","1,942","3,210","1,858","1,807"
2020,4,60,"34,678","2,022","1,024","1,327","2,353","3,076","1,062","1,587","1,375","1,803","1,683","1,505","1,539","1,575","1,154","1,677","2,262","1,528","2,640","1,695","1,791"
2020,4,70,"17,931",821,495,648,"1,102","1,839",624,883,751,955,788,968,576,679,620,976,"1,216",800,"1,306",939,945
2020,4,80,"5,020",236,239,157,441,430,136,186,215,245,184,219,164,216,189,272,269,256,366,292,308
2020,4,90,557,24,49,17,80,39,11,23,17,29,18,16,20,24,21,21,26,15,37,27,43
2020,4,100,69,0,2,0,7,7,1,3,2,2,1,2,1,2,0,2,6,11,6,11,3
2020,5,총,"284,115","20,573","11,089","10,565","15,316","25,883","9,175","10,680","10,527","17,165","12,349","12,362","15,635","7,073","7,462","18,132","21,157","13,791","21,979","11,568","11,634"
2020,5,0,"21,533","2,227",709,731,924,"1,533",692,734,654,"1,252",700,741,975,273,421,"1,898","1,996","1,387","2,266",649,771
2020,5,10,"23,529","2,340",808,937,"1,172","1,325",768,829,727,"1,386",966,869,996,257,331,"2,460","2,650",897,"2,155",827,829
2020,5,20,"40,827","2,607","1,864","1,697","2,239","4,211","1,312","1,535","1,569","2,759","2,045","1,911","2,839",824,930,"2,326","2,558","1,936","2,626","1,646","1,393"
2020,5,30,"51,339","3,519","2,750","1,829","2,437","5,801","1,598","1,671","1,827","3,523","2,145","2,319","4,133","1,337","1,627","2,175","2,789","2,728","3,317","1,881","1,933"
2020,5,40,"46,447","3,814","1,661","1,534","1,965","4,019","1,617","1,582","1,705","2,897","1,892","2,079","2,360",748,"1,064","3,550","4,093","2,289","4,015","1,749","1,814"
2020,5,50,"41,994","2,953","1,485","1,678","2,573","3,596","1,352","1,632","1,681","2,321","1,920","1,724","2,023","1,123","1,093","2,770","3,264","1,937","3,227","1,840","1,802"
2020,5,60,"34,741","2,029","1,026","1,329","2,364","3,074","1,060","1,594","1,371","1,802","1,685","1,505","1,548","1,576","1,155","1,689","2,273","1,530","2,639","1,704","1,788"
2020,5,70,"18,009",823,497,653,"1,107","1,843",623,889,754,949,794,977,574,687,630,973,"1,227",805,"1,318",940,946
2020,5,80,"5,059",237,237,160,449,434,141,188,219,246,184,218,161,219,191,267,274,256,372,293,313
2020,5,90,563,24,50,17,79,38,11,23,17,27,17,17,25,26,20,22,27,15,38,28,42
2020,5,100,74,0,2,0,7,9,1,3,3,3,1,2,1,3,0,2,6,11,6,11,3
2020,6,총,"283,697","20,537","11,097","10,525","15,280","25,837","9,155","10,644","10,484","17,149","12,350","12,330","15,653","7,055","7,436","18,103","21,147","13,792","21,930","11,569","11,624"
2020,6,0,"21,381","2,216",708,728,928,"1,519",684,730,641,"1,241",700,734,963,271,411,"1,865","1,989","1,378","2,251",652,772
2020,6,10,"23,503","2,344",804,935,"1,157","1,321",767,829,739,"1,375",964,871,994,258,325,"2,463","2,657",904,"2,156",815,825
2020,6,20,"40,768","2,605","1,869","1,690","2,243","4,221","1,311","1,528","1,571","2,763","2,045","1,897","2,838",816,925,"2,325","2,545","1,940","2,614","1,641","1,381"
2020,6,30,"51,219","3,518","2,755","1,814","2,420","5,777","1,592","1,657","1,812","3,519","2,170","2,292","4,141","1,330","1,628","2,180","2,781","2,706","3,303","1,886","1,938"
2020,6,40,"46,357","3,794","1,654","1,531","1,960","4,004","1,611","1,586","1,694","2,895","1,875","2,086","2,375",750,"1,050","3,534","4,094","2,298","3,997","1,755","1,814"
2020,6,50,"41,870","2,948","1,477","1,673","2,554","3,603","1,342","1,624","1,667","2,316","1,909","1,719","2,018","1,103","1,100","2,756","3,265","1,937","3,227","1,842","1,790"
2020,6,60,"34,866","2,035","1,042","1,327","2,375","3,071","1,064","1,589","1,373","1,811","1,697","1,513","1,565","1,586","1,151","1,709","2,278","1,540","2,638","1,703","1,799"
2020,6,70,"18,025",816,501,653,"1,116","1,838",629,886,749,951,788,980,571,690,630,975,"1,226",807,"1,332",941,946
2020,6,80,"5,080",237,236,159,443,438,142,187,218,248,184,219,163,224,195,271,279,256,369,297,315
2020,6,90,556,24,49,15,79,36,12,25,17,27,17,17,24,24,21,22,27,15,37,26,42
2020,6,100,72,0,2,0,5,9,1,3,3,3,1,2,1,3,0,3,6,11,6,11,2
2020,7,총,"283,343","20,478","11,175","10,503","15,263","25,814","9,111","10,650","10,460","17,097","12,339","12,294","15,716","7,014","7,434","18,055","21,108","13,785","21,910","11,539","11,598"
2020,7,0,"21,240","2,203",713,717,936,"1,514",674,725,640,"1,242",693,719,953,268,411,"1,852","1,975","1,364","2,231",648,762
2020,7,10,"23,420","2,342",794,932,"1,152","1,309",763,829,731,"1,365",960,866,987,259,321,"2,455","2,655",906,"2,161",807,826
2020,7,20,"40,771","2,582","1,922","1,690","2,227","4,239","1,304","1,531","1,569","2,760","2,052","1,892","2,864",804,933,"2,322","2,537","1,943","2,600","1,623","1,377"
2020,7,30,"51,077","3,501","2,795","1,804","2,422","5,762","1,583","1,659","1,799","3,482","2,164","2,284","4,156","1,307","1,624","2,165","2,760","2,699","3,286","1,885","1,940"
2020,7,40,"46,236","3,789","1,636","1,534","1,934","3,996","1,602","1,582","1,692","2,880","1,873","2,071","2,390",749,"1,037","3,536","4,078","2,304","4,006","1,740","1,807"
2020,7,50,"41,839","2,944","1,475","1,662","2,540","3,592","1,341","1,631","1,659","2,329","1,900","1,722","2,035","1,100","1,100","2,751","3,263","1,947","3,214","1,851","1,783"
2020,7,60,"34,924","2,042","1,049","1,331","2,396","3,073","1,058","1,587","1,378","1,815","1,704","1,512","1,566","1,575","1,159","1,705","2,285","1,536","2,656","1,702","1,795"
2020,7,70,"18,088",814,506,660,"1,129","1,843",629,888,755,948,786,981,575,697,634,978,"1,234",799,"1,345",943,944
2020,7,80,"5,119",236,235,157,443,439,143,191,217,247,188,228,166,228,194,268,288,262,368,300,321
2020,7,90,558,25,48,16,79,38,13,24,18,26,18,17,23,24,21,20,27,14,37,29,41
2020,7,100,71,0,2,0,5,9,1,3,2,3,1,2,1,3,0,3,6,11,6,11,2
2020,8,총,"282,647","20,474","11,193","10,499","15,199","25,742","9,075","10,602","10,422","17,092","12,319","12,266","15,725","6,996","7,402","17,974","21,071","13,754","21,848","11,468","11,526"
2020,8,0,"21,046","2,189",709,720,922,"1,501",668,716,633,"1,223",690,724,940,272,413,"1,828","1,957","1,352","2,212",631,746
2020,8,10,"23,281","2,357",782,926,"1,135","1,301",752,827,723,"1,352",947,860,981,264,322,"2,442","2,655",902,"2,142",799,812
2020,8,20,"40,703","2,570","1,935","1,690","2,213","4,245","1,318","1,525","1,559","2,775","2,043","1,889","2,877",792,916,"2,315","2,535","1,928","2,607","1,601","1,370"
2020,8,30,"50,905","3,499","2,813","1,813","2,420","5,724","1,555","1,642","1,789","3,472","2,178","2,267","4,174","1,298","1,599","2,148","2,746","2,698","3,255","1,884","1,931"
2020,8,40,"46,045","3,789","1,629","1,523","1,905","3,969","1,601","1,568","1,692","2,878","1,872","2,056","2,392",757,"1,038","3,510","4,089","2,296","3,985","1,703","1,793"
2020,8,50,"41,716","2,939","1,466","1,652","2,525","3,573","1,328","1,628","1,643","2,328","1,901","1,732","2,032","1,085","1,096","2,750","3,236","1,956","3,216","1,855","1,775"
2020,8,60,"35,013","2,058","1,064","1,330","2,404","3,089","1,064","1,583","1,387","1,825","1,689","1,513","1,568","1,575","1,164","1,711","2,294","1,535","2,669","1,698","1,793"
2020,8,70,"18,171",814,512,673,"1,140","1,849",626,896,760,963,792,979,570,704,634,976,"1,238",799,"1,345",954,947
2020,8,80,"5,132",234,233,157,451,442,149,190,214,247,188,225,168,222,198,270,291,263,373,302,315
2020,8,90,563,25,48,15,79,40,13,24,20,26,18,19,22,24,21,21,24,14,38,30,42
2020,8,100,72,0,2,0,5,9,1,3,2,3,1,2,1,3,1,3,6,11,6,11,2
2020,9,총,"281,951","20,421","11,205","10,478","15,153","25,656","9,054","10,567","10,417","17,022","12,296","12,220","15,729","6,963","7,353","17,900","21,061","13,727","21,781","11,456","11,492"
2020,9,0,"20,809","2,166",696,711,917,"1,479",655,709,629,"1,208",675,712,919,268,404,"1,820","1,934","1,351","2,198",629,729
2020,9,10,"23,179","2,356",783,926,"1,111","1,290",745,827,715,"1,336",960,853,976,268,317,"2,424","2,662",904,"2,131",787,808
2020,9,20,"40,598","2,553","1,954","1,693","2,194","4,250","1,320","1,509","1,565","2,774","2,039","1,876","2,878",786,901,"2,294","2,543","1,906","2,603","1,594","1,366"
2020,9,30,"50,737","3,486","2,816","1,828","2,413","5,691","1,544","1,630","1,798","3,446","2,168","2,268","4,178","1,289","1,593","2,151","2,723","2,688","3,228","1,883","1,916"
2020,9,40,"45,892","3,775","1,618","1,516","1,899","3,950","1,604","1,570","1,689","2,858","1,860","2,042","2,397",753,"1,027","3,479","4,087","2,297","3,964","1,702","1,805"
2020,9,50,"41,562","2,944","1,472","1,628","2,517","3,561","1,327","1,609","1,630","2,322","1,902","1,727","2,025","1,067","1,086","2,740","3,240","1,945","3,210","1,851","1,759"
2020,9,60,"35,184","2,053","1,078","1,337","2,428","3,096","1,071","1,598","1,395","1,841","1,692","1,508","1,594","1,583","1,166","1,719","2,304","1,552","2,670","1,708","1,791"
2020,9,70,"18,156",820,503,666,"1,142","1,844",619,895,756,957,796,985,569,699,638,971,"1,241",796,"1,351",954,954
2020,9,80,"5,183",244,234,158,446,444,154,191,218,250,185,229,170,223,198,277,295,263,381,306,317
2020,9,90,578,24,49,15,81,42,13,25,20,27,18,18,22,25,22,22,26,14,39,31,45
2020,9,100,73,0,2,0,5,9,2,4,2,3,1,2,1,2,1,3,6,11,6,11,2
2020,10,총,"281,422","20,430","11,228","10,435","15,079","25,574","9,031","10,539","10,403","16,989","12,239","12,209","15,777","6,946","7,302","17,855","21,043","13,723","21,720","11,450","11,450"
2020,10,0,"20,592","2,163",693,696,890,"1,457",651,712,620,"1,199",658,697,902,263,397,"1,796","1,935","1,347","2,180",617,719
2020,10,10,"23,062","2,356",771,925,"1,100","1,271",736,837,712,"1,324",952,851,980,266,307,"2,409","2,664",900,"2,126",781,794
2020,10,20,"40,502","2,538","1,974","1,676","2,189","4,250","1,324","1,499","1,563","2,768","2,039","1,878","2,878",774,889,"2,289","2,524","1,911","2,587","1,589","1,363"
2020,10,30,"50,592","3,495","2,837","1,826","2,401","5,629","1,536","1,623","1,788","3,438","2,149","2,260","4,189","1,284","1,590","2,142","2,710","2,668","3,225","1,894","1,908"
2020,10,40,"45,849","3,766","1,620","1,510","1,877","3,968","1,601","1,562","1,691","2,854","1,849","2,056","2,418",759,"1,019","3,465","4,076","2,305","3,953","1,704","1,796"
2020,10,50,"41,496","2,954","1,460","1,617","2,505","3,560","1,329","1,594","1,628","2,327","1,900","1,708","2,032","1,058","1,075","2,746","3,256","1,939","3,204","1,845","1,759"
2020,10,60,"35,294","2,069","1,081","1,337","2,442","3,098","1,070","1,597","1,402","1,838","1,691","1,513","1,611","1,591","1,169","1,726","2,306","1,575","2,663","1,714","1,801"
2020,10,70,"18,138",821,506,672,"1,138","1,848",616,892,759,957,800,987,567,698,634,977,"1,237",789,"1,344",951,945
2020,10,80,"5,248",243,236,160,452,442,154,193,219,253,183,238,176,226,200,281,304,264,392,313,319
2020,10,90,576,25,48,16,80,42,12,26,19,28,17,19,23,25,21,21,25,14,40,31,44
2020,10,100,73,0,2,0,5,9,2,4,2,3,1,2,1,2,1,3,6,11,6,11,2
2020,11,총,"281,033","20,437","11,271","10,418","15,025","25,511","9,023","10,508","10,403","16,949","12,201","12,191","15,819","6,908","7,281","17,836","20,994","13,687","21,729","11,431","11,411"
2020,11,0,"20,437","2,157",684,690,888,"1,436",650,710,612,"1,175",649,684,894,253,390,"1,795","1,922","1,342","2,175",614,717
2020,11,10,"23,000","2,366",772,924,"1,088","1,273",730,836,714,"1,327",949,851,976,268,303,"2,403","2,651",888,"2,133",763,785
2020,11,20,"40,464","2,540","2,000","1,679","2,170","4,228","1,317","1,498","1,559","2,770","2,008","1,887","2,892",764,890,"2,296","2,530","1,914","2,570","1,597","1,355"
2020,11,30,"50,486","3,495","2,866","1,809","2,388","5,603","1,543","1,617","1,793","3,430","2,155","2,241","4,205","1,266","1,582","2,125","2,688","2,649","3,221","1,893","1,917"
2020,11,40,"45,735","3,765","1,615","1,508","1,876","3,961","1,599","1,554","1,681","2,857","1,847","2,056","2,420",767,"1,012","3,458","4,055","2,301","3,931","1,695","1,777"
2020,11,50,"41,442","2,955","1,463","1,611","2,474","3,533","1,330","1,585","1,633","2,311","1,902","1,702","2,047","1,044","1,075","2,759","3,260","1,937","3,215","1,857","1,749"
2020,11,60,"35,367","2,065","1,081","1,349","2,454","3,135","1,068","1,593","1,406","1,836","1,682","1,514","1,619","1,594","1,170","1,718","2,306","1,581","2,690","1,712","1,794"
2020,11,70,"18,167",823,508,672,"1,149","1,841",619,890,761,959,804,995,566,697,633,975,"1,249",788,"1,351",938,949
2020,11,80,"5,290",247,234,160,455,450,153,196,223,254,186,240,176,227,204,284,300,262,398,319,322
2020,11,90,571,24,46,16,78,42,12,24,19,27,18,19,23,26,21,20,27,14,39,32,44
2020,11,100,74,0,2,0,5,9,2,5,2,3,1,2,1,2,1,3,6,11,6,11,2
2020,12,총,"280,034","20,362","11,295","10,337","15,004","25,430","8,981","10,464","10,325","16,874","12,172","12,125","15,784","6,871","7,239","17,754","20,941","13,671","21,617","11,408","11,380"
2020,12,0,"20,222","2,144",683,680,884,"1,409",631,710,595,"1,143",638,677,897,252,379,"1,780","1,899","1,347","2,149",614,711
2020,12,10,"22,847","2,337",775,924,"1,085","1,277",720,828,715,"1,315",941,829,967,261,296,"2,394","2,646",886,"2,112",761,778
2020,12,20,"40,310","2,518","1,999","1,658","2,150","4,216","1,322","1,491","1,539","2,781","2,007","1,898","2,868",765,890,"2,268","2,526","1,907","2,566","1,595","1,346"
2020,12,30,"50,274","3,489","2,895","1,790","2,402","5,591","1,544","1,603","1,764","3,415","2,149","2,228","4,203","1,247","1,570","2,109","2,665","2,617","3,192","1,881","1,920"
2020,12,40,"45,542","3,761","1,609","1,497","1,875","3,938","1,567","1,549","1,677","2,822","1,853","2,036","2,402",770,"1,006","3,445","4,058","2,307","3,911","1,692","1,767"
2020,12,50,"41,264","2,925","1,474","1,599","2,461","3,511","1,338","1,574","1,628","2,306","1,884","1,689","2,062","1,031","1,072","2,756","3,247","1,940","3,185","1,845","1,737"
2020,12,60,"35,409","2,088","1,064","1,336","2,460","3,150","1,067","1,593","1,400","1,840","1,690","1,519","1,617","1,595","1,164","1,732","2,308","1,575","2,697","1,715","1,799"
2020,12,70,"18,187",826,510,673,"1,147","1,843",622,884,763,963,800,987,567,694,632,965,"1,254",799,"1,358",945,955
2020,12,80,"5,332",251,238,164,458,444,157,203,225,260,193,239,176,227,208,283,302,268,400,315,321
2020,12,90,572,23,46,16,77,42,11,23,17,26,16,21,24,27,21,19,30,14,41,34,44
2020,12,100,75,0,2,0,5,9,2,6,2,3,1,2,1,2,1,3,6,11,6,11,2
2021,1,총,"279,458","20,337","11,328","10,283","14,945","25,414","8,978","10,418","10,318","16,880","12,142","12,071","15,761","6,827","7,211","17,680","20,906","13,649","21,535","11,451","11,324"
2021,1,0,"19,953","2,124",681,675,875,"1,381",625,701,588,"1,146",620,666,893,244,367,"1,761","1,880","1,333","2,092",606,695
2021,1,10,"22,779","2,334",777,911,"1,071","1,271",712,834,716,"1,310",938,810,963,256,295,"2,385","2,659",879,"2,121",763,774
2021,1,20,"40,137","2,515","2,002","1,643","2,134","4,226","1,328","1,468","1,537","2,763","1,999","1,898","2,823",758,880,"2,271","2,508","1,900","2,564","1,592","1,328"
2021,1,30,"50,054","3,481","2,919","1,784","2,386","5,584","1,527","1,587","1,755","3,409","2,147","2,210","4,212","1,229","1,554","2,064","2,628","2,596","3,160","1,910","1,912"
2021,1,40,"45,467","3,753","1,602","1,498","1,871","3,920","1,571","1,548","1,683","2,835","1,855","2,019","2,408",769,"1,008","3,443","4,030","2,317","3,884","1,696","1,757"
2021,1,50,"41,198","2,925","1,482","1,574","2,448","3,513","1,351","1,574","1,622","2,317","1,869","1,682","2,047","1,019","1,070","2,747","3,282","1,938","3,182","1,843","1,713"
2021,1,60,"35,592","2,100","1,067","1,335","2,467","3,174","1,072","1,597","1,414","1,846","1,698","1,530","1,636","1,597","1,175","1,734","2,307","1,589","2,718","1,724","1,812"
2021,1,70,"18,252",832,511,682,"1,145","1,841",621,877,759,963,802,985,577,701,635,969,"1,269",803,"1,367",952,961
2021,1,80,"5,371",249,240,164,463,454,158,204,225,261,195,248,178,224,205,282,307,269,397,321,327
2021,1,90,578,24,44,17,80,41,11,22,17,27,18,20,23,28,21,21,30,14,44,33,43
2021,1,100,77,0,3,0,5,9,2,6,2,3,1,3,1,2,1,3,6,11,6,11,2
2021,2,총,"279,269","20,327","11,362","10,226","14,886","25,409","8,957","10,396","10,271","16,852","12,119","12,020","15,732","6,785","7,180","17,608","20,818","14,061","21,464","11,517","11,279"
2021,2,0,"19,829","2,108",677,676,856,"1,354",612,693,580,"1,135",604,651,886,240,365,"1,733","1,849","1,465","2,059",604,682
2021,2,10,"22,671","2,324",767,900,"1,061","1,260",705,832,712,"1,292",921,806,957,244,288,"2,367","2,649",919,"2,136",755,776
2021,2,20,"39,989","2,565","2,013","1,618","2,096","4,222","1,319","1,461","1,515","2,763","2,005","1,888","2,801",749,865,"2,279","2,502","1,902","2,541","1,593","1,292"
2021,2,30,"49,969","3,459","2,947","1,776","2,385","5,603","1,521","1,559","1,741","3,394","2,152","2,172","4,198","1,226","1,550","2,028","2,605","2,685","3,122","1,936","1,910"
2021,2,40,"45,553","3,747","1,605","1,491","1,861","3,939","1,573","1,560","1,687","2,840","1,856","2,025","2,417",765,"1,004","3,440","3,992","2,414","3,873","1,709","1,755"
2021,2,50,"41,149","2,919","1,472","1,562","2,444","3,499","1,355","1,569","1,614","2,314","1,864","1,681","2,039",998,"1,068","2,749","3,287","1,962","3,181","1,867","1,705"
2021,2,60,"35,760","2,100","1,078","1,346","2,486","3,179","1,076","1,605","1,416","1,850","1,703","1,538","1,658","1,607","1,183","1,737","2,316","1,602","2,730","1,731","1,819"
2021,2,70,"18,259",834,514,673,"1,144","1,843",624,879,751,968,802,983,570,700,635,968,"1,271",813,"1,372",954,961
2021,2,80,"5,440",248,242,167,464,461,159,210,236,267,194,255,183,225,203,284,310,274,399,325,334
2021,2,90,574,23,44,17,84,40,11,22,17,27,17,18,22,29,18,20,31,14,45,32,43
2021,2,100,76,0,3,0,5,9,2,6,2,2,1,3,1,2,1,3,6,11,6,11,2
2021,3,총,"278,444","20,329","11,333","10,107","14,785","25,340","8,889","10,355","10,252","16,775","12,068","11,931","15,706","6,736","7,127","17,428","20,689","14,566","21,298","11,486","11,244"
2021,3,0,"19,738","2,093",670,662,859,"1,330",600,682,574,"1,115",610,638,883,241,357,"1,691","1,821","1,612","2,020",602,678
2021,3,10,"22,610","2,318",766,888,"1,046","1,259",702,834,711,"1,287",917,798,949,245,282,"2,341","2,656",975,"2,115",753,768
2021,3,20,"40,088","2,588","2,004","1,589","2,047","4,277","1,316","1,473","1,522","2,771","2,035","1,886","2,822",740,860,"2,280","2,490","1,946","2,539","1,610","1,293"
2021,3,30,"49,798","3,465","2,943","1,761","2,381","5,567","1,511","1,549","1,737","3,376","2,122","2,131","4,186","1,210","1,527","2,002","2,574","2,786","3,106","1,963","1,901"
2021,3,40,"45,412","3,741","1,612","1,480","1,857","3,916","1,558","1,563","1,682","2,824","1,830","2,026","2,412",760,998,"3,394","3,965","2,525","3,821","1,704","1,744"
2021,3,50,"40,876","2,924","1,454","1,540","2,412","3,496","1,359","1,545","1,605","2,292","1,828","1,675","2,015",979,"1,052","2,729","3,285","1,997","3,149","1,842","1,698"
