년도,월,나이,서울특별시 동대문구,서울특별시 동대문구 용신동,서울특별시 동대문구 제기동,서울특별시 동대문구 전농제1동,서울특별시 동대문구 전농제2동,서울특별시 동대문구 답십리제1동,서울특별시 동대문구 답십리제2동,서울특별시 동대문구 장안제1동,서울특별시 동대문구 장안제2동,서울특별시 동대문구 청량리동,서울특별시 동대문구 회기동,서울특별시 동대문구 휘경제1동,서울특별시 동대문구 휘경제2동,서울특별시 동대문구 이문제1동,서울특별시 동대문구 이문제2동
2020,3,30,"24,693","2,500","1,491","2,154","1,186","2,878","2,199","3,130","2,602","1,144",690,"1,031","1,436",971,"1,281"
2020,3,40,"25,262","1,958","1,453","2,143","1,647","2,279","2,237","3,079","2,861","1,296",686,886,"1,801","1,259","1,677"
2020,3,50,"26,991","2,234","1,862","2,430","1,704","2,219","2,620","3,081","2,487","1,857",604,"1,072","1,837","1,285","1,699"
2020,3,60,"23,391","1,959","1,973","2,030","1,387","1,610","2,181","2,680","2,153","1,913",534,849,"1,526","1,174","1,422"
2020,3,70,"15,404","1,371","1,431","1,401",944,994,"1,385","1,480","1,185","1,351",414,595,985,877,991
2020,3,80,"6,626",632,666,630,404,472,604,510,445,626,189,265,411,378,394
2020,3,90,"1,103",106,91,103,49,70,94,114,87,96,42,50,64,73,64
2020,3,100,204,17,20,27,5,19,10,14,11,26,10,3,7,29,6
2020,4,총,"174,172","15,096","12,109","15,194","10,069","15,059","15,369","19,434","16,534","10,491","5,389","7,120","12,297","9,387","10,624"
2020,4,0,"10,585",651,519,957,649,"1,377",923,"1,313","1,432",452,241,384,636,375,676
2020,4,10,"12,326",701,711,"1,031",927,994,"1,073","1,286","1,364",578,415,435,"1,154",722,935
2020,4,20,"27,739","2,997","1,895","2,301","1,184","2,133","2,057","2,720","1,885","1,156","1,567","1,688","2,421","2,261","1,474"
2020,4,30,"24,618","2,490","1,485","2,149","1,183","2,872","2,199","3,128","2,597","1,143",688,"1,027","1,422",962,"1,273"
2020,4,40,"25,185","1,949","1,452","2,137","1,634","2,283","2,219","3,069","2,859","1,298",683,864,"1,815","1,246","1,677"
2020,4,50,"26,907","2,224","1,855","2,410","1,710","2,201","2,629","3,093","2,488","1,841",608,"1,036","1,832","1,280","1,700"
2020,4,60,"23,422","1,953","1,970","2,042","1,388","1,624","2,177","2,701","2,172","1,914",533,810,"1,539","1,174","1,425"
2020,4,70,"15,399","1,370","1,431","1,394",941,"1,002","1,389","1,470","1,187","1,364",410,571,990,883,997
2020,4,80,"6,677",638,679,642,401,480,598,526,452,618,193,255,417,382,396
2020,4,90,"1,107",106,93,103,47,74,94,113,86,101,41,47,64,73,65
2020,4,100,207,17,19,28,5,19,11,15,12,26,10,3,7,29,6
2020,5,총,"174,250","15,126","12,148","15,193","10,058","15,064","15,341","19,448","16,560","10,488","5,431","7,066","12,292","9,365","10,670"
2020,5,0,"10,553",644,520,958,647,"1,375",920,"1,310","1,440",442,232,382,635,378,670
2020,5,10,"12,262",702,705,"1,021",915,990,"1,071","1,291","1,352",580,413,429,"1,141",706,946
2020,5,20,"27,988","3,039","1,944","2,289","1,189","2,143","2,037","2,737","1,900","1,161","1,615","1,704","2,439","2,287","1,504"
2020,5,30,"24,580","2,503","1,468","2,150","1,183","2,857","2,208","3,108","2,604","1,134",690,"1,025","1,427",958,"1,265"
2020,5,40,"25,079","1,936","1,448","2,141","1,621","2,270","2,214","3,062","2,851","1,295",675,856,"1,809","1,230","1,671"
2020,5,50,"26,889","2,204","1,854","2,414","1,708","2,219","2,613","3,094","2,496","1,836",615,"1,016","1,830","1,277","1,713"
2020,5,60,"23,435","1,957","1,974","2,044","1,394","1,628","2,179","2,715","2,163","1,925",533,794,"1,536","1,172","1,421"
2020,5,70,"15,434","1,370","1,437","1,403",944,"1,005","1,393","1,474","1,201","1,364",410,564,989,872,"1,008"
2020,5,80,"6,711",647,685,643,401,484,600,532,454,623,197,247,413,386,399
2020,5,90,"1,110",107,94,101,51,72,95,110,87,102,41,46,66,71,67
2020,5,100,209,17,19,29,5,21,11,15,12,26,10,3,7,28,6
2020,6,총,"174,201","15,157","12,163","15,183","10,056","15,048","15,269","19,434","16,592","10,496","5,454","7,016","12,300","9,377","10,656"
2020,6,0,"10,508",645,517,951,647,"1,367",916,"1,304","1,444",438,221,386,631,374,667
2020,6,10,"12,195",695,703,997,914,989,"1,065","1,290","1,353",579,407,417,"1,136",702,948
2020,6,20,"28,117","3,057","1,963","2,297","1,186","2,148","2,023","2,734","1,892","1,165","1,652","1,708","2,458","2,333","1,501"
2020,6,30,"24,563","2,530","1,475","2,146","1,182","2,841","2,196","3,098","2,626","1,135",692,"1,024","1,420",942,"1,256"
2020,6,40,"24,970","1,923","1,445","2,136","1,617","2,265","2,205","3,060","2,844","1,295",673,845,"1,791","1,215","1,656"
2020,6,50,"26,815","2,184","1,844","2,412","1,694","2,220","2,598","3,081","2,497","1,841",611,"1,000","1,832","1,274","1,727"
2020,6,60,"23,554","1,977","1,992","2,059","1,417","1,639","2,177","2,733","2,173","1,922",537,793,"1,542","1,177","1,416"
2020,6,70,"15,412","1,368","1,419","1,404",944,"1,006","1,380","1,472","1,207","1,364",408,560,998,871,"1,011"
2020,6,80,"6,728",654,687,651,396,481,598,539,456,625,201,234,419,390,397
2020,6,90,"1,129",107,99,101,53,72,100,107,88,106,42,46,66,71,71
2020,6,100,210,17,19,29,6,20,11,16,12,26,10,3,7,28,6
2020,7,총,"174,022","15,170","12,191","15,134","10,035","15,060","15,255","19,416","16,529","10,468","5,451","7,001","12,322","9,358","10,632"
2020,7,0,"10,450",638,507,944,643,"1,369",916,"1,295","1,431",429,218,390,630,380,660
2020,7,10,"12,097",692,701,987,910,981,"1,058","1,291","1,343",575,396,398,"1,137",687,941
2020,7,20,"28,134","3,067","1,982","2,283","1,176","2,159","2,013","2,730","1,871","1,162","1,663","1,731","2,465","2,341","1,491"
2020,7,30,"24,521","2,543","1,469","2,147","1,180","2,827","2,208","3,091","2,605","1,120",690,"1,027","1,425",931,"1,258"
2020,7,40,"24,923","1,915","1,447","2,127","1,607","2,269","2,183","3,060","2,848","1,296",674,837,"1,802","1,215","1,643"
2020,7,50,"26,746","2,184","1,841","2,410","1,689","2,218","2,603","3,078","2,473","1,827",609,998,"1,825","1,274","1,717"
2020,7,60,"23,614","1,985","2,001","2,049","1,429","1,653","2,179","2,729","2,190","1,938",536,783,"1,545","1,170","1,427"
2020,7,70,"15,447","1,371","1,429","1,405",942,"1,014","1,381","1,484","1,210","1,359",411,555,996,873,"1,017"
2020,7,80,"6,755",654,693,653,398,479,602,538,459,630,202,234,425,390,398
2020,7,90,"1,123",103,102,100,55,71,101,103,87,106,42,45,65,69,74
2020,7,100,212,18,19,29,6,20,11,17,12,26,10,3,7,28,6
2020,8,총,"173,724","15,232","12,201","15,085","10,016","15,035","15,217","19,376","16,505","10,424","5,441","6,983","12,282","9,324","10,603"
2020,8,0,"10,373",641,502,939,637,"1,362",923,"1,276","1,423",417,221,382,617,378,655
2020,8,10,"12,004",694,701,981,906,972,"1,039","1,284","1,326",574,397,396,"1,132",664,938
2020,8,20,"28,145","3,099","2,003","2,277","1,168","2,148","2,003","2,743","1,868","1,153","1,644","1,745","2,462","2,343","1,489"
2020,8,30,"24,430","2,544","1,459","2,129","1,192","2,812","2,200","3,075","2,599","1,105",692,"1,024","1,410",932,"1,257"
2020,8,40,"24,824","1,918","1,441","2,111","1,598","2,273","2,164","3,059","2,838","1,287",672,833,"1,799","1,201","1,630"
2020,8,50,"26,681","2,189","1,842","2,406","1,685","2,217","2,589","3,058","2,475","1,827",606,988,"1,821","1,269","1,709"
2020,8,60,"23,692","1,987","2,004","2,059","1,430","1,657","2,202","2,733","2,205","1,943",543,784,"1,546","1,171","1,428"
2020,8,70,"15,444","1,379","1,431","1,399",930,"1,021","1,372","1,491","1,213","1,361",412,549,995,878,"1,013"
2020,8,80,"6,794",659,694,655,411,482,614,534,460,627,202,235,425,391,405
2020,8,90,"1,123",104,104,100,53,71,100,105,86,105,42,43,68,69,73
2020,8,100,214,18,20,29,6,20,11,18,12,25,10,4,7,28,6
2020,9,총,"173,668","15,310","12,198","15,063","9,986","15,019","15,150","19,460","16,490","10,379","5,436","7,004","12,278","9,308","10,587"
2020,9,0,"10,305",640,499,924,625,"1,355",914,"1,276","1,413",424,215,383,611,374,652
2020,9,10,"11,942",690,693,968,892,980,"1,029","1,291","1,328",563,391,396,"1,135",656,930
2020,9,20,"28,227","3,136","2,006","2,296","1,174","2,145","1,985","2,774","1,863","1,155","1,649","1,767","2,458","2,342","1,477"
2020,9,30,"24,404","2,555","1,462","2,120","1,174","2,809","2,202","3,074","2,587","1,091",693,"1,034","1,412",931,"1,260"
2020,9,40,"24,718","1,929","1,428","2,101","1,594","2,266","2,131","3,059","2,829","1,274",671,830,"1,789","1,204","1,613"
2020,9,50,"26,654","2,193","1,838","2,398","1,681","2,207","2,574","3,088","2,474","1,806",607,985,"1,816","1,271","1,716"
2020,9,60,"23,794","2,000","2,017","2,079","1,437","1,653","2,217","2,746","2,221","1,941",544,779,"1,556","1,165","1,439"
2020,9,70,"15,436","1,382","1,433","1,394",935,"1,021","1,373","1,480","1,213","1,360",411,548,995,880,"1,011"
2020,9,80,"6,837",662,695,650,419,488,614,547,466,633,203,233,431,387,409
2020,9,90,"1,137",105,107,104,49,75,100,106,85,107,42,45,68,70,74
2020,9,100,214,18,20,29,6,20,11,19,11,25,10,4,7,28,6
2020,10,총,"173,499","15,310","12,174","15,033","9,980","15,024","15,135","19,473","16,498","10,247","5,453","7,050","12,270","9,292","10,560"
2020,10,0,"10,243",628,492,919,619,"1,350",918,"1,269","1,411",412,208,387,616,367,647
2020,10,10,"11,830",683,681,969,883,963,"1,020","1,290","1,322",548,389,398,"1,114",651,919
2020,10,20,"28,274","3,146","2,012","2,287","1,176","2,154","1,971","2,759","1,850","1,144","1,671","1,806","2,463","2,355","1,480"
2020,10,30,"24,352","2,544","1,446","2,115","1,171","2,791","2,198","3,090","2,593","1,068",687,"1,044","1,422",929,"1,254"
2020,10,40,"24,656","1,927","1,428","2,075","1,588","2,280","2,128","3,055","2,818","1,248",677,830,"1,795","1,198","1,609"
2020,10,50,"26,585","2,191","1,836","2,405","1,681","2,209","2,568","3,083","2,484","1,779",603,980,"1,798","1,260","1,708"
2020,10,60,"23,895","2,016","2,025","2,080","1,440","1,662","2,224","2,776","2,242","1,935",548,785,"1,560","1,166","1,436"
2020,10,70,"15,425","1,384","1,430","1,392",942,"1,013","1,372","1,479","1,219","1,358",410,542,996,875,"1,013"
2020,10,80,"6,904",668,699,660,424,503,627,549,464,631,208,231,432,395,413
2020,10,90,"1,120",105,105,101,50,79,98,104,83,100,42,43,67,68,75
2020,10,100,215,18,20,30,6,20,11,19,12,24,10,4,7,28,6
2020,11,총,"173,289","15,330","12,164","15,042","9,964","15,034","15,098","19,468","16,505","10,091","5,459","7,041","12,255","9,288","10,550"
2020,11,0,"10,191",628,491,914,617,"1,360",918,"1,250","1,393",402,216,390,610,364,638
2020,11,10,"11,740",671,678,977,879,954,"1,017","1,293","1,320",529,374,391,"1,101",636,920
2020,11,20,"28,294","3,182","2,003","2,288","1,180","2,151","1,939","2,758","1,858","1,119","1,676","1,818","2,490","2,363","1,469"
2020,11,30,"24,303","2,547","1,446","2,108","1,160","2,790","2,209","3,064","2,598","1,047",685,"1,047","1,409",937,"1,256"
2020,11,40,"24,600","1,921","1,429","2,072","1,574","2,277","2,114","3,067","2,822","1,228",675,826,"1,791","1,196","1,608"
2020,11,50,"26,511","2,176","1,829","2,399","1,689","2,204","2,554","3,087","2,478","1,748",609,971,"1,796","1,261","1,710"
2020,11,60,"23,961","2,032","2,027","2,093","1,446","1,674","2,230","2,790","2,253","1,924",545,785,"1,559","1,166","1,437"
2020,11,70,"15,416","1,387","1,433","1,390",933,"1,020","1,369","1,484","1,217","1,345",412,542,994,871,"1,019"
2020,11,80,"6,942",665,702,670,432,507,640,551,470,625,215,223,431,398,413
2020,11,90,"1,115",103,106,100,48,77,97,105,84,100,42,44,67,68,74
2020,11,100,216,18,20,31,6,20,11,19,12,24,10,4,7,28,6
2020,12,총,"173,068","15,368","12,168","15,034","9,953","15,007","15,028","19,472","16,514","9,947","5,457","7,041","12,243","9,292","10,544"
2020,12,0,"10,126",619,493,910,617,"1,363",897,"1,232","1,393",394,215,387,611,360,635
2020,12,10,"11,681",674,681,967,877,957,"1,019","1,284","1,319",523,367,389,"1,086",623,915
2020,12,20,"28,353","3,235","2,008","2,299","1,181","2,150","1,917","2,774","1,868","1,090","1,684","1,827","2,485","2,367","1,468"
2020,12,30,"24,258","2,556","1,448","2,120","1,142","2,768","2,200","3,072","2,593","1,025",686,"1,042","1,411",938,"1,257"
2020,12,40,"24,506","1,912","1,415","2,060","1,579","2,264","2,102","3,059","2,827","1,202",676,822,"1,789","1,194","1,605"
2020,12,50,"26,408","2,171","1,819","2,391","1,680","2,198","2,548","3,071","2,466","1,709",610,975,"1,793","1,267","1,710"
2020,12,60,"23,993","2,033","2,029","2,090","1,454","1,678","2,226","2,805","2,264","1,917",543,780,"1,558","1,172","1,444"
2020,12,70,"15,458","1,389","1,437","1,401",940,"1,020","1,372","1,490","1,219","1,337",416,545,998,875,"1,019"
2020,12,80,"6,947",658,710,666,429,510,635,561,469,625,212,226,440,396,410
2020,12,90,"1,119",103,108,98,48,79,100,105,84,101,38,44,65,71,75
2020,12,100,219,18,20,32,6,20,12,19,12,24,10,4,7,29,6
2021,1,총,"172,697","15,404","12,146","14,997","9,929","15,037","14,993","19,462","16,498","9,861","5,471","6,970","12,184","9,227","10,518"
2021,1,0,"10,002",618,488,899,612,"1,361",894,"1,211","1,377",378,215,384,599,345,621
2021,1,10,"11,620",675,667,965,889,957,"1,011","1,286","1,324",523,353,378,"1,063",612,917
2021,1,20,"28,265","3,266","2,012","2,287","1,166","2,158","1,895","2,774","1,877","1,081","1,696","1,809","2,465","2,316","1,463"
2021,1,30,"24,167","2,571","1,446","2,114","1,130","2,771","2,198","3,074","2,554","1,001",695,"1,016","1,405",947,"1,245"
2021,1,40,"24,402","1,889","1,410","2,040","1,580","2,256","2,081","3,047","2,843","1,200",670,811,"1,785","1,185","1,605"
2021,1,50,"26,355","2,175","1,812","2,392","1,673","2,213","2,541","3,066","2,473","1,672",615,974,"1,783","1,266","1,700"
2021,1,60,"24,091","2,044","2,031","2,096","1,461","1,681","2,250","2,808","2,263","1,929",546,779,"1,567","1,177","1,459"
2021,1,70,"15,451","1,385","1,435","1,401",937,"1,024","1,372","1,502","1,219","1,330",416,547,995,874,"1,014"
2021,1,80,"6,988",661,717,667,425,516,639,573,468,622,215,222,448,401,414
2021,1,90,"1,134",102,108,104,50,79,100,102,87,101,40,46,67,74,74
2021,1,100,222,18,20,32,6,21,12,19,13,24,10,4,7,30,6
2021,2,총,"172,617","15,414","12,148","14,939","9,901","15,093","14,941","19,465","16,449","9,834","5,474","7,053","12,208","9,211","10,487"
2021,2,0,"9,895",606,487,880,598,"1,349",888,"1,199","1,371",373,210,394,592,341,607
2021,2,10,"11,635",673,670,964,887,965,998,"1,291","1,314",523,359,381,"1,063",626,921
2021,2,20,"28,249","3,257","1,997","2,271","1,153","2,195","1,883","2,768","1,854","1,076","1,695","1,860","2,494","2,299","1,447"
2021,2,30,"24,113","2,586","1,449","2,098","1,116","2,783","2,197","3,071","2,529",997,691,"1,013","1,402",943,"1,238"
2021,2,40,"24,362","1,897","1,406","2,023","1,581","2,259","2,065","3,054","2,850","1,191",667,819,"1,778","1,176","1,596"
2021,2,50,"26,325","2,179","1,798","2,391","1,672","2,212","2,524","3,055","2,466","1,674",618,978,"1,790","1,264","1,704"
2021,2,60,"24,172","2,047","2,042","2,108","1,479","1,694","2,255","2,822","2,268","1,928",551,781,"1,558","1,182","1,457"
2021,2,70,"15,445","1,385","1,439","1,397",929,"1,014","1,375","1,506","1,220","1,320",417,552,"1,001",869,"1,021"
2021,2,80,"7,057",663,729,673,430,523,644,580,477,626,215,225,452,406,414
2021,2,90,"1,137",103,111,102,50,77,100,100,87,102,41,45,70,74,75
2021,2,100,227,18,20,32,6,22,12,19,13,24,10,5,8,31,7
2021,3,총,"170,980","15,279","12,011","14,715","9,824","14,991","14,800","19,321","16,333","9,643","5,424","7,086","12,118","9,009","10,426"
2021,3,0,"9,836",603,483,882,598,"1,335",894,"1,194","1,364",369,209,393,572,339,601
2021,3,10,"11,640",678,667,961,882,979,985,"1,282","1,304",518,368,406,"1,068",634,908
2021,3,20,"28,373","3,278","2,010","2,269","1,132","2,226","1,875","2,776","1,851","1,061","1,703","1,917","2,491","2,318","1,466"
2021,3,30,"23,997","2,597","1,425","2,074","1,107","2,800","2,172","3,054","2,522",985,688,"1,025","1,388",924,"1,236"
2021,3,40,"24,076","1,867","1,386","1,986","1,572","2,256","2,054","3,015","2,817","1,169",655,807,"1,772","1,140","1,580"
2021,3,50,"25,994","2,143","1,772","2,355","1,661","2,169","2,497","3,041","2,453","1,641",611,973,"1,771","1,224","1,683"
2021,3,60,"23,931","2,016","2,023","2,082","1,480","1,682","2,244","2,806","2,257","1,899",541,767,"1,548","1,140","1,446"
2021,3,70,"15,082","1,342","1,422","1,352",908,978,"1,347","1,477","1,200","1,290",395,534,989,828,"1,020"
2021,3,80,"6,970",659,710,660,432,495,638,581,481,617,217,220,454,396,410
2021,3,90,"1,026",92,104,87,50,66,92,88,80,90,37,42,63,62,73
2021,3,100,55,4,9,7,2,5,2,7,4,4,0,2,2,4,3
2021,4,총,"170,837","15,287","12,021","14,653","9,790","14,991","14,776","19,293","16,330","9,581","5,420","7,134","12,112","9,027","10,422"
2021,4,0,"9,796",600,484,879,591,"1,325",895,"1,190","1,361",360,202,388,576,340,605
2021,4,10,"11,586",678,658,951,879,976,981,"1,279","1,294",519,372,410,"1,072",620,897
2021,4,20,"28,391","3,284","2,014","2,248","1,118","2,236","1,871","2,782","1,863","1,045","1,695","1,949","2,480","2,348","1,458"
2021,4,30,"23,961","2,610","1,428","2,056","1,101","2,795","2,173","3,048","2,491",977,699,"1,026","1,390",926,"1,241"
2021,4,40,"24,031","1,860","1,377","1,984","1,572","2,266","2,040","2,995","2,830","1,158",654,815,"1,767","1,137","1,576"
2021,4,50,"25,918","2,134","1,774","2,348","1,655","2,152","2,487","3,020","2,461","1,636",602,976,"1,772","1,222","1,679"
2021,4,60,"24,011","2,018","2,037","2,084","1,480","1,703","2,241","2,830","2,261","1,892",546,773,"1,546","1,140","1,460"
2021,4,70,"15,053","1,340","1,413","1,346",909,973,"1,349","1,473","1,200","1,284",394,528,990,832,"1,022"
2021,4,80,"7,010",666,726,662,433,495,643,582,484,614,219,225,456,393,412
2021,4,90,"1,024",93,101,88,50,65,94,86,81,92,37,42,61,65,69
2021,4,100,56,4,9,7,2,5,2,8,4,4,0,2,2,4,3
2021,5,총,"170,770","15,318","12,011","14,658","9,768","15,013","14,766","19,276","16,313","9,573","5,439","7,139","12,085","9,023","10,388"
2021,5,0,"9,755",596,480,880,587,"1,325",899,"1,191","1,353",361,200,392,562,336,593
2021,5,10,"11,521",672,660,937,877,977,971,"1,288","1,295",512,368,403,"1,062",616,883
2021,5,20,"28,453","3,300","2,013","2,258","1,102","2,254","1,879","2,765","1,862","1,039","1,722","1,949","2,491","2,369","1,450"
2021,5,30,"23,865","2,611","1,414","2,050","1,098","2,780","2,167","3,027","2,475",980,698,"1,026","1,367",910,"1,262"
2021,5,40,"23,988","1,872","1,362","1,981","1,570","2,274","2,037","3,004","2,818","1,158",657,813,"1,755","1,128","1,559"
2021,5,50,"25,861","2,121","1,785","2,358","1,647","2,154","2,481","2,998","2,472","1,610",588,972,"1,768","1,228","1,679"
2021,5,60,"24,106","2,032","2,046","2,087","1,486","1,708","2,246","2,832","2,262","1,910",551,785,"1,563","1,147","1,451"
2021,5,70,"15,055","1,349","1,411","1,350",905,972,"1,337","1,483","1,207","1,283",393,530,992,822,"1,021"
2021,5,80,"7,067",669,727,658,443,497,654,592,485,621,223,226,459,397,416
2021,5,90,"1,041",92,104,92,51,66,93,88,80,94,39,41,64,66,71
2021,5,100,58,4,9,7,2,6,2,8,4,5,0,2,2,4,3
2021,6,총,"170,705","15,308","12,017","14,664","9,758","15,023","14,761","19,272","16,296","9,543","5,441","7,141","12,088","9,029","10,364"
2021,6,0,"9,720",601,481,885,580,"1,316",907,"1,179","1,345",351,201,387,564,333,590
2021,6,10,"11,491",678,658,929,880,974,965,"1,282","1,307",508,374,402,"1,061",597,876
2021,6,20,"28,477","3,290","2,020","2,263","1,100","2,264","1,864","2,778","1,848","1,036","1,718","1,964","2,481","2,397","1,454"
2021,6,30,"23,834","2,612","1,422","2,041","1,096","2,765","2,162","3,035","2,470",977,702,"1,018","1,368",914,"1,252"
2021,6,40,"23,982","1,867","1,358","1,989","1,570","2,291","2,037","3,001","2,824","1,150",658,804,"1,754","1,128","1,551"
2021,6,50,"25,765","2,110","1,770","2,345","1,645","2,158","2,479","2,980","2,450","1,596",586,978,"1,766","1,234","1,668"
2021,6,60,"24,222","2,046","2,057","2,102","1,487","1,716","2,261","2,839","2,278","1,915",548,792,"1,572","1,146","1,463"
2021,6,70,"15,031","1,340","1,407","1,352",903,964,"1,338","1,487","1,197","1,289",391,526,997,820,"1,020"
2021,6,80,"7,084",670,729,656,444,501,655,594,492,620,225,228,462,394,414
2021,6,90,"1,039",90,106,96,51,68,91,88,80,96,38,40,60,62,73
2021,6,100,60,4,9,6,2,6,2,9,5,5,0,2,3,4,3
2021,7,총,"170,694","15,331","12,012","14,659","9,736","14,996","14,746","19,268","16,302","9,544","5,461","7,136","12,110","9,018","10,375"
2021,7,0,"9,690",591,485,885,579,"1,313",906,"1,178","1,340",349,204,390,554,333,583
2021,7,10,"11,402",676,646,920,871,968,955,"1,277","1,305",500,371,400,"1,057",592,864
2021,7,20,"28,546","3,299","2,037","2,251","1,098","2,276","1,840","2,793","1,852","1,033","1,745","1,959","2,524","2,382","1,457"
2021,7,30,"23,808","2,629","1,423","2,036","1,089","2,728","2,166","3,032","2,464",983,697,"1,023","1,359",924,"1,255"
2021,7,40,"23,939","1,861","1,352","1,994","1,565","2,298","2,034","2,985","2,820","1,150",659,798,"1,744","1,128","1,551"
2021,7,50,"25,742","2,104","1,768","2,338","1,639","2,157","2,477","2,974","2,470","1,591",580,981,"1,756","1,233","1,674"
2021,7,60,"24,297","2,064","2,040","2,115","1,496","1,716","2,281","2,849","2,276","1,923",550,791,"1,584","1,142","1,470"
2021,7,70,"15,036","1,338","1,415","1,361",903,960,"1,334","1,489","1,191","1,296",390,517,"1,002",817,"1,023"
2021,7,80,"7,127",675,731,655,442,505,659,594,496,620,227,236,465,402,420
2021,7,90,"1,048",90,107,98,52,69,92,88,83,94,38,39,62,61,75
2021,7,100,59,4,8,6,2,6,2,9,5,5,0,2,3,4,3
2021,8,총,"170,717","15,330","12,033","14,643","9,726","15,005","14,701","19,280","16,273","9,516","5,490","7,151","12,148","9,048","10,373"
2021,8,0,"9,646",585,482,882,574,"1,320",899,"1,183","1,326",349,204,391,547,327,577
2021,8,10,"11,394",677,654,913,870,959,955,"1,282","1,300",490,371,405,"1,053",600,865
2021,8,20,"28,708","3,329","2,056","2,251","1,091","2,265","1,815","2,798","1,850","1,042","1,783","1,968","2,567","2,421","1,472"
2021,8,30,"23,728","2,612","1,421","2,024","1,083","2,740","2,147","3,028","2,451",969,703,"1,021","1,361",922,"1,246"
2021,8,40,"23,863","1,845","1,354","1,991","1,561","2,302","2,030","2,982","2,809","1,138",653,803,"1,743","1,119","1,533"
2021,8,50,"25,713","2,089","1,777","2,341","1,635","2,147","2,466","2,966","2,478","1,589",580,981,"1,762","1,229","1,673"
2021,8,60,"24,347","2,083","2,029","2,126","1,510","1,725","2,293","2,858","2,275","1,921",543,782,"1,583","1,147","1,472"
2021,8,70,"15,022","1,343","1,417","1,352",898,964,"1,334","1,485","1,197","1,287",383,521,"1,000",813,"1,028"
2021,8,80,"7,186",673,732,660,446,506,664,605,499,628,232,238,466,408,429
