년도,월,나이,서울특별시 도봉구,서울특별시 도봉구 창제1동,서울특별시 도봉구 창제2동,서울특별시 도봉구 창제3동,서울특별시 도봉구 창제4동,서울특별시 도봉구 창제5동,서울특별시 도봉구 도봉제1동,서울특별시 도봉구 도봉제2동,서울특별시 도봉구 쌍문제1동,서울특별시 도봉구 쌍문제2동,서울특별시 도봉구 쌍문제3동,서울특별시 도봉구 쌍문제4동,서울특별시 도봉구 방학제1동,서울특별시 도봉구 방학제2동,서울특별시 도봉구 방학제3동
2021,10,60,"26,961","1,937","2,281","1,170","1,917","2,037","2,047","2,584","1,837","1,665","1,340","1,521","2,442","1,747","2,436"
2021,10,70,"14,870","1,108","1,287",749,914,952,"1,418","1,466","1,118",924,901,610,"1,358","1,053","1,012"
2021,10,80,"7,513",593,578,330,594,515,633,714,536,487,368,404,575,502,684
2021,10,90,"1,224",91,86,36,101,88,73,150,84,83,55,70,110,71,126
2021,10,100,82,5,2,5,5,2,1,21,11,12,4,2,3,5,4
2021,11,총,"163,149","13,024","14,929","6,921","13,813","12,861","10,457","13,765","11,068","9,788","8,513","9,854","14,449","9,749","13,958"
2021,11,0,"8,232",702,785,318,770,693,412,737,510,463,376,531,722,400,813
2021,11,10,"11,857","1,025","1,033",487,"1,252",925,525,764,816,619,492,965,"1,051",679,"1,224"
2021,11,20,"20,556","1,655","2,058",838,"1,740","1,814","1,160","1,590","1,510","1,213","1,215","1,217","1,897","1,170","1,479"
2021,11,30,"19,218","1,660","1,953",744,"1,725","1,719","1,033","1,688","1,223","1,192","1,089","1,145","1,592",930,"1,525"
2021,11,40,"23,282","2,004","2,183",998,"2,215","1,781","1,264","1,797","1,498","1,325","1,158","1,545","2,063","1,310","2,141"
2021,11,50,"29,242","2,232","2,681","1,243","2,575","2,331","1,878","2,241","1,926","1,781","1,514","1,837","2,633","1,870","2,500"
2021,11,60,"27,033","1,947","2,279","1,175","1,924","2,037","2,051","2,597","1,838","1,673","1,344","1,524","2,447","1,753","2,444"
2021,11,70,"14,885","1,109","1,284",747,912,955,"1,425","1,470","1,112",927,897,616,"1,359","1,049","1,023"
2021,11,80,"7,538",594,581,331,591,517,630,715,542,499,371,401,572,512,682
2021,11,90,"1,228",95,89,35,105,87,78,145,82,84,53,70,110,72,123
2021,11,100,78,1,3,5,4,2,1,21,11,12,4,3,3,4,4
2021,12,총,"162,879","12,974","14,926","6,916","13,741","12,857","10,440","13,731","11,067","9,776","8,556","9,809","14,439","9,743","13,904"
2021,12,0,"8,160",694,782,317,763,687,402,736,510,453,380,522,720,389,805
2021,12,10,"11,813","1,018","1,033",488,"1,240",922,525,768,801,620,494,957,"1,052",681,"1,214"
2021,12,20,"20,463","1,633","2,057",826,"1,730","1,813","1,155","1,573","1,516","1,202","1,218","1,202","1,899","1,169","1,470"
2021,12,30,"19,173","1,640","1,947",753,"1,698","1,715","1,023","1,689","1,233","1,194","1,108","1,146","1,579",937,"1,511"
2021,12,40,"23,234","2,002","2,184",995,"2,208","1,779","1,260","1,794","1,494","1,315","1,165","1,530","2,070","1,301","2,137"
2021,12,50,"29,187","2,235","2,680","1,237","2,555","2,329","1,881","2,227","1,927","1,788","1,516","1,835","2,623","1,861","2,493"
2021,12,60,"27,086","1,950","2,286","1,176","1,934","2,042","2,048","2,602","1,833","1,683","1,350","1,528","2,445","1,766","2,443"
2021,12,70,"14,883","1,107","1,274",750,916,957,"1,430","1,470","1,119",924,895,608,"1,363","1,043","1,027"
2021,12,80,"7,587",597,593,336,592,522,638,719,539,500,373,404,579,515,680
2021,12,90,"1,232",97,87,35,101,89,76,147,84,85,54,74,106,78,119
2021,12,100,61,1,3,3,4,2,2,6,11,12,3,3,3,3,5
