년도,월,나이,부산광역시 서구,부산광역시 서구 동대신제1동,부산광역시 서구 동대신제2동,부산광역시 서구 동대신제3동,부산광역시 서구 서대신제1동,부산광역시 서구 서대신제3동,부산광역시 서구 서대신제4동,부산광역시 서구 부민동,부산광역시 서구 아미동,부산광역시 서구 초장동,부산광역시 서구 충무동,부산광역시 서구 남부민제1동,부산광역시 서구 남부민제2동,부산광역시 서구 암남동
2020,10,50,"9,176",379,649,582,964,667,627,570,702,455,878,517,937,"1,249"
2020,10,60,"8,867",346,684,569,794,604,552,533,782,482,800,534,999,"1,188"
2020,10,70,"5,382",227,463,346,513,341,282,272,481,331,474,350,640,662
2020,10,80,"1,937",93,195,127,182,121,124,122,191,101,169,119,178,215
2020,10,90,172,10,11,17,20,12,9,9,17,13,18,10,12,14
2020,10,100,34,0,1,2,2,0,0,3,10,2,4,2,2,6
2020,11,총,"52,358","2,172","3,729","3,620","6,359","4,004","3,850","3,752","3,583","2,340","4,839","2,580","4,826","6,704"
2020,11,0,"2,922",110,171,229,564,314,346,229,51,58,254,71,177,348
2020,11,10,"3,690",133,254,244,534,397,403,292,166,93,276,101,282,515
2020,11,20,"6,702",301,422,538,821,501,494,696,394,235,640,252,490,918
2020,11,30,"5,777",259,353,450,871,421,410,484,310,206,626,270,423,694
2020,11,40,"7,640",312,531,526,"1,035",628,601,532,483,365,679,355,682,911
2020,11,50,"9,184",382,646,570,999,662,626,577,697,452,886,520,931,"1,236"
2020,11,60,"8,887",344,682,569,814,607,557,535,773,484,805,529,999,"1,189"
2020,11,70,"5,392",227,462,347,520,341,281,271,485,327,475,347,648,661
2020,11,80,"1,958",94,197,128,180,121,123,124,196,104,176,123,180,212
2020,11,90,171,10,10,17,19,12,9,9,18,13,18,10,12,14
2020,11,100,35,0,1,2,2,0,0,3,10,3,4,2,2,6
2020,12,총,"52,341","2,179","3,717","3,637","6,464","3,991","3,836","3,722","3,576","2,339","4,818","2,582","4,791","6,689"
2020,12,0,"2,917",110,171,229,571,320,343,231,49,61,254,70,169,339
2020,12,10,"3,689",135,247,248,552,390,401,289,166,92,273,101,283,512
2020,12,20,"6,676",298,423,545,829,482,490,689,402,232,630,253,487,916
2020,12,30,"5,757",260,340,450,885,428,408,472,306,209,623,267,414,695
2020,12,40,"7,616",314,528,522,"1,048",624,599,528,479,365,672,354,674,909
2020,12,50,"9,191",387,650,570,"1,015",665,631,568,689,458,884,522,927,"1,225"
2020,12,60,"8,920",346,684,575,831,611,553,544,778,477,808,534,989,"1,190"
2020,12,70,"5,392",226,465,350,532,337,280,267,476,324,473,344,651,667
2020,12,80,"1,977",93,198,131,180,121,122,122,203,105,178,125,183,216
2020,12,90,171,10,10,15,19,13,9,9,18,13,19,10,12,14
2020,12,100,35,0,1,2,2,0,0,3,10,3,4,2,2,6
2021,1,총,"52,295","2,167","3,707","3,660","6,487","3,995","3,820","3,735","3,575","2,329","4,813","2,571","4,775","6,661"
2021,1,0,"2,897",107,176,224,569,312,339,230,49,63,255,66,171,336
2021,1,10,"3,705",131,248,257,563,392,405,288,169,89,269,102,277,515
2021,1,20,"6,648",296,418,548,820,486,490,698,400,233,616,251,485,907
2021,1,30,"5,730",252,338,447,891,425,400,476,307,207,620,266,414,687
2021,1,40,"7,597",318,522,532,"1,043",628,590,523,474,361,675,352,668,911
2021,1,50,"9,160",387,646,561,"1,025",663,629,573,690,457,883,513,921,"1,212"
2021,1,60,"8,946",346,684,589,838,616,552,544,776,471,817,536,993,"1,184"
2021,1,70,"5,407",227,459,353,534,340,284,269,479,328,473,347,646,668
2021,1,80,"1,996",93,205,131,182,120,122,121,201,104,182,126,187,222
2021,1,90,174,10,10,16,20,13,9,10,20,13,19,10,11,13
2021,1,100,35,0,1,2,2,0,0,3,10,3,4,2,2,6
2021,2,총,"52,194","2,152","3,692","3,658","6,508","3,989","3,807","3,737","3,556","2,332","4,810","2,569","4,773","6,611"
2021,2,0,"2,912",110,175,220,577,321,342,227,47,62,254,67,176,334
2021,2,10,"3,666",128,241,256,561,387,396,291,164,90,268,98,276,510
2021,2,20,"6,615",292,415,547,818,484,486,697,402,227,616,255,477,899
2021,2,30,"5,690",250,330,456,887,422,396,475,305,209,607,261,415,677
2021,2,40,"7,597",313,523,530,"1,062",624,594,523,469,361,679,354,659,906
2021,2,50,"9,107",380,643,553,"1,021",660,624,575,683,461,888,504,922,"1,193"
2021,2,60,"8,988",351,690,598,840,618,554,546,773,474,815,541,"1,001","1,187"
2021,2,70,"5,399",223,458,348,535,337,284,270,481,326,479,350,643,665
2021,2,80,"2,011",95,206,131,186,123,122,121,202,106,180,127,191,221
2021,2,90,173,10,10,17,19,13,8,9,20,13,20,10,11,13
2021,2,100,36,0,1,2,2,0,1,3,10,3,4,2,2,6
2021,3,총,"51,583","2,150","3,650","3,622","6,487","3,973","3,802","3,698","3,486","2,282","4,759","2,526","4,715","6,433"
2021,3,0,"2,898",111,175,221,576,318,342,223,49,58,254,70,173,328
2021,3,10,"3,644",128,237,255,562,388,394,294,159,88,266,99,272,502
2021,3,20,"6,587",290,402,544,821,474,482,706,403,225,617,253,479,891
2021,3,30,"5,630",256,330,454,878,427,399,464,289,207,603,255,412,656
2021,3,40,"7,491",305,514,523,"1,061",619,587,519,462,347,666,354,652,882
2021,3,50,"8,959",383,635,549,"1,023",654,623,559,672,456,890,498,908,"1,109"
2021,3,60,"8,905",350,686,590,832,625,558,539,770,471,799,526,986,"1,173"
2021,3,70,"5,330",222,452,340,530,334,286,273,472,316,473,343,632,657
2021,3,80,"1,994",97,209,131,188,122,122,113,195,105,179,120,191,222
2021,3,90,139,8,10,15,16,12,8,7,12,9,12,8,10,12
2021,3,100,6,0,0,0,0,0,1,1,3,0,0,0,0,1
2021,4,총,"51,621","2,441","3,619","3,607","6,481","3,946","3,784","3,677","3,470","2,259","4,733","2,518","4,695","6,391"
2021,4,0,"2,899",156,164,219,587,312,342,224,51,52,241,69,167,315
2021,4,10,"3,667",149,241,250,562,389,392,289,158,87,267,98,276,509
2021,4,20,"6,575",337,395,536,823,468,478,695,399,227,612,246,475,884
2021,4,30,"5,656",312,330,460,870,428,392,469,285,194,593,250,414,659
2021,4,40,"7,482",352,503,519,"1,052",611,585,517,459,349,664,356,647,868
2021,4,50,"8,938",420,636,552,"1,016",649,613,556,669,447,881,494,903,"1,102"
2021,4,60,"8,917",375,683,586,832,623,561,535,767,473,805,537,980,"1,160"
2021,4,70,"5,322",230,445,337,528,335,289,273,468,313,477,340,631,656
2021,4,80,"2,020",102,212,133,195,120,122,112,199,108,180,120,192,225
2021,4,90,139,8,10,15,16,11,9,6,12,9,13,8,10,12
2021,4,100,6,0,0,0,0,0,1,1,3,0,0,0,0,1
2021,5,총,"51,591","2,585","3,603","3,610","6,454","3,921","3,761","3,648","3,456","2,239","4,741","2,512","4,682","6,379"
2021,5,0,"2,898",174,158,220,586,312,339,219,51,52,241,69,169,308
2021,5,10,"3,650",165,241,251,552,388,390,285,158,85,263,96,275,501
2021,5,20,"6,560",353,404,536,825,469,462,692,387,227,612,244,464,885
2021,5,30,"5,635",336,329,457,851,425,391,456,289,190,594,248,410,659
2021,5,40,"7,450",371,495,511,"1,051",608,575,516,457,336,665,354,641,870
2021,5,50,"8,912",441,629,554,"1,010",639,613,546,662,446,884,486,901,"1,101"
2021,5,60,"8,977",395,684,594,837,618,566,541,766,476,806,546,987,"1,161"
2021,5,70,"5,340",239,441,338,526,335,293,277,476,312,481,339,630,653
2021,5,80,"2,022",103,211,134,200,116,122,109,195,106,182,122,195,227
2021,5,90,141,8,11,15,16,11,9,6,12,9,13,8,10,13
2021,5,100,6,0,0,0,0,0,1,1,3,0,0,0,0,1
2021,6,총,"51,510","2,656","3,599","3,590","6,454","3,885","3,771","3,633","3,437","2,232","4,728","2,509","4,663","6,353"
2021,6,0,"2,881",182,156,216,590,303,345,216,50,52,239,68,167,297
2021,6,10,"3,652",175,238,250,553,392,392,283,158,83,262,98,270,498
2021,6,20,"6,522",356,402,533,810,461,464,690,381,229,608,240,463,885
2021,6,30,"5,620",351,337,449,844,420,386,461,286,189,589,250,404,654
2021,6,40,"7,455",386,493,510,"1,056",608,585,514,455,330,666,351,633,868
2021,6,50,"8,887",452,627,554,"1,008",634,610,536,658,449,874,489,902,"1,094"
2021,6,60,"8,976",395,684,594,845,613,565,539,767,472,812,540,986,"1,164"
2021,6,70,"5,336",242,439,334,534,327,291,276,470,314,482,344,631,652
2021,6,80,"2,035",109,213,136,197,117,123,110,198,105,183,121,197,226
2021,6,90,140,8,10,14,17,10,9,7,11,9,13,8,10,14
2021,6,100,6,0,0,0,0,0,1,1,3,0,0,0,0,1
2021,7,총,"51,476","2,686","3,603","3,599","6,463","3,865","3,762","3,624","3,428","2,220","4,739","2,502","4,643","6,342"
2021,7,0,"2,876",189,152,214,596,301,343,213,48,53,236,67,167,297
2021,7,10,"3,655",180,242,248,554,390,393,280,155,82,265,100,267,499
2021,7,20,"6,498",352,404,532,815,458,460,688,385,221,613,232,464,874
2021,7,30,"5,598",358,329,454,837,416,382,461,291,190,585,245,399,651
2021,7,40,"7,447",389,497,518,"1,053",607,578,514,448,328,667,346,633,869
2021,7,50,"8,865",462,626,549,"1,009",631,609,534,655,443,872,486,898,"1,091"
2021,7,60,"9,009",396,684,599,847,608,575,543,769,476,815,549,980,"1,168"
2021,7,70,"5,346",245,441,333,538,327,288,275,468,311,490,345,631,654
2021,7,80,"2,042",107,218,138,197,116,124,109,196,109,183,124,195,226
2021,7,90,134,8,10,14,17,11,9,6,10,7,13,8,9,12
2021,7,100,6,0,0,0,0,0,1,1,3,0,0,0,0,1
2021,8,총,"51,308","2,707","3,594","3,591","6,478","3,833","3,758","3,602","3,417","2,212","4,722","2,485","4,585","6,324"
2021,8,0,"2,843",192,151,213,600,293,340,211,46,51,233,64,155,294
2021,8,10,"3,651",182,237,242,561,393,390,282,156,81,263,97,270,497
2021,8,20,"6,457",355,402,535,804,454,458,678,380,221,614,234,455,867
2021,8,30,"5,523",363,329,450,829,409,370,452,289,183,575,243,385,646
2021,8,40,"7,425",387,496,520,"1,060",599,589,509,445,329,657,340,631,863
2021,8,50,"8,868",471,627,548,"1,017",629,610,537,658,442,879,487,882,"1,081"
2021,8,60,"9,017",397,683,598,852,605,579,539,765,477,818,545,978,"1,181"
2021,8,70,"5,336",242,445,331,537,325,288,277,467,314,491,340,625,654
2021,8,80,"2,047",110,214,140,200,114,125,110,198,106,180,127,196,227
2021,8,90,135,8,10,14,18,12,8,6,10,8,12,8,8,13
2021,8,100,6,0,0,0,0,0,1,1,3,0,0,0,0,1
2021,9,총,"51,212","2,719","3,587","3,602","6,481","3,813","3,750","3,586","3,392","2,205","4,704","2,488","4,553","6,332"
2021,9,0,"2,825",194,148,213,600,293,334,208,43,52,231,64,153,292
2021,9,10,"3,647",187,236,240,563,391,390,286,153,80,260,97,268,496
2021,9,20,"6,439",354,403,541,801,446,460,669,374,219,614,233,451,874
2021,9,30,"5,473",366,330,446,820,400,371,434,284,186,568,244,379,645
2021,9,40,"7,405",390,485,525,"1,065",608,588,512,442,325,647,338,621,859
2021,9,50,"8,846",471,628,551,"1,015",624,607,539,656,440,871,485,875,"1,084"
2021,9,60,"9,045",397,689,598,858,602,578,544,762,478,829,549,978,"1,183"
2021,9,70,"5,340",242,443,334,541,319,291,278,468,313,489,340,623,659
2021,9,80,"2,052",110,215,140,200,117,123,109,197,105,184,130,197,225
2021,9,90,134,8,10,14,18,13,7,6,10,7,11,8,8,14
2021,9,100,6,0,0,0,0,0,1,1,3,0,0,0,0,1
2021,10,총,"51,084","2,738","3,586","3,612","6,481","3,785","3,735","3,575","3,382","2,189","4,690","2,478","4,525","6,308"
2021,10,0,"2,806",200,146,212,583,293,330,208,44,52,228,65,150,295
2021,10,10,"3,629",187,235,243,560,394,389,283,154,78,256,93,261,496
2021,10,20,"6,390",353,406,544,802,429,463,663,366,217,613,232,446,856
2021,10,30,"5,454",365,329,448,818,401,370,432,284,181,565,242,380,639
2021,10,40,"7,369",396,485,521,"1,057",605,583,516,438,316,645,331,611,865
2021,10,50,"8,828",468,632,553,"1,026",620,604,534,658,438,864,481,876,"1,074"
2021,10,60,"9,041",404,683,596,865,595,574,542,758,480,833,550,970,"1,191"
2021,10,70,"5,371",247,444,342,543,320,293,281,469,315,491,344,624,658
2021,10,80,"2,057",110,215,139,209,115,121,109,198,104,185,132,199,221
2021,10,90,134,8,11,14,18,13,7,6,10,8,10,8,8,13
2021,10,100,5,0,0,0,0,0,1,1,3,0,0,0,0,0
2021,11,총,"50,990","2,744","3,567","3,606","6,478","3,756","3,738","3,577","3,378","2,175","4,700","2,471","4,506","6,294"
2021,11,0,"2,801",200,144,213,576,294,331,210,44,51,232,66,149,291
2021,11,10,"3,622",187,238,241,560,396,391,279,154,76,250,95,259,496
2021,11,20,"6,381",349,399,547,803,420,462,663,371,221,610,233,449,854
2021,11,30,"5,427",365,324,443,810,400,372,431,281,178,571,239,375,638
2021,11,40,"7,348",404,485,519,"1,054",603,579,518,438,314,645,325,601,863
2021,11,50,"8,835",470,636,559,"1,027",612,606,538,655,436,861,479,882,"1,074"
2021,11,60,"9,019",407,676,592,871,589,571,543,756,478,843,543,965,"1,185"
2021,11,70,"5,356",244,440,340,545,319,295,279,469,307,491,351,620,656
2021,11,80,"2,064",110,214,139,213,111,123,109,196,108,187,132,198,224
2021,11,90,132,8,11,13,19,12,7,6,11,6,10,8,8,13
2021,11,100,5,0,0,0,0,0,1,1,3,0,0,0,0,0
2021,12,총,"50,853","2,744","3,563","3,614","6,456","3,724","3,737","3,548","3,350","2,164","4,717","2,464","4,480","6,292"
2021,12,0,"2,773",197,144,210,572,288,328,206,41,49,232,67,150,289
2021,12,10,"3,623",186,238,245,561,390,398,275,155,74,255,94,254,498
2021,12,20,"6,301",345,390,536,794,409,457,653,366,221,618,225,444,843
2021,12,30,"5,424",362,328,449,801,403,366,433,277,176,570,238,371,650
2021,12,40,"7,323",402,483,515,"1,052",599,580,509,439,317,648,321,600,858
2021,12,50,"8,809",472,641,565,"1,020",607,607,538,652,428,861,480,873,"1,065"
2021,12,60,"9,021",415,675,597,869,587,580,537,744,476,844,549,961,"1,187"
2021,12,70,"5,356",246,440,341,552,320,289,279,465,307,490,348,617,662
2021,12,80,"2,085",111,214,143,217,109,122,111,197,109,190,134,201,227
2021,12,90,133,8,10,13,18,12,9,6,11,7,9,8,9,13
2021,12,100,5,0,0,0,0,0,1,1,3,0,0,0,0,0
