년도,월,나이,화성시,봉담읍,우정읍,향남읍,남양읍,매송면,비봉면,마도면,송산면,서신면,팔탄면,장안면,양감면,정남면,새솔동,진안동,병점1동,병점2동,반월동,기배동,화산동,동탄1동,동탄2동,동탄3동,동탄4동,동탄5동,동탄6동,동탄7동,동탄8동
2021,12,10,"51,575","5,047",754,"5,330","1,881",245,179,212,413,158,245,313,75,385,"1,259","1,972","1,869","1,949","2,103",898,"1,121","3,474","3,303","2,805","4,679","2,280","2,053","5,093","1,480"
2021,12,20,"59,249","5,608","1,075","5,895","3,435",450,420,492,593,352,681,644,289,811,"1,296","4,283","3,365","1,569","2,088",942,"1,787","4,400","1,899","3,496","2,144","2,665","2,809","4,324","1,437"
2021,12,30,"79,282","6,098",979,"8,596","4,311",352,383,546,569,328,697,581,283,795,"2,557","4,896","3,406","1,388","2,705",762,"1,596","4,804","1,740","4,245","3,550","5,485","4,411","9,017","4,202"
2021,12,40,"91,142","8,362","1,609","10,117","4,045",499,476,662,814,503,962,855,333,975,"2,582","4,399","3,252","2,445","3,137","1,319","2,135","4,985","4,100","4,306","6,791","4,591","4,006","9,538","3,344"
2021,12,50,"65,999","6,951","2,037","6,484","3,658",802,738,905,"1,224",913,"1,489","1,344",587,"1,511","1,528","3,258","2,490","1,802","2,170","1,225","2,180","3,697","2,647","2,352","3,279","2,389","2,345","4,566","1,428"
2021,12,60,"40,130","4,412","1,603","3,627","2,728",738,814,756,"1,248","1,000","1,225","1,250",555,"1,245",819,"1,897","1,435",844,"1,398",721,"1,618","1,322","1,055",980,"1,116","1,354","1,005","2,462",903
2021,12,70,"15,592","1,855",755,"1,397","1,055",320,359,345,597,438,431,522,212,485,158,694,570,412,374,334,633,467,432,491,327,548,324,790,267
2021,12,80,"5,667",574,313,517,368,145,162,149,300,215,187,258,93,219,50,251,224,155,106,111,211,160,166,182,88,154,81,154,74
2021,12,90,469,48,33,43,33,12,18,10,35,23,18,20,7,16,4,21,9,7,6,5,13,11,4,17,5,17,9,19,6
2021,12,100,10,2,0,0,0,0,0,0,0,0,1,0,0,0,0,1,2,0,0,0,0,0,1,0,1,0,0,2,0
