년도,월,나이,전라남도 목포시,전라남도 목포시 용당1동,전라남도 목포시 용당2동,전라남도 목포시 연동,전라남도 목포시 산정동,전라남도 목포시 연산동,전라남도 목포시 원산동,전라남도 목포시 대성동,전라남도 목포시 목원동,전라남도 목포시 동명동,전라남도 목포시 삼학동,전라남도 목포시 만호동,전라남도 목포시 유달동,전라남도 목포시 죽교동,전라남도 목포시 북항동,전라남도 목포시 용해동,전라남도 목포시 이로동,전라남도 목포시 상동,전라남도 목포시 하당동,전라남도 목포시 신흥동,전라남도 목포시 삼향동,전라남도 목포시 옥암동,전라남도 목포시 부흥동,전라남도 목포시 부주동
2020,4,100,61,2,4,2,3,1,6,3,5,1,0,4,9,3,0,3,3,6,2,2,0,2,0,0
2020,5,총,"114,610","5,599","2,672","2,446","4,588","5,056","6,968","2,767","3,951","2,717","3,229","1,468","2,136","1,633","4,862","9,213","5,566","9,261","6,104","8,555","2,544","5,860","5,123","12,292"
2020,5,0,"9,534",255,112,96,353,672,524,263,137,113,226,43,76,91,363,"1,007",474,788,451,684,265,551,459,"1,531"
2020,5,10,"12,344",406,178,162,462,575,814,244,224,174,322,70,105,128,515,"1,231",697,"1,002",551,935,253,826,546,"1,924"
2020,5,20,"12,728",523,240,216,499,642,819,285,341,238,355,104,172,142,538,868,532,881,"1,113","1,237",265,740,660,"1,318"
2020,5,30,"13,389",474,222,173,491,909,743,411,289,197,320,94,121,115,516,"1,234",671,"1,034",839,995,326,751,656,"1,808"
2020,5,40,"18,520",658,284,233,672,868,"1,177",403,441,295,457,151,195,195,737,"1,673",931,"1,545","1,067","1,452",402,"1,139",884,"2,661"
2020,5,50,"18,362",918,441,409,791,624,"1,209",408,651,432,522,236,311,230,885,"1,275",896,"1,502",946,"1,649",390,954,963,"1,720"
2020,5,60,"14,694","1,142",589,460,657,425,849,354,778,587,547,348,428,287,717,956,723,"1,229",611,899,312,494,511,791
2020,5,70,"9,678",817,408,453,412,207,544,243,706,485,332,286,439,293,395,613,406,787,321,437,206,259,286,343
2020,5,80,"4,554",347,159,217,211,112,250,137,314,174,136,108,253,127,171,305,190,419,172,225,106,127,137,157
2020,5,90,746,57,35,25,37,21,33,16,65,21,12,24,27,22,25,48,43,68,31,40,19,17,21,39
2020,5,100,61,2,4,2,3,1,6,3,5,1,0,4,9,3,0,3,3,6,2,2,0,2,0,0
2020,6,총,"114,402","5,579","2,658","2,428","4,578","5,062","6,937","2,749","3,961","2,726","3,212","1,449","2,133","1,609","4,840","9,181","5,589","9,235","6,076","8,659","2,554","5,862","5,054","12,271"
2020,6,0,"9,506",255,114,96,353,669,517,261,136,120,219,40,78,87,358,997,479,790,446,697,263,550,457,"1,524"
2020,6,10,"12,292",402,174,158,459,574,806,242,223,171,322,69,104,124,515,"1,233",708,"1,002",544,935,254,819,531,"1,923"
2020,6,20,"12,685",515,229,209,503,651,816,279,345,241,351,99,169,136,527,849,534,875,"1,111","1,260",271,740,650,"1,325"
2020,6,30,"13,291",473,222,170,477,909,725,400,288,197,313,95,126,111,513,"1,226",665,"1,023",831,"1,012",321,754,644,"1,796"
2020,6,40,"18,487",653,283,234,674,862,"1,176",410,452,296,457,147,191,193,728,"1,668",929,"1,548","1,055","1,475",406,"1,135",858,"2,657"
2020,6,50,"18,297",918,441,400,786,625,"1,213",396,646,423,519,235,314,226,879,"1,278",889,"1,483",950,"1,663",393,952,957,"1,711"
2020,6,60,"14,788","1,139",586,466,662,426,852,360,773,591,546,346,422,286,726,961,740,"1,244",619,911,316,500,515,801
2020,6,70,"9,689",817,411,451,414,209,543,243,712,489,336,284,440,293,399,612,407,785,316,435,203,264,287,339
2020,6,80,"4,567",347,159,217,211,114,251,139,317,176,135,107,253,129,170,308,192,412,174,228,107,128,133,160
2020,6,90,739,58,35,25,36,22,32,16,64,21,14,23,27,21,25,46,43,67,28,41,20,18,22,35
2020,6,100,61,2,4,2,3,1,6,3,5,1,0,4,9,3,0,3,3,6,2,2,0,2,0,0
2020,7,총,"114,423","5,539","2,643","2,419","4,555","5,054","6,889","2,742","3,968","2,715","3,197","1,446","2,114","1,591","4,800","9,140","5,556","9,760","6,001","8,653","2,518","5,947","4,959","12,217"
2020,7,0,"9,472",253,113,93,346,674,503,262,139,115,220,37,76,84,344,986,468,834,438,701,254,575,451,"1,506"
2020,7,10,"12,278",393,171,153,456,564,796,242,222,170,323,67,105,122,517,"1,232",707,"1,082",531,930,247,817,506,"1,925"
2020,7,20,"12,685",510,228,210,497,654,812,278,350,238,347,100,168,132,515,845,535,955,"1,105","1,248",262,753,633,"1,310"
2020,7,30,"13,218",472,216,164,465,905,719,400,285,196,304,92,123,106,501,"1,205",653,"1,077",816,"1,016",311,773,638,"1,781"
2020,7,40,"18,513",646,286,233,671,859,"1,165",406,451,296,455,147,183,192,730,"1,660",927,"1,656","1,037","1,466",402,"1,159",836,"2,650"
2020,7,50,"18,286",907,441,398,788,618,"1,215",398,639,419,513,236,309,222,868,"1,280",879,"1,577",937,"1,662",388,948,939,"1,705"
2020,7,60,"14,849","1,127",579,468,663,430,854,356,777,592,543,346,419,282,725,970,742,"1,290",618,923,320,510,511,804
2020,7,70,"9,723",822,411,456,418,210,534,244,712,486,342,283,439,294,403,609,411,795,316,436,207,267,289,339
2020,7,80,"4,587",347,161,216,210,116,254,137,320,181,137,111,254,133,173,307,189,415,173,226,107,124,134,162
2020,7,90,749,60,33,26,38,23,31,16,67,21,13,23,29,21,24,43,41,73,28,43,20,19,22,35
2020,7,100,63,2,4,2,3,1,6,3,6,1,0,4,9,3,0,3,4,6,2,2,0,2,0,0
2020,8,총,"113,822","5,504","2,621","2,394","4,532","4,989","6,858","2,701","3,967","2,693","3,174","1,436","2,110","1,588","4,778","9,099","5,542","9,896","5,897","8,543","2,514","6,025","4,862","12,099"
2020,8,0,"9,318",243,111,92,344,664,496,250,133,108,215,37,77,82,337,967,472,834,432,684,250,585,432,"1,473"
2020,8,10,"12,163",389,168,151,453,547,794,238,220,171,319,64,102,122,510,"1,225",704,"1,092",518,911,249,820,490,"1,906"
2020,8,20,"12,632",517,222,204,495,651,812,269,350,232,344,99,168,132,508,845,537,999,"1,069","1,220",255,759,624,"1,321"
2020,8,30,"12,995",456,215,156,457,885,697,392,283,194,300,88,121,102,493,"1,184",647,"1,094",790,995,307,789,615,"1,735"
2020,8,40,"18,438",643,282,228,663,853,"1,167",402,451,294,450,149,185,193,731,"1,653",927,"1,677","1,023","1,450",408,"1,168",820,"2,621"
2020,8,50,"18,217",905,434,395,782,603,"1,203",393,639,409,508,227,305,224,860,"1,285",869,"1,601",926,"1,660",388,955,931,"1,715"
2020,8,60,"14,905","1,121",579,468,669,438,861,354,777,587,550,349,422,281,730,976,741,"1,308",620,914,323,533,512,792
2020,8,70,"9,729",821,411,454,413,207,536,249,717,494,338,283,440,295,406,612,408,796,315,438,205,267,284,340
2020,8,80,"4,607",347,160,219,214,114,255,136,324,181,136,114,250,133,178,306,189,419,173,230,109,129,132,159
2020,8,90,755,60,35,25,39,26,31,15,67,22,14,22,31,21,25,43,44,70,29,39,20,18,22,37
2020,8,100,63,2,4,2,3,1,6,3,6,1,0,4,9,3,0,3,4,6,2,2,0,2,0,0
2020,9,총,"113,227","5,489","2,620","2,383","4,511","4,987","6,817","2,682","3,944","2,671","3,170","1,424","2,101","1,573","4,750","9,015","5,533","9,933","5,857","8,480","2,487","6,041","4,804","11,955"
2020,9,0,"9,169",238,112,91,340,663,487,239,127,102,213,37,77,78,328,949,461,832,425,682,240,592,415,"1,441"
2020,9,10,"12,101",385,162,151,445,555,786,237,218,171,321,62,104,120,510,"1,224",711,"1,084",510,888,248,820,487,"1,902"
2020,9,20,"12,531",513,220,199,495,649,808,268,343,230,344,94,165,132,502,837,538,"1,006","1,075","1,210",253,763,611,"1,276"
2020,9,30,"12,789",457,214,149,446,873,683,388,278,192,296,85,121,102,474,"1,167",635,"1,090",778,982,296,788,596,"1,699"
2020,9,40,"18,322",636,287,230,660,849,"1,163",396,449,287,451,145,183,189,726,"1,627",923,"1,676","1,006","1,436",407,"1,175",819,"2,602"
2020,9,50,"18,144",894,426,388,784,606,"1,197",391,638,402,506,222,303,221,858,"1,281",871,"1,629",925,"1,639",387,952,917,"1,707"
2020,9,60,"14,963","1,133",590,472,665,441,867,356,776,586,552,355,423,277,735,969,742,"1,316",616,933,318,533,516,792
2020,9,70,"9,749",825,408,455,421,210,532,249,717,497,336,282,433,293,408,609,410,800,317,442,210,269,286,340
2020,9,80,"4,633",344,160,219,216,114,257,139,323,182,137,117,251,136,183,306,194,423,176,228,107,128,134,159
2020,9,90,762,62,37,27,35,26,31,16,69,21,14,21,32,22,26,43,44,71,27,38,21,19,23,37
2020,9,100,64,2,4,2,4,1,6,3,6,1,0,4,9,3,0,3,4,6,2,2,0,2,0,0
2020,10,총,"113,061","5,429","2,619","2,351","4,491","4,965","6,762","2,667","3,929","2,662","3,153","1,424","2,083","1,573","4,737","8,941","5,515","10,319","5,798","8,461","2,472","6,040","4,726","11,944"
2020,10,0,"9,091",221,111,88,326,663,480,234,130,98,211,35,74,76,329,937,455,863,408,678,231,593,410,"1,440"
2020,10,10,"12,035",383,158,148,449,554,772,238,214,165,320,65,101,120,501,"1,215",705,"1,109",507,884,248,818,470,"1,891"
2020,10,20,"12,526",502,228,195,489,645,802,264,340,235,333,95,163,135,506,819,537,"1,087","1,045","1,211",257,749,605,"1,284"
2020,10,30,"12,712",445,214,142,439,853,665,385,279,188,294,84,120,100,475,"1,150",620,"1,147",775,972,283,794,591,"1,697"
2020,10,40,"18,260",625,291,232,663,851,"1,149",390,444,283,441,142,182,189,712,"1,621",927,"1,733",989,"1,436",402,"1,180",792,"2,586"
2020,10,50,"18,126",891,413,380,778,606,"1,190",391,632,400,508,222,294,218,860,"1,272",872,"1,701",927,"1,634",385,944,899,"1,709"
2020,10,60,"15,050","1,133",595,462,673,442,868,356,771,590,553,347,427,279,735,966,744,"1,361",624,935,328,545,515,801
2020,10,70,"9,782",820,410,459,420,212,535,251,723,493,339,289,434,293,412,605,414,803,321,440,211,269,287,342
2020,10,80,"4,649",345,158,216,214,112,262,139,322,188,140,118,248,138,182,311,193,436,173,230,107,127,133,157
2020,10,90,765,62,37,27,36,26,33,16,67,21,14,23,31,22,25,42,44,73,27,39,20,19,24,37
2020,10,100,65,2,4,2,4,1,6,3,7,1,0,4,9,3,0,3,4,6,2,2,0,2,0,0
2020,11,총,"112,974","5,393","2,622","2,346","4,467","4,984","6,732","2,663","3,899","2,647","3,145","1,422","2,071","1,564","4,737","8,885","5,528","10,604","5,789","8,468","2,440","6,007","4,642","11,919"
2020,11,0,"8,996",218,112,86,322,661,480,229,126,97,211,34,75,76,329,916,462,867,406,666,222,587,396,"1,418"
2020,11,10,"12,011",379,159,151,444,556,764,240,214,161,319,65,97,119,502,"1,208",708,"1,133",510,885,244,810,458,"1,885"
2020,11,20,"12,507",491,229,191,489,652,791,260,335,236,327,95,161,133,510,801,526,"1,142","1,044","1,220",260,736,601,"1,277"
2020,11,30,"12,659",437,213,142,431,851,655,379,272,185,297,81,121,99,473,"1,134",633,"1,180",760,980,274,794,573,"1,695"
2020,11,40,"18,268",618,293,236,661,853,"1,145",392,443,276,435,145,174,187,710,"1,625",929,"1,789",993,"1,425",399,"1,177",782,"2,581"
2020,11,50,"18,154",884,415,373,771,612,"1,191",393,625,400,511,217,291,215,852,"1,269",871,"1,778",932,"1,645",376,936,885,"1,712"
2020,11,60,"15,097","1,133",587,461,678,450,868,352,770,590,549,344,431,279,742,970,747,"1,384",624,936,328,554,509,811
2020,11,70,"9,794",818,420,458,416,213,535,254,717,492,342,295,435,296,410,611,412,811,316,439,210,264,283,347
2020,11,80,"4,665",350,155,219,215,109,264,145,323,189,140,118,247,135,184,308,194,442,175,232,107,126,132,156
2020,11,90,758,63,35,27,36,26,33,16,67,20,14,24,30,22,25,40,42,72,27,38,20,21,23,37
2020,11,100,65,2,4,2,4,1,6,3,7,1,0,4,9,3,0,3,4,6,2,2,0,2,0,0
2020,12,총,"112,466","5,375","2,607","2,332","4,441","4,972","6,708","2,643","3,844","2,642","3,121","1,399","2,057","1,562","4,712","8,850","5,521","10,710","5,771","8,399","2,434","5,984","4,565","11,817"
2020,12,0,"8,870",219,109,86,313,655,476,225,121,101,205,32,71,74,318,902,455,878,408,647,219,581,381,"1,394"
2020,12,10,"11,959",376,156,153,449,559,755,237,206,163,320,63,96,120,506,"1,198",715,"1,145",508,883,243,811,443,"1,854"
2020,12,20,"12,479",489,227,188,481,647,787,255,329,229,323,94,166,133,508,800,530,"1,152","1,066","1,202",265,733,593,"1,282"
2020,12,30,"12,483",432,209,139,423,838,653,372,266,186,291,77,116,98,463,"1,126",624,"1,190",744,965,270,783,553,"1,665"
2020,12,40,"18,104",604,286,232,661,854,"1,126",385,431,274,427,142,172,185,706,"1,612",936,"1,788",980,"1,418",391,"1,172",766,"2,556"
2020,12,50,"18,099",873,416,363,759,618,"1,199",395,614,396,505,210,283,217,848,"1,275",861,"1,805",922,"1,631",376,935,879,"1,719"
2020,12,60,"15,143","1,143",591,463,674,450,869,358,768,590,550,341,434,279,739,976,745,"1,406",627,942,331,552,511,804
2020,12,70,"9,799",823,420,458,423,214,536,254,716,493,340,291,435,293,408,606,405,819,310,439,212,266,284,354
2020,12,80,"4,703",354,156,221,217,112,269,144,314,188,145,121,247,139,190,311,204,445,176,231,106,127,134,152
2020,12,90,761,60,32,27,37,24,32,15,72,21,15,24,28,21,26,41,42,76,28,39,21,22,21,37
2020,12,100,66,2,5,2,4,1,6,3,7,1,0,4,9,3,0,3,4,6,2,2,0,2,0,0
2021,1,총,"112,121","5,358","2,602","2,334","4,404","4,956","6,683","2,638","3,819","2,627","3,120","1,391","2,038","1,555","4,696","8,844","5,509","10,754","5,771","8,367","2,443","5,979","4,512","11,721"
2021,1,0,"8,742",217,105,88,306,652,466,224,114,101,197,32,66,71,308,886,447,881,404,642,219,573,371,"1,372"
2021,1,10,"11,928",371,161,155,441,563,745,235,205,166,321,62,97,122,506,"1,205",714,"1,150",505,885,239,819,432,"1,829"
2021,1,20,"12,415",490,219,183,473,626,784,259,319,227,325,88,159,128,507,818,530,"1,156","1,073","1,202",270,720,588,"1,271"
2021,1,30,"12,340",430,206,145,409,842,647,363,263,185,283,76,116,99,459,"1,095",615,"1,198",735,958,273,776,539,"1,628"
2021,1,40,"18,053",601,283,228,669,848,"1,128",387,424,272,435,142,168,180,702,"1,622",945,"1,789",985,"1,397",390,"1,172",754,"2,532"
2021,1,50,"18,054",862,417,364,752,617,"1,185",402,607,392,505,209,283,222,840,"1,272",853,"1,809",919,"1,621",376,941,879,"1,727"
2021,1,60,"15,219","1,144",596,461,677,452,881,356,777,585,552,344,433,277,737,981,747,"1,427",624,949,338,557,514,810
2021,1,70,"9,804",825,419,456,419,217,536,252,714,490,342,286,432,289,414,613,408,817,312,441,209,269,283,361
2021,1,80,"4,738",356,157,224,219,114,275,141,315,186,144,122,247,143,196,312,204,442,184,233,108,130,133,153
2021,1,90,762,60,34,28,35,24,30,16,74,22,16,26,28,21,27,37,42,79,27,37,21,21,19,38
2021,1,100,66,2,5,2,4,1,6,3,7,1,0,4,9,3,0,3,4,6,3,2,0,1,0,0
2021,2,총,"111,837","5,341","2,592","2,347","4,408","4,948","6,649","2,626","3,821","2,612","3,122","1,385","2,017","1,541","4,667","8,843","5,494","10,812","5,787","8,351","2,431","5,982","4,432","11,629"
2021,2,0,"8,635",215,101,85,307,649,456,217,111,96,196,32,64,70,300,885,447,881,399,641,215,571,357,"1,340"
2021,2,10,"11,830",364,153,160,438,563,738,238,203,159,324,61,97,118,509,"1,209",706,"1,151",503,872,233,805,415,"1,811"
2021,2,20,"12,422",488,223,187,483,618,778,253,316,228,323,88,149,131,497,810,529,"1,159","1,097","1,211",268,734,583,"1,269"
2021,2,30,"12,194",428,202,145,402,837,642,356,261,181,282,72,113,97,445,"1,083",603,"1,189",730,942,276,780,523,"1,605"
2021,2,40,"18,020",601,284,232,663,854,"1,124",389,429,271,440,141,165,175,703,"1,631",949,"1,808",975,"1,389",387,"1,169",728,"2,513"
2021,2,50,"18,043",853,418,366,752,618,"1,177",402,607,387,501,209,280,219,832,"1,282",847,"1,811",927,"1,638",376,941,878,"1,722"
2021,2,60,"15,253","1,146",590,461,684,451,883,356,776,586,551,345,432,274,738,976,756,"1,453",625,945,338,557,514,816
2021,2,70,"9,834",831,426,451,418,218,542,254,711,492,345,285,430,290,418,602,410,831,315,441,208,270,283,363
2021,2,80,"4,779",354,156,230,223,114,272,143,324,189,142,125,249,143,200,323,202,447,182,234,108,134,132,153
2021,2,90,761,59,34,28,34,25,31,15,76,22,18,23,29,21,25,39,41,76,31,36,22,20,19,37
2021,2,100,66,2,5,2,4,1,6,3,7,1,0,4,9,3,0,3,4,6,3,2,0,1,0,0
2021,3,총,"111,122","5,272","2,554","2,343","4,392","4,926","6,589","2,573","3,765","2,580","3,112","1,340","1,940","1,498","4,641","8,826","5,488","10,846","5,775","8,319","2,409","5,968","4,371","11,595"
2021,3,0,"8,532",208,99,86,307,648,452,210,104,96,197,31,64,72,296,884,441,868,382,634,213,571,346,"1,323"
2021,3,10,"11,754",361,148,160,439,558,732,238,201,154,314,60,92,115,505,"1,198",713,"1,165",506,869,227,795,408,"1,796"
2021,3,20,"12,347",473,217,180,485,611,768,256,317,221,330,87,148,121,483,811,526,"1,166","1,095","1,196",266,731,579,"1,280"
2021,3,30,"12,013",415,202,146,398,834,622,342,245,178,283,69,98,92,439,"1,061",598,"1,175",730,944,264,777,516,"1,585"
2021,3,40,"17,913",590,280,236,651,855,"1,111",381,412,261,433,131,162,167,707,"1,645",948,"1,825",967,"1,392",385,"1,164",710,"2,500"
2021,3,50,"17,913",848,406,360,751,619,"1,175",401,596,385,499,198,258,209,833,"1,278",841,"1,800",925,"1,621",374,948,863,"1,725"
2021,3,60,"15,258","1,139",585,459,689,443,883,352,770,578,545,337,417,271,733,987,765,"1,479",633,952,339,557,514,831
2021,3,70,"9,800",822,427,452,410,222,546,238,712,492,349,280,423,285,417,598,407,841,319,436,208,271,286,359
2021,3,80,"4,811",356,156,234,225,113,270,140,330,191,144,125,248,147,202,322,206,452,185,236,109,130,131,159
2021,3,90,751,58,33,28,36,23,30,13,74,23,18,22,28,19,26,40,39,72,30,37,24,23,18,37
2021,3,100,30,2,1,2,1,0,0,2,4,1,0,0,2,0,0,2,4,3,3,2,0,1,0,0
2021,4,총,"110,939","5,225","2,529","2,326","4,701","4,888","6,517","2,530","3,742","2,565","3,089","1,330","1,930","1,501","4,600","8,769","5,500","10,845","5,764","8,298","2,402","5,924","4,362","11,602"
2021,4,0,"8,438",205,98,83,329,643,432,200,104,93,195,31,58,71,294,869,443,864,379,617,209,564,344,"1,313"
2021,4,10,"11,742",350,146,158,483,557,716,229,198,153,307,58,96,115,499,"1,196",719,"1,162",508,868,224,797,402,"1,801"
2021,4,20,"12,340",475,210,178,545,597,761,258,311,214,329,88,146,125,471,793,527,"1,171","1,100","1,187",264,715,580,"1,295"
2021,4,30,"11,950",405,199,146,442,828,613,333,241,172,281,69,96,95,433,"1,045",599,"1,171",730,944,263,762,509,"1,574"
2021,4,40,"17,870",589,274,230,722,853,"1,092",370,408,263,426,124,162,165,693,"1,636",957,"1,823",963,"1,388",383,"1,157",703,"2,489"
2021,4,50,"17,839",827,398,355,797,617,"1,165",395,589,384,492,194,258,208,825,"1,269",828,"1,790",916,"1,618",372,953,854,"1,735"
2021,4,60,"15,334","1,136",581,460,709,439,887,352,772,569,548,331,414,274,736,997,772,"1,488",642,961,344,552,530,840
2021,4,70,"9,809",815,432,452,406,222,552,239,708,500,346,284,421,283,421,600,409,845,313,441,204,273,284,359
2021,4,80,"4,828",362,155,234,229,109,269,140,336,193,146,128,249,145,204,322,202,455,182,231,115,127,136,159
2021,4,90,758,59,35,28,38,23,30,12,70,23,19,22,28,20,24,40,40,73,28,41,24,24,20,37
2021,4,100,31,2,1,2,1,0,0,2,5,1,0,1,2,0,0,2,4,3,3,2,0,0,0,0
2021,5,총,"110,900","5,213","2,533","2,310","4,822","5,073","6,484","2,507","3,734","2,551","3,091","1,317","1,918","1,503","4,582","8,633","5,490","10,866","5,739","8,269","2,381","5,920","4,343","11,621"
2021,5,0,"8,392",206,97,82,342,690,425,199,102,91,195,27,59,69,298,837,435,867,374,607,195,552,336,"1,307"
2021,5,10,"11,736",347,151,158,493,587,711,225,198,152,308,56,97,113,487,"1,178",720,"1,154",507,874,228,798,398,"1,796"
2021,5,20,"12,328",469,208,176,559,595,748,254,310,214,331,85,143,125,474,781,533,"1,186","1,095","1,178",261,714,585,"1,304"
