년도,월,나이,강원도 강릉시,강원도 강릉시 주문진읍,강원도 강릉시 성산면,강원도 강릉시 왕산면,강원도 강릉시 구정면,강원도 강릉시 강동면,강원도 강릉시 옥계면,강원도 강릉시 사천면,강원도 강릉시 연곡면,강원도 강릉시 홍제동,강원도 강릉시 중앙동,강원도 강릉시 옥천동,강원도 강릉시 교1동,강원도 강릉시 교2동,강원도 강릉시 포남1동,강원도 강릉시 포남2동,강원도 강릉시 초당동,강원도 강릉시 송정동,강원도 강릉시 내곡동,강원도 강릉시 강남동,강원도 강릉시 성덕동,강원도 강릉시 경포동
2020,5,90,"1,256",152,43,17,52,51,31,49,40,58,65,24,101,46,49,76,27,39,61,112,111,52
2020,5,100,77,19,4,0,4,3,3,2,1,3,4,0,7,6,5,0,1,1,2,9,3,0
2020,6,총,"107,270","8,260","1,656",741,"2,000","2,057","1,754","2,189","3,331","7,866","2,675","1,648","13,271","3,951","5,321","6,685","2,449","4,951","8,461","9,147","14,570","4,287"
2020,6,0,"6,668",285,56,8,89,48,54,93,199,686,96,47,878,193,216,300,172,447,735,513,"1,201",352
2020,6,10,"9,247",458,89,22,124,93,68,98,242,749,162,71,"1,546",312,374,562,194,474,800,746,"1,685",378
2020,6,20,"11,359",612,111,43,128,152,107,175,232,865,297,132,"1,599",423,612,796,231,501,"1,220",884,"1,587",652
2020,6,30,"10,454",525,86,20,158,107,91,176,278,"1,037",203,120,"1,304",330,412,580,246,636,"1,132",778,"1,726",509
2020,6,40,"15,902",887,167,44,205,144,134,254,451,"1,383",311,169,"2,467",538,681,959,392,829,"1,300","1,233","2,673",681
2020,6,50,"18,325","1,498",337,151,346,357,316,403,598,"1,211",379,286,"2,215",699,"1,027","1,309",489,865,"1,306","1,572","2,313",648
2020,6,60,"17,025","1,792",322,213,422,466,410,467,660,968,555,379,"1,631",748,"1,051","1,195",360,647,"1,045","1,505","1,643",546
2020,6,70,"10,762","1,294",225,142,274,379,323,279,385,588,386,299,"1,017",433,624,586,202,320,543,"1,153","1,011",299
2020,6,80,"6,188",732,217,80,197,259,216,192,246,316,219,120,506,221,269,323,136,190,317,645,615,172
2020,6,90,"1,262",158,42,18,53,50,32,51,39,59,63,25,101,48,50,75,27,40,61,108,112,50
2020,6,100,78,19,4,0,4,2,3,1,1,4,4,0,7,6,5,0,0,2,2,10,4,0
2020,7,총,"107,279","8,254","1,656",740,"1,996","2,052","1,756","2,174","3,303","7,863","2,677","1,638","13,255","3,939","5,314","6,644","2,450","5,102","8,439","9,134","14,591","4,302"
2020,7,0,"6,664",287,58,8,86,48,55,92,196,685,94,44,871,194,215,292,168,465,733,517,"1,205",351
2020,7,10,"9,185",457,89,22,123,91,68,98,238,744,162,73,"1,535",307,369,558,191,487,789,732,"1,678",374
2020,7,20,"11,347",601,111,42,129,149,106,166,226,869,299,128,"1,598",415,615,791,237,527,"1,213",884,"1,588",653
2020,7,30,"10,406",521,85,21,161,107,90,175,276,"1,030",203,119,"1,287",332,407,568,246,657,"1,127",775,"1,716",503
2020,7,40,"15,926",888,164,43,204,143,137,250,446,"1,384",310,167,"2,471",537,684,956,391,858,"1,297","1,225","2,684",687
2020,7,50,"18,331","1,491",333,152,342,356,313,404,598,"1,211",383,283,"2,212",697,"1,032","1,300",487,883,"1,309","1,569","2,320",656
2020,7,60,"17,071","1,799",325,214,422,469,412,464,655,968,557,377,"1,636",749,"1,043","1,199",363,668,"1,047","1,503","1,651",550
2020,7,70,"10,789","1,293",227,140,275,380,320,282,379,589,387,303,"1,019",435,626,582,205,321,544,"1,161","1,016",305
2020,7,80,"6,213",741,217,80,196,257,219,192,250,316,216,121,514,220,271,321,136,191,318,650,615,172
2020,7,90,"1,268",157,43,18,54,50,33,50,38,63,62,23,104,47,47,77,26,43,60,108,114,51
2020,7,100,79,19,4,0,4,2,3,1,1,4,4,0,8,6,5,0,0,2,2,10,4,0
2020,8,총,"107,284","8,247","1,648",740,"2,013","2,048","1,746","2,179","3,319","7,875","2,668","1,646","13,250","3,941","5,321","6,642","2,451","5,118","8,432","9,142","14,554","4,304"
2020,8,0,"6,642",282,57,8,86,48,53,95,200,683,94,43,870,195,215,294,165,469,734,508,"1,187",356
2020,8,10,"9,142",453,89,21,125,93,69,96,235,751,161,74,"1,514",304,368,553,187,496,787,736,"1,659",371
2020,8,20,"11,350",603,114,43,134,148,102,161,231,865,291,129,"1,605",421,617,795,240,517,"1,212",885,"1,592",645
2020,8,30,"10,370",517,80,21,164,106,88,179,276,"1,022",204,121,"1,281",325,414,566,249,662,"1,113",769,"1,707",506
2020,8,40,"15,883",883,159,43,207,145,135,246,449,"1,382",305,170,"2,460",534,676,948,389,863,"1,296","1,228","2,678",687
2020,8,50,"18,333","1,486",335,150,339,353,314,409,597,"1,220",387,281,"2,216",702,"1,026","1,298",484,875,"1,307","1,579","2,317",658
2020,8,60,"17,182","1,802",328,215,430,466,408,466,664,977,562,376,"1,657",748,"1,051","1,205",366,686,"1,048","1,503","1,670",554
2020,8,70,"10,806","1,302",223,138,274,382,320,286,377,591,383,307,"1,012",435,632,588,210,315,553,"1,165","1,011",302
2020,8,80,"6,219",743,217,84,195,256,220,192,252,318,216,122,519,222,270,317,136,190,317,644,615,174
2020,8,90,"1,278",157,42,17,55,49,34,48,37,62,61,23,108,49,48,78,25,43,63,114,114,51
2020,8,100,79,19,4,0,4,2,3,1,1,4,4,0,8,6,4,0,0,2,2,11,4,0
2020,9,총,"107,351","8,236","1,667",740,"2,025","2,042","1,731","2,170","3,322","7,889","2,670","1,659","13,285","3,938","5,325","6,631","2,470","5,141","8,427","9,127","14,548","4,308"
2020,9,0,"6,607",286,57,7,86,46,54,93,196,679,94,44,870,187,204,292,167,471,735,506,"1,176",357
2020,9,10,"9,123",448,91,21,130,91,66,98,235,750,162,74,"1,509",311,366,560,187,496,784,727,"1,655",362
2020,9,20,"11,341",596,114,41,143,147,99,156,230,856,283,134,"1,623",418,625,783,243,519,"1,210",885,"1,588",648
2020,9,30,"10,323",513,84,21,165,109,86,174,276,"1,026",205,121,"1,272",327,406,574,247,670,"1,094",763,"1,690",500
2020,9,40,"15,874",888,160,45,207,146,134,243,451,"1,386",308,172,"2,451",527,676,939,390,858,"1,302","1,221","2,675",695
2020,9,50,"18,364","1,473",344,148,338,346,309,413,591,"1,227",387,283,"2,226",712,"1,029","1,287",492,885,"1,311","1,571","2,331",661
2020,9,60,"17,265","1,807",331,215,430,467,405,468,675,984,565,371,"1,669",744,"1,060","1,209",370,684,"1,055","1,519","1,683",554
2020,9,70,"10,832","1,307",220,141,275,382,321,287,372,593,388,313,"1,018",432,631,586,209,323,559,"1,163","1,012",300
2020,9,80,"6,240",745,220,84,192,256,220,190,253,321,213,124,530,224,271,319,137,189,312,647,615,178
2020,9,90,"1,303",154,42,17,55,50,34,47,42,63,61,23,109,50,53,82,28,44,63,114,119,53
2020,9,100,79,19,4,0,4,2,3,1,1,4,4,0,8,6,4,0,0,2,2,11,4,0
2020,10,총,"107,406","8,212","1,679",740,"2,018","2,034","1,735","2,166","3,310","7,881","2,656","1,661","13,332","3,944","5,330","6,654","2,466","5,152","8,422","9,116","14,556","4,342"
2020,10,0,"6,580",280,56,7,86,45,54,91,197,669,89,46,881,184,200,297,164,468,738,498,"1,171",359
2020,10,10,"9,088",442,92,21,130,89,68,95,234,757,155,73,"1,495",311,365,566,190,497,765,724,"1,661",358
2020,10,20,"11,353",592,114,42,141,140,99,160,229,850,288,135,"1,641",422,626,789,242,520,"1,198",880,"1,588",657
2020,10,30,"10,298",505,88,22,166,109,87,175,273,"1,015",202,122,"1,278",326,401,568,250,666,"1,105",760,"1,677",503
2020,10,40,"15,864",884,161,43,206,148,133,250,446,"1,385",305,169,"2,455",526,676,940,385,867,"1,302","1,212","2,670",701
2020,10,50,"18,340","1,457",344,147,330,342,304,405,586,"1,232",385,283,"2,230",717,"1,035","1,279",487,881,"1,315","1,576","2,337",668
2020,10,60,"17,381","1,823",338,216,432,469,408,471,675,993,564,369,"1,686",743,"1,062","1,216",375,692,"1,059","1,527","1,699",564
2020,10,70,"10,841","1,308",219,139,272,383,315,282,375,591,390,314,"1,018",431,631,599,210,326,560,"1,170","1,009",299
2020,10,80,"6,277",747,223,85,195,258,229,194,253,318,212,127,531,227,277,318,135,187,316,644,622,179
2020,10,90,"1,303",155,40,18,56,49,35,42,41,67,61,23,109,51,53,82,28,45,62,114,118,54
2020,10,100,81,19,4,0,4,2,3,1,1,4,5,0,8,6,4,0,0,3,2,11,4,0
2020,11,총,"107,463","8,215","1,684",742,"2,011","2,032","1,734","2,184","3,308","7,876","2,647","1,653","13,395","3,946","5,351","6,627","2,463","5,178","8,421","9,085","14,564","4,347"
2020,11,0,"6,551",286,56,6,83,44,56,94,197,664,82,47,893,179,203,296,164,469,732,487,"1,158",355
2020,11,10,"9,057",434,93,21,130,88,68,96,228,757,153,70,"1,492",304,363,557,193,497,766,722,"1,666",359
2020,11,20,"11,374",602,116,43,139,143,96,160,223,853,288,131,"1,662",431,630,786,235,530,"1,186",868,"1,598",654
2020,11,30,"10,275",505,86,22,167,108,87,177,275,"1,002",200,126,"1,292",325,400,572,247,665,"1,100",756,"1,661",502
2020,11,40,"15,887",886,162,42,205,148,137,255,449,"1,391",307,169,"2,467",526,682,927,386,866,"1,305","1,203","2,660",714
2020,11,50,"18,293","1,445",342,147,326,339,302,405,590,"1,230",383,278,"2,214",717,"1,030","1,275",487,888,"1,315","1,571","2,341",668
2020,11,60,"17,482","1,826",344,219,436,470,407,478,672,998,560,372,"1,705",749,"1,070","1,207",379,702,"1,072","1,536","1,718",562
2020,11,70,"10,863","1,315",218,138,272,380,315,281,382,594,392,309,"1,016",432,635,602,210,325,558,"1,175","1,017",297
2020,11,80,"6,293",739,225,86,194,261,228,194,249,314,215,128,536,228,281,323,135,188,324,641,622,182
2020,11,90,"1,307",158,38,18,56,49,35,43,41,68,62,23,110,49,53,82,27,45,61,116,119,54
2020,11,100,81,19,4,0,3,2,3,1,2,5,5,0,8,6,4,0,0,3,2,10,4,0
2020,12,총,"107,527","8,267","1,684",740,"2,017","2,031","1,729","2,186","3,303","7,895","2,643","1,655","13,363","3,975","5,341","6,621","2,482","5,197","8,406","9,071","14,556","4,365"
2020,12,0,"6,522",288,58,6,84,43,55,93,198,670,84,47,882,177,204,296,162,467,725,479,"1,149",355
2020,12,10,"9,016",438,92,21,125,85,68,92,223,762,148,69,"1,475",306,363,548,198,498,765,718,"1,663",359
2020,12,20,"11,396",610,116,43,138,148,98,164,227,854,288,134,"1,659",445,623,786,243,534,"1,169",862,"1,599",656
2020,12,30,"10,283",511,87,22,169,110,87,182,271,"1,008",196,123,"1,287",329,395,566,246,666,"1,094",760,"1,669",505
2020,12,40,"15,884",899,159,40,208,150,135,252,452,"1,382",303,173,"2,457",527,680,926,389,874,"1,306","1,201","2,653",718
2020,12,50,"18,265","1,440",342,146,331,337,294,401,590,"1,235",382,272,"2,219",724,"1,024","1,276",486,888,"1,311","1,567","2,328",672
2020,12,60,"17,569","1,832",349,221,440,467,412,484,664,999,568,373,"1,704",748,"1,079","1,212",386,709,"1,085","1,541","1,730",566
2020,12,70,"10,859","1,324",216,134,265,379,310,280,386,591,396,308,"1,023",432,636,603,210,327,559,"1,173","1,011",296
2020,12,80,"6,335",751,222,89,197,259,232,193,247,316,212,132,542,232,281,322,137,188,327,641,631,184
2020,12,90,"1,318",156,39,18,57,51,35,44,43,73,61,24,107,49,52,86,25,43,63,119,119,54
2020,12,100,80,18,4,0,3,2,3,1,2,5,5,0,8,6,4,0,0,3,2,10,4,0
2021,1,총,"107,613","8,343","1,692",743,"2,014","2,031","1,730","2,206","3,292","7,893","2,633","1,644","13,392","3,982","5,353","6,622","2,479","5,224","8,395","9,058","14,549","4,338"
2021,1,0,"6,499",296,57,6,86,43,55,92,197,660,86,46,889,181,201,294,165,466,718,475,"1,145",341
2021,1,10,"8,999",440,94,21,119,88,67,94,221,775,145,64,"1,461",304,369,542,196,503,761,715,"1,656",364
2021,1,20,"11,377",613,118,43,139,144,100,172,229,837,287,135,"1,668",445,620,794,236,538,"1,151",850,"1,615",643
2021,1,30,"10,276",523,85,22,169,110,86,184,269,"1,000",190,121,"1,293",332,404,557,247,671,"1,095",762,"1,659",497
2021,1,40,"15,858",923,157,38,209,152,139,251,447,"1,381",300,171,"2,449",522,679,925,386,864,"1,301","1,195","2,642",727
2021,1,50,"18,229","1,436",343,145,328,331,295,404,584,"1,232",379,269,"2,226",723,"1,020","1,274",489,890,"1,307","1,545","2,342",667
2021,1,60,"17,710","1,848",354,226,443,470,407,487,666,"1,016",573,374,"1,712",748,"1,085","1,223",387,724,"1,099","1,566","1,731",571
2021,1,70,"10,888","1,325",219,134,264,381,315,281,385,590,392,310,"1,033",435,636,609,209,329,564,"1,178","1,007",292
2021,1,80,"6,370",765,221,90,196,260,227,194,248,321,213,129,546,234,285,320,139,193,332,642,631,184
2021,1,90,"1,327",156,40,18,58,50,36,46,44,76,63,25,107,52,50,84,25,43,65,120,117,52
2021,1,100,80,18,4,0,3,2,3,1,2,5,5,0,8,6,4,0,0,3,2,10,4,0
2021,2,총,"107,527","8,357","1,684",745,"2,029","2,030","1,728","2,218","3,288","7,888","2,643","1,657","13,399","3,968","5,307","6,621","2,471","5,223","8,366","9,021","14,530","4,354"
2021,2,0,"6,465",293,58,6,89,41,55,90,197,659,86,47,883,179,194,296,163,468,706,468,"1,143",344
2021,2,10,"8,961",437,93,22,121,89,66,100,222,771,147,65,"1,457",302,357,539,195,502,756,702,"1,647",371
2021,2,20,"11,277",606,110,43,142,146,100,168,225,820,292,140,"1,667",447,612,786,229,530,"1,132",844,"1,599",639
2021,2,30,"10,223",527,88,22,168,107,83,182,268,993,190,120,"1,279",326,390,565,254,671,"1,089",752,"1,649",500
2021,2,40,"15,802",922,156,38,213,150,139,252,439,"1,370",308,172,"2,450",519,663,912,382,862,"1,297","1,188","2,644",726
2021,2,50,"18,224","1,446",337,143,323,335,297,405,583,"1,236",381,268,"2,237",720,"1,019","1,271",489,884,"1,313","1,536","2,337",664
2021,2,60,"17,865","1,857",358,230,449,466,409,497,669,"1,040",568,378,"1,721",756,"1,092","1,235",386,734,"1,102","1,580","1,754",584
2021,2,70,"10,873","1,327",215,134,264,380,311,279,387,591,394,309,"1,029",430,638,612,209,332,565,"1,174","1,002",291
2021,2,80,"6,413",767,224,89,195,261,227,199,251,326,211,132,561,231,288,319,138,191,340,647,632,184
2021,2,90,"1,346",159,41,18,62,53,38,45,45,77,60,25,107,53,50,86,26,46,64,121,119,51
2021,2,100,78,16,4,0,3,2,3,1,2,5,6,1,8,5,4,0,0,3,2,9,4,0
2021,3,총,"107,345","8,393","1,685",741,"2,036","1,990","1,723","2,236","3,285","7,896","2,629","1,642","13,378","3,959","5,264","6,596","2,465","5,209","8,386","9,025","14,448","4,359"
2021,3,0,"6,423",303,58,5,90,42,53,92,192,659,83,46,874,177,196,288,164,470,696,476,"1,123",336
2021,3,10,"8,930",431,95,23,124,85,62,102,231,773,154,65,"1,441",295,348,535,193,486,756,705,"1,645",381
2021,3,20,"11,278",603,110,41,143,142,101,163,223,827,289,144,"1,692",450,609,771,227,534,"1,143",835,"1,598",633
2021,3,30,"10,156",541,87,22,168,101,81,185,266,976,183,120,"1,277",333,388,569,249,676,"1,082",753,"1,599",500
2021,3,40,"15,787",926,157,38,216,146,137,255,441,"1,368",309,165,"2,435",515,649,900,389,849,"1,313","1,191","2,658",730
2021,3,50,"18,097","1,451",330,143,318,332,292,404,563,"1,245",381,264,"2,216",714,"1,009","1,260",489,883,"1,304","1,512","2,322",665
2021,3,60,"17,972","1,865",365,229,453,455,413,514,681,"1,037",563,376,"1,747",759,"1,095","1,245",381,740,"1,115","1,605","1,750",584
2021,3,70,"10,846","1,321",214,135,261,374,314,278,391,599,389,307,"1,021",427,620,619,211,333,567,"1,172","1,004",289
2021,3,80,"6,438",774,224,86,198,261,230,197,251,331,210,129,564,231,298,323,137,189,340,651,626,188
2021,3,90,"1,353",164,40,19,63,50,39,45,45,75,61,25,106,55,50,86,25,46,68,120,118,53
2021,3,100,65,14,5,0,2,2,1,1,1,6,7,1,5,3,2,0,0,3,2,5,5,0
2021,4,총,"107,363","8,369","1,685",737,"2,031","1,985","1,736","2,245","3,279","7,926","2,597","1,649","13,415","3,950","5,269","6,560","2,455","5,228","8,363","9,028","14,463","4,393"
2021,4,0,"6,400",307,61,4,91,43,53,92,187,658,81,41,869,179,202,280,164,470,683,468,"1,122",345
2021,4,10,"8,913",429,92,24,127,84,61,105,229,773,150,68,"1,436",294,347,530,192,488,758,700,"1,642",384
2021,4,20,"11,274",615,108,40,136,140,100,169,223,834,282,144,"1,702",446,606,762,224,535,"1,129",846,"1,595",638
2021,4,30,"10,179",549,88,23,171,99,84,183,264,982,175,125,"1,287",332,393,569,245,677,"1,075",748,"1,603",507
2021,4,40,"15,747",925,156,36,211,144,140,255,443,"1,366",306,162,"2,438",519,644,884,387,846,"1,311","1,181","2,660",733
2021,4,50,"18,056","1,445",327,142,315,335,296,404,553,"1,252",371,267,"2,212",700,"1,005","1,256",486,886,"1,299","1,520","2,321",664
2021,4,60,"18,097","1,853",372,229,460,458,413,517,688,"1,046",564,377,"1,772",762,"1,106","1,254",386,749,"1,126","1,607","1,766",592
2021,4,70,"10,821","1,313",213,134,261,367,313,275,395,603,390,309,"1,024",426,617,609,210,336,570,"1,171",999,286
2021,4,80,"6,464",766,222,85,199,263,234,196,250,331,211,130,564,232,295,330,136,191,344,662,631,192
2021,4,90,"1,355",162,41,20,58,50,41,48,46,75,60,24,106,57,52,86,25,47,66,120,119,52
2021,4,100,57,5,5,0,2,2,1,1,1,6,7,2,5,3,2,0,0,3,2,5,5,0
2021,5,총,"107,194","8,387","1,683",734,"2,025","1,981","1,716","2,257","3,266","7,946","2,548","1,637","13,394","3,929","5,254","6,564","2,457","5,221","8,352","8,971","14,470","4,402"
2021,5,0,"6,388",311,61,4,94,44,50,94,179,661,77,39,864,173,200,280,166,474,682,461,"1,124",350
2021,5,10,"8,880",438,91,24,127,84,62,108,227,777,148,68,"1,441",287,342,530,188,486,752,690,"1,630",380
2021,5,20,"11,278",609,108,38,128,136,103,171,225,847,279,143,"1,689",454,603,752,226,532,"1,132",860,"1,595",648
2021,5,30,"10,107",543,88,24,168,100,78,184,257,981,174,117,"1,273",338,395,569,249,662,"1,057",739,"1,603",508
2021,5,40,"15,716",927,156,37,214,144,141,254,445,"1,362",301,164,"2,437",509,646,884,379,848,"1,315","1,166","2,654",733
2021,5,50,"18,024","1,447",323,142,312,332,291,406,545,"1,265",365,270,"2,210",703,995,"1,257",488,893,"1,295","1,503","2,315",667
2021,5,60,"18,131","1,865",374,228,462,457,408,523,692,"1,039",551,377,"1,780",753,"1,111","1,260",386,749,"1,131","1,602","1,790",593
2021,5,70,"10,801","1,317",216,132,259,369,309,274,395,601,383,304,"1,025",425,614,608,211,340,576,"1,162",999,282
2021,5,80,"6,468",762,217,85,200,264,234,192,250,332,210,130,569,230,292,337,139,189,346,662,634,194
2021,5,90,"1,353",163,45,20,60,49,39,50,50,76,58,24,101,55,54,86,25,46,64,120,121,47
2021,5,100,48,5,4,0,1,2,1,1,1,5,2,1,5,2,2,1,0,2,2,6,5,0
2021,6,총,"107,234","8,399","1,685",734,"2,032","1,985","1,712","2,258","3,260","7,942","2,549","1,642","13,406","3,945","5,251","6,576","2,463","5,240","8,342","8,962","14,455","4,396"
2021,6,0,"6,350",309,59,5,94,46,49,94,175,659,77,41,860,171,200,275,164,472,679,463,"1,110",348
2021,6,10,"8,848",430,89,24,122,82,62,109,230,771,152,70,"1,430",290,338,531,192,493,745,686,"1,625",377
2021,6,20,"11,293",609,109,35,130,134,103,173,228,841,283,143,"1,703",462,599,764,225,533,"1,125",854,"1,593",647
2021,6,30,"10,095",550,89,25,163,103,79,186,255,982,176,116,"1,288",334,398,568,254,663,"1,046",734,"1,586",500
2021,6,40,"15,700",933,158,35,217,143,138,254,438,"1,361",301,162,"2,413",512,641,886,378,851,"1,315","1,169","2,656",739
2021,6,50,"18,003","1,437",321,143,310,335,287,405,539,"1,263",354,267,"2,218",704,986,"1,246",492,903,"1,299","1,494","2,330",670
2021,6,60,"18,254","1,882",377,232,466,454,412,526,705,"1,051",554,380,"1,796",753,"1,124","1,274",387,742,"1,139","1,609","1,802",589
2021,6,70,"10,792","1,316",216,130,261,371,308,272,393,597,382,305,"1,017",428,616,604,210,344,578,"1,163",996,285
2021,6,80,"6,500",767,218,84,203,267,234,189,247,338,212,134,573,233,296,340,137,190,350,663,631,194
2021,6,90,"1,353",161,45,21,65,49,39,49,49,74,56,23,103,56,51,87,24,47,64,121,122,47
2021,6,100,46,5,4,0,1,1,1,1,1,5,2,1,5,2,2,1,0,2,2,6,4,0
2021,7,총,"107,305","8,387","1,698",735,"2,033","1,993","1,704","2,254","3,243","7,849","2,548","1,638","13,229","3,961","5,243","6,571","2,442","5,254","8,309","8,925","14,360","4,929"
2021,7,0,"6,333",307,61,5,96,44,49,88,172,648,75,42,822,172,202,276,160,469,670,454,"1,091",430
2021,7,10,"8,836",427,89,24,123,85,59,108,228,753,153,69,"1,402",287,329,533,188,492,745,681,"1,614",447
2021,7,20,"11,277",612,111,35,132,138,101,176,226,835,280,146,"1,685",470,598,762,222,540,"1,115",852,"1,570",671
2021,7,30,"10,096",549,93,25,161,104,80,181,252,974,173,112,"1,272",338,399,566,251,661,"1,033",717,"1,551",604
2021,7,40,"15,717",927,160,36,213,142,136,256,437,"1,333",301,167,"2,361",514,640,881,372,855,"1,320","1,167","2,647",852
2021,7,50,"17,998","1,434",321,142,314,335,285,396,528,"1,243",352,265,"2,202",702,985,"1,239",491,906,"1,294","1,491","2,322",751
2021,7,60,"18,345","1,886",383,233,464,458,413,534,713,"1,045",561,380,"1,790",762,"1,125","1,283",388,744,"1,139","1,605","1,806",633
2021,7,70,"10,786","1,314",214,129,263,369,309,274,388,602,377,295,"1,013",429,615,602,210,343,582,"1,165",996,297
2021,7,80,"6,521",769,219,85,201,268,231,189,249,337,218,138,574,230,298,342,136,191,348,664,639,195
2021,7,90,"1,352",157,44,21,65,49,40,51,49,74,56,23,103,55,50,86,24,51,61,124,120,49
2021,7,100,44,5,3,0,1,1,1,1,1,5,2,1,5,2,2,1,0,2,2,5,4,0
2021,8,총,"107,327","8,397","1,714",729,"2,040","1,983","1,692","2,255","3,232","7,819","2,532","1,640","13,176","3,940","5,226","6,539","2,440","5,241","8,265","8,910","14,306","5,251"
2021,8,0,"6,322",305,64,5,98,45,45,90,176,632,74,38,810,165,198,271,160,461,667,457,"1,075",486
