년도,월,나이,대전광역시 중구,대전광역시 중구 은행선화동,대전광역시 중구 목동,대전광역시 중구 중촌동,대전광역시 중구 대흥동,대전광역시 중구 문창동,대전광역시 중구 석교동,대전광역시 중구 대사동,대전광역시 중구 부사동,대전광역시 중구 용두동,대전광역시 중구 오류동,대전광역시 중구 태평1동,대전광역시 중구 태평2동,대전광역시 중구 유천1동,대전광역시 중구 유천2동,대전광역시 중구 문화1동,대전광역시 중구 문화2동,대전광역시 중구 산성동
2020,4,30,"13,214","1,158",920,709,992,199,709,257,303,612,662,881,"1,353",405,768,"1,375",605,"1,306"
2020,4,40,"18,670","1,174","1,742","1,100",991,256,993,292,434,734,810,"1,312","2,404",412,950,"2,151",990,"1,925"
2020,4,50,"20,039","1,261",965,"1,249","1,018",373,"1,481",481,649,736,889,"1,094","2,314",593,"1,198","1,767","1,287","2,684"
2020,4,60,"17,240","1,070",664,"1,110",938,427,"1,475",461,619,621,763,792,"1,861",560,"1,183","1,309","1,031","2,356"
2020,4,70,"11,141",612,397,675,602,368,984,369,414,488,542,547,"1,148",339,741,926,715,"1,274"
2020,4,80,"5,583",315,177,368,279,198,422,185,217,261,340,255,605,146,352,426,414,623
2020,4,90,956,63,33,56,62,34,70,27,47,42,69,40,95,24,67,73,51,103
2020,4,100,59,3,4,4,4,1,6,4,2,3,1,0,8,3,5,3,3,5
2020,5,총,"120,963","8,157","7,723","7,091","7,197","2,289","7,967","2,798","3,460","5,199","5,581","7,121","13,837","3,190","7,077","11,889","6,682","13,705"
2020,5,0,"7,846",490,783,411,456,86,372,78,146,298,335,595,"1,011",167,453,992,343,830
2020,5,10,"10,993",545,"1,247",616,515,130,602,120,226,430,399,861,"1,570",154,484,"1,426",533,"1,135"
2020,5,20,"15,266","1,520",803,796,"1,326",225,854,534,391,987,765,749,"1,469",381,870,"1,414",711,"1,471"
2020,5,30,"13,194","1,161",920,691,995,200,705,256,309,602,669,866,"1,349",408,775,"1,369",610,"1,309"
2020,5,40,"18,556","1,142","1,734","1,097",997,255,989,292,425,722,810,"1,308","2,395",411,946,"2,155",977,"1,901"
2020,5,50,"20,029","1,248",961,"1,251","1,018",364,"1,478",470,658,746,881,"1,097","2,321",594,"1,187","1,788","1,279","2,688"
2020,5,60,"17,285","1,063",662,"1,119",939,429,"1,473",470,620,620,764,797,"1,868",559,"1,186","1,316","1,043","2,357"
2020,5,70,"11,163",609,397,679,602,368,992,361,417,489,545,552,"1,145",343,741,927,711,"1,285"
2020,5,80,"5,615",315,177,374,281,197,425,185,218,260,344,257,604,147,362,426,421,622
2020,5,90,958,61,35,53,64,34,71,28,48,42,68,39,97,24,68,73,51,102
2020,5,100,58,3,4,4,4,1,6,4,2,3,1,0,8,2,5,3,3,5
2020,6,총,"120,739","8,058","7,693","7,085","7,186","2,288","7,978","2,794","3,430","5,190","5,570","7,106","13,813","3,185","7,111","11,866","6,674","13,712"
2020,6,0,"7,790",485,775,407,453,84,372,76,144,292,335,595,"1,010",167,461,979,336,819
2020,6,10,"10,943",532,"1,248",607,513,133,595,119,224,430,397,850,"1,569",156,484,"1,425",535,"1,126"
2020,6,20,"15,260","1,510",805,799,"1,323",224,858,535,378,993,761,753,"1,454",380,882,"1,415",709,"1,481"
2020,6,30,"13,127","1,156",907,680,"1,000",199,698,255,296,599,675,867,"1,336",404,779,"1,363",606,"1,307"
2020,6,40,"18,500","1,117","1,736","1,090",999,254,991,292,428,717,799,"1,300","2,400",410,952,"2,136",975,"1,904"
2020,6,50,"19,934","1,232",956,"1,257","1,007",363,"1,469",461,650,743,885,"1,093","2,301",590,"1,179","1,789","1,277","2,682"
2020,6,60,"17,346","1,049",654,"1,121",933,435,"1,496",478,623,625,765,788,"1,888",564,"1,196","1,323","1,045","2,363"
2020,6,70,"11,205",604,397,683,607,366,"1,003",362,419,487,539,562,"1,145",338,745,930,719,"1,299"
2020,6,80,"5,622",308,179,382,282,197,423,183,216,258,346,260,603,150,362,428,417,628
2020,6,90,953,61,32,55,65,32,67,29,50,43,67,38,99,24,66,75,52,98
2020,6,100,59,4,4,4,4,1,6,4,2,3,1,0,8,2,5,3,3,5
2020,7,총,"120,557","7,986","7,683","7,086","7,189","2,276","7,951","2,786","3,418","5,170","5,557","7,099","13,792","3,175","7,116","11,882","6,668","13,723"
2020,7,0,"7,741",483,771,403,461,83,368,73,136,282,333,591,"1,001",163,458,982,340,813
2020,7,10,"10,914",520,"1,242",601,516,131,587,120,230,431,397,846,"1,566",153,489,"1,425",536,"1,124"
2020,7,20,"15,207","1,501",807,804,"1,313",225,845,528,373,989,751,749,"1,444",383,891,"1,416",699,"1,489"
2020,7,30,"13,052","1,147",899,675,997,196,705,255,289,594,669,865,"1,323",402,771,"1,359",602,"1,304"
2020,7,40,"18,495","1,102","1,736","1,092","1,010",250,994,291,427,719,801,"1,297","2,407",405,957,"2,139",974,"1,894"
2020,7,50,"19,908","1,220",959,"1,259","1,001",362,"1,460",457,654,737,890,"1,099","2,298",585,"1,169","1,794","1,276","2,688"
2020,7,60,"17,316","1,036",656,"1,122",930,430,"1,495",482,624,621,757,783,"1,890",568,"1,202","1,320","1,045","2,355"
2020,7,70,"11,280",600,400,688,613,369,"1,008",363,415,496,545,569,"1,153",338,746,942,720,"1,315"
2020,7,80,"5,628",314,178,381,279,199,417,182,218,256,346,263,602,150,362,428,419,634
2020,7,90,953,59,31,57,64,30,65,31,50,42,67,37,100,26,66,74,54,100
2020,7,100,63,4,4,4,5,1,7,4,2,3,1,0,8,2,5,3,3,7
2020,8,총,"120,379","7,966","7,684","7,050","7,187","2,287","7,956","2,787","3,424","5,151","5,565","7,089","13,775","3,170","7,119","11,859","6,621","13,689"
2020,8,0,"7,701",485,777,398,463,79,366,71,134,282,338,589,998,157,458,965,331,810
2020,8,10,"10,878",510,"1,239",603,512,133,588,116,230,430,401,840,"1,562",148,493,"1,426",527,"1,120"
2020,8,20,"15,185","1,493",809,792,"1,321",228,844,533,372,983,752,750,"1,440",386,890,"1,409",697,"1,486"
2020,8,30,"13,000","1,138",888,669,"1,004",197,701,255,292,602,668,857,"1,313",405,764,"1,356",593,"1,298"
2020,8,40,"18,457","1,106","1,737","1,092","1,002",255,996,281,432,709,797,"1,303","2,411",401,957,"2,144",954,"1,880"
2020,8,50,"19,852","1,212",964,"1,250",995,361,"1,458",463,649,730,887,"1,093","2,301",581,"1,179","1,788","1,269","2,672"
2020,8,60,"17,338","1,043",651,"1,123",935,432,"1,499",482,625,617,764,786,"1,876",574,"1,198","1,318","1,047","2,368"
2020,8,70,"11,310",603,403,684,609,371,"1,012",364,415,497,545,570,"1,164",337,750,946,725,"1,315"
2020,8,80,"5,644",312,181,379,279,199,420,185,221,257,344,265,601,152,363,428,424,634
2020,8,90,951,60,31,56,62,30,65,33,52,41,68,36,101,27,62,76,51,100
2020,8,100,63,4,4,4,5,2,7,4,2,3,1,0,8,2,5,3,3,6
2020,9,총,"120,220","7,915","7,699","7,017","7,208","2,290","7,970","2,799","3,400","5,106","5,551","7,064","13,774","3,153","7,111","11,864","6,604","13,695"
2020,9,0,"7,632",476,777,392,458,75,363,69,133,274,334,572,998,156,453,965,331,806
2020,9,10,"10,820",512,"1,236",593,518,133,580,116,225,425,398,844,"1,555",149,489,"1,416",512,"1,119"
2020,9,20,"15,164","1,487",814,784,"1,323",233,845,541,367,989,752,739,"1,445",378,894,"1,408",690,"1,475"
2020,9,30,"12,964","1,124",887,666,"1,001",205,705,256,292,600,660,841,"1,304",406,767,"1,358",592,"1,300"
2020,9,40,"18,414","1,100","1,738","1,091","1,011",256,990,282,432,705,787,"1,305","2,398",401,948,"2,146",941,"1,883"
2020,9,50,"19,803","1,187",972,"1,241",996,354,"1,463",461,642,714,894,"1,096","2,310",572,"1,174","1,794","1,265","2,668"
2020,9,60,"17,403","1,055",655,"1,123",941,440,"1,508",482,624,611,762,790,"1,883",574,"1,201","1,317","1,063","2,374"
2020,9,70,"11,330",605,400,693,608,365,"1,014",369,410,489,550,569,"1,172",335,757,946,727,"1,321"
2020,9,80,"5,664",307,184,375,283,197,425,186,220,255,346,272,598,152,361,436,428,639
2020,9,90,963,58,32,54,64,30,70,33,53,41,66,36,105,28,62,75,52,104
2020,9,100,63,4,4,5,5,2,7,4,2,3,2,0,6,2,5,3,3,6
2020,10,총,"119,960","7,863","7,696","6,987","7,179","2,298","7,970","2,796","3,396","5,076","5,551","7,025","13,748","3,149","7,106","11,820","6,635","13,665"
2020,10,0,"7,575",476,763,384,454,77,359,64,135,272,337,566,993,151,461,957,327,799
2020,10,10,"10,749",502,"1,247",589,508,137,574,117,225,418,396,832,"1,547",149,471,"1,400",522,"1,115"
2020,10,20,"15,160","1,480",812,774,"1,318",234,853,544,366,984,750,741,"1,440",385,903,"1,413",690,"1,473"
2020,10,30,"12,874","1,117",888,653,997,207,703,251,288,596,660,826,"1,294",403,766,"1,343",588,"1,294"
2020,10,40,"18,338","1,094","1,735","1,085","1,012",256,992,281,430,698,784,"1,297","2,388",396,939,"2,133",946,"1,872"
2020,10,50,"19,725","1,177",971,"1,239",988,352,"1,449",457,632,716,900,"1,093","2,314",578,"1,165","1,786","1,270","2,638"
2020,10,60,"17,472","1,052",654,"1,127",940,438,"1,522",488,633,606,755,793,"1,882",577,"1,206","1,323","1,078","2,398"
2020,10,70,"11,354",599,406,698,609,368,"1,015",369,413,484,554,568,"1,175",332,770,948,721,"1,325"
2020,10,80,"5,679",305,184,377,282,197,427,188,218,256,346,274,602,150,359,438,433,643
2020,10,90,971,57,32,56,66,30,69,33,54,43,67,35,107,26,61,76,57,102
2020,10,100,63,4,4,5,5,2,7,4,2,3,2,0,6,2,5,3,3,6
2020,11,총,"119,774","7,842","7,700","6,943","7,160","2,287","7,951","2,793","3,389","5,062","5,527","7,048","13,725","3,141","7,073","11,820","6,628","13,685"
2020,11,0,"7,500",470,763,383,442,76,355,66,133,269,331,560,972,155,459,951,335,780
2020,11,10,"10,732",502,"1,245",579,512,136,573,118,224,406,395,830,"1,555",150,471,"1,395",521,"1,120"
2020,11,20,"15,156","1,473",817,771,"1,328",231,849,544,367,993,744,757,"1,433",377,896,"1,427",682,"1,467"
2020,11,30,"12,775","1,120",878,639,982,204,699,250,289,593,655,815,"1,287",396,767,"1,324",583,"1,294"
2020,11,40,"18,271","1,086","1,733","1,077","1,012",250,988,275,425,694,780,"1,304","2,379",403,930,"2,135",940,"1,860"
2020,11,50,"19,732","1,167",980,"1,233",987,347,"1,435",456,628,719,902,"1,101","2,316",565,"1,158","1,800","1,282","2,656"
2020,11,60,"17,530","1,055",651,"1,132",932,443,"1,536",493,637,603,753,795,"1,890",581,"1,199","1,328","1,083","2,419"
2020,11,70,"11,343",602,409,691,611,367,"1,012",364,415,482,555,572,"1,177",329,770,940,710,"1,337"
2020,11,80,"5,711",307,188,376,285,201,429,190,216,257,345,279,604,156,356,441,435,646
2020,11,90,960,57,32,57,63,29,68,33,52,43,66,35,106,27,62,76,54,100
2020,11,100,64,3,4,5,6,3,7,4,3,3,1,0,6,2,5,3,3,6
2020,12,총,"119,317","7,812","7,689","6,865","7,153","2,265","7,916","2,773","3,373","5,051","5,512","7,009","13,650","3,136","7,061","11,795","6,624","13,633"
2020,12,0,"7,411",465,762,366,440,75,345,64,133,265,327,552,968,154,454,939,332,770
2020,12,10,"10,655",499,"1,241",573,516,134,566,115,223,411,399,822,"1,539",153,466,"1,385",513,"1,100"
2020,12,20,"15,092","1,475",811,753,"1,335",222,844,549,369,991,739,747,"1,422",368,897,"1,433",682,"1,455"
2020,12,30,"12,661","1,100",874,631,979,202,702,249,283,581,650,804,"1,269",394,762,"1,314",587,"1,280"
2020,12,40,"18,176","1,086","1,738","1,074","1,007",248,969,272,417,697,773,"1,306","2,347",404,928,"2,120",932,"1,858"
2020,12,50,"19,648","1,175",973,"1,216",980,349,"1,434",437,625,721,897,"1,091","2,311",558,"1,145","1,803","1,280","2,653"
2020,12,60,"17,592","1,043",657,"1,133",931,437,"1,538",500,639,612,756,796,"1,899",591,"1,215","1,334","1,087","2,424"
2020,12,70,"11,319",597,409,682,603,367,"1,015",357,412,473,551,577,"1,176",330,768,943,721,"1,338"
2020,12,80,"5,739",311,188,378,291,199,430,194,218,254,351,278,607,155,359,447,430,649
2020,12,90,960,58,32,54,65,29,66,33,51,43,68,36,105,27,62,74,57,100
2020,12,100,64,3,4,5,6,3,7,3,3,3,1,0,7,2,5,3,3,6
2021,1,총,"119,132","7,783","7,665","6,820","7,138","2,260","7,912","2,778","3,351","5,032","5,517","7,008","13,615","3,155","7,068","11,805","6,597","13,628"
2021,1,0,"7,327",458,748,356,434,73,343,65,127,263,323,549,952,158,451,936,327,764
2021,1,10,"10,611",504,"1,240",566,507,134,564,115,221,404,399,829,"1,533",153,462,"1,376",512,"1,092"
2021,1,20,"15,052","1,469",808,736,"1,349",218,843,545,366,982,732,745,"1,418",376,891,"1,443",675,"1,456"
2021,1,30,"12,613","1,083",863,633,970,202,696,254,276,583,648,791,"1,267",398,777,"1,308",585,"1,279"
2021,1,40,"18,076","1,092","1,743","1,057","1,004",244,963,273,412,691,775,"1,303","2,318",403,917,"2,111",923,"1,847"
2021,1,50,"19,555","1,159",967,"1,217",963,349,"1,426",435,613,715,897,"1,090","2,321",546,"1,151","1,803","1,267","2,636"
2021,1,60,"17,761","1,047",664,"1,131",948,442,"1,551",502,651,620,772,805,"1,904",599,"1,224","1,352","1,098","2,451"
2021,1,70,"11,317",597,407,684,601,369,"1,013",359,405,472,546,578,"1,182",334,767,942,717,"1,344"
2021,1,80,"5,777",311,189,379,292,195,438,193,223,254,355,280,610,159,360,456,432,651
2021,1,90,978,59,32,56,64,31,68,34,54,45,69,38,103,27,63,75,58,102
2021,1,100,65,4,4,5,6,3,7,3,3,3,1,0,7,2,5,3,3,6
2021,2,총,"118,910","7,773","7,627","6,798","7,117","2,247","7,905","2,821","3,333","5,004","5,520","6,979","13,608","3,172","7,054","11,775","6,576","13,601"
2021,2,0,"7,235",450,739,351,419,73,338,67,127,258,318,534,950,159,455,918,321,758
2021,2,10,"10,535",500,"1,233",565,509,135,550,113,214,408,397,828,"1,521",149,453,"1,369",511,"1,080"
2021,2,20,"15,063","1,481",811,723,"1,343",212,850,578,373,962,728,732,"1,430",385,896,"1,453",657,"1,449"
2021,2,30,"12,559","1,087",839,634,959,203,696,267,272,591,651,782,"1,257",403,782,"1,285",584,"1,267"
2021,2,40,"18,006","1,078","1,748","1,043","1,009",239,960,273,408,680,773,"1,290","2,319",409,908,"2,099",918,"1,852"
2021,2,50,"19,513","1,148",968,"1,223",957,349,"1,416",434,608,713,895,"1,103","2,300",542,"1,151","1,816","1,259","2,631"
2021,2,60,"17,803","1,044",661,"1,128",950,444,"1,564",498,649,623,781,808,"1,929",599,"1,211","1,355","1,114","2,445"
2021,2,70,"11,336",609,400,687,608,363,"1,011",359,403,468,549,585,"1,182",336,773,936,714,"1,353"
2021,2,80,"5,805",311,194,384,292,195,444,196,222,252,356,276,610,160,356,466,436,655
2021,2,90,989,61,30,55,65,31,69,33,54,46,71,41,103,28,64,74,59,105
2021,2,100,66,4,4,5,6,3,7,3,3,3,1,0,7,2,5,4,3,6
2021,3,총,"118,328","7,691","7,618","6,750","7,047","2,231","7,899","2,828","3,286","4,951","5,512","6,943","13,579","3,155","6,976","11,748","6,563","13,551"
2021,3,0,"7,172",453,732,347,407,75,335,67,125,255,315,526,936,158,454,914,319,754
2021,3,10,"10,494",505,"1,238",561,511,134,556,112,212,400,400,830,"1,503",145,445,"1,367",504,"1,071"
2021,3,20,"14,989","1,473",799,719,"1,313",210,836,599,376,959,730,707,"1,435",394,880,"1,451",666,"1,442"
2021,3,30,"12,493","1,080",832,635,957,202,699,265,269,586,648,783,"1,247",400,766,"1,284",578,"1,262"
2021,3,40,"17,849","1,066","1,741","1,016",998,242,952,273,399,667,764,"1,268","2,319",403,889,"2,098",920,"1,834"
2021,3,50,"19,387","1,126",972,"1,213",959,343,"1,412",434,588,706,908,"1,104","2,291",541,"1,153","1,793","1,249","2,595"
2021,3,60,"17,836","1,040",675,"1,124",946,447,"1,570",501,649,616,776,820,"1,933",596,"1,198","1,362","1,110","2,473"
2021,3,70,"11,305",593,401,691,601,357,"1,019",352,398,464,547,582,"1,186",332,770,934,719,"1,359"
2021,3,80,"5,786",295,195,386,287,190,445,192,216,251,355,283,615,162,360,469,433,652
2021,3,90,979,58,30,56,66,30,68,31,53,45,69,40,107,24,60,75,62,105
2021,3,100,38,2,3,2,2,1,7,2,1,2,0,0,7,0,1,1,3,4
2021,4,총,"118,222","7,669","7,611","6,741","7,049","2,246","7,881","2,829","3,286","4,942","5,526","6,934","13,551","3,139","6,989","11,737","6,547","13,545"
2021,4,0,"7,150",455,720,346,401,76,330,68,124,258,320,520,936,158,458,909,314,757
2021,4,10,"10,445",498,"1,239",551,514,135,556,108,203,400,394,832,"1,495",139,443,"1,363",502,"1,073"
2021,4,20,"14,986","1,473",809,720,"1,313",216,832,599,384,945,745,701,"1,436",391,874,"1,461",661,"1,426"
2021,4,30,"12,430","1,071",825,639,944,202,694,266,267,590,644,780,"1,236",400,766,"1,270",578,"1,258"
2021,4,40,"17,796","1,064","1,738","1,000","1,003",246,946,271,397,672,762,"1,267","2,310",391,891,"2,086",915,"1,837"
2021,4,50,"19,353","1,115",971,"1,216",963,338,"1,400",431,588,700,912,"1,110","2,284",539,"1,155","1,804","1,240","2,587"
2021,4,60,"17,900","1,040",680,"1,130",954,451,"1,576",507,649,614,771,819,"1,942",598,"1,205","1,365","1,113","2,486"
2021,4,70,"11,319",598,401,698,604,356,"1,021",353,400,462,547,579,"1,185",336,762,938,726,"1,353"
2021,4,80,"5,812",294,195,382,286,195,449,193,218,251,360,288,612,162,373,467,432,655
2021,4,90,991,59,29,57,65,30,70,31,55,48,71,38,108,25,61,73,62,109
2021,4,100,40,2,4,2,2,1,7,2,1,2,0,0,7,0,1,1,4,4
2021,5,총,"118,162","7,653","7,597","6,714","7,032","2,239","7,870","2,821","3,278","4,941","5,600","6,947","13,539","3,133","6,989","11,734","6,552","13,523"
2021,5,0,"7,107",456,712,339,398,74,327,70,123,256,324,525,937,158,451,901,312,744
2021,5,10,"10,410",496,"1,244",549,519,132,555,106,197,400,399,822,"1,493",134,444,"1,357",496,"1,067"
2021,5,20,"14,960","1,465",803,723,"1,301",219,824,592,383,936,764,712,"1,435",387,875,"1,461",665,"1,415"
2021,5,30,"12,389","1,065",817,624,937,195,689,274,265,601,664,781,"1,225",394,766,"1,281",572,"1,239"
2021,5,40,"17,785","1,069","1,734",995,"1,006",244,950,265,394,671,764,"1,268","2,308",397,894,"2,074",906,"1,846"
2021,5,50,"19,320","1,110",968,"1,201",959,339,"1,395",432,594,694,925,"1,102","2,293",536,"1,148","1,812","1,243","2,569"
2021,5,60,"17,974","1,042",691,"1,138",948,453,"1,589",503,642,620,785,829,"1,935",598,"1,212","1,366","1,121","2,502"
2021,5,70,"11,333",596,403,700,610,354,"1,011",352,399,461,546,581,"1,188",344,757,929,733,"1,369"
2021,5,80,"5,842",294,192,384,286,195,452,194,223,252,358,288,611,161,378,479,437,658
2021,5,90,"1,002",58,29,59,66,33,71,31,57,48,71,39,107,24,63,73,63,110
2021,5,100,40,2,4,2,2,1,7,2,1,2,0,0,7,0,1,1,4,4
2021,6,총,"118,058","7,633","7,587","6,658","7,012","2,223","7,867","2,813","3,278","4,936","5,637","6,954","13,512","3,134","7,008","11,716","6,566","13,524"
2021,6,0,"7,072",446,706,330,396,74,330,72,122,258,328,527,932,155,449,903,313,731
2021,6,10,"10,392",493,"1,249",548,518,128,554,105,196,395,401,826,"1,484",134,446,"1,349",491,"1,075"
2021,6,20,"14,959","1,475",797,709,"1,291",218,829,589,381,939,781,717,"1,428",394,880,"1,457",672,"1,402"
2021,6,30,"12,352","1,050",818,618,933,191,689,270,269,608,674,775,"1,219",390,759,"1,265",577,"1,247"
2021,6,40,"17,750","1,074","1,727",984,"1,005",240,934,266,397,661,762,"1,269","2,303",392,908,"2,072",913,"1,843"
2021,6,50,"19,241","1,101",968,"1,184",949,342,"1,389",430,589,688,928,"1,097","2,284",532,"1,147","1,814","1,234","2,565"
2021,6,60,"18,059","1,041",693,"1,137",962,449,"1,604",503,645,617,785,832,"1,949",597,"1,219","1,375","1,130","2,521"
2021,6,70,"11,338",601,406,703,606,353,"1,008",352,397,466,549,586,"1,188",348,753,928,731,"1,363"
2021,6,80,"5,863",291,190,385,285,194,452,195,223,256,359,284,612,168,385,477,438,669
2021,6,90,991,59,29,58,65,33,71,29,58,46,70,41,106,23,61,75,63,104
2021,6,100,41,2,4,2,2,1,7,2,1,2,0,0,7,1,1,1,4,4
2021,7,총,"117,964","7,650","7,565","6,596","7,005","2,233","7,857","2,811","3,279","4,944","5,651","6,942","13,501","3,152","6,981","11,710","6,579","13,508"
2021,7,0,"7,049",451,698,324,392,75,333,71,124,258,324,528,929,154,445,909,309,725
2021,7,10,"10,345",504,"1,240",545,520,130,556,108,190,396,401,824,"1,465",134,442,"1,337",486,"1,067"
2021,7,20,"14,924","1,464",781,686,"1,285",221,827,583,383,946,794,722,"1,436",396,873,"1,454",676,"1,397"
2021,7,30,"12,351","1,061",819,616,943,190,690,273,272,606,668,770,"1,209",395,753,"1,264",578,"1,244"
2021,7,40,"17,694","1,070","1,719",973,"1,009",240,931,266,393,662,764,"1,261","2,289",391,902,"2,073",913,"1,838"
2021,7,50,"19,241","1,096",979,"1,168",946,345,"1,378",427,588,688,930,"1,096","2,298",542,"1,142","1,820","1,242","2,556"
2021,7,60,"18,097","1,045",696,"1,136",956,454,"1,605",502,649,621,790,831,"1,955",593,"1,222","1,378","1,131","2,533"
2021,7,70,"11,355",605,406,699,601,348,"1,006",355,398,464,554,587,"1,192",353,758,926,735,"1,368"
2021,7,80,"5,875",289,193,389,284,195,452,196,225,257,358,282,611,170,383,474,441,676
2021,7,90,991,63,30,58,67,34,73,28,56,44,68,41,109,23,60,73,64,100
2021,7,100,42,2,4,2,2,1,6,2,1,2,0,0,8,1,1,2,4,4
2021,8,총,"117,834","7,637","7,555","6,540","6,987","2,242","7,853","2,814","3,284","4,951","5,654","6,941","13,465","3,147","7,001","11,663","6,574","13,526"
2021,8,0,"7,023",453,692,320,386,77,336,70,127,260,325,528,919,151,448,902,304,725
2021,8,10,"10,311",501,"1,236",541,517,130,549,106,190,401,395,820,"1,457",135,442,"1,326",494,"1,071"
2021,8,20,"14,867","1,455",779,675,"1,273",220,825,584,382,937,801,713,"1,423",393,881,"1,437",688,"1,401"
