년도,월,나이,경상남도 진주시,경상남도 진주시 문산읍,경상남도 진주시 내동면,경상남도 진주시 정촌면,경상남도 진주시 금곡면,경상남도 진주시 진성면,경상남도 진주시 일반성면,경상남도 진주시 이반성면,경상남도 진주시 사봉면,경상남도 진주시 지수면,경상남도 진주시 대곡면,경상남도 진주시 금산면,경상남도 진주시 집현면,경상남도 진주시 미천면,경상남도 진주시 명석면,경상남도 진주시 대평면,경상남도 진주시 수곡면,경상남도 진주시 천전동,경상남도 진주시 성북동,경상남도 진주시 중앙동,경상남도 진주시 상봉동,경상남도 진주시 상대동,경상남도 진주시 하대동,경상남도 진주시 상평동,경상남도 진주시 초장동,경상남도 진주시 평거동,경상남도 진주시 신안동,경상남도 진주시 이현동,경상남도 진주시 판문동,경상남도 진주시 가호동,경상남도 진주시 충무공동
2020,8,총,"175,410","4,129","2,091","3,792","1,191","1,000","1,355",811,770,744,"1,664","10,646","2,398",850,"2,054",564,"1,153","14,238","5,544","5,911","7,353","10,178","12,662","5,911","13,383","14,635","6,263","6,243","11,291","13,125","13,461"
2020,8,0,"13,841",302,174,431,24,25,53,8,22,22,28,"1,083",124,12,72,16,28,790,232,169,282,543,697,432,"1,610","1,084",321,341,"1,290","1,145","2,481"
2020,8,10,"16,761",326,240,222,52,31,90,19,19,42,73,"1,340",205,26,99,22,49,"1,147",357,309,524,809,"1,226",554,"1,786","1,742",550,579,"1,557","1,318","1,448"
2020,8,20,"20,060",360,197,441,66,61,85,24,28,37,70,963,185,34,159,48,69,"1,935",680,474,876,"1,306","1,704",663,"1,499","1,942",809,690,"1,103","2,121","1,431"
2020,8,30,"20,577",450,219,689,54,54,97,26,39,29,84,"1,283",206,25,97,29,52,"1,304",592,379,653,"1,048","1,217",682,"2,032","1,581",583,560,"1,504","1,905","3,104"
2020,8,40,"27,362",503,351,473,69,57,129,40,44,50,102,"1,990",307,43,196,42,76,"2,035",752,646,908,"1,441","2,029",851,"2,861","2,749",875,981,"2,151","2,122","2,489"
2020,8,50,"29,306",688,320,645,177,161,232,111,95,107,253,"1,707",400,130,373,88,186,"2,389",964,"1,042","1,378","1,954","2,693","1,053","1,967","2,709","1,164","1,239","1,668","2,007","1,406"
2020,8,60,"23,175",631,267,426,227,232,242,193,175,146,350,"1,182",383,166,460,104,226,"2,178",995,"1,316","1,329","1,691","1,765",936,863,"1,437","1,058",984,"1,109","1,376",728
2020,8,70,"14,404",468,164,240,268,169,217,191,172,133,331,643,322,192,324,98,226,"1,547",598,"1,015",881,943,820,505,468,826,557,541,586,730,229
2020,8,80,"8,460",336,132,175,207,179,189,172,156,143,313,392,230,195,232,97,219,778,305,479,451,393,442,201,260,480,297,271,280,341,115
2020,8,90,"1,392",63,26,46,46,29,21,27,20,34,58,62,34,26,40,19,21,125,63,67,68,49,68,32,33,84,49,53,42,59,28
2020,8,100,72,2,1,4,1,2,0,0,0,1,2,1,2,1,2,1,1,10,6,15,3,1,1,2,4,1,0,4,1,1,2
2020,9,총,"175,648","4,105","2,084","3,823","1,193",994,"1,355",805,766,741,"1,660","10,559","2,384",845,"2,049",565,"1,148","14,179","5,521","5,902","7,317","10,108","12,569","5,910","13,296","14,544","6,247","6,218","11,243","13,235","14,283"
2020,9,0,"13,805",295,173,441,23,25,50,8,21,22,25,"1,057",119,11,72,17,27,763,223,169,275,530,689,429,"1,605","1,062",323,334,"1,275","1,147","2,595"
2020,9,10,"16,725",324,237,221,54,30,92,19,19,41,72,"1,328",206,26,98,23,49,"1,135",352,311,515,806,"1,199",549,"1,760","1,726",535,577,"1,550","1,312","1,559"
2020,9,20,"20,193",360,201,443,65,56,85,24,28,36,69,961,180,34,157,45,69,"1,937",686,475,876,"1,307","1,688",672,"1,494","1,940",817,683,"1,105","2,177","1,523"
2020,9,30,"20,544",444,215,692,56,53,99,22,36,28,83,"1,257",201,25,97,30,50,"1,281",583,376,642,"1,024","1,197",679,"2,021","1,560",574,551,"1,478","1,920","3,270"
2020,9,40,"27,307",496,350,474,69,55,128,40,43,52,101,"1,963",304,40,195,42,76,"2,030",751,642,903,"1,406","2,005",842,"2,829","2,707",863,979,"2,136","2,118","2,668"
2020,9,50,"29,360",687,315,646,180,163,234,113,98,106,251,"1,700",400,127,373,89,184,"2,389",955,"1,029","1,365","1,936","2,677","1,054","1,959","2,706","1,161","1,243","1,675","2,032","1,513"
2020,9,60,"23,351",637,271,438,224,233,243,194,174,143,355,"1,203",383,169,458,102,225,"2,181",993,"1,320","1,337","1,702","1,775",944,868,"1,448","1,066",989,"1,115","1,396",765
2020,9,70,"14,389",465,163,238,269,169,211,188,171,135,327,630,322,192,323,97,223,"1,548",602,"1,017",883,952,824,506,467,825,558,539,583,726,236
2020,9,80,"8,496",333,132,182,204,180,192,173,156,143,317,398,228,195,233,100,223,779,303,479,447,395,447,202,257,478,301,267,282,346,124
2020,9,90,"1,406",62,26,44,49,28,21,24,20,34,58,61,39,25,41,19,21,126,67,69,71,49,67,31,32,91,48,52,43,60,28
2020,9,100,72,2,1,4,0,2,0,0,0,1,2,1,2,1,2,1,1,10,6,15,3,1,1,2,4,1,1,4,1,1,2
2020,10,총,"175,749","4,089","2,080","3,826","1,190",989,"1,347",802,762,737,"1,654","10,517","2,361",841,"2,047",560,"1,151","14,130","5,505","5,886","7,294","10,072","12,473","5,875","13,293","14,482","6,199","6,203","11,169","13,269","14,946"
2020,10,0,"13,747",285,173,438,23,23,48,8,18,22,26,"1,045",116,11,67,17,27,751,216,167,270,526,668,423,"1,593","1,060",319,332,"1,253","1,140","2,682"
2020,10,10,"16,705",322,237,217,54,31,89,19,18,41,71,"1,323",203,25,103,21,48,"1,147",345,315,506,794,"1,185",536,"1,762","1,704",526,567,"1,545","1,307","1,644"
2020,10,20,"20,229",358,197,436,62,57,84,24,29,36,66,950,179,33,151,44,69,"1,925",678,472,881,"1,305","1,675",676,"1,490","1,945",816,691,"1,096","2,202","1,602"
2020,10,30,"20,487",440,215,699,58,52,95,21,35,28,83,"1,245",194,26,98,31,52,"1,270",585,373,647,"1,014","1,171",676,"2,013","1,537",554,548,"1,443","1,914","3,370"
2020,10,40,"27,276",494,346,478,68,54,128,40,43,51,100,"1,947",305,40,195,40,75,"2,001",741,633,888,"1,399","1,990",825,"2,823","2,664",860,972,"2,130","2,127","2,819"
2020,10,50,"29,382",686,312,647,179,160,234,112,97,103,248,"1,704",396,126,373,86,186,"2,371",954,"1,012","1,359","1,926","2,661","1,053","1,977","2,713","1,145","1,237","1,675","2,039","1,611"
2020,10,60,"23,512",637,279,444,225,233,245,195,175,145,352,"1,209",386,167,459,104,227,"2,203","1,004","1,331","1,341","1,711","1,784",938,873,"1,452","1,065",994,"1,113","1,406",815
2020,10,70,"14,388",467,161,238,268,167,208,186,168,130,326,632,316,194,323,97,220,"1,532",602,"1,016",878,955,823,515,467,832,566,539,586,731,245
2020,10,80,"8,528",332,134,182,203,181,195,172,159,146,321,397,227,193,233,101,224,792,306,481,450,394,448,198,258,482,299,268,285,342,125
2020,10,90,"1,420",66,24,43,50,29,21,25,19,34,59,64,36,25,43,18,22,128,68,71,71,47,67,33,33,92,48,51,42,60,31
2020,10,100,75,2,2,4,0,2,0,0,1,1,2,1,3,1,2,1,1,10,6,15,3,1,1,2,4,1,1,4,1,1,2
2020,11,총,"175,827","4,059","2,078","3,884","1,188",990,"1,342",802,765,736,"1,649","10,509","2,369",838,"2,039",560,"1,153","14,081","5,471","5,858","7,269","10,020","12,448","5,837","13,288","14,470","6,180","6,176","11,141","13,270","15,357"
2020,11,0,"13,712",279,176,446,23,23,47,8,19,21,26,"1,037",115,12,67,17,27,742,207,162,265,512,657,409,"1,584","1,058",314,325,"1,235","1,127","2,772"
2020,11,10,"16,625",310,234,221,54,30,86,18,17,42,68,"1,308",202,25,102,21,47,"1,139",336,307,508,792,"1,182",536,"1,752","1,685",523,559,"1,551","1,286","1,684"
2020,11,20,"20,289",355,194,449,61,58,87,25,28,36,66,955,181,32,152,44,67,"1,931",680,468,873,"1,309","1,664",673,"1,497","1,952",801,695,"1,095","2,219","1,642"
2020,11,30,"20,414",438,216,705,59,52,92,22,34,25,84,"1,232",193,26,95,31,54,"1,244",578,378,634,991,"1,153",662,"2,013","1,534",548,539,"1,415","1,915","3,452"
2020,11,40,"27,278",487,343,493,66,54,125,39,45,54,98,"1,952",307,39,194,39,75,"1,997",733,624,883,"1,390","1,980",824,"2,810","2,645",852,963,"2,146","2,118","2,903"
2020,11,50,"29,347",679,320,651,180,159,231,114,94,103,251,"1,705",397,122,367,86,182,"2,366",946,995,"1,346","1,908","2,652","1,039","1,981","2,722","1,143","1,230","1,663","2,058","1,657"
2020,11,60,"23,706",641,275,455,222,233,249,197,178,145,349,"1,215",388,171,465,105,231,"2,205","1,006","1,345","1,358","1,717","1,813",944,887,"1,460","1,079","1,007","1,117","1,411",838
2020,11,70,"14,388",463,159,239,266,167,210,185,168,129,323,639,315,190,322,97,219,"1,528",605,"1,004",880,956,831,517,470,834,569,534,586,733,250
2020,11,80,"8,554",336,135,178,206,181,194,171,162,145,326,398,228,195,232,101,228,791,307,490,446,394,446,196,257,486,298,270,287,343,127
2020,11,90,"1,439",69,24,43,51,31,21,23,19,35,56,67,40,25,41,18,22,128,67,70,73,50,69,35,33,93,52,50,45,59,30
2020,11,100,75,2,2,4,0,2,0,0,1,1,2,1,3,1,2,1,1,10,6,15,3,1,1,2,4,1,1,4,1,1,2
2020,12,총,"175,989","4,051","2,071","3,931","1,186",983,"1,342",802,765,729,"1,639","10,481","2,351",838,"2,037",555,"1,157","14,047","5,459","5,847","7,243","9,992","12,427","5,802","13,303","14,443","6,167","6,169","11,122","13,360","15,690"
2020,12,0,"13,665",282,173,447,22,23,45,8,20,21,25,"1,016",110,13,66,16,27,734,207,159,256,504,657,391,"1,589","1,049",316,320,"1,223","1,127","2,819"
2020,12,10,"16,628",311,230,225,53,30,86,18,17,39,64,"1,298",200,24,102,21,47,"1,124",338,304,509,791,"1,169",529,"1,739","1,678",526,562,"1,562","1,283","1,749"
2020,12,20,"20,318",351,198,460,61,56,87,25,25,36,68,954,178,31,148,44,66,"1,948",671,474,870,"1,294","1,666",679,"1,502","1,941",790,681,"1,087","2,255","1,672"
2020,12,30,"20,381",437,216,713,58,52,91,22,33,23,84,"1,226",193,26,97,28,55,"1,237",566,370,624,979,"1,149",646,"2,008","1,523",554,544,"1,392","1,927","3,508"
2020,12,40,"27,241",477,340,499,67,53,125,39,46,54,94,"1,942",303,40,193,39,75,"1,981",743,615,878,"1,383","1,975",814,"2,803","2,627",835,953,"2,150","2,123","2,975"
2020,12,50,"29,324",681,321,656,179,155,231,114,93,104,248,"1,707",396,119,360,85,182,"2,354",935,985,"1,339","1,908","2,633","1,032","1,991","2,731","1,139","1,226","1,663","2,064","1,693"
2020,12,60,"23,907",641,273,461,222,236,250,197,179,147,349,"1,226",389,173,469,107,235,"2,210","1,006","1,355","1,368","1,725","1,834",953,896,"1,471","1,087","1,026","1,127","1,434",861
2020,12,70,"14,399",459,158,240,266,164,209,185,167,127,321,644,313,188,324,97,214,"1,533",612,999,872,962,826,522,479,841,567,533,585,738,254
2020,12,80,"8,597",339,135,182,206,182,198,170,165,143,326,398,229,197,236,98,232,789,310,499,450,393,447,200,258,487,300,270,289,342,127
2020,12,90,"1,455",71,25,44,51,30,20,24,19,34,59,69,38,26,40,18,23,127,66,72,74,52,70,34,34,94,52,50,43,66,30
2020,12,100,74,2,2,4,1,2,0,0,1,1,1,1,2,1,2,2,1,10,5,15,3,1,1,2,4,1,1,4,1,1,2
2021,1,총,"175,950","4,043","2,070","3,963","1,180",985,"1,335",803,760,735,"1,644","10,477","2,360",830,"2,045",557,"1,152","13,971","5,451","5,833","7,208","9,961","12,392","5,780","13,267","14,404","6,160","6,145","11,093","13,368","15,978"
2021,1,0,"13,553",277,174,447,22,22,45,8,20,20,27,"1,016",115,13,68,16,26,718,207,158,258,506,644,372,"1,559","1,037",313,310,"1,198","1,115","2,842"
2021,1,10,"16,622",314,228,231,52,31,83,18,15,39,62,"1,291",201,23,101,23,47,"1,115",337,302,504,772,"1,165",534,"1,747","1,676",526,552,"1,559","1,268","1,806"
2021,1,20,"20,268",345,198,457,58,55,85,24,26,36,70,959,180,29,147,42,64,"1,931",668,475,860,"1,296","1,650",681,"1,503","1,916",773,677,"1,092","2,265","1,706"
2021,1,30,"20,322",435,216,713,53,52,92,21,33,23,79,"1,220",190,26,97,28,54,"1,213",569,363,616,982,"1,153",638,"1,987","1,523",555,544,"1,367","1,939","3,541"
2021,1,40,"27,215",481,339,506,68,53,123,39,45,56,93,"1,937",308,38,194,39,75,"1,969",741,612,864,"1,369","1,940",809,"2,801","2,610",842,944,"2,151","2,102","3,067"
2021,1,50,"29,259",678,324,662,180,152,231,116,88,107,251,"1,711",395,117,362,84,176,"2,333",921,975,"1,322","1,884","2,624","1,029","1,987","2,730","1,131","1,217","1,671","2,088","1,713"
2021,1,60,"24,107",644,271,475,224,240,250,196,181,149,353,"1,226",385,174,468,109,243,"2,227","1,009","1,363","1,371","1,735","1,860",955,911,"1,493","1,095","1,039","1,137","1,443",881
2021,1,70,"14,417",460,161,245,264,162,210,184,167,128,318,644,313,187,326,97,210,"1,533",616,996,882,964,832,528,476,834,564,535,589,736,256
2021,1,80,"8,650",337,132,179,207,186,196,174,165,143,330,402,231,195,239,99,230,791,314,502,453,397,450,198,261,491,306,274,286,348,134
2021,1,90,"1,462",70,25,44,51,30,20,23,19,33,60,70,40,27,41,18,26,131,64,72,75,55,72,34,31,93,54,49,42,63,30
2021,1,100,75,2,2,4,1,2,0,0,1,1,1,1,2,1,2,2,1,10,5,15,3,1,2,2,4,1,1,4,1,1,2
2021,2,총,"175,826","4,026","2,065","4,005","1,178",978,"1,330",802,760,727,"1,634","10,457","2,356",826,"2,043",554,"1,144","14,020","5,437","5,835","7,152","9,945","12,367","5,762","13,242","14,360","6,126","6,114","11,065","13,395","16,121"
2021,2,0,"13,460",271,169,450,22,21,48,8,18,20,22,"1,010",111,11,66,14,24,716,207,155,251,497,643,373,"1,541","1,031",312,305,"1,177","1,110","2,857"
2021,2,10,"16,595",311,222,236,49,29,82,16,17,38,60,"1,282",206,21,99,21,47,"1,116",338,303,502,773,"1,145",528,"1,745","1,672",522,545,"1,558","1,278","1,834"
2021,2,20,"20,213",347,203,461,57,56,84,24,26,34,72,966,176,31,149,41,63,"1,937",679,472,849,"1,300","1,641",674,"1,488","1,897",756,667,"1,095","2,265","1,703"
2021,2,30,"20,212",428,216,725,55,51,91,22,32,23,73,"1,202",187,27,98,26,53,"1,225",548,363,600,957,"1,146",625,"1,986","1,520",550,539,"1,343","1,935","3,566"
2021,2,40,"27,145",481,338,509,68,51,121,37,46,50,93,"1,935",305,37,192,38,71,"1,961",739,616,849,"1,368","1,926",807,"2,791","2,575",841,942,"2,151","2,103","3,104"
2021,2,50,"29,216",664,324,670,177,151,227,114,85,107,249,"1,696",397,118,358,84,174,"2,338",919,965,"1,314","1,884","2,622","1,033","1,990","2,718","1,124","1,214","1,675","2,088","1,737"
2021,2,60,"24,307",654,273,483,225,242,250,199,183,149,354,"1,246",382,174,476,113,245,"2,246","1,004","1,374","1,369","1,746","1,884",959,922,"1,520","1,090","1,047","1,142","1,462",894
2021,2,70,"14,430",459,162,242,262,159,209,183,166,128,314,649,317,182,324,96,208,"1,544",620,998,882,962,839,525,483,828,572,529,594,735,259
2021,2,80,"8,689",338,131,181,209,184,197,174,166,143,335,400,234,198,238,100,231,793,312,504,457,399,447,201,260,504,304,273,287,355,134
2021,2,90,"1,484",72,25,44,53,32,21,25,20,34,60,70,39,26,41,19,27,133,66,70,78,58,72,35,32,94,53,49,42,63,31
2021,2,100,75,1,2,4,1,2,0,0,1,1,2,1,2,1,2,2,1,11,5,15,1,1,2,2,4,1,2,4,1,1,2
2021,3,총,"175,461","4,022","2,062","4,058","1,170",971,"1,320",799,749,725,"1,623","10,462","2,358",816,"2,033",544,"1,142","14,006","5,394","5,728","7,109","9,876","12,325","5,734","13,227","14,345","6,120","6,085","11,035","13,402","16,221"
