년도,월,나이,창원시,의창구,동읍,북면,대산면,의창동,팔룡동,명곡동,봉림동,용지동,성산구,반송동,중앙동,상남동,사파동,가음정동,성주동,웅남동,마산합포구,구산면,진동면,진북면,진전면,현동,가포동,월영동,문화동,반월중앙동,완월동,자산동,교방동,노산동,오동동,합포동,산호동,마산회원구,내서읍,회원1동,회원2동,석전동,회성동,양덕1동,양덕2동,합성1동,합성2동,구암1동,구암2동,봉암동,진해구,중앙동,태평동,충무동,여좌동,태백동,경화동,병암동,석동,이동,자은동,덕산동,풍호동,웅천동,웅동1동,웅동2동,용지동
2021,4,60,"145,903","35,703","3,234","5,056","1,654","6,662","4,183","6,165","5,024","3,725","24,816","5,067","2,643","3,173","5,391","4,519","2,793","1,230","30,774","1,158","2,058",887,990,"1,720",219,"5,182","2,082","2,455","1,764","2,149","2,750",,"3,706","1,404","2,250","30,431","7,815","2,320","1,830","3,026","1,475","2,178","4,297","1,626","1,592","1,926","1,708",638,"24,179",,,"2,132","1,579","1,035","1,749","1,199","1,969","1,664","2,628","1,325","2,934","1,472",996,"3,497",
2021,4,70,"64,385","13,535","1,664","1,861",917,"2,457","1,227","2,279","1,837","1,293","7,069","1,648",817,759,"1,533","1,181",602,529,"16,829",702,"1,067",533,744,750,113,"2,329","1,231","1,506",911,"1,189","1,578",,"2,146",781,"1,249","15,003","3,436","1,437",981,"1,700",854,"1,068","1,771",854,863,906,816,317,"11,949",,,"1,420","1,239",728,879,657,758,801,"1,016",685,"1,106",648,473,"1,539",
2021,4,80,"27,018","5,798",868,916,514,935,491,844,712,518,"3,012",620,302,358,695,537,266,234,"7,246",334,468,315,516,286,47,811,541,681,451,473,594,,929,383,417,"5,531","1,442",590,359,553,376,357,628,290,258,303,259,116,"5,431",,,718,667,373,371,316,297,316,446,307,484,349,256,531,
2021,4,90,"3,620",828,101,152,75,133,68,104,115,80,447,89,54,62,93,79,36,34,"1,059",69,81,58,93,38,8,123,79,84,48,50,86,,127,45,70,609,141,59,56,53,43,38,81,35,21,41,28,13,677,,,92,77,46,40,39,44,42,53,28,53,47,44,72,
2021,4,100,153,37,5,7,3,9,1,6,5,1,10,3,1,4,1,1,0,0,55,1,1,1,1,0,2,5,4,8,3,4,16,,3,3,3,34,3,7,1,2,6,3,1,4,1,2,2,2,17,,,3,1,0,3,1,2,1,1,1,2,1,0,1,
2021,5,총,"1,034,130","260,346","19,875","43,447","7,145","50,765","37,481","41,677","30,165","29,791","212,396","41,441","22,978","27,910","45,144","40,729","26,396","7,798","179,657","4,235","12,210","3,453","3,936","14,171",964,"40,647","11,130","14,642","9,090","10,562","15,961",,"19,458","6,811","12,387","188,784","63,989","10,304","10,061","17,007","6,149","11,085","31,431","9,379","7,602","8,974","9,511","3,292","192,947",,,"16,985","8,555","4,936","11,243","7,470","17,372","8,604","21,435","10,184","25,831","12,926","6,435","40,971",
2021,5,0,"81,477","20,874","1,114","6,403",246,"4,261","3,030","2,288","1,432","2,100","15,861","3,147","1,154","2,024","3,339","3,594","2,155",448,"13,225",113,"1,078",64,52,"2,121",45,"4,317",488,841,394,462,"1,194",,"1,015",328,713,"12,765","4,896",366,653,"1,112",148,545,"3,087",662,259,391,499,147,"18,752",,,"1,461",327,172,"1,023",534,"1,432",357,"2,351","1,043","3,392","1,794",492,"4,374",
2021,5,10,"98,503","23,159","1,829","3,826",375,"4,606","3,791","3,885","2,179","2,668","22,463","5,236","1,453","3,320","4,720","3,967","3,022",745,"14,036",152,"1,034",141,136,"1,233",35,"3,927",687,"1,358",704,844,"1,304",,"1,144",401,936,"17,866","7,946",601,786,"1,239",324,835,"3,420",580,461,658,801,215,"20,979",,,"1,814",639,283,994,753,"2,405",534,"2,255","1,195","3,241",983,691,"5,192",
2021,5,20,"128,220","35,086","2,241","3,811",635,"6,965","5,559","6,402","4,853","4,620","31,681","5,517","4,535","4,087","6,477","6,019","4,042","1,004","19,195",285,"1,066",253,225,"1,185",127,"4,979","1,714","1,567","1,092","1,164","1,555",,"1,989",614,"1,380","21,761","8,132",930,"1,125","1,796",565,"1,310","3,316","1,130",932,945,"1,259",321,"20,497",,,"2,099",825,476,"1,143",780,"2,155","1,079","2,288","1,173","2,267","1,266",603,"4,343",
2021,5,30,"132,120","34,760","1,779","7,851",648,"7,037","5,435","4,230","3,749","4,031","28,875","4,471","4,283","3,452","6,227","6,181","3,332",929,"21,236",275,"1,405",197,177,"2,378",102,"5,978","1,092","1,469",835,905,"1,979",,"2,240",738,"1,466","21,014","6,386",903,"1,319","2,306",531,"1,275","3,968","1,257",762,858,"1,068",381,"26,235",,,"2,163",674,367,"1,487",787,"2,110",990,"3,154","1,280","3,813","2,462",715,"6,233",
2021,5,40,"166,936","40,508","3,118","7,373",772,"7,990","6,126","6,335","4,181","4,613","34,935","7,277","3,569","4,673","7,579","6,375","4,240","1,222","26,427",387,"1,945",310,284,"2,507",115,"6,462","1,353","2,229","1,194","1,427","2,426",,"2,975",979,"1,834","29,699","11,306","1,358","1,369","2,359",704,"1,563","5,579","1,316","1,080","1,179","1,370",516,"35,367",,,"2,914","1,168",607,"1,740","1,250","3,379","1,286","3,786","1,721","5,066","2,096","1,089","9,265",
2021,5,50,"184,757","49,728","3,888","6,124","1,311","9,661","7,528","9,101","6,020","6,095","42,912","8,331","4,135","5,934","9,017","8,222","5,857","1,416","29,502",752,"1,988",687,709,"1,918",156,"6,432","1,847","2,449","1,711","1,928","2,488",,"3,210","1,151","2,076","33,920","12,404","1,717","1,588","2,845","1,138","1,911","5,252","1,627","1,362","1,754","1,689",633,"28,695",,,"2,189","1,374",848,"1,810","1,159","2,774","1,519","3,432","1,418","3,449","1,784","1,074","5,865",
2021,5,60,"146,868","35,962","3,264","5,112","1,653","6,698","4,230","6,184","5,054","3,767","25,087","5,097","2,667","3,222","5,457","4,572","2,832","1,240","30,934","1,159","2,076",891,995,"1,742",220,"5,258","2,091","2,459","1,763","2,145","2,767",,"3,704","1,397","2,267","30,574","7,888","2,322","1,826","3,052","1,474","2,183","4,322","1,628","1,603","1,926","1,724",626,"24,311",,,"2,124","1,578","1,037","1,755","1,192","2,005","1,667","2,649","1,329","2,954","1,491",996,"3,534",
2021,5,70,"64,459","13,605","1,669","1,877",920,"2,476","1,227","2,285","1,855","1,296","7,096","1,651",823,772,"1,534","1,179",610,527,"16,780",707,"1,059",536,741,758,112,"2,340","1,227","1,503",902,"1,175","1,579",,"2,130",772,"1,239","15,004","3,442","1,439",982,"1,689",853,"1,070","1,776",852,858,911,813,319,"11,974",,,"1,408","1,229",723,881,659,765,811,"1,020",686,"1,113",656,473,"1,550",
2021,5,80,"27,080","5,799",863,911,507,933,486,859,720,520,"3,027",620,306,359,703,538,267,234,"7,258",337,477,315,524,291,46,827,551,680,446,465,586,,923,382,408,"5,556","1,448",600,359,557,367,357,629,289,264,309,259,118,"5,440",,,715,667,375,372,316,299,316,446,310,480,350,257,537,
2021,5,90,"3,614",836,105,153,76,134,68,103,117,80,448,90,52,63,90,81,39,33,"1,041",67,81,58,92,38,6,124,80,82,48,45,79,,127,47,67,603,138,61,54,51,42,36,81,36,20,42,28,14,686,,,96,74,47,38,39,46,44,53,28,55,44,45,77,
2021,5,100,96,29,5,6,2,4,1,5,5,1,11,4,1,4,1,1,0,0,23,1,1,1,1,0,0,3,0,5,1,2,4,,1,2,1,22,3,7,0,1,3,0,1,2,1,1,1,2,11,,,2,0,1,0,1,2,1,1,1,1,0,0,1,
2021,6,총,"1,034,527","260,018","19,831","43,427","7,133","50,728","37,352","41,657","30,155","29,735","212,180","41,406","22,950","27,912","45,069","40,677","26,370","7,796","180,374","4,222","12,187","3,441","3,936","14,101",960,"41,360","11,124","14,615","9,067","10,544","16,011",,"19,405","7,045","12,356","188,525","63,921","10,285","10,066","17,040","6,127","11,066","31,416","9,368","7,559","8,933","9,480","3,264","193,430",,,"16,978","8,521","4,914","11,219","7,478","17,433","8,593","21,409","10,167","25,837","12,932","6,424","41,525",
2021,6,0,"81,179","20,791","1,104","6,377",244,"4,234","3,031","2,282","1,431","2,088","15,735","3,129","1,138","2,003","3,305","3,585","2,139",436,"13,288",106,"1,066",63,50,"2,094",46,"4,418",486,833,391,457,"1,196",,998,374,710,"12,675","4,847",371,653,"1,113",148,540,"3,068",652,259,389,494,141,"18,690",,,"1,440",322,171,"1,011",533,"1,428",345,"2,347","1,040","3,363","1,805",486,"4,399",
2021,6,10,"98,463","23,112","1,820","3,853",374,"4,589","3,788","3,860","2,168","2,660","22,358","5,207","1,448","3,299","4,703","3,960","2,996",745,"14,118",148,"1,032",137,137,"1,236",34,"3,981",691,"1,356",701,849,"1,310",,"1,145",419,942,"17,824","7,918",598,785,"1,246",320,826,"3,431",581,456,648,797,218,"21,051",,,"1,812",634,277,994,764,"2,415",528,"2,261","1,199","3,255",980,683,"5,249",
2021,6,20,"128,124","34,989","2,232","3,795",634,"6,949","5,517","6,401","4,863","4,598","31,655","5,508","4,545","4,099","6,439","6,020","4,037","1,007","19,237",286,"1,064",248,224,"1,179",128,"5,027","1,712","1,567","1,081","1,162","1,548",,"1,978",648,"1,385","21,653","8,114",915,"1,113","1,795",548,"1,317","3,299","1,126",926,939,"1,254",307,"20,590",,,"2,115",824,473,"1,141",774,"2,158","1,079","2,280","1,167","2,264","1,263",601,"4,451",
2021,6,30,"131,849","34,556","1,766","7,769",641,"7,009","5,395","4,227","3,735","4,014","28,799","4,480","4,263","3,425","6,231","6,151","3,333",916,"21,360",275,"1,373",198,174,"2,347",101,"6,162","1,078","1,444",828,903,"1,980",,"2,234",813,"1,450","20,930","6,349",903,"1,322","2,308",538,"1,272","3,968","1,239",756,851,"1,045",379,"26,204",,,"2,131",663,372,"1,474",781,"2,118",969,"3,138","1,274","3,778","2,444",720,"6,342",
2021,6,40,"167,185","40,537","3,115","7,428",770,"8,009","6,101","6,324","4,163","4,627","34,877","7,260","3,555","4,694","7,547","6,359","4,235","1,227","26,587",386,"1,966",308,280,"2,502",113,"6,579","1,369","2,229","1,195","1,435","2,448",,"2,954","1,009","1,814","29,672","11,294","1,357","1,379","2,362",698,"1,554","5,588","1,325","1,061","1,169","1,370",515,"35,512",,,"2,932","1,158",600,"1,743","1,250","3,403","1,299","3,779","1,724","5,090","2,105","1,079","9,350",
2021,6,50,"184,381","49,517","3,871","6,111","1,302","9,623","7,475","9,063","6,012","6,060","42,787","8,289","4,137","5,923","9,003","8,171","5,843","1,421","29,494",748,"1,978",683,706,"1,912",156,"6,497","1,835","2,445","1,702","1,904","2,484",,"3,206","1,171","2,067","33,825","12,398","1,717","1,592","2,832","1,133","1,896","5,210","1,625","1,361","1,747","1,688",626,"28,758",,,"2,182","1,378",841,"1,798","1,153","2,771","1,509","3,437","1,417","3,447","1,784","1,075","5,966",
2021,6,60,"147,857","36,216","3,291","5,134","1,662","6,751","4,257","6,238","5,091","3,792","25,356","5,156","2,680","3,266","5,501","4,644","2,862","1,247","31,135","1,162","2,084",895,"1,008","1,742",218,"5,365","2,099","2,469","1,772","2,150","2,782",,"3,702","1,412","2,275","30,699","7,934","2,307","1,828","3,072","1,480","2,191","4,363","1,640","1,605","1,925","1,725",629,"24,451",,,"2,141","1,568","1,030","1,767","1,197","2,030","1,681","2,654","1,322","2,983","1,502",998,"3,578",
2021,6,70,"64,644","13,649","1,675","1,889",921,"2,496","1,233","2,295","1,842","1,298","7,127","1,653",823,779,"1,544","1,179",619,530,"16,812",704,"1,062",534,739,763,113,"2,368","1,228","1,511",900,"1,173","1,586",,"2,127",771,"1,233","15,032","3,458","1,444",982,"1,698",849,"1,080","1,776",849,850,914,815,317,"12,024",,,"1,414","1,232",730,885,666,763,818,"1,015",680,"1,121",654,476,"1,570",
2021,6,80,"27,164","5,797",851,913,507,934,485,859,731,517,"3,031",632,311,358,703,528,267,232,"7,282",338,480,316,527,288,45,835,545,679,448,464,592,,932,381,412,"5,595","1,469",602,358,561,372,354,630,294,265,309,264,117,"5,459",,,714,668,373,368,320,300,321,446,315,480,353,262,539,
2021,6,90,"3,593",831,104,152,76,131,69,103,116,80,443,88,49,61,92,79,39,35,"1,038",68,81,58,89,38,6,126,81,77,48,45,81,,128,45,67,601,138,64,54,52,38,36,83,35,19,42,27,13,680,,,94,74,46,38,39,45,43,51,28,55,42,44,81,
2021,6,100,88,23,2,6,2,3,1,5,3,1,12,4,1,5,1,1,0,0,23,1,1,1,2,0,0,2,0,5,1,2,4,,1,2,1,19,2,7,0,1,3,0,0,2,1,0,1,2,11,,,3,0,1,0,1,2,1,1,1,1,0,0,0,
2021,7,총,"1,034,635","218,589","19,815","43,440","7,159","50,677","25,808","41,561","30,129",0,"253,362","41,395","34,547","27,885","45,095","40,670","26,335","7,781","180,600","4,208","12,183","3,429","3,920","14,124",963,"41,675","11,109","14,594","9,057","10,462","15,992",,"19,422","7,152","12,310","188,322","63,853","10,278","10,056","17,043","6,123","11,055","31,371","9,355","7,521","8,928","9,471","3,268","193,762",,,"16,958","8,501","4,868","11,173","7,493","17,497","8,568","21,360","10,162","25,840","12,930","6,419","41,993","29,654"
2021,7,0,"80,875","17,534","1,091","6,353",249,"4,209","1,953","2,255","1,424",0,"18,808","3,124","2,199","1,993","3,299","3,569","2,122",440,"13,292",104,"1,058",60,49,"2,097",47,"4,463",479,822,385,446,"1,199",,996,383,704,"12,582","4,781",368,655,"1,113",148,536,"3,060",650,249,389,492,141,"18,659",,,"1,417",312,169,991,533,"1,432",343,"2,330","1,036","3,354","1,795",483,"4,464","2,062"
2021,7,10,"98,399","19,363","1,802","3,889",374,"4,596","2,703","3,851","2,148",0,"26,017","5,183","2,516","3,282","4,683","3,956","2,989",743,"14,126",149,"1,038",137,135,"1,243",35,"3,996",684,"1,347",699,839,"1,309",,"1,155",424,936,"17,797","7,920",606,778,"1,242",313,828,"3,437",571,459,642,789,212,"21,096",,,"1,818",632,277,992,765,"2,424",524,"2,245","1,204","3,277",985,682,"5,271","2,665"
2021,7,20,"127,826","28,585","2,233","3,758",625,"6,906","3,851","6,346","4,866",0,"37,858","5,491","6,250","4,106","6,417","6,001","4,029",994,"19,179",283,"1,060",245,221,"1,170",128,"5,039","1,709","1,555","1,075","1,150","1,539",,"1,974",668,"1,363","21,586","8,095",912,"1,116","1,789",549,"1,312","3,280","1,121",913,931,"1,263",305,"20,618",,,"2,120",817,463,"1,133",771,"2,169","1,065","2,274","1,162","2,260","1,258",607,"4,519","4,570"
2021,7,30,"131,553","28,651","1,778","7,707",648,"6,948","3,621","4,238","3,711",0,"34,563","4,478","6,043","3,407","6,256","6,156","3,312",908,"21,382",271,"1,369",197,170,"2,322",102,"6,247","1,073","1,434",824,892,"1,987",,"2,214",838,"1,442","20,799","6,286",893,"1,331","2,305",532,"1,256","3,938","1,246",741,850,"1,038",383,"26,158",,,"2,126",669,364,"1,456",783,"2,122",978,"3,103","1,270","3,747","2,436",708,"6,396","4,003"
2021,7,40,"167,183","34,182","3,092","7,473",776,"8,027","4,397","6,275","4,142",0,"41,169","7,261","5,263","4,689","7,534","6,375","4,221","1,217","26,614",384,"1,967",303,278,"2,530",111,"6,607","1,376","2,223","1,185","1,415","2,435",,"2,959","1,032","1,809","29,624","11,266","1,358","1,361","2,359",706,"1,562","5,585","1,317","1,057","1,177","1,366",510,"35,594",,,"2,926","1,143",588,"1,731","1,244","3,406","1,295","3,772","1,715","5,104","2,124","1,082","9,464","4,609"
2021,7,50,"184,173","40,965","3,867","6,106","1,298","9,592","5,033","9,065","6,004",0,"51,234","8,275","6,582","5,925","9,008","8,140","5,840","1,415","29,470",732,"1,971",681,702,"1,900",155,"6,522","1,832","2,447","1,701","1,895","2,480",,"3,204","1,181","2,067","33,718","12,400","1,703","1,583","2,828","1,120","1,894","5,183","1,623","1,352","1,734","1,669",629,"28,786",,,"2,186","1,375",839,"1,781","1,159","2,780","1,499","3,424","1,420","3,445","1,779","1,071","6,028","6,049"
2021,7,60,"148,833","31,361","3,311","5,191","1,675","6,825","2,965","6,268","5,126",0,"30,677","5,198","4,006","3,286","5,552","4,676","2,892","1,264","31,301","1,165","2,090",895,"1,009","1,765",220,"5,440","2,108","2,481","1,787","2,146","2,782",,"3,723","1,420","2,270","30,878","8,014","2,311","1,827","3,081","1,487","2,202","4,389","1,647","1,606","1,937","1,742",635,"24,616",,,"2,142","1,577","1,029","1,792","1,201","2,052","1,672","2,688","1,324","2,997","1,509","1,000","3,633","3,803"
2021,7,70,"64,728","12,035","1,676","1,895",919,"2,495",902,"2,301","1,847",0,"8,777","1,664","1,156",773,"1,545","1,193",626,530,"16,832",709,"1,067",536,735,768,114,"2,385","1,217","1,519",900,"1,170","1,579",,"2,126",772,"1,235","15,040","3,456","1,446",984,"1,695",849,"1,073","1,786",847,857,914,815,318,"12,044",,,"1,410","1,233",720,882,672,765,824,"1,023",684,"1,115",650,481,"1,585","1,290"
2021,7,80,"27,354","5,161",858,912,515,943,339,853,741,0,"3,697",631,456,356,706,528,264,233,"7,333",342,479,313,529,291,45,849,548,686,450,465,594,,939,385,418,"5,668","1,491",610,366,575,380,352,627,296,267,315,269,120,"5,495",,,714,669,371,378,325,300,323,448,317,485,353,260,552,523
2021,7,90,"3,623",730,105,151,78,133,42,104,117,0,551,87,75,64,94,75,40,37,"1,049",68,83,61,90,38,6,125,83,75,50,42,85,,131,47,65,610,142,64,55,55,35,40,86,35,19,39,27,13,683,,,96,73,47,37,39,45,44,52,29,55,40,45,81,79
2021,7,100,88,22,2,5,2,3,2,5,3,0,11,3,1,4,1,1,0,0,22,1,1,1,2,0,0,2,0,5,1,2,3,,1,2,1,20,2,7,0,1,4,0,0,2,1,0,1,2,13,,,3,1,1,0,1,2,1,1,1,1,1,0,0,1
2021,8,총,"1,034,150","218,422","19,774","43,445","7,145","50,547","25,894","41,509","30,108",,"252,996","41,320","34,526","27,836","44,949","40,592","26,386","7,768","180,795","4,209","12,174","3,411","3,900","14,111","1,014","42,000","11,078","14,535","9,019","10,395","16,058",,"19,408","7,215","12,268","187,941","63,781","10,246","10,044","16,982","6,100","11,054","31,312","9,308","7,499","8,908","9,432","3,275","193,996",,,"16,947","8,471","4,818","11,134","7,489","17,501","8,599","21,342","10,139","25,822","12,985","6,386","42,363","29,619"
2021,8,0,"80,493","17,412","1,072","6,318",244,"4,162","1,960","2,239","1,417",,"18,738","3,113","2,193","1,986","3,277","3,567","2,130",437,"13,302",104,"1,052",59,47,"2,083",54,"4,517",473,818,375,432,"1,210",,986,393,699,"12,476","4,735",361,650,"1,099",149,528,"3,042",645,252,388,485,142,"18,565",,,"1,396",307,167,988,529,"1,419",341,"2,303","1,028","3,324","1,805",472,"4,486","2,035"
2021,8,10,"98,317","19,351","1,785","3,943",375,"4,591","2,679","3,831","2,147",,"25,928","5,176","2,510","3,276","4,673","3,922","2,989",732,"14,143",150,"1,030",133,135,"1,245",42,"4,020",673,"1,346",700,838,"1,320",,"1,149",426,936,"17,766","7,903",605,777,"1,243",315,831,"3,447",564,447,637,784,213,"21,129",,,"1,811",622,280,991,768,"2,426",527,"2,252","1,193","3,296",992,675,"5,296","2,650"
2021,8,20,"127,291","28,466","2,221","3,723",618,"6,848","3,890","6,322","4,844",,"37,609","5,417","6,222","4,065","6,358","5,960","4,020",993,"19,115",285,"1,069",243,218,"1,166",132,"5,054","1,706","1,524","1,067","1,142","1,535",,"1,964",672,"1,338","21,442","8,042",907,"1,109","1,778",536,"1,310","3,270","1,100",917,923,"1,242",308,"20,659",,,"2,133",812,457,"1,122",774,"2,179","1,076","2,252","1,171","2,248","1,261",609,"4,565","4,574"
2021,8,30,"131,257","28,588","1,767","7,645",647,"6,902","3,667","4,242","3,718",,"34,534","4,496","6,029","3,422","6,227","6,136","3,337",896,"21,412",269,"1,354",198,167,"2,308",116,"6,307","1,061","1,447",799,883,"1,992",,"2,224",851,"1,436","20,668","6,282",877,"1,319","2,267",527,"1,260","3,899","1,247",731,843,"1,036",380,"26,055",,,"2,122",666,353,"1,446",784,"2,096",975,"3,104","1,246","3,699","2,418",696,"6,450","3,991"
2021,8,40,"166,816","34,103","3,080","7,495",769,"8,023","4,378","6,211","4,147",,"40,984","7,235","5,249","4,667","7,465","6,353","4,204","1,227","26,654",385,"1,973",298,279,"2,528",119,"6,651","1,380","2,196","1,192","1,405","2,445",,"2,946","1,045","1,812","29,462","11,211","1,352","1,359","2,354",700,"1,553","5,565","1,299","1,040","1,171","1,352",506,"35,613",,,"2,898","1,130",585,"1,713","1,227","3,415","1,294","3,762","1,716","5,125","2,152","1,073","9,523","4,584"
2021,8,50,"184,230","41,000","3,863","6,132","1,298","9,598","5,055","9,071","5,983",,"51,190","8,264","6,576","5,924","9,002","8,129","5,846","1,398","29,432",722,"1,951",676,697,"1,902",156,"6,574","1,830","2,428","1,673","1,875","2,499",,"3,201","1,193","2,055","33,710","12,415","1,705","1,587","2,815","1,117","1,893","5,177","1,611","1,357","1,738","1,668",627,"28,898",,,"2,202","1,375",819,"1,775","1,166","2,782","1,496","3,427","1,418","3,468","1,783","1,072","6,115","6,051"
2021,8,60,"149,583","31,507","3,336","5,219","1,679","6,852","2,973","6,311","5,137",,"30,928","5,223","4,040","3,314","5,590","4,718","2,928","1,280","31,442","1,169","2,109",892,"1,010","1,770",226,"5,499","2,105","2,496","1,806","2,145","2,777",,"3,738","1,426","2,274","30,963","8,067","2,310","1,827","3,092","1,484","2,205","4,403","1,652","1,602","1,932","1,750",639,"24,743",,,"2,145","1,574","1,033","1,797","1,200","2,069","1,689","2,703","1,334","3,006","1,525",994,"3,674","3,835"
2021,8,70,"64,956","12,058","1,680","1,906",918,"2,491",905,"2,307","1,851",,"8,822","1,687","1,167",763,"1,553","1,202",620,532,"16,864",714,"1,071",538,730,775,117,"2,401","1,217","1,507",901,"1,164","1,595",,"2,126",777,"1,231","15,112","3,480","1,445",993,"1,698",847,"1,079","1,795",851,864,915,821,324,"12,100",,,"1,420","1,233",711,882,672,769,831,"1,035",683,"1,115",649,489,"1,611","1,298"
2021,8,80,"27,470","5,183",861,915,514,945,342,860,746,,"3,696",619,463,353,710,530,268,234,"7,355",342,479,311,523,297,46,850,549,693,453,467,596,,946,382,421,"5,706","1,501",612,367,580,384,355,628,301,269,323,266,120,"5,530",,,718,675,366,383,327,298,325,451,320,484,362,262,559,519
2021,8,90,"3,649",732,107,144,81,132,43,110,115,,556,87,76,62,93,74,44,39,"1,055",68,85,62,92,37,6,125,84,75,52,43,86,,127,48,65,616,143,65,56,55,37,40,86,36,19,38,27,14,690,,,98,76,46,37,41,46,44,52,29,56,37,44,84,81
2021,8,100,88,22,2,5,2,3,2,5,3,,11,3,1,4,1,1,0,0,21,1,1,1,2,0,0,2,0,5,1,1,3,,1,2,1,20,2,7,0,1,4,0,0,2,1,0,1,2,14,,,4,1,1,0,1,2,1,1,1,1,1,0,0,1
2021,9,총,"1,033,979","218,376","19,803","43,426","7,129","50,470","25,927","41,496","30,125",,"252,776","41,229","34,613","27,828","44,866","40,501","26,340","7,765","180,954","4,204","12,178","3,400","3,877","14,117","1,082","42,135","11,089","14,505","9,012","10,349","16,090",,"19,388","7,235","12,293","187,618","63,662","10,217","10,040","16,959","6,081","11,040","31,258","9,305","7,490","8,886","9,416","3,264","194,255",,,"16,944","8,448","4,672","11,138","7,474","17,498","8,607","21,308","10,162","25,812","12,980","6,541","42,671","29,634"
2021,9,0,"80,134","17,338","1,060","6,282",240,"4,155","1,966","2,219","1,416",,"18,645","3,090","2,193","1,986","3,254","3,529","2,128",432,"13,267",106,"1,045",57,43,"2,078",57,"4,530",471,812,370,417,"1,215",,975,398,693,"12,393","4,692",356,652,"1,098",157,527,"3,017",631,248,388,488,139,"18,491",,,"1,376",301,165,978,524,"1,399",346,"2,276","1,018","3,321","1,793",479,"4,515","2,033"
2021,9,10,"98,217","19,309","1,787","3,959",371,"4,561","2,663","3,831","2,137",,"25,841","5,164","2,493","3,268","4,636","3,918","2,984",737,"14,188",150,"1,027",131,138,"1,261",49,"4,031",669,"1,341",701,841,"1,325",,"1,158",423,943,"17,727","7,880",596,779,"1,224",314,833,"3,468",563,447,636,775,212,"21,152",,,"1,798",622,275,994,761,"2,432",520,"2,254","1,197","3,308",994,685,"5,312","2,641"
2021,9,20,"126,936","28,373","2,210","3,691",621,"6,795","3,890","6,289","4,877",,"37,459","5,370","6,229","4,064","6,347","5,924","3,982",987,"19,062",277,"1,064",247,208,"1,142",140,"5,056","1,719","1,520","1,060","1,126","1,533",,"1,952",676,"1,342","21,328","8,008",905,"1,095","1,772",528,"1,293","3,233","1,112",924,915,"1,240",303,"20,714",,,"2,166",801,451,"1,116",773,"2,190","1,082","2,256","1,173","2,216","1,257",633,"4,600","4,556"
2021,9,30,"130,939","28,513","1,758","7,605",640,"6,877","3,701","4,224","3,708",,"34,571","4,493","6,074","3,436","6,189","6,121","3,338",896,"21,398",265,"1,351",190,168,"2,304",128,"6,319","1,051","1,436",798,882,"2,000",,"2,220",860,"1,426","20,529","6,235",870,"1,318","2,264",526,"1,249","3,882","1,227",712,840,"1,033",373,"25,928",,,"2,109",661,342,"1,431",773,"2,072",979,"3,073","1,245","3,657","2,396",723,"6,467","4,024"
2021,9,40,"166,638","33,996","3,061","7,531",768,"7,987","4,350","6,183","4,116",,"40,820","7,171","5,239","4,634","7,452","6,337","4,178","1,224","26,658",387,"1,978",296,276,"2,544",135,"6,663","1,371","2,184","1,184","1,386","2,441",,"2,940","1,054","1,819","29,451","11,199","1,339","1,365","2,355",698,"1,550","5,560","1,311","1,041","1,169","1,358",506,"35,713",,,"2,888","1,127",573,"1,718","1,222","3,408","1,293","3,768","1,716","5,143","2,159","1,096","9,602","4,585"
2021,9,50,"184,466","41,065","3,889","6,133","1,285","9,626","5,076","9,094","5,962",,"51,184","8,274","6,588","5,917","8,994","8,115","5,849","1,403","29,494",718,"1,957",670,693,"1,899",162,"6,599","1,848","2,443","1,660","1,872","2,516",,"3,200","1,189","2,068","33,685","12,422","1,712","1,586","2,811","1,115","1,889","5,176","1,605","1,362","1,724","1,660",623,"29,038",,,"2,210","1,379",793,"1,782","1,169","2,796","1,485","3,415","1,427","3,472","1,800","1,100","6,210","6,044"
2021,9,60,"150,045","31,681","3,361","5,242","1,684","6,874","2,977","6,360","5,183",,"31,107","5,249","4,084","3,337","5,620","4,740","2,943","1,281","31,493","1,172","2,116",892,"1,006","1,767",237,"5,538","2,113","2,488","1,828","2,137","2,773",,"3,730","1,419","2,277","30,962","8,084","2,312","1,818","3,093","1,472","2,216","4,399","1,660","1,595","1,930","1,744",639,"24,802",,,"2,152","1,574",993,"1,811","1,204","2,077","1,691","2,713","1,345","3,013","1,522","1,016","3,691","3,853"
2021,9,70,"65,204","12,117","1,687","1,912",924,"2,515",912,"2,315","1,852",,"8,887","1,707","1,177",768,"1,567","1,214",632,529,"16,909",716,"1,070",540,724,779,122,"2,418","1,220","1,503",900,"1,172","1,599",,"2,130",779,"1,237","15,154","3,481","1,439","1,004","1,699",848,"1,086","1,805",852,866,920,822,332,"12,137",,,"1,420","1,231",681,887,671,771,842,"1,038",683,"1,140",653,496,"1,624","1,293"
2021,9,80,"27,639","5,223",878,923,513,942,347,867,753,,"3,691",620,461,350,711,527,262,238,"7,399",343,485,308,525,305,46,854,546,695,459,471,599,,954,387,422,"5,760","1,518",614,368,589,383,359,633,307,273,327,268,121,"5,566",,,719,671,354,385,337,302,325,459,326,486,368,269,565,522
2021,9,90,"3,673",739,110,143,81,135,43,109,118,,561,88,74,65,95,75,44,38,"1,064",69,84,68,94,38,6,124,81,78,51,44,86,,128,48,65,608,141,67,55,53,36,38,85,34,21,37,27,14,701,,,103,80,44,36,39,49,43,55,31,55,37,44,85,82
