년도,월,나이,경기도 파주시,경기도 파주시 문산읍,경기도 파주시 파주읍,경기도 파주시 법원읍,경기도 파주시 조리읍,경기도 파주시 월롱면,경기도 파주시 탄현면,경기도 파주시 광탄면,경기도 파주시 파평면,경기도 파주시 적성면,경기도 파주시 군내면,경기도 파주시 장단출장소,경기도 파주시 장단면,경기도 파주시 진동면,경기도 파주시 진서면,경기도 파주시 금촌1동,경기도 파주시 금촌2동,경기도 파주시 금촌3동,경기도 파주시 교하동,경기도 파주시 운정1동,경기도 파주시 운정2동,경기도 파주시 운정3동
2020,5,20,"29,232","3,072",877,802,"2,106","1,314",845,783,274,592,0.0,34.0,0,3.0,0.0,"1,924","2,161","2,067","2,440","2,459","3,093","4,386"
2020,5,30,"35,579","4,424",787,534,"1,717","1,841",919,654,146,495,0.0,26.0,0,5.0,0.0,"1,728","2,432","2,084","2,597","3,298","6,170","5,722"
2020,5,40,"40,644","3,952","1,025",745,"2,322",655,"1,250",799,224,497,0.0,53.0,0,5.0,0.0,"1,832","3,010","2,271","4,180","4,423","6,130","7,271"
2020,5,50,"37,034","3,568","1,442","1,238","3,119",817,"1,503","1,329",430,668,0.0,53.0,0,19.0,0.0,"2,383","2,603","2,392","3,467","3,319","3,522","5,162"
2020,5,60,"23,083","2,406","1,164","1,019","2,182",608,"1,041","1,194",382,632,0.0,49.0,0,16.0,0.0,"1,473","1,220","1,491","1,897","1,807","1,817","2,685"
2020,5,70,"12,458","1,503",636,593,"1,092",278,555,628,274,416,0.0,39.0,0,22.0,0.0,800,703,775,929,882,943,"1,390"
2020,5,80,"4,973",646,297,220,439,111,254,217,136,142,0.0,16.0,0,8.0,0.0,282,287,316,356,333,370,543
2020,5,90,487,80,34,26,44,7,24,31,10,15,0.0,1.0,0,2.0,0.0,25,26,29,30,27,35,41
2020,5,100,59,13,11,4,5,0,1,4,6,0,0.0,0.0,0,0.0,0.0,6,2,2,1,2,1,1
2020,6,총,"231,522","24,763","6,996","5,801","15,373","5,881","7,311","6,276","2,053","4,075",0.0,292.0,0,85.0,0.0,"11,941","16,510","14,098","20,887","22,240","30,650","36,290"
2020,6,0,"22,703","2,581",303,190,937,92,390,264,59,300,0.0,10.0,0,1.0,0.0,647,"1,856","1,226","2,055","2,712","4,695","4,385"
2020,6,10,"24,934","2,469",414,440,"1,398",165,530,366,105,307,0.0,14.0,0,3.0,0.0,836,"2,231","1,471","2,885","2,966","3,777","4,557"
2020,6,20,"29,332","3,099",885,803,"2,109","1,305",847,785,276,591,0.0,33.0,0,4.0,0.0,"1,925","2,150","2,074","2,458","2,464","3,094","4,430"
2020,6,30,"35,420","4,401",787,517,"1,711","1,836",913,650,148,492,0.0,25.0,0,5.0,0.0,"1,719","2,413","2,057","2,586","3,273","6,165","5,722"
2020,6,40,"40,720","3,979","1,017",747,"2,322",663,"1,240",803,218,502,0.0,53.0,0,5.0,0.0,"1,827","2,994","2,270","4,188","4,430","6,170","7,292"
2020,6,50,"37,078","3,559","1,441","1,233","3,111",806,"1,504","1,322",430,671,0.0,52.0,0,19.0,0.0,"2,380","2,608","2,381","3,476","3,322","3,543","5,220"
2020,6,60,"23,321","2,435","1,166","1,028","2,197",616,"1,048","1,205",389,635,0.0,49.0,0,17.0,0.0,"1,497","1,244","1,498","1,918","1,826","1,842","2,711"
2020,6,70,"12,476","1,501",636,590,"1,098",279,558,628,274,421,0.0,39.0,0,21.0,0.0,800,703,771,932,885,957,"1,383"
2020,6,80,"4,982",646,301,222,441,111,256,217,138,141,0.0,16.0,0,8.0,0.0,277,282,319,359,330,371,547
2020,6,90,497,80,35,27,44,8,24,32,10,15,0.0,1.0,0,2.0,0.0,27,27,29,29,30,35,42
2020,6,100,59,13,11,4,5,0,1,4,6,0,0.0,0.0,0,0.0,0.0,6,2,2,1,2,1,1
2020,7,총,"231,825","24,778","6,988","5,791","15,359","5,847","7,311","6,279","2,051","4,074",0.0,288.0,0,87.0,0.0,"11,904","16,506","14,100","20,848","22,444","30,721","36,449"
2020,7,0,"22,632","2,594",304,194,932,90,387,262,61,301,0.0,10.0,0,1.0,0.0,641,"1,845","1,217","2,030","2,701","4,682","4,380"
2020,7,10,"24,912","2,457",409,429,"1,387",163,524,368,104,306,0.0,13.0,0,4.0,0.0,829,"2,219","1,467","2,872","2,979","3,788","4,594"
2020,7,20,"29,458","3,115",875,801,"2,108","1,276",854,785,277,593,0.0,30.0,0,4.0,0.0,"1,906","2,165","2,083","2,461","2,557","3,121","4,447"
2020,7,30,"35,307","4,377",781,514,"1,698","1,845",915,641,145,490,0.0,25.0,0,6.0,0.0,"1,703","2,380","2,058","2,566","3,327","6,125","5,711"
2020,7,40,"40,743","3,993","1,003",748,"2,303",659,"1,236",806,218,498,0.0,53.0,0,5.0,0.0,"1,822","2,999","2,262","4,176","4,432","6,194","7,336"
2020,7,50,"37,231","3,570","1,454","1,222","3,123",796,"1,507","1,320",434,675,0.0,50.0,0,19.0,0.0,"2,381","2,620","2,384","3,484","3,347","3,580","5,265"
2020,7,60,"23,457","2,428","1,173","1,035","2,213",620,"1,050","1,215",388,635,0.0,51.0,0,17.0,0.0,"1,507","1,260","1,507","1,932","1,845","1,854","2,727"
2020,7,70,"12,520","1,503",640,595,"1,101",281,560,627,270,419,0.0,39.0,0,21.0,0.0,802,704,769,933,896,964,"1,396"
2020,7,80,"5,008",649,304,222,447,108,254,220,137,142,0.0,16.0,0,8.0,0.0,280,284,322,361,328,376,550
2020,7,90,498,79,34,27,42,9,23,31,11,15,0.0,1.0,0,2.0,0.0,27,28,29,32,30,36,42
2020,7,100,59,13,11,4,5,0,1,4,6,0,0.0,0.0,0,0.0,0.0,6,2,2,1,2,1,1
2020,8,총,"232,919","24,699","7,005","5,784","15,291","5,797","7,255","6,298","2,054","4,073",0.0,286.0,0,87.0,0.0,"11,856","16,341","14,038","20,762","22,318","30,476","38,499"
2020,8,0,"22,732","2,552",309,188,913,89,376,263,56,300,0.0,10.0,0,1.0,0.0,621,"1,796","1,199","1,963","2,634","4,598","4,864"
2020,8,10,"24,968","2,448",410,422,"1,380",159,523,366,102,306,0.0,13.0,0,4.0,0.0,820,"2,203","1,458","2,864","2,949","3,760","4,781"
2020,8,20,"29,569","3,119",878,811,"2,088","1,252",840,785,280,584,0.0,30.0,0,4.0,0.0,"1,923","2,153","2,081","2,475","2,581","3,126","4,559"
2020,8,30,"35,462","4,326",783,514,"1,677","1,815",903,645,148,491,0.0,22.0,0,6.0,0.0,"1,681","2,313","2,013","2,541","3,293","6,015","6,276"
2020,8,40,"40,927","3,994","1,004",737,"2,291",659,"1,225",804,212,499,0.0,53.0,0,5.0,0.0,"1,800","2,972","2,262","4,129","4,398","6,137","7,746"
2020,8,50,"37,426","3,582","1,450","1,225","3,112",789,"1,500","1,328",441,675,0.0,51.0,0,19.0,0.0,"2,388","2,620","2,379","3,519","3,338","3,598","5,412"
2020,8,60,"23,677","2,435","1,178","1,041","2,232",633,"1,052","1,220",392,641,0.0,51.0,0,17.0,0.0,"1,507","1,264","1,513","1,940","1,866","1,861","2,834"
2020,8,70,"12,540","1,501",645,594,"1,102",282,556,631,266,416,0.0,39.0,0,20.0,0.0,805,703,777,933,892,966,"1,412"
2020,8,80,"5,048",649,302,219,447,108,257,221,140,145,0.0,16.0,0,9.0,0.0,277,286,325,364,335,377,571
2020,8,90,511,80,35,29,44,11,22,31,11,16,0.0,1.0,0,2.0,0.0,28,29,29,33,30,37,43
2020,8,100,59,13,11,4,5,0,1,4,6,0,0.0,0.0,0,0.0,0.0,6,2,2,1,2,1,1
2020,9,총,"233,949","24,711","7,019","5,755","15,276","5,751","7,225","6,267","2,052","4,079",0.0,283.0,0,87.0,0.0,"11,855","16,249","13,988","21,041","22,300","30,320","39,691"
2020,9,0,"22,772","2,532",312,189,906,92,365,254,54,305,0.0,10.0,0,1.0,0.0,609,"1,762","1,176","1,980","2,602","4,542","5,081"
2020,9,10,"25,030","2,445",413,418,"1,378",161,524,362,99,303,0.0,13.0,0,4.0,0.0,812,"2,202","1,452","2,911","2,924","3,749","4,860"
2020,9,20,"29,720","3,142",886,797,"2,061","1,242",843,787,280,581,0.0,30.0,0,4.0,0.0,"1,943","2,146","2,079","2,504","2,604","3,125","4,666"
2020,9,30,"35,470","4,293",769,513,"1,661","1,762",882,628,150,497,0.0,22.0,0,6.0,0.0,"1,669","2,288","1,976","2,598","3,266","5,932","6,558"
2020,9,40,"41,153","3,988","1,008",729,"2,309",665,"1,220",797,210,490,0.0,53.0,0,5.0,0.0,"1,798","2,943","2,272","4,160","4,372","6,108","8,026"
2020,9,50,"37,651","3,606","1,450","1,214","3,106",794,"1,494","1,324",441,674,0.0,51.0,0,19.0,0.0,"2,389","2,623","2,387","3,575","3,370","3,600","5,534"
2020,9,60,"23,923","2,462","1,189","1,052","2,241",633,"1,065","1,225",397,645,0.0,50.0,0,18.0,0.0,"1,511","1,262","1,516","1,976","1,889","1,884","2,908"
2020,9,70,"12,580","1,501",644,590,"1,113",284,553,632,266,423,0.0,39.0,0,18.0,0.0,816,706,772,937,894,962,"1,430"
2020,9,80,"5,073",650,302,219,454,106,254,223,138,145,0.0,13.0,0,10.0,0.0,274,287,326,366,346,379,581
2020,9,90,517,79,35,30,42,12,24,31,11,16,0.0,2.0,0,2.0,0.0,27,28,30,33,31,38,46
2020,9,100,60,13,11,4,5,0,1,4,6,0,0.0,0.0,0,0.0,0.0,7,2,2,1,2,1,1
2020,10,총,"234,915","24,752","7,044","5,766","15,267","5,747","7,245","6,250","2,039","4,081",0.0,283.0,0,86.0,0.0,"11,849","16,226","13,963","21,232","22,314","30,491","40,280"
2020,10,0,"22,739","2,519",316,187,884,96,351,253,55,305,0.0,10.0,0,1.0,0.0,600,"1,727","1,156","1,987","2,595","4,558","5,139"
2020,10,10,"25,112","2,449",413,419,"1,376",158,530,364,100,302,0.0,13.0,0,4.0,0.0,793,"2,206","1,455","2,927","2,908","3,754","4,941"
2020,10,20,"29,873","3,169",899,795,"2,073","1,228",850,784,269,577,0.0,29.0,0,4.0,0.0,"1,940","2,156","2,068","2,524","2,611","3,162","4,735"
2020,10,30,"35,507","4,265",767,520,"1,650","1,756",880,624,149,495,0.0,22.0,0,6.0,0.0,"1,674","2,280","1,964","2,619","3,263","5,925","6,648"
2020,10,40,"41,296","4,002",995,723,"2,302",669,"1,212",802,209,493,0.0,51.0,0,5.0,0.0,"1,799","2,931","2,260","4,184","4,366","6,140","8,153"
2020,10,50,"37,898","3,623","1,454","1,217","3,102",803,"1,508","1,305",434,678,0.0,51.0,0,19.0,0.0,"2,387","2,631","2,392","3,622","3,382","3,645","5,645"
2020,10,60,"24,175","2,478","1,200","1,058","2,255",635,"1,075","1,234",402,643,0.0,52.0,0,17.0,0.0,"1,528","1,266","1,542","2,018","1,910","1,913","2,949"
2020,10,70,"12,588","1,501",647,592,"1,115",279,556,630,270,426,0.0,39.0,0,18.0,0.0,811,715,763,932,900,965,"1,429"
2020,10,80,"5,137",650,307,220,458,112,257,220,134,146,0.0,14.0,0,10.0,0.0,279,287,331,383,346,391,592
2020,10,90,529,82,35,31,47,11,25,30,11,16,0.0,2.0,0,2.0,0.0,31,25,30,35,31,37,48
2020,10,100,61,14,11,4,5,0,1,4,6,0,0.0,0.0,0,0.0,0.0,7,2,2,1,2,1,1
2020,11,총,"235,537","24,775","7,061","5,743","15,260","5,757","7,197","6,235","2,041","4,086",0.0,283.0,0,86.0,0.0,"11,833","16,236","13,973","21,291","22,369","30,648","40,663"
2020,11,0,"22,704","2,502",317,187,886,95,342,252,53,304,0.0,10.0,0,2.0,0.0,582,"1,715","1,146","1,995","2,580","4,584","5,152"
2020,11,10,"25,146","2,448",415,409,"1,370",161,524,362,102,300,0.0,13.0,0,4.0,0.0,802,"2,204","1,448","2,937","2,902","3,780","4,965"
2020,11,20,"30,026","3,186",905,803,"2,057","1,214",850,779,270,587,0.0,28.0,0,3.0,0.0,"1,937","2,159","2,081","2,540","2,634","3,175","4,818"
2020,11,30,"35,495","4,258",765,511,"1,649","1,757",862,623,147,496,0.0,22.0,0,5.0,0.0,"1,668","2,273","1,958","2,613","3,260","5,941","6,687"
2020,11,40,"41,328","4,004","1,002",715,"2,296",667,"1,206",796,210,486,0.0,51.0,0,5.0,0.0,"1,790","2,919","2,250","4,186","4,358","6,157","8,230"
2020,11,50,"38,090","3,622","1,454","1,206","3,099",813,"1,504","1,297",436,674,0.0,51.0,0,20.0,0.0,"2,386","2,651","2,412","3,642","3,415","3,685","5,723"
2020,11,60,"24,375","2,499","1,206","1,058","2,268",647,"1,076","1,242",404,652,0.0,52.0,0,17.0,0.0,"1,538","1,279","1,548","2,025","1,937","1,923","3,004"
2020,11,70,"12,624","1,506",643,597,"1,126",277,554,625,270,424,0.0,40.0,0,18.0,0.0,816,716,766,930,902,963,"1,451"
2020,11,80,"5,153",654,306,222,458,115,253,224,132,147,0.0,14.0,0,10.0,0.0,276,291,332,387,347,400,585
2020,11,90,535,82,37,32,46,11,25,31,11,16,0.0,2.0,0,2.0,0.0,31,27,30,35,32,38,47
2020,11,100,61,14,11,3,5,0,1,4,6,0,0.0,0.0,0,0.0,0.0,7,2,2,1,2,2,1
2020,12,총,"236,049","24,753","7,063","5,729","15,280","5,756","7,183","6,218","2,041","4,070",0.0,288.0,0,86.0,0.0,"11,821","16,262","14,015","21,342","22,434","30,749","40,959"
2020,12,0,"22,654","2,474",318,182,886,91,346,246,54,300,0.0,10.0,0,2.0,0.0,579,"1,714","1,144","1,990","2,581","4,600","5,137"
2020,12,10,"25,236","2,464",416,406,"1,380",161,520,357,103,296,0.0,14.0,0,4.0,0.0,793,"2,198","1,448","2,928","2,915","3,781","5,052"
2020,12,20,"30,130","3,189",906,804,"2,044","1,211",860,776,272,587,0.0,29.0,0,3.0,0.0,"1,944","2,171","2,091","2,553","2,648","3,175","4,867"
2020,12,30,"35,424","4,217",757,504,"1,652","1,749",858,622,143,494,0.0,23.0,0,6.0,0.0,"1,668","2,273","1,959","2,632","3,253","5,920","6,694"
2020,12,40,"41,456","4,022","1,004",707,"2,312",679,"1,198",798,207,484,0.0,50.0,0,6.0,0.0,"1,776","2,906","2,252","4,170","4,372","6,207","8,306"
2020,12,50,"38,174","3,612","1,456","1,205","3,082",811,"1,491","1,290",438,664,0.0,51.0,0,19.0,0.0,"2,387","2,667","2,420","3,680","3,432","3,687","5,782"
2020,12,60,"24,559","2,514","1,215","1,065","2,285",648,"1,077","1,244",406,655,0.0,53.0,0,17.0,0.0,"1,547","1,288","1,564","2,029","1,955","1,961","3,036"
2020,12,70,"12,650","1,510",636,600,"1,130",280,555,622,269,423,0.0,41.0,0,17.0,0.0,811,723,767,938,903,970,"1,455"
2020,12,80,"5,172",652,305,222,461,115,251,228,132,151,0.0,15.0,0,10.0,0.0,278,293,340,387,341,406,585
2020,12,90,534,85,39,31,43,11,26,31,11,16,0.0,2.0,0,2.0,0.0,31,27,28,34,32,40,45
2020,12,100,60,14,11,3,5,0,1,4,6,0,0.0,0.0,0,0.0,0.0,7,2,2,1,2,2,0
2021,1,총,"236,488","24,771","7,062","5,761","15,282","5,754","7,174","6,230","2,042","4,058",0.0,287.0,0,88.0,0.0,"11,865","16,230","14,040","21,348","22,452","30,847","41,197"
2021,1,0,"22,510","2,457",316,191,876,92,343,243,52,289,0.0,10.0,0,2.0,0.0,580,"1,692","1,131","1,967","2,549","4,594","5,126"
2021,1,10,"25,303","2,461",424,397,"1,374",160,520,363,101,299,0.0,14.0,0,4.0,0.0,796,"2,192","1,450","2,922","2,910","3,818","5,098"
2021,1,20,"30,203","3,191",882,819,"2,039","1,190",863,775,279,595,0.0,29.0,0,4.0,0.0,"1,948","2,147","2,105","2,580","2,667","3,176","4,914"
2021,1,30,"35,360","4,221",760,515,"1,639","1,761",852,619,140,486,0.0,23.0,0,6.0,0.0,"1,659","2,262","1,945","2,624","3,251","5,906","6,691"
2021,1,40,"41,419","4,003","1,004",705,"2,313",682,"1,197",797,207,476,0.0,50.0,0,6.0,0.0,"1,798","2,885","2,249","4,142","4,366","6,200","8,339"
2021,1,50,"38,363","3,620","1,467","1,201","3,094",810,"1,474","1,291",433,661,0.0,51.0,0,19.0,0.0,"2,387","2,686","2,429","3,701","3,453","3,743","5,843"
2021,1,60,"24,798","2,549","1,216","1,067","2,302",651,"1,092","1,248",411,662,0.0,53.0,0,18.0,0.0,"1,572","1,309","1,591","2,038","1,968","1,973","3,078"
2021,1,70,"12,703","1,521",636,610,"1,129",282,548,630,270,419,0.0,39.0,0,17.0,0.0,802,728,769,947,906,981,"1,469"
2021,1,80,"5,223",648,309,220,468,115,258,228,131,153,0.0,16.0,0,10.0,0.0,285,299,339,391,348,413,592
2021,1,90,546,86,37,33,43,11,26,32,12,18,0.0,2.0,0,2.0,0.0,31,27,30,35,33,41,47
2021,1,100,60,14,11,3,5,0,1,4,6,0,0.0,0.0,0,0.0,0.0,7,3,2,1,1,2,0
2021,2,총,"237,118","24,726","7,090","5,738","15,276","5,760","7,189","6,212","2,050","4,070",0.0,285.0,0,89.0,0.0,"11,854","16,203","14,072","21,326","23,045","30,799","41,334"
2021,2,0,"22,454","2,437",323,189,868,90,340,236,49,291,0.0,9.0,0,2.0,0.0,575,"1,674","1,134","1,955","2,616","4,553","5,113"
2021,2,10,"25,337","2,436",426,387,"1,379",157,514,374,99,295,0.0,15.0,0,4.0,0.0,795,"2,184","1,444","2,890","2,988","3,822","5,128"
2021,2,20,"30,191","3,173",883,809,"2,024","1,191",865,760,283,605,0.0,28.0,0,4.0,0.0,"1,935","2,145","2,106","2,588","2,722","3,149","4,921"
2021,2,30,"35,318","4,178",766,515,"1,613","1,755",858,613,142,484,0.0,22.0,0,6.0,0.0,"1,659","2,243","1,943","2,618","3,371","5,848","6,684"
2021,2,40,"41,557","4,000",993,694,"2,331",689,"1,193",795,207,476,0.0,50.0,0,6.0,0.0,"1,789","2,878","2,249","4,121","4,500","6,230","8,356"
2021,2,50,"38,565","3,639","1,478","1,202","3,091",817,"1,478","1,283",431,654,0.0,51.0,0,20.0,0.0,"2,390","2,689","2,448","3,718","3,526","3,774","5,876"
2021,2,60,"25,100","2,591","1,218","1,079","2,322",648,"1,109","1,251",416,674,0.0,54.0,0,18.0,0.0,"1,590","1,325","1,604","2,060","2,020","1,990","3,131"
2021,2,70,"12,697","1,515",643,607,"1,123",285,548,631,273,418,0.0,37.0,0,17.0,0.0,793,728,771,944,916,978,"1,470"
2021,2,80,"5,294",655,311,221,476,117,259,233,132,155,0.0,17.0,0,10.0,0.0,289,308,341,398,353,412,607
2021,2,90,545,87,38,32,44,11,24,32,12,18,0.0,2.0,0,2.0,0.0,32,26,30,33,33,41,48
2021,2,100,60,15,11,3,5,0,1,4,6,0,0.0,0.0,0,0.0,0.0,7,3,2,1,0,2,0
2021,3,총,"237,528","24,709","7,026","5,635","15,244","5,763","7,197","6,184","2,036","4,050",0.0,279.0,0,92.0,0.0,"11,807","16,154","14,062","21,409","23,740","30,751","41,390"
2021,3,0,"22,408","2,423",325,187,863,89,337,240,52,285,0.0,8.0,0,3.0,0.0,575,"1,652","1,122","1,959","2,665","4,538","5,085"
2021,3,10,"25,330","2,450",425,376,"1,373",153,512,356,99,296,0.0,13.0,0,5.0,0.0,786,"2,194","1,450","2,890","3,024","3,820","5,108"
2021,3,20,"30,404","3,172",907,812,"2,013","1,195",879,759,283,604,0.0,29.0,0,4.0,0.0,"1,943","2,129","2,106","2,605","2,831","3,160","4,973"
2021,3,30,"35,347","4,179",763,502,"1,609","1,755",852,606,140,490,0.0,21.0,0,6.0,0.0,"1,639","2,227","1,925","2,633","3,558","5,765","6,677"
2021,3,40,"41,485","4,003",980,673,"2,306",696,"1,187",782,202,464,0.0,50.0,0,7.0,0.0,"1,784","2,860","2,229","4,106","4,585","6,242","8,329"
2021,3,50,"38,709","3,639","1,462","1,158","3,110",818,"1,469","1,284",433,649,0.0,52.0,0,20.0,0.0,"2,376","2,695","2,452","3,750","3,626","3,799","5,917"
2021,3,60,"25,338","2,613","1,215","1,082","2,329",648,"1,126","1,265",410,674,0.0,52.0,0,16.0,0.0,"1,598","1,341","1,620","2,087","2,105","1,986","3,171"
2021,3,70,"12,656","1,497",620,598,"1,121",283,553,622,273,414,0.0,35.0,0,18.0,0.0,786,724,780,941,950,982,"1,459"
2021,3,80,"5,303",648,296,215,476,115,258,237,127,155,0.0,17.0,0,11.0,0.0,289,309,345,403,364,416,622
2021,3,90,527,81,31,32,41,11,23,32,14,19,0.0,2.0,0,2.0,0.0,31,21,32,34,32,41,48
2021,3,100,21,4,2,0,3,0,1,1,3,0,0.0,0.0,0,0.0,0.0,0,2,1,1,0,2,1
2021,4,총,"238,389","24,747","7,068","5,612","15,231","5,782","7,232","6,160","2,035","4,062",0.0,281.0,0,90.0,0.0,"11,782","16,154","14,086","21,625","24,177","30,763","41,502"
2021,4,0,"22,333","2,411",330,180,861,89,339,236,51,290,0.0,8.0,0,2.0,0.0,558,"1,642","1,117","1,959","2,683","4,511","5,066"
2021,4,10,"25,402","2,457",424,372,"1,368",156,515,345,97,298,0.0,13.0,0,5.0,0.0,793,"2,188","1,449","2,888","3,069","3,850","5,115"
2021,4,20,"30,626","3,177",914,810,"2,008","1,180",878,760,280,613,0.0,27.0,0,3.0,0.0,"1,949","2,125","2,113","2,702","2,931","3,158","4,998"
2021,4,30,"35,434","4,177",759,495,"1,602","1,761",863,607,143,487,0.0,22.0,0,6.0,0.0,"1,639","2,215","1,924","2,707","3,614","5,728","6,685"
2021,4,40,"41,596","4,013",993,666,"2,304",716,"1,192",765,199,465,0.0,49.0,0,7.0,0.0,"1,769","2,859","2,222","4,101","4,673","6,255","8,348"
2021,4,50,"38,858","3,649","1,460","1,146","3,105",817,"1,473","1,284",434,643,0.0,54.0,0,20.0,0.0,"2,360","2,714","2,468","3,777","3,690","3,816","5,948"
2021,4,60,"25,580","2,636","1,233","1,100","2,333",655,"1,132","1,275",414,678,0.0,54.0,0,16.0,0.0,"1,619","1,355","1,633","2,102","2,151","1,996","3,198"
2021,4,70,"12,669","1,491",619,595,"1,126",284,558,613,272,413,0.0,34.0,0,18.0,0.0,776,719,781,950,959,991,"1,470"
2021,4,80,"5,339",648,301,217,479,113,258,241,128,156,0.0,18.0,0,11.0,0.0,289,313,346,407,375,416,623
2021,4,90,532,84,33,31,42,11,24,33,14,19,0.0,2.0,0,2.0,0.0,30,22,32,31,32,40,50
2021,4,100,20,4,2,0,3,0,0,1,3,0,0.0,0.0,0,0.0,0.0,0,2,1,1,0,2,1
2021,5,총,"238,960","24,718","7,094","5,618","15,253","5,815","7,258","6,168","2,037","4,078",0.0,280.0,0,90.0,0.0,"11,784","16,161","14,147","21,769","24,347","30,788","41,555"
2021,5,0,"22,275","2,398",327,177,855,88,346,238,51,289,0.0,8.0,0,1.0,0.0,556,"1,641","1,116","1,950","2,673","4,515","5,046"
